
[00:00:00.000 --> 00:00:02.000]  鄭子珮平安
[00:00:02.000 --> 00:00:12.000]  百多年前美國有個作家叫做馬克吐溫
[00:00:12.000 --> 00:00:16.000]  他寫了一本小說
[00:00:16.000 --> 00:00:19.000]  不知道大家有沒有看過
[00:00:19.000 --> 00:00:22.000]  知道中文叫什麼嗎?
[00:00:22.000 --> 00:00:23.000]  《黑蓋王子》
[00:00:23.000 --> 00:00:25.000]  有沒有聽過?
[00:00:25.000 --> 00:00:27.000]  知道內容講什麼嗎?
[00:00:27.000 --> 00:00:30.000]  講兩個男孩子
[00:00:30.000 --> 00:00:32.000]  樣子很相似
[00:00:32.000 --> 00:00:34.000]  差不多一模一樣
[00:00:34.000 --> 00:00:39.000]  但一個真的被家人不理會
[00:00:39.000 --> 00:00:41.000]  因為他住在一個貧民區
[00:00:41.000 --> 00:00:42.000]  貧民窟
[00:00:42.000 --> 00:00:44.000]  或者很窮的地方
[00:00:44.000 --> 00:00:49.000]  他父母常常虐待他
[00:00:49.000 --> 00:00:51.000]  另一個反過來
[00:00:51.000 --> 00:00:52.000]  很極端
[00:00:52.000 --> 00:00:55.000]  另一個是一個皇帝
[00:00:55.000 --> 00:00:58.000]  當時英國皇帝的皇子
[00:00:58.000 --> 00:01:02.000]  兩人機緣巧合之下竟然相遇
[00:01:02.000 --> 00:01:08.000]  可能大家都感覺到自己的父親很可怕
[00:01:08.000 --> 00:01:09.000]  所以很投契
[00:01:09.000 --> 00:01:11.000]  一見如故
[00:01:11.000 --> 00:01:18.000]  也可能那個皇子覺得太厭倦皇宮的生活
[00:01:18.000 --> 00:01:20.000]  皇子提出什麼呢?
[00:01:20.000 --> 00:01:21.000]  提出什麼?
[00:01:21.000 --> 00:01:23.000]  交換身份
[00:01:23.000 --> 00:01:28.000]  跟窮光蛋這個小孩說
[00:01:28.000 --> 00:01:31.000]  不如我們交換身份吧
[00:01:31.000 --> 00:01:37.000]  這個男孩子固然窮悲慘
[00:01:37.000 --> 00:01:39.000]  當然想改變
[00:01:39.000 --> 00:01:40.000]  但你怎麼想都不會
[00:01:40.000 --> 00:01:41.000]  想得明白
[00:01:41.000 --> 00:01:45.000]  為什麼皇子有了地位身份財富
[00:01:45.000 --> 00:01:49.000]  竟然都這麼不安於現狀
[00:01:49.000 --> 00:01:53.000]  竟然都想改變身份
[00:01:53.000 --> 00:01:56.000]  竟然覺得好似做一個皇子
[00:01:56.000 --> 00:01:58.000]  好似受苦
[00:01:58.000 --> 00:02:02.000]  還想脫離
[00:02:02.000 --> 00:02:04.000]  比利會不會?
[00:02:04.000 --> 00:02:05.000]  比利會不會這樣?
[00:02:05.000 --> 00:02:10.000]  比利會想跟誰交換身份呢?
[00:02:10.000 --> 00:02:12.000]  可能大家想做回自己
[00:02:12.000 --> 00:02:15.000]  所以大家不說
[00:02:15.000 --> 00:02:18.000]  但其實你跟誰交換身份都會覺得
[00:02:18.000 --> 00:02:20.000]  其實我看你好
[00:02:20.000 --> 00:02:21.000]  你看我好
[00:02:21.000 --> 00:02:28.000]  或者大家都有難免的經
[00:02:28.000 --> 00:02:33.000]  聖經是在第一世紀羅馬的世界裏面
[00:02:33.000 --> 00:02:34.000]  在羅馬帝國裏面
[00:02:34.000 --> 00:02:36.000]  其實人人都明白到一件事
[00:02:36.000 --> 00:02:38.000]  就是身份地位這件事
[00:02:38.000 --> 00:02:41.000]  是一個很深的文化整個結構裏面
[00:02:41.000 --> 00:02:44.000]  決定了你怎樣去生活
[00:02:44.000 --> 00:02:51.000]  更加決定了你其實你生存可不可以生存到
[00:02:51.000 --> 00:02:55.000]  所以保羅他經常都會用一個身份
[00:02:55.000 --> 00:02:59.000]  去解釋給當時的他的弟兄姊妹聽
[00:02:59.000 --> 00:03:01.000]  因為這個身份是人人都知
[00:03:01.000 --> 00:03:02.000]  人人都明白
[00:03:02.000 --> 00:03:04.000]  因為很多人都立在這個身份裏面
[00:03:04.000 --> 00:03:07.000]  這個身份就是一個奴隸的身份
[00:03:07.000 --> 00:03:09.000]  奴隸當時根本不是人來的
[00:03:09.000 --> 00:03:13.000]  因為他在主人手上是主人的一個工具
[00:03:13.000 --> 00:03:16.000]  所以一定是看主人面色做人
[00:03:16.000 --> 00:03:18.000]  到底有沒有做錯呢
[00:03:18.000 --> 00:03:19.000]  很害怕
[00:03:19.000 --> 00:03:21.000]  到底主人滿不滿意呢
[00:03:21.000 --> 00:03:24.000]  主人當天的心情怎樣
[00:03:24.000 --> 00:03:28.000]  這種看面色不單止
[00:03:28.000 --> 00:03:30.000]  其實害怕到底有沒有糧出
[00:03:30.000 --> 00:03:34.000]  因為主人是因為你是工具
[00:03:34.000 --> 00:03:37.000]  其實主人可以要你拿命都可以
[00:03:37.000 --> 00:03:40.000]  主人可以虐待你虐待到拿命都可以
[00:03:40.000 --> 00:03:44.000]  所以這個就是在裏面其中一個
[00:03:44.000 --> 00:03:48.000]  建構了整個羅馬帝國羅馬世界的一個世界
[00:03:48.000 --> 00:03:51.000]  就是一個新約聖經裏面那班弟兄姊妹
[00:03:51.000 --> 00:03:54.000]  所身處的一個世界
[00:03:54.000 --> 00:04:00.000]  沒錯是羅馬帝國應許了一個繁榮盛世
[00:04:00.000 --> 00:04:02.000]  繁榮安定
[00:04:02.000 --> 00:04:08.000]  但其實是金玉其愛敗水其沖
[00:04:08.000 --> 00:04:10.000]  大家可以想像一下
[00:04:10.000 --> 00:04:16.000]  沒錯 保羅在羅馬書三章二十三節裏面說
[00:04:16.000 --> 00:04:25.000]  世人都犯了罪
[00:04:25.000 --> 00:04:29.000]  所以無論你是那班手無寸鐵的平民百姓
[00:04:29.000 --> 00:04:33.000]  或者你是那些有權有勢有財富有地位的
[00:04:33.000 --> 00:04:34.000]  全部都是什麼
[00:04:34.000 --> 00:04:36.000]  全部都是罪人
[00:04:36.000 --> 00:04:39.000]  我們都是陷在罪裏面的
[00:04:39.000 --> 00:04:41.000]  我們都是那班遠離上帝的人
[00:04:41.000 --> 00:04:44.000]  我們都是很需要上帝拯救的
[00:04:44.000 --> 00:04:47.000]  但其實在一個這樣的世界
[00:04:47.000 --> 00:04:49.000]  一個這樣的敗壞被罪敗壞的世界裏面
[00:04:49.000 --> 00:04:53.000]  人與神之間當然是破裂了關係
[00:04:53.000 --> 00:04:55.000]  但是在這個世界裏面
[00:04:55.000 --> 00:04:58.000]  其實人與人之間的關係都是破裂的
[00:04:58.000 --> 00:05:02.000]  都是一個緊張
[00:05:02.000 --> 00:05:08.000]  甚至乎一個彼此壓榨的世界裏面
[00:05:08.000 --> 00:05:11.000]  哪一班人更加受苦
[00:05:11.000 --> 00:05:14.000]  哪一班人更加被欺負
[00:05:14.000 --> 00:05:17.000]  一定不是那些有財有勢的人
[00:05:17.000 --> 00:05:19.000]  一定是那些手無寸鐵
[00:05:19.000 --> 00:05:21.000]  無辜的平民百姓
[00:05:21.000 --> 00:05:23.000]  所以其實當時的人
[00:05:23.000 --> 00:05:26.000]  其實生活在一個嘆息勞苦
[00:05:26.000 --> 00:05:28.000]  一個無憂恥
[00:05:28.000 --> 00:05:32.000]  甚至看不到將來在被奴役的世界裏面
[00:05:32.000 --> 00:05:34.000]  人在無奈的裏面
[00:05:34.000 --> 00:05:36.000]  其實只能夠有的就是
[00:05:36.000 --> 00:05:38.000]  嘆息一句嘆息
[00:05:38.000 --> 00:05:41.000]  繼續捱下去
[00:05:41.000 --> 00:05:43.000]  其實我們對這個世界
[00:05:43.000 --> 00:05:45.000]  我們其實一點都不陌生的
[00:05:45.000 --> 00:05:47.000]  我們這個香港
[00:05:47.000 --> 00:05:49.000]  出了名就是停不下來的
[00:05:49.000 --> 00:05:51.000]  出了名就是每個人都在這裏
[00:05:51.000 --> 00:05:53.000]  很急速地去追趕
[00:05:53.000 --> 00:05:54.000]  追啊追啊
[00:05:54.000 --> 00:05:57.000]  很急速地過著一個很急速的生活
[00:05:57.000 --> 00:05:59.000]  因為在這個氛圍之下
[00:05:59.000 --> 00:06:01.000]  我們其實都很喜歡去旅行的
[00:06:01.000 --> 00:06:02.000]  你喜歡去旅行嗎
[00:06:02.000 --> 00:06:04.000]  你喜歡離開這個氛圍嗎
[00:06:04.000 --> 00:06:06.000]  很喜歡的很想的
[00:06:06.000 --> 00:06:11.000]  我記得很多年前第一次去台北
[00:06:11.000 --> 00:06:14.000]  我去到的時候見到一個電梯
[00:06:14.000 --> 00:06:18.000]  即是那些向上的電梯
[00:06:18.000 --> 00:06:19.000]  我見到它寫著什麼
[00:06:19.000 --> 00:06:22.000]  它寫著這個是高速電梯
[00:06:22.000 --> 00:06:24.000]  我想想高速當然好得快點
[00:06:24.000 --> 00:06:27.000]  但我一搭上去發覺
[00:06:27.000 --> 00:06:30.000]  高速的嗎
[00:06:30.000 --> 00:06:34.000]  為什麼好像比香港的電梯還要慢呢
[00:06:34.000 --> 00:06:35.000]  因為原來我發覺
[00:06:35.000 --> 00:06:36.000]  我那時候才發覺
[00:06:36.000 --> 00:06:38.000]  原來我在香港這個氛圍裏面
[00:06:38.000 --> 00:06:40.000]  已經被訓練到
[00:06:40.000 --> 00:06:42.000]  或者被整個影響到
[00:06:42.000 --> 00:06:44.000]  其實我都是很急速
[00:06:44.000 --> 00:06:45.000]  很急速很急速
[00:06:45.000 --> 00:06:48.000]  為什麼我們這麼急速地追趕追趕呢
[00:06:48.000 --> 00:06:50.000]  為什麼我們要這麼努力工作呢
[00:06:50.000 --> 00:06:54.000]  打完風就要立刻上班呢
[00:06:54.000 --> 00:06:55.000]  無他的
[00:06:55.000 --> 00:06:58.000]  其實我們都怕我們被淘汰
[00:06:58.000 --> 00:07:00.000]  我們都怕我們成為失敗
[00:07:00.000 --> 00:07:02.000]  我們怕追不上
[00:07:02.000 --> 00:07:03.000]  更加好的
[00:07:03.000 --> 00:07:04.000]  我更加想的
[00:07:04.000 --> 00:07:07.000]  希望我們可以捱下捱下捱出頭來
[00:07:07.000 --> 00:07:10.000]  我們希望我們可以很穩陣
[00:07:10.000 --> 00:07:12.000]  有些保障
[00:07:12.000 --> 00:07:14.000]  但我們有沒有察覺到
[00:07:14.000 --> 00:07:17.000]  其實我們可能身心都已經
[00:07:17.000 --> 00:07:19.000]  付上了很多的代價
