
[00:00:00.000 --> 00:00:03.000]  今天和大家繼續看
[00:00:03.000 --> 00:00:06.000]  我們上次未講完的《約翰福音》第十四章
[00:00:06.000 --> 00:00:08.000]  第十四章的經文
[00:00:08.000 --> 00:00:11.000]  上次我們從第一節到第二十四節
[00:00:11.000 --> 00:00:15.000]  今天我們會講下這部份
[00:00:15.000 --> 00:00:17.000]  如果大家記得
[00:00:17.000 --> 00:00:19.000]  在這十四章裡
[00:00:19.000 --> 00:00:21.000]  耶穌用了七個比喻
[00:00:21.000 --> 00:00:25.000]  來講關乎一些比較
[00:00:25.000 --> 00:00:27.000]  目的是叫我們
[00:00:27.000 --> 00:00:31.000]  能夠追求更好的
[00:00:31.000 --> 00:00:34.000]  大家不知還記不記得上次講道計劃題目
[00:00:34.000 --> 00:00:38.000]  就是主要我們追求更好的
[00:00:38.000 --> 00:00:41.000]  要我們來得到更好的
[00:00:41.000 --> 00:00:44.000]  祂不只是給我們次好的
[00:00:44.000 --> 00:00:46.000]  祂要我們得到最好的
[00:00:46.000 --> 00:00:48.000]  得到更好的
[00:00:48.000 --> 00:00:50.000]  那你要追求什麼更好呢
[00:00:50.000 --> 00:00:53.000]  在頭四個比喻裡
[00:00:53.000 --> 00:00:56.000]  我們就發覺耶穌講了四個方面
[00:00:56.000 --> 00:00:58.000]  不知大家還記不記得
[00:00:58.000 --> 00:01:00.000]  隔了兩個禮拜
[00:01:00.000 --> 00:01:04.000]  今天我們講到第五個方面
[00:01:04.000 --> 00:01:07.000]  我就用這個就成為今天講道的題目
[00:01:07.000 --> 00:01:09.000]  懂不懂讀這幾個字
[00:01:09.000 --> 00:01:11.000]  一起讀下好嗎
[00:01:11.000 --> 00:01:17.000]  用途
[00:01:17.000 --> 00:01:19.000]  什麼是用途
[00:01:23.000 --> 00:01:26.000]  媽媽呼呼
[00:01:26.000 --> 00:01:29.000]  我們廣東話有一個形容詞挺好的
[00:01:29.000 --> 00:01:31.000]  叫做「符符碌碌」
[00:01:31.000 --> 00:01:33.000]  有沒有聽過這個字
[00:01:33.000 --> 00:01:38.000]  他又不是說不是做門徒
[00:01:38.000 --> 00:01:41.000]  不過做得好什麼
[00:01:41.000 --> 00:01:43.000]  就是很符符碌碌
[00:01:43.000 --> 00:01:45.000]  真的很麻煩
[00:01:45.000 --> 00:01:47.000]  用途
[00:01:47.000 --> 00:01:50.000]  不過耶穌不希望我們做用途
[00:01:50.000 --> 00:01:52.000]  希望我們做什麼
[00:01:52.000 --> 00:01:55.000]  上一次在露餃坊我們有四個比較
[00:01:55.000 --> 00:01:56.000]  第一
[00:01:56.000 --> 00:01:58.000]  愛心勝律法
[00:01:58.000 --> 00:02:00.000]  讓我們知道律法是很重要的
[00:02:00.000 --> 00:02:03.000]  遵行神的話語的律法
[00:02:03.000 --> 00:02:05.000]  但是在新約的階段
[00:02:05.000 --> 00:02:08.000]  更加耶穌講出這個正義
[00:02:08.000 --> 00:02:11.000]  就是我們因為愛
[00:02:11.000 --> 00:02:13.000]  所以不是死守律法
[00:02:13.000 --> 00:02:15.000]  更加不是律法主義
[00:02:15.000 --> 00:02:17.000]  是用愛去回應
[00:02:17.000 --> 00:02:19.000]  遵守神的律法
[00:02:19.000 --> 00:02:21.000]  這個是更好的
[00:02:21.000 --> 00:02:23.000]  接著我們看見
[00:02:23.000 --> 00:02:25.000]  自卑
[00:02:25.000 --> 00:02:26.000]  姓什麼
[00:02:26.000 --> 00:02:27.000]  至高
[00:02:27.000 --> 00:02:29.000]  當然至高
[00:02:29.000 --> 00:02:32.000]  就是說他向上爬
[00:02:32.000 --> 00:02:34.000]  穩高位
[00:02:34.000 --> 00:02:36.000]  嚴格說又不是很錯
[00:02:36.000 --> 00:02:39.000]  但是原來耶穌給我們看見
[00:02:39.000 --> 00:02:43.000]  他的榜樣和真正屬靈的升高
[00:02:43.000 --> 00:02:46.000]  就是從謙卑開始
[00:02:46.000 --> 00:02:47.000]  自卑
[00:02:47.000 --> 00:02:48.000]  謙卑
[00:02:48.000 --> 00:02:51.000]  勝過至高
[00:02:51.000 --> 00:02:53.000]  接著我們看見
[00:02:53.000 --> 00:02:55.000]  人的報答好不好
[00:02:55.000 --> 00:02:57.000]  人的報答都很好
[00:02:57.000 --> 00:02:59.000]  不過不夠什麼
[00:02:59.000 --> 00:03:01.000]  不夠神的報答
[00:03:01.000 --> 00:03:03.000]  所以究竟我們追求
[00:03:03.000 --> 00:03:05.000]  只是人的報答嗎
[00:03:05.000 --> 00:03:07.000]  還是追求
[00:03:07.000 --> 00:03:10.000]  是上帝給我們的稱讚
[00:03:10.000 --> 00:03:12.000]  給我們的賞賜
[00:03:12.000 --> 00:03:14.000]  和祂給我們的報答
[00:03:14.000 --> 00:03:16.000]  接著第四個
[00:03:16.000 --> 00:03:19.000]  就是地福和天福的比較
[00:03:19.000 --> 00:03:21.000]  地福好不好
[00:03:21.000 --> 00:03:22.000]  有家庭
[00:03:22.000 --> 00:03:23.000]  有財產
[00:03:23.000 --> 00:03:25.000]  有事業
[00:03:25.000 --> 00:03:27.000]  這些都是
[00:03:27.000 --> 00:03:28.000]  不是壞的事
[00:03:28.000 --> 00:03:29.000]  都是好的事
[00:03:29.000 --> 00:03:32.000]  不過離開了神而得的就不好
[00:03:32.000 --> 00:03:34.000]  如果在神的裡面而得的
[00:03:34.000 --> 00:03:38.000]  是神給我們的賜福
[00:03:38.000 --> 00:03:40.000]  而且我們用謙卑
[00:03:40.000 --> 00:03:41.000]  回應祂的心
[00:03:41.000 --> 00:03:44.000]  用神給我們所有的東西
[00:03:44.000 --> 00:03:47.000]  得著天福是更加重要
[00:03:47.000 --> 00:03:49.000]  所以耶穌提醒我們
[00:03:49.000 --> 00:03:52.000]  我們真的渴望那一天
[00:03:52.000 --> 00:03:53.000]  在神的國裡面
[00:03:53.000 --> 00:03:55.000]  在神的賢職裡面
[00:03:55.000 --> 00:03:56.000]  和祂一同坐職
[00:03:56.000 --> 00:03:58.000]  這個是最好的
[00:03:58.000 --> 00:04:01.000]  最後今天這一段
