
[00:00:00.000 --> 00:00:01.480]  頂智媒晚安
[00:00:01.480 --> 00:00:05.820]  上個星期陳牧師跟我們分享了
[00:00:05.820 --> 00:00:07.380]  有關於八福
[00:00:07.380 --> 00:00:10.500]  或者不同的計法就是九福的信息
[00:00:10.500 --> 00:00:13.300]  在過去我們聽到八福的時候
[00:00:13.300 --> 00:00:14.360]  確實的
[00:00:14.360 --> 00:00:17.460]  我們相信它是一個很崇高的理想
[00:00:17.460 --> 00:00:20.520]  就叫我們要盡力去做
[00:00:20.520 --> 00:00:23.820]  甚至好像是一個入門的要求一樣
[00:00:23.820 --> 00:00:26.000]  但是上個星期
[00:00:26.000 --> 00:00:28.560]  因為我做主席的緣故聽了三堂
[00:00:28.560 --> 00:00:31.640]  所以聽了很多
[00:00:31.640 --> 00:00:34.920]  越聽越釋放
[00:00:34.920 --> 00:00:37.240]  越聽就越覺得確實
[00:00:37.240 --> 00:00:40.280]  八福不是一個
[00:00:40.280 --> 00:00:43.400]  給我們一個這樣的要求
[00:00:43.400 --> 00:00:46.740]  不是叫我們將注意力放在自己的善行
[00:00:46.740 --> 00:00:50.680]  而是像陳牧師引用的那本書
[00:00:50.680 --> 00:00:52.640]  國道的倫理告訴我們
[00:00:52.640 --> 00:00:54.720]  這是一個先知性的宣告
[00:00:54.720 --> 00:00:57.000]  是告訴我們在神的裏面
[00:00:57.440 --> 00:00:59.040]  如果你是哀動的
[00:00:59.040 --> 00:01:02.920]  如果你是貧窮的
[00:01:02.920 --> 00:01:05.760]  是怎樣的在神的裏面是蒙福
[00:01:05.760 --> 00:01:09.600]  我越聽越覺得自由
[00:01:09.600 --> 00:01:11.040]  越聽越覺得
[00:01:11.040 --> 00:01:12.720]  神的微善
[00:01:12.720 --> 00:01:14.720]  在八福裏面要告訴我們
[00:01:14.720 --> 00:01:17.960]  叫我們在神的裏面就是這樣的蒙福
[00:01:17.960 --> 00:01:21.160]  今天的經文是接著八福
[00:01:21.160 --> 00:01:25.120]  和門徒炎與光的教導
[00:01:25.640 --> 00:01:29.080]  接著很快耶穌竟然談論到律法
[00:01:29.080 --> 00:01:32.760]  我們剛才已經說到八福是恩典
[00:01:32.760 --> 00:01:34.080]  是福氣
[00:01:34.080 --> 00:01:36.160]  但為何主一眼
[00:01:36.160 --> 00:01:39.040]  主耶穌又會說到律法的問題
[00:01:39.040 --> 00:01:41.560]  稍後我們會看看
[00:01:41.560 --> 00:01:43.600]  在17-24的經文
[00:01:43.600 --> 00:01:45.120]  主耶穌說得很清楚
[00:01:45.120 --> 00:01:48.440]  我們要怎樣來遵行這些律法
[00:01:48.440 --> 00:01:49.920]  所以我們問
[00:01:49.920 --> 00:01:52.920]  我們不是已經在基督裏面有自由
[00:01:53.280 --> 00:01:58.160]  我們不再需要遵從這些舊約的律法了嗎
[00:01:58.160 --> 00:02:01.960]  我們再
[00:02:01.960 --> 00:02:04.200]  如果有聖經請打開5章17
[00:02:04.200 --> 00:02:06.280]  馬拉福音5章17至20節
[00:02:06.280 --> 00:02:08.480]  今天我們主要是說這4節的經文
[00:02:08.480 --> 00:02:18.200]  請再聽我讀一下
[00:02:18.200 --> 00:02:19.440]  17節至20節
[00:02:19.440 --> 00:02:22.400]  莫想我來要廢掉律法和先知
[00:02:22.400 --> 00:02:25.160]  我來不是要廢掉乃是要成全
[00:02:25.160 --> 00:02:26.440]  我實在告訴你們
[00:02:26.440 --> 00:02:28.400]  就是到天地都要廢去了
[00:02:28.400 --> 00:02:30.680]  律法的一點一劃也不能廢去
[00:02:30.680 --> 00:02:32.120]  都要成全
[00:02:32.120 --> 00:02:33.440]  所以無論何人
[00:02:33.440 --> 00:02:35.680]  廢掉者誡命中最少的一條
[00:02:35.680 --> 00:02:37.480]  又教訓人這樣做
[00:02:37.480 --> 00:02:40.040]  他在天國要稱為最少的
[00:02:40.040 --> 00:02:41.920]  但無論何人遵行者誡命
[00:02:41.920 --> 00:02:43.480]  又教訓人遵行
[00:02:43.480 --> 00:02:45.680]  他在天國要稱為大的
[00:02:45.680 --> 00:02:46.480]  我告訴你們
[00:02:46.480 --> 00:02:47.560]  你們的義
[00:02:47.560 --> 00:02:50.160]  若不勝於民事和法理賽人的義
[00:02:50.160 --> 00:02:52.160]  斷不能進天國
[00:02:52.160 --> 00:02:54.720]  所以這4節經文的歸納4點是
[00:02:54.720 --> 00:02:55.560]  律法是怎樣
[00:02:55.560 --> 00:02:56.560]  不是廢掉
[00:02:56.560 --> 00:02:58.960]  乃是要成全
[00:02:58.960 --> 00:03:00.640]  就算天地都要廢去
[00:03:00.640 --> 00:03:02.360]  律法的一點一劃
[00:03:02.360 --> 00:03:03.400]  都不能廢去
[00:03:03.400 --> 00:03:04.560]  都要成全
[00:03:04.560 --> 00:03:05.560]  連續兩次講到甚麼
[00:03:05.560 --> 00:03:07.160]  要成全
[00:03:07.160 --> 00:03:08.960]  完全是不可以廢掉的
[00:03:08.960 --> 00:03:09.680]  另外
[00:03:09.680 --> 00:03:11.920]  還有無論何人
[00:03:11.920 --> 00:03:15.120]  如果你是廢掉誡命中最少的一條
[00:03:15.120 --> 00:03:16.600]  並且你教人這樣做
[00:03:16.600 --> 00:03:19.080]  你就在天國最小
[00:03:19.080 --> 00:03:20.600]  如果反過來你是
[00:03:20.600 --> 00:03:22.760]  好好的遵行並且教導人遵行的時候
[00:03:22.760 --> 00:03:24.760]  你在天國裏面是大的
[00:03:24.760 --> 00:03:26.640]  最後我們都要
[00:03:26.640 --> 00:03:28.320]  我們的義
[00:03:28.320 --> 00:03:30.480]  要勝過民事和法理賽人的義
[00:03:30.480 --> 00:03:32.080]  才能進天國
[00:03:32.080 --> 00:03:34.040]  如果說到這件事我們知道
[00:03:34.040 --> 00:03:36.840]  法理賽人他們遵行律法是怎樣
[00:03:36.840 --> 00:03:38.240]  很厲害的
[00:03:38.240 --> 00:03:40.480]  他們是那種嚴謹
[00:03:40.480 --> 00:03:43.160]  比律法的要求更高的一個要求
[00:03:43.160 --> 00:03:45.000]  待會我們會說一點
[00:03:45.000 --> 00:03:47.400]  我們怎樣去跟這些
[00:03:47.400 --> 00:03:49.400]  法理賽人去比呢
[00:03:50.880 --> 00:03:53.760]  並且我們越看這段經文我們會越發
[00:03:53.760 --> 00:03:55.280]  會了解
[00:03:55.280 --> 00:03:58.000]  經文裏面帶給我們一些的困惑
[00:03:58.000 --> 00:04:01.080]  耶穌這麼強調要遵行律法
[00:04:01.080 --> 00:04:04.240]  但是我們見到當
