
[00:00:00.000 --> 00:00:03.000]  願我們一切平安,我們先一起祈禱
[00:00:03.000 --> 00:00:05.000]  親愛的天父,我們感謝祢自己的恩典
[00:00:05.000 --> 00:00:08.000]  讓我們有機會有生命有氣息
[00:00:08.000 --> 00:00:11.000]  可以來到這裡一同聚集敬拜祢
[00:00:11.000 --> 00:00:15.000]  求聖靈在我們中間幫助我們明白祢的說話
[00:00:15.000 --> 00:00:18.000]  讓我們的信心得到挑戰
[00:00:18.000 --> 00:00:23.000]  更加有信心地用行動來跟隨主
[00:00:23.000 --> 00:00:26.000]  奉耶穌基督的名祈禱,阿們
[00:00:28.000 --> 00:00:31.000]  教會最近的一系列講道
[00:00:31.000 --> 00:00:37.000]  鼓勵我們要活出一個脫俗的基督徒的生活
[00:00:37.000 --> 00:00:40.000]  英文叫Radical Christian Living
[00:00:40.000 --> 00:00:43.000]  Radical這個字不容易翻譯
[00:00:43.000 --> 00:00:48.000]  用電腦Google翻譯為激進
[00:00:48.000 --> 00:00:51.000]  激進有些負面的含義
[00:00:51.000 --> 00:00:56.000]  使我們覺得好像恐怖分子般激進
[00:00:56.000 --> 00:01:03.000]  逆做不一樣,不知道要跟什麼比較成為不一樣
[00:01:03.000 --> 00:01:06.000]  所以決定不如逆做脫俗
[00:01:06.000 --> 00:01:09.000]  脫俗有兩個含義
[00:01:09.000 --> 00:01:12.000]  首先是脫離世俗
[00:01:12.000 --> 00:01:21.000]  基督徒理論上應該活出一個跟不信的人不同的人生
[00:01:21.000 --> 00:01:27.000]  另外我們也要脫離一些不知所謂的信徒生活
[00:01:27.000 --> 00:01:31.000]  最近我讀到一位牧師的講章
[00:01:31.000 --> 00:01:34.000]  他的名字叫Paul Washer
[00:01:34.000 --> 00:01:37.000]  他是一位美國人的宣教牧師
[00:01:37.000 --> 00:01:40.000]  他經常去南美、非洲傳道
[00:01:40.000 --> 00:01:43.000]  我讀到他的講章
[00:01:43.000 --> 00:01:51.000]  他在美國對著大約五千人的年輕信徒講道
[00:01:51.000 --> 00:01:53.000]  他祈禱讀經之後
[00:01:53.000 --> 00:02:00.000]  開始講一些很可能令聽眾非常震驚的話
[00:02:00.000 --> 00:02:06.000]  他說一百年來大部分聽到這篇講道的人
[00:02:06.000 --> 00:02:09.000]  都有可能下到地獄
[00:02:09.000 --> 00:02:13.000]  甚至很多口稱耶穌為主的人
[00:02:13.000 --> 00:02:18.000]  都會永遠被雕在地獄裡
[00:02:18.000 --> 00:02:22.000]  為什麼他會這樣講呢?
[00:02:22.000 --> 00:02:26.000]  是不是想恐嚇那些青年人呢?
[00:02:26.000 --> 00:02:28.000]  不是
[00:02:28.000 --> 00:02:31.000]  他是出於愛心
[00:02:31.000 --> 00:02:35.000]  很盼望他們都能夠進天堂
[00:02:35.000 --> 00:02:41.000]  不過他也要按照正義講聖經的道
[00:02:41.000 --> 00:02:48.000]  他也針對一些美國教會所傳揚的疑端
[00:02:48.000 --> 00:02:56.000]  他說美國的基督教已經演變成一種不敬畏神的文化
[00:02:56.000 --> 00:03:03.000]  已經沒有以神的話語為根基
[00:03:03.000 --> 00:03:11.000]  如今有許多人被驕傲被蒙騙
[00:03:11.000 --> 00:03:19.000]  有許多青少年人和成年人都已經被蒙騙
[00:03:19.000 --> 00:03:22.000]  被什麼蒙騙呢?
[00:03:22.000 --> 00:03:26.000]  他們以為一生只要再一次決志禱告
[00:03:26.000 --> 00:03:30.000]  他們就絕對上定天堂
[00:03:30.000 --> 00:03:37.000]  他們會觀看四處那些愛世界
[00:03:37.000 --> 00:03:39.000]  自稱為基督徒的人
[00:03:39.000 --> 00:03:41.000]  然後在互相比較之下
[00:03:41.000 --> 00:03:45.000]  他們認為自己可以同時愛世界
[00:03:45.000 --> 00:03:47.000]  又同時上天堂
[00:03:47.000 --> 00:03:53.000]  他們心中沒有罪惡感
[00:03:53.000 --> 00:03:55.000]  其實他所講的疑端
[00:03:55.000 --> 00:03:58.000]  就是我曾經在幾年前討論過的
[00:03:58.000 --> 00:04:01.000]  一次得救永遠得救的說法
[00:04:01.000 --> 00:04:06.000]  一次得救永遠得救的說法
[00:04:06.000 --> 00:04:12.000]  最大的問題是前面那四個字
[00:04:12.000 --> 00:04:17.000]  什麼叫做一次得救?
[00:04:17.000 --> 00:04:19.000]  美國的疑端說法是
[00:04:19.000 --> 00:04:25.000]  只要一個人曾經在他一生中某一個時刻
[00:04:25.000 --> 00:04:32.000]  做過一次真心誠意的所謂決志祈禱
[00:04:32.000 --> 00:04:37.000]  就不管他們以後在這個世界上
[00:04:37.000 --> 00:04:39.000]  怎樣去效法世界
[00:04:39.000 --> 00:04:41.000]  做同性戀婚前性行為
[00:04:41.000 --> 00:04:42.000]  墮胎貪愛錢財
[00:04:42.000 --> 00:04:43.000]  拜偶像殺人
[00:04:43.000 --> 00:04:45.000]  迷信星座運程
[00:04:45.000 --> 00:04:48.000]  占卦算命等等
[00:04:48.000 --> 00:04:51.000]  都一定可以上天堂
[00:04:51.000 --> 00:04:53.000]  我隨便講
[00:04:53.000 --> 00:04:56.000]  根據美國的Gallup Poll
[00:04:56.000 --> 00:04:57.000]  大家可能聽過
[00:04:57.000 --> 00:04:59.000]  蓋洛普民意調查
[00:04:59.000 --> 00:05:00.000]  還有另外一個
[00:05:00.000 --> 00:05:02.000]  我們可能不太熟悉
[00:05:02.000 --> 00:05:04.000]  叫做Barnard Poll
[00:05:04.000 --> 00:05:06.000]  巴拿民意調查
[00:05:06.000 --> 00:05:07.000]  他們都在美國做調查
[00:05:07.000 --> 00:05:11.000]  發覺去教會的人
[00:05:11.000 --> 00:05:13.000]  去教會的人和沒有去教會的人
[00:05:13.000 --> 00:05:17.000]  行為舉止幾乎完全一樣
[00:05:17.000 --> 00:05:22.000]  他們同樣會說謊欺騙偷東西
[00:05:22.000 --> 00:05:24.000]  很多神學家和社會學家
[00:05:24.000 --> 00:05:27.000]  都引用其他的數據
[00:05:27.000 --> 00:05:31.000]  證明同樣的事情
[00:05:31.000 --> 00:05:35.000]  我認為造成這個現象的原因很簡單
[00:05:35.000 --> 00:05:37.000]  很多美國教會傳人的
[00:05:37.000 --> 00:05:39.000]  不只是一個廉價福音
[00:05:39.000 --> 00:05:43.000]  簡直是一個不義福音
[00:05:43.000 --> 00:05:45.000]  只要一個人在一生裡
[00:05:45.000 --> 00:05:47.000]  做過一次真心誠意的決志祈禱
[00:05:47.000 --> 00:05:50.000]  就等於拿到一張免死金牌
[00:05:50.000 --> 00:05:53.000]  天堂的入境簽證
[00:05:53.000 --> 00:05:58.000]  相信無論做什麼事都可以去
[00:05:58.000 --> 00:06:04.000]  我相信傳揚這種異端的牧師
[00:06:04.000 --> 00:06:09.000]  將來一定會被上帝審判
[00:06:09.000 --> 00:06:11.000]  沒錯
[00:06:11.000 --> 00:06:14.000]  能夠成為天國的子民
[00:06:14.000 --> 00:06:17.000]  的確不是靠我們的好行為
[00:06:17.000 --> 00:06:20.000]  而是靠信心
[00:06:20.000 --> 00:06:23.000]  但是什麼是信心呢?
[00:06:23.000 --> 00:06:26.000]  什麼是信心呢?
[00:06:26.000 --> 00:06:28.000]  今天讓我們從馬可福音
[00:06:28.000 --> 00:06:30.000]  記載的三個小故事
[00:06:30.000 --> 00:06:34.000]  來了解什麼是真正的信心
[00:06:34.000 --> 00:06:36.000]  第一個故事是記載在
[00:06:36.000 --> 00:06:39.000]  馬可福音第四章35-41節
[00:06:39.000 --> 00:06:43.000]  是很有名的耶穌平靜風浪的故事
[00:06:43.000 --> 00:06:46.000]  故事不一定是虛構的
[00:06:46.000 --> 00:06:48.000]  是福音書裡面所記載的故事
[00:06:48.000 --> 00:06:51.000]  除非它說明是比喻
[00:06:51.000 --> 00:06:54.000]  其他有關主耶穌所行的神蹟
[00:06:54.000 --> 00:06:59.000]  都是真正在歷史上發生過的故事
[00:06:59.000 --> 00:07:01.000]  從第四章35節
[00:07:01.000 --> 00:07:10.000]  我們知道當時有耶穌和門徒在船上
[00:07:10.000 --> 00:07:13.000]  不是耶穌和飛信徒在船上
[00:07:13.000 --> 00:07:17.000]  是耶穌和門徒在船上
[00:07:17.000 --> 00:07:19.000]  門徒的意思是
[00:07:19.000 --> 00:07:23.000]  那些已經跟隨主耶穌的人
[00:07:23.000 --> 00:07:27.000]  才稱為門徒
[00:07:27.000 --> 00:07:31.000]  他們已經信了主
[00:07:31.000 --> 00:07:36.000]  但是當遇到風浪危險的時候
[00:07:36.000 --> 00:07:40.000]  他們表現得很害怕
[00:07:40.000 --> 00:07:44.000]  他們甚至責備在船尾睡覺的耶穌
[00:07:44.000 --> 00:07:49.000]  「老師,我們快要死了,你怎麼不理我們?」
[00:07:49.000 --> 00:07:57.000]  我們留意到門徒稱耶穌為「老師」
[00:07:57.000 --> 00:07:59.000]  不是主
[00:07:59.000 --> 00:08:02.000]  老師就是教導他們
[00:08:02.000 --> 00:08:07.000]  有關上帝和聖經的老師
[00:08:07.000 --> 00:08:15.000]  換句話說,門徒當時對耶穌的認識還不夠深刻
[00:08:15.000 --> 00:08:20.000]  他們只知道耶穌是先知那一類的人
[00:08:20.000 --> 00:08:25.000]  由於當時跟隨耶穌的門徒全部都是猶太人
[00:08:25.000 --> 00:08:30.000]  他們一定認為自己已經認識上帝
[00:08:30.000 --> 00:08:34.000]  他們同時是亞伯拉罕的子孫
[00:08:34.000 --> 00:08:36.000]  是亞伯拉罕的後裔
[00:08:36.000 --> 00:08:40.000]  他們亦相信自己已經是上帝的子民
[00:08:40.000 --> 00:08:45.000]  他們跟隨耶穌是為了學習有關聖經的知識
[00:08:45.000 --> 00:08:49.000]  而還沒有認識到耶穌
[00:08:49.000 --> 00:08:55.000]  其實就是成了肉身來到世界的上帝
[00:08:55.000 --> 00:08:58.000]  當耶穌斥責風浪
[00:08:58.000 --> 00:09:00.000]  而風浪馬上平靜之後
[00:09:00.000 --> 00:09:03.000]  耶穌對門徒說
[00:09:03.000 --> 00:09:08.000]  為什麼膽怯?你們還沒有信心嗎?
[00:09:08.000 --> 00:09:13.000]  如果我們回頭看看馬可福音第一至第三章
[00:09:13.000 --> 00:09:19.000]  門徒真的已經看見了不少耶穌所行的神蹟
[00:09:19.000 --> 00:09:23.000]  包括耶穌治好很多病人、趕鬼等等
[00:09:23.000 --> 00:09:26.000]  但是他們可能覺得
[00:09:26.000 --> 00:09:30.000]  舊約中的先知都可以做那些神蹟
[00:09:30.000 --> 00:09:34.000]  所以他們未能聯想到
[00:09:34.000 --> 00:09:38.000]  耶穌不是普通的先知
[00:09:38.000 --> 00:09:42.000]  門徒只認識耶穌是一位教師
[00:09:42.000 --> 00:09:45.000]  教他們認識聖經
[00:09:45.000 --> 00:09:48.000]  耶穌提出四章四十字的問題
[00:09:48.000 --> 00:09:52.000]  是讓我們知道耶穌其實是期望
[00:09:52.000 --> 00:09:59.000]  他的門徒對他的認識是會增長的
[00:09:59.000 --> 00:10:02.000]  以至他們會認識他是天地的主
[00:10:02.000 --> 00:10:07.000]  是上帝成了肉身來到世界
[00:10:07.000 --> 00:10:10.000]  在這個神蹟未發生之前
[00:10:10.000 --> 00:10:13.000]  門徒不認識他是上帝
[00:10:13.000 --> 00:10:15.000]  這個神蹟之後
[00:10:15.000 --> 00:10:20.000]  門徒可能開始聯想到耶穌可能是上帝的化身
[00:10:20.000 --> 00:10:22.000]  因此四十一字說
[00:10:22.000 --> 00:10:25.000]  他們非常恐懼
[00:10:25.000 --> 00:10:31.000]  阿彼此說:這人究竟是誰?連風浪也聽從他
[00:10:31.000 --> 00:10:35.000]  為何他們會非常恐懼呢?
[00:10:35.000 --> 00:10:38.000]  應該要定台炸彈才對
[00:10:38.000 --> 00:10:42.000]  嘩!這個人這麼厲害
[00:10:42.000 --> 00:10:45.000]  因為在猶太人的傳統觀念裏
[00:10:45.000 --> 00:10:49.000]  他們認為見到上帝的人一定會死
[00:10:49.000 --> 00:10:52.000]  當他們想到耶穌可能是上帝的時候
[00:10:52.000 --> 00:10:55.000]  他們就以為自己死定了
[00:10:55.000 --> 00:10:57.000]  見到上帝還不死
[00:10:57.000 --> 00:11:00.000]  所以就非常恐懼
[00:11:00.000 --> 00:11:03.000]  這個故事提醒我們
[00:11:03.000 --> 00:11:05.000]  信了耶穌之後
[00:11:05.000 --> 00:11:08.000]  我們所謂的基督徒
[00:11:08.000 --> 00:11:10.000]  信了耶穌之後
