
[00:00:00.000 --> 00:00:02.440]  領事會我們很感謝神
[00:00:02.440 --> 00:00:05.760]  剛才我們見證了兒童區
[00:00:05.760 --> 00:00:10.480]  他們在疫症下製作「非常兒童台」
[00:00:10.480 --> 00:00:12.200]  這個對我們今天來說
[00:00:12.200 --> 00:00:16.840]  都是一個很好的示範、表達
[00:00:16.840 --> 00:00:19.080]  其實我們在現世間
[00:00:19.080 --> 00:00:23.560]  都有很多人生經歷很多不同的考驗
[00:00:23.560 --> 00:00:27.240]  我們可以看見有人這樣定義
[00:00:27.240 --> 00:00:31.040]  2020年是一個消失的一年
[00:00:31.040 --> 00:00:32.240]  為何這樣說呢?
[00:00:32.240 --> 00:00:33.400]  因為很多人覺得
[00:00:33.400 --> 00:00:36.840]  現在你想出外旅行好、公幹好
[00:00:36.840 --> 00:00:37.880]  都沒有可能了
[00:00:37.880 --> 00:00:42.720]  亦都長期產生很多所謂抗疫疲勞
[00:00:42.720 --> 00:00:44.760]  第四波疫情帶來
[00:00:44.760 --> 00:00:47.720]  不單止是疫情的威脅
[00:00:47.720 --> 00:00:51.280]  亦都帶來很多人情緒十分低落
[00:00:51.280 --> 00:00:53.080]  經濟進一步下行
[00:00:53.080 --> 00:00:56.320]  倒閉潮、裁員潮不斷湧現
[00:00:56.320 --> 00:00:58.840]  我們看到今時今日
[00:00:58.840 --> 00:01:00.800]  不單止香港
[00:01:00.800 --> 00:01:04.800]  在全世界都要面對史無前例的
[00:01:04.800 --> 00:01:06.680]  一個世紀大疫症
[00:01:06.680 --> 00:01:11.520]  最近我們都曾經可以看到
[00:01:11.520 --> 00:01:14.680]  前中文大學校長沈祖堯教授
[00:01:14.680 --> 00:01:15.800]  在不同的場合
[00:01:15.800 --> 00:01:19.920]  他分享2003年沙士的抗疫見證的時候
[00:01:19.920 --> 00:01:22.440]  他都給人最深刻的
[00:01:22.440 --> 00:01:26.440]  亦都是最多被人引用的其中一句說話
[00:01:26.440 --> 00:01:28.040]  是一句土文
[00:01:28.040 --> 00:01:30.040]  大家猜不猜到是甚麼呢?
[00:01:30.040 --> 00:01:34.120]  他說「主啊,求祢不要因著我們的無知
[00:01:34.120 --> 00:01:37.120]  而失掉任何一個生命」
[00:01:37.120 --> 00:01:39.880]  其實在這個疫情下
[00:01:39.880 --> 00:01:43.880]  我們要重新整頓我們的人生觀、價值觀
[00:01:43.880 --> 00:01:47.360]  其實最重要的不是那些活動
[00:01:47.360 --> 00:01:50.480]  是人與人之間那個真正的友誼
[00:01:50.480 --> 00:01:52.280]  真正的那種愛
[00:01:52.280 --> 00:01:54.280]  真正任何一個生命
[00:01:54.280 --> 00:01:56.720]  我們都希望能夠保留下來
[00:01:56.720 --> 00:01:58.760]  當你有時見到
[00:01:58.760 --> 00:02:01.760]  有一些染疫的人士
[00:02:01.760 --> 00:02:03.360]  特別是一些老人家
[00:02:03.360 --> 00:02:04.800]  他要離世的時候
[00:02:04.800 --> 00:02:08.200]  連他至親的親人都沒有辦法在旁邊陪伴
[00:02:08.200 --> 00:02:10.200]  你心裏頭會覺得很難過
[00:02:10.200 --> 00:02:12.200]  他甚至要透過視像
[00:02:12.200 --> 00:02:14.560]  跟他作一個道別
[00:02:14.560 --> 00:02:17.280]  我們看見疫情發展至今
[00:02:17.280 --> 00:02:22.680]  其實亦都是因為很多不同的地域裏面
[00:02:22.680 --> 00:02:25.680]  各國的專家也好,政府也好
[00:02:25.680 --> 00:02:28.800]  都是因為要對應我們的無知
[00:02:28.800 --> 00:02:31.600]  我們只能夠靠可以掌握的資料
[00:02:31.600 --> 00:02:36.080]  迅速地來作危機所謂的處理
[00:02:36.080 --> 00:02:37.880]  去面對疫情
[00:02:37.880 --> 00:02:39.520]  我看過一個資料
[00:02:39.520 --> 00:02:41.640]  它說醫學的期刊
[00:02:41.640 --> 00:02:44.000]  在網上的搜尋顯示
[00:02:44.000 --> 00:02:48.280]  疫症爆發期間已經有超過二萬六千份
[00:02:48.280 --> 00:02:50.840]  有關新冠病毒的論文
[00:02:50.840 --> 00:02:52.600]  短短半年之內
[00:02:52.600 --> 00:02:54.640]  我們可以說由無知
[00:02:54.640 --> 00:02:57.200]  慢向不是全知
[00:02:57.200 --> 00:02:59.200]  都是知多一點點
[00:02:59.200 --> 00:03:01.200]  叮多點點
[00:03:01.200 --> 00:03:04.800]  我們需要學習在神的面前有真正的謙卑
[00:03:04.800 --> 00:03:07.920]  承認人的渺小所知多是很有限
[00:03:07.920 --> 00:03:10.400]  所以我們需要專心尋求神
[00:03:10.400 --> 00:03:14.200]  依靠祂,靠著主的恩典在不同的領域
[00:03:14.200 --> 00:03:16.480]  我們大家要沖繩合作
[00:03:16.480 --> 00:03:18.760]  除了謹守個人的崗位之外
[00:03:18.760 --> 00:03:23.600]  我們也嘗試突破各樣的困難和框架
[00:03:23.600 --> 00:03:24.800]  貢獻所長
[00:03:24.800 --> 00:03:27.320]  讓大家為整個社會
[00:03:27.320 --> 00:03:29.800]  為國家出一分力
[00:03:29.800 --> 00:03:31.920]  這個我們今天說
[00:03:31.920 --> 00:03:34.640]  我們在這個疫症期間
[00:03:34.640 --> 00:03:36.440]  停課不停學
[00:03:36.440 --> 00:03:39.240]  這個是一個價值觀的選擇
[00:03:39.240 --> 00:03:42.640]  停課是為了要我們走更遠的路
[00:03:42.640 --> 00:03:45.400]  我最近也看過一個資料
[00:03:45.400 --> 00:03:47.400]  說到哈佛大學的研究
[00:03:47.400 --> 00:03:51.600]  他說這個疫情可能比我們想像之中
[00:03:51.600 --> 00:03:53.400]  是要更長遠的
[00:03:53.400 --> 00:03:56.040]  是要去應付和面對
[00:03:56.040 --> 00:03:58.520]  所以他們有專家甚至預測
[00:03:58.520 --> 00:04:00.040]  在這個疫情
[00:04:00.040 --> 00:04:03.000]  是存留在我們整個的社會
[00:04:03.000 --> 00:04:04.440]  每個國家裏面
[00:04:04.440 --> 00:04:06.880]  可能要去到2025年
[00:04:06.880 --> 00:04:12.880]  你說不是最近說有很多疫苗將會出現嗎
[00:04:12.880 --> 00:04:15.240]  是,這是事實
[00:04:15.240 --> 00:04:19.200]  但是仍然我們要與這個病毒共存
[00:04:19.200 --> 00:04:22.400]  所以日後整個生活的環境
[00:04:22.400 --> 00:04:25.760]  和我們與人相交的那種形態
[00:04:25.760 --> 00:04:28.640]  可能是進入一個新的常態
[00:04:28.640 --> 00:04:32.440]  當我們不能夠好像一如既往
[00:04:32.440 --> 00:04:35.320]  你見到人可能很想擁抱一下
[00:04:35.320 --> 00:04:36.560]  或者握手
[00:04:36.560 --> 00:04:38.680]  我們現在要改換另外一些方式
[00:04:38.680 --> 00:04:41.080]  用腳踢一下大家的皮鞋
[00:04:41.080 --> 00:04:43.440]  或者用手肘碰一碰大家
[00:04:43.440 --> 00:04:48.920]  因為大家都不想將這個病毒感染給別人
[00:04:48.920 --> 00:04:52.640]  聖經在詩篇46篇這樣說
[00:04:52.640 --> 00:04:54.600]  Be still in the law
[00:04:54.600 --> 00:04:57.600]  我們需要在神的裏面
[00:04:57.600 --> 00:05:00.080]  我們有這種休息
[00:05:00.080 --> 00:05:02.240]  我們要依靠上主
[00:05:02.240 --> 00:05:03.640]  這個不是被動的
[00:05:03.640 --> 00:05:07.400]  這是在希伯來文的Be still的意思
[00:05:07.400 --> 00:05:11.520]  就是你能夠積極地等候耶和華
[00:05:11.520 --> 00:05:13.960]  以致我們能夠重新得力
[00:05:13.960 --> 00:05:19.000]  這個疫症帶來我們全人類有很多方面的反思
[00:05:19.000 --> 00:05:20.960]  我們過往的價值
[00:05:20.960 --> 00:05:22.480]  我們看重的東西
[00:05:22.480 --> 00:05:25.240]  是不是放錯了一些位置呢
[00:05:25.240 --> 00:05:27.640]  你認為那些很重要的東西
[00:05:27.640 --> 00:05:30.720]  原來可能隨手就不見了
[00:05:30.720 --> 00:05:32.600]  就會失去的
[00:05:32.600 --> 00:05:36.640]  我們看回我們今天將要看的這個《釋詩記》
[00:05:36.640 --> 00:05:39.600]  是最後的這幾章聖經
[00:05:39.600 --> 00:05:43.480]  我們會見證就是釋詩時代的危機
[00:05:43.480 --> 00:05:45.840]  最大的一個危機是什麼呢?
[00:05:45.840 --> 00:05:51.280]  就是在17章6節和21章25節所提及的
[00:05:51.280 --> 00:05:54.720]  「那時以色列中沒有王國人任意而行」
[00:05:54.720 --> 00:05:59.880]  這個說明當人不以上帝為我們生命的主宰
[00:05:59.880 --> 00:06:02.400]  我們任意妄為的時候
[00:06:02.400 --> 00:06:05.400]  這些危機就會不斷出現
[00:06:05.400 --> 00:06:09.360]  是人離棄了上主的心意去生活
[00:06:09.360 --> 00:06:11.480]  我們也試試比較一下
[00:06:11.480 --> 00:06:14.480]  在《釋詩記》最後這幾章聖經裡面
[00:06:14.480 --> 00:06:17.520]  其實是提及兩個利美人的事蹟
