
[00:00:00.000 --> 00:00:02.000]  我們現在這個時代
[00:00:02.000 --> 00:00:03.600]  如果提到王
[00:00:03.600 --> 00:00:06.000]  我們會聯想到甚麼呢?
[00:00:06.000 --> 00:00:09.000]  會不會聯想到日本天皇?
[00:00:09.000 --> 00:00:11.000]  英國女王?
[00:00:11.000 --> 00:00:15.000]  其實現在很多國家都沒有王
[00:00:15.000 --> 00:00:16.000]  不同古代
[00:00:16.000 --> 00:00:18.000]  很多國家都有王
[00:00:18.000 --> 00:00:22.000]  而在以色列人的士師時代
[00:00:22.000 --> 00:00:24.000]  由於沒有王
[00:00:24.000 --> 00:00:26.000]  那個真是一個沒有王館的時代
[00:00:26.000 --> 00:00:29.000]  各人是任意而行
[00:00:29.000 --> 00:00:31.000]  以致以色列人的領袖覺得
[00:00:31.000 --> 00:00:33.000]  這樣不是太好
[00:00:33.000 --> 00:00:34.000]  很不濟
[00:00:34.000 --> 00:00:38.000]  就要求撒姆爾先知為他們立王
[00:00:38.000 --> 00:00:42.000]  事實上在摩西的律法裏面
[00:00:42.000 --> 00:00:44.000]  對立王是有規定的
[00:00:44.000 --> 00:00:47.000]  在《新命紀》十七章十五節
[00:00:47.000 --> 00:00:49.000]  那裏提到兩個規定
[00:00:49.000 --> 00:00:50.000]  第一
[00:00:50.000 --> 00:00:53.000]  必須立上主所揀選的人
[00:00:53.000 --> 00:00:54.000]  第二
[00:00:54.000 --> 00:00:57.000]  你們必須立自己的同胞作王
[00:00:57.000 --> 00:00:59.000]  不可立異族人
[00:00:59.000 --> 00:01:02.000]  講到題目是萬王之王
[00:01:02.000 --> 00:01:04.000]  我盼望我們會認識
[00:01:04.000 --> 00:01:07.000]  主耶穌是萬王之王
[00:01:07.000 --> 00:01:09.000]  祂不單是以色列人的王
[00:01:09.000 --> 00:01:11.000]  也是全人類
[00:01:11.000 --> 00:01:14.000]  以及屬靈世界的王
[00:01:14.000 --> 00:01:19.000]  我們會先來看十八節至二十節
[00:01:19.000 --> 00:01:22.000]  記載主耶穌考問門徒
[00:01:22.000 --> 00:01:26.000]  有關他們對主耶穌身份的認識
[00:01:26.000 --> 00:01:30.000]  馬太和馬可福音都有記載這件事
[00:01:30.000 --> 00:01:33.000]  可見這件事是非常重要的
[00:01:33.000 --> 00:01:37.000]  所以路加都認為一定要記下來
[00:01:37.000 --> 00:01:39.000]  根據馬太和馬可的記載
[00:01:39.000 --> 00:01:41.000]  這件事是發生在
[00:01:41.000 --> 00:01:45.000]  凱撒利亞肥勒比的境內
[00:01:45.000 --> 00:01:48.000]  那個地方在加利利以北
[00:01:48.000 --> 00:01:51.000]  大約四十公里的地方
[00:01:51.000 --> 00:01:53.000]  我們可以看看地圖
[00:01:54.000 --> 00:01:57.000]  那裡不是猶太人的地區
[00:01:57.000 --> 00:02:00.000]  從下文看起來
[00:02:00.000 --> 00:02:05.000]  這個時候大概是主耶穌準備要去耶路撒冷
[00:02:05.000 --> 00:02:09.000]  完成祂死在十字架上的任務
[00:02:09.000 --> 00:02:15.000]  但祂並沒有開始帶門徒從加利利向南走
[00:02:15.000 --> 00:02:20.000]  反而是帶著門徒離開猶太人的地區
[00:02:20.000 --> 00:02:25.000]  向北走到凱撒利亞肥勒比
[00:02:25.000 --> 00:02:27.000]  來考問門徒
[00:02:27.000 --> 00:02:31.000]  也可以說是對門徒的最後考試
[00:02:31.000 --> 00:02:36.000]  如果這些門徒跟隨主三年多後
[00:02:36.000 --> 00:02:39.000]  還不能確定耶穌的身份
[00:02:39.000 --> 00:02:42.000]  他們真是一批非常愚笨的人
[00:02:42.000 --> 00:02:45.000]  恐怕主耶穌都會很傷心
[00:02:45.000 --> 00:02:48.000]  主耶穌首先問他們
[00:02:48.000 --> 00:02:52.000]  一般群眾說我是誰
[00:02:52.000 --> 00:02:56.000]  這就是對主耶穌的身份認知的問題
[00:02:56.000 --> 00:02:58.000]  門徒回答
[00:02:58.000 --> 00:03:01.000]  有的說是施洗者約翰
[00:03:01.000 --> 00:03:03.000]  有的說是以尼亞
[00:03:03.000 --> 00:03:09.000]  也有的說是古時的一位先知復活了
[00:03:09.000 --> 00:03:11.000]  從門徒的回答
[00:03:11.000 --> 00:03:15.000]  我們知道一般人對主耶穌的身份
[00:03:15.000 --> 00:03:19.000]  是不能夠準確判斷的
[00:03:19.000 --> 00:03:24.000]  不過有人說施洗者約翰比較奇怪
[00:03:24.000 --> 00:03:29.000]  因為施洗者約翰只比耶穌大六個月
[00:03:29.000 --> 00:03:32.000]  可能有些人相信人死後的靈魂
[00:03:32.000 --> 00:03:36.000]  可以附在另外一個人身上
[00:03:36.000 --> 00:03:40.000]  在馬太福音十四章二節記載
[00:03:40.000 --> 00:03:44.000]  希律王有這樣的想法
[00:03:44.000 --> 00:03:47.000]  其實在《路加福音》也有記載
[00:03:47.000 --> 00:03:50.000]  有些人說耶穌是以尼亞
[00:03:50.000 --> 00:03:53.000]  這就有兩個可能性的原因
[00:03:53.000 --> 00:03:58.000]  一方面在舊約聖經馬拉紀書四章五節
[00:03:58.000 --> 00:04:01.000]  預言彌賽來之前
[00:04:01.000 --> 00:04:04.000]  以尼亞是會先來的
[00:04:04.000 --> 00:04:06.000]  此外以尼亞先知是一位
[00:04:06.000 --> 00:04:10.000]  行過不少大神蹟的先知
[00:04:10.000 --> 00:04:15.000]  當一些群眾看到主耶穌所行的神蹟
[00:04:15.000 --> 00:04:19.000]  就可能猜想到祂好像是以尼亞
[00:04:19.000 --> 00:04:21.000]  這也算是合理的
[00:04:21.000 --> 00:04:23.000]  不過有另外一些人說
[00:04:23.000 --> 00:04:26.000]  是古時的一位先知復活了
[00:04:26.000 --> 00:04:29.000]  可能這些人是和事佬
[00:04:29.000 --> 00:04:30.000]  為了息事令人
[00:04:30.000 --> 00:04:35.000]  你們不要再爭論耶穌是哪位先知
[00:04:35.000 --> 00:04:40.000]  總而言之是古代一位先知復活了就對了
[00:04:40.000 --> 00:04:43.000]  所有這些說法的背後
[00:04:43.000 --> 00:04:47.000]  都認為耶穌是一位古代先知再生
[00:04:47.000 --> 00:04:50.000]  以致祂有這麼大的能力
[00:04:50.000 --> 00:04:52.000]  這些人不相信上帝
[00:04:52.000 --> 00:04:55.000]  可以另外興起一位先知
[00:04:55.000 --> 00:04:58.000]  而一定要古人託世
[00:04:58.000 --> 00:05:00.000]  不過有很多人都可能
[00:05:00.000 --> 00:05:03.000]  受到當代的律法教師影響
[00:05:03.000 --> 00:05:09.000]  不肯也不敢承認耶穌是微才
[00:05:09.000 --> 00:05:14.000]  耶穌問門徒這個有關祂身份的問題
[00:05:14.000 --> 00:05:17.000]  只不過是一個引導性的問題
[00:05:17.000 --> 00:05:21.000]  真正的考試是第二個問題
[00:05:21.000 --> 00:05:24.000]  「你們說我是誰?」
