
[00:00:00.000 --> 00:00:03.400]  如果有人問你,禱告是甚麼?
[00:00:03.400 --> 00:00:05.200]  或者你有沒有問過自己?
[00:00:05.200 --> 00:00:07.000]  甚麼是禱告呢?你會怎樣回答?
[00:00:07.000 --> 00:00:08.400]  甚麼是禱告?
[00:00:08.400 --> 00:00:10.000]  我相信大部份人的回答都是
[00:00:10.000 --> 00:00:13.400]  我們將我們的需要帶到神面前
[00:00:13.400 --> 00:00:17.800]  求神滿足我們的需要
[00:00:17.800 --> 00:00:20.600]  不過我想問,如果我們帶到一些要求
[00:00:20.600 --> 00:00:22.200]  一些需要來到神面前
[00:00:22.200 --> 00:00:24.800]  但卻沒有得到神的回應
[00:00:24.800 --> 00:00:27.000]  神好像沒有聽我們的禱告
[00:00:27.000 --> 00:00:28.800]  又是甚麼原因呢?
[00:00:28.800 --> 00:00:31.800]  是否因為我們信心不足夠
[00:00:31.800 --> 00:00:35.400]  抑或根本禱告是沒有用的呢?
[00:00:35.400 --> 00:00:36.600]  今天我們已經有經文
[00:00:36.600 --> 00:00:38.600]  剛才所讀的就是來自《雅各書》
[00:00:38.600 --> 00:00:39.600]  我們大家都知道
[00:00:39.600 --> 00:00:40.800]  如果熟悉聖經的話
[00:00:40.800 --> 00:00:42.800]  雅各是一個實事求是
[00:00:42.800 --> 00:00:45.600]  很實際的,不是單講理論的人
[00:00:45.600 --> 00:00:47.800]  所以他最出名一句說話是甚麼?
[00:00:47.800 --> 00:00:50.400]  「沒有行為的信心是死的」
[00:00:50.400 --> 00:00:52.200]  即是你不要跟我說那麼多
[00:00:52.200 --> 00:00:53.600]  你說你信耶穌的時候
[00:00:53.600 --> 00:00:55.000]  給我看看你的行為
[00:00:55.000 --> 00:00:57.000]  他是一個很實際的人
[00:00:57.000 --> 00:00:59.600]  今天來到《雅各書》的最後一章
[00:00:59.600 --> 00:01:01.400]  雅各就講了一個
[00:01:01.400 --> 00:01:06.000]  基督徒人生裏面一個最實際、最有力
[00:01:06.000 --> 00:01:09.200]  令人很困擾的一個題目
[00:01:09.200 --> 00:01:10.000]  不是困擾的
[00:01:10.000 --> 00:01:12.600]  不過不是很容易明白的一個題目
[00:01:12.600 --> 00:01:14.200]  就是禱告
[00:01:14.200 --> 00:01:15.200]  我們大家都知道
[00:01:15.200 --> 00:01:17.600]  那個時候的教會
[00:01:17.600 --> 00:01:20.800]  是經歷了很多的困難、很多的挑戰
[00:01:20.800 --> 00:01:23.400]  而雅各在他的書信裏面
[00:01:23.400 --> 00:01:25.400]  提供信徒的一個出路
[00:01:25.400 --> 00:01:28.000]  就提供了我們需要禱告
[00:01:28.000 --> 00:01:31.200]  一個教會或者個人的禱告生活
[00:01:31.200 --> 00:01:34.200]  是應該怎樣的一個生活呢?
[00:01:34.200 --> 00:01:36.200]  雅各就在這裏來講解
[00:01:36.200 --> 00:01:38.000]  也許禱告
[00:01:38.000 --> 00:01:40.600]  也是我們今天面對很多的困難
[00:01:40.600 --> 00:01:42.000]  或者那個德性的生活
[00:01:42.000 --> 00:01:44.000]  一個很重要的秘方
[00:01:44.000 --> 00:01:46.000]  今天我想跟大家去看
[00:01:46.000 --> 00:01:48.800]  禱告的三個很重要的教導
[00:01:48.800 --> 00:01:49.600]  第一個
[00:01:49.600 --> 00:01:52.000]  經文一開始的時候
[00:01:52.000 --> 00:01:57.000]  雅各就叫他那些看他書信的信徒
[00:01:57.000 --> 00:02:01.000]  要忍耐、直到、主耐
[00:02:01.000 --> 00:02:04.000]  我們知道當時的書信
[00:02:04.000 --> 00:02:05.400]  最主要的讀者
[00:02:05.400 --> 00:02:08.200]  就是第一世紀的猶太人的基督徒
[00:02:08.200 --> 00:02:14.400]  除了當時的信徒面對很多信仰上的壓力
[00:02:14.400 --> 00:02:15.400]  如果我們看前一點
[00:02:15.400 --> 00:02:17.400]  我今天的經文是第七節開始
[00:02:17.400 --> 00:02:19.800]  如果我們看之前的一到六節的話
[00:02:19.800 --> 00:02:24.800]  其實也告訴我們當時那幫基督徒是面對什麼問題
[00:02:24.800 --> 00:02:27.600]  當時大部分都是一些打工仔
[00:02:27.600 --> 00:02:30.800]  他們是幫一些有錢的地主來打工的
[00:02:30.800 --> 00:02:31.800]  不過很可惜
[00:02:31.800 --> 00:02:33.200]  經文告訴我們
[00:02:33.200 --> 00:02:34.800]  他們很辛苦
[00:02:34.800 --> 00:02:36.200]  汗流浹背
[00:02:36.200 --> 00:02:40.200]  幫一些有錢的地主來做收割的工作
[00:02:40.200 --> 00:02:41.000]  不過
[00:02:41.000 --> 00:02:44.600]  老闆卻沒有出糧給他們
[00:02:44.600 --> 00:02:47.000]  正所謂有汗出沒糧出
[00:02:47.000 --> 00:02:49.000]  當然不開心了
[00:02:49.000 --> 00:02:54.400]  對於那些不公義的有錢人
[00:02:54.400 --> 00:02:56.400]  雅各就告訴他們
[00:02:56.400 --> 00:02:58.000]  你們這幫人的不義
[00:02:58.000 --> 00:02:59.800]  你們這樣的做法
[00:02:59.800 --> 00:03:05.000]  令那些受到你們割削的工人
[00:03:05.000 --> 00:03:06.000]  他們的怨聲
[00:03:06.000 --> 00:03:08.000]  已經進入到耶和華的耳中
[00:03:08.000 --> 00:03:10.000]  雖然也許
[00:03:10.000 --> 00:03:11.000]  你會發覺
[00:03:11.000 --> 00:03:14.000]  地上的公義
[00:03:14.000 --> 00:03:19.000]  未必一定可以在地上的法律制度裡得到彰顯
[00:03:19.000 --> 00:03:20.000]  不過
[00:03:20.000 --> 00:03:23.000]  雅各告訴我們
[00:03:23.000 --> 00:03:26.000]  終極的審判者
[00:03:26.000 --> 00:03:29.000]  會必定在他的時候裡
[00:03:29.000 --> 00:03:32.000]  讓終極的公義得到彰顯
[00:03:32.000 --> 00:03:37.000]  雅各就告訴那些受欺壓的群苦大眾
[00:03:37.000 --> 00:03:38.000]  要忍耐
[00:03:38.000 --> 00:03:42.000]  因為神必定會將他的公義彰顯
[00:03:42.000 --> 00:03:44.000]  因為真正的公義
[00:03:44.000 --> 00:03:47.000]  是掌握在公義的神的手裡
[00:03:47.000 --> 00:03:52.000]  雅各為了要讓當時的人明白
[00:03:52.000 --> 00:03:54.000]  神有他自己的時間
[00:03:54.000 --> 00:03:55.000]  神就用了一個比喻
[00:03:55.000 --> 00:03:57.000]  用一個農夫的比喻
[00:03:57.000 --> 00:04:00.000]  來解釋這個事實
[00:04:00.000 --> 00:04:02.000]  我們都知道巴勒斯坦地
[00:04:02.000 --> 00:04:05.000]  農夫在什麼時候殺種
[00:04:05.000 --> 00:04:08.000]  通常就在十月、十一月
[00:04:08.000 --> 00:04:11.000]  秋季的時候來殺種
[00:04:11.000 --> 00:04:13.000]  殺了種之後等雨到
[00:04:13.000 --> 00:04:14.000]  秋雨嘛
[00:04:14.000 --> 00:04:15.000]  所以秋雨是很重要的
[00:04:15.000 --> 00:04:18.000]  秋雨是幫助種子發芽的
[00:04:18.000 --> 00:04:21.000]  殺完種之後
[00:04:21.000 --> 00:04:26.000]  農夫除了要做一個平常的工作
[00:04:26.000 --> 00:04:29.000]  例如防蟲、除雜草等等之外
[00:04:29.000 --> 00:04:31.000]  基本上他只有等
[00:04:31.000 --> 00:04:34.000]  等大自然的供應
[00:04:34.000 --> 00:04:36.000]  有水有太陽
[00:04:36.000 --> 00:04:37.000]  等了好幾個月
[00:04:37.000 --> 00:04:43.000]  另外一個很重要的雨季就是春雨
[00:04:43.000 --> 00:04:44.000]  春雨是什麼時候?
[00:04:44.000 --> 00:04:45.000]  大概是三、四月
[00:04:45.000 --> 00:04:46.000]  為什麼春雨這麼重要?
[00:04:46.000 --> 00:04:47.000]  因為春雨下完之後
[00:04:47.000 --> 00:04:48.000]  就是收割的時候
[00:04:48.000 --> 00:04:50.000]  沒有春雨就沒得收割
[00:04:50.000 --> 00:04:51.000]  所以很明顯
[00:04:51.000 --> 00:04:54.000]  農夫可以有很多事情做
[00:04:54.000 --> 00:04:56.000]  可以做到汗流浹背
[00:04:56.000 --> 00:04:58.000]  但是有一樣東西我們需要明白
[00:04:58.000 --> 00:05:00.000]  無論農夫做如何的辛苦
[00:05:00.000 --> 00:05:02.000]  做如何多的事情
[00:05:02.000 --> 00:05:06.000]  他們都不能夠保證一定有收穫
[00:05:06.000 --> 00:05:12.000]  很多時候土告就好像殺種一樣
[00:05:12.000 --> 00:05:14.000]  我們土告完之後
[00:05:14.000 --> 00:05:16.000]  我們就等神
[00:05:16.000 --> 00:05:18.000]  用祂的大能
[00:05:18.000 --> 00:05:23.000]  我們盼望神可以滿足我們的要求
[00:05:23.000 --> 00:05:26.000]  農夫是需要等候
[00:05:26.000 --> 00:05:27.000]  但是剛才說過
[00:05:27.000 --> 00:05:30.000]  農夫無論如何的努力
[00:05:30.000 --> 00:05:32.000]  未必一定有收成
[00:05:32.000 --> 00:05:33.000]  土告其實一樣
[00:05:33.000 --> 00:05:35.000]  當我們祈禱的時候
[00:05:35.000 --> 00:05:37.000]  無論我們如何的懇切祈禱
[00:05:37.000 --> 00:05:39.000]  如何的頻密祈禱
[00:05:39.000 --> 00:05:41.000]  無論如何長時間的祈禱
[00:05:41.000 --> 00:05:45.000]  我們都不一定保證
[00:05:45.000 --> 00:05:48.000]  神一定會按我們的需要
[00:05:48.000 --> 00:05:49.000]  來滿足我們
[00:05:49.000 --> 00:05:50.000]  是不是?
[00:05:50.000 --> 00:05:51.000]  有些人說
[00:05:51.000 --> 00:05:53.000]  如果神不滿足我們的祈禱
[00:05:53.000 --> 00:05:55.000]  我們祈禱來做什麼呢?
[00:05:55.000 --> 00:05:57.000]  又或者
[00:05:57.000 --> 00:05:59.000]  有些人會這樣說
[00:05:59.000 --> 00:06:01.000]  不是的,聖經不是這樣說的
[00:06:01.000 --> 00:06:02.000]  聖經說什麼?
[00:06:02.000 --> 00:06:05.000]  神一定會聆聽我們的祈禱
[00:06:05.000 --> 00:06:08.000]  我們看一節經文
[00:06:08.000 --> 00:06:10.000]  耶穌自己說
[00:06:10.000 --> 00:06:12.000]  如果你們有信心
[00:06:12.000 --> 00:06:13.000]  不如說
[00:06:13.000 --> 00:06:14.000]  你就算對這一座山說
[00:06:14.000 --> 00:06:16.000]  你移到那裡
[00:06:16.000 --> 00:06:18.000]  投在海裡
[00:06:18.000 --> 00:06:20.000]  事情也必被
[00:06:20.000 --> 00:06:23.000]  按著你們的要求來成就
[00:06:23.000 --> 00:06:24.000]  接著耶穌說
[00:06:24.000 --> 00:06:26.000]  你們土告無論求什麼
[00:06:26.000 --> 00:06:27.000]  只要信
[00:06:27.000 --> 00:06:29.000]  就必得著
[00:06:29.000 --> 00:06:32.000]  這句話大家聽完之後
[00:06:32.000 --> 00:06:34.000]  覺得很興奮嗎?
