
[00:00:00.000 --> 00:00:02.000]  大英姐妹主內平安
[00:00:02.000 --> 00:00:06.000]  特別是今天的張林祺第四週的主日
[00:00:06.000 --> 00:00:09.880]  我們的訊息都是和平安有關的
[00:00:09.880 --> 00:00:14.680]  剛才唱的那幾首歌我唱得都沒甚麼氣
[00:00:14.680 --> 00:00:18.640]  我經常提醒自己不要這麼賣力去唱
[00:00:18.640 --> 00:00:20.920]  因為今天要講兩堂道
[00:00:20.920 --> 00:00:23.880]  下午要帶團契報告 祈禱
[00:00:23.880 --> 00:00:27.000]  都是我因為我們見愛的目者陳全道
[00:00:27.000 --> 00:00:29.400]  今天去了外面講道
[00:00:29.400 --> 00:00:32.760]  但去到剛才那首耶穌是一位奇妙的救主
[00:00:32.760 --> 00:00:33.880]  那些感覺都回來了
[00:00:33.880 --> 00:00:36.200]  因為我小時候團契
[00:00:36.200 --> 00:00:37.640]  經常都唱這首歌
[00:00:37.640 --> 00:00:40.480]  唱得很開心
[00:00:40.480 --> 00:00:43.640]  特別是大雄Jazz Up了的版本
[00:00:43.640 --> 00:00:45.240]  更加令我們
[00:00:45.240 --> 00:00:46.760]  雖然考到我們的拍子
[00:00:46.760 --> 00:00:47.920]  我都入錯了
[00:00:47.920 --> 00:00:49.920]  但是非常好
[00:00:49.920 --> 00:00:51.480]  主持平安
[00:00:51.480 --> 00:00:53.640]  應許是今天的主題
[00:00:53.640 --> 00:00:56.560]  剛才大家看過《路加福音2章》那裡
[00:00:56.560 --> 00:01:01.120]  就是差不多每年聖誕節大家都會讀到的
[00:01:01.120 --> 00:01:05.040]  就是有牧羊人在曠野
[00:01:05.040 --> 00:01:09.800]  然後有一個天使來報佳音
[00:01:09.800 --> 00:01:13.320]  就是伯利恆成宗已經有主為他誕生了
[00:01:13.320 --> 00:01:14.960]  然後講完一堆之後
[00:01:14.960 --> 00:01:17.160]  就整班的天兵
[00:01:17.160 --> 00:01:20.440]  就是其他的天使都一起來
[00:01:20.440 --> 00:01:23.360]  就一起去講這個在至高之處
[00:01:23.360 --> 00:01:25.280]  榮耀歸於上帝
[00:01:25.280 --> 00:01:29.520]  在地上平安歸於他所喜悅的人
