
[00:00:00.000 --> 00:00:01.800]  靜姐姐 早安
[00:00:01.800 --> 00:00:05.300]  今天就分享一段經文
[00:00:05.300 --> 00:00:07.300]  大家都很熟悉
[00:00:07.300 --> 00:00:08.400]  在這個主題裏面
[00:00:08.400 --> 00:00:12.600]  我們其實問了第一個問題是
[00:00:12.600 --> 00:00:15.400]  我們每天做很多不同的選擇
[00:00:15.400 --> 00:00:17.100]  其實由你起床開始
[00:00:17.100 --> 00:00:20.200]  到你晚上回到床上為止
[00:00:20.200 --> 00:00:23.800]  我們做了的選擇其實多不勝數
[00:00:23.800 --> 00:00:28.900]  每一個選擇其實都可大可小
[00:00:28.900 --> 00:00:30.700]  還有每一個選擇裏面
[00:00:30.700 --> 00:00:34.900]  其實我們都會有後果
[00:00:34.900 --> 00:00:36.700]  我不知道大家有沒有留意
[00:00:36.700 --> 00:00:40.700]  不過可能有些後果很輕微
[00:00:40.700 --> 00:00:42.900]  如果你吃過一些極辣的東西
[00:00:42.900 --> 00:00:46.900]  有一年我去印尼餐廳吃了一塊魚柳
[00:00:46.900 --> 00:00:48.100]  他說是很辣的
[00:00:48.100 --> 00:00:50.100]  但是吃進嘴裏完全不辣
[00:00:50.100 --> 00:00:53.000]  於是我一口氣整塊吃了
[00:00:53.000 --> 00:00:55.900]  誰知第二天就去了廁所
[00:00:55.900 --> 00:00:59.400]  一瀉而下 不停地嘔
[00:00:59.400 --> 00:01:01.100]  因為原來太辣了
[00:01:01.100 --> 00:01:02.700]  但他的香料是不辣的
[00:01:02.700 --> 00:01:05.800]  但原來實際上是很辣的
[00:01:05.800 --> 00:01:07.000]  當你吃了辣的東西
[00:01:07.000 --> 00:01:08.200]  你就會肚瀉
[00:01:08.200 --> 00:01:09.500]  這個是一個結果
[00:01:09.500 --> 00:01:14.700]  你選擇了就有結果
[00:01:14.700 --> 00:01:15.900]  和大家分享多年前
[00:01:15.900 --> 00:01:19.300]  其實我有一點遺憾
[00:01:19.300 --> 00:01:20.500]  可以這樣說
[00:01:20.500 --> 00:01:23.300]  因為多年前我侍奉一個青少年團契
[00:01:23.300 --> 00:01:25.100]  當時我只是一個團契導師
[00:01:25.100 --> 00:01:26.900]  我不是全套人
[00:01:26.900 --> 00:01:31.700]  那個團契裏有一個弟兄是新加坡人
[00:01:31.700 --> 00:01:35.300]  他來香港的時間
[00:01:35.300 --> 00:01:37.400]  就是在香港停留的時間來我教會
[00:01:37.400 --> 00:01:38.900]  我就和他交流
[00:01:38.900 --> 00:01:40.600]  有幾年的時間
[00:01:40.600 --> 00:01:44.300]  這個弟兄其實都很精英
[00:01:44.300 --> 00:01:46.500]  在新加坡讀完醫之後
[00:01:46.500 --> 00:01:48.700]  就做了一年醫生
[00:01:48.700 --> 00:01:53.000]  有一晚他去了馬來西亞參加婚禮
[00:01:53.000 --> 00:01:54.800]  因為他第二天要當值
[00:01:54.800 --> 00:01:59.800]  就坐車從馬來西亞的柳葉回到新加坡
[00:01:59.800 --> 00:02:04.200]  誰知在柳葉回到新加坡的途中
[00:02:04.200 --> 00:02:06.200]  就出現車禍
[00:02:06.200 --> 00:02:07.700]  他死了
[00:02:07.700 --> 00:02:10.200]  我很惋惜的一件事
[00:02:10.200 --> 00:02:11.300]  他死的時候
[00:02:11.300 --> 00:02:13.800]  我們都有很多訊息
[00:02:13.800 --> 00:02:16.100]  或者我們都去討論的時候
[00:02:16.100 --> 00:02:18.900]  原來發現他生死
[00:02:18.900 --> 00:02:22.000]  原來源於他一個選擇
[00:02:22.000 --> 00:02:26.300]  當時如果他是坐在左手邊的位置
[00:02:26.300 --> 00:02:27.300]  他是不用死的
[00:02:27.300 --> 00:02:28.800]  最多重傷
[00:02:28.800 --> 00:02:31.700]  但是他選擇了坐在右邊的位置
[00:02:31.700 --> 00:02:33.900]  原來一個選擇
[00:02:33.900 --> 00:02:37.900]  就是生和死之間的一個抉擇
[00:02:37.900 --> 00:02:39.700]  有時都幾
[00:02:39.700 --> 00:02:43.000]  我想你都會想到是幾嚴重的
[00:02:43.000 --> 00:02:46.400]  不過我們很多時候沒有留意到
[00:02:46.400 --> 00:02:48.700]  我們怎樣去選擇呢
[00:02:48.700 --> 00:02:50.700]  很多時候我們都不清楚
[00:02:50.700 --> 00:02:52.800]  究竟選擇的後果會有多嚴重
[00:02:52.800 --> 00:02:54.700]  有時可能我們沒有考慮過
[00:02:54.700 --> 00:02:57.600]  除非一些我們認為重大的事件
[00:02:57.600 --> 00:02:59.500]  你選擇什麼行業
[00:02:59.500 --> 00:03:03.100]  你娶不娶這個女生
[00:03:03.100 --> 00:03:04.900]  這些位置可能我們就會覺得
[00:03:04.900 --> 00:03:08.400]  我們有很多不同的想法
[00:03:08.400 --> 00:03:13.100]  但原來每個選擇背後都可大可小
[00:03:13.100 --> 00:03:14.300]  另一件事
[00:03:14.300 --> 00:03:15.800]  這個是有福的選擇
[00:03:15.800 --> 00:03:18.400]  什麼叫有福呢
[00:03:18.400 --> 00:03:22.200]  很多時候我們都會覺得人是個剋頭有福
[00:03:22.200 --> 00:03:25.100]  我們中國人尤其是中國人
[00:03:25.100 --> 00:03:27.200]  不過我就很喜歡說笑
[00:03:27.200 --> 00:03:28.400]  如果你覺得要有福
[00:03:28.400 --> 00:03:30.300]  你是不是一個福頭呢
[00:03:30.300 --> 00:03:31.200]  你只明白
[00:03:31.200 --> 00:03:36.700]  如果廣東話福頭是什麼意思
[00:03:36.700 --> 00:03:39.600]  還有選擇有福這個感覺
[00:03:39.600 --> 00:03:44.000]  其實是一個沒有標準的
[00:03:44.000 --> 00:03:45.400]  每個人都有不同
[00:03:45.400 --> 00:03:46.900]  這個是很主觀的
[00:03:46.900 --> 00:03:48.800]  沒有客觀的去看
[00:03:48.800 --> 00:03:51.200]  有時我們覺得這個人很幸福
[00:03:51.200 --> 00:03:53.700]  他家庭各方面都很好
[00:03:53.700 --> 00:03:55.500]  但那個人說我不是
[00:03:55.500 --> 00:03:57.400]  我不覺得是
[00:03:57.400 --> 00:03:58.800]  我們經常說一句
[00:03:58.800 --> 00:04:01.700]  身在福中不知福
[00:04:01.700 --> 00:04:04.100]  有福是一個感覺
[00:04:04.100 --> 00:04:06.100]  或者是一個主觀判定
[00:04:06.100 --> 00:04:09.200]  還有在這個有福的選擇上面
[00:04:09.200 --> 00:04:10.300]  我們再問的
[00:04:10.300 --> 00:04:12.200]  還要加多一個問題
[00:04:12.200 --> 00:04:16.100]  你怎樣證明這個選擇是有福的
[00:04:16.100 --> 00:04:18.400]  你怎樣證明這個選擇是有福的
[00:04:18.400 --> 00:04:21.600]  有沒有保證呢
[00:04:21.600 --> 00:04:23.700]  所以今天和大家分享這段經文
[00:04:23.700 --> 00:04:25.500]  正好和大家思想一下
[00:04:25.500 --> 00:04:27.900]  什麼是有福的選擇
[00:04:27.900 --> 00:04:35.600]  我們來看路加福音第1章46的下半節和47節
[00:04:35.600 --> 00:04:37.200]  找到的時候請聽我讀
[00:04:37.200 --> 00:04:37.800]  他說
[00:04:37.800 --> 00:04:39.400]  我心尊主為大
[00:04:39.400 --> 00:04:44.200]  我靈以神我的救主為樂
[00:04:44.200 --> 00:04:47.500]  什麼叫做為大呢
[00:04:47.500 --> 00:04:50.300]  為大的意思是擁有權力
[00:04:50.300 --> 00:04:54.400]  有權力的時候是可以行駛
[00:04:54.400 --> 00:04:56.600]  這個叫做大
[00:04:56.600 --> 00:04:58.000]  通常在世俗上面
[00:04:58.000 --> 00:05:00.500]  相信沒有多少權力的行駛
[00:05:00.500 --> 00:05:03.800]  是叫受權力的人安心的
[00:05:03.800 --> 00:05:04.900]  在世俗上面
[00:05:04.900 --> 00:05:06.100]  你行駛權力的人
[00:05:06.100 --> 00:05:09.800]  通常我們都覺得有點害怕
[00:05:09.800 --> 00:05:11.200]  他怎樣用
[00:05:11.200 --> 00:05:14.700]  以至到有中國人有這樣的說法
[00:05:14.700 --> 00:05:16.800]  權力叫人腐化
[00:05:16.800 --> 00:05:19.700]  絕對的權力就叫人絕對的腐化
[00:05:19.700 --> 00:05:22.900]  我覺得這個都是一個反映
[00:05:22.900 --> 00:05:26.000]  其實我們看回五千年的中國歷史
[00:05:26.000 --> 00:05:30.800]  其實這個是很容易理解的一個說話
[00:05:30.800 --> 00:05:33.500]  其實到今天都是一樣
[00:05:33.500 --> 00:05:35.900]  權力是可以叫人腐化
[00:05:35.900 --> 00:05:39.300]  當然我不覺得是絕對地叫人腐化
[00:05:39.300 --> 00:05:43.200]  你還是仍然有一個選擇的
[00:05:43.200 --> 00:05:45.100]  聖經裡面都講到權力
[00:05:45.100 --> 00:05:47.900]  但是權力行駛的背後
[00:05:47.900 --> 00:05:50.700]  其實是有一個保證的
[00:05:50.700 --> 00:05:51.900]  這個保證是什麼呢
[00:05:51.900 --> 00:05:53.500]  就是愛
[00:05:53.500 --> 00:05:54.800]  是一個愛的保證
[00:05:54.800 --> 00:05:56.800]  上帝行駛權力的背後
[00:05:56.800 --> 00:06:02.000]  是每每帶著他一個心智的愛在裡面
[00:06:02.000 --> 00:06:03.800]  主耶穌行駛他的權力
[00:06:03.800 --> 00:06:05.700]  倒空自己的神聖
[00:06:05.700 --> 00:06:07.000]  以至道成肉身
[00:06:07.000 --> 00:06:11.600]  這個是一個愛的行駛權力的行動
