
[00:00:00.000 --> 00:00:02.000]  聽天會 早晨
[00:00:02.000 --> 00:00:06.000]  今天是禦苦期
[00:00:06.000 --> 00:00:08.000]  或者叫大齋期
[00:00:08.000 --> 00:00:10.000]  的第四主日
[00:00:10.000 --> 00:00:14.000]  大齋期是預備我們的心
[00:00:14.000 --> 00:00:18.000]  面向基督十誡的苦難
[00:00:18.000 --> 00:00:20.000]  耶穌基督十誡的苦難
[00:00:20.000 --> 00:00:22.000]  源自人類的罪惡
[00:00:22.000 --> 00:00:25.000]  耶穌基督甘受這個苦難
[00:00:25.000 --> 00:00:28.000]  是為了罪惡裏面的人
[00:00:28.000 --> 00:00:31.000]  在這段大齋期的期間
[00:00:31.000 --> 00:00:34.000]  我們應該多點反省
[00:00:34.000 --> 00:00:36.000]  我們生命的有限
[00:00:36.000 --> 00:00:39.000]  我們罪惡的心不可測
[00:00:39.000 --> 00:00:41.000]  我們對神的反抗
[00:00:41.000 --> 00:00:46.000]  我們在破碎裏面對救贖的渴望
[00:00:46.000 --> 00:00:48.000]  大齋期或者禦苦期提示我們
[00:00:48.000 --> 00:00:51.000]  思考耶穌基督沉重的十誡
[00:00:51.000 --> 00:00:54.000]  也鼓勵我們在十字架裏面
[00:00:54.000 --> 00:00:57.000]  找到那個不再哭泣的盼望
[00:00:57.000 --> 00:01:00.000]  今天講到在苦難世界裏面
[00:01:00.000 --> 00:01:02.000]  信徒的身份
[00:01:02.000 --> 00:01:06.000]  也提及信徒在這個苦難的世界裏面
[00:01:06.000 --> 00:01:08.000]  可以有的盼望
[00:01:08.000 --> 00:01:11.000]  我們打開今天講道的經文
[00:01:11.000 --> 00:01:15.000]  啟示錄第七章第一至第十七節
[00:01:15.000 --> 00:01:17.000]  聖經的最後一卷書
[00:01:17.000 --> 00:01:21.000]  啟示錄第七章一至第十七節
[00:01:28.000 --> 00:01:30.000]  上帝的說話這樣記載
[00:01:30.000 --> 00:01:32.000]  七章一節
[00:01:57.000 --> 00:02:01.000]  和海的四位天使大聲喊著說
[00:02:01.000 --> 00:02:04.000]  地和海並樹木你們不可傷害
[00:02:04.000 --> 00:02:08.000]  等我們印了我們神眾僕人的額
[00:02:08.000 --> 00:02:11.000]  我聽見以色列各支派中
[00:02:11.000 --> 00:02:14.000]  受印的數目有十四萬四千
[00:02:14.000 --> 00:02:16.000]  接著就是十二個支派
[00:02:16.000 --> 00:02:26.000]  猶大裏面加德 阿徹 拿忽他利 馬來西 西緬 利美 以撒加 西布倫 約瑟
[00:02:26.000 --> 00:02:31.000]  每一個支派受印的有一萬二千人
[00:02:31.000 --> 00:02:32.000]  第九節
[00:02:32.000 --> 00:02:35.000]  此後我觀看見有很多的人
[00:02:35.000 --> 00:02:37.000]  沒有人能數過來
[00:02:37.000 --> 00:02:40.000]  是從各國各族各民各方來的
[00:02:40.000 --> 00:02:43.000]  站在寶座和羔羊面前
[00:02:43.000 --> 00:02:46.000]  身穿白衣手拿鐘殊之
[00:02:46.000 --> 00:02:48.000]  大聲喊著說
[00:02:48.000 --> 00:02:51.000]  願救恩歸於座在寶座上
[00:02:51.000 --> 00:02:54.000]  我們的神也歸於羔羊
[00:02:54.000 --> 00:02:57.000]  眾天使都站在寶座
[00:02:57.000 --> 00:03:01.000]  和眾長老並四活脈的周圍
[00:03:01.000 --> 00:03:04.000]  在寶座前面伏於地敬拜神
[00:03:04.000 --> 00:03:06.000]  說阿們
[00:03:06.000 --> 00:03:09.000]  眾讚榮耀自慰感謝
[00:03:09.000 --> 00:03:13.000]  尊貴權柄大力都歸於我們的神
[00:03:13.000 --> 00:03:15.000]  直到永永遠遠
[00:03:15.000 --> 00:03:16.000]  阿們
[00:03:16.000 --> 00:03:18.000]  長老中有一位問我說
[00:03:18.000 --> 00:03:20.000]  這些穿白衣的是誰
[00:03:20.000 --> 00:03:22.000]  是從那裏來的
[00:03:22.000 --> 00:03:24.000]  我對他說
[00:03:24.000 --> 00:03:26.000]  我主你知道
[00:03:26.000 --> 00:03:27.000]  他向我說
[00:03:27.000 --> 00:03:30.000]  這些人是從大患難中出來的
[00:03:30.000 --> 00:03:34.000]  曾用羔羊的血把衣服洗白淨了
[00:03:34.000 --> 00:03:37.000]  所以他們在神寶座前
[00:03:37.000 --> 00:03:40.000]  晝夜在他的殿中侍奉他
[00:03:40.000 --> 00:03:41.000]  坐寶座的
[00:03:41.000 --> 00:03:44.000]  要用帳幕覆蓋他們
[00:03:44.000 --> 00:03:47.000]  他們不再飢不再渴
[00:03:47.000 --> 00:03:50.000]  日頭和炎熱也必不傷害他們
[00:03:50.000 --> 00:03:52.000]  因為寶座中的羔羊
[00:03:52.000 --> 00:03:54.000]  必牧養他們
[00:03:54.000 --> 00:03:57.000]  令他們到生命水的泉源
[00:03:57.000 --> 00:04:03.000]  神也必擦去他們一切的眼淚
[00:04:03.000 --> 00:04:06.000]  今天講到的經文是第七章
[00:04:06.000 --> 00:04:09.000]  之前啟示錄的第五章
[00:04:09.000 --> 00:04:16.000]  講到天上有一個藏著神歷史大計的書卷
[00:04:16.000 --> 00:04:20.000]  那個書卷被七個印封住
[00:04:20.000 --> 00:04:23.000]  第六章就講到
[00:04:23.000 --> 00:04:26.000]  那七個印逐一逐一被揭開
[00:04:26.000 --> 00:04:28.000]  一路揭開的時候
[00:04:28.000 --> 00:04:31.000]  就揭露了人類的罪
[00:04:31.000 --> 00:04:34.000]  對大地的影響
[00:04:34.000 --> 00:04:39.000]  大地因為人的罪受審判的各種景象
[00:04:39.000 --> 00:04:41.000]  然後在第六章的結尾
[00:04:41.000 --> 00:04:43.000]  問了一個問題
[00:04:43.000 --> 00:04:46.000]  神憤怒的大日到了
[00:04:46.000 --> 00:04:48.000]  誰能站得住呢?
[00:04:48.000 --> 00:04:51.000]  當神要追討人的罪
[00:04:51.000 --> 00:04:52.000]  在那個時候
[00:04:52.000 --> 00:04:55.000]  誰能夠站得穩呢?
[00:04:55.000 --> 00:04:59.000]  第七章就要回答這個問題
[00:04:59.000 --> 00:05:03.000]  誰能夠站得穩呢?
[00:05:03.000 --> 00:05:06.000]  剛才讀的第七章的經文
[00:05:06.000 --> 00:05:10.000]  設定的場景仍然是在天上
[00:05:10.000 --> 00:05:13.000]  才知道在一個異象裡面
[00:05:13.000 --> 00:05:15.000]  升到天上
[00:05:15.000 --> 00:05:18.000]  看到天上的景象
[00:05:18.000 --> 00:05:21.000]  第七章第一節第二節講到
[00:05:21.000 --> 00:05:25.000]  大地在暴風雨的前夕
[00:05:25.000 --> 00:05:28.000]  一切看起來都在傾倒的邊緣
[00:05:28.000 --> 00:05:30.000]  那裡提到風
[00:05:30.000 --> 00:05:33.000]  一種毀滅的力量
[00:05:33.000 --> 00:05:35.000]  當審判臨到大地的時候
[00:05:35.000 --> 00:05:38.000]  誰能夠站得穩呢?
[00:05:38.000 --> 00:05:41.000]  有些人的確是有些人
[00:05:41.000 --> 00:05:44.000]  他們能夠在風浪之上站在那裡
[00:05:44.000 --> 00:05:48.000]  有些人他們得到神特別的保護
[00:05:48.000 --> 00:05:50.000]  我們看看這些人是什麼人
[00:05:50.000 --> 00:05:53.000]  第七章第三節講到
[00:05:53.000 --> 00:05:56.000]  地與海並樹木
[00:05:56.000 --> 00:06:00.000]  你們不可傷害那些審判的天使
[00:06:00.000 --> 00:06:01.000]  你們不要傷害他們
[00:06:01.000 --> 00:06:08.000]  讓我們印了我們神中僕人的額
[00:06:08.000 --> 00:06:10.000]  這裡講到印
[00:06:10.000 --> 00:06:14.000]  印是主人的印
[00:06:14.000 --> 00:06:16.000]  受了哪一個的印
[00:06:16.000 --> 00:06:19.000]  那個生命就屬於哪一個
[00:06:19.000 --> 00:06:22.000]  生命總是有所屬的
[00:06:22.000 --> 00:06:24.000]  你總是屬於某一個主人的
[00:06:24.000 --> 00:06:26.000]  按照啟示錄的說法
[00:06:26.000 --> 00:06:27.000]  你不屬於神
[00:06:27.000 --> 00:06:30.000]  就是屬於撒旦的了
[00:06:30.000 --> 00:06:31.000]  你不屬於神的印
[00:06:31.000 --> 00:06:33.000]  就是屬於撒旦的了
[00:06:33.000 --> 00:06:34.000]  你不屬於真理
[00:06:34.000 --> 00:06:36.000]  就是屬於虛方的了
[00:06:36.000 --> 00:06:38.000]  你不屬於正義
[00:06:38.000 --> 00:06:41.000]  就是屬於邪惡的了
[00:06:41.000 --> 00:06:42.000]  在正邪之間
[00:06:42.000 --> 00:06:44.000]  你不能夠無寧兩可
[00:06:44.000 --> 00:06:47.000]  人總是有所屬的
[00:06:47.000 --> 00:06:52.000]  問題就是你屬於哪一個
[00:06:52.000 --> 00:06:53.000]  世界上有些人
[00:06:53.000 --> 00:06:58.000]  他們的靈魂刻印著上帝的標記
[00:06:58.000 --> 00:07:02.000]  他們的生命裡印著神的印
[00:07:02.000 --> 00:07:03.000]  他們屬於神的
[00:07:03.000 --> 00:07:07.000]  也受到神的看顧
[00:07:07.000 --> 00:07:10.000]  有時在街上會看到
[00:07:10.000 --> 00:07:14.000]  人愛傳教女修會的修女
[00:07:14.000 --> 00:07:16.000]  這些修女穿著的衣服
[00:07:16.000 --> 00:07:19.000]  和德蘭修女穿的衣服一樣
[00:07:19.000 --> 00:07:22.000]  藍間白底的修女袍
[00:07:22.000 --> 00:07:25.000]  有時香港會見到這些修女
[00:07:25.000 --> 00:07:26.000]  見到她們的時候
[00:07:26.000 --> 00:07:29.000]  我心裡也會肅然起敬
[00:07:29.000 --> 00:07:30.000]  這些修女
[00:07:30.000 --> 00:07:33.000]  這個修女會的修女
[00:07:33.000 --> 00:07:35.000]  也跟著德蘭修女一樣
[00:07:35.000 --> 00:07:40.000]  在神的面前立下了一個誓言
[00:07:40.000 --> 00:07:43.000]  他們除了一般修女的誓言之外
[00:07:43.000 --> 00:07:44.000]  他們更加立誓
[00:07:44.000 --> 00:07:51.000]  要全心服侍貧窮人中的自貧窮者
[00:07:51.000 --> 00:07:52.000]  他們會在溝渠那裡
[00:07:52.000 --> 00:07:56.000]  抱起那些垂死的人
[00:07:56.000 --> 00:07:57.000]  洗淨他們
[00:07:57.000 --> 00:08:00.000]  照顧他們
[00:08:00.000 --> 00:08:04.000]  一個願意這樣去服侍其他人的人
[00:08:04.000 --> 00:08:07.000]  一個真誠地將生命豁出去
[00:08:07.000 --> 00:08:09.000]  為其他人的幸福而活的人
[00:08:09.000 --> 00:08:14.000]  他們的生命都刻印著上帝的印記
[00:08:14.000 --> 00:08:16.000]  接著第七章第四節說
[00:08:16.000 --> 00:08:20.000]  我聽見以色列人中國支派中
[00:08:20.000 --> 00:08:25.000]  受印的數目有十四萬四千
[00:08:25.000 --> 00:08:28.000]  十四萬四千當然不是一個實數
[00:08:28.000 --> 00:08:30.000]  是一個象徵的數目
[00:08:30.000 --> 00:08:33.000]  代表著所有真實的信徒
[00:08:33.000 --> 00:08:35.000]  代表著所有真實的
[00:08:35.000 --> 00:08:39.000]  屬於神的子民的數目
[00:08:39.000 --> 00:08:42.000]  舊約以色列的支派有十二個支派
[00:08:42.000 --> 00:08:45.000]  在新約耶穌基督有十二個門徒
[00:08:45.000 --> 00:08:48.000]  十二乘十二就是一百四十四
[00:08:48.000 --> 00:08:51.000]  啟示錄很喜歡用一百四十四
[00:08:51.000 --> 00:08:54.000]  或者十四萬四千這個數目
[00:08:54.000 --> 00:08:58.000]  去代表著神全部的子民
[00:08:58.000 --> 00:09:02.000]  在這裏十四萬四千的人站在這裏
[00:09:02.000 --> 00:09:04.000]  被數點
[00:09:04.000 --> 00:09:06.000]  一般來說在聖經裏面
[00:09:06.000 --> 00:09:08.000]  數點人數
[00:09:08.000 --> 00:09:10.000]  那些人排列好的時候
[00:09:10.000 --> 00:09:13.000]  一般來說就是數點軍人
[00:09:13.000 --> 00:09:17.000]  數點軍人就是準備作戰
[00:09:17.000 --> 00:09:19.000]  據我們知道啟示錄的第八章
[00:09:19.000 --> 00:09:21.000]  即是第七章之後那章
[00:09:21.000 --> 00:09:24.000]  就講到號角
[00:09:24.000 --> 00:09:27.000]  那個是作戰的號角
[00:09:27.000 --> 00:09:28.000]  很顯然
[00:09:28.000 --> 00:09:32.000]  經文在這裏提示這一班神的子民
[00:09:32.000 --> 00:09:37.000]  他們作為軍人的身份
[00:09:37.000 --> 00:09:38.000]  亦都很明顯
[00:09:38.000 --> 00:09:41.000]  經文向我們每一個人都提示
[00:09:41.000 --> 00:09:42.000]  我們作為信徒
[00:09:42.000 --> 00:09:46.000]  其實我們是有軍人的身份
[00:09:46.000 --> 00:09:49.000]  我們是上主的軍人
[00:09:49.000 --> 00:09:50.000]  信徒
[00:09:50.000 --> 00:09:51.000]  基督徒
[00:09:51.000 --> 00:09:53.000]  應該是徵兵
[00:09:53.000 --> 00:09:55.000]  為真理作戰
[00:09:55.000 --> 00:09:58.000]  為正義而戰
[00:09:58.000 --> 00:10:01.000]  為真神而戰
[00:10:01.000 --> 00:10:03.000]  這個是我們的身份
[00:10:03.000 --> 00:10:06.000]  但是很多人回教會
[00:10:06.000 --> 00:10:09.000]  都是等上天堂
[00:10:09.000 --> 00:10:12.000]  看不到他們在工作裏面
[00:10:12.000 --> 00:10:15.000]  是真心的去祝福其他的人
[00:10:15.000 --> 00:10:16.000]  很多人回教會
[00:10:16.000 --> 00:10:17.000]  他們是信徒
[00:10:17.000 --> 00:10:19.000]  但是看不到他們在生活裏面
[00:10:19.000 --> 00:10:21.000]  跟一個迷信和自私的人
[00:10:21.000 --> 00:10:24.000]  有什麼太大的分別
[00:10:24.000 --> 00:10:26.000]  很多信徒的祈禱
[00:10:26.000 --> 00:10:30.000]  就是求神祝福他買的股票能夠升值
[00:10:30.000 --> 00:10:32.000]  買股票好像買大小一樣
[00:10:32.000 --> 00:10:34.000]  神一定要看顧
[00:10:34.000 --> 00:10:36.000]  神看上來
[00:10:36.000 --> 00:10:39.000]  變成了一個只是祝福人
[00:10:39.000 --> 00:10:42.000]  不勞而獲的神仙
[00:10:42.000 --> 00:10:44.000]  很多信徒
[00:10:44.000 --> 00:10:46.000]  都是求神祝福他這個東西
[00:10:46.000 --> 00:10:47.000]  祝福他那個東西
[00:10:47.000 --> 00:10:51.000]  看不到求神賜他力量
[00:10:51.000 --> 00:10:53.000]  去祝福其他的人
[00:10:53.000 --> 00:10:55.000]  一個人只是看到自己
[00:10:55.000 --> 00:10:57.000]  只是著緊自己的幸福
[00:10:57.000 --> 00:10:59.000]  只是求神祝福自己的話
[00:10:59.000 --> 00:11:04.000]  他怎樣可以是一個徵兵呢
[00:11:04.000 --> 00:11:06.000]  印度的甘地
[00:11:06.000 --> 00:11:08.000]  有一次這樣說
[00:11:08.000 --> 00:11:11.000]  他說我不抗拒基督
[00:11:11.000 --> 00:11:13.000]  我愛基督
[00:11:13.000 --> 00:11:15.000]  只是太多的基督徒
[00:11:15.000 --> 00:11:17.000]  根本不像基督
[00:11:17.000 --> 00:11:20.000]  如果基督徒真是按聖經所記載的
[00:11:20.000 --> 00:11:23.000]  那個基督的說話來生活的話
[00:11:23.000 --> 00:11:29.000]  全印度今天就已經全部都是基督徒了
[00:11:29.000 --> 00:11:32.000]  孔子說一日黑己伏禮
[00:11:32.000 --> 00:11:35.000]  天下歸人然
[00:11:35.000 --> 00:11:36.000]  對我們來說
[00:11:36.000 --> 00:11:39.000]  或者這個說話可以這樣說
[00:11:39.000 --> 00:11:41.000]  一日作主徵兵
[00:11:41.000 --> 00:11:44.000]  天下歸神然
[00:11:44.000 --> 00:11:47.000]  沒有徵兵的軍隊必敗
[00:11:47.000 --> 00:11:49.000]  沒有徵兵的基督教
[00:11:49.000 --> 00:11:54.000]  怎樣可以叫人相信呢
[00:11:54.000 --> 00:11:56.000]  第七章第九節
[00:11:56.000 --> 00:11:58.000]  此後我觀看
[00:11:58.000 --> 00:12:00.000]  見有許多的人
[00:12:00.000 --> 00:12:02.000]  沒有人能數過來
[00:12:02.000 --> 00:12:07.000]  是從各國各族各民各方來的
[00:12:07.000 --> 00:12:09.000]  站在寶座和高揚面前
[00:12:09.000 --> 00:12:14.000]  身穿白衣手拿中樹枝
[00:12:14.000 --> 00:12:16.000]  這是用另外一個角度去描寫
[00:12:16.000 --> 00:12:19.000]  十四萬四千的徵兵
[00:12:19.000 --> 00:12:23.000]  用另外一個角度去描述神的子民
[00:12:23.000 --> 00:12:25.000]  他們無窮無盡
[00:12:25.000 --> 00:12:29.000]  來自五湖四海四面八方
[00:12:29.000 --> 00:12:34.000]  然後時間的描述就轉變了
[00:12:34.000 --> 00:12:36.000]  糾轉星移
[00:12:36.000 --> 00:12:37.000]  時間轉換
[00:12:37.000 --> 00:12:42.000]  現在已經不是面對大戰的一班徵兵
[00:12:42.000 --> 00:12:44.000]  時間已經改變了
[00:12:44.000 --> 00:12:47.000]  現在大戰已經打完了
[00:12:47.000 --> 00:12:49.000]  剛才所描述的
[00:12:49.000 --> 00:12:52.000]  好像數點軍人
[00:12:52.000 --> 00:12:55.000]  在天地崩壞之前
[00:12:55.000 --> 00:12:58.000]  正邪大戰的那一刻
[00:12:58.000 --> 00:13:01.000]  一觸即發的那一個時間
[00:13:01.000 --> 00:13:03.000]  現在他們準備作戰
[00:13:03.000 --> 00:13:05.000]  轉瞬之間
[00:13:05.000 --> 00:13:07.000]  經文的描述就是
[00:13:07.000 --> 00:13:09.000]  戰事已經打完
[00:13:09.000 --> 00:13:12.000]  已經是高唱海歌的日子
[00:13:12.000 --> 00:13:14.000]  時間的轉換
[00:13:14.000 --> 00:13:17.000]  是要叫我們從另外一個角度
[00:13:17.000 --> 00:13:22.000]  去看信徒的戰爭
[00:13:22.000 --> 00:13:26.000]  看看這班人
[00:13:26.000 --> 00:13:29.000]  他們已經卸下了戰袍
[00:13:29.000 --> 00:13:31.000]  他們穿著的是白衣
[00:13:31.000 --> 00:13:33.000]  他們已經放下了武器
[00:13:33.000 --> 00:13:37.000]  他們拿著的是中樹枝
[00:13:37.000 --> 00:13:40.000]  經文描繪的這些場景
[00:13:40.000 --> 00:13:42.000]  地點都是沒有變的
[00:13:42.000 --> 00:13:44.000]  仍然還是在天上
[00:13:44.000 --> 00:13:47.000]  他們仍然站在寶座和羔羊的面前
[00:13:47.000 --> 00:13:50.000]  羔羊就是代表為我們受死的耶穌
[00:13:50.000 --> 00:13:53.000]  他們仍然站在那裡
[00:13:53.000 --> 00:13:56.000]  這一班是徵兵
[00:13:56.000 --> 00:13:57.000]  這一班是徵兵
[00:13:57.000 --> 00:13:59.000]  作為神的徵兵
[00:13:59.000 --> 00:14:04.000]  這班人總是能夠站在天上
[00:14:04.000 --> 00:14:06.000]  站在生命的高處
[00:14:06.000 --> 00:14:09.000]  然後低頭看人間
[00:14:09.000 --> 00:14:11.000]  人間有善惡,有正邪
[00:14:11.000 --> 00:14:15.000]  有真理和虛方的正面交鋒
[00:14:15.000 --> 00:14:18.000]  這些人從來都沒有置身事外
[00:14:18.000 --> 00:14:21.000]  他們從來都不會獨善其身
[00:14:21.000 --> 00:14:22.000]  作為信徒
[00:14:22.000 --> 00:14:23.000]  他們就是徵兵
[00:14:23.000 --> 00:14:27.000]  他們就是參與了人間善惡的大戰
[00:14:27.000 --> 00:14:29.000]  但是同時間
[00:14:29.000 --> 00:14:31.000]  從另外一個角度來看
[00:14:31.000 --> 00:14:36.000]  他們雖然活在這個世上
[00:14:36.000 --> 00:14:40.000]  但正正就是在這個凶險的世道裡
[00:14:40.000 --> 00:14:41.000]  他們行公義
[00:14:41.000 --> 00:14:42.000]  講真話
[00:14:42.000 --> 00:14:43.000]  顯慈愛
[00:14:43.000 --> 00:14:48.000]  當他們正正投身在這個公義作戰的時候
[00:14:48.000 --> 00:14:51.000]  他們就是以戰士的身份
[00:14:51.000 --> 00:14:54.000]  投身在天國的建設裡
[00:14:54.000 --> 00:14:56.000]  當他們努力這樣做的時候
[00:14:56.000 --> 00:14:58.000]  同時間
[00:14:58.000 --> 00:14:59.000]  同時間
[00:14:59.000 --> 00:15:01.000]  看時錄的經文描述
[00:15:01.000 --> 00:15:05.000]  其實在信仰的真實世界裡
[00:15:05.000 --> 00:15:07.000]  其實這些人的生命
[00:15:07.000 --> 00:15:08.000]  他們的心靈
[00:15:08.000 --> 00:15:11.000]  都是與主永在一起
[00:15:11.000 --> 00:15:14.000]  他們能夠在靈性的高度裡
[00:15:14.000 --> 00:15:16.000]  看到這個塵世
[00:15:16.000 --> 00:15:18.000]  在信仰裡
[00:15:18.000 --> 00:15:20.000]  他們的視野能夠看到永恆
[00:15:20.000 --> 00:15:23.000]  能夠在時間的盡頭
[00:15:23.000 --> 00:15:29.000]  看到當下他們所從事的工作事業
[00:15:29.000 --> 00:15:30.000]  在信仰裡
[00:15:30.000 --> 00:15:36.000]  他們看到上帝由始至終
[00:15:36.000 --> 00:15:39.000]  都穩操著聖利
[00:15:39.000 --> 00:15:44.000]  他們看到聖利握在上主的手中
[00:15:44.000 --> 00:15:47.000]  也因為耶穌基督的復活所顯示的聖利
[00:15:47.000 --> 00:15:49.000]  他們在人間的艱難
[00:15:49.000 --> 00:15:51.000]  雖然是很艱難
[00:15:51.000 --> 00:15:55.000]  但他們已經遇上了天上的聖利
[00:15:55.000 --> 00:15:59.000]  神保證了他們的子民的聖利
[00:15:59.000 --> 00:16:01.000]  在耶穌基督的復活裡
[00:16:01.000 --> 00:16:05.000]  神保證了這群人的戰爭
[00:16:05.000 --> 00:16:07.000]  他們必然會得勝
[00:16:07.000 --> 00:16:09.000]  而這群子民
[00:16:09.000 --> 00:16:11.000]  十四萬四千所有的基督徒
[00:16:11.000 --> 00:16:13.000]  包括你和我
[00:16:13.000 --> 00:16:15.000]  都在這種保證裡
[00:16:15.000 --> 00:16:17.000]  在聖利的保證裡
[00:16:17.000 --> 00:16:24.000]  勇敢地在人間為真理而戰
[00:16:24.000 --> 00:16:27.000]  啟示錄轉變了這個時間
[00:16:27.000 --> 00:16:28.000]  他看到原來
[00:16:28.000 --> 00:16:30.000]  從另一個角度來看
[00:16:30.000 --> 00:16:31.000]  戰爭已經完
[00:16:31.000 --> 00:16:34.000]  並且穩操成眷
[00:16:34.000 --> 00:16:36.000]  他們穿著白衣
[00:16:36.000 --> 00:16:39.000]  這是聖利者的衣裳
[00:16:39.000 --> 00:16:43.000]  純潔、正義、光明
[00:16:43.000 --> 00:16:48.000]  而這些也是真正的信徒應有的生命氣質
[00:16:48.000 --> 00:16:50.000]  人生的作戰
