
[00:00:00.000 --> 00:00:02.000]  好,弟兄姐妹平安
[00:00:02.000 --> 00:00:04.000]  好一段時間
[00:00:04.000 --> 00:00:06.000]  我們有其他的講道
[00:00:06.000 --> 00:00:08.000]  沒有講到約翰福音
[00:00:08.000 --> 00:00:10.000]  今天就繼續
[00:00:10.000 --> 00:00:12.000]  講約翰福音的時候
[00:00:12.000 --> 00:00:14.000]  已經去到第十五章
[00:00:14.000 --> 00:00:16.000]  第十八節
[00:00:16.000 --> 00:00:18.000]  我們一起先低頭祈禱
[00:00:18.000 --> 00:00:20.000]  天父願你的話語
[00:00:20.000 --> 00:00:22.000]  來祝福我們
[00:00:22.000 --> 00:00:24.000]  主要讓我們去明白
[00:00:24.000 --> 00:00:26.000]  你的心意的時候
[00:00:26.000 --> 00:00:28.000]  我們更多去愛你
[00:00:28.000 --> 00:00:30.000]  在這段時間當中
[00:00:30.000 --> 00:00:32.000]  我們想到你對人的愛
[00:00:32.000 --> 00:00:34.000]  也想到世界對你的回報
[00:00:34.000 --> 00:00:36.000]  也想到世界對你的回報
[00:00:36.000 --> 00:00:38.000]  它不是用愛來回應
[00:00:38.000 --> 00:00:40.000]  它是用恨
[00:00:40.000 --> 00:00:42.000]  我們更加明白
[00:00:42.000 --> 00:00:44.000]  你在這麼多的反對當中
[00:00:44.000 --> 00:00:46.000]  你在這麼多的反對當中
[00:00:46.000 --> 00:00:48.000]  你的愛的堅定
[00:00:48.000 --> 00:00:50.000]  我們這樣禱告
[00:00:50.000 --> 00:00:52.000]  鳳仁叔的金銀祈禱
[00:00:52.000 --> 00:00:54.000]  阿妹
[00:00:54.000 --> 00:00:56.000]  今天這個題目
[00:00:56.000 --> 00:00:58.000]  是跟著約翰福音
[00:00:58.000 --> 00:01:00.000]  第十五章的
[00:01:00.000 --> 00:01:02.000]  上一次你記得主耶穌
[00:01:02.000 --> 00:01:04.000]  講到他要離開世界
[00:01:04.000 --> 00:01:06.000]  他離開世界
[00:01:06.000 --> 00:01:08.000]  接下來剛才
[00:01:08.000 --> 00:01:10.000]  已經讀過這一段的經文
[00:01:10.000 --> 00:01:12.000]  就講到這個世界
[00:01:12.000 --> 00:01:14.000]  是
[00:01:14.000 --> 00:01:16.000]  他們是怎樣
[00:01:16.000 --> 00:01:18.000]  去看主耶穌的呢
[00:01:18.000 --> 00:01:20.000]  其實主耶穌是完全
[00:01:20.000 --> 00:01:22.000]  是一清二楚
[00:01:22.000 --> 00:01:24.000]  有時候有些情況
[00:01:24.000 --> 00:01:26.000]  有些人是背後
[00:01:26.000 --> 00:01:28.000]  不喜歡一個人
[00:01:28.000 --> 00:01:30.000]  但是表面上
[00:01:30.000 --> 00:01:32.000]  都沒有
[00:01:32.000 --> 00:01:34.000]  讓他知道
[00:01:34.000 --> 00:01:36.000]  但是這個世界
[00:01:36.000 --> 00:01:38.000]  怎樣對主耶穌呢
[00:01:38.000 --> 00:01:40.000]  其實主耶穌自己
[00:01:40.000 --> 00:01:42.000]  是一清二楚
[00:01:42.000 --> 00:01:44.000]  我記得很多年前
[00:01:44.000 --> 00:01:46.000]  剛才都講過
[00:01:46.000 --> 00:01:48.000]  在聖誕節這個時間
[00:01:48.000 --> 00:01:50.000]  是一個很開心的時間
[00:01:50.000 --> 00:01:52.000]  很多時候都人見到面
[00:01:52.000 --> 00:01:54.000]  都會講聖誕節
[00:01:54.000 --> 00:01:56.000]  都會唱一些
[00:01:56.000 --> 00:01:58.000]  在教會裏面
[00:01:58.000 --> 00:02:00.000]  會唱的聖誕歌
[00:02:00.000 --> 00:02:02.000]  但是現在你就發覺
[00:02:02.000 --> 00:02:04.000]  現在
[00:02:04.000 --> 00:02:06.000]  特別在美國的社會
[00:02:06.000 --> 00:02:08.000]  或者在西方的社會
[00:02:08.000 --> 00:02:10.000]  講聖誕節
[00:02:10.000 --> 00:02:12.000]  是很少講的
[00:02:12.000 --> 00:02:14.000]  甚至乎
[00:02:14.000 --> 00:02:16.000]  好像你講出來
[00:02:16.000 --> 00:02:18.000]  會給人一種
[00:02:18.000 --> 00:02:20.000]  不受歡迎的感覺
[00:02:20.000 --> 00:02:22.000]  你跟別人講聖誕節
[00:02:22.000 --> 00:02:24.000]  就沒有什麼問題
[00:02:24.000 --> 00:02:26.000]  但是你一講聖誕節
[00:02:26.000 --> 00:02:28.000]  就
[00:02:28.000 --> 00:02:30.000]  人們不喜歡聽
[00:02:30.000 --> 00:02:32.000]  不明白
[00:02:32.000 --> 00:02:34.000]  究竟
[00:02:34.000 --> 00:02:36.000]  為什麼會
[00:02:36.000 --> 00:02:38.000]  有一種這樣的
[00:02:38.000 --> 00:02:40.000]  不喜悅的
[00:02:40.000 --> 00:02:42.000]  心態呢
[00:02:42.000 --> 00:02:44.000]  我相信和今天所講
[00:02:44.000 --> 00:02:46.000]  這一段的經文
[00:02:46.000 --> 00:02:48.000]  就很有關係
[00:02:48.000 --> 00:02:50.000]  一開始的時候
[00:02:50.000 --> 00:02:52.000]  傑克斯說世人若恨你門
[00:02:52.000 --> 00:02:54.000]  你門知道恨你門已先
[00:02:54.000 --> 00:02:56.000]  已經恨我了
[00:02:56.000 --> 00:02:58.000]  傑克斯是非常之
[00:02:58.000 --> 00:03:00.000]  明白到其實
[00:03:00.000 --> 00:03:02.000]  很多人是不喜歡他
[00:03:02.000 --> 00:03:04.000]  就是
[00:03:04.000 --> 00:03:06.000]  如果你
[00:03:06.000 --> 00:03:08.000]  是去到一處的地方
[00:03:08.000 --> 00:03:10.000]  譬如你是
[00:03:10.000 --> 00:03:12.000]  很受歡迎的
[00:03:12.000 --> 00:03:14.000]  你的感覺是
[00:03:14.000 --> 00:03:16.000]  會
[00:03:16.000 --> 00:03:18.000]  很容易
[00:03:18.000 --> 00:03:20.000]  跟別人融入
[00:03:20.000 --> 00:03:22.000]  但相反
[00:03:22.000 --> 00:03:24.000]  如果你去到一處的地方
[00:03:24.000 --> 00:03:26.000]  很多人是很憎恨你的時候
[00:03:26.000 --> 00:03:28.000]  可能
[00:03:28.000 --> 00:03:30.000]  未必需要跟你做任何的事
[00:03:30.000 --> 00:03:32.000]  甚至乎未必需要跟你
[00:03:32.000 --> 00:03:34.000]  講任何的事
[00:03:34.000 --> 00:03:36.000]  但是你的心裏面
[00:03:36.000 --> 00:03:38.000]  已經覺得很難受
[00:03:38.000 --> 00:03:40.000]  你不想在那裏多逗留
[00:03:40.000 --> 00:03:42.000]  而你想一下
[00:03:42.000 --> 00:03:44.000]  這個正正就是
[00:03:44.000 --> 00:03:46.000]  蘇在世為人
[00:03:46.000 --> 00:03:48.000]  去到
[00:03:48.000 --> 00:03:50.000]  人生的結束了
[00:03:50.000 --> 00:03:52.000]  他跟著會釘十字架
[00:03:52.000 --> 00:03:54.000]  他自己都知道
[00:03:54.000 --> 00:03:56.000]  已經吃最後晚餐
[00:03:56.000 --> 00:03:58.000]  他知道
[00:03:58.000 --> 00:04:00.000]  而他在差不多離開
[00:04:00.000 --> 00:04:02.000]  世界的時候
[00:04:02.000 --> 00:04:04.000]  他自己所
[00:04:04.000 --> 00:04:06.000]  總結了
[00:04:06.000 --> 00:04:08.000]  他的一生
[00:04:08.000 --> 00:04:10.000]  世人是怎樣
[00:04:10.000 --> 00:04:12.000]  去對他的呢
[00:04:12.000 --> 00:04:14.000]  他自己總結了
[00:04:14.000 --> 00:04:16.000]  就說
[00:04:16.000 --> 00:04:18.000]  其實世界是恨他的
[00:04:18.000 --> 00:04:20.000]  你會發覺
[00:04:20.000 --> 00:04:22.000]  很奇怪就是
[00:04:22.000 --> 00:04:24.000]  究竟蘇在世做了什麼事
[00:04:24.000 --> 00:04:26.000]  為什麼世人
[00:04:26.000 --> 00:04:28.000]  會恨他的呢
[00:04:28.000 --> 00:04:30.000]  有句說話都
[00:04:30.000 --> 00:04:32.000]  可能你都聽過
[00:04:32.000 --> 00:04:34.000]  這個世界沒有無緣無故的愛
[00:04:34.000 --> 00:04:36.000]  也沒有無緣無故的恨
[00:04:36.000 --> 00:04:38.000]  那當然有些事
[00:04:38.000 --> 00:04:40.000]  觸發到
[00:04:40.000 --> 00:04:42.000]  才會有一些愛
[00:04:42.000 --> 00:04:44.000]  或者恨的情緒
[00:04:44.000 --> 00:04:46.000]  你就會問一個問題
[00:04:46.000 --> 00:04:48.000]  其實蘇在世究竟做了什麼
[00:04:48.000 --> 00:04:50.000]  為什麼世人這麼憎恨他呢
[00:04:50.000 --> 00:04:52.000]  有沒有想過呢
[00:04:52.000 --> 00:04:54.000]  當世人互相
[00:04:54.000 --> 00:04:56.000]  都是送禮物
[00:04:56.000 --> 00:04:58.000]  在聖誕節送禮物的時候
[00:04:58.000 --> 00:05:00.000]  或者大家都很開心
[00:05:00.000 --> 00:05:02.000]  放假的時候說
[00:05:02.000 --> 00:05:04.000]  Happy Holiday的時候
[00:05:04.000 --> 00:05:06.000]  但是一說聖誕節
[00:05:06.000 --> 00:05:08.000]  一說聖誕節
[00:05:08.000 --> 00:05:10.000]  紀念主耶穌
[00:05:10.000 --> 00:05:12.000]  那些人就不喜歡聽
[00:05:12.000 --> 00:05:16.000]  而這一種
[00:05:16.000 --> 00:05:18.000]  的憎恨
[00:05:18.000 --> 00:05:20.000]  究竟是怎樣發生的呢
[00:05:20.000 --> 00:05:22.000]  回想一下
[00:05:22.000 --> 00:05:24.000]  一開始的時候
[00:05:24.000 --> 00:05:26.000]  你不是
[00:05:26.000 --> 00:05:28.000]  記得聖誕節
[00:05:28.000 --> 00:05:30.000]  本身或者主耶穌來
[00:05:30.000 --> 00:05:32.000]  這個世界本身
[00:05:32.000 --> 00:05:34.000]  他是否來審判的呢
[00:05:36.000 --> 00:05:38.000]  你有沒有想過
[00:05:38.000 --> 00:05:40.000]  譬如如果你欠人租
[00:05:40.000 --> 00:05:42.000]  那你的
[00:05:42.000 --> 00:05:44.000]  租屋給你的人
[00:05:44.000 --> 00:05:46.000]  就找一個人來敲你門
[00:05:46.000 --> 00:05:48.000]  就跟你說
[00:05:48.000 --> 00:05:50.000]  追債跟你收租
[00:05:50.000 --> 00:05:52.000]  那你會怎樣
[00:05:52.000 --> 00:05:54.000]  你當然不喜歡這樣的人
[00:05:54.000 --> 00:05:56.000]  特別是大節過來
[00:05:56.000 --> 00:05:58.000]  收租那樣
[00:05:58.000 --> 00:06:00.000]  你當然不喜歡這樣的人
[00:06:00.000 --> 00:06:02.000]  但是如果反過來
[00:06:02.000 --> 00:06:04.000]  你欠人租的
[00:06:04.000 --> 00:06:06.000]  他在
[00:06:06.000 --> 00:06:08.000]  譬如過節的時候
[00:06:08.000 --> 00:06:10.000]  聖誕節也好 新年也好
[00:06:10.000 --> 00:06:12.000]  敲你門 跟你說
[00:06:12.000 --> 00:06:14.000]  現在卸你的租了
[00:06:14.000 --> 00:06:16.000]  現在給你
[00:06:16.000 --> 00:06:18.000]  你以前欠的租
[00:06:18.000 --> 00:06:20.000]  可以卸了
[00:06:20.000 --> 00:06:22.000]  那你應該怎樣
[00:06:22.000 --> 00:06:24.000]  應該開心
[00:06:24.000 --> 00:06:26.000]  但是你想想
[00:06:26.000 --> 00:06:28.000]  其實正正主耶穌
[00:06:28.000 --> 00:06:30.000]  來這個世界
[00:06:30.000 --> 00:06:32.000]  其實不是這樣的嗎
[00:06:32.000 --> 00:06:34.000]  主耶穌說
[00:06:34.000 --> 00:06:36.000]  我來不是要審判世界
[00:06:36.000 --> 00:06:38.000]  我來是要拯救世界
[00:06:38.000 --> 00:06:40.000]  我不審判甚麼人
[00:06:40.000 --> 00:06:42.000]  父雖然
[00:06:42.000 --> 00:06:44.000]  審判的事全交於主
[00:06:44.000 --> 00:06:46.000]  但是我不審判甚麼人
[00:06:46.000 --> 00:06:48.000]  我即使有審判
[00:06:48.000 --> 00:06:50.000]  你們聽了我的說話
[00:06:50.000 --> 00:06:52.000]  我的說話
[00:06:52.000 --> 00:06:54.000]  你們怎樣回應
[00:06:54.000 --> 00:06:56.000]  就成為你們自己
[00:06:56.000 --> 00:06:58.000]  好像自己定自己的罪
[00:06:58.000 --> 00:07:00.000]  審判 是不是
[00:07:00.000 --> 00:07:02.000]  回想那個對比的時候
[00:07:02.000 --> 00:07:04.000]  主耶穌來敲門
[00:07:04.000 --> 00:07:06.000]  來到這個世界
[00:07:06.000 --> 00:07:08.000]  敲了這個世界的門
[00:07:08.000 --> 00:07:10.000]  進入這個世界的時候
[00:07:10.000 --> 00:07:12.000]  他不是來追債
[00:07:12.000 --> 00:07:14.000]  他是來宣佈
[00:07:14.000 --> 00:07:16.000]  現在免你的債
[00:07:16.000 --> 00:07:18.000]  卸你的罪
[00:07:18.000 --> 00:07:20.000]  但是為什麼一個
[00:07:20.000 --> 00:07:22.000]  跟你說要卸罪的人
[00:07:22.000 --> 00:07:24.000]  都不受歡迎
[00:07:24.000 --> 00:07:26.000]  有沒有想過
[00:07:26.000 --> 00:07:28.000]  而總結了
[00:07:28.000 --> 00:07:30.000]  主耶穌的一生
[00:07:30.000 --> 00:07:32.000]  你想想主耶穌
[00:07:32.000 --> 00:07:34.000]  有沒有做過任何事情
[00:07:34.000 --> 00:07:36.000]  是令到人受傷害的呢
[00:07:36.000 --> 00:07:40.000]  有沒有呢
[00:07:40.000 --> 00:07:44.000]  我就想不到
[00:07:44.000 --> 00:07:46.000]  主耶穌有沒有
[00:07:46.000 --> 00:07:48.000]  做過任何事情
[00:07:48.000 --> 00:07:50.000]  是好像要
[00:07:50.000 --> 00:07:52.000]  佔人便宜
[00:07:52.000 --> 00:07:54.000]  或者其中去
[00:07:54.000 --> 00:07:56.000]  拿了別人的東西
[00:07:56.000 --> 00:07:58.000]  而他為自己的呢
[00:07:58.000 --> 00:08:00.000]  我也想不到
[00:08:00.000 --> 00:08:02.000]  主耶穌在這個世界當中
[00:08:02.000 --> 00:08:04.000]  有沒有一些
[00:08:04.000 --> 00:08:06.000]  說話其實
[00:08:06.000 --> 00:08:08.000]  不是出於愛
[00:08:08.000 --> 00:08:10.000]  而講出來的呢
[00:08:10.000 --> 00:08:14.000]  沒錯 主耶穌
[00:08:14.000 --> 00:08:16.000]  有些說話是責備的
[00:08:16.000 --> 00:08:18.000]  但是你都知道做父母
[00:08:18.000 --> 00:08:20.000]  有時候責備的子女
[00:08:20.000 --> 00:08:22.000]  都是出於愛的
[00:08:22.000 --> 00:08:24.000]  所以要改正一些東西
[00:08:24.000 --> 00:08:26.000]  是用恨而責備的
[00:08:26.000 --> 00:08:30.000]  而也想不到主耶穌
[00:08:30.000 --> 00:08:32.000]  有說過任何事情
[00:08:32.000 --> 00:08:34.000]  是真的出於
[00:08:34.000 --> 00:08:36.000]  他自己的恨而講的
