
[00:00:00.000 --> 00:00:04.280]  事實上我們是處於在風暴之下
[00:00:04.280 --> 00:00:09.260]  事實上我們很難只是躲在室內的
[00:00:09.260 --> 00:00:12.060]  這段時間也是香港的颱風季節
[00:00:12.060 --> 00:00:13.840]  正常如果掛八號風球的話
[00:00:13.840 --> 00:00:17.340]  我們當然是在室內的
[00:00:17.340 --> 00:00:19.080]  但事實上在風暴之下
[00:00:19.080 --> 00:00:20.220]  仍然有一些人
[00:00:20.220 --> 00:00:23.980]  是不滿足於甘願坐在室內裡面的
[00:00:23.980 --> 00:00:26.100]  那要去到大浪灣裡面
[00:00:26.100 --> 00:00:27.260]  去做什麼呢?
[00:00:27.260 --> 00:00:28.800]  滑浪
[00:00:28.800 --> 00:00:29.860]  衝浪
[00:00:30.600 --> 00:00:33.380]  事實上今天我們也是在風浪之下
[00:00:33.380 --> 00:00:38.180]  但事實上我們不是為了要證明我們的膽子多大
[00:00:38.180 --> 00:00:40.820]  所以我們就要走到室外裡面
[00:00:40.820 --> 00:00:42.200]  去衝鋒破浪
[00:00:42.200 --> 00:00:42.740]  不是
[00:00:42.740 --> 00:00:46.540]  有人仍然在一個風高浪急的情況之下
[00:00:46.540 --> 00:00:49.020]  願意來去遵行大使命
[00:00:49.020 --> 00:00:52.740]  將耶穌基督的福音帶到偏遠的地方
[00:00:52.740 --> 00:00:54.880]  就算是多麼艱難的地方也好
[00:00:54.880 --> 00:00:58.220]  都願意在當中忠於上帝的託付
[00:00:58.220 --> 00:01:00.680]  盡力完成大使命
[00:01:00.680 --> 00:01:04.060]  那麼這個大使命是上帝託付給教會的
[00:01:04.060 --> 00:01:06.100]  由耶穌基督復活的時候
[00:01:06.100 --> 00:01:09.880]  已經將這個使命給了當時的信徒
[00:01:09.880 --> 00:01:11.260]  第一世紀
[00:01:11.260 --> 00:01:12.240]  第二世紀
[00:01:12.240 --> 00:01:13.020]  到今天
[00:01:13.020 --> 00:01:14.320]  2021年
[00:01:14.320 --> 00:01:17.000]  經歷了接近2000年的日子
[00:01:17.000 --> 00:01:19.420]  第一條想問大家
[00:01:19.420 --> 00:01:23.760]  你覺得現在普世宣教的工作的進展是怎麼樣呢?
[00:01:23.760 --> 00:01:25.640]  經過2000年
[00:01:25.940 --> 00:01:29.480]  歷世歷代的信徒教會的努力
[00:01:29.480 --> 00:01:33.060]  那麼我們都知道現在世界在一個大的亂局裡面
[00:01:33.060 --> 00:01:35.280]  那麼我們也很辛苦很厭悶
[00:01:35.280 --> 00:01:39.120]  那麼有些信徒也巴不得主真的快點回來
[00:01:39.120 --> 00:01:40.660]  如果主回來的時候
[00:01:40.660 --> 00:01:43.240]  我們能夠與主相遇
[00:01:43.240 --> 00:01:44.640]  好得無比
[00:01:44.640 --> 00:01:48.500]  但是實際上在《瑪圖金》二十四章也提醒了我們
[00:01:48.500 --> 00:01:50.320]  耶穌什麼時候會回來呢?
[00:01:50.320 --> 00:01:52.620]  聖經裡面是這麼說的
[00:01:52.620 --> 00:01:55.660]  "這天國的福音要傳遍天下"
[00:01:55.660 --> 00:01:57.800]  "向萬民去作見證"
[00:01:57.800 --> 00:01:59.920]  "然後末期才來到"
[00:01:59.920 --> 00:02:01.480]  末期來到的時候
[00:02:01.480 --> 00:02:04.040]  才是說耶穌基督會回來的日子
[00:02:04.040 --> 00:02:06.280]  所以耶穌回來的日子之先
[00:02:06.280 --> 00:02:07.620]  有一個現象的
[00:02:07.620 --> 00:02:10.080]  就是福音去傳遍天下
[00:02:10.080 --> 00:02:12.220]  向萬民去作見證
[00:02:12.220 --> 00:02:13.580]  簡單來講
[00:02:13.580 --> 00:02:15.720]  英文叫做 World Evangelization
[00:02:15.720 --> 00:02:18.960]  全球普世的福音或者宣教工作
[00:02:18.960 --> 00:02:20.040]  你去完成
[00:02:20.040 --> 00:02:21.840]  耶穌基督就會回來了
[00:02:21.840 --> 00:02:23.600]  所以今天我們看看
[00:02:23.960 --> 00:02:26.480]  當我們很希望耶穌基督回來的時候
[00:02:26.480 --> 00:02:29.980]  那麼現在宣教的狀況是怎麼樣呢?
[00:02:29.980 --> 00:02:31.600]  其中一個指標就是
[00:02:31.600 --> 00:02:36.900]  聖經翻譯進行的情況是怎麼樣的
[00:02:36.900 --> 00:02:39.900]  這個來自威克利夫聖經翻譯協會
[00:02:39.900 --> 00:02:42.580]  他們在2020年的一個報告
[00:02:42.580 --> 00:02:43.780]  就是上年的報告
[00:02:43.780 --> 00:02:49.600]  講述了2019年全球聖經翻譯的進程是怎麼樣的
[00:02:49.600 --> 00:02:53.140]  那麼你看到有亞洲、非洲、美洲
[00:02:53.140 --> 00:02:55.480]  太平洋洲和歐洲
[00:02:55.480 --> 00:02:57.640]  最重要的是留意紅色的部分
[00:02:57.640 --> 00:02:59.760]  紅色的部分的意思是什麼呢?
[00:02:59.760 --> 00:03:03.040]  仍然是有亞洲地方
[00:03:03.040 --> 00:03:06.200]  講的是有接近六成的語言群體
[00:03:06.200 --> 00:03:07.960]  在亞洲的語言群體
[00:03:07.960 --> 00:03:11.560]  有2411個語言群體的六成
[00:03:11.560 --> 00:03:14.260]  就是接近1400個語言群體
[00:03:14.260 --> 00:03:16.080]  沒有任何一本聖經
[00:03:16.080 --> 00:03:17.280]  沒有
[00:03:17.280 --> 00:03:18.840]  什麼叫做有一本聖經呢?
[00:03:18.840 --> 00:03:20.540]  意思就是新舊約了,是不是?
[00:03:20.540 --> 00:03:22.640]  但是要完成新舊約聖經
[00:03:22.640 --> 00:03:23.940]  是很艱鉅的
[00:03:23.940 --> 00:03:26.720]  所以可能先是完成了新約
[00:03:26.720 --> 00:03:29.080]  然後才開啟舊約的部分
[00:03:29.080 --> 00:03:31.680]  但是完成新約也在講27卷嘛
[00:03:31.680 --> 00:03:33.000]  也不是容易的嘛
[00:03:33.000 --> 00:03:35.960]  所以一開始就應該是先翻譯四福音
[00:03:35.960 --> 00:03:37.640]  有了四福音
[00:03:37.640 --> 00:03:39.420]  然後就新約27卷
[00:03:39.420 --> 00:03:41.280]  繼而是舊約39卷
[00:03:41.280 --> 00:03:44.420]  然後完成新舊約傳書66卷
[00:03:44.420 --> 00:03:46.920]  但是你看到亞洲的部分還有多少呢?
[00:03:46.920 --> 00:03:48.480]  60%
[00:03:48.480 --> 00:03:49.520]  非洲呢?
[00:03:49.520 --> 00:03:51.000]  50%
[00:03:51.360 --> 00:03:53.780]  美洲呢?特別是中南美洲
[00:03:53.780 --> 00:03:54.800]  拉丁美洲呢?
[00:03:54.800 --> 00:03:59.440]  還有500個語言群體沒有聖經
[00:03:59.440 --> 00:04:03.340]  那麼一方面我們也很想耶穌基督早點回來
[00:04:03.340 --> 00:04:06.240]  但是要耶穌基督早點回來的時候
[00:04:06.240 --> 00:04:09.380]  是要滿足天國的福音
[00:04:09.380 --> 00:04:10.480]  去傳遍天下
[00:04:10.480 --> 00:04:12.080]  向萬民去作見證
[00:04:12.080 --> 00:04:12.960]  這件事情
[00:04:12.960 --> 00:04:17.440]  所以似乎來耶穌基督回來的時候還有多少呢?
[00:04:17.440 --> 00:04:19.600]  很漫長的歲月了,是不是?
[00:04:19.960 --> 00:04:22.200]  難道還要多等二千年?
[00:04:22.200 --> 00:04:26.200]  是不是要多等二千年才能夠完成?
[00:04:26.200 --> 00:04:28.680]  那麼這是其中一個問題
[00:04:28.680 --> 00:04:31.040]  就想大家來刺激大家
[00:04:31.040 --> 00:04:32.080]  來思考
[00:04:32.080 --> 00:04:34.360]  這正正是這一代
[00:04:34.360 --> 00:04:37.240]  作為教會的基督徒們
[00:04:37.240 --> 00:04:38.680]  我們思考的問題
[00:04:38.680 --> 00:04:41.160]  今天當我們講福音工作的時候
[00:04:41.160 --> 00:04:43.320]  不只是由西方來主導
[00:04:43.320 --> 00:04:45.680]  還有來自非洲的教會
[00:04:45.680 --> 00:04:47.400]  亞洲地區的教會
[00:04:47.400 --> 00:04:49.040]  拉丁美洲的教會
[00:04:49.040 --> 00:04:54.200]  是普世的教會一起完成一個普世宣教的工作
[00:04:54.200 --> 00:04:56.440]  當我們講宣教工作的時候
[00:04:56.440 --> 00:04:58.680]  我們也看到過去這幾年
[00:04:58.680 --> 00:05:00.880]  特別是民粹主義
[00:05:00.880 --> 00:05:02.560]  民族主義
[00:05:02.560 --> 00:05:05.160]  極權主義的高漲
[00:05:05.160 --> 00:05:09.880]  所以整個世界越來越趨向我們叫做創啟化
[00:05:09.880 --> 00:05:10.880]  意思就是說
[00:05:10.880 --> 00:05:13.800]  是限制福音來進入
[00:05:13.800 --> 00:05:15.160]  所以在圖裡面
[00:05:15.160 --> 00:05:15.960]  你看到
[00:05:15.960 --> 00:05:17.880]  傳統我們叫做十四十之昌
[00:05:17.880 --> 00:05:19.080]  你叫做曲克裡面
[00:05:19.080 --> 00:05:21.160]  你看到裡面的國家
[00:05:21.160 --> 00:05:24.160]  都是處於在創啟化
[00:05:24.160 --> 00:05:27.280]  或者是福音限制的情況
[00:05:27.280 --> 00:05:28.680]  極之嚴重
[00:05:28.680 --> 00:05:30.960]  嚴重是在什麼情況下呢?
[00:05:30.960 --> 00:05:31.760]  很開心的
[00:05:31.760 --> 00:05:36.120]  教會在外面訂了一本書
[00:05:36.120 --> 00:05:37.640]  以下的資料
[00:05:37.640 --> 00:05:39.440]  正正是來自這本書
[00:05:39.440 --> 00:05:47.120]  唐開的門全球首望名單的第七、第八和第九頁
[00:05:47.120 --> 00:05:48.560]  收完了崇拜之後
[00:05:48.560 --> 00:05:50.320]  探望弟子們之後拿了一本
[00:05:50.320 --> 00:05:51.680]  好好去看
[00:05:51.680 --> 00:05:53.400]  以及去認識
[00:05:53.400 --> 00:05:55.360]  以及去守望
[00:05:55.360 --> 00:05:56.760]  裡面有一個圖
[00:05:56.760 --> 00:05:58.040]  正正是這個圖
[00:05:58.040 --> 00:06:00.560]  在第九頁的這個圖
[00:06:00.560 --> 00:06:02.040]  我把它做出來
[00:06:02.040 --> 00:06:05.400]  這個圖是在講那個比較
[00:06:05.400 --> 00:06:08.320]  2016年比2021年
[00:06:08.320 --> 00:06:09.760]  五年的時間
[00:06:09.760 --> 00:06:11.800]  你看到這個世界的創啟化
[00:06:11.800 --> 00:06:13.480]  福音限制的情況
[00:06:13.480 --> 00:06:15.880]  是越來越趨向嚴重
[00:06:16.280 --> 00:06:18.280]  那麼你看到在2016年的時候
[00:06:18.280 --> 00:06:19.640]  有三種顏色
[00:06:19.640 --> 00:06:20.560]  黃
[00:06:20.560 --> 00:06:21.600]  橙
[00:06:21.600 --> 00:06:22.640]  和紅色
[00:06:22.640 --> 00:06:25.400]  而到了2021年只有兩種顏色
[00:06:25.400 --> 00:06:26.720]  兩種顏色
[00:06:26.720 --> 00:06:28.440]  就是橙和紅
[00:06:28.440 --> 00:06:29.960]  紅的意思是什麼呢?
[00:06:29.960 --> 00:06:31.480]  極端的
[00:06:31.480 --> 00:06:33.120]  極端嚴重
[00:06:33.120 --> 00:06:34.280]  橙呢
[00:06:34.280 --> 00:06:35.520]  是甚高
