
[00:00:00.000 --> 00:00:03.000]  親愛的師母,讓我們聽主的道理
[00:00:03.000 --> 00:00:08.000]  主的華語預先,讓我們一起以禱告獻給主我們的神
[00:00:08.000 --> 00:00:18.000]  天父,多謝祢讓我們再次回到祢的說話的面前
[00:00:18.000 --> 00:00:20.000]  藉著祢愛止耶穌基督
[00:00:20.000 --> 00:00:24.000]  我們能夠得蒙救恩,我們再次獻上感恩
[00:00:24.000 --> 00:00:26.000]  也要感謝祢藉著聖靈
[00:00:26.000 --> 00:00:32.000]  怎樣開我們的心,讓我們能夠更準確收到上帝的訊息
[00:00:32.000 --> 00:00:36.000]  再次懇求祢,讓我們在聽道的過程當中
[00:00:36.000 --> 00:00:40.000]  讓我們真的將祢的道理準確地去掌握
[00:00:40.000 --> 00:00:47.000]  藉著聖靈的引導,使我們能夠將真理成為我們生命的一部分
[00:00:47.000 --> 00:00:50.000]  預備我們在永恆的當中去朝見主祢
[00:00:50.000 --> 00:00:55.000]  親愛的主,感謝祢讓我們今天能夠再次來到祢的跟前
[00:00:55.000 --> 00:00:58.000]  能夠聆聽主祢的話語
[00:00:58.000 --> 00:01:00.000]  我們再次獻上感謝
[00:01:00.000 --> 00:01:05.000]  透過祢的獨子耶穌基督讓我們能夠在救恩的裡面
[00:01:05.000 --> 00:01:10.000]  也透過聖靈使我們能夠知道主祢的意思
[00:01:10.000 --> 00:01:12.000]  來明白主祢的心意
[00:01:12.000 --> 00:01:16.000]  我們把這段時間恭敬教堂,求祢的幫助
[00:01:16.000 --> 00:01:20.000]  使我們能夠準確地掌握祢的說話裡面
[00:01:20.000 --> 00:01:23.000]  祢的教訓是什麼東西
[00:01:23.000 --> 00:01:29.000]  也同時使我們能夠好好的預備在永恆的裡面朝見神
[00:01:29.000 --> 00:01:31.000]  祢是我們的主
[00:01:31.000 --> 00:01:33.000]  我們禱告奉主耶穌的名字
[00:01:33.000 --> 00:01:34.000]  Amen
[00:01:34.000 --> 00:01:39.000]  我家裡最近養了一隻動物
[00:01:39.000 --> 00:01:41.000]  最近我家裡養了一隻動物
[00:01:41.000 --> 00:01:42.000]  不是人這麼簡單
[00:01:42.000 --> 00:01:44.000]  不是人那麼簡單
[00:01:44.000 --> 00:01:48.000]  我家裡養了一隻Guinea Pig
[00:01:48.000 --> 00:01:50.000]  家裡養了幾天
[00:01:50.000 --> 00:01:54.000]  Guinea Pig我都不知道中文叫什麼豬
[00:01:54.000 --> 00:01:57.000]  我不知道怎麼翻譯成中文
[00:01:57.000 --> 00:02:00.000]  這隻Guinea Pig很可愛
[00:02:00.000 --> 00:02:02.000]  這個動物很可愛
[00:02:02.000 --> 00:02:08.000]  牠不知道是耳鈴還是鼻子敏感
[00:02:08.000 --> 00:02:11.000]  我不知道是耳朵敏感還是鼻子敏感
[00:02:11.000 --> 00:02:15.000]  牠最初來我家過幾個禮拜
[00:02:15.000 --> 00:02:17.000]  牠就不理睬我們
[00:02:17.000 --> 00:02:19.000]  常常躲在桶子裡
[00:02:19.000 --> 00:02:20.000]  躲在自己的小屋裡
[00:02:20.000 --> 00:02:22.000]  就是剛來我們家的時候
[00:02:22.000 --> 00:02:23.000]  牠是不理我們的
[00:02:23.000 --> 00:02:25.000]  牠就躲在自己的小屋裡
[00:02:25.000 --> 00:02:27.000]  其實屋都不能說
[00:02:27.000 --> 00:02:28.000]  其實是一個盒子
[00:02:28.000 --> 00:02:31.000]  牠可以將自己困在盒子裡過
[00:02:31.000 --> 00:02:33.000]  就是一個小盒子
[00:02:33.000 --> 00:02:34.000]  將自己藏在裡面
[00:02:34.000 --> 00:02:39.000]  但是牠最大的特色就是過了幾個禮拜之後
[00:02:39.000 --> 00:02:41.000]  最大的特色是過了一個禮拜以後
[00:02:41.000 --> 00:02:44.000]  牠就好像知道我們的生活狀況是怎麼樣的
[00:02:44.000 --> 00:02:46.000]  牠好像知道我們生活狀況是怎麼樣的
[00:02:46.000 --> 00:02:47.000]  每一次
[00:02:47.000 --> 00:02:48.000]  每一次
[00:02:48.000 --> 00:02:50.000]  每一次早上
[00:02:50.000 --> 00:02:53.000]  因為我現在胃不舒服
[00:02:53.000 --> 00:02:57.000]  我七點多就在家裡吃東西
[00:02:57.000 --> 00:02:59.000]  早上因為我胃不大
[00:02:59.000 --> 00:03:02.000]  我七點多就開始吃東西
[00:03:02.000 --> 00:03:03.000]  我還沒坐下
[00:03:03.000 --> 00:03:04.000]  牠就叫了
[00:03:04.000 --> 00:03:06.000]  我還沒坐下牠就叫
[00:03:06.000 --> 00:03:09.000]  牠就這麼叫
[00:03:09.000 --> 00:03:10.000]  最初我都不懷疑
[00:03:10.000 --> 00:03:12.000]  我以為牠自己有牠叫
[00:03:12.000 --> 00:03:13.000]  我有我吃
[00:03:13.000 --> 00:03:15.000]  我想牠有牠的尖叫
[00:03:15.000 --> 00:03:16.000]  牠有牠的叫聲
[00:03:16.000 --> 00:03:17.000]  我有我的叫聲
[00:03:17.000 --> 00:03:18.000]  我坐
[00:03:18.000 --> 00:03:20.000]  但是我發覺原來我越吃
[00:03:20.000 --> 00:03:22.000]  牠就越叫得大聲
[00:03:22.000 --> 00:03:23.000]  我發現我越吃
[00:03:23.000 --> 00:03:25.000]  牠的叫聲就越大
[00:03:25.000 --> 00:03:28.000]  我就估計牠當然想吃東西
[00:03:28.000 --> 00:03:31.000]  我就不敢隨便給牠吃東西
[00:03:31.000 --> 00:03:34.000]  因為我想牠可能要吃東西
[00:03:34.000 --> 00:03:35.000]  我想我也不能隨便給牠東西吃
[00:03:35.000 --> 00:03:37.000]  我就首先問牠的主人
[00:03:37.000 --> 00:03:38.000]  就是我的女兒
[00:03:38.000 --> 00:03:39.000]  給不給牠
[00:03:39.000 --> 00:03:41.000]  給牠什麼牠吃
[00:03:41.000 --> 00:03:44.000]  牠就說最初給一粒菜牠都可以
[00:03:44.000 --> 00:03:46.000]  我就必須問牠的主人
[00:03:46.000 --> 00:03:47.000]  我就問女兒
[00:03:47.000 --> 00:03:50.000]  女兒說給牠菜給牠吃都可以
[00:03:50.000 --> 00:03:53.000]  然後每一次到下午的時候
[00:03:53.000 --> 00:03:54.000]  我吃午飯
[00:03:54.000 --> 00:03:56.000]  都在下午我吃飯
[00:03:56.000 --> 00:03:57.000]  吃東西的時候
[00:03:57.000 --> 00:03:59.000]  我準備打開飯盒
[00:03:59.000 --> 00:04:01.000]  因為買飯盒回家吃
[00:04:01.000 --> 00:04:02.000]  有時候都沒空
[00:04:02.000 --> 00:04:03.000]  或者吃餅乾
[00:04:03.000 --> 00:04:04.000]  有時候打開飯盒
[00:04:04.000 --> 00:04:05.000]  我吃東西的時候
[00:04:05.000 --> 00:04:07.000]  牠就在叫
[00:04:07.000 --> 00:04:08.000]  牠又在叫
[00:04:08.000 --> 00:04:10.000]  那我又
[00:04:10.000 --> 00:04:12.000]  牠當然又肚餓了
[00:04:12.000 --> 00:04:13.000]  那我又
[00:04:13.000 --> 00:04:14.000]  牠可能又肚子餓了
[00:04:14.000 --> 00:04:16.000]  那又怕牠吃壞牠
[00:04:16.000 --> 00:04:18.000]  有時候給牠一粒蹄子
[00:04:18.000 --> 00:04:19.000]  有時候給牠一粒蹄子吃
[00:04:19.000 --> 00:04:20.000]  我給牠很多東西
[00:04:20.000 --> 00:04:22.000]  我不敢告訴我女兒
[00:04:22.000 --> 00:04:23.000]  給牠吃
[00:04:23.000 --> 00:04:26.000]  那牠吃完又很開心
[00:04:26.000 --> 00:04:28.000]  吃完牠很開心
[00:04:28.000 --> 00:04:29.000]  晚上又是這樣
[00:04:29.000 --> 00:04:30.000]  晚上也是這樣
[00:04:30.000 --> 00:04:33.000]  師母有時候八點多九點都沒回來
[00:04:33.000 --> 00:04:35.000]  我有時候早吃飯
[00:04:35.000 --> 00:04:37.000]  牠又聞到我們的菜
[00:04:37.000 --> 00:04:38.000]  牠又叫
[00:04:38.000 --> 00:04:39.000]  到晚上的時候
[00:04:39.000 --> 00:04:41.000]  因為師母回來比較晚
[00:04:41.000 --> 00:04:43.000]  牠聞到這個菜的味道
[00:04:43.000 --> 00:04:44.000]  牠又開始叫
[00:04:44.000 --> 00:04:46.000]  不過這個Guinea pig
[00:04:46.000 --> 00:04:49.000]  給了我一個很大的學習
[00:04:49.000 --> 00:04:51.000]  這個動物給了我一個很大的學習
[00:04:51.000 --> 00:04:54.000]  牠其實在留意我們在做什麼
[00:04:54.000 --> 00:04:55.000]  牠在留意我們在做什麼
[00:04:55.000 --> 00:04:57.000]  牠很聰明
[00:04:57.000 --> 00:04:58.000]  牠很聰明
[00:04:58.000 --> 00:04:59.000]  你不要看牠的樣子
[00:04:59.000 --> 00:05:00.000]  傻傻的
[00:05:00.000 --> 00:05:01.000]  你不要看牠的樣子
[00:05:01.000 --> 00:05:02.000]  笨笨的
[00:05:02.000 --> 00:05:05.000]  牠可能用了牠的味覺聽覺
[00:05:05.000 --> 00:05:06.000]  牠知道我們怎麼樣
[00:05:06.000 --> 00:05:09.000]  因為牠的味覺和聽覺知道我們怎麼樣
[00:05:09.000 --> 00:05:12.000]  如果基督徒也有這種生命
[00:05:12.000 --> 00:05:16.000]  不過經常聞不到上帝的味道的話
[00:05:16.000 --> 00:05:17.000]  如果做基督徒的生命
[00:05:17.000 --> 00:05:19.000]  聞不到上帝的味道的話
[00:05:19.000 --> 00:05:21.000]  我相信你的生命會很不同
[00:05:21.000 --> 00:05:23.000]  我相信你的生命可能會很不一樣
[00:05:23.000 --> 00:05:24.000]  我在神學院讀書的時候
[00:05:24.000 --> 00:05:26.000]  有一個教授教我們
[00:05:26.000 --> 00:05:29.000]  怎樣去做經文解冊
[00:05:29.000 --> 00:05:30.000]  或者辯證學
[00:05:30.000 --> 00:05:32.000]  我在讀神學院的時候
[00:05:32.000 --> 00:05:36.000]  有一個教授教我們去辯證學
[00:05:36.000 --> 00:05:37.000]  順便告訴大家
[00:05:37.000 --> 00:05:40.000]  讀神學不是只是拿著一本聖經
[00:05:40.000 --> 00:05:42.000]  讀D神學
[00:05:42.000 --> 00:05:43.000]  系統神學
[00:05:43.000 --> 00:05:44.000]  不是這樣的
[00:05:44.000 --> 00:05:45.000]  我順便告訴大家
[00:05:45.000 --> 00:05:46.000]  去讀神學院
[00:05:46.000 --> 00:05:49.000]  並不是拿著一本聖經去讀系統神學
[00:05:49.000 --> 00:05:51.000]  我們每一句經文
[00:05:51.000 --> 00:05:53.000]  我們每一句經文
[00:05:53.000 --> 00:05:55.000]  我們首先要學會
[00:05:55.000 --> 00:05:58.000]  怎樣辯證它的真確性
[00:05:58.000 --> 00:06:01.000]  怎樣辯證它的正確性
[00:06:01.000 --> 00:06:03.000]  最初上課的時候
[00:06:03.000 --> 00:06:05.000]  每次教授說
[00:06:05.000 --> 00:06:10.000]  Alan你講講這個字的資料給我們知道
[00:06:10.000 --> 00:06:13.000]  每次上課的時候老師說
[00:06:13.000 --> 00:06:16.000]  Alan你能不能告訴我這個字是什麼意思
[00:06:16.000 --> 00:06:18.000]  我將我做的功課告訴他
[00:06:18.000 --> 00:06:20.000]  我將我做的功課告訴他
[00:06:20.000 --> 00:06:22.000]  上完課的時候
[00:06:22.000 --> 00:06:24.000]  上課之後呢
[00:06:24.000 --> 00:06:26.000]  我通常都不讓教授走
[00:06:26.000 --> 00:06:28.000]  我不讓教授走
[00:06:28.000 --> 00:06:29.000]  因為我很多問題要問
[00:06:29.000 --> 00:06:30.000]  因為我有很多問題要問
[00:06:30.000 --> 00:06:32.000]  我就問教授
[00:06:32.000 --> 00:06:33.000]  教授
[00:06:33.000 --> 00:06:38.000]  為什麼你認為這個字是要我去做一些介紹
[00:06:38.000 --> 00:06:40.000]  或者做一些分析給你們知道呢
[00:06:40.000 --> 00:06:43.000]  為什麼這個字你要我來去做分析呢
[00:06:43.000 --> 00:06:46.000]  又能夠透過這樣辯證到這句經文的真確
[00:06:46.000 --> 00:06:47.000]  真的很準確
[00:06:47.000 --> 00:06:51.000]  我是怎樣去辯論到這句經文的準確性呢
[00:06:51.000 --> 00:06:53.000]  你知道我教授怎樣回答我嗎
[00:06:53.000 --> 00:06:54.000]  你知道我教授怎樣回答我嗎
[00:06:54.000 --> 00:06:55.000]  他指著你的鼻子
