
[00:00:00.000 --> 00:00:01.320]  今天講什麼道呢
[00:00:01.320 --> 00:00:04.520]  那就是猜一下給你們
[00:00:04.520 --> 00:00:15.840]  《字頭文傳》第六章
[00:00:15.840 --> 00:00:18.200]  上一次我們記得從第一節到第九節
[00:00:18.200 --> 00:00:20.160]  今天我們從第十節開始
[00:00:20.160 --> 00:00:23.360]  這段經文是很長的
[00:00:23.360 --> 00:00:24.600]  因為第六章到尾
[00:00:24.600 --> 00:00:27.280]  接著第七章由一至六十節
[00:00:27.280 --> 00:00:29.640]  所以我一定不會讀完
[00:00:30.200 --> 00:00:32.360]  但是這麼長的經文
[00:00:32.360 --> 00:00:33.960]  都是記載了一件事
[00:00:33.960 --> 00:00:37.200]  就是私提犯的事蹟
[00:00:37.200 --> 00:00:39.040]  所以今天我們來看看
[00:00:39.040 --> 00:00:42.000]  我們直討告德成
[00:00:42.000 --> 00:00:43.760]  好像私提犯
[00:00:43.760 --> 00:00:49.000]  如果大家記得在《字頭文傳》第六章
[00:00:49.000 --> 00:00:51.400]  頭幾節上一次我們看過的
[00:00:51.400 --> 00:00:54.800]  就是講到當時教會面對一個增長的問題
[00:00:54.800 --> 00:00:56.680]  也都面對一個內部
[00:00:56.680 --> 00:00:59.640]  有人反映缺乏照顧
[00:00:59.640 --> 00:01:02.200]  特別是那些講希律尼華
[00:01:02.200 --> 00:01:04.680]  希臘文的猶太人
[00:01:04.680 --> 00:01:08.520]  他們回到故鄉
[00:01:08.520 --> 00:01:11.400]  有很多丈夫離世了
[00:01:11.400 --> 00:01:16.880]  剩下一些他們年老的寡婦
[00:01:16.880 --> 00:01:19.840]  結果因為他們講不同的話
[00:01:19.840 --> 00:01:22.480]  所以忽略了照顧
[00:01:22.480 --> 00:01:23.680]  但是很感謝神
[00:01:23.680 --> 00:01:26.560]  就透過這個需要
[00:01:26.560 --> 00:01:28.880]  就產生了教會新的面貌
[00:01:28.880 --> 00:01:32.640]  就是產生了七位信徒的領袖
[00:01:32.640 --> 00:01:36.040]  當時簡算了七位信徒領袖照顧這些事
[00:01:36.040 --> 00:01:39.240]  結果他們不單止是管理飯吃
[00:01:39.240 --> 00:01:44.320]  他們更加成為教會發展的祝福
[00:01:44.320 --> 00:01:47.280]  我們知道帶頭的就是私提犯
[00:01:47.280 --> 00:01:49.480]  所以在上一次大家還記得
[00:01:49.480 --> 00:01:50.640]  這些領袖的特質
[00:01:50.640 --> 00:01:52.800]  也是我們追求
[00:01:52.800 --> 00:01:55.120]  獎盡基督徒的特質
[00:01:55.120 --> 00:01:57.440]  包括什麼呢 還記得嗎
[00:01:57.440 --> 00:02:00.000]  隔了兩個星期
[00:02:00.000 --> 00:02:02.480]  第一 他們以為是好明星
[00:02:02.480 --> 00:02:05.880]  所以這七個裡面有一些共同點
[00:02:05.880 --> 00:02:07.480]  有好明星
[00:02:07.480 --> 00:02:09.480]  第二呢
[00:02:09.480 --> 00:02:10.760]  真是厲害
[00:02:10.760 --> 00:02:12.000]  是聖靈充滿
[00:02:12.000 --> 00:02:13.120]  這個講了兩次
[00:02:13.120 --> 00:02:15.200]  第三和第五次
[00:02:15.200 --> 00:02:18.760]  接著就是他們有充足的智慧
[00:02:18.760 --> 00:02:22.640]  他們能夠懂得如何辦理那些事
[00:02:22.640 --> 00:02:24.200]  處理那些事務
[00:02:24.200 --> 00:02:26.400]  所以是有智慧去管理
[00:02:26.400 --> 00:02:27.800]  所以這個也很重要
[00:02:27.800 --> 00:02:30.520]  教會我們追求獎盡
[00:02:30.520 --> 00:02:33.840]  也去管理神託付給我們有的東西
[00:02:33.840 --> 00:02:35.600]  需要神的智慧
[00:02:35.600 --> 00:02:38.720]  然後也是大有信心
[00:02:38.720 --> 00:02:42.720]  第五節那裡大有信心
[00:02:42.720 --> 00:02:46.800]  好了 今天就講下面
[00:02:46.800 --> 00:02:47.800]  還有什麼呢
[00:02:47.800 --> 00:02:49.920]  還有四個
[00:02:49.920 --> 00:02:51.600]  他有屬靈的能力
[00:02:51.600 --> 00:02:54.080]  第八 第十和第十五節
[00:02:54.080 --> 00:02:56.640]  提到這個屬靈的能力
[00:02:56.640 --> 00:02:58.160]  然後很長的一段
[00:02:58.160 --> 00:03:01.560]  就是差不多第七章的
[00:03:01.560 --> 00:03:05.920]  就是講到他很熟悉聖經
[00:03:05.920 --> 00:03:10.040]  然後就是他指斥罪惡
[00:03:10.040 --> 00:03:15.160]  指出他們當時那些猶太人所犯的罪
[00:03:15.160 --> 00:03:16.480]  指斥罪惡
[00:03:16.480 --> 00:03:18.840]  然後有主的心像
[00:03:18.840 --> 00:03:19.880]  一方面指斥罪惡
[00:03:19.880 --> 00:03:22.040]  另一方面也有主的心像
[00:03:22.040 --> 00:03:29.320]  這個可以說第六章一直到第七章尾
[00:03:29.320 --> 00:03:32.440]  這些信徒的領袖
[00:03:32.440 --> 00:03:36.880]  也就是我們每一個追求有屬靈的質素
[00:03:36.880 --> 00:03:41.240]  當然下面這四個就特別指施提反
[00:03:41.240 --> 00:03:43.160]  所以在剛才我說過
[00:03:43.160 --> 00:03:46.320]  由第六章下半章一直到七章的最尾
[00:03:46.320 --> 00:03:49.000]  就是講到施提反的記載
[00:03:49.000 --> 00:03:51.240]  所以這裡給我們看見
[00:03:51.240 --> 00:03:52.720]  從施提反的身上
[00:03:52.720 --> 00:03:55.840]  我們看到另外這四個特質
[00:03:55.840 --> 00:03:59.200]  也是當時這些屬靈領袖
[00:03:59.200 --> 00:04:01.440]  他們所表現出來的
[00:04:01.440 --> 00:04:06.920]  這些美好的我們追求的屬靈的特質
[00:04:06.920 --> 00:04:07.760]  講到施提反
[00:04:07.760 --> 00:04:10.760]  他是第一位在初期教會的
[00:04:10.760 --> 00:04:13.840]  可以說是殉道者
[00:04:13.840 --> 00:04:15.160]  他也不只是殉道者
[00:04:15.160 --> 00:04:16.400]  他是一個變道者
[00:04:16.400 --> 00:04:18.720]  因為他能夠去駁斥
[00:04:18.720 --> 00:04:21.000]  當時這些猶太人錯誤的觀念
[00:04:21.000 --> 00:04:22.800]  指證他們的罪惡
[00:04:22.800 --> 00:04:25.880]  也引導他們歸順基督
[00:04:25.880 --> 00:04:27.280]  他是一個傳道者
[00:04:27.280 --> 00:04:28.120]  傳揚神的道
[00:04:28.120 --> 00:04:31.760]  在第二節到第五十節第七章
[00:04:31.760 --> 00:04:34.240]  是一篇很長的講道
[00:04:34.240 --> 00:04:37.280]  是比美 比德和保樂的講道
[00:04:37.280 --> 00:04:41.280]  甚至可以說是更加長篇一點
[00:04:41.280 --> 00:04:44.080]  所以他是一個變道者
[00:04:44.080 --> 00:04:45.280]  apologous
[00:04:45.280 --> 00:04:46.120]  是一個傳道者
[00:04:46.120 --> 00:04:47.240]  是一個preacher
[00:04:47.240 --> 00:04:51.680]  也是一個殉道者 他是一個matter
[00:04:51.680 --> 00:04:54.840]  所以我們看到雖然各人因次不同
[00:04:54.840 --> 00:04:56.880]  神的安排有不同的
[00:04:56.880 --> 00:04:58.760]  在我們人生當中
[00:04:58.760 --> 00:05:01.680]  當然我們未必每一個都像保樂
[00:05:01.680 --> 00:05:03.440]  未必每一個都像比德
[00:05:03.440 --> 00:05:05.520]  也未必每一個都像施提反
[00:05:05.520 --> 00:05:07.160]  但是我們每一個都好像當時
[00:05:07.160 --> 00:05:10.520]  這些七個領袖不同的因次可以配搭起來
[00:05:10.520 --> 00:05:11.880]  雖然有不同的強弱
[00:05:11.880 --> 00:05:15.760]  但是基本上屬靈的基礎都是這樣追求
[00:05:15.760 --> 00:05:19.280]  這個正是我們不斷努力的方向
[00:05:19.280 --> 00:05:20.440]  但是無論如何
[00:05:20.440 --> 00:05:23.800]  我們雖然有不同的因次強弱
[00:05:23.800 --> 00:05:25.800]  或者是不同的特長
[00:05:25.800 --> 00:05:27.760]  但是有一樣東西是可以共通的
[00:05:27.760 --> 00:05:29.640]  就是禱告
[00:05:29.640 --> 00:05:31.360]  所以今天跟大家看
[00:05:31.360 --> 00:05:33.760]  不是看施提反單單他的殉道
[00:05:33.760 --> 00:05:35.840]  也不是看他的因次
[00:05:35.840 --> 00:05:39.080]  我們看看他值禱告德性的力量
[00:05:39.080 --> 00:05:41.400]  這個是我們每一個信徒
[00:05:41.400 --> 00:05:44.560]  都可以追求和經歷到的
[00:05:44.560 --> 00:05:47.560]  所以今天的題目是值禱告德性
[00:05:47.560 --> 00:05:50.000]  我們學像施提反
[00:05:50.000 --> 00:05:51.120]  來讀一讀經文
[00:05:51.120 --> 00:05:51.880]  我們不讀完
[00:05:51.880 --> 00:05:55.280]  不過都會讀大部分一些重要的
[00:05:55.280 --> 00:05:56.880]  從第六章開始
[00:05:56.880 --> 00:06:03.000]  第八節我們一齊讀完它
[00:06:03.000 --> 00:06:04.440]  我們不用啟認方式
[00:06:04.440 --> 00:06:05.520]  同聲讀出
[00:06:05.520 --> 00:06:06.920]  好 第八節請讀
[00:06:06.920 --> 00:06:10.200]  施提反滿德恩惠能力
[00:06:10.200 --> 00:06:14.200]  在民間行了大其事和神蹟
[00:06:14.200 --> 00:06:20.000]  當時有清利伯帝拿會堂的幾個人
[00:06:20.000 --> 00:06:24.680]  並有古利奈 亞歷山大 基里加
[00:06:24.680 --> 00:06:27.960]  亞細亞各處會堂的幾個人
[00:06:27.960 --> 00:06:30.600]  都起來和施提反辯論
[00:06:30.600 --> 00:06:31.920]  這些是地方名
[00:06:31.920 --> 00:06:34.400]  不同的地方的會堂
[00:06:34.400 --> 00:06:35.440]  即是猶太人
[00:06:35.440 --> 00:06:38.360]  會堂或者是一些歸信猶太人的人
[00:06:38.360 --> 00:06:40.360]  就和施提反辯論
[00:06:40.360 --> 00:06:42.360]  好 第十節請讀
[00:06:42.360 --> 00:06:47.240]  施提反是以智慧和聖靈說話
[00:06:47.240 --> 00:06:50.120]  眾人敵擋不住
[00:06:50.120 --> 00:06:51.640]  就邁出人來說
[00:06:51.640 --> 00:06:57.240]  我們聽見他說謗讀摩西和上帝的話
[00:06:57.240 --> 00:07:02.760]  他們又聳動了百姓長老並民事
[00:07:02.760 --> 00:07:06.040]  就忽然來捉拿他
[00:07:06.040 --> 00:07:09.560]  把他帶到公會去
[00:07:09.560 --> 00:07:11.320]  這個是陷害他的
[00:07:11.320 --> 00:07:13.720]  所以我們看到就買些人來
[00:07:13.720 --> 00:07:15.480]  所以是真還是假
[00:07:15.480 --> 00:07:16.920]  假的 假的見證
[00:07:16.920 --> 00:07:17.880]  所以是十三節
[00:07:17.880 --> 00:07:19.680]  設下假見證
[00:07:19.680 --> 00:07:21.920]  說這個人說話
