
[00:00:00.000 --> 00:00:02.840]  Hallelujah 弟兄姊妹
[00:00:02.840 --> 00:00:04.600]  感恩節快到了
[00:00:04.600 --> 00:00:06.560]  我覺得最大的恩典
[00:00:06.560 --> 00:00:09.600]  就是神怎麼樣子的拯救了我們
[00:00:09.600 --> 00:00:11.500]  Amen
[00:00:11.500 --> 00:00:15.800]  最大的恩典不是今年還是可以吃火雞
[00:00:15.800 --> 00:00:21.840]  今天早上我們嫁出去的女兒
[00:00:21.840 --> 00:00:23.240]  就在問說
[00:00:23.240 --> 00:00:28.640]  今年我們的感恩節可不可以吃牛小
[00:00:28.640 --> 00:00:32.960]  不是牛小排 羊小排
[00:00:32.960 --> 00:00:39.600]  原因是因為她要回那個叫什麼家
[00:00:39.600 --> 00:00:43.040]  婆家 是婆家嗎
[00:00:43.040 --> 00:00:46.640]  夫家吧
[00:00:46.640 --> 00:00:51.040]  就是她嫁出去的那個家
[00:00:51.040 --> 00:00:55.640]  那她們已經在禮拜三要吃火雞了
[00:00:55.640 --> 00:01:00.040]  所以說可不可以禮拜四回娘家的時候
[00:01:00.040 --> 00:01:03.640]  吃不同的東西
[00:01:03.640 --> 00:01:07.200]  你看我們在這裡還可以這樣選擇
[00:01:07.200 --> 00:01:09.200]  感謝讚美主跟你旁邊說
[00:01:09.200 --> 00:01:13.440]  你還可以選擇吃什麼
[00:01:13.440 --> 00:01:16.040]  我覺得我們在這樣子一個大環境當中
[00:01:16.040 --> 00:01:18.840]  其實我們常常需要回到
[00:01:18.840 --> 00:01:21.440]  連這麼基本的東西
[00:01:21.440 --> 00:01:24.800]  我們都需要來感恩
[00:01:24.800 --> 00:01:27.600]  保羅在剛才我們所讀的這一段聖經裡面
[00:01:27.600 --> 00:01:28.840]  以弗所述裡面
[00:01:28.840 --> 00:01:32.040]  你可以看見短短的以弗所述第一章
[00:01:32.040 --> 00:01:33.440]  短短的這些經文裡面
[00:01:33.440 --> 00:01:38.840]  他連續三次的出現了一句話
[00:01:38.840 --> 00:01:41.040]  這三次出現的這一句話是什麼呢
[00:01:41.040 --> 00:01:45.240]  就是使他榮耀的恩典得到稱讚
[00:01:45.240 --> 00:01:46.200]  那丟著唄
[00:01:46.200 --> 00:01:49.240]  這三句話不是每一句話都是這樣子
[00:01:49.240 --> 00:01:50.840]  在第六節的時候講說
[00:01:50.840 --> 00:01:54.240]  使他榮耀的恩典得到稱讚
[00:01:54.240 --> 00:01:57.240]  接著在第二次十二節十四節裡面
[00:01:57.240 --> 00:01:58.640]  他怎麼說
[00:01:58.640 --> 00:02:06.840]  使他的榮耀得到稱讚
[00:02:06.840 --> 00:02:11.440]  其實你看以弗所述第一章裡面
[00:02:11.440 --> 00:02:14.040]  整個他就是一個頌讚的一個
[00:02:14.040 --> 00:02:16.440]  可以說是一個頌讚的詩歌吧
[00:02:16.440 --> 00:02:17.240]  這樣說
[00:02:17.240 --> 00:02:19.440]  所以我們稱他頌讚詩
[00:02:19.440 --> 00:02:21.040]  頌讚語
[00:02:21.040 --> 00:02:22.640]  保羅在這裡頌讚裡面
[00:02:22.640 --> 00:02:25.040]  他把聖父的簡寫
[00:02:25.040 --> 00:02:26.640]  把聖子的救贖
[00:02:26.640 --> 00:02:28.240]  把聖靈的印記
[00:02:28.240 --> 00:02:31.640]  這三位一體的神都提出來了
[00:02:31.640 --> 00:02:33.840]  從第三節一直到十四節裡面
[00:02:33.840 --> 00:02:36.040]  很清楚的分成這個三段
[00:02:36.040 --> 00:02:39.440]  那麼接著他每一段的結束
[00:02:39.440 --> 00:02:40.640]  都用這一句話
[00:02:40.640 --> 00:02:44.040]  使他榮耀的恩典得到稱讚
[00:02:44.040 --> 00:02:45.840]  我刮胡的地方就表示說
[00:02:45.840 --> 00:02:48.440]  在其他的兩處經文裡面
[00:02:48.440 --> 00:02:50.040]  他沒有這個
[00:02:50.040 --> 00:02:53.640]  他就是他使他榮耀得到稱讚
[00:02:53.640 --> 00:02:55.240]  但是你接著看
[00:02:55.240 --> 00:02:57.440]  第六節就一開始講到說
[00:02:57.440 --> 00:03:02.240]  使他榮耀的恩典得到稱讚
[00:03:02.240 --> 00:03:04.440]  使他榮耀的恩典得到稱讚
[00:03:04.440 --> 00:03:06.240]  那麼首先我們要問
[00:03:06.240 --> 00:03:08.040]  這是個什麼恩典
[00:03:08.040 --> 00:03:10.240]  為什麼我們要來讚美這個恩典
[00:03:10.240 --> 00:03:12.640]  為什麼我們要為著這個恩典來讚美
[00:03:12.640 --> 00:03:13.840]  這個恩典是什麼
[00:03:13.840 --> 00:03:17.040]  來問一下你旁邊的人什麼叫恩典
[00:03:17.040 --> 00:03:19.840]  什麼叫恩典
[00:03:19.840 --> 00:03:22.840]  你從小到大在你中國文化的
[00:03:22.840 --> 00:03:24.840]  中國的這個古書裡面
[00:03:24.840 --> 00:03:28.440]  請問你有沒有讀過恩典這個字
[00:03:28.440 --> 00:03:29.440]  有沒有
[00:03:29.440 --> 00:03:30.040]  有嗎
[00:03:30.040 --> 00:03:32.440]  古書上哪邊提的你告訴我一下
[00:03:32.440 --> 00:03:34.840]  你大概讀到中國的書裡面的
[00:03:34.840 --> 00:03:37.840]  講到這個福氣很多有沒有
[00:03:37.840 --> 00:03:39.040]  是不是
[00:03:39.040 --> 00:03:41.240]  講到這個福氣是什麼
[00:03:41.240 --> 00:03:43.240]  講到什麼福什麼什麼什麼福
[00:03:43.240 --> 00:03:45.440]  講到幸福也有有沒有
[00:03:45.440 --> 00:03:47.240]  幸福是不是
[00:03:47.240 --> 00:03:50.240]  所以我們幸福小組就叫幸福是不是
[00:03:50.240 --> 00:03:51.840]  那什麼是
[00:03:51.840 --> 00:03:54.240]  但是先問什麼叫恩典
[00:03:54.240 --> 00:03:57.240]  什麼叫恩典
[00:03:57.240 --> 00:04:03.240]  我們已經幸福了問一下什麼叫恩典
[00:04:03.240 --> 00:04:07.640]  大概最多會回答的就是什麼
[00:04:07.640 --> 00:04:14.240]  恩典是白白得來的是不是
[00:04:14.240 --> 00:04:17.640]  不應該得的
[00:04:17.640 --> 00:04:21.040]  你不應該得的
[00:04:21.040 --> 00:04:23.240]  我們看看
[00:04:23.240 --> 00:04:25.040]  其實恩典這個字
[00:04:25.040 --> 00:04:28.440]  在西伯來文舊約的西伯來文裡面
[00:04:28.440 --> 00:04:33.640]  它這個字把它翻成慈愛
[00:04:33.640 --> 00:04:36.240]  也翻成憐憫
[00:04:36.240 --> 00:04:38.640]  翻成良善
[00:04:38.640 --> 00:04:40.040]  都是這個字
[00:04:40.040 --> 00:04:44.240]  這個字是西伯來文一個很豐富的字
[00:04:44.240 --> 00:04:47.240]  所以耶和華的慈愛怎麼樣
[00:04:47.240 --> 00:04:50.440]  永遠長存有沒有
[00:04:50.440 --> 00:04:53.840]  然後聖經裡面很多是講到慈愛的時候
[00:04:53.840 --> 00:04:57.240]  又把這個他的性死連在一起
[00:04:57.240 --> 00:04:59.240]  所以其實他們之間的關係
