
[00:00:00.000 --> 00:00:03.380]  各位親愛的上水同仁弟兄姊妹你們好
[00:00:03.380 --> 00:00:05.640]  我很開心也很感謝神
[00:00:05.640 --> 00:00:10.540]  因為教會給我機會和大家在讀經日裏面分享
[00:00:10.540 --> 00:00:15.380]  可以用兩個半小時去讀完整卷的彼得前書
[00:00:15.380 --> 00:00:17.720]  其實是沒什麼可能的
[00:00:17.720 --> 00:00:20.340]  所以我只可以在彼得前書裏面
[00:00:20.340 --> 00:00:23.860]  抽一些重點出來和大家分享
[00:00:23.860 --> 00:00:26.940]  第一部分就會講到救恩
[00:00:26.940 --> 00:00:29.140]  我們說我已經信了耶穌
[00:00:29.140 --> 00:00:32.160]  就是我認罪祈禱就得救了
[00:00:32.160 --> 00:00:33.620]  當然了
[00:00:33.620 --> 00:00:40.000]  但是其實我們在救贖的過程上
[00:00:40.000 --> 00:00:44.300]  聖父、聖子、聖靈在扮演什麼角色呢?
[00:00:44.300 --> 00:00:47.140]  我們怎樣才可以得救呢?
[00:00:47.140 --> 00:00:51.200]  在得救之後我們有什麼得著呢?
[00:00:51.200 --> 00:00:54.160]  我就會在第一部分和大家分享
[00:00:54.160 --> 00:00:57.580]  然後休息一段短時間
[00:00:57.580 --> 00:00:59.300]  五至十分鐘左右
[00:00:59.300 --> 00:01:01.300]  我們就來到第二部分了
[00:01:01.300 --> 00:01:03.860]  信仰不只是為了上天堂
[00:01:03.860 --> 00:01:06.780]  是和我們的生活息息相關的
[00:01:06.780 --> 00:01:10.880]  但是我們的生活有很多的範疇
[00:01:10.880 --> 00:01:13.640]  譬如我們怎樣面對社會
[00:01:13.640 --> 00:01:15.640]  面對一些政權
[00:01:15.640 --> 00:01:18.120]  又或者面對我們的上司
[00:01:18.120 --> 00:01:20.120]  面對我們的家人
[00:01:20.120 --> 00:01:22.120]  面對教會
[00:01:22.120 --> 00:01:27.040]  也沒有可能很快、很倉促之下來講的
[00:01:27.040 --> 00:01:29.980]  就算講得到也不是那麼理想
[00:01:29.980 --> 00:01:31.980]  所以也會特別地抽出來
[00:01:31.980 --> 00:01:33.980]  就是我們自己和神的關係
[00:01:33.980 --> 00:01:37.820]  我們和我們的家人的關係
[00:01:37.820 --> 00:01:40.280]  以及和教會的關係
[00:01:40.280 --> 00:01:44.580]  彼得前書一定是彼得所寫的
[00:01:44.580 --> 00:01:48.300]  彼得是耶穌的首席門徒
[00:01:48.300 --> 00:01:50.300]  經歷很多
[00:01:50.300 --> 00:01:54.940]  他甚至甘心樂意地為主
[00:01:54.940 --> 00:01:56.700]  將生命擺上
[00:01:56.700 --> 00:01:59.580]  在彼得寫書信的時候
[00:01:59.580 --> 00:02:03.100]  基督徒正在面對政府的逼迫
[00:02:03.100 --> 00:02:06.380]  所以也會很強調怎樣去面對苦難
[00:02:06.380 --> 00:02:08.380]  以及怎樣去面對政府
[00:02:08.380 --> 00:02:10.380]  因為時間的問題
[00:02:10.380 --> 00:02:15.340]  所以我只可以抽一部分來和大家分享
[00:02:15.340 --> 00:02:18.100]  好了 今天我們首先來講一下
[00:02:18.100 --> 00:02:20.700]  我們怎樣來帶大家去得救
[00:02:20.700 --> 00:02:23.100]  第一就是我們要想一想
[00:02:23.100 --> 00:02:26.020]  我們怎樣來帶大家去得救呢?
[00:02:26.020 --> 00:02:29.900]  原來聖父、聖子、聖靈
[00:02:29.900 --> 00:02:31.900]  三位一體的真神
[00:02:31.900 --> 00:02:34.860]  都在扮演著一個很重要的
[00:02:34.860 --> 00:02:36.860]  但又不同的角色
[00:02:36.860 --> 00:02:38.860]  一個神而已
[00:02:38.860 --> 00:02:40.180]  為甚麼會有三個呢?
[00:02:40.180 --> 00:02:41.940]  這是一個很複雜的問題
[00:02:41.940 --> 00:02:44.800]  但是我可以和大家講
[00:02:44.800 --> 00:02:47.480]  當我現在在冥恩堂裡面
[00:02:47.480 --> 00:02:49.780]  和大家分享
[00:02:49.780 --> 00:02:51.780]  我兒子是會彈琴的
[00:02:51.780 --> 00:02:54.140]  以前在冥恩堂裡面也做私琴的
[00:02:54.140 --> 00:02:56.900]  好了 我太太就是師母
[00:02:56.900 --> 00:03:01.220]  又在大家當中一起去聽我講道
[00:03:01.220 --> 00:03:03.620]  我是一個梁永善
[00:03:03.620 --> 00:03:06.540]  但我每次都有三個不同的身份
[00:03:06.540 --> 00:03:09.260]  我是牧師的身份
[00:03:09.260 --> 00:03:13.140]  我是爸爸的身份和丈夫的身份
[00:03:13.140 --> 00:03:14.780]  絕對不可以混淆的
[00:03:14.780 --> 00:03:16.140]  因為三個不同的身份
[00:03:16.140 --> 00:03:19.500]  就有三個不同的表達方式
[00:03:19.500 --> 00:03:20.980]  好了 我作為一個牧師
[00:03:20.980 --> 00:03:23.820]  就要去關心牧羊你們、疼愛你們
[00:03:23.820 --> 00:03:27.660]  但是我的疼愛方式和疼愛太太是很不同的
[00:03:27.660 --> 00:03:29.660]  我作為做丈夫的
[00:03:29.660 --> 00:03:33.300]  我一定要好好的讓我家庭有一個溫暖
[00:03:33.300 --> 00:03:36.020]  可以讓他們不用有太大的壓力
[00:03:36.020 --> 00:03:38.020]  特別是經濟的壓力
[00:03:38.020 --> 00:03:40.020]  好 做我的兒子
[00:03:40.020 --> 00:03:42.380]  他就需要我去管教他
[00:03:42.380 --> 00:03:45.020]  但也是要供書教學 是不是?
[00:03:45.020 --> 00:03:47.520]  三個不同的層面
[00:03:47.520 --> 00:03:49.020]  不同的角色
[00:03:49.020 --> 00:03:50.860]  但只是一個人而已
[00:03:50.860 --> 00:03:52.480]  我們很簡單的看一看
[00:03:52.480 --> 00:03:56.120]  裡面聖父在救恩當中
[00:03:56.120 --> 00:03:58.120]  他做的是甚麼角色呢?
[00:03:58.120 --> 00:04:00.660]  他就是要去揀選我們
[00:04:00.660 --> 00:04:02.460]  揀選是基於甚麼?
[00:04:02.460 --> 00:04:03.800]  一會兒我們會探討
[00:04:03.800 --> 00:04:05.280]  而聖靈
[00:04:05.280 --> 00:04:05.980]  我們很特別
[00:04:05.980 --> 00:04:07.980]  我們是聖父、聖子、聖靈
[00:04:07.980 --> 00:04:11.540]  但是彼得就先來講聖靈
[00:04:11.540 --> 00:04:15.380]  聖靈在救恩當中就是要分別我們出來
[00:04:15.380 --> 00:04:16.420]  主耶穌
[00:04:16.420 --> 00:04:17.980]  我想大家就會熟悉了
[00:04:17.980 --> 00:04:21.420]  就是為了我們而將生命來擺上
[00:04:21.420 --> 00:04:23.680]  好 我們先來看看
[00:04:23.680 --> 00:04:28.020]  聖父彌達日去扮演的甚麼角色
[00:04:28.020 --> 00:04:32.940]  稍為看看真神在救贖上面有不同的工作
[00:04:32.940 --> 00:04:37.100]  我們看看彼得前書第一章第二節
[00:04:37.100 --> 00:04:38.620]  第一章第二節
[00:04:38.620 --> 00:04:43.360]  「就是照父神的先見被揀選
[00:04:43.360 --> 00:04:46.760]  藉著聖靈得乘聖潔
[00:04:46.760 --> 00:04:49.420]  以致信服耶穌基督
[00:04:49.420 --> 00:04:52.420]  由蒙他血所灑的人
[00:04:52.420 --> 00:04:55.400]  願因為平安多多的階級你們」
[00:04:55.400 --> 00:04:56.700]  他前面就說
[00:04:56.700 --> 00:04:59.620]  彼得就說我現在寫信去問那些基督徒
[00:04:59.620 --> 00:05:01.200]  那基督徒是怎樣的?
[00:05:01.200 --> 00:05:02.560]  原來我們先看
[00:05:02.560 --> 00:05:08.220]  是照父神的先見彼得去被揀選的
[00:05:08.220 --> 00:05:10.220]  揀選這個觀念
[00:05:10.220 --> 00:05:12.720]  在聖經裏面是很重要的
[00:05:12.720 --> 00:05:15.300]  在彼得前書裏面都出現過了
[00:05:15.300 --> 00:05:17.820]  第一章的第二節
[00:05:17.820 --> 00:05:19.320]  我們已經讀了
[00:05:19.320 --> 00:05:21.520]  我們再看看第二章的第四節
[00:05:21.520 --> 00:05:25.080]  「主禮活石固然是被人所棄的
[00:05:25.080 --> 00:05:27.500]  卻是被神所揀選的
[00:05:27.500 --> 00:05:29.100]  是寶貴的」
[00:05:29.100 --> 00:05:30.640]  第二章的第六節
[00:05:30.640 --> 00:05:31.960]  「因為經常說
[00:05:31.960 --> 00:05:37.200]  可我把所揀選所寶貴的防國石
[00:05:37.200 --> 00:05:38.520]  放在石安
[00:05:38.520 --> 00:05:42.060]  信靠他的人必不至羞愧」
[00:05:42.060 --> 00:05:44.480]  如果你留意到很多的經文裏面
[00:05:44.480 --> 00:05:47.720]  都會講到神的揀選
[00:05:47.720 --> 00:05:51.040]  這是一個很重要的道理
[00:05:51.040 --> 00:05:52.640]  現在我們知道
[00:05:52.640 --> 00:05:54.920]  神創造了人
[00:05:54.920 --> 00:05:56.320]  很多人
[00:05:56.320 --> 00:05:59.460]  後來祂特別來揀選了阿伯拉罕
[00:05:59.460 --> 00:06:02.040]  讓他成為多國之父
[00:06:02.040 --> 00:06:06.040]  後來神又來帶他揀選雅各
[00:06:06.040 --> 00:06:08.840]  就是成為以色列的國父
[00:06:08.840 --> 00:06:12.360]  雅各後來改名叫做以色列
[00:06:12.360 --> 00:06:15.680]  這時候大神又揀選摩西
[00:06:15.680 --> 00:06:18.220]  來成為民族的英雄
[00:06:18.220 --> 00:06:19.160]  我都很感恩
[00:06:19.160 --> 00:06:20.420]  神揀選了我
[00:06:20.420 --> 00:06:21.560]  其實我是不配的
[00:06:21.560 --> 00:06:23.500]  來成為祂的兒女不僅如此
[00:06:23.500 --> 00:06:25.720]  還讓我有機會
[00:06:25.720 --> 00:06:29.300]  來跟大家分享神的話語
[00:06:29.300 --> 00:06:30.960]  成為一個牧者
[00:06:30.960 --> 00:06:33.620]  我們人很多時候都要去揀選
[00:06:33.620 --> 00:06:37.600]  神特別揀選以色列人成為祂的選民
[00:06:37.600 --> 00:06:41.100]  亦都揀選相信祂的人
[00:06:41.100 --> 00:06:42.460]  揀選
[00:06:42.460 --> 00:06:46.120]  基本的意義不是我喜歡某一樣東西
[00:06:46.120 --> 00:06:48.280]  我就不要另外一樣東西
[00:06:48.280 --> 00:06:50.200]  這是我們人的觀念
[00:06:50.200 --> 00:06:51.600]  我們去行公司
[00:06:51.600 --> 00:06:52.940]  揀選衣服
[00:06:52.940 --> 00:06:54.000]  這件好些
[00:06:54.000 --> 00:06:55.080]  那件沒那麼好
[00:06:55.080 --> 00:06:57.140]  於是你就揀選那件好些
[00:06:57.140 --> 00:07:00.800]  適合你的身材的衣服來穿
[00:07:00.800 --> 00:07:03.120]  你就不要那件
[00:07:03.120 --> 00:07:05.820]  對你來說覺得不太好的東西
[00:07:05.820 --> 00:07:07.740]  但是
[00:07:07.740 --> 00:07:08.860]  我們要記得
[00:07:08.860 --> 00:07:12.000]  神愛世人就是表明神的愛
[00:07:12.000 --> 00:07:15.380]  是普及世上每一個人
[00:07:15.380 --> 00:07:20.960]  而這個愛是經過祂很慎重的思考和行動
[00:07:20.960 --> 00:07:23.260]  不是隨隨便便的
[00:07:23.260 --> 00:07:25.000]  我們得救
[00:07:25.000 --> 00:07:28.220]  原來在神創造世界之先
[00:07:28.220 --> 00:07:31.680]  就已經為我們安排了
[00:07:31.680 --> 00:07:33.900]  我們來看看
[00:07:33.900 --> 00:07:35.580]  《避開前書》第二章第九節
[00:07:35.580 --> 00:07:38.300]  就說到我們是被揀選的族裔
[00:07:38.300 --> 00:07:41.280]  但是《已不屬於》第一章第四節
[00:07:41.280 --> 00:07:45.020]  不就如神從創立世界以前
[00:07:45.020 --> 00:07:48.440]  在基督裡揀選了我們
[00:07:48.440 --> 00:07:51.200]  使我們在祂面前成為聖傑
[00:07:51.200 --> 00:07:53.480]  無有瑕疵
[00:07:53.480 --> 00:07:56.480]  《已不屬於》第三章第十一節
[00:07:56.480 --> 00:07:59.540]  這是照神從萬世以前
[00:07:59.540 --> 00:08:04.300]  在我們主耶穌基督裡所定的旨意
[00:08:04.300 --> 00:08:06.200]  這裡就很清楚
[00:08:06.200 --> 00:08:07.680]  神揀選我們
[00:08:07.680 --> 00:08:09.280]  甚至在創世以前
[00:08:09.280 --> 00:08:11.180]  神就揀選我們
[00:08:11.180 --> 00:08:12.920]  某個程度
[00:08:12.920 --> 00:08:16.420]  用一個稍微像一點點的比喻
[00:08:16.420 --> 00:08:19.900]  父母對年輕夫婦結婚
[00:08:19.900 --> 00:08:21.580]  他們很有計劃地
[00:08:21.580 --> 00:08:22.980]  什麼時候來生育
[00:08:22.980 --> 00:08:23.980]  我一向都建議
[00:08:23.980 --> 00:08:25.600]  不要在結了婚立刻生孩子
[00:08:25.600 --> 00:08:27.620]  因為你還沒有適應到對方
[00:08:27.620 --> 00:08:28.640]  而且用了很多錢
[00:08:28.640 --> 00:08:30.020]  好了 他們計劃
[00:08:30.020 --> 00:08:32.700]  兩年或者三年之後就有孩子了
