
[00:00:00.000 --> 00:00:04.480]  在星期六的早上,我會和大家一起去看《尼西米記》
[00:00:04.480 --> 00:00:08.520]  星期六的早上是一個整卷的《釋經》的講道
[00:00:08.520 --> 00:00:13.160]  所以有時候大家要前文後理,我也要來這裡再講一講
[00:00:13.160 --> 00:00:18.880]  尼西米他被擄到外邦之地,在外邦之地成長
[00:00:18.880 --> 00:00:23.440]  在當時的波斯帝國,尼西米去掌管著天下
[00:00:23.440 --> 00:00:28.280]  但是一個被擄的人竟然可以成為走證
[00:00:28.280 --> 00:00:30.000]  就絕不簡單
[00:00:30.000 --> 00:00:33.400]  走證不只是針灸,他要去保護王
[00:00:33.400 --> 00:00:37.720]  免得人們在他的食物或者飲品上下毒
[00:00:37.720 --> 00:00:42.360]  所以一個外籍人士可以成為一個走證
[00:00:42.360 --> 00:00:44.000]  就絕不簡單
[00:00:44.000 --> 00:00:47.960]  肯定尼西米是一個很忠心、很精明
[00:00:47.960 --> 00:00:49.840]  也是一個很忠誠的人
[00:00:49.840 --> 00:00:53.720]  所以給到波斯王來提升他
[00:00:53.720 --> 00:01:01.280]  他雖然身處外地,身居高位,享受著很好的薪酬
[00:01:01.280 --> 00:01:04.800]  但是他仍然有一個很愛自己國家的心
[00:01:04.800 --> 00:01:08.680]  有一天,當有一些同胞來探望他
[00:01:08.680 --> 00:01:12.760]  告訴他故鄉,尼西米遭遇患難
[00:01:12.760 --> 00:01:16.160]  他們本來在重建自己的地方,但是後來不行
[00:01:16.160 --> 00:01:18.360]  還被人欺負的時候
[00:01:18.360 --> 00:01:21.240]  尼西米心裏面很激動、很難過
[00:01:21.240 --> 00:01:25.080]  他就來帶他去禁食、去禱告
[00:01:25.080 --> 00:01:30.600]  他甚至為自己祖宗所犯的錯求神來帶他去寬恕
[00:01:30.600 --> 00:01:34.120]  然後他很簡單的只是求一件事
[00:01:34.120 --> 00:01:37.160]  就是尼西米記第一章的第十一節
[00:01:37.160 --> 00:01:38.480]  我們一起來讀出
[00:01:38.480 --> 00:01:41.320]  尼西米記第一章的第十一節,我們一起來讀
[00:01:41.320 --> 00:01:45.640]  「主人,尼瑟爾聽尼僕人的祈禱」
[00:01:45.640 --> 00:01:49.800]  「我願為你祈禱」
[00:01:49.800 --> 00:01:51.320]  這麼刺激的,為甚麼?
[00:01:51.320 --> 00:01:52.680]  OK,要再來一次,好嗎?
[00:01:52.680 --> 00:01:53.560]  1、2、3
[00:01:53.560 --> 00:01:57.640]  「主啊,求尼瑟爾聽尼僕人的祈禱」
[00:01:57.640 --> 00:02:01.560]  「和喜愛敬畏尼名眾僕人的祈禱」
[00:02:01.560 --> 00:02:05.960]  「使尼僕人現今亨通,在王面前蒙恩」
[00:02:05.960 --> 00:02:07.960]  「我是作王走正的」
[00:02:07.960 --> 00:02:11.000]  大家可以上網去聽第一、第二講
[00:02:11.000 --> 00:02:13.960]  就是講尼西米一個很偉大
[00:02:13.960 --> 00:02:16.280]  很值得我們學習的禱告
[00:02:16.280 --> 00:02:19.000]  他跟著最後禱告結論的時候
[00:02:19.000 --> 00:02:21.880]  他不是要求神做很多事情
[00:02:21.880 --> 00:02:24.440]  他不是很詳細地告訴神
[00:02:24.440 --> 00:02:25.800]  「我想怎樣做怎樣做」
[00:02:25.800 --> 00:02:28.680]  他只是求祢來幫助我
[00:02:28.680 --> 00:02:31.400]  來聽祢和眾僕人的祈禱
[00:02:31.400 --> 00:02:34.440]  叫我在王的面前來亨通
[00:02:34.440 --> 00:02:37.080]  這個就是第一、第二次跟大家分享的
[00:02:37.080 --> 00:02:39.080]  今天我們會看尼西米
[00:02:39.080 --> 00:02:40.680]  他面對王的時候
[00:02:40.680 --> 00:02:42.200]  面對甚麼的問題
[00:02:42.200 --> 00:02:44.040]  然後當我們祈完禱之後
[00:02:44.040 --> 00:02:46.520]  我們仍然是要等候機會
[00:02:46.520 --> 00:02:49.320]  尼西米聖經裏面很清楚講
[00:02:49.320 --> 00:02:51.320]  他知道自己的故鄉
[00:02:51.320 --> 00:02:53.720]  遭遇患難的時候
[00:02:53.720 --> 00:02:56.280]  是在基斯留月
[00:02:56.280 --> 00:02:58.280]  他心裏面很激動
[00:02:58.280 --> 00:03:01.400]  但是他不是馬上可以見到王
[00:03:01.400 --> 00:03:03.400]  他何時可以見到王呢?
[00:03:03.400 --> 00:03:05.880]  我們一起來讀第二章的第一節
[00:03:05.880 --> 00:03:07.880]  第二章的第一節
[00:03:07.880 --> 00:03:11.640]  「阿達涉西王二十年離散月
[00:03:11.640 --> 00:03:13.640]  在王面前擺酒
[00:03:13.640 --> 00:03:16.440]  我拿起酒來奉給王
[00:03:16.440 --> 00:03:19.880]  我素來在王面前沒有受用」
[00:03:19.880 --> 00:03:23.800]  這裏很清楚講到在離散月的時候
[00:03:23.800 --> 00:03:25.320]  他就要來服侍王了
[00:03:25.320 --> 00:03:27.800]  對我們來說我們不知道是甚麼月來的
[00:03:27.800 --> 00:03:29.400]  很簡單跟大家講
[00:03:29.400 --> 00:03:32.760]  尼西米知道故鄉的問題
[00:03:32.760 --> 00:03:36.280]  到他見到王的時候
[00:03:36.280 --> 00:03:39.240]  是相隔了四個月
[00:03:39.240 --> 00:03:42.600]  在這四個月裏面好像沒有甚麼動靜
[00:03:42.600 --> 00:03:44.840]  沒有甚麼機會見到王
[00:03:44.840 --> 00:03:49.640]  但我絕對相信尼西米的禱告不是其一詞
[00:03:49.640 --> 00:03:51.080]  在這四個月裏面
[00:03:51.080 --> 00:03:53.880]  他仍然不斷地仰望神
[00:03:53.880 --> 00:03:56.840]  呼求神來教導他怎樣去做
[00:03:56.840 --> 00:03:58.360]  在這四個月裏面
[00:03:58.360 --> 00:04:00.120]  他仍然地懇求神
[00:04:00.120 --> 00:04:01.640]  引導他前面的路
[00:04:01.640 --> 00:04:03.640]  祝福他自己故鄉裏面的人
[00:04:03.640 --> 00:04:07.560]  他更加相信祈禱
[00:04:07.560 --> 00:04:09.160]  求神為他開路
[00:04:09.160 --> 00:04:15.240]  讓他可以和王申請四個月
[00:04:15.240 --> 00:04:18.520]  其實有時四個月都是較長的日子
[00:04:18.520 --> 00:04:20.280]  如果你很心急做一件事
[00:04:20.280 --> 00:04:23.080]  當我們每一個人遇到困難
[00:04:23.080 --> 00:04:24.040]  遇到一些問題的時候
[00:04:24.040 --> 00:04:26.440]  很自然地我們很想祈完禱之後
[00:04:26.440 --> 00:04:27.880]  馬上有答案
[00:04:27.880 --> 00:04:29.720]  你最好告訴我怎樣
[00:04:29.720 --> 00:04:31.800]  但有時神不是這樣的
[00:04:31.800 --> 00:04:34.120]  神有時要讓我們等候
[00:04:34.120 --> 00:04:36.440]  祂好像沒有答案給我們
[00:04:36.440 --> 00:04:37.800]  好像我們祈完禱之後
[00:04:37.800 --> 00:04:40.360]  好像沒有甚麼的動靜
[00:04:40.360 --> 00:04:43.560]  但其實神有祂自己最好的時間
[00:04:43.560 --> 00:04:45.160]  如果透過這四個月
[00:04:45.160 --> 00:04:48.280]  可以讓梨希米更加迫切禱告
[00:04:48.280 --> 00:04:49.960]  讓梨希米透過禱告
[00:04:49.960 --> 00:04:51.960]  和神的關係更加拉近
[00:04:51.960 --> 00:04:54.120]  更加這四個月是在考驗
[00:04:54.120 --> 00:04:58.200]  祂自己的使命和信心
[00:04:58.200 --> 00:05:00.920]  但往往有時很不幸地
[00:05:00.920 --> 00:05:04.040]  我們會來但是很想
[00:05:04.040 --> 00:05:07.000]  一禱告完之後馬上採取行動
[00:05:07.000 --> 00:05:09.320]  但如果我們沒有清楚神的指示
[00:05:09.320 --> 00:05:10.840]  然後採取行動的時候
[00:05:10.840 --> 00:05:14.040]  可能這些行動會帶來反效果
[00:05:14.040 --> 00:05:15.400]  所以我們要學習
[00:05:15.400 --> 00:05:18.520]  第二我們看到生命的表彰
[00:05:18.520 --> 00:05:20.120]  四個月之後
[00:05:20.120 --> 00:05:22.360]  梨希米在王的面前
[00:05:22.360 --> 00:05:24.120]  來但是可以示走
[00:05:24.120 --> 00:05:26.360]  剛才我們讀那段經文都很清楚
[00:05:26.360 --> 00:05:27.240]  梨希米說
[00:05:27.240 --> 00:05:30.040]  他素來都沒有面帶愁容
[00:05:30.040 --> 00:05:32.200]  原來當時的王來不久
[00:05:32.200 --> 00:05:35.000]  都會來擺一些很大的國宴
[00:05:35.000 --> 00:05:37.000]  大宴群臣
[00:05:37.000 --> 00:05:38.440]  宴會很重要
[00:05:38.440 --> 00:05:39.960]  你有沒有留意到
[00:05:39.960 --> 00:05:41.720]  我們的政改
[00:05:41.720 --> 00:05:45.000]  林鄭月娥都要擺四次的宴會
[00:05:45.000 --> 00:05:47.640]  來談政改的問題
[00:05:47.640 --> 00:05:50.360]  其實政改是不會在宴會裏面
[00:05:50.360 --> 00:05:52.200]  來談得出來的我覺得
[00:05:52.200 --> 00:05:56.040]  但無論如何都是一個交往的機會
[00:05:56.040 --> 00:05:58.440]  所以我們看到王有時會擺國宴
[00:05:58.440 --> 00:05:59.560]  特別在這些時候
[00:05:59.560 --> 00:06:04.040]  王就會炫耀自己的功績
[00:06:04.040 --> 00:06:07.000]  來吹噓自己的成就
[00:06:07.000 --> 00:06:10.040]  如果我們看聖經在筆記裏面已經列了出來
[00:06:10.040 --> 00:06:13.000]  當日的白沙薩王 巴比倫王
[00:06:13.000 --> 00:06:15.160]  他曾經大排筵席
[00:06:15.160 --> 00:06:16.840]  來到大宴群臣
[00:06:16.840 --> 00:06:19.720]  但那晚黑神的審判就來到
[00:06:19.720 --> 00:06:21.640]  如果我們讀《以斯帖記》的時候
[00:06:21.640 --> 00:06:23.400]  更加會熟悉
[00:06:23.400 --> 00:06:25.960]  當時波斯王阿哈徐老
[00:06:25.960 --> 00:06:29.800]  在書山城之下都擺下了國宴
[00:06:29.800 --> 00:06:32.440]  還有大家看到施洗約翰是怎樣死的
[00:06:32.440 --> 00:06:34.280]  施洗約翰是希律王
[00:06:34.280 --> 00:06:37.560]  來到大宴群臣的時候很開心
[00:06:37.560 --> 00:06:39.400]  他的女兒在那裏跳舞
[00:06:39.400 --> 00:06:40.520]  跳完之後他就說
[00:06:40.520 --> 00:06:42.520]  哈哈 跳舞我獎勵給你
[00:06:42.520 --> 00:06:43.960]  你要什麼我就給你什麼
[00:06:43.960 --> 00:06:45.160]  於是這個女兒就說
[00:06:45.160 --> 00:06:47.240]  我要施洗約翰的頭
[00:06:47.240 --> 00:06:49.240]  結果他就很無奈地
[00:06:49.240 --> 00:06:51.240]  其實他都不想殺施洗約翰
[00:06:51.240 --> 00:06:53.080]  但在眾人面前
[00:06:53.080 --> 00:06:54.840]  應許了自己的女兒
[00:06:54.840 --> 00:06:57.160]  你要什麼我給你什麼的時候
[00:06:57.160 --> 00:07:00.520]  他不得不要將施洗約翰來殺了
[00:07:00.520 --> 00:07:02.520]  但都是在一個宴會裏面
[00:07:02.520 --> 00:07:03.720]  來帶他出現
[00:07:03.720 --> 00:07:05.560]  所以他特別提醒弟兄
[00:07:05.560 --> 00:07:06.520]  送禮給人
[00:07:06.520 --> 00:07:08.280]  你的摯愛的人千萬不要說
[00:07:08.280 --> 00:07:09.560]  你要什麼我給你什麼
[00:07:09.560 --> 00:07:10.360]  你應該說
[00:07:10.360 --> 00:07:11.480]  你要什麼我給你什麼
[00:07:11.480 --> 00:07:13.640]  一定在我能力範圍之內做到的
[00:07:13.640 --> 00:07:14.360]  我會做到
[00:07:14.360 --> 00:07:15.240]  我一定會幫你
[00:07:15.240 --> 00:07:16.680]  這句是很重要的
[00:07:16.680 --> 00:07:18.680]  好 我們看到原來
[00:07:18.680 --> 00:07:22.840]  原來很多時候王都會大宴群臣
[00:07:22.840 --> 00:07:26.840]  尼熹米他的職務就是要去服侍王
[00:07:26.840 --> 00:07:31.960]  但是因為家鄉的事令到他很不開心
[00:07:31.960 --> 00:07:33.640]  他面帶愁容
[00:07:33.640 --> 00:07:35.800]  他自己都不知道流露了出來
[00:07:35.800 --> 00:07:39.720]  你知不知道作為一個服侍王
[00:07:39.720 --> 00:07:41.400]  或者你一個服務員
[00:07:41.400 --> 00:07:43.160]  你一定要怎樣
[00:07:43.160 --> 00:07:44.440]  就算你不開心
[00:07:44.440 --> 00:07:46.760]  你都不可以摟著臉
[00:07:46.760 --> 00:07:49.560]  你不可以來帶他黑起臉
[00:07:49.560 --> 00:07:51.400]  因為這樣的時候你就會令到
[00:07:51.400 --> 00:07:54.600]  參與宴會的人掃興
[00:07:54.600 --> 00:07:59.400]  這是服務行業裏面的人很重要的守則
[00:07:59.400 --> 00:08:03.400]  更加是一個王庭裏面的規矩
[00:08:03.400 --> 00:08:08.200]  所以尼熹米他不開心流露出來
[00:08:08.200 --> 00:08:11.400]  絕對不是刻意地流露出來
[00:08:11.400 --> 00:08:13.800]  你知道有時候有些人
[00:08:13.800 --> 00:08:16.280]  特別是女朋友
[00:08:16.280 --> 00:08:19.160]  有時候或者特意在你面前很不開心
[00:08:19.160 --> 00:08:20.200]  什麼事都不開心
[00:08:20.200 --> 00:08:21.480]  引起你的注意
[00:08:21.480 --> 00:08:22.600]  然後你問你
[00:08:22.600 --> 00:08:23.880]  來哄你
[00:08:23.880 --> 00:08:25.880]  於是你去摟著臉
[00:08:25.880 --> 00:08:28.200]  尼熹米絕對不是這樣
[00:08:28.200 --> 00:08:31.560]  因為伴君如伴虎
[00:08:31.560 --> 00:08:32.600]  你現在在這個時候
[00:08:32.600 --> 00:08:33.800]  王最高興的時候
[00:08:33.800 --> 00:08:35.000]  興高采烈
[00:08:35.000 --> 00:08:36.520]  你黑口黑臉的時候
[00:08:36.520 --> 00:08:37.800]  你去服侍
[00:08:37.800 --> 00:08:41.480]  隨時會朝夜殺身之禍
[00:08:41.480 --> 00:08:42.360]  如果我們看歷史
[00:08:42.360 --> 00:08:44.120]  剛才講的以司帖妓
[00:08:44.120 --> 00:08:47.240]  阿哈徐老王帶燕群臣的時候
[00:08:47.240 --> 00:08:51.560]  後來他就叫皇后瓦實緹到場
[00:08:51.560 --> 00:08:53.480]  你帶她去陪她一起喝酒
[00:08:53.480 --> 00:08:58.600]  甚至是想讓人看到她太太多麼美麗
[00:08:58.600 --> 00:09:01.160]  但是瓦實緹就說
[00:09:01.160 --> 00:09:02.680]  為什麼要叫我出來
[00:09:02.680 --> 00:09:04.200]  她不肯去
[00:09:04.200 --> 00:09:06.920]  結果就令她很憤怒
[00:09:06.920 --> 00:09:09.160]  然後有些臣子就在說
[00:09:09.160 --> 00:09:11.080]  哇 王啊
[00:09:11.080 --> 00:09:12.920]  你叫你的妻子來
[00:09:12.920 --> 00:09:14.120]  她都不肯來
[00:09:14.120 --> 00:09:16.280]  她違抗你的命令
[00:09:16.280 --> 00:09:19.960]  你一國之君都控制不了你自己的妻子
