
[00:00:00.000 --> 00:00:05.960]  很多人都說,接下來是越來越要求教會群體要聖潔
[00:00:05.960 --> 00:00:09.760]  這個信息是不斷在當中出來的
[00:00:09.760 --> 00:00:16.160]  而社會又真的好像越來越聖潔,很軟
[00:00:16.160 --> 00:00:19.640]  甚至有些人說教會都會軟了一點
[00:00:19.640 --> 00:00:24.480]  所以這些很想求主給我們一個眼光
[00:00:24.480 --> 00:00:32.760]  還有一個明白他的心怨心態,知道主的心意是怎樣
[00:00:32.760 --> 00:00:34.360]  可以嗎?
[00:00:34.360 --> 00:00:42.920]  以至可以面對現在這個世界,我們仍然有力去服侍主
[00:00:42.920 --> 00:00:46.480]  今天這段經文也與這有關
[00:00:46.480 --> 00:00:51.600]  一段經文,耶穌在升天臨走的時候
[00:00:51.600 --> 00:00:55.480]  他對門徒很強調說的一段經文
[00:00:55.480 --> 00:00:57.080]  一起看看好嗎?
[00:00:57.080 --> 00:01:06.480]  約翰福音第十五章,十一到十七節
[00:01:06.480 --> 00:01:11.480]  約翰福音第十五章,十一到十七節
[00:01:11.480 --> 00:01:14.280]  十五章,十一節
[00:01:14.280 --> 00:01:16.640]  一起大聲讀好嗎?預備,請
[00:01:16.640 --> 00:01:24.400]  這些是我已經對你們說了,是要叫我的喜樂存在你們心裡
[00:01:24.400 --> 00:01:27.960]  並叫你們的喜樂可以滿足
[00:01:27.960 --> 00:01:32.560]  你們要彼此相愛,像我愛你們一樣
[00:01:32.560 --> 00:01:34.960]  這是我的命令
[00:01:34.960 --> 00:01:40.560]  人為朋友寫命,人的愛心沒有比這個大的
[00:01:40.560 --> 00:01:46.000]  你們若遵行我所吩咐的,就是我的朋友了
[00:01:46.000 --> 00:01:49.360]  以後我不再稱你們為僕人
[00:01:49.360 --> 00:01:53.120]  因僕人不知道主人所做的事
[00:01:53.120 --> 00:01:55.640]  我乃稱你們為朋友
[00:01:55.640 --> 00:02:01.280]  因我從我父所聽見的,已經都告訴你們了
[00:02:01.280 --> 00:02:06.440]  不是你們揀選了我,是我揀選了你們
[00:02:06.440 --> 00:02:09.680]  並且分派你們去結果子
[00:02:09.680 --> 00:02:12.320]  叫你們的果子常存
[00:02:12.320 --> 00:02:16.840]  使你們奉我的命,無論向父求什麼
[00:02:16.840 --> 00:02:18.960]  他就賜給你們
[00:02:18.960 --> 00:02:26.320]  我這樣吩咐你們,是要叫你們彼此相愛
[00:02:26.320 --> 00:02:31.440]  大家有沒有人開過車?
[00:02:31.440 --> 00:02:35.640]  單車,有沒有人開過單車?
[00:02:35.640 --> 00:02:40.720]  當你去租單車,踩或者有單車,租單車特別
[00:02:40.720 --> 00:02:44.200]  你踩單車之前,你要做些什麼?
[00:02:44.200 --> 00:02:45.920]  一定要檢查東西,是吧?
[00:02:45.920 --> 00:02:50.120]  檢查一下煞車,檢查一下車胎夠不夠氣
[00:02:50.120 --> 00:02:52.440]  檢查一下輪胎,是吧?
[00:02:52.440 --> 00:02:54.920]  檢查一下上坡的東西,是吧?
[00:02:54.920 --> 00:02:58.440]  還有一樣東西,我會檢查的,不知道大家會不會檢查呢?
[00:02:58.440 --> 00:03:02.000]  我就會走去車頭那裡
[00:03:02.000 --> 00:03:04.400]  其實不是車輪,是前輪
[00:03:04.400 --> 00:03:09.400]  就夾住前輪,然後捉住車架,就撬一下它
[00:03:09.400 --> 00:03:12.880]  然後希望輪胎和前輪怎麼樣?
[00:03:12.880 --> 00:03:14.320]  可以什麼?
[00:03:14.320 --> 00:03:16.160]  我們叫做什麼?
[00:03:16.160 --> 00:03:17.720]  可以對齊一點
[00:03:17.720 --> 00:03:20.840]  就是,叫做什麼?
[00:03:20.840 --> 00:03:23.480]  垂直
[00:03:23.480 --> 00:03:25.880]  這些叫做Alignment
[00:03:25.880 --> 00:03:28.600]  是吧?就是對齊
[00:03:28.600 --> 00:03:31.000]  大家有沒有開過四輪車?
[00:03:31.000 --> 00:03:33.360]  有,當中有些人有車階級
[00:03:33.360 --> 00:03:35.960]  當你買的新車,當然新車是未必要的
[00:03:35.960 --> 00:03:39.840]  買舊車,你要先拿去驗車,是吧?
[00:03:39.840 --> 00:03:41.960]  或者是賣給你那個驗車,是吧?
[00:03:41.960 --> 00:03:44.920]  沒有驗車,你就不會買
[00:03:44.920 --> 00:03:48.200]  其中驗車一定會驗一樣東西
[00:03:48.200 --> 00:03:51.640]  是吧?整架車一扯起,然後輪胎在轉轉轉
[00:03:51.640 --> 00:03:54.080]  然後輪胎就會暈暈暈
[00:03:54.080 --> 00:03:56.200]  其實是在檢查什麼?
[00:03:56.200 --> 00:03:57.520]  在檢查對齊
[00:03:57.520 --> 00:04:02.040]  輪胎和四個輪胎的Alignment
[00:04:02.040 --> 00:04:05.960]  如果輪胎和四個輪胎的Alignment不對稱
[00:04:05.960 --> 00:04:08.360]  就是說你開直輪胎,以為車會直轉
[00:04:08.360 --> 00:04:11.840]  其實原來會轉彎
[00:04:11.840 --> 00:04:14.720]  是吧?這種叫做Alignment
[00:04:14.720 --> 00:04:17.440]  Alignment是很重要的
[00:04:17.440 --> 00:04:19.440]  在開車裡面
[00:04:19.440 --> 00:04:22.760]  就算你買個打印機
[00:04:22.760 --> 00:04:25.280]  你換新墨盒的時候
[00:04:25.280 --> 00:04:26.960]  放一個墨盒進去
[00:04:26.960 --> 00:04:29.920]  都會轉一張紙出來,是吧?
[00:04:29.920 --> 00:04:31.280]  其實在做什麼?
[00:04:31.280 --> 00:04:34.080]  是在做打印的Alignment
[00:04:34.080 --> 00:04:37.240]  如果Alignment不對稱,印出來的東西是什麼?
[00:04:37.240 --> 00:04:38.800]  是蒙蒙的,是吧?
[00:04:38.800 --> 00:04:41.720]  所以Alignment是很重要的
[00:04:41.720 --> 00:04:46.920]  基督徒和主耶穌的Alignment是非常重要的
[00:04:46.920 --> 00:04:51.000]  如果我們和主的Alignment對齊不夠齊
[00:04:51.000 --> 00:04:54.480]  你的生命裡面彰顯出來的東西
[00:04:54.480 --> 00:04:57.640]  可能會蒙沙沙的,是吧?
[00:04:57.640 --> 00:05:00.120]  或者你的生命的路向
[00:05:00.120 --> 00:05:02.320]  可能會歪的
[00:05:02.320 --> 00:05:06.400]  甚至會撞車的,是吧?
[00:05:06.400 --> 00:05:09.560]  所以和主的對齊是非常重要的
[00:05:09.560 --> 00:05:13.120]  這段聖經,我用這個觀念去看
[00:05:13.120 --> 00:05:15.120]  主耶穌臨走之前
[00:05:15.120 --> 00:05:18.120]  就很想一群信徒
[00:05:18.120 --> 00:05:21.960]  你要和我對齊
[00:05:21.960 --> 00:05:26.440]  不然前面這麼多路,你怎麼走?
[00:05:26.440 --> 00:05:30.160]  所以我給一個題目,叫做與主對齊
[00:05:30.160 --> 00:05:32.760]  有三樣東西,這裡提到
[00:05:32.760 --> 00:05:34.920]  是要和主對齊的
[00:05:34.920 --> 00:05:36.720]  第一樣是什麼?
[00:05:36.720 --> 00:05:38.840]  明主所明
[00:05:38.840 --> 00:05:41.480]  大家明白嗎?
[00:05:41.480 --> 00:05:45.120]  明白主所明
[00:05:45.120 --> 00:05:49.280]  在第十五節,耶穌就說
[00:05:49.280 --> 00:05:52.400]  我不再稱呼你們是僕人
[00:05:52.400 --> 00:05:55.760]  是稱呼你們為朋友
[00:05:55.760 --> 00:05:58.160]  這個朋友是什麼呢?
[00:05:58.160 --> 00:06:00.600]  誰是耶穌的朋友呢?
[00:06:00.600 --> 00:06:02.280]  耶穌就說什麼?
[00:06:02.280 --> 00:06:03.560]  有個條件的
[00:06:03.560 --> 00:06:06.440]  第十四節一起讀,請
[00:06:06.440 --> 00:06:09.280]  你們若遵行我所吩咐的
[00:06:09.280 --> 00:06:11.960]  就是我的朋友了
[00:06:11.960 --> 00:06:15.520]  誰是遵行耶穌的說話、吩咐
[00:06:15.520 --> 00:06:17.640]  就是聖經上的說話
[00:06:17.640 --> 00:06:20.640]  就是耶穌的朋友
[00:06:20.640 --> 00:06:23.520]  而第十三節,耶穌都暗示了
[00:06:23.520 --> 00:06:26.120]  祂會為這群朋友寫命
[00:06:26.120 --> 00:06:29.040]  當然耶穌是為全世界的人寫命
[00:06:29.040 --> 00:06:32.560]  在這個內容裡面,祂特別強調到
[00:06:32.560 --> 00:06:36.920]  耶穌將會為祂的朋友寫命
[00:06:36.920 --> 00:06:41.080]  其實耶穌就說出了僕人和朋友的分別
[00:06:41.080 --> 00:06:44.800]  僕人都要聽耶穌一切的說話
[00:06:44.800 --> 00:06:47.880]  不過分別是什麼?
[00:06:47.880 --> 00:06:49.400]  僕人或者奴隸
[00:06:49.400 --> 00:06:52.040]  主人叫你做的事就要做
[00:06:52.040 --> 00:06:53.760]  你不能說不
[00:06:53.760 --> 00:06:57.560]  也很重要的是,你不知道主人在想什麼
[00:06:57.560 --> 00:07:00.000]  主人叫你去那裡做一件事
[00:07:00.000 --> 00:07:03.080]  你不能問為什麼
[00:07:03.080 --> 00:07:05.440]  沒有的,你照樣做,做就行了
[00:07:05.440 --> 00:07:08.760]  主人不需要告訴你原因
[00:07:08.760 --> 00:07:10.800]  背後的動機、想法
[00:07:10.800 --> 00:07:13.120]  或者大圖,不用知道
[00:07:13.120 --> 00:07:16.200]  但耶穌就說,朋友就不同了
[00:07:16.200 --> 00:07:18.200]  耶穌說什麼呢?
[00:07:18.200 --> 00:07:22.480]  會將我從腹裡面所聽見的
[00:07:22.480 --> 00:07:24.640]  都告訴你
[00:07:24.640 --> 00:07:27.960]  而且說,已經告訴你了
[00:07:27.960 --> 00:07:29.320]  就是說這個朋友
[00:07:29.320 --> 00:07:34.120]  是耶穌會將祂從腹領受的一切想法
[00:07:34.120 --> 00:07:36.600]  祂自己做事的動機、意念
[00:07:36.600 --> 00:07:39.720]  是告訴這些門徒
[00:07:39.720 --> 00:07:42.920]  這種朋友,是不是?
[00:07:42.920 --> 00:07:44.640]  如果有人問你
[00:07:44.640 --> 00:07:46.400]  你聽我的話
[00:07:46.400 --> 00:07:48.640]  你就是我的朋友了
[00:07:48.640 --> 00:07:52.920]  你會怎樣回答?
[00:07:52.920 --> 00:07:54.800]  即使你聽我的話
[00:07:54.800 --> 00:07:56.560]  就是我的朋友
[00:07:56.560 --> 00:07:59.440]  哈哈
[00:07:59.440 --> 00:08:01.520]  你說是是嗎?
[00:08:01.520 --> 00:08:04.960]  是不是?
[00:08:04.960 --> 00:08:06.920]  我和青年區的人說
[00:08:06.920 --> 00:08:10.960]  他說,你就是
[00:08:10.960 --> 00:08:12.720]  是不是?你和旁邊的人說
[00:08:12.720 --> 00:08:15.280]  你聽我的話就成為我的朋友
[00:08:15.280 --> 00:08:18.720]  耶穌這麼說,大家為什麼沒有這種反應呢?
[00:08:18.720 --> 00:08:21.800]  哈哈
[00:08:21.800 --> 00:08:24.480]  這句話真好
[00:08:24.480 --> 00:08:26.920]  所以呢,耶穌說
[00:08:26.920 --> 00:08:29.600]  你聽我的話,你就是我的朋友
[00:08:29.600 --> 00:08:31.480]  其實這個朋友的意思
[00:08:31.480 --> 00:08:34.480]  有些不像我們人際關係的
[00:08:34.480 --> 00:08:39.520]  互惠互利、平等的想法、朋友的觀念
[00:08:39.520 --> 00:08:42.080]  朋友就是,你聽我的話,就是我的朋友
[00:08:42.080 --> 00:08:45.840]  反過來,你也聽我的話,你也成為我的朋友,很應該
[00:08:45.840 --> 00:08:49.160]  這是很簡單的、公平的想法
[00:08:49.160 --> 00:08:53.160]  但是在這裡來說,你不能這麼想
[00:08:53.160 --> 00:08:54.680]  因為地位不同
[00:08:54.680 --> 00:08:57.080]  我們當中有很多父母
[00:08:57.080 --> 00:08:59.920]  現在我們的人際關係和子女
[00:08:59.920 --> 00:09:03.480]  很多都會說要做朋友
[00:09:03.480 --> 00:09:05.200]  如果不是不行
[00:09:05.200 --> 00:09:07.120]  但是既然是朋友
[00:09:07.120 --> 00:09:09.600]  也有一些分寸,是不是?
[00:09:09.600 --> 00:09:11.520]  作為父母也要這麼想,是不是?
[00:09:11.520 --> 00:09:14.440]  如果你說,兒子,兒子,聽話,聽話
[00:09:14.440 --> 00:09:16.160]  你是我的朋友
[00:09:16.160 --> 00:09:18.120]  但是誰知道你小學生的兒子
[00:09:18.120 --> 00:09:20.200]  讀完這頓聖經,突然就說
[00:09:20.200 --> 00:09:25.400]  爸爸媽媽,你聽我的話,你成為我的朋友
[00:09:25.400 --> 00:09:27.560]  你會怎麼樣?
[00:09:27.560 --> 00:09:29.200]  是不是?也不是很行,是不是?
[00:09:29.200 --> 00:09:31.440]  當然當中有很多是可行的
[00:09:31.440 --> 00:09:34.240]  但是為什麼不行?因為有位份的問題
[00:09:34.240 --> 00:09:37.400]  有父親和母親、子女的問題
[00:09:37.400 --> 00:09:41.560]  有長輩和幼兒園的問題
[00:09:41.560 --> 00:09:43.640]  皇帝說,你聽我的話,成為我的朋友
[00:09:43.640 --> 00:09:44.680]  你可不可以和皇帝說
[00:09:44.680 --> 00:09:46.160]  你聽我的話,成為我的朋友
[00:09:46.160 --> 00:09:47.600]  立刻砍頭,是不是?
[00:09:47.600 --> 00:09:50.280]  不行,是不是?因為有位份的問題
[00:09:50.280 --> 00:09:52.760]  所以耶穌這麼說
[00:09:52.760 --> 00:09:54.400]  你明白了吧?
[00:09:54.400 --> 00:09:56.160]  不是互惠互利那種
[00:09:56.160 --> 00:09:58.560]  耶穌你聽我的話,不是這樣的
[00:09:58.560 --> 00:09:59.920]  耶穌這麼說
[00:09:59.920 --> 00:10:04.240]  是沒有減低了祂的權威、權並
