
[00:00:00.000 --> 00:00:02.000]  各位聽子 每日早晨
[00:00:02.000 --> 00:00:03.000]  (早晨)
[00:00:03.000 --> 00:00:05.000]  好多人都在說
[00:00:05.000 --> 00:00:08.000]  用什麼說話形容香港人呢
[00:00:08.000 --> 00:00:11.000]  有說有一個字 就是忙
[00:00:11.000 --> 00:00:14.000]  有說忙不行 用三個字
[00:00:14.000 --> 00:00:18.000]  是忙 亂 和 倦
[00:00:18.000 --> 00:00:21.000]  所以就好想大家
[00:00:21.000 --> 00:00:24.000]  如果在你很忙碌的日程當中
[00:00:24.000 --> 00:00:27.000]  抽出一些時間出來 好嗎
[00:00:27.000 --> 00:00:30.000]  可以多一點可以上到獨峰山
[00:00:30.000 --> 00:00:32.000]  當然獨峰山不是唯一的地方
[00:00:32.000 --> 00:00:35.000]  多上到一個地方去安靜
[00:00:35.000 --> 00:00:37.000]  可以親近主
[00:00:37.000 --> 00:00:40.000]  求主在往日主裡面
[00:00:40.000 --> 00:00:43.000]  繼續大大祝福各位大英姊妹
[00:00:43.000 --> 00:00:46.000]  繼續開始 宣告一段時間
[00:00:46.000 --> 00:00:48.000]  或者我們可以有簡單的禱告
[00:00:48.000 --> 00:00:49.000]  主多謝祢
[00:00:49.000 --> 00:00:52.000]  多謝祢給我們有生命氣息
[00:00:52.000 --> 00:00:54.000]  多謝祢給我們
[00:00:54.000 --> 00:00:56.000]  可以回到祝你聖教當中
[00:00:56.000 --> 00:00:59.000]  和眾大兄姊妹一起敬拜你 親近你
[00:00:59.000 --> 00:01:02.000]  又多謝祢給我有機會
[00:01:02.000 --> 00:01:06.000]  站在港台 去宣講你的聖言
[00:01:06.000 --> 00:01:08.000]  與我口裡面言語
[00:01:08.000 --> 00:01:11.000]  心裡面意念是夢離越南
[00:01:11.000 --> 00:01:14.000]  叫講的 叫聽的
[00:01:14.000 --> 00:01:16.000]  多同夢因得福
[00:01:16.000 --> 00:01:18.000]  多謝主 聽我祈禱
[00:01:18.000 --> 00:01:21.000]  乃奉者命求 阿們
[00:01:21.000 --> 00:01:24.000]  好 多謝剛才湯姆孫教師
[00:01:24.000 --> 00:01:29.000]  幫我們讀了經文
[00:01:29.000 --> 00:01:33.000]  不過我都想特別去highlight幾個
[00:01:33.000 --> 00:01:34.000]  在第十七節裡面
[00:01:34.000 --> 00:01:35.000]  他特別提到
[00:01:35.000 --> 00:01:40.000]  我們可以稱這位創天造地主
[00:01:40.000 --> 00:01:42.000]  作為我們父
[00:01:42.000 --> 00:01:44.000]  然後我們可以怎麼樣呢
[00:01:44.000 --> 00:01:49.000]  要全境外心在世寄居的日子
[00:01:49.000 --> 00:01:52.000]  跟著他又提到
[00:01:52.000 --> 00:01:54.000]  我們可以得宿
[00:01:54.000 --> 00:01:56.000]  是因為基督的補血的緣故
[00:01:56.000 --> 00:01:57.000]  如果沒有主
[00:01:57.000 --> 00:01:59.000]  你和我都不知道怎麼辦
[00:01:59.000 --> 00:02:02.000]  你繼續去講一段時間
[00:02:02.000 --> 00:02:03.000]  去提醒我們
[00:02:03.000 --> 00:02:06.000]  今天你和我的信心和盼望
[00:02:06.000 --> 00:02:08.000]  都完全是出於神
[00:02:08.000 --> 00:02:12.000]  因此我們要學習主的榜樣
[00:02:12.000 --> 00:02:14.000]  去聽主的教導
[00:02:14.000 --> 00:02:16.000]  主說我怎樣去愛你們
[00:02:16.000 --> 00:02:18.000]  你們都要彼此相愛
[00:02:18.000 --> 00:02:25.000]  所以要從心裡面去切實地彼此相愛
[00:02:25.000 --> 00:02:28.000]  跟著說我們忘了重生
[00:02:28.000 --> 00:02:30.000]  不是由能壞的種子
[00:02:30.000 --> 00:02:34.000]  就是說我們這份得宿的把握
[00:02:34.000 --> 00:02:35.000]  是很實在的
[00:02:35.000 --> 00:02:38.000]  是可以傳到永恆的
[00:02:38.000 --> 00:02:40.000]  彼得前書有人稱之為
[00:02:40.000 --> 00:02:43.000]  在患難當中去勉勵
[00:02:43.000 --> 00:02:45.000]  去鼓勵信徒持守信心
[00:02:45.000 --> 00:02:48.000]  是一卷的書卷
[00:02:48.000 --> 00:02:50.000]  書裡面提到受苦
[00:02:50.000 --> 00:02:53.000]  大概有十六次這麼多
[00:02:53.000 --> 00:02:56.000]  其中七次就講到基督的受苦
[00:02:56.000 --> 00:02:57.000]  其實在這裡
[00:02:57.000 --> 00:03:01.000]  有人說彼得很想去提醒讀者
[00:03:01.000 --> 00:03:06.000]  苦難是在所難免的
[00:03:06.000 --> 00:03:08.000]  而今天你和我
[00:03:08.000 --> 00:03:12.000]  作為跟隨主的人
[00:03:12.000 --> 00:03:15.000]  我們要效法主的榜樣
[00:03:15.000 --> 00:03:18.000]  要忍受這些苦難
[00:03:18.000 --> 00:03:21.000]  我們要專心地去仰望神
[00:03:21.000 --> 00:03:23.000]  注目永恆
[00:03:23.000 --> 00:03:29.000]  並且抱有信心去等候將來
[00:03:29.000 --> 00:03:32.000]  將來能夠跟基督同享永遠的榮耀
[00:03:32.000 --> 00:03:35.000]  的日子來臨
[00:03:35.000 --> 00:03:39.000]  彼得前書有很多神學上的論述
[00:03:39.000 --> 00:03:43.000]  其中有關救贖論他這麼說
[00:03:43.000 --> 00:03:46.000]  信徒都是用父神所揀選的
[00:03:46.000 --> 00:03:48.000]  得到聖靈的扶持
[00:03:48.000 --> 00:03:50.000]  就是耶穌基督的捨身和補血
[00:03:50.000 --> 00:03:52.000]  所救贖而得以潔淨
[00:03:52.000 --> 00:03:55.000]  以至我們能得到永恆
[00:03:55.000 --> 00:03:57.000]  和活潑的盼望
[00:03:57.000 --> 00:03:58.000]  他又說
[00:03:58.000 --> 00:04:00.000]  我們作為他的跟隨者這段時間
[00:04:00.000 --> 00:04:02.000]  我們是在世寄居的
[00:04:02.000 --> 00:04:04.000]  記住我們是寄居的
[00:04:04.000 --> 00:04:09.000]  是過著入世而同時超世的生活
[00:04:09.000 --> 00:04:11.000]  在基督論裏面
[00:04:11.000 --> 00:04:15.000]  他特別提醒我們對基督有更深的認識
[00:04:15.000 --> 00:04:18.000]  耶穌基督你是救贖主
[00:04:18.000 --> 00:04:20.000]  也是釋放我們那個
[00:04:20.000 --> 00:04:22.000]  是我們主宰
[00:04:22.000 --> 00:04:23.000]  不只是我們救贖
[00:04:23.000 --> 00:04:25.000]  也是我們生命的主
[00:04:25.000 --> 00:04:27.000]  耶穌基督是跟父神同在
[00:04:27.000 --> 00:04:29.000]  也是創造者
[00:04:29.000 --> 00:04:33.000]  耶穌同時是一個被殺的羔羊
[00:04:33.000 --> 00:04:37.000]  他是從死裏面復活的得勝者
[00:04:37.000 --> 00:04:38.000]  如果我繼續說下去
[00:04:38.000 --> 00:04:40.000]  大家會覺得很悶
[00:04:40.000 --> 00:04:42.000]  好像在上神學課程
[00:04:42.000 --> 00:04:45.000]  今天我想重點不是放在基督論
[00:04:45.000 --> 00:04:47.000]  不是放在教術論裏
[00:04:47.000 --> 00:04:50.000]  雖然我們有機會在不同的情況之下
[00:04:50.000 --> 00:04:52.000]  我們可以有更深的認識
[00:04:52.000 --> 00:04:56.000]  我今天很想把我的重點放在這裏
[00:04:56.000 --> 00:05:03.000]  在我們如何去活出在地若天的生活
[00:05:03.000 --> 00:05:08.000]  如果我們看剛才我讀的基文第十九到二十一節裏面
[00:05:08.000 --> 00:05:09.000]  那裏這樣說
[00:05:09.000 --> 00:05:11.000]  我們憑著基督的捨身流出寶血
[00:05:11.000 --> 00:05:13.000]  從死亡中復活
[00:05:13.000 --> 00:05:15.000]  夢神的救贖得著盼望
[00:05:15.000 --> 00:05:16.000]  記得吧
[00:05:16.000 --> 00:05:19.000]  剛才讀完我又highlight過
[00:05:19.000 --> 00:05:20.000]  第23節這樣說
[00:05:20.000 --> 00:05:25.000]  我們是藉著神活潑上傳的道得而永生
[00:05:25.000 --> 00:05:27.000]  講這些講給我聽什麼呢
[00:05:27.000 --> 00:05:32.000]  就是今天你和我其中有著一個屬天的身份
[00:05:32.000 --> 00:05:34.000]  我們很多時會忘記了
[00:05:34.000 --> 00:05:36.000]  因為地上的事實實在太多
[00:05:36.000 --> 00:05:37.000]  需要我們回應
[00:05:37.000 --> 00:05:38.000]  需要處理
[00:05:38.000 --> 00:05:40.000]  有時我們忽略了
[00:05:40.000 --> 00:05:43.000]  原來我們是有一個屬天的身份
[00:05:43.000 --> 00:05:46.000]  我們再看回第十七節這樣說
[00:05:46.000 --> 00:05:49.000]  我們可以清點那位創天造地的父
[00:05:49.000 --> 00:05:52.000]  那位神為我們父
[00:05:52.000 --> 00:05:54.000]  可以重拾兒女的身份
[00:05:54.000 --> 00:05:57.000]  得著子女的名份
[00:05:57.000 --> 00:06:01.000]  我記得年本之前跟大家分享
[00:06:01.000 --> 00:06:03.000]  浪子的比喻
[00:06:03.000 --> 00:06:05.000]  當時叫awakening
[00:06:05.000 --> 00:06:08.000]  提到大兒子
[00:06:08.000 --> 00:06:10.000]  我覺得很特別
[00:06:10.000 --> 00:06:12.000]  今天很想再一次提
[00:06:12.000 --> 00:06:13.000]  我們都知道
[00:06:13.000 --> 00:06:16.000]  我們有子女的名份和身份
[00:06:16.000 --> 00:06:18.000]  但不知為什麼
[00:06:18.000 --> 00:06:21.000]  我們很多時會忘記了
[00:06:21.000 --> 00:06:23.000]  甚至失去了
[00:06:23.000 --> 00:06:28.000]  很多時我們只是滿足於完成信徒的責任
[00:06:28.000 --> 00:06:31.000]  如果你還記得我上一次跟大家分享
[00:06:31.000 --> 00:06:33.000]  我們好像奴僕
[00:06:33.000 --> 00:06:35.000]  甚至像奴隸一樣
[00:06:35.000 --> 00:06:38.000]  我們不夠膽違背主的命令
[00:06:38.000 --> 00:06:40.000]  但卻沒有因為愛的緣故
[00:06:40.000 --> 00:06:44.000]  去過一個土庫神喜悅的生活
[00:06:44.000 --> 00:06:47.000]  我們沒辦法和主建立很親密的關係
[00:06:47.000 --> 00:06:48.000]  不知不覺
[00:06:48.000 --> 00:06:49.000]  這個大兒子
[00:06:49.000 --> 00:06:54.000]  或者有時是我們成了一個在家的浪子
[00:06:54.000 --> 00:06:57.000]  大兒子一直覺得父親不關心他
[00:06:57.000 --> 00:06:59.000]  也不會為他付出什麼
[00:06:59.000 --> 00:07:00.000]  所以說
[00:07:00.000 --> 00:07:02.000]  一隻羊羔你沒有給我
[00:07:02.000 --> 00:07:04.000]  我們有時都會這樣埋怨
[00:07:04.000 --> 00:07:08.000]  因此他只能以一個故宮的心態
[00:07:08.000 --> 00:07:10.000]  和父親相處
[00:07:10.000 --> 00:07:15.000]  盡量不要為這位老爹添上麻煩就好了
[00:07:15.000 --> 00:07:17.000]  提到這位大兒子
[00:07:17.000 --> 00:07:23.000]  有時會問問今天你和我又怎樣呢
[00:07:23.000 --> 00:07:26.000]  可能有些大兄知道我其實已經離開了
[00:07:26.000 --> 00:07:28.000]  恩林堂服侍
[00:07:28.000 --> 00:07:30.000]  我已經退休了
[00:07:30.000 --> 00:07:34.000]  我有一段時間在獨公山做靈修指導
[00:07:34.000 --> 00:07:37.000]  有一次有一位大兄
[00:07:37.000 --> 00:07:41.000]  這位大兄我相當欣賞的大兄
[00:07:41.000 --> 00:07:45.000]  他要求希望接受靈修指導
[00:07:45.000 --> 00:07:50.000]  因為他心裏面好像有一種神聖的不滿足
[00:07:50.000 --> 00:07:53.000]  我第一次見他了解一下
[00:07:53.000 --> 00:07:57.000]  原來這位大兄在教會裏面很熱心服侍
[00:07:57.000 --> 00:07:59.000]  是教會的長輩
[00:07:59.000 --> 00:08:01.000]  做完一任又一任
[00:08:01.000 --> 00:08:03.000]  可能連選連任之後停一停
[00:08:03.000 --> 00:08:06.000]  然後繼續去做那些很熱心的
[00:08:06.000 --> 00:08:07.000]  他繼續說
[00:08:07.000 --> 00:08:10.000]  其實我每一天五點鐘起床
[00:08:10.000 --> 00:08:12.000]  就靈修
[00:08:12.000 --> 00:08:13.000]  就禱告
[00:08:13.000 --> 00:08:14.000]  去清印神
[00:08:14.000 --> 00:08:16.000]  然後每一晚
[00:08:16.000 --> 00:08:19.000]  夜晚的時候和太太一起
[00:08:19.000 --> 00:08:21.000]  就會為教會
[00:08:21.000 --> 00:08:24.000]  為宣教工作去祈禱
[00:08:24.000 --> 00:08:26.000]  我一邊聽的時候
[00:08:26.000 --> 00:08:27.000]  我有點汗眼
[00:08:27.000 --> 00:08:30.000]  因為我都沒有五點鐘起床祈禱
[00:08:30.000 --> 00:08:32.000]  但為甚麼這位大兄
[00:08:32.000 --> 00:08:35.000]  會有一種神聖的不滿足呢
[00:08:35.000 --> 00:08:36.000]  他說是呀
[00:08:36.000 --> 00:08:37.000]  我做了很多
[00:08:37.000 --> 00:08:41.000]  但我總是覺得跟主好像很相似
[00:08:41.000 --> 00:08:44.000]  我就想起這個大兒子
[00:08:44.000 --> 00:08:46.000]  他做了很多
[00:08:46.000 --> 00:08:49.000]  不過同父是很怨很怨
[00:08:49.000 --> 00:08:52.000]  在靈修陪伴的過程當中
[00:08:52.000 --> 00:08:54.000]  有一次他和我分享
[00:08:54.000 --> 00:08:57.000]  他的身體出現了毛病
[00:08:57.000 --> 00:08:59.000]  神的功能愈來愈低
[00:08:59.000 --> 00:09:02.000]  醫生和醫護都提醒
[00:09:02.000 --> 00:09:06.000]  很可能如果再有事發生
[00:09:06.000 --> 00:09:08.000]  可能要去洗身
[00:09:08.000 --> 00:09:10.000]  我們就鼓勵
[00:09:10.000 --> 00:09:13.000]  不如這段時間你心裡記掛
[00:09:13.000 --> 00:09:15.000]  你向主呼求吧
[00:09:15.000 --> 00:09:17.000]  這位大兄很好
[00:09:17.000 --> 00:09:18.000]  他有祈禱
[00:09:18.000 --> 00:09:21.000]  他有向主去陳明
[00:09:21.000 --> 00:09:22.000]  他自己的境況
[00:09:22.000 --> 00:09:24.000]  我身體的情況怎樣怎樣
[00:09:24.000 --> 00:09:26.000]  不過很奇怪
[00:09:26.000 --> 00:09:28.000]  他一邊說了自己的情況之後
[00:09:28.000 --> 00:09:30.000]  就只是大概用這句話
[00:09:30.000 --> 00:09:34.000]  願主的旨意去成就在自己身上
[00:09:34.000 --> 00:09:36.000]  我說大兄
[00:09:36.000 --> 00:09:39.000]  為甚麼祈禱你不會求神介入呢
[00:09:39.000 --> 00:09:42.000]  你不會求神去醫治呢
[00:09:42.000 --> 00:09:44.000]  你不會求神去保守呢
[00:09:44.000 --> 00:09:46.000]  他就跟我說
[00:09:46.000 --> 00:09:47.000]  牧師牧師
[00:09:47.000 --> 00:09:49.000]  我害怕
[00:09:49.000 --> 00:09:52.000]  如果主的心意不是要我得到醫治呢
[00:09:52.000 --> 00:09:55.000]  如果主的心意是要我這樣病下去呢
[00:09:55.000 --> 00:09:58.000]  那我就怎樣違背主的心意呢
[00:09:58.000 --> 00:10:04.000]  我要求主的旨意去成就就行了
[00:10:04.000 --> 00:10:06.000]  不知道大家會不會都是這樣
[00:10:06.000 --> 00:10:08.000]  很恐懼很震驚
[00:10:08.000 --> 00:10:11.000]  仍然不要順從我的意思
[00:10:11.000 --> 00:10:13.000]  順從神的意思就好了
[00:10:13.000 --> 00:10:17.000]  這位大兄裡面是很多的恐懼
[00:10:17.000 --> 00:10:18.000]  很多的震驚
[00:10:18.000 --> 00:10:20.000]  跟主仍然有一種
[00:10:20.000 --> 00:10:22.000]  好像主跟僕的關係
[00:10:22.000 --> 00:10:24.000]  沒有辦法去活出那個
[00:10:24.000 --> 00:10:27.000]  兒女的身份和名份
[00:10:27.000 --> 00:10:30.000]  我今天主最近再跟他見面
[00:10:30.000 --> 00:10:31.000]  他跟我分享
[00:10:31.000 --> 00:10:33.000]  他說現在開始洗
[00:10:33.000 --> 00:10:34.000]  要洗肚了
[00:10:34.000 --> 00:10:35.000]  在家裡有部機
[00:10:35.000 --> 00:10:36.000]  洗的過程當中
[00:10:36.000 --> 00:10:38.000]  他說有時真的不是很順利
[00:10:38.000 --> 00:10:40.000]  要洗大概八個小時左右
[00:10:40.000 --> 00:10:43.000]  洗之前要準備一個半小時
[00:10:43.000 --> 00:10:47.000]  有時喉管那些就未必很好的
[00:10:47.000 --> 00:10:49.000]  無論預備好
[00:10:49.000 --> 00:10:51.000]  然後去清洗
[00:10:51.000 --> 00:10:53.000]  他說我有時跟喉管喉管
[00:10:53.000 --> 00:10:55.000]  你今天乖一點
[00:10:55.000 --> 00:10:57.000]  不要再麻煩了
[00:10:57.000 --> 00:10:58.000]  讓我順順利利
[00:10:58.000 --> 00:11:01.000]  讓我可以順利完成洗肚
[00:11:01.000 --> 00:11:03.000]  因為還要上班
[00:11:03.000 --> 00:11:06.000]  因為聊了一段時間
[00:11:06.000 --> 00:11:07.000]  我說你跟喉管聊天
[00:11:07.000 --> 00:11:08.000]  其實不是
[00:11:08.000 --> 00:11:09.000]  我跟主在聊天
[00:11:09.000 --> 00:11:11.000]  不過他開始
[00:11:11.000 --> 00:11:16.000]  可以將自己很實在的事情
[00:11:16.000 --> 00:11:18.000]  可以跟主好像朋友那樣
[00:11:18.000 --> 00:11:20.000]  可以聊聊
[00:11:20.000 --> 00:11:21.000]  我真的不太行
[00:11:21.000 --> 00:11:22.000]  主你幫我
[00:11:22.000 --> 00:11:24.000]  希望今天事業順利
[00:11:24.000 --> 00:11:26.000]  不然我不知道洗多久
[00:11:26.000 --> 00:11:27.000]  我又不能上班
[00:11:27.000 --> 00:11:29.000]  因為他對自己很嚴格
