
[00:00:00.000 --> 00:00:04.780]  亞述國 春秋
[00:00:04.780 --> 00:00:06.680]  這個春秋我用中國名詞來解釋
[00:00:06.680 --> 00:00:10.660]  春秋就是發生的事 我們要知道
[00:00:10.660 --> 00:00:14.820]  亞述國春秋是用中國的春秋來解釋
[00:00:14.820 --> 00:00:18.220]  剛才彭麗姐說我們讀《二賽亞書》第五章
[00:00:18.220 --> 00:00:21.160]  第十章第五節到第十五節
[00:00:21.160 --> 00:00:23.260]  都是講關於亞述國的 看到嗎?
[00:00:23.260 --> 00:00:26.240]  剛才讀經的時候讀的以三亞書
[00:00:26.240 --> 00:00:28.320]  十章五到十二節都是講亞述國
[00:00:28.320 --> 00:00:31.780]  一會兒臨結尾的時候 《二賽亞書》第十九章
[00:00:31.780 --> 00:00:33.400]  又會提到亞述國
[00:00:33.400 --> 00:00:35.900]  在結尾的時候也會講以三亞書十九
[00:00:35.900 --> 00:00:37.400]  也是講了亞述國
[00:00:37.400 --> 00:00:40.340]  所以我今天要講的是 亞述國是離不開聖經的
[00:00:40.340 --> 00:00:42.480]  亞述國是離不開聖經的
[00:00:42.480 --> 00:00:45.800]  離不開以色列 猶大
[00:00:45.800 --> 00:00:49.160]  那究竟亞述國是甚麼何方神聖呢?
[00:00:49.160 --> 00:00:50.220]  在哪裡來的呢?
[00:00:50.220 --> 00:00:55.960]  到底亞述國是何方神聖? 從哪裡來的呢?
[00:00:55.960 --> 00:00:58.880]  大家一直在想 為甚麼突然間爆出一個亞述國
[00:00:58.880 --> 00:01:02.660]  又這麼威風 又將以色列 不過以色列亡了呢?
[00:01:02.660 --> 00:01:04.920]  為甚麼突然出現一個亞述國
[00:01:04.920 --> 00:01:07.360]  將以色列人的美國人亡了呢?
[00:01:07.360 --> 00:01:10.480]  大家知不知道 我剛才都講了
[00:01:10.480 --> 00:01:13.300]  故事的來龍去脈
[00:01:13.300 --> 00:01:14.760]  故事的來龍去脈
[00:01:14.760 --> 00:01:17.800]  你能夠明白之後 你就明白故事好很多了
[00:01:17.800 --> 00:01:21.340]  如果明白了 就會明白以後的很多事了
[00:01:21.340 --> 00:01:24.440]  所以今天我給的題目叫「亞述國春秋」
[00:01:24.440 --> 00:01:26.940]  所以今天的題目是「亞述國春秋」
[00:01:26.940 --> 00:01:29.100]  就是亞述國的興亡史
[00:01:29.100 --> 00:01:31.240]  就是亞述國的興亡史
[00:01:31.240 --> 00:01:32.820]  用一堂課講不完的
[00:01:32.820 --> 00:01:33.900]  一堂課講不完的
[00:01:33.900 --> 00:01:35.460]  不過我又將它濃縮了
[00:01:35.460 --> 00:01:36.680]  將它濃縮
[00:01:36.680 --> 00:01:38.240]  好 今天就cover它
[00:01:38.240 --> 00:01:40.600]  首先 地域人種
[00:01:40.600 --> 00:01:44.440]  今天講地域人種
[00:01:44.440 --> 00:01:49.180]  亞述是在2400年之前 已經有這個人了
[00:01:49.180 --> 00:01:53.720]  亞述是在祖前2400年就有了
[00:01:53.720 --> 00:01:56.380]  阿伯拉罕是祖前1800年左右
[00:01:56.380 --> 00:01:59.120]  波拉罕是祖前1800年
[00:01:59.120 --> 00:02:00.320]  這個還早
[00:02:00.320 --> 00:02:02.120]  還有早
[00:02:02.120 --> 00:02:04.720]  其實他們的祖先是哪一位呢?
[00:02:04.720 --> 00:02:06.320]  他們的祖先是誰呢?
[00:02:06.320 --> 00:02:07.320]  亞述
[00:02:07.320 --> 00:02:08.820]  是亞述
[00:02:08.820 --> 00:02:10.820]  你騙我
[00:02:10.820 --> 00:02:13.820]  你可以不騙的
[00:02:13.820 --> 00:02:15.740]  亞述人的祖先就是亞述
[00:02:15.740 --> 00:02:17.320]  亞述人當然就是亞述
[00:02:17.320 --> 00:02:18.460]  亞述是從哪裏來的?
[00:02:18.460 --> 00:02:19.420]  亞述是從哪裏來的?
[00:02:19.420 --> 00:02:20.800]  回到創世紀
[00:02:20.800 --> 00:02:21.600]  回到創世紀
[00:02:21.600 --> 00:02:24.940]  十章二十二節
[00:02:24.940 --> 00:02:27.540]  大家知道羅亞有三個兒子
[00:02:27.540 --> 00:02:29.340]  羅亞有三個兒子
[00:02:29.340 --> 00:02:34.540]  閃、涵、阿伯、亞邦
[00:02:34.540 --> 00:02:39.340]  十章二十二節就報道給我們知道
[00:02:39.340 --> 00:02:41.120]  閃有五個兒子
[00:02:41.120 --> 00:02:43.240]  十章二十二節講到閃
[00:02:43.240 --> 00:02:46.040]  第二個兒子就叫做亞述
[00:02:46.040 --> 00:02:48.380]  閃的第二個兒子就是亞述
[00:02:48.380 --> 00:02:49.380]  我要用很多英文
[00:02:49.380 --> 00:02:53.380]  因為我今天講的內容完全沒有來自英文
[00:02:53.380 --> 00:02:54.680]  中文是甚麼呢?
[00:02:54.680 --> 00:02:57.780]  我盡量都將翻譯給你聽聽
[00:02:57.780 --> 00:02:59.280]  今天盡量講中文的翻譯
[00:02:59.280 --> 00:03:00.280]  亞述呢?
[00:03:00.280 --> 00:03:05.080]  A-S-S-H-U-R
[00:03:05.080 --> 00:03:07.580]  亞述
[00:03:07.580 --> 00:03:08.980]  如果將這個字拆開英文呢?
[00:03:08.980 --> 00:03:09.980]  S
[00:03:09.980 --> 00:03:11.980]  將它拆開是S
[00:03:11.980 --> 00:03:13.580]  不要聽了
[00:03:13.580 --> 00:03:14.780]  Her
[00:03:14.780 --> 00:03:16.980]  And her
[00:03:16.980 --> 00:03:19.480]  她真的是做了S
[00:03:19.480 --> 00:03:21.280]  她很頑皮
[00:03:21.280 --> 00:03:22.780]  所以很奇怪
[00:03:22.780 --> 00:03:24.480]  亞述
[00:03:24.480 --> 00:03:25.980]  是閃的第二個兒子
[00:03:25.980 --> 00:03:28.680]  閃的第二個兒子
[00:03:28.680 --> 00:03:30.180]  那麼阿巴拉罕是哪個兒子呢?
[00:03:30.180 --> 00:03:31.680]  是從哪裏來的呢?
[00:03:31.680 --> 00:03:33.480]  是從哪裏來的呢?
[00:03:33.480 --> 00:03:35.980]  所以我就要加一些解釋
[00:03:35.980 --> 00:03:39.380]  阿巴拉罕的祖先
[00:03:39.380 --> 00:03:41.380]  就是亞述的第三兒子
[00:03:41.380 --> 00:03:44.880]  是亞述的第三個兒子
[00:03:44.880 --> 00:03:49.780]  阿發薩
[00:03:49.780 --> 00:03:51.280]  十章二二
[00:03:51.280 --> 00:03:52.480]  十章二十二節
[00:03:52.480 --> 00:03:53.980]  大家看不看到?
[00:03:53.980 --> 00:03:56.680]  亞述人
[00:03:56.680 --> 00:03:58.780]  以色列人是阿巴拉罕的子孫
[00:03:58.780 --> 00:04:00.980]  以色列人是阿巴拉罕的子孫
[00:04:00.980 --> 00:04:02.180]  有沒有關係?
[00:04:02.180 --> 00:04:05.580]  他們有沒有關係呢?
[00:04:05.580 --> 00:04:07.680]  兩三個祖宗是甚麼?
[00:04:07.680 --> 00:04:08.680]  兄弟來的
[00:04:08.680 --> 00:04:10.980]  他們的祖宗是兄弟
[00:04:10.980 --> 00:04:12.780]  但是後來打到七彩了
[00:04:12.780 --> 00:04:14.980]  但是後來打得很厲害
[00:04:14.980 --> 00:04:18.380]  為甚麼會這樣呢?
[00:04:18.380 --> 00:04:20.480]  所以你要明白這件事
[00:04:20.480 --> 00:04:21.680]  一路讀歷史
[00:04:21.680 --> 00:04:23.980]  你就會有些意思了
[00:04:23.980 --> 00:04:25.780]  亞述是一個很大
[00:04:25.780 --> 00:04:27.980]  大帝國 Empire
[00:04:27.980 --> 00:04:29.580]  亞述是一個大國
[00:04:29.580 --> 00:04:31.180]  曾經非常強大
[00:04:31.180 --> 00:04:32.380]  曾經非常強大
[00:04:32.380 --> 00:04:33.880]  在公元前
[00:04:33.880 --> 00:04:36.580]  這個不信主人就用這個名字
[00:04:36.580 --> 00:04:38.780]  我們信主人叫做主前
[00:04:38.780 --> 00:04:43.880]  第九世紀到第七世紀
[00:04:43.880 --> 00:04:45.780]  雄巨中東
[00:04:45.780 --> 00:04:49.380]  主前就是第九和第七世紀的
[00:04:49.380 --> 00:04:51.380]  當時雄巨中東
[00:04:51.380 --> 00:04:54.280]  他們所征服的地區
[00:04:54.280 --> 00:04:55.780]  他們當時征服的地區
[00:04:55.780 --> 00:04:59.380]  包括現在的土耳其
[00:04:59.380 --> 00:05:01.180]  伊拉克
[00:05:01.180 --> 00:05:02.580]  敘利亞
[00:05:02.580 --> 00:05:03.880]  約旦
[00:05:03.880 --> 00:05:05.480]  黎巴嫩
[00:05:05.480 --> 00:05:07.080]  這些國家的名字
[00:05:07.080 --> 00:05:09.480]  這些國家呢?
[00:05:09.480 --> 00:05:11.680]  你看報紙看CNN
[00:05:11.680 --> 00:05:12.980]  有沒有在看?
[00:05:12.980 --> 00:05:15.280]  經常在CNN報紙上提到
[00:05:15.280 --> 00:05:17.580]  可以說這些東西不是脫離的
[00:05:17.580 --> 00:05:18.680]  不貼切的
[00:05:18.680 --> 00:05:22.180]  但這些不是脫離實際的
[00:05:22.180 --> 00:05:24.780]  它主要城市就是尼尼尼
[00:05:24.780 --> 00:05:27.980]  它的主要城市的首都就是尼尼尼
[00:05:27.980 --> 00:05:30.380]  請問哪一本書有提到尼尼尼?
[00:05:30.380 --> 00:05:33.080]  哪一本書有提到尼尼尼呢?
[00:05:33.080 --> 00:05:35.380]  約拿書
[00:05:35.380 --> 00:05:37.880]  從前已經有關係了 約拿書
[00:05:37.880 --> 00:05:38.880]  約拿書
[00:05:38.880 --> 00:05:41.780]  約拿呢?上帝給一個job它在哪裏?
[00:05:41.780 --> 00:05:42.880]  上帝給約拿一個job
[00:05:42.880 --> 00:05:44.780]  去尼尼尼傳福音
[00:05:44.780 --> 00:05:46.780]  約拿書很值得讀的
[00:05:46.780 --> 00:05:48.080]  一句話而已
[00:05:48.080 --> 00:05:48.880]  一句話
[00:05:48.880 --> 00:05:50.380]  最成功的傳福音
[00:05:50.380 --> 00:05:52.580]  最成功的傳福音
[00:05:52.580 --> 00:05:53.680]  一句而已
[00:05:53.680 --> 00:05:54.580]  就一句話
[00:05:54.580 --> 00:05:56.080]  約拿書慢慢讀
[00:05:56.080 --> 00:05:58.480]  在約拿書
[00:05:58.480 --> 00:06:00.180]  它的首都是尼尼尼
[00:06:00.180 --> 00:06:02.280]  它的首都是尼尼尼
[00:06:02.280 --> 00:06:05.480]  究竟今天沒有尼尼尼了嗎?
[00:06:05.480 --> 00:06:06.380]  今天還有尼尼尼
[00:06:06.380 --> 00:06:08.380]  那個城市今天叫什麼名字呢?
[00:06:08.380 --> 00:06:10.880]  今天叫什麼呢?
[00:06:10.880 --> 00:06:12.380]  Mosul
[00:06:12.380 --> 00:06:14.480]  M-O-S-U-L
[00:06:14.480 --> 00:06:15.980]  M-O-S-U-L
[00:06:15.980 --> 00:06:17.480]  中文叫什麼呢?
[00:06:17.480 --> 00:06:18.780]  摩蘇爾
[00:06:18.780 --> 00:06:20.080]  摩蘇爾
[00:06:20.080 --> 00:06:23.880]  摩蘇爾你打聽一下有沒有?
[00:06:23.880 --> 00:06:26.280]  在北邊一個大城市
[00:06:26.280 --> 00:06:28.980]  對 伊拉克北邊一個大城市
[00:06:28.980 --> 00:06:32.480]  阿述這個字的名字很漂亮 又是人名又是一個城市
[00:06:32.480 --> 00:06:35.080]  阿述在哪裡我都不知道
[00:06:35.080 --> 00:06:39.280]  另外一個叫阿貝爾
[00:06:39.280 --> 00:06:40.780]  還有一個城市叫阿貝爾
[00:06:40.780 --> 00:06:44.280]  還有一個叫尼姆羅德
[00:06:44.280 --> 00:06:45.380]  尼姆羅德
[00:06:45.380 --> 00:06:47.080]  還有阿拉哈
[00:06:47.080 --> 00:06:48.380]  阿拉哈
[00:06:48.380 --> 00:06:49.080]  阿拉哈
[00:06:49.080 --> 00:06:50.080]  和亞拉哈
[00:06:50.080 --> 00:06:53.880]  是這麼多城市加起來
[00:06:53.880 --> 00:06:55.780]  就是說阿述的人
[00:06:55.780 --> 00:06:57.780]  散步去到這麼多城市
[00:06:57.780 --> 00:07:00.080]  亞述人散步在這麼多城市
[00:07:00.080 --> 00:07:01.580]  大家要明白一件事
[00:07:01.580 --> 00:07:05.380]  就是亞述國不是只有一個城市的
[00:07:05.380 --> 00:07:06.880]  不只是一個城市
[00:07:06.880 --> 00:07:09.380]  亞述人去到很多地方的
[00:07:09.380 --> 00:07:10.880]  亞述人去到很多地方
[00:07:10.880 --> 00:07:12.880]  每一個城市地方都有一個國家
[00:07:12.880 --> 00:07:15.580]  每一個城市好像一個國家
[00:07:15.580 --> 00:07:18.180]  大家應該對這個印象不陌生
[00:07:18.180 --> 00:07:20.180]  大家對這個現象不是陌生的
[00:07:20.180 --> 00:07:21.680]  春秋戰國
[00:07:21.680 --> 00:07:24.480]  在春秋戰國時期
[00:07:24.480 --> 00:07:26.280]  七谷敢亂
[00:07:26.280 --> 00:07:29.480]  七個國家
[00:07:29.480 --> 00:07:31.680]  齊楚嫣、韓、趙、魏、韓
[00:07:31.680 --> 00:07:33.080]  大家懂不懂
[00:07:33.080 --> 00:07:34.980]  是甚麼人來的
[00:07:34.980 --> 00:07:36.080]  中國人來的
[00:07:36.080 --> 00:07:37.680]  都是中國人
[00:07:37.680 --> 00:07:39.780]  對不對
[00:07:39.780 --> 00:07:40.980]  打不打架
[00:07:40.980 --> 00:07:42.480]  他們之間有沒有很混亂
[00:07:42.480 --> 00:07:46.280]  可以說了是吧
[00:07:46.280 --> 00:07:48.080]  每一個都是自己的國家
[00:07:48.080 --> 00:07:49.280]  每一個都有自己的國家
[00:07:49.280 --> 00:07:50.080]  你明白中國歷史
[00:07:50.080 --> 00:07:51.880]  你明白當時的歷史嗎
[00:07:51.880 --> 00:07:52.280]  明白了
[00:07:52.280 --> 00:07:54.080]  中國的歷史和當時的歷史
[00:07:54.080 --> 00:07:56.080]  所以每一個都是一個國來的
[00:07:56.080 --> 00:07:57.080]  每一個都是一個國家
[00:07:57.080 --> 00:07:59.480]  哪個強了出來就聯合了
[00:07:59.480 --> 00:08:01.480]  哪一個強了就聯合了
[00:08:01.480 --> 00:08:02.880]  哪個聯合了
[00:08:02.880 --> 00:08:04.680]  秦始皇
[00:08:04.680 --> 00:08:06.680]  秦始皇的聯合
[00:08:06.680 --> 00:08:07.680]  如果你明白這件事
[00:08:07.680 --> 00:08:10.080]  其實在我的歷史裏面
[00:08:10.080 --> 00:08:11.280]  還有阿蘭
[00:08:11.280 --> 00:08:12.280]  在中原有一個阿蘭
[00:08:12.280 --> 00:08:15.480]  我剛才說阿蘭是最小的兒子
[00:08:15.480 --> 00:08:16.880]  五弟五弟阿蘭
[00:08:16.880 --> 00:08:18.680]  阿蘭是沈最小的兒子
[00:08:18.680 --> 00:08:20.180]  阿蘭是誰
