
[00:00:00.000 --> 00:00:01.860]  好的,我們一起看聖經
[00:00:01.860 --> 00:00:03.720]  今天跟大家看《善會》
[00:00:03.720 --> 00:00:05.180]  這是我的教會
[00:00:05.180 --> 00:00:09.020]  講到大綱寫著二章九節的下
[00:00:09.020 --> 00:00:11.080]  就是這張,是正確的
[00:00:11.080 --> 00:00:12.620]  這裡是說
[00:00:12.620 --> 00:00:17.100]  也知道那自稱是猶太人的所說誹謗的話
[00:00:17.100 --> 00:00:21.220]  其實他們不是猶太人,而是撒旦會堂的人
[00:00:21.220 --> 00:00:25.280]  上一次剛好上個主題跟大家分享過了
[00:00:25.280 --> 00:00:32.340]  就是有些人是生出來的
[00:00:32.340 --> 00:00:34.620]  譬如說爸爸媽媽都是猶太人
[00:00:34.620 --> 00:00:38.480]  所以生了他出來,他就是一個猶太人
[00:00:38.480 --> 00:00:41.080]  如果爸爸也是猶太人,媽媽也是猶太人
[00:00:41.080 --> 00:00:45.360]  生了他出來,他當然是一個猶太人的身份
[00:00:45.360 --> 00:00:47.360]  血統來講
[00:00:47.360 --> 00:00:53.380]  但是聖經裡面講到猶太人的真或者假
[00:00:53.380 --> 00:00:56.700]  就不是用血統來講的
[00:00:56.700 --> 00:01:01.000]  當然很多經文是這樣的意思
[00:01:01.000 --> 00:01:04.600]  猶太人就是猶太人,血統上是猶太人
[00:01:04.600 --> 00:01:08.360]  而外邦人就是血統上他們不是猶太人
[00:01:08.360 --> 00:01:13.740]  這是很字面的解釋,這也是正確的
[00:01:13.740 --> 00:01:19.900]  因為在那段經文當他要表達到他是一個什麼國籍的時候
[00:01:19.900 --> 00:01:21.560]  這是正確的
[00:01:21.560 --> 00:01:24.480]  但是聖經裡面也很強調到
[00:01:24.480 --> 00:01:29.920]  你不要以為你是猶太人,其實你不是真正的猶太人
[00:01:29.920 --> 00:01:35.520]  反而那些好像是阿伯拉罕
[00:01:35.520 --> 00:01:38.560]  是恩信稱義的
[00:01:38.560 --> 00:01:43.760]  這樣他就真的屬於阿伯拉罕的子孫
[00:01:43.760 --> 00:01:46.200]  這樣就真的屬於猶太人了
[00:01:46.200 --> 00:01:50.440]  這個就是從一個熟齡的角度去表達
[00:01:50.440 --> 00:01:54.760]  什麼叫做猶太人,什麼叫做非猶太人
[00:01:54.760 --> 00:01:58.560]  在那個聖母娘教會,我上次跟大家提過
[00:01:58.560 --> 00:02:03.240]  簡單地提到,其實他們不是猶太人
[00:02:03.240 --> 00:02:06.080]  他們不是猶太人,意思就是
[00:02:06.080 --> 00:02:09.040]  他應該是猶太人的,血統上來說
[00:02:09.040 --> 00:02:11.120]  應該是猶太人的血統
[00:02:11.120 --> 00:02:15.480]  但是紫羅約翰在這裡說
[00:02:15.480 --> 00:02:18.240]  其實他們不是猶太人
[00:02:18.240 --> 00:02:20.440]  那不是猶太人是什麼人呢?
[00:02:20.440 --> 00:02:22.400]  很嚴重的指控
[00:02:22.400 --> 00:02:25.520]  他們是撒旦會堂的人
[00:02:25.520 --> 00:02:27.360]  很重要
[00:02:27.360 --> 00:02:29.640]  他們不是猶太人不僅如此
[00:02:29.640 --> 00:02:32.840]  還要用一個這樣的稱呼
[00:02:32.840 --> 00:02:35.240]  說他們是撒旦會堂的人
[00:02:35.240 --> 00:02:37.800]  什麼叫做撒旦會堂的人呢?
[00:02:37.800 --> 00:02:42.040]  原來是在羅馬政府的統治下
[00:02:42.040 --> 00:02:44.880]  大家都知道主耶穌的時代
[00:02:44.880 --> 00:02:47.160]  那時候是羅馬政府統治
[00:02:47.160 --> 00:02:51.000]  其實猶太人一直都是圍爐的
[00:02:51.000 --> 00:02:53.680]  昔日有亞述
[00:02:53.680 --> 00:02:56.240]  接著又是巴比倫
[00:02:56.240 --> 00:02:58.640]  接著是馬代波斯
[00:02:58.640 --> 00:03:01.000]  接著是希臘帝國
[00:03:01.000 --> 00:03:02.960]  接著是羅馬帝國
[00:03:02.960 --> 00:03:05.080]  所以耶穌的時代就是羅馬帝國
[00:03:05.080 --> 00:03:07.600]  統治猶太人的時代
[00:03:07.600 --> 00:03:11.600]  所以他們一直都是圍爐的
[00:03:11.600 --> 00:03:14.840]  我們叫做圍爐
[00:03:14.840 --> 00:03:17.440]  不是晚上吃的那個圍爐
[00:03:17.440 --> 00:03:19.880]  真是做圍爐的那個爐
[00:03:19.880 --> 00:03:20.880]  好了
[00:03:20.880 --> 00:03:23.760]  原來猶太人有一種做法
[00:03:23.760 --> 00:03:24.720]  他們有一種
[00:03:24.720 --> 00:03:27.080]  都是有一點懷柔政策
[00:03:27.080 --> 00:03:29.320]  大家知道什麼叫懷柔政策嗎?
[00:03:29.320 --> 00:03:31.360]  以前我小時候
[00:03:31.360 --> 00:03:33.160]  年輕的時候讀中國歷史
[00:03:33.160 --> 00:03:35.320]  是說到有一種叫懷柔政策
[00:03:35.320 --> 00:03:38.040]  不是一定是很高壓的手法
[00:03:38.040 --> 00:03:40.520]  就是有give and take
[00:03:40.520 --> 00:03:42.400]  有辣有不辣地給你
[00:03:42.400 --> 00:03:44.080]  又強又軟
[00:03:44.080 --> 00:03:46.080]  猶太人在羅馬的統治下
[00:03:46.080 --> 00:03:50.960]  他們可以在各地敬拜自己的神
[00:03:50.960 --> 00:03:54.640]  以及在凱撒的廟中
[00:03:54.640 --> 00:03:57.400]  昔日原來那些皇帝
[00:03:57.400 --> 00:04:01.040]  是會立一些廟去敬拜他自己的
[00:04:01.040 --> 00:04:03.360]  那些人奉承他
[00:04:03.360 --> 00:04:06.800]  爭著在自己的城建一個廟
[00:04:06.800 --> 00:04:08.240]  爭著的
[00:04:08.240 --> 00:04:10.600]  那些不同的城市
[00:04:10.600 --> 00:04:12.480]  但是他不是隨便給你的
[00:04:12.480 --> 00:04:14.320]  是有一些特殊的原因
[00:04:14.320 --> 00:04:15.400]  你有功績
[00:04:15.400 --> 00:04:16.480]  或者是有某些原因
[00:04:16.480 --> 00:04:17.760]  他是給你做的
[00:04:17.760 --> 00:04:19.560]  所以原來在很多地方
[00:04:19.560 --> 00:04:21.280]  都有一些叫凱撒的廟
[00:04:21.280 --> 00:04:23.320]  是敬拜皇帝的
[00:04:23.320 --> 00:04:25.520]  但是猶太人有一個特權的
[00:04:25.520 --> 00:04:27.600]  就是他們可以不燒香
[00:04:27.600 --> 00:04:28.800]  所以這個就是
[00:04:28.800 --> 00:04:30.760]  他們不需要上香去敬拜
[00:04:30.760 --> 00:04:33.080]  原來猶太人都會燒香的
[00:04:33.080 --> 00:04:34.640]  當然不是我們中國人那些
[00:04:34.640 --> 00:04:35.600]  幾支香的香
[00:04:35.600 --> 00:04:37.440]  他們不是那些香的
[00:04:37.440 --> 00:04:39.880]  但是都是一種供奉的意思
[00:04:39.880 --> 00:04:41.240]  好像當他是神明
[00:04:41.240 --> 00:04:43.400]  當他是神那樣供奉他的
[00:04:43.400 --> 00:04:44.240]  不過呢
[00:04:44.240 --> 00:04:47.800]  猶太人他可以是免這件事
[00:04:47.800 --> 00:04:49.560]  他們一樣是要去敬拜
[00:04:49.560 --> 00:04:51.400]  但是他們可以免這件事
[00:04:51.400 --> 00:04:52.840]  其中一個原因就是猶太人
[00:04:52.840 --> 00:04:55.480]  因為他們是信獨一的真神
