
[00:00:00.000 --> 00:00:02.800]  人與事之間
[00:00:02.800 --> 00:00:06.040]  我覺得可以把它們分成四個組合
[00:00:06.040 --> 00:00:09.000]  這四個組合可能我們都會有不同的反應
[00:00:09.000 --> 00:00:11.280]  第一就是當壞人遇上壞事
[00:00:11.280 --> 00:00:12.880]  我們會有什麼反應
[00:00:12.880 --> 00:00:16.200]  就是說 活該 罪有應得
[00:00:16.200 --> 00:00:17.920]  當壞人遇上好事
[00:00:17.920 --> 00:00:19.320]  我們就會蓋嘆
[00:00:19.320 --> 00:00:22.200]  天無眼了 時辰未到
[00:00:22.200 --> 00:00:23.840]  等天何時收他
[00:00:23.840 --> 00:00:25.600]  當好人遇上好事
[00:00:25.600 --> 00:00:27.200]  我們就會覺得都挺好
[00:00:27.200 --> 00:00:29.200]  好人嘛 有好事
[00:00:29.200 --> 00:00:30.960]  都期待我們是好人
[00:00:30.960 --> 00:00:34.120]  不知那些好事何時發生在自己身上
[00:00:34.120 --> 00:00:36.400]  當好人遇上壞事的時候
[00:00:36.400 --> 00:00:38.080]  我們就會困惑
[00:00:38.080 --> 00:00:39.840]  甚至質疑這個世界
[00:00:39.840 --> 00:00:41.840]  究竟有沒有公理
[00:00:41.840 --> 00:00:43.520]  當好人遇上壞事的時候
[00:00:43.520 --> 00:00:44.520]  我們會困惑
[00:00:44.520 --> 00:00:47.840]  會質疑世上究竟有沒有公理
[00:00:47.840 --> 00:00:49.280]  甚至天有沒有眼
[00:00:49.280 --> 00:00:51.560]  上帝在不在
[00:00:51.560 --> 00:00:53.400]  近期有兩件事情
[00:00:53.400 --> 00:00:55.640]  我覺得都可以讓我們思考一下
[00:00:55.640 --> 00:00:58.560]  當好人遇上壞事的時候是怎樣
[00:00:58.560 --> 00:01:02.040]  臺南發生的6.4級大地震
[00:01:02.040 --> 00:01:04.280]  其實臺灣經常都發生地震
[00:01:04.280 --> 00:01:06.720]  但這次的事有很多人傷亡
[00:01:06.720 --> 00:01:07.920]  相信大家都知道
[00:01:07.920 --> 00:01:10.080]  其中一棟大廈
[00:01:10.080 --> 00:01:15.400]  就因爲曾經遭遇地震底下已經熬流
[00:01:15.400 --> 00:01:19.880]  再發現原來很多是豆腐渣的工程
[00:01:19.880 --> 00:01:22.520]  原來豆腐渣的工程不僅在國內
[00:01:22.520 --> 00:01:23.640]  在臺灣都會
[00:01:23.640 --> 00:01:26.760]  昔日其實香港都試過短樁的事件
[00:01:26.760 --> 00:01:30.560]  令到很多人無辜的喪失
[00:01:30.560 --> 00:01:33.120]  有人說天災沒辦法避免
[00:01:33.120 --> 00:01:34.800]  但人禍可以
[00:01:34.800 --> 00:01:36.280]  不過人很可惜
[00:01:36.280 --> 00:01:38.640]  畏着自己一己的私利
[00:01:38.640 --> 00:01:43.240]  就令到很多無辜的人喪失生命
[00:01:43.240 --> 00:01:44.880]  另一件事情是
[00:01:44.880 --> 00:01:47.040]  在農曆新年的時候
[00:01:47.040 --> 00:01:51.240]  旺角所發生的警民衝突的事件
[00:01:51.240 --> 00:01:53.400]  這次的衝突很多人受傷
[00:01:53.400 --> 00:01:54.840]  但相當複雜
[00:01:54.840 --> 00:01:56.840]  表面看來中火的
[00:01:56.840 --> 00:01:58.640]  扔磚頭的這些暴力行爲
[00:01:58.640 --> 00:02:02.240]  傷到執勤的警務人員是不對的
[00:02:02.240 --> 00:02:05.240]  但是如果政府繼續
[00:02:05.240 --> 00:02:06.520]  另一種的暴力
[00:02:06.520 --> 00:02:07.840]  就是強行
[00:02:07.840 --> 00:02:11.720]  用一些不公平的施政手法
[00:02:11.720 --> 00:02:15.760]  或者在自己的施政底下
[00:02:15.760 --> 00:02:17.280]  濫用一些權力
[00:02:17.280 --> 00:02:19.000]  甚至是暴力
[00:02:19.000 --> 00:02:20.120]  應該做的不做
[00:02:20.120 --> 00:02:21.440]  不應該做的做
[00:02:21.440 --> 00:02:22.520]  繼續這樣下去
[00:02:22.520 --> 00:02:25.680]  這個社會就只會是
[00:02:25.680 --> 00:02:27.080]  越來越多的暴力
[00:02:27.080 --> 00:02:29.160]  當政府不處理
[00:02:29.160 --> 00:02:33.680]  各個階層的衝突或者矛盾
[00:02:33.680 --> 00:02:35.960]  又不處理民生的問題
[00:02:35.960 --> 00:02:40.160]  強行將一些不適合香港人的施政
[00:02:40.160 --> 00:02:42.160]  繼續來對待下去
[00:02:42.160 --> 00:02:44.880]  我想有很多類似的事件
[00:02:44.880 --> 00:02:46.720]  可能會繼續出現
[00:02:46.720 --> 00:02:48.080]  不過在這次裏面
[00:02:48.080 --> 00:02:49.440]  其實有多少是好人
[00:02:49.440 --> 00:02:51.200]  有多少是壞人呢
[00:02:51.200 --> 00:02:53.680]  我想我們很難在一時三刻
[00:02:53.680 --> 00:02:55.160]  或者用三言兩語
[00:02:55.160 --> 00:02:56.480]  能夠分別出來
[00:02:56.480 --> 00:02:59.080]  或者這件事究竟是一件壞事
[00:02:59.080 --> 00:03:02.720]  還是一件不止壞的事呢
[00:03:02.720 --> 00:03:05.600]  我們又很難在這一刻下定論
[00:03:05.600 --> 00:03:07.200]  不過人受傷
[00:03:07.200 --> 00:03:09.520]  總是我們不想見到的
[00:03:09.520 --> 00:03:15.040]  今天和大家看的這個小人物
[00:03:15.040 --> 00:03:19.120]  我稱他爲遇上壞事的一個人
[00:03:19.120 --> 00:03:21.560]  好人遇上壞事的烏里亞
[00:03:21.560 --> 00:03:23.760]  當一個好人遇上壞事
[00:03:23.760 --> 00:03:26.280]  我們很多時候都會覺得不值得
[00:03:26.280 --> 00:03:28.240]  或者你覺得他很不幸
[00:03:28.240 --> 00:03:29.440]  覺得他很無辜
[00:03:29.440 --> 00:03:30.880]  會憤憤不平
[00:03:30.880 --> 00:03:32.400]  甚至很感慨
[00:03:32.400 --> 00:03:36.400]  爲什麼殺人放火的可以有金腰帶
[00:03:36.400 --> 00:03:40.120]  但修橋保路的是沒有屍骸呢
[00:03:40.120 --> 00:03:42.360]  但是看烏里亞的例子
[00:03:42.360 --> 00:03:45.000]  我們不是要在他身上學校什麼
[00:03:45.000 --> 00:03:46.480]  而是烏里亞的例子
[00:03:46.480 --> 00:03:49.720]  我們看看上帝在做什麼
[00:03:49.720 --> 00:03:52.840]  首先我們回到事情
[00:03:52.840 --> 00:03:55.040]  整個故事一開始是說
[00:03:55.040 --> 00:03:58.560]  大衛將拔士巴召入宮
[00:03:58.560 --> 00:04:00.920]  如果我們細心去看《撒姆爾記》
[00:04:00.920 --> 00:04:02.600]  第一節他說過了一年
[00:04:02.600 --> 00:04:04.040]  道王出戰的時候
[00:04:04.040 --> 00:04:07.840]  大衛就差派約厄率領着神僕
[00:04:07.840 --> 00:04:09.680]  和以色列衆人出戰
[00:04:09.680 --> 00:04:11.440]  他們打敗了阿滿人
[00:04:11.440 --> 00:04:13.400]  圍攻着拉巴
[00:04:13.400 --> 00:04:15.440]  說的是國家的大事
[00:04:15.440 --> 00:04:18.720]  其實《撒姆爾記》第十一章之前
[00:04:18.720 --> 00:04:20.480]  都是說國家的大事
[00:04:20.480 --> 00:04:24.160]  還說大衛自己親自出徵
[00:04:24.160 --> 00:04:27.040]  很多時候都打敗別人
[00:04:27.040 --> 00:04:28.600]  打敗了阿蘭人
[00:04:28.600 --> 00:04:29.360]  摩厄人
[00:04:29.360 --> 00:04:29.960]  阿滿人
[00:04:29.960 --> 00:04:30.640]  菲利士人
[00:04:30.640 --> 00:04:31.840]  阿瑪利人
[00:04:31.840 --> 00:04:33.160]  但來到這裏
[00:04:33.160 --> 00:04:36.440]  說他差派約厄出去
[00:04:36.440 --> 00:04:39.040]  自己是留在耶路撒冷
[00:04:39.040 --> 00:04:40.960]  忽然之間北風一轉
[00:04:40.960 --> 00:04:42.480]  不是說國家大事
[00:04:42.480 --> 00:04:44.800]  是說宮廷裏面發生的事情
[00:04:44.800 --> 00:04:47.000]  但宮廷裏面發生什麼事情呢
[00:04:47.000 --> 00:04:49.280]  是一件醜惡的事情
[00:04:49.280 --> 00:04:49.960]  第二節
[00:04:49.960 --> 00:04:51.720]  一日太陽平西
[00:04:51.720 --> 00:04:53.360]  大衛從牀上起來
[00:04:53.360 --> 00:04:55.160]  在王宮的平頂上游行
[00:04:55.160 --> 00:04:56.720]  看見一個婦人沐浴
[00:04:56.720 --> 00:04:58.240]  容貌甚美
[00:04:58.240 --> 00:05:02.480]  有人說大衛肯定是好日糊塗
[00:05:02.480 --> 00:05:03.520]  就是躲在王宮
[00:05:03.520 --> 00:05:04.400]  別人就去打仗
[00:05:04.400 --> 00:05:05.920]  他就什麼都不做
[00:05:05.920 --> 00:05:07.440]  爲大衛平反的人
[00:05:07.440 --> 00:05:08.640]  說他不至於
[00:05:08.640 --> 00:05:11.040]  好像我們放假有時候都想睡到黃昭白眼
[00:05:11.040 --> 00:05:12.720]  難得
[00:05:12.720 --> 00:05:13.560]  不是
