
[00:00:00.000 --> 00:00:06.000]  分享的內容就是這幾章的《聖經》
[00:00:06.000 --> 00:00:13.000]  我們看到以色列人要求像列國一樣
[00:00:13.000 --> 00:00:18.000]  有一個王來治理他們 為他們徵戰
[00:00:18.000 --> 00:00:22.000]  因為當時他們受到外邦人的欺壓
[00:00:22.000 --> 00:00:26.000]  要求一個王
[00:00:26.000 --> 00:00:31.000]  那麼撒末爾沒有按照自己的意思來表示
[00:00:31.000 --> 00:00:34.000]  說我拒絕你們的要求
[00:00:34.000 --> 00:00:36.000]  或者我同意你們的要求
[00:00:36.000 --> 00:00:38.000]  他就禱告
[00:00:38.000 --> 00:00:40.000]  禱告以後 神就對他說
[00:00:40.000 --> 00:00:43.000]  你就依從他們
[00:00:43.000 --> 00:00:46.000]  他們要王 那就給他們立個王
[00:00:46.000 --> 00:00:50.000]  但是要警戒他們
[00:00:50.000 --> 00:00:53.000]  將來這個王 你們所立這個王
[00:00:53.000 --> 00:00:56.000]  不一樣的來對待他們
[00:00:56.000 --> 00:00:58.000]  那撒末爾就開始
[00:00:58.000 --> 00:01:00.000]  就照著神的意思
[00:01:00.000 --> 00:01:03.000]  就給他們尋找一個王
[00:01:03.000 --> 00:01:07.000]  所以到第九章
[00:01:07.000 --> 00:01:10.000]  掃羅就出現了
[00:01:10.000 --> 00:01:14.000]  他是以色列第一個王
[00:01:18.000 --> 00:01:28.000]  我們先來看看掃羅的出生
[00:01:28.000 --> 00:01:31.000]  跟他的靈性的光景
[00:01:31.000 --> 00:01:33.000]  到底掃羅是怎樣一個人呢
[00:01:33.000 --> 00:01:35.000]  他的出生怎麼樣
[00:01:35.000 --> 00:01:37.000]  他到底這個人是怎麼樣呢
[00:01:37.000 --> 00:01:39.000]  我們先要看到
[00:01:39.000 --> 00:01:41.000]  從出生說
[00:01:41.000 --> 00:01:44.000]  他是邊愛敏之派
[00:01:44.000 --> 00:01:46.000]  邊愛敏人
[00:01:46.000 --> 00:01:48.000]  邊愛敏是一個
[00:01:48.000 --> 00:01:51.000]  很蒙糊的支派
[00:01:51.000 --> 00:01:53.000]  以色列有十二個支派
[00:01:53.000 --> 00:01:55.000]  邊愛敏是很蒙糊的
[00:01:55.000 --> 00:01:58.000]  在詩篇的六十八篇
[00:01:58.000 --> 00:02:01.000]  第二十七節就說到
[00:02:01.000 --> 00:02:06.000]  同管領盟的是有小邊愛敏
[00:02:06.000 --> 00:02:09.000]  底下有提到有尤大人
[00:02:09.000 --> 00:02:12.000]  還提到兩個支派
[00:02:12.000 --> 00:02:16.000]  當時在管理
[00:02:16.000 --> 00:02:18.000]  在帶領的以色列人
[00:02:18.000 --> 00:02:20.000]  有這幾個支派
[00:02:20.000 --> 00:02:23.000]  邊愛敏就把他放在
[00:02:23.000 --> 00:02:26.000]  四個支派中間的第一位
[00:02:26.000 --> 00:02:28.000]  小邊愛敏
[00:02:28.000 --> 00:02:32.000]  這個小並不是他人數少
[00:02:32.000 --> 00:02:36.000]  小的意思就是很親愛的意思
[00:02:36.000 --> 00:02:37.000]  很親愛
[00:02:37.000 --> 00:02:41.000]  我們往往會稱小孩小什麼什麼
[00:02:41.000 --> 00:02:44.000]  這個是個很親愛的
[00:02:44.000 --> 00:02:48.000]  邊愛敏是支派
[00:02:48.000 --> 00:02:50.000]  他所佔的地
[00:02:50.000 --> 00:02:53.000]  耶路撒冷就在這個地上
[00:02:53.000 --> 00:02:55.000]  所以耶路撒冷可以說
[00:02:55.000 --> 00:02:57.000]  邊愛敏支派地不大
[00:02:57.000 --> 00:02:59.000]  可是他有個耶路撒冷
[00:02:59.000 --> 00:03:02.000]  耶路撒冷是以色列人的中心
[00:03:02.000 --> 00:03:07.000]  這個是一個很榮耀的地位
[00:03:07.000 --> 00:03:11.000]  而且邊愛敏是雅各的
[00:03:11.000 --> 00:03:14.000]  最愛的一個妻子拉姐所生的
[00:03:14.000 --> 00:03:18.000]  雅各為了得到拉姐
[00:03:18.000 --> 00:03:19.000]  做了多少年工啊
[00:03:19.000 --> 00:03:21.000]  兩個七年
[00:03:21.000 --> 00:03:22.000]  第一個七年
[00:03:22.000 --> 00:03:25.000]  他的舅父說
[00:03:25.000 --> 00:03:28.000]  那我就把你喜歡的拉姐給你
[00:03:28.000 --> 00:03:30.000]  結果結婚的話一看
[00:03:30.000 --> 00:03:32.000]  不是 是他的姐姐
[00:03:32.000 --> 00:03:34.000]  他的舅舅跟他說
[00:03:34.000 --> 00:03:36.000]  你再給我工作七年
[00:03:36.000 --> 00:03:38.000]  我就把這個拉姐給你
[00:03:38.000 --> 00:03:40.000]  所以他一共為了這個拉姐
[00:03:40.000 --> 00:03:43.000]  花了14年的工夫
[00:03:43.000 --> 00:03:45.000]  他是很愛這個拉姐
[00:03:45.000 --> 00:03:48.000]  拉姐生了兩個兒子
[00:03:48.000 --> 00:03:49.000]  一個是約瑟
[00:03:49.000 --> 00:03:51.000]  一個邊愛敏
[00:03:51.000 --> 00:03:55.000]  邊愛敏是他難產的時候所生的
[00:03:55.000 --> 00:03:56.000]  所以生下來以後
[00:03:56.000 --> 00:03:59.000]  拉姐就死掉了
[00:03:59.000 --> 00:04:01.000]  所以可以說這個雅各
[00:04:01.000 --> 00:04:03.000]  所愛的兩個兒子
[00:04:03.000 --> 00:04:05.000]  一個是約瑟
[00:04:05.000 --> 00:04:06.000]  一個是邊愛敏
[00:04:06.000 --> 00:04:09.000]  所以這個邊愛敏支派呢
[00:04:09.000 --> 00:04:11.000]  是神所愛的
[00:04:11.000 --> 00:04:15.000]  也是雅各他所愛的
[00:04:15.000 --> 00:04:20.000]  當這個拉姐生邊愛敏的時候
[00:04:20.000 --> 00:04:21.000]  他難產了
[00:04:21.000 --> 00:04:25.000]  在去世以前就給他孩子起名
[00:04:25.000 --> 00:04:27.000]  叫邊雅敏
[00:04:27.000 --> 00:04:30.000]  那麼雅各說不要起個名字
[00:04:30.000 --> 00:04:31.000]  要起個邊愛敏
[00:04:31.000 --> 00:04:33.000]  這個邊愛敏的意思呢
[00:04:33.000 --> 00:04:36.000]  就是右手 右手之子
[00:04:36.000 --> 00:04:38.000]  右手的兒子
[00:04:38.000 --> 00:04:40.000]  右手一般的在聖經裡頭
[00:04:40.000 --> 00:04:42.000]  在以色列當中呢
[00:04:42.000 --> 00:04:45.000]  是一個尊貴的意思
[00:04:45.000 --> 00:04:47.000]  那也是預表基督
[00:04:47.000 --> 00:04:49.000]  預表基督死了
[00:04:49.000 --> 00:04:51.000]  我們的罪死
[00:04:51.000 --> 00:04:52.000]  他復活了
[00:04:52.000 --> 00:04:53.000]  他升天
[00:04:53.000 --> 00:04:55.000]  他進入榮耀
[00:04:55.000 --> 00:04:59.000]  他是現在坐在神的右邊
[00:04:59.000 --> 00:05:03.000]  右邊的子是很榮耀的
[00:05:03.000 --> 00:05:09.000]  所以可以說這個雅各的出生呢
[00:05:09.000 --> 00:05:12.000]  這個掃羅的出生呢
[00:05:12.000 --> 00:05:19.000]  是很高貴的
[00:05:19.000 --> 00:05:22.000]  再來看他外表呢
[00:05:22.000 --> 00:05:25.000]  剛才我們讀的聖經就說到了
[00:05:25.000 --> 00:05:28.000]  這個兒子的掃羅又健壯
[00:05:28.000 --> 00:05:30.000]  體格非常好
[00:05:30.000 --> 00:05:32.000]  又俊美
[00:05:32.000 --> 00:05:35.000]  以色列中間沒有一個比他的
[00:05:35.000 --> 00:05:36.000]  身體呢
[00:05:36.000 --> 00:05:39.000]  要比眾名高過一頭
[00:05:39.000 --> 00:05:41.000]  至少一米八以上
[00:05:41.000 --> 00:05:44.000]  這個是很好的
[00:05:44.000 --> 00:05:46.000]  那是非常好的
[00:05:46.000 --> 00:05:48.000]  他也是以後看到
[00:05:48.000 --> 00:05:49.000]  他也很勇敢啊
[00:05:49.000 --> 00:05:51.000]  他能帶領以色列人
[00:05:51.000 --> 00:05:54.000]  跟這個外邦人來打仗啊
[00:05:54.000 --> 00:05:57.000]  這個是外表很好的
[00:05:57.000 --> 00:05:58.000]  第三個呢
[00:05:58.000 --> 00:06:00.000]  從財富說
[00:06:00.000 --> 00:06:04.000]  他父親是一個大能的勇士
[00:06:04.000 --> 00:06:06.000]  在小字裡頭說呢
[00:06:06.000 --> 00:06:08.000]  或做大財主
[00:06:08.000 --> 00:06:10.000]  恐怕這大財主是比較
[00:06:10.000 --> 00:06:13.000]  意思比較確切一些
[00:06:13.000 --> 00:06:17.000]  因為他父親有很多錢
[00:06:17.000 --> 00:06:19.000]  他有這個僕人
[00:06:19.000 --> 00:06:22.000]  他有這個牲口
[00:06:22.000 --> 00:06:23.000]  有驢
[00:06:23.000 --> 00:06:25.000]  這驢丟了他就掃去
[00:06:25.000 --> 00:06:29.000]  所以他這個財富也是有錢人的
[00:06:29.000 --> 00:06:31.000]  所以看看這個掃羅
[00:06:31.000 --> 00:06:33.000]  要從這方面看的話
[00:06:33.000 --> 00:06:35.000]  是一個很難得的人
[00:06:35.000 --> 00:06:37.000]  他的出身好
[00:06:37.000 --> 00:06:39.000]  他的外表好
[00:06:39.000 --> 00:06:41.000]  他的財富也好
[00:06:41.000 --> 00:06:43.000]  像中國現在所說的
[00:06:43.000 --> 00:06:46.000]  高帥又富
[00:06:46.000 --> 00:06:48.000]  高帥富
[00:06:48.000 --> 00:06:49.000]  這個掃羅
[00:06:49.000 --> 00:06:54.000]  真是在男孩子當中是非常好的
[00:06:54.000 --> 00:06:56.000]  從性格方面呢
[00:06:56.000 --> 00:06:57.000]  他也不是很壞
[00:06:57.000 --> 00:07:01.000]  他有好的一面
[00:07:01.000 --> 00:07:05.000]  他順從父母
[00:07:05.000 --> 00:07:06.000]  順從父親的意思
[00:07:06.000 --> 00:07:08.000]  父親說這個驢丟了
[00:07:08.000 --> 00:07:09.000]  你出去掃吧
[00:07:09.000 --> 00:07:12.000]  他就帶了一個僕人出去了
[00:07:12.000 --> 00:07:15.000]  東掃西掃走了很多地方
[00:07:15.000 --> 00:07:17.000]  都沒有找到
[00:07:17.000 --> 00:07:19.000]  那麼到後來他說
[00:07:19.000 --> 00:07:20.000]  他父親感情
[00:07:20.000 --> 00:07:22.000]  我們跟僕人說
[00:07:22.000 --> 00:07:24.000]  我們還不如回去吧
[00:07:24.000 --> 00:07:27.000]  那麼他們就準備要回來
[00:07:27.000 --> 00:07:29.000]  所以他很有責任心
[00:07:29.000 --> 00:07:32.000]  這個父親交代他給他做的事情
[00:07:32.000 --> 00:07:36.000]  他就是盡力去做
[00:07:36.000 --> 00:07:39.000]  第二個我們看到他性格方面呢
[00:07:39.000 --> 00:07:43.000]  就當這個以色列人抽籤
[00:07:43.000 --> 00:07:46.000]  選他定下他做王了
[00:07:46.000 --> 00:07:48.000]  人家說這個掃羅在哪裡呢
[00:07:48.000 --> 00:07:50.000]  找來找去找不到他
[00:07:50.000 --> 00:07:55.000]  原來他藏在一個框裡頭
[00:07:55.000 --> 00:07:57.000]  你想一米八的人
[00:07:57.000 --> 00:07:59.000]  藏在一個框裡頭
[00:07:59.000 --> 00:08:01.000]  那是很憋屈的
[00:08:01.000 --> 00:08:02.000]  這個當然有好的一面
[00:08:02.000 --> 00:08:04.000]  也有不好的一面
[00:08:04.000 --> 00:08:05.000]  那為什麼藏呢
[00:08:05.000 --> 00:08:06.000]  沒有必要藏嘛
[00:08:06.000 --> 00:08:09.000]  可是他就覺得自己還不好意思
[00:08:09.000 --> 00:08:11.000]  他也不出風頭
[00:08:11.000 --> 00:08:17.000]  這個在性格方面也很難得
[00:08:17.000 --> 00:08:20.000]  第三個有人藐視他
[00:08:20.000 --> 00:08:23.000]  但他宣佈他做王了
[00:08:23.000 --> 00:08:25.000]  揀選他做王了
[00:08:25.000 --> 00:08:29.000]  那有人說這個人能救我們
[00:08:29.000 --> 00:08:30.000]  以色列人嗎
[00:08:30.000 --> 00:08:33.000]  像這個掃羅這樣他能救我們嗎
[00:08:33.000 --> 00:08:35.000]  人家看不起他
[00:08:35.000 --> 00:08:38.000]  那麼掃羅也不理會
[00:08:38.000 --> 00:08:40.000]  這以後呢就
[00:08:40.000 --> 00:08:42.000]  接下來呢就有一次打仗
[00:08:42.000 --> 00:08:45.000]  有外邦人來跟以色列打仗
[00:08:45.000 --> 00:08:48.000]  結果掃羅就領著以色列人
[00:08:48.000 --> 00:08:51.000]  把外邦人打敗了
[00:08:51.000 --> 00:08:52.000]  打敗以後
[00:08:52.000 --> 00:08:54.000]  那麼他就凱旋而歸
[00:08:54.000 --> 00:08:56.000]  這個時候
[00:08:56.000 --> 00:08:58.000]  他手下就跟他說
[00:08:58.000 --> 00:09:00.000]  那幾個當時說
[00:09:00.000 --> 00:09:02.000]  你不能救以色列人的
[00:09:02.000 --> 00:09:03.000]  他們太壞了
[00:09:03.000 --> 00:09:05.000]  把他殺掉
[00:09:05.000 --> 00:09:08.000]  掃羅說不要不要
[00:09:08.000 --> 00:09:11.000]  現在是神讓我們得勝的時候
[00:09:11.000 --> 00:09:13.000]  我們不應該殺他們
[00:09:13.000 --> 00:09:16.000]  所以他也是
[00:09:16.000 --> 00:09:17.000]  也不報復
[00:09:17.000 --> 00:09:19.000]  別人說他不好
[00:09:19.000 --> 00:09:21.000]  他也不報復
[00:09:21.000 --> 00:09:23.000]  你看起來在性格方面
[00:09:23.000 --> 00:09:26.000]  還是有好的一面
[00:09:26.000 --> 00:09:27.000]  但是呢
[00:09:27.000 --> 00:09:31.000]  他有一個致命的弱點
[00:09:31.000 --> 00:09:32.000]  致命的弱點
[00:09:32.000 --> 00:09:33.000]  就是呢
[00:09:33.000 --> 00:09:35.000]  他對這個蜀林的事情呢
[00:09:35.000 --> 00:09:38.000]  不太關心
[00:09:38.000 --> 00:09:40.000]  怎麼能看見呢
[00:09:40.000 --> 00:09:42.000]  就是呢
[00:09:42.000 --> 00:09:44.000]  他出去找驢了
[00:09:44.000 --> 00:09:45.000]  結果找了幾天以後
[00:09:45.000 --> 00:09:46.000]  找不到
[00:09:46.000 --> 00:09:48.000]  就要回來
[00:09:48.000 --> 00:09:50.000]  那麼他的僕人就跟他說了
[00:09:50.000 --> 00:09:53.000]  在附近有一個先知
[00:09:53.000 --> 00:09:54.000]  叫做沙漠兒
[00:09:54.000 --> 00:09:56.000]  我們應該去見他
[00:09:56.000 --> 00:09:59.000]  看他有什麼辦法來幫助我們
[00:09:59.000 --> 00:10:01.000]  來指示我們
[00:10:01.000 --> 00:10:04.000]  這個他僕人提議的
[00:10:04.000 --> 00:10:07.000]  沙漠兒還不知道
[00:10:07.000 --> 00:10:09.000]  在周圍有一個
[00:10:09.000 --> 00:10:15.000]  有一個叫沙漠兒的先知
[00:10:15.000 --> 00:10:17.000]  那麼可見的呢
[00:10:17.000 --> 00:10:18.000]  他平時對沙漠兒
[00:10:18.000 --> 00:10:20.000]  對神的這種事情
[00:10:20.000 --> 00:10:21.000]  蜀林的事情
[00:10:21.000 --> 00:10:22.000]  就不太關心
[00:10:22.000 --> 00:10:26.000]  還不如他的僕人呢
[00:10:26.000 --> 00:10:27.000]  其實
