
[00:00:00.000 --> 00:00:06.080]  (主席)那今天跟大家所看的這個題目叫做「彼此」
[00:00:06.080 --> 00:00:08.080]  (主席)我就這樣寫「彼此」而已
[00:00:08.080 --> 00:00:09.520]  (主席)「彼此」做甚麼呢?
[00:00:09.520 --> 00:00:12.640]  (主席)首先就不是「彼」「錢」「相」「愛」
[00:00:12.640 --> 00:00:15.200]  (主席)「彼」「錢」「相」「愛」就很大件事了
[00:00:15.200 --> 00:00:17.680]  (主席)也不是「彼」「此」「相」「害」
[00:00:17.680 --> 00:00:19.080]  (主席)那個音也很相似
[00:00:19.080 --> 00:00:20.640]  (主席)「彼」「此」「相」「愛」
[00:00:20.640 --> 00:00:22.600]  (主席)「彼」「錢」「相」「愛」
[00:00:22.600 --> 00:00:24.800]  (主席)「彼」「此」「相」「害」這樣
[00:00:24.800 --> 00:00:30.080]  (主席)當然很明顯就是說「彼此」的「相」「愛」
[00:00:30.080 --> 00:00:31.880]  (主席)但是聖經裡面說到「彼此」這兩個字的時候
[00:00:31.880 --> 00:00:33.360]  (主席)不只是說「愛」的
[00:00:33.360 --> 00:00:36.880]  (主席)它有很多很多的細分的
[00:00:36.880 --> 00:00:41.720]  (主席)當然「愛」就是那個包括可以說所有的東西
[00:00:41.720 --> 00:00:43.560]  (主席)但是很籠統
[00:00:43.560 --> 00:00:46.040]  (主席)「愛」包括所有的東西的時候
[00:00:46.040 --> 00:00:49.400]  (主席)那究竟是有甚麼包括呢?
[00:00:49.400 --> 00:00:53.240]  (主席)我做這個的預備的時候
[00:00:53.240 --> 00:00:54.800]  (主席)我就請幹事幫我
[00:00:54.800 --> 00:00:58.360]  (主席)總而言之,新疆聖經有「彼此」這兩個字
[00:00:58.360 --> 00:00:59.840]  (主席)你給我印出來
[00:00:59.840 --> 00:01:02.560]  (主席)印出來也有很多節的
[00:01:02.560 --> 00:01:04.320]  (主席)我逐節看,逐節去想
[00:01:04.320 --> 00:01:06.080]  (主席)然後就將它歸納了
[00:01:06.080 --> 00:01:08.240]  (主席)首先,我就發現了一些東西
[00:01:08.240 --> 00:01:11.720]  (主席)如果不是這樣有系統的去研讀
[00:01:11.720 --> 00:01:13.680]  (主席)我都不覺得是這件事
[00:01:13.680 --> 00:01:15.680]  (主席)所以大家拿回你手裡面的程序表
[00:01:15.680 --> 00:01:18.560]  (主席)第一件的副頁
[00:01:18.560 --> 00:01:19.720]  (主席)第一件事
[00:01:19.720 --> 00:01:23.880]  (主席)你會看到《約翰福音》第十三章三十四節
[00:01:23.880 --> 00:01:25.080]  (主席)是不是在這裡?
[00:01:25.080 --> 00:01:27.120]  (主席)好了,我們看看它說甚麼
[00:01:27.120 --> 00:01:29.800]  (主席)「我賜給你們一條新的命令
[00:01:29.800 --> 00:01:32.080]  (主席)乃是叫你們彼此相愛
[00:01:32.080 --> 00:01:33.680]  (主席)我怎樣愛你們
[00:01:33.680 --> 00:01:37.240]  (主席)你們也要怎樣彼此相愛」
[00:01:37.240 --> 00:01:39.800]  (主席)這句話是誰說的?
[00:01:39.800 --> 00:01:42.120]  (主席)是誰說的?
[00:01:42.120 --> 00:01:43.600]  (主席)沒有人承認的
[00:01:43.600 --> 00:01:45.480]  (主席)主耶穌基督說的,是不是?
[00:01:45.480 --> 00:01:47.320]  (主席)原來主耶穌基督
[00:01:47.320 --> 00:01:49.280]  (主席)祂就要教導我們
[00:01:49.280 --> 00:01:52.360]  (主席)甚至祂說,這個是命令來的
[00:01:52.360 --> 00:01:54.160]  (主席)但為甚麼說是新命令呢?
[00:01:54.160 --> 00:01:58.520]  (主席)不是由創世紀一直到舊約
[00:01:58.520 --> 00:02:01.960]  (主席)其實很多地方都要說到愛的,是不是?
[00:02:01.960 --> 00:02:03.680]  (主席)那為甚麼是新命令?
[00:02:03.680 --> 00:02:04.840]  (主席)怎樣新法?
[00:02:04.840 --> 00:02:06.920]  (主席)原來祂的新法是甚麼?
[00:02:06.920 --> 00:02:08.680]  (主席)就是「我怎樣愛你們
[00:02:08.680 --> 00:02:11.760]  (主席)你們也要怎樣彼此相愛」
[00:02:11.760 --> 00:02:13.480]  (主席)即是說這個新
[00:02:13.480 --> 00:02:15.760]  (主席)不是說以前不說愛的
[00:02:15.760 --> 00:02:17.440]  (主席)現在說愛,這個新的命令
[00:02:17.440 --> 00:02:19.600]  (主席)不是,是新的意思是甚麼?
[00:02:19.600 --> 00:02:22.400]  (主席)就是耶穌怎樣愛我們
[00:02:22.400 --> 00:02:24.240]  (主席)我們要彼此怎樣相愛
[00:02:24.240 --> 00:02:26.360]  (主席)是不是有很大的分別?
[00:02:26.360 --> 00:02:28.600]  (主席)耶穌怎樣愛我們?
[00:02:28.600 --> 00:02:32.000]  (主席)哇!祂願意為我們犧牲
[00:02:32.000 --> 00:02:34.000]  (主席)死在十字架上
[00:02:34.000 --> 00:02:37.840]  (主席)原來主耶穌要求我們信徒彼此之間
[00:02:37.840 --> 00:02:39.840]  (主席)是這樣愛的
[00:02:39.840 --> 00:02:42.240]  (主席)我們真是遠遠不及了
[00:02:42.240 --> 00:02:43.760]  (主席)很多時候說婚禮
[00:02:43.760 --> 00:02:45.200]  (主席)那些人就很喜歡說
[00:02:45.200 --> 00:02:48.000]  (主席)耳忽所書第幾章,第幾章大家記不記得?
[00:02:48.000 --> 00:02:49.600]  (主席)第五章
[00:02:49.600 --> 00:02:50.800]  (主席)由幾多節開始?
[00:02:50.800 --> 00:02:52.640]  (主席)就是二十二節開始
[00:02:52.640 --> 00:02:55.440]  (主席)那些太太就聽得很不順耳
[00:02:55.440 --> 00:02:58.480]  (主席)你們做妻子的要信服
[00:02:58.480 --> 00:03:00.240]  (主席)你們自己的丈夫
[00:03:00.240 --> 00:03:03.600]  (主席)哇!一說就說太太要信服
[00:03:03.600 --> 00:03:05.040]  (主席)但你看看
[00:03:05.040 --> 00:03:06.880]  (主席)為甚麼不說前面那節呢?
[00:03:06.880 --> 00:03:08.800]  (主席)五章二十一節呢?
[00:03:08.800 --> 00:03:10.960]  (主席)我真是去過不少的婚禮
[00:03:10.960 --> 00:03:14.640]  (主席)通常十個有九個都是五章二十一節開始
[00:03:14.640 --> 00:03:17.040]  (主席)就是說太太要信服
[00:03:17.040 --> 00:03:19.040]  (主席)原來五章二十一節是甚麼?
[00:03:19.040 --> 00:03:21.520]  (主席)你們要彼此信服
[00:03:21.520 --> 00:03:23.280]  (主席)唉!
[00:03:23.280 --> 00:03:26.800]  (主席)不知為甚麼有意無意間叫了
[00:03:26.800 --> 00:03:30.000]  (主席)你以為太太就要信服
[00:03:30.000 --> 00:03:31.520]  (主席)我曾經去過加拿大
[00:03:31.520 --> 00:03:34.480]  (主席)有一次探訪有個太太未信主
[00:03:34.480 --> 00:03:36.960]  (主席)她說信服?
[00:03:36.960 --> 00:03:39.120]  (主席)難道我老公叫我去後面
[00:03:39.120 --> 00:03:40.880]  (主席)他有個後院的
[00:03:40.880 --> 00:03:44.000]  (主席)去拿札泥吞進嘴裡
[00:03:44.000 --> 00:03:46.000]  (主席)我都要聽她說?
[00:03:46.000 --> 00:03:48.000]  (主席)她就是有這個想法
[00:03:48.000 --> 00:03:51.040]  (主席)我就說聖經說要彼此信服
[00:03:51.040 --> 00:03:53.520]  (主席)如果她真的叫你拿札泥吞進嘴裡
[00:03:53.520 --> 00:03:55.600]  (主席)你就叫她拿回札泥吞進嘴裡
[00:03:55.600 --> 00:03:58.080]  (主席)你覺得她會不會叫你這樣做?
[00:03:58.080 --> 00:04:00.480]  (主席)沒有人會這樣傻的
[00:04:00.480 --> 00:04:02.960]  (主席)這樣彼此去做這件事
[00:04:02.960 --> 00:04:06.240]  (主席)所以純屬誤會
[00:04:06.240 --> 00:04:10.560]  (主席)純屬這個字好像很熟悉
[00:04:10.560 --> 00:04:15.680]  (主席)好像早前有個劇集叫《純屬》
[00:04:15.680 --> 00:04:18.560]  (主席)不是?你們又不看電視
[00:04:18.560 --> 00:04:19.840]  (主席)所以不太熟悉
[00:04:19.840 --> 00:04:20.880]  (主席)好像叫《純屬》
[00:04:20.880 --> 00:04:22.880]  (主席)不過牧師的記性是差的
[00:04:22.880 --> 00:04:24.400]  (主席)類似也是一樣
[00:04:24.400 --> 00:04:25.920]  (主席)總之我沒有錯
[00:04:25.920 --> 00:04:28.880]  (主席)所以這裏就是主耶穌說的
[00:04:28.880 --> 00:04:30.880]  (主席)怎樣似你的新命令
[00:04:30.880 --> 00:04:31.840]  (主席)怎樣新命令
[00:04:31.840 --> 00:04:33.840]  (主席)我怎樣愛你們
[00:04:33.840 --> 00:04:37.120]  (主席)是為我們釘十字架而死的那種愛
[00:04:37.120 --> 00:04:38.000]  (主席)好了
[00:04:38.000 --> 00:04:40.320]  (主席)這個彼此相愛這件事
[00:04:40.320 --> 00:04:41.760]  (主席)首先第一件事
[00:04:41.760 --> 00:04:43.760]  (主席)有我們最高的領導
[00:04:43.760 --> 00:04:45.120]  (主席)主耶穌基督
[00:04:45.120 --> 00:04:47.120]  (主席)是命令我們
[00:04:47.120 --> 00:04:49.120]  (主席)今天時間無多
[00:04:49.120 --> 00:04:50.720]  (主席)我也時日無多
[00:04:50.720 --> 00:04:51.760]  (主席)所以呢
[00:04:51.760 --> 00:04:53.280]  (主席)因為我今天去飛了
[00:04:53.280 --> 00:04:55.040]  (主席)我今天去加拿大
[00:04:55.040 --> 00:04:55.760]  (主席)好了
[00:04:55.760 --> 00:04:57.120]  (主席)接著第二個是什麼
[00:04:57.120 --> 00:04:58.880]  (主席)第二個我想大家看一節經文
[00:04:58.880 --> 00:05:00.000]  (主席)就是在
[00:05:00.000 --> 00:05:03.040]  (主席)貼薩羅尼加前書四章第九節
[00:05:03.040 --> 00:05:05.520]  (主席)在你的副頁有的
[00:05:05.520 --> 00:05:08.320]  (主席)貼薩羅尼加前書四章第九節
[00:05:08.320 --> 00:05:10.320]  (主席)我讀給大家聽
[00:05:10.320 --> 00:05:12.320]  (主席)有關弟兄姦的手足之情
