
[00:00:00.000 --> 00:00:04.000]  禮福所書第五章二十八節到三十一節,我們一起來念
[00:00:04.000 --> 00:00:08.000]  丈夫也當照樣愛妻子
[00:00:08.000 --> 00:00:21.000]  總是保養顧惜,正像基督愛教會一樣
[00:00:21.000 --> 00:00:24.000]  因我們是他身上的肢體
[00:00:24.000 --> 00:00:32.000]  為這個緣故,仍要離開父母,與妻子聯合,二人成為一體
[00:00:32.000 --> 00:00:33.000]  我們一起禱告
[00:00:33.000 --> 00:00:36.000]  我們在天上的父神,愛我們的主耶穌基督
[00:00:36.000 --> 00:00:41.000]  我們來到您面前,我們要承認我們原來真的是無知的
[00:00:41.000 --> 00:00:43.000]  我們原來可能是在黑暗裡面
[00:00:43.000 --> 00:00:45.000]  我們原來是照著我們自己的喜好
[00:00:45.000 --> 00:00:48.000]  照著我們自己的本性,活在這個世界上
[00:00:48.000 --> 00:00:50.000]  但是主祢自己愛我們
[00:00:50.000 --> 00:00:52.000]  祢從創世以前,祢就愛我們
[00:00:52.000 --> 00:00:54.000]  祢在基督裡面,檢選了我們
[00:00:54.000 --> 00:00:56.000]  讓我們在這個末世的時候
[00:00:56.000 --> 00:00:59.000]  也能夠聽到別人所傳給我們的福音
[00:00:59.000 --> 00:01:01.000]  讓我們能夠回到祢的面前
[00:01:01.000 --> 00:01:03.000]  讓我們能夠被拯救
[00:01:03.000 --> 00:01:04.000]  讓我們能夠悔改
[00:01:04.000 --> 00:01:06.000]  讓我們能夠認識祢
[00:01:06.000 --> 00:01:07.000]  我們謝謝祢
[00:01:07.000 --> 00:01:10.000]  我們把今天這一段時間也仰望在祢的手中
[00:01:10.000 --> 00:01:12.000]  主我們真的是所懇求的
[00:01:12.000 --> 00:01:15.000]  就是當我們睜開我們眼睛的時候
[00:01:15.000 --> 00:01:16.000]  我們看到祢的形象
[00:01:16.000 --> 00:01:18.000]  我們就心滿意足了
[00:01:18.000 --> 00:01:20.000]  主讓我們被祢所得著
[00:01:20.000 --> 00:01:22.000]  讓我們被祢所充滿
[00:01:22.000 --> 00:01:23.000]  我們感謝禱告
[00:01:23.000 --> 00:01:25.000]  是奉主耶穌基督的聖名
[00:01:25.000 --> 00:01:29.000]  我們講了很多了
[00:01:29.000 --> 00:01:32.000]  我們歸納起來
[00:01:32.000 --> 00:01:36.000]  我們就是要講一個被聖靈充滿的丈夫
[00:01:36.000 --> 00:01:39.000]  你應當愛你自己的妻子
[00:01:39.000 --> 00:01:41.000]  像基督愛教會的一樣
[00:01:41.000 --> 00:01:43.000]  有時候我自己在講這些事情的時候
[00:01:43.000 --> 00:01:45.000]  我自己心裡面都不忍
[00:01:45.000 --> 00:01:46.000]  為什麼呢
[00:01:46.000 --> 00:01:48.000]  因為好像對弟兄拼命在那邊打
[00:01:48.000 --> 00:01:50.000]  拼命打拼命打
[00:01:50.000 --> 00:01:54.000]  要把這個idea打進他們裡面
[00:01:54.000 --> 00:01:57.000]  但是問題還是在對不對
[00:01:57.000 --> 00:01:59.000]  我自己上次也講了
[00:01:59.000 --> 00:02:01.000]  我很不願意讓弟兄姐妹
[00:02:01.000 --> 00:02:05.000]  好像有一個概念是守律法
[00:02:05.000 --> 00:02:07.000]  我們守律法是守不到的
[00:02:07.000 --> 00:02:08.000]  我們真的是只能
[00:02:08.000 --> 00:02:10.000]  當我們被主得著的時候
[00:02:10.000 --> 00:02:11.000]  當我們真的是看見
[00:02:11.000 --> 00:02:13.000]  主耶穌祂給我們的應許
[00:02:13.000 --> 00:02:16.000]  當我們真的是看見將來的盼望的時候
[00:02:16.000 --> 00:02:18.000]  我們可以做得到的
[00:02:18.000 --> 00:02:19.000]  我們可以做得到
[00:02:19.000 --> 00:02:20.000]  當然不是一下子
[00:02:20.000 --> 00:02:22.000]  所有的事情都做得到
[00:02:22.000 --> 00:02:24.000]  真的是一步一步一步
[00:02:24.000 --> 00:02:25.000]  所以這個就是我們
[00:02:25.000 --> 00:02:27.000]  我自己也認為
[00:02:27.000 --> 00:02:29.000]  婚姻其實是一個dynamic
[00:02:29.000 --> 00:02:30.000]  婚姻是一個動態的
[00:02:30.000 --> 00:02:32.000]  一直在變
[00:02:32.000 --> 00:02:34.000]  剛剛結婚的時候只有兩個人
[00:02:34.000 --> 00:02:35.000]  真的是談情說愛
[00:02:35.000 --> 00:02:37.000]  你濃我濃的
[00:02:37.000 --> 00:02:38.000]  然後呢
[00:02:38.000 --> 00:02:39.000]  後來有了小孩之後
[00:02:39.000 --> 00:02:41.000]  就是你不濃我也不濃
[00:02:41.000 --> 00:02:42.000]  對不對
[00:02:42.000 --> 00:02:44.000]  那麼大家都忙自己的事情
[00:02:44.000 --> 00:02:46.000]  然後等到年紀大了之後呢
[00:02:46.000 --> 00:02:47.000]  hopefully又回到原來的
[00:02:47.000 --> 00:02:49.000]  你濃我濃的樣子
[00:02:49.000 --> 00:02:51.000]  因為小孩子通通走掉了
[00:02:51.000 --> 00:02:53.000]  但是那個時候的濃
[00:02:53.000 --> 00:02:54.000]  跟剛剛結婚的時候的濃
[00:02:54.000 --> 00:02:56.000]  是不一樣的了
[00:02:56.000 --> 00:02:58.000]  所以我說這是一個動態
[00:02:58.000 --> 00:03:01.000]  很多時候結婚的夫妻
[00:03:01.000 --> 00:03:04.000]  不太了解這個是一個動態
[00:03:04.000 --> 00:03:05.000]  dynamic
[00:03:05.000 --> 00:03:06.000]  它是一直在變的
[00:03:06.000 --> 00:03:07.000]  但是聖經上讓我們看見
[00:03:07.000 --> 00:03:10.000]  我們有一個盼望
