
[00:00:00.000 --> 00:00:05.000]  好開心今早可以一起敬拜
[00:00:05.000 --> 00:00:12.000]  因為這幾天有少少喉嚨不太舒服
[00:00:12.000 --> 00:00:17.000]  希望待會不會咳嗽影響大家
[00:00:17.000 --> 00:00:21.000]  但是大家安全的
[00:00:21.000 --> 00:00:22.000]  因為已經幾天了
[00:00:22.000 --> 00:00:24.000]  傳染期已經過了
[00:00:24.000 --> 00:00:26.000]  也肯定不是肺炎
[00:00:26.000 --> 00:00:31.000]  待會和大家比較親密接觸的時候
[00:00:31.000 --> 00:00:33.000]  就會戴上口罩
[00:00:33.000 --> 00:00:36.000]  因為講到很難講話
[00:00:36.000 --> 00:00:40.000]  和我們戴眼鏡的人明白
[00:00:40.000 --> 00:00:42.000]  看不到東西
[00:00:42.000 --> 00:00:45.000]  戴上口罩講這麼多東西
[00:00:45.000 --> 00:00:47.000]  就會有點困難
[00:00:47.000 --> 00:00:50.000]  所以應該都大家放心
[00:00:50.000 --> 00:00:51.000]  沒問題的
[00:00:51.000 --> 00:00:53.000]  我們再次一起禱告
[00:00:53.000 --> 00:00:54.000]  多謝我們的主
[00:00:54.000 --> 00:00:58.000]  今天你招聚我們一起來敬拜
[00:00:58.000 --> 00:01:04.000]  一起忠心的侍奉和跟從你
[00:01:04.000 --> 00:01:07.000]  願主你賜福給每一位弟兄姊妹
[00:01:07.000 --> 00:01:10.000]  在現場的網上
[00:01:10.000 --> 00:01:15.000]  遲些會和我們一起去參與敬拜的時候
[00:01:15.000 --> 00:01:19.000]  讓你的祝福臨到我們
[00:01:19.000 --> 00:01:24.000]  今天停車場有些障礙
[00:01:24.000 --> 00:01:28.000]  有些弟兄姊妹要去找位置泊車
[00:01:28.000 --> 00:01:32.000]  所以可能會遲一些才參加我們的崇拜
[00:01:32.000 --> 00:01:36.000]  求神你都給他們有平安的腳步
[00:01:36.000 --> 00:01:39.000]  我們仰望禱告奉耶穌基督的名
[00:01:39.000 --> 00:01:40.000]  阿們
[00:01:43.000 --> 00:01:50.000]  今天和大家在比較熟悉的事跡裡
[00:01:50.000 --> 00:01:54.000]  分享我們作為基督徒的門徒
[00:01:54.000 --> 00:02:00.000]  耶穌的門徒的很重要的生活原則
[00:02:00.000 --> 00:02:05.000]  我的題目看上去有點難明
[00:02:05.000 --> 00:02:10.000]  叫《沉根:以基督為忠心的生命》
[00:02:10.000 --> 00:02:13.000]  這兩樣東西怎樣放在一起
[00:02:13.000 --> 00:02:16.000]  一邊大家去聽一邊去思想
[00:02:16.000 --> 00:02:18.000]  一邊我們會探索
[00:02:18.000 --> 00:02:22.000]  希望大家跟著就會很明白
[00:02:22.000 --> 00:02:28.000]  其實我們今天開始一個新的系列
[00:02:28.000 --> 00:02:33.000]  大家如果記得我們在兩年前開始
[00:02:33.000 --> 00:02:41.000]  有講到怎樣建立一個以基督為忠心的生命
[00:02:41.000 --> 00:02:45.000]  以及怎樣去建立一個門徒訓練的教會
[00:02:45.000 --> 00:02:48.000]  以致我們每一個弟兄姊妹
[00:02:48.000 --> 00:02:53.000]  都是過一個門徒訓練的生活
[00:02:53.000 --> 00:02:59.000]  希望透過這段經文給我們再去思想
[00:02:59.000 --> 00:03:04.000]  在這個經文的思想之前
[00:03:04.000 --> 00:03:07.000]  和大家介紹這位女士
[00:03:07.000 --> 00:03:10.000]  這位女士我不認識她
[00:03:10.000 --> 00:03:14.000]  曾經是很出名的一位法國女士
[00:03:14.000 --> 00:03:19.000]  如果在座有些會講法文的弟兄姊妹
[00:03:19.000 --> 00:03:22.000]  就教我們怎樣讀她的名字
[00:03:22.000 --> 00:03:25.000]  我就不讀了
[00:03:25.000 --> 00:03:27.000]  她特別的地方是什麼呢
[00:03:27.000 --> 00:03:34.000]  就是她在1875年的2月21日就出生了
[00:03:34.000 --> 00:03:37.000]  如果大家心算快的
[00:03:37.000 --> 00:03:43.000]  一看就知道她的年紀是非常之大
[00:03:43.000 --> 00:03:44.000]  她已經過世了
[00:03:44.000 --> 00:03:46.000]  但是她過世的時候
[00:03:46.000 --> 00:03:50.000]  享年122歲164日
[00:03:50.000 --> 00:03:54.000]  根據歷史上的記載
[00:03:54.000 --> 00:03:59.000]  她是世上所知道有紀錄以來
[00:03:59.000 --> 00:04:03.000]  是最長壽的一個人
[00:04:03.000 --> 00:04:05.000]  她除了長壽之外
[00:04:05.000 --> 00:04:08.000]  還有幾個特別的地方
[00:04:08.000 --> 00:04:13.000]  因為大家都覺得這個長壽的女士
[00:04:13.000 --> 00:04:17.000]  究竟為什麼她可以這麼長壽呢
[00:04:17.000 --> 00:04:19.000]  就去訪問她
[00:04:19.000 --> 00:04:20.000]  訪問她的時候
[00:04:20.000 --> 00:04:25.000]  她就講了她有十幾條生活的原則
[00:04:25.000 --> 00:04:28.000]  第一條她就跟大家分享
[00:04:28.000 --> 00:04:31.000]  就是我愛上了酒
[00:04:31.000 --> 00:04:32.000]  就是經常喝酒
[00:04:32.000 --> 00:04:34.000]  我們覺得醉酒不好
[00:04:34.000 --> 00:04:37.000]  但是適量的酒可能都好的
[00:04:37.000 --> 00:04:39.000]  都幫助她長壽的
[00:04:39.000 --> 00:04:41.000]  但是要小心
[00:04:41.000 --> 00:04:43.000]  不要喝太多
[00:04:43.000 --> 00:04:48.000]  她就覺得所有的嬰孩都是漂亮的
[00:04:48.000 --> 00:04:52.000]  這個應該大部分人都同她一樣同意
[00:04:52.000 --> 00:04:56.000]  我也同意
[00:04:56.000 --> 00:04:59.000]  我的外孫剛剛星期四晚出世
[00:04:59.000 --> 00:05:02.000]  是非常之漂亮的
[00:05:02.000 --> 00:05:08.000]  還有她就說如果你不能夠改變的事
[00:05:08.000 --> 00:05:10.000]  你就不要去想她了
[00:05:10.000 --> 00:05:16.000]  這個是給我們一個挺健康的生活原則
[00:05:16.000 --> 00:05:20.000]  想得太多就會有很多的憂慮
[00:05:20.000 --> 00:05:24.000]  煩所就會有點像馬大
[00:05:24.000 --> 00:05:29.000]  還有她說我想我會因為大笑而死
[00:05:29.000 --> 00:05:31.000]  因為她真的很喜歡笑
[00:05:31.000 --> 00:05:34.000]  所以她就說事事維持笑容
[00:05:34.000 --> 00:05:36.000]  就是我的長壽之道
[00:05:36.000 --> 00:05:42.000]  這個是她的生活裡面幾個重要的原則
[00:05:42.000 --> 00:05:46.000]  有其他的她沒有說出來
[00:05:46.000 --> 00:05:47.000]  也沒有寫出來
[00:05:47.000 --> 00:05:50.000]  其實我們發覺
[00:05:50.000 --> 00:05:52.000]  你問回自己
[00:05:52.000 --> 00:05:56.000]  每個人都會有一些重要的生活原則
[00:05:56.000 --> 00:05:58.000]  好像這位女士
[00:05:58.000 --> 00:06:01.000]  她可能不是一早就寫下來
[00:06:01.000 --> 00:06:04.000]  就說我就要按著這些來生活
[00:06:04.000 --> 00:06:08.000]  但是當有人問她的時候
[00:06:08.000 --> 00:06:10.000]  她就可以說得出來
[00:06:10.000 --> 00:06:14.000]  她就回想我一向是怎樣生活的
[00:06:14.000 --> 00:06:17.000]  有些什麼對我是重要的
[00:06:17.000 --> 00:06:22.000]  今天講到以基督為中心的一個生命
[00:06:22.000 --> 00:06:23.000]  和生活的時候
[00:06:23.000 --> 00:06:27.000]  我們都需要問一下自己
[00:06:27.000 --> 00:06:30.000]  其實我們有些什麼原則
[00:06:30.000 --> 00:06:32.000]  在我們日常的生活裡面
[00:06:32.000 --> 00:06:34.000]  其實是很重要的
[00:06:34.000 --> 00:06:36.000]  好像我剛才所說
[00:06:36.000 --> 00:06:40.000]  其實很多時候我們不會馬上寫出來
[00:06:40.000 --> 00:06:45.000]  雖然有時候我們都鼓勵弟兄姊妹去寫出來
[00:06:45.000 --> 00:06:47.000]  有時候我們做婚前輔導的時候
[00:06:47.000 --> 00:06:52.000]  我們就會鼓勵那一對預備結婚的男女
[00:06:52.000 --> 00:06:57.000]  寫下你的重要的生活原則
[00:06:57.000 --> 00:07:01.000]  甚至你可以寫下你的一個
[00:07:01.000 --> 00:07:03.000]  我們叫做使命宣言
[00:07:03.000 --> 00:07:07.000]  有一些機構 現在甚至有一些商業的公司
[00:07:07.000 --> 00:07:12.000]  甚至很多年前我去大商場裡面
[00:07:12.000 --> 00:07:14.000]  看到有一間賣肉的店鋪
[00:07:14.000 --> 00:07:18.000]  他都在牆上寫著他的使命宣言
[00:07:18.000 --> 00:07:20.000]  賣肉而已
[00:07:20.000 --> 00:07:21.000]  都寫的
[00:07:21.000 --> 00:07:23.000]  所以我們都需要
[00:07:23.000 --> 00:07:25.000]  就算不是寫完出來
[00:07:25.000 --> 00:07:26.000]  你都要知道
[00:07:26.000 --> 00:07:32.000]  究竟什麼對我的生命是重要的
[00:07:32.000 --> 00:07:38.000]  我也是時時看這位法國的一位牧者
[00:07:38.000 --> 00:07:42.000]  和一位作者寫很多書
[00:07:42.000 --> 00:07:46.000]  又做網上的podcast
[00:07:46.000 --> 00:07:48.000]  這位牧者他就說
[00:07:48.000 --> 00:07:53.000]  他有六樣可以叫做宣言
[00:07:53.000 --> 00:07:55.000]  或者叫做肯定
[00:07:55.000 --> 00:08:00.000]  每一個早上我就會讀這六句話
[00:08:00.000 --> 00:08:03.000]  來肯定我要怎樣生活
[00:08:03.000 --> 00:08:05.000]  這個我沒有翻譯出來
[00:08:05.000 --> 00:08:07.000]  因為我都不打算用太多時間
[00:08:07.000 --> 00:08:10.000]  逐一去說
[00:08:10.000 --> 00:08:15.000]  但是有一些很重要
[00:08:15.000 --> 00:08:18.000]  第四點他的意思就是說
[00:08:18.000 --> 00:08:21.000]  所有今天會發生的事情
[00:08:21.000 --> 00:08:25.000]  包括那些令到我很不開心
[00:08:25.000 --> 00:08:30.000]  令到我很煩擾或者失望的事情
[00:08:30.000 --> 00:08:35.000]  我都知道是萬事互相效力的
[00:08:35.000 --> 00:08:38.000]  所以羅馬書八章二十八節
[00:08:38.000 --> 00:08:40.000]  他提醒自己
[00:08:40.000 --> 00:08:42.000]  真的是在聖經裡面的說話
[00:08:42.000 --> 00:08:44.000]  當然有很多時候
[00:08:44.000 --> 00:08:46.000]  我們誤解了這一節聖經
[00:08:46.000 --> 00:08:48.000]  我以前都有說過
[00:08:48.000 --> 00:08:49.000]  今天就不詳細說了
[00:08:49.000 --> 00:08:55.000]  你想找自己繼續去讀羅馬書八章二十八節
[00:08:55.000 --> 00:08:57.000]  尤其是前面和後面
[00:08:57.000 --> 00:09:02.000]  就會告訴你究竟這一節是說什麼
[00:09:02.000 --> 00:09:04.000]  第五條他說
[00:09:04.000 --> 00:09:07.000]  你不可以控制別人做什麼
[00:09:07.000 --> 00:09:11.000]  但是你可以控制你自己做什麼
[00:09:11.000 --> 00:09:14.000]  以及你對其他周圍的人和事
[00:09:14.000 --> 00:09:17.000]  你是怎樣去回應
[00:09:17.000 --> 00:09:21.000]  這句其實我相信很多人一向都是聽過
[00:09:21.000 --> 00:09:25.000]  都知道這樣是好的必須的
[00:09:25.000 --> 00:09:27.000]  但是他朝朝早要提醒自己
[00:09:27.000 --> 00:09:28.000]  為什麼呢
[00:09:28.000 --> 00:09:32.000]  因為原來是很不容易做的這件事
[00:09:32.000 --> 00:09:36.000]  第六條他說
[00:09:36.000 --> 00:09:44.000]  將那些你沒辦法改變的事的責任
[00:09:44.000 --> 00:09:48.000]  去卸給神這句都是聖經說過
[00:09:48.000 --> 00:09:50.000]  卸駁是神教的
[00:09:50.000 --> 00:09:53.000]  不過是卸給耶穌的
[00:09:53.000 --> 00:09:56.000]  因為他去想就行了
[00:09:56.000 --> 00:09:59.000]  這裡所謂叫做憂慮
[00:09:59.000 --> 00:10:00.000]  當然耶穌不是憂慮
[00:10:00.000 --> 00:10:01.000]  但是英文是這樣說
[00:10:01.000 --> 00:10:03.000]  It is his worry
[00:10:03.000 --> 00:10:04.000]  讓他去想就行了
[00:10:04.000 --> 00:10:06.000]  不需要我去想
[00:10:06.000 --> 00:10:08.000]  那個不是你的責任
[00:10:08.000 --> 00:10:09.000]  是神的責任
[00:10:09.000 --> 00:10:14.000]  這個在彼得前書五章七節的教導
[00:10:14.000 --> 00:10:20.000]  這六條就是他很重要的生活原則
[00:10:20.000 --> 00:10:25.000]  以致他可以過起碼快樂的生活
[00:10:25.000 --> 00:10:28.000]  以及跟著這些生活
[00:10:28.000 --> 00:10:32.000]  也是聖經所教導的
[00:10:32.000 --> 00:10:40.000]  今天看回在馬大和瑪利亞和耶穌見面的故事裡
[00:10:40.000 --> 00:10:46.000]  我一部份今天是想跟馬大伸冤平反的
[00:10:46.000 --> 00:10:50.000]  大家一想可能就已經知道
[00:10:50.000 --> 00:10:53.000]  為什麼要為他平反呢
[00:10:53.000 --> 00:10:55.000]  因為原來很多時候
[00:10:55.000 --> 00:10:59.000]  我們都對馬大有一點不太公平
[00:10:59.000 --> 00:11:01.000]  因為一讀這段經文
[00:11:01.000 --> 00:11:04.000]  一聽這段經文就馬上想到
[00:11:04.000 --> 00:11:06.000]  耶穌讚瑪利亞
[00:11:06.000 --> 00:11:12.000]  但是就說這個馬大真的不太妥當
[00:11:12.000 --> 00:11:15.000]  你要學一下瑪利亞
[00:11:15.000 --> 00:11:16.000]  馬大 馬大
[00:11:16.000 --> 00:11:19.000]  為什麼你會這麼多的
[00:11:19.000 --> 00:11:24.000]  許多的事去思慮煩擾
[00:11:24.000 --> 00:11:32.000]  給耶穌教訓他的意味
[00:11:32.000 --> 00:11:35.000]  於是我們一想的時候就發覺
[00:11:35.000 --> 00:11:41.000]  原來這個馬大不是我們學習的榜樣
[00:11:41.000 --> 00:11:44.000]  瑪利亞就是我們學習的榜樣
[00:11:44.000 --> 00:11:49.000]  因為他是選擇了那上好的福分
[00:11:49.000 --> 00:11:54.000]  沒有人可以搶到他的福分
[00:11:54.000 --> 00:11:58.000]  於是我們一想就是要學瑪利亞
[00:11:58.000 --> 00:11:59.000]  馬大怎樣呢
[00:11:59.000 --> 00:12:01.000]  千萬不要學他
[00:12:01.000 --> 00:12:02.000]  不要學他什麼呢
[00:12:02.000 --> 00:12:08.000]  不要學他很忙碌地走來走去
[00:12:08.000 --> 00:12:10.000]  做很多事情
[00:12:10.000 --> 00:12:13.000]  搞到自己很忙
[00:12:13.000 --> 00:12:17.000]  搞到自己沒有時間去讀經 祈禱
[00:12:17.000 --> 00:12:20.000]  搞到自己沒有時間去親近耶穌
[00:12:20.000 --> 00:12:23.000]  所以就不要學瑪利亞
[00:12:23.000 --> 00:12:29.000]  於是可能我們小朋友自小就讀了這段經文
[00:12:29.000 --> 00:12:34.000]  我就不知道在主義學怎麼教他們
[00:12:34.000 --> 00:12:36.000]  主義學老師都教他們
[00:12:36.000 --> 00:12:40.000]  你們千萬不要學這個瑪利亞
[00:12:40.000 --> 00:12:44.000]  很忙碌地在家裡做這麼多事情
[00:12:44.000 --> 00:12:47.000]  家裡又做什麼呢 做家務
[00:12:47.000 --> 00:12:49.000]  於是媽媽說為什麼你不收拾房間
[00:12:49.000 --> 00:12:54.000]  是聖經那裡說的
[00:12:54.000 --> 00:12:56.000]  對我們的小朋友
[00:12:56.000 --> 00:12:59.000]  我發覺原來我們教錯了他
[00:12:59.000 --> 00:13:01.000]  如果是主義學那樣教
[00:13:01.000 --> 00:13:02.000]  甚至不只是主義學
[00:13:02.000 --> 00:13:04.000]  我們成人崇拜很多時候
[00:13:04.000 --> 00:13:06.000]  都是帶著一種這樣的思想
[00:13:06.000 --> 00:13:08.000]  來想這段經文
[00:13:08.000 --> 00:13:11.000]  這樣來想馬大
[00:13:11.000 --> 00:13:16.000]  沒錯耶穌真是去教訓馬大
[00:13:16.000 --> 00:13:23.000]  然後說起手指頭去讚瑪利亞
[00:13:23.000 --> 00:13:29.000]  現在叫做給個讚
[00:13:29.000 --> 00:13:31.000]  但很多時候我們這樣想的時候
[00:13:31.000 --> 00:13:36.000]  我就發覺我們其實對馬大不是很公平
[00:13:36.000 --> 00:13:37.000]  為什麼這麼說呢
[00:13:37.000 --> 00:13:40.000]  你想想馬大他做了些什麼
[00:13:40.000 --> 00:13:46.000]  以致耶穌好像叫我們不要學馬大
[00:13:46.000 --> 00:13:49.000]  再澄清一下
[00:13:49.000 --> 00:13:53.000]  耶穌在這幾句話裡
[00:13:53.000 --> 00:13:56.000]  沒有叫我們不要學馬大
[00:13:56.000 --> 00:13:59.000]  你有沒有找到耶穌這樣說
[00:13:59.000 --> 00:14:02.000]  耶穌沒有叫我們不要學馬大
[00:14:02.000 --> 00:14:05.000]  我們比較之下
[00:14:05.000 --> 00:14:10.000]  我們當然發覺要學馬利亞
[00:14:10.000 --> 00:14:11.000]  學了馬利亞
[00:14:11.000 --> 00:14:13.000]  耶穌就會讚的
[00:14:13.000 --> 00:14:14.000]  耶穌越納
[00:14:14.000 --> 00:14:17.000]  我們說的很屬靈的聖經的說話
[00:14:17.000 --> 00:14:20.000]  就是耶穌會越納我們
[00:14:20.000 --> 00:14:25.000]  馬大當然是比較之下不要學他
[00:14:25.000 --> 00:14:28.000]  但其實馬大做了些什麼
[00:14:28.000 --> 00:14:30.000]  馬大做了些什麼
[00:14:30.000 --> 00:14:33.000]  以致耶穌這樣說呢
[00:14:33.000 --> 00:14:40.000]  馬大做的事是他事後的事多
[00:14:40.000 --> 00:14:43.000]  心裡忙亂
[00:14:43.000 --> 00:14:45.000]  他要做很多事
[00:14:45.000 --> 00:14:50.000]  耶穌沒有說不要做很多事
[00:14:50.000 --> 00:14:53.000]  有時候我們一想就誤解了
[00:14:53.000 --> 00:14:56.000]  耶穌叫我們不要做那麼多事
[00:14:56.000 --> 00:14:58.000]  很多時候弟兄姊妹
[00:14:58.000 --> 00:15:02.000]  無論是生活上教會裡面
[00:15:02.000 --> 00:15:03.000]  哪一樣事忙
[00:15:03.000 --> 00:15:05.000]  總之忙很多事做
[00:15:05.000 --> 00:15:07.000]  我們就很關心弟兄姊妹
[00:15:07.000 --> 00:15:08.000]  不要那麼忙
[00:15:08.000 --> 00:15:10.000]  不要做那麼多事
[00:15:10.000 --> 00:15:13.000]  教會裡面的侍奉都不要做那麼多
[00:15:13.000 --> 00:15:16.000]  曾經很多年前有一個福音機構
[00:15:16.000 --> 00:15:17.000]  我當時侍奉的時候
[00:15:17.000 --> 00:15:21.000]  突然間他跟我們團契的學生說
[00:15:21.000 --> 00:15:25.000]  聖經裡面羅馬書說要專一侍奉
[00:15:25.000 --> 00:15:26.000]  記不記得
[00:15:26.000 --> 00:15:27.000]  專一侍奉
[00:15:27.000 --> 00:15:30.000]  即是說所有可以做的侍奉裡面
[00:15:30.000 --> 00:15:33.000]  你只做一樣就好了
[00:15:33.000 --> 00:15:34.000]  一想
[00:15:34.000 --> 00:15:36.000]  他還教什麼呢
[00:15:36.000 --> 00:15:37.000]  他說你作為學生
[00:15:37.000 --> 00:15:40.000]  你最重要侍奉神的是什麼
[00:15:40.000 --> 00:15:42.000]  讀書
