
[00:00:00.000 --> 00:00:06.120]  今天我跟大家講的題目就是最後的交漲
[00:00:06.120 --> 00:00:09.520]  最後的時候我們要面對上帝
[00:00:09.520 --> 00:00:13.560]  剛纔我說過有一定會得獎賞的
[00:00:13.560 --> 00:00:15.840]  得什麼獎賞呢?我們不知道
[00:00:15.840 --> 00:00:19.800]  其實就要根據到底我們在這個世界上
[00:00:19.800 --> 00:00:22.320]  爲上帝做了什麼工作
[00:00:22.320 --> 00:00:26.360]  首先我們說到天堂和地獄的時候
[00:00:26.360 --> 00:00:30.400]  不知道你對天堂和地獄的觀念是怎麼樣的
[00:00:30.400 --> 00:00:32.000]  一般人裏面來說
[00:00:32.000 --> 00:00:35.000]  我們有一個很籠統的觀念是什麼呢?
[00:00:35.000 --> 00:00:37.720]  好人就會上天堂
[00:00:37.720 --> 00:00:40.360]  壞人就會落地獄
[00:00:40.360 --> 00:00:42.160]  天堂在什麼地方呢?
[00:00:42.160 --> 00:00:44.640]  天堂就是一個很光明
[00:00:44.640 --> 00:00:46.720]  很平和
[00:00:46.720 --> 00:00:49.920]  很喜樂的極樂世界
[00:00:49.920 --> 00:00:52.160]  天父與我同在
[00:00:52.160 --> 00:00:54.880]  那些好人就會在那裏
[00:00:54.880 --> 00:00:58.160]  地獄呢?地獄是一個很黑暗的
[00:00:58.160 --> 00:01:01.800]  很恐怖的,就像一個監牢
[00:01:01.800 --> 00:01:05.360]  一個地獄一樣的地方
[00:01:05.360 --> 00:01:08.000]  那些壞人就會去
[00:01:08.000 --> 00:01:09.960]  到底在聖經裏面來說
[00:01:09.960 --> 00:01:12.720]  是不是真的這樣呢?
[00:01:12.720 --> 00:01:15.320]  首先我想跟大家看一次聖經
[00:01:15.320 --> 00:01:17.480]  這個聖經呢,大家很熟悉的
[00:01:17.480 --> 00:01:21.280]  就是在加拉太書的六章第七節
[00:01:21.280 --> 00:01:24.400]  加拉太書在第六章第七節裏面怎麼說呢?
[00:01:24.400 --> 00:01:27.360]  它說不要自棄
[00:01:27.360 --> 00:01:29.880]  神是興萬不得的
[00:01:29.880 --> 00:01:32.280]  Don't make mistake about this
[00:01:32.280 --> 00:01:35.040]  神是興萬不得的
[00:01:35.040 --> 00:01:37.280]  人種的是什麼呢?
[00:01:37.280 --> 00:01:39.520]  收的也是什麼呢?
[00:01:39.520 --> 00:01:42.520]  這個就是聖經所說的因果的關係
[00:01:42.520 --> 00:01:44.960]  你種什麼就收什麼
[00:01:44.960 --> 00:01:46.800]  你種了什麼的時候
[00:01:46.800 --> 00:01:49.160]  那些果子就會出來
[00:01:49.160 --> 00:01:52.160]  所以我們很相信
[00:01:52.160 --> 00:01:53.520]  神是很公道的
[00:01:53.520 --> 00:01:56.840]  神是一個很公道的上帝
[00:01:56.840 --> 00:02:00.120]  每一個人有一天
[00:02:00.120 --> 00:02:02.560]  One day 都會get paid
[00:02:02.560 --> 00:02:04.480]  到最後我們變成上帝的時候
[00:02:04.480 --> 00:02:06.240]  神都會去獎賞我們
[00:02:06.240 --> 00:02:07.720]  但好像我剛纔說的
[00:02:07.720 --> 00:02:09.560]  獎賞什麼呢?
[00:02:09.560 --> 00:02:11.400]  Depends on
[00:02:11.400 --> 00:02:12.880]  在這個時間
[00:02:12.880 --> 00:02:15.760]  在今生這個世代裏面的時候
[00:02:15.760 --> 00:02:18.800]  我們能夠爲上帝做些什麼事情
[00:02:18.800 --> 00:02:22.720]  我發覺當我們講這個問題的時候
[00:02:22.720 --> 00:02:26.600]  我們最大的問題是無知
[00:02:26.600 --> 00:02:27.800]  Ignorance
[00:02:27.800 --> 00:02:28.720]  爲什麼呢?
[00:02:28.720 --> 00:02:29.760]  因爲我剛纔說了
[00:02:29.760 --> 00:02:31.920]  聖經裏面有沒有說天堂和地獄的東西呢?
[00:02:31.920 --> 00:02:32.880]  是有的
[00:02:32.880 --> 00:02:35.880]  不過似乎不是說得很多
[00:02:35.880 --> 00:02:37.840]  所以變成我們很多東西
[00:02:37.840 --> 00:02:39.400]  好像有些不太清楚
[00:02:39.400 --> 00:02:41.360]  有些含糊的樣子
[00:02:41.360 --> 00:02:42.920]  因爲這樣的緣故
[00:02:42.920 --> 00:02:44.920]  很多時候人有很多不同的想法
[00:02:44.920 --> 00:02:47.080]  有很多不同的猜想
[00:02:47.080 --> 00:02:48.880]  我們覺得
[00:02:48.880 --> 00:02:51.160]  首先我們相信上帝是一個
[00:02:51.160 --> 00:02:53.400]  滿有恩典慈愛的上帝
[00:02:53.400 --> 00:02:54.080]  God is love
[00:02:54.080 --> 00:02:55.640]  神是愛
[00:02:55.640 --> 00:02:58.800]  所以有時候我們自圓其說
[00:02:58.800 --> 00:02:59.920]  是什麼呢?
[00:02:59.920 --> 00:03:03.000]  上帝既然是一個慈愛滿有恩典的神
[00:03:03.000 --> 00:03:05.040]  他就不會將那些好人
[00:03:05.040 --> 00:03:06.920]  send去地獄
[00:03:06.920 --> 00:03:08.240]  我是好人
[00:03:08.240 --> 00:03:09.360]  Good person
[00:03:09.360 --> 00:03:11.720]  我又不犯法又不做壞事
[00:03:11.720 --> 00:03:13.240]  所以我應該上天堂
[00:03:13.240 --> 00:03:13.840]  OK
[00:03:13.840 --> 00:03:15.680]  既然我是一個好人的緣故
[00:03:15.680 --> 00:03:18.000]  天父上帝anytime
[00:03:18.000 --> 00:03:19.800]  都會等我向祂祈禱
[00:03:19.800 --> 00:03:21.200]  我需要上帝幫助的時候
[00:03:21.200 --> 00:03:22.280]  上帝會聽我祈禱
[00:03:22.280 --> 00:03:23.360]  上帝會祝福我
[00:03:23.360 --> 00:03:26.040]  因爲我不做壞事
[00:03:26.040 --> 00:03:28.240]  很多就算不信耶穌的人
[00:03:28.240 --> 00:03:29.640]  有時候他都會跟自己說
[00:03:29.640 --> 00:03:31.560]  類似上學生裏面說的
[00:03:31.560 --> 00:03:33.280]  你問他的時候
[00:03:33.280 --> 00:03:37.720]  有時候他都會跟你說出他的看法
[00:03:37.720 --> 00:03:38.920]  人有這樣的想法
[00:03:38.920 --> 00:03:40.480]  因爲正如剛纔所說
[00:03:40.480 --> 00:03:41.560]  這個因果的觀念
[00:03:41.560 --> 00:03:43.240]  其實不是單單叫一個教友的
[00:03:43.240 --> 00:03:46.720]  很多宗教和外面的社團裏面
[00:03:46.720 --> 00:03:48.640]  都有講到這個問題
[00:03:48.640 --> 00:03:50.200]  所以好人得好報
[00:03:50.200 --> 00:03:51.440]  壞人得惡報
[00:03:51.440 --> 00:03:53.200]  既然我們是好人
[00:03:53.200 --> 00:03:55.000]  應該得好報
[00:03:55.000 --> 00:03:56.800]  這個就是我們的觀念
[00:03:56.800 --> 00:03:59.840]  所以我們剛纔說的那些想法
[00:03:59.840 --> 00:04:00.920]  但我想告訴大家
[00:04:00.920 --> 00:04:02.400]  如果你有這樣的想法的話
[00:04:02.400 --> 00:04:04.240]  這個是wishful thinking
[00:04:04.240 --> 00:04:07.040]  即是你想得很好
[00:04:07.040 --> 00:04:09.600]  是不是聖經的教導是這樣呢
[00:04:09.600 --> 00:04:10.640]  對不起
[00:04:10.640 --> 00:04:13.280]  聖經不是這樣教導我們的
[00:04:13.280 --> 00:04:14.280]  我們看一節聖經
[00:04:14.280 --> 00:04:17.280]  是《路加福音》第三章第八節
[00:04:17.280 --> 00:04:19.760]  聖經裏面是這樣說的
[00:04:19.760 --> 00:04:27.600]  你們要結出果子來與悔改的心相承
[00:04:27.600 --> 00:04:33.160]  這句話是路加醫生對猶太人說的
[00:04:33.160 --> 00:04:36.280]  然後他說你不要以爲你是亞伯拉罕的子孫
[00:04:36.280 --> 00:04:39.360]  所以你有那個privilege
[00:04:39.360 --> 00:04:41.520]  有那個privilege是什麼
[00:04:41.520 --> 00:04:44.880]  那個權利可以上天堂
[00:04:44.880 --> 00:04:46.000]  ok
[00:04:46.000 --> 00:04:48.760]  神是一個創造主
[00:04:48.760 --> 00:04:52.200]  他可以從石頭裏面爲亞伯拉罕起子孫
[00:04:52.200 --> 00:04:54.880]  所以如果你們不悔改的話
[00:04:54.880 --> 00:04:57.920]  你不要以爲這個特殊的身份
[00:04:57.920 --> 00:04:59.440]  就是亞伯拉罕的後裔
[00:04:59.440 --> 00:05:01.760]  你以爲你拿着這個身份
[00:05:01.760 --> 00:05:04.320]  你就可以上天堂了
[00:05:04.320 --> 00:05:05.680]  你就可以了
[00:05:05.680 --> 00:05:06.880]  no
[00:05:06.880 --> 00:05:09.080]  這個不是聖經給我們教導的
[00:05:09.080 --> 00:05:10.680]  今天對我們來說
[00:05:10.680 --> 00:05:14.360]  我們成爲基督徒也是一樣的
[00:05:14.360 --> 00:05:17.360]  我們說我們認罪悔改
[00:05:17.360 --> 00:05:18.920]  相信耶穌基督
[00:05:18.920 --> 00:05:20.720]  你缺乏自信主義神不是這樣的
[00:05:20.720 --> 00:05:21.840]  你的sinless prayer也是一樣的
[00:05:21.840 --> 00:05:24.720]  認罪悔改所以相信耶穌基督
[00:05:24.720 --> 00:05:27.560]  那我們悔改些什麼呢
[00:05:27.560 --> 00:05:29.760]  有沒有悔改到呢
[00:05:29.760 --> 00:05:33.320]  我們有沒有結出悔改的果子呢
[00:05:33.320 --> 00:05:37.600]  與我們悔改的心相承呢
[00:05:37.600 --> 00:05:40.360]  這個就相當嚴重的問題了
[00:05:40.360 --> 00:05:42.760]  很多時候我們說認罪悔改很簡單
[00:05:42.760 --> 00:05:44.480]  很簡單的sinless prayer
[00:05:44.480 --> 00:05:46.240]  每個人都會的
[00:05:46.240 --> 00:05:48.120]  我們做了就完成了
[00:05:48.120 --> 00:05:53.600]  我們以爲可以掌握上天堂的門卷
[00:05:53.600 --> 00:05:55.600]  以後就沒問題了
[00:05:55.600 --> 00:05:57.360]  但是我再看一遍聖經
[00:05:57.360 --> 00:05:59.400]  你們要結出果子來
[00:05:59.400 --> 00:06:00.920]  不單單是猶太人
[00:06:00.920 --> 00:06:03.520]  你迴轉過去向上帝認罪了
[00:06:03.520 --> 00:06:05.600]  我們做約圖
[00:06:05.600 --> 00:06:07.160]  要結出果子來
[00:06:07.160 --> 00:06:09.560]  要我們悔改的心相承
[00:06:09.560 --> 00:06:10.840]  如果不是的話
[00:06:10.840 --> 00:06:12.560]  後果會是怎樣呢
[00:06:12.560 --> 00:06:14.160]  是相當嚴重的
[00:06:14.160 --> 00:06:16.560]  所以讓我們今天
[00:06:16.560 --> 00:06:17.600]  go back in time
[00:06:17.600 --> 00:06:19.360]  回到耶穌的時候
[00:06:19.360 --> 00:06:21.760]  耶穌有一天去到耶路撒冷
[00:06:21.760 --> 00:06:23.880]  向一羣羣衆講道
[00:06:23.880 --> 00:06:25.440]  在講道的時間
[00:06:25.440 --> 00:06:27.160]  有些人就特意來跟耶穌說
[00:06:27.160 --> 00:06:28.240]  喂 耶穌啊
[00:06:28.240 --> 00:06:29.440]  你知不知道
[00:06:29.440 --> 00:06:31.040]  有一羣加里里人
[00:06:31.040 --> 00:06:32.560]  就是猶太人
[00:06:32.560 --> 00:06:36.240]  他們去聖殿獻祭的時候
[00:06:36.240 --> 00:06:40.720]  就被比拉多殺死了
[00:06:40.720 --> 00:06:43.920]  這個故事是《路教福音》記載的
