
[00:00:00.000 --> 00:00:01.120]  各位弟兄姊妹,你們好!
[00:00:01.120 --> 00:00:03.840]  很高興和大家一起分享神話語
[00:00:03.840 --> 00:00:06.480]  今次教會給我的題目叫做
[00:00:06.480 --> 00:00:08.320]  「關係中的藍圖」
[00:00:08.320 --> 00:00:11.960]  這時候是《箴言》第六到第十七章
[00:00:11.960 --> 00:00:13.880]  真的很少人講箴言
[00:00:13.880 --> 00:00:15.560]  但是又覺得挺好
[00:00:15.560 --> 00:00:17.680]  如果你看的時候
[00:00:17.680 --> 00:00:20.040]  大部分的訊息都是在說
[00:00:20.040 --> 00:00:22.440]  朋友之間怎樣交往
[00:00:22.440 --> 00:00:23.720]  這也是好的
[00:00:23.720 --> 00:00:24.880]  因為我們真的要想想
[00:00:24.880 --> 00:00:26.920]  我們怎樣跟朋友交往
[00:00:26.920 --> 00:00:28.680]  特別是香港來的弟兄姊妹
[00:00:28.680 --> 00:00:31.040]  你應該會很清楚地知道
[00:00:31.040 --> 00:00:34.040]  朋友是用來做什麼的
[00:00:34.040 --> 00:00:35.520]  沒錯,出賣的
[00:00:35.520 --> 00:00:37.080]  這是對的
[00:00:37.080 --> 00:00:40.120]  不然又用來做什麼呢?
[00:00:40.120 --> 00:00:43.120]  所以如果你認識了這些朋友
[00:00:43.120 --> 00:00:44.760]  那就很大一件事
[00:00:44.760 --> 00:00:47.840]  所以中文有一句話說
[00:00:47.840 --> 00:00:50.960]  「近朱者赤,近墨者黑」
[00:00:50.960 --> 00:00:54.400]  因為父母愛惜自己的兒女
[00:00:54.400 --> 00:00:56.480]  但是你的兒女十多歲開始
[00:00:56.480 --> 00:00:58.760]  就不太聽你的話,反而聽朋友的話
[00:00:58.760 --> 00:01:01.920]  所以朋友怎樣來帶去
[00:01:01.920 --> 00:01:03.240]  影響我們是很重要的
[00:01:03.240 --> 00:01:05.320]  或者怎樣來交友呢?
[00:01:05.320 --> 00:01:07.400]  在這段經文裡面就講到
[00:01:07.400 --> 00:01:09.200]  我們應該怎樣來帶去
[00:01:09.200 --> 00:01:11.720]  跟我們的朋友來相處
[00:01:11.720 --> 00:01:13.120]  原來第一
[00:01:13.120 --> 00:01:14.760]  我們很少會做的
[00:01:14.760 --> 00:01:17.680]  就是出於忠誠的虧欠
[00:01:17.680 --> 00:01:18.760]  我們再來帶去讀
[00:01:18.760 --> 00:01:21.400]  《箴言》第五到第六二章
[00:01:21.400 --> 00:01:23.320]  我們一起來讀出
[00:01:23.320 --> 00:01:27.360]  「當面的責備,強如背地的愛情」
[00:01:27.360 --> 00:01:30.480]  「朋友家的傷痕,出於忠誠」
[00:01:30.480 --> 00:01:33.960]  「受敵連連親咀,卻是多餘」
[00:01:33.960 --> 00:01:35.040]  因為是送的
[00:01:35.040 --> 00:01:37.640]  因為教會要求我講第六節開始
[00:01:37.640 --> 00:01:40.280]  但是我第五節跟第六節是有關連的
[00:01:40.280 --> 00:01:42.520]  所以我特別加上第五節上去
[00:01:42.520 --> 00:01:45.760]  「當面的責備,強如背地的愛情」
[00:01:45.760 --> 00:01:50.680]  我想做太太的就很喜歡用這一句
[00:01:50.680 --> 00:01:52.480]  我不愛你,我怎麼會愛你呢?
[00:01:52.480 --> 00:01:54.920]  有多少人會當面罵你呢?
[00:01:54.920 --> 00:01:56.440]  但是我也是愛你
[00:01:56.440 --> 00:01:59.120]  「當面的責備,強如背地的愛情」
[00:01:59.120 --> 00:02:02.360]  「朋友家的傷痕,出於忠誠」
[00:02:02.360 --> 00:02:05.840]  「但受敵連連親咀,卻是多餘」
[00:02:05.840 --> 00:02:07.560]  今天有時候我們交友
[00:02:07.560 --> 00:02:10.080]  有沒有留意到現在大部分都是講一些
[00:02:10.080 --> 00:02:12.040]  雞毛蒜皮的事情
[00:02:12.040 --> 00:02:14.240]  講一下哪些地方好吃
[00:02:14.240 --> 00:02:17.920]  Costco有什麼東西便宜的可以買
[00:02:17.920 --> 00:02:21.360]  又或者哪個煮食的網站
[00:02:21.360 --> 00:02:24.080]  YouTube的YouTuber講得多好
[00:02:24.080 --> 00:02:26.920]  我們講這些是無關痛癢的
[00:02:26.920 --> 00:02:28.240]  但是肯定沒有問題
[00:02:28.240 --> 00:02:29.880]  不會傷害到對方
[00:02:29.880 --> 00:02:32.000]  但是聖經告訴我們什麼呢?
[00:02:32.000 --> 00:02:34.760]  就是我們要有忠誠的提醒
[00:02:34.760 --> 00:02:37.120]  不過現在在某些地方
[00:02:37.120 --> 00:02:39.520]  你交友也不可以交心的
[00:02:39.520 --> 00:02:41.240]  因為你講出了你自己的立場
[00:02:41.240 --> 00:02:42.920]  一些對事情的看法
