
[00:00:00.000 --> 00:00:03.360]  其實在我們教會裏面有很多不同的活動
[00:00:03.360 --> 00:00:05.760]  其實在我們教會有很多不同的活動
[00:00:05.760 --> 00:00:10.760]  其實每一種活動都有一個目的在裏面
[00:00:10.760 --> 00:00:13.640]  其實每一種活動都有一個目的在裏面
[00:00:13.640 --> 00:00:15.840]  其實如果我們想一想
[00:00:15.840 --> 00:00:19.040]  活動裏面的背後究竟是甚麼意思呢?
[00:00:19.040 --> 00:00:23.000]  那我們要來想一想這些活動的背後是有甚麼意思呢?
[00:00:23.000 --> 00:00:25.160]  並不是說讓大家上來表演一下
[00:00:25.160 --> 00:00:27.080]  威懾一下就下台
[00:00:27.080 --> 00:00:28.360]  是這麼簡單的
[00:00:28.360 --> 00:00:31.320]  不是說只是讓你上台來威懾一下
[00:00:31.320 --> 00:00:34.200]  然後展現一下自己的才華
[00:00:34.200 --> 00:00:35.120]  這麼簡單而已
[00:00:35.120 --> 00:00:42.120]  因為教會不是說真的讓每個人在自己的舞台上表演一下
[00:00:42.120 --> 00:00:46.520]  因為教會並不是可以讓每一個人有一個舞台在上面來表演
[00:00:46.520 --> 00:00:47.960]  其實有很多功能在裏面
[00:00:47.960 --> 00:00:49.560]  其實有很多的功能
[00:00:49.560 --> 00:00:50.960]  好像剛才那樣
[00:00:50.960 --> 00:00:52.920]  其實大家一起上來的時候
[00:00:52.920 --> 00:00:56.400]  是大家展現裏面的合作性
[00:00:56.400 --> 00:00:58.440]  好像剛才那樣
[00:00:58.440 --> 00:01:01.640]  大家上來就是展現合作性
[00:01:01.640 --> 00:01:04.400]  如果你一個人去做事的時候是做不到的
[00:01:04.400 --> 00:01:06.960]  你一個人做事是做不到的
[00:01:06.960 --> 00:01:09.600]  好像圖片那裏大家都開始笑了
[00:01:09.600 --> 00:01:12.080]  好像這個圖片大家看到就會笑
[00:01:12.080 --> 00:01:15.480]  有四位弟兄姊妹一起很努力地去做事
[00:01:15.480 --> 00:01:18.440]  有四位弟兄姊妹很努力地來做事
[00:01:18.440 --> 00:01:20.120]  你看到他們是不是很開心呢?
[00:01:20.120 --> 00:01:21.720]  你看到他們是不是很開心呢?
[00:01:21.720 --> 00:01:24.000]  但是他們要付出很大很大的力量
[00:01:24.000 --> 00:01:26.680]  但是他們要付出很大很大的力量
[00:01:26.680 --> 00:01:31.240]  因為他們是要扯起一個人在上面
[00:01:31.240 --> 00:01:33.960]  因為他們是要把一個人拉到上面去
[00:01:33.960 --> 00:01:35.320]  如果那個人掉下來的時候
[00:01:35.320 --> 00:01:36.560]  那四個人就很重要了
[00:01:36.560 --> 00:01:37.960]  如果那個人摔下來
[00:01:37.960 --> 00:01:39.480]  那四個人就很重要了
[00:01:39.480 --> 00:01:43.080]  因為要靠這四個人可以扯著他
[00:01:43.080 --> 00:01:44.200]  不要讓他掉下來
[00:01:44.200 --> 00:01:45.880]  因為要靠這四個人拉住
[00:01:45.880 --> 00:01:47.000]  不讓他掉下來
[00:01:47.000 --> 00:01:48.080]  所以來講
[00:01:48.080 --> 00:01:51.240]  教會裏面其中的活動
[00:01:51.240 --> 00:01:53.600]  其中一個目標就是我們大家要合作
[00:01:53.600 --> 00:01:55.520]  所以教會的活動裏面
[00:01:55.520 --> 00:01:57.920]  其中一個目標就是我們大家要合作
[00:01:57.920 --> 00:02:00.440]  因為如果沒有了你其中一個
[00:02:00.440 --> 00:02:05.040]  可能在上面玩掉下來的ShipWire
[00:02:05.040 --> 00:02:07.080]  可能會比較害怕
[00:02:07.080 --> 00:02:08.800]  如果沒有的話
[00:02:08.800 --> 00:02:11.720]  這種就比較危險
[00:02:11.720 --> 00:02:13.680]  人掉下來的話就比較危險
[00:02:13.680 --> 00:02:16.880]  其實大家在節目當中
[00:02:16.880 --> 00:02:18.640]  你們要互相合作
[00:02:18.640 --> 00:02:21.720]  所以教會弟兄姊妹要互相合作
[00:02:21.720 --> 00:02:23.520]  是要互相支持
[00:02:23.520 --> 00:02:24.960]  是要互相支持
[00:02:24.960 --> 00:02:32.600]  其實你剛才看到整個樂隊在彈結他、彈鋼琴、打鼓
[00:02:32.600 --> 00:02:35.120]  如果你走了一拍的時候
[00:02:35.120 --> 00:02:37.560]  那首歌就不好聽了
[00:02:37.560 --> 00:02:39.400]  就好像剛剛我們看到
[00:02:39.400 --> 00:02:41.480]  他們一群上來的時候
[00:02:41.480 --> 00:02:43.880]  有打鼓的、其他的、彈鋼琴的
[00:02:43.880 --> 00:02:47.280]  如果有一個人走拍子走了一拍的話
[00:02:47.280 --> 00:02:48.440]  那就不合了
[00:02:48.440 --> 00:02:50.160]  就像剛才主席說的
[00:02:50.160 --> 00:02:51.600]  聽完這首歌的時候
[00:02:51.600 --> 00:02:53.320]  大家都好像年輕了
[00:02:53.320 --> 00:02:54.800]  就像剛剛主席說的
[00:02:54.800 --> 00:02:55.480]  聽完這首歌的時候
[00:02:55.480 --> 00:02:57.240]  我們大家是不是年輕了
[00:02:57.240 --> 00:02:59.080]  有沒有覺得真的年輕了
[00:02:59.080 --> 00:03:00.840]  有沒有真的覺得年輕了
[00:03:00.840 --> 00:03:04.400]  雖然我可能自己沒有機會這樣去表演
[00:03:04.400 --> 00:03:07.200]  雖然我可能自己沒有這樣的機會來表演
[00:03:07.200 --> 00:03:08.400]  但是可能你發覺
[00:03:08.400 --> 00:03:10.880]  原來這些小朋友在表演的時候
[00:03:10.880 --> 00:03:13.000]  你會發覺真的年輕了
[00:03:13.000 --> 00:03:15.600]  但是當小朋友這樣表演的時候
[00:03:15.600 --> 00:03:17.440]  我們會發現我們也年輕了
[00:03:17.440 --> 00:03:20.320]  很多時候我們父母的事情
[00:03:20.320 --> 00:03:21.560]  沒有做過的時候
[00:03:21.560 --> 00:03:23.200]  很多時候當我們父母
[00:03:23.200 --> 00:03:24.560]  沒有做過一些事情的時候
[00:03:24.560 --> 00:03:26.880]  就很希望我的小朋友或是我的兒女
[00:03:26.880 --> 00:03:29.240]  可以幫我們做出來
[00:03:29.240 --> 00:03:31.360]  我們就會很希望我們的兒女
[00:03:31.360 --> 00:03:32.640]  能夠幫我們做出來
[00:03:32.640 --> 00:03:35.920]  就好像我不是很擅長音樂
[00:03:35.920 --> 00:03:39.520]  就好像我音樂上面不是很行
[00:03:39.520 --> 00:03:41.120]  但是我就很希望我的小朋友
[00:03:41.120 --> 00:03:43.240]  可以音樂比較擅長一點
[00:03:43.240 --> 00:03:45.280]  我就很希望我們的小孩
[00:03:45.280 --> 00:03:47.320]  在音樂上面就可以棒一點
[00:03:47.320 --> 00:03:49.720]  因為其實我在教會那裡成長的時候
[00:03:49.720 --> 00:03:51.640]  因為我在教會裡成長的時候
[00:03:51.640 --> 00:03:54.320]  我就很希望學彈琴
[00:03:54.320 --> 00:03:55.960]  我就很希望能夠學彈琴
[00:03:55.960 --> 00:03:59.520]  所以我就找教會裡面的弟兄姐妹教我彈琴
[00:03:59.520 --> 00:04:01.960]  所以我就找教會的弟兄姐妹教我彈琴
[00:04:01.960 --> 00:04:04.320]  但是找了一個師傅教了一陣子的時候
[00:04:04.320 --> 00:04:07.120]  但是當找了一個老師教了一陣子之後
[00:04:07.120 --> 00:04:08.960]  他就說:你不行的,你不行的
[00:04:08.960 --> 00:04:12.560]  那個老師就說:你不行的,你沒辦法了
