
[00:00:00.000 --> 00:00:05.000]  好!我哋一齊睇上帝喺吾前再一次禱告,
[00:00:05.000 --> 00:00:10.000]  聽上帝完美嘅話語向我哋說話嘅時候,
[00:00:10.000 --> 00:00:17.000]  我哋有願意聽嘅心,願意受教嘅心,願意去明白嘅心,
[00:00:17.000 --> 00:00:21.000]  更加有願意去實踐你嘅真理嘅心。
[00:00:21.000 --> 00:00:25.000]  我哋相信神要藉著文字去傳遞真理,
[00:00:25.000 --> 00:00:28.000]  我哋相信真理能夠改變我哋嘅生命,
[00:00:28.000 --> 00:00:34.000]  求你幫我哋嘅心常常裝載著神嘅話語,
[00:00:34.000 --> 00:00:37.000]  好似你所教我哋要保守我哋嘅心,
[00:00:37.000 --> 00:00:41.000]  一個裝載著神話語嘅心,勝過保守一切。
[00:00:41.000 --> 00:00:43.000]  求你帶領我哋,
[00:00:43.000 --> 00:00:49.000]  讓我哋今日聽到保羅對撒拉加教會所講嘅說話,
[00:00:49.000 --> 00:00:51.000]  成為我哋生命嘅提醒。
[00:00:51.000 --> 00:00:54.000]  多謝你聽我哋禱告,奉耶穌基督嘅聖名。
[00:00:54.000 --> 00:01:01.000]  我初聖嘅時候,睇咗本書仔叫做《缺志》之後,
[00:01:01.000 --> 00:01:05.000]  有誰睇過呀?打下手一二三。
[00:01:05.000 --> 00:01:09.000]  係啦,呢啲洩露咗佢年齡嘅秘密。
[00:01:09.000 --> 00:01:12.000]  呢本書仲有冇出版呀?
[00:01:12.000 --> 00:01:15.000]  已經搵唔到啦。
[00:01:15.000 --> 00:01:21.000]  作者叫做,唔記得呀?
[00:01:21.000 --> 00:01:24.000]  吾主綱。
[00:01:24.000 --> 00:01:27.000]  主綱多呢,
[00:01:27.000 --> 00:01:32.000]  我初信主係接近十七歲,
[00:01:32.000 --> 00:01:37.000]  撐十三日呢,我就十七歲啦。
[00:01:37.000 --> 00:01:41.000]  我記得我信耶穌之後,第二日,
[00:01:41.000 --> 00:01:46.000]  我嘅同學就走嚟同我講,
[00:01:46.000 --> 00:01:48.000]  我返到學校呢,第二朝,
[00:01:48.000 --> 00:01:52.000]  我足球校隊嘅同學就走嚟拍我膊頭,
[00:01:52.000 --> 00:01:55.000]  佢話:阿全,你做咩咁大膽?
[00:01:55.000 --> 00:02:00.000]  昨日,周會,信耶穌要行出去嘅,
[00:02:00.000 --> 00:02:02.000]  我竟然行咗出去,
[00:02:02.000 --> 00:02:07.000]  佢話:你唔好玩咁大呀。
[00:02:07.000 --> 00:02:10.000]  我話:我真係信耶穌㗎。
[00:02:10.000 --> 00:02:12.000]  佢話:你信耶穌?
[00:02:12.000 --> 00:02:14.000]  咁你知唔知佢意思呀?
[00:02:14.000 --> 00:02:17.000]  即係我以前比較頑皮嘅,喺學校,
[00:02:17.000 --> 00:02:19.000]  講嘢好大聲嘅,
[00:02:19.000 --> 00:02:21.000]  因為我喺街賣嘢㗎嘛。
[00:02:21.000 --> 00:02:25.000]  咁我就好少講嗰啲粗言穢語,
[00:02:25.000 --> 00:02:29.000]  但係我就會大聲去同啲同學講笑呀。
[00:02:29.000 --> 00:02:31.000]  佢話:你信耶穌?
[00:02:31.000 --> 00:02:33.000]  我話:真㗎。
[00:02:33.000 --> 00:02:35.000]  佢話:你信耶穌?
[00:02:35.000 --> 00:02:37.000]  我有啲保留啫。
[00:02:37.000 --> 00:02:40.000]  咁我話:你睇下之後點啦。
[00:02:40.000 --> 00:02:43.000]  跟住我嘅團契,我有個中學嘅老師,
[00:02:43.000 --> 00:02:46.000]  就幫我讀聖經去提醒我。
[00:02:46.000 --> 00:02:49.000]  後來我睇決戰之後嘅書呢,
[00:02:49.000 --> 00:02:51.000]  我就睇到,嗰度話:
[00:02:51.000 --> 00:02:54.000]  如果你以前有邊個同你全國福音嘅,
[00:02:54.000 --> 00:02:56.000]  你返去講佢聽,
[00:02:56.000 --> 00:02:58.000]  等佢知道佢以前殺種,
[00:02:58.000 --> 00:03:01.000]  到今日係有結果嘅,
[00:03:01.000 --> 00:03:03.000]  結到果子嘅。
[00:03:03.000 --> 00:03:06.000]  咁我就記起我中三,
[00:03:06.000 --> 00:03:08.000]  暑假我書記工,
[00:03:08.000 --> 00:03:10.000]  右手比機器夾嗰個手呢,
[00:03:10.000 --> 00:03:11.000]  無嘅手指嘅時候呢,
[00:03:11.000 --> 00:03:14.000]  我喺將軍澳嘅零七醫院住過。
[00:03:14.000 --> 00:03:19.000]  喺嗰度有兩位嘅護士,
[00:03:19.000 --> 00:03:21.000]  係同我全福音明。
[00:03:21.000 --> 00:03:23.000]  咁我就走返去搵返,
[00:03:23.000 --> 00:03:27.000]  仲有啲喺我隔離病床,
[00:03:27.000 --> 00:03:30.000]  有一個長期休養嘅一個,
[00:03:30.000 --> 00:03:32.000]  都係我哋屈福堂嘅會友,
[00:03:32.000 --> 00:03:34.000]  林偉雄弟兄,
[00:03:34.000 --> 00:03:37.000]  佢喺水塘嗰度跳水,游水呢,
[00:03:37.000 --> 00:03:39.000]  就撞到個頸骨,
[00:03:39.000 --> 00:03:42.000]  隻柱就受嚴重嘅創傷,
[00:03:42.000 --> 00:03:44.000]  即係全身癱瘓,
[00:03:44.000 --> 00:03:46.000]  即係頸以下係郁唔到嘅。
[00:03:46.000 --> 00:03:52.000]  我記得我喺佢隔離病床認識佢,
[00:03:52.000 --> 00:03:54.000]  咁佢同我講,
[00:03:54.000 --> 00:03:56.000]  佢嗰陣未信耶穌嘅,
[00:03:56.000 --> 00:03:58.000]  佢到我中四嘅時候呢,
[00:03:58.000 --> 00:04:00.000]  我中三暑假受傷,
[00:04:00.000 --> 00:04:03.000]  我到中四嗰年,
[00:04:03.000 --> 00:04:07.000]  就見到佢信耶穌同埋洗禮。
[00:04:07.000 --> 00:04:09.000]  咁佢有咩咁特別呢?
[00:04:09.000 --> 00:04:14.000]  佢就係一個曾經要求立法會畀佢人道毀滅嘅人,
[00:04:14.000 --> 00:04:16.000]  佢係終身殘廢,
[00:04:16.000 --> 00:04:18.000]  頸以下郁唔到,
