
[00:00:00.000 --> 00:00:03.200]  二十六章十六到十三節
[00:00:03.200 --> 00:00:07.600]  其實這段經文我想大家都很熟的
[00:00:07.600 --> 00:00:10.800]  我想這段經文大家都會很熟悉的
[00:00:10.800 --> 00:00:13.400]  我想大家都會知道是什麼意思
[00:00:13.400 --> 00:00:15.800]  我想你們也會知道是什麼意思
[00:00:15.800 --> 00:00:17.800]  有時候很淺的東西
[00:00:17.800 --> 00:00:20.400]  有時候很淺的東西
[00:00:20.400 --> 00:00:23.000]  但我們可能讀了就算了
[00:00:23.000 --> 00:00:25.000]  有時候我們唸過就算了
[00:00:25.000 --> 00:00:27.000]  沒有真正想過意思
[00:00:27.000 --> 00:00:29.800]  也沒有真正的去想想是什麼意思
[00:00:29.800 --> 00:00:32.400]  當我預備這一篇講章的時候
[00:00:32.400 --> 00:00:35.400]  當我預備這一段經文的時候
[00:00:35.400 --> 00:00:37.600]  因為我的主題是「傳言擺上」
[00:00:37.600 --> 00:00:40.400]  因為我的主題就是「傳言擺上」
[00:00:40.400 --> 00:00:43.200]  讓我想到父母
[00:00:43.200 --> 00:00:47.000]  當我在思想這段經文的時候
[00:00:47.000 --> 00:00:48.800]  我就想起我的父母
[00:00:48.800 --> 00:00:54.800]  父母我想大家會很辛苦地養大我們的子女
[00:00:54.800 --> 00:00:58.800]  成為父母的很辛苦地把孩子們都帶大了
[00:00:58.800 --> 00:01:03.000]  我很相信每一個父母他都很犧牲自己
[00:01:03.000 --> 00:01:07.000]  我想父母親們都很犧牲他們自己
[00:01:07.000 --> 00:01:11.000]  我記得我有兩個女兒的時候
[00:01:11.000 --> 00:01:14.600]  我記得我生兩個女兒的時候
[00:01:14.600 --> 00:01:19.000]  我是十年都沒試過我和Paul兩個人去街的
[00:01:19.000 --> 00:01:24.400]  在那十年裡面我都沒有跟Paul一起去逛街的
[00:01:24.400 --> 00:01:28.200]  我很記得我那一年十週年結婚紀念的時候
[00:01:28.200 --> 00:01:34.800]  我想起很記得在十週年結婚紀念日的時候
[00:01:34.800 --> 00:01:39.000]  就有一位的朋友
[00:01:39.000 --> 00:01:41.000]  他就說「吳太太」
[00:01:41.000 --> 00:01:43.400]  他就這麼跟我說「吳太太」
[00:01:43.400 --> 00:01:46.600]  「你這麼久都沒試過和吳先生去街」
[00:01:46.600 --> 00:01:49.600]  「你這麼久都沒有和你丈夫去街」
[00:01:49.600 --> 00:01:51.800]  「這次十週年結婚紀念了」
[00:01:51.800 --> 00:01:54.200]  「現在是十週年你們的紀念日」
[00:01:54.200 --> 00:01:55.600]  「你們出去吃飯」
[00:01:55.600 --> 00:01:57.800]  「那你們出去吃飯吧」
[00:01:57.800 --> 00:01:59.200]  「我幫你看兩個女兒」
[00:01:59.200 --> 00:02:01.600]  「我來幫你看你的女兒」
[00:02:01.600 --> 00:02:03.600]  我相信很多父母都是這樣的
[00:02:03.600 --> 00:02:06.000]  我想很多的父母都會這樣子的
[00:02:06.000 --> 00:02:07.400]  並不只是我
[00:02:07.400 --> 00:02:09.400]  不光是我們
[00:02:09.400 --> 00:02:13.000]  每一個父母都是花很多的精神
[00:02:13.000 --> 00:02:15.800]  很多的父母都花很多的精神
[00:02:15.800 --> 00:02:18.400]  很多的體力
[00:02:18.400 --> 00:02:20.600]  給最好的我們的子女
[00:02:20.600 --> 00:02:22.400]  給最好的東西給我們的兒女們
[00:02:22.400 --> 00:02:25.600]  供書教學
[00:02:25.600 --> 00:02:28.200]  甚至自己摺衣縮食
[00:02:28.200 --> 00:02:30.800]  甚至自己剪衣剪刺
[00:02:30.800 --> 00:02:35.000]  供兒女去外國讀書
[00:02:35.000 --> 00:02:38.400]  也許就供他們的孩子去外國念書
[00:02:38.400 --> 00:02:40.000]  他就是什麼東西
[00:02:40.000 --> 00:02:41.600]  所有東西都給兒女
[00:02:41.600 --> 00:02:45.200]  他把他們所有的東西都給他們的孩子們
[00:02:45.200 --> 00:02:47.200]  那屬不屬於全然擺上
[00:02:47.200 --> 00:02:50.800]  那是不是說是全然的擺上呢
[00:02:50.800 --> 00:02:53.600]  我們做父母的就很清楚了
[00:02:53.600 --> 00:02:56.400]  我們身為父母的就會很清楚
[00:02:56.400 --> 00:02:58.400]  我們什麼都給我們的子女
[00:02:58.400 --> 00:03:00.200]  我們把什麼都給了他們
[00:03:00.200 --> 00:03:02.000]  就算有時候他們不聽話也好
[00:03:02.000 --> 00:03:04.000]  有時候他們不聽話也好
[00:03:04.000 --> 00:03:05.400]  但我們都很疼愛他們
[00:03:05.400 --> 00:03:06.800]  我們還是很疼愛他們
[00:03:06.800 --> 00:03:08.200]  我們始終都是為他們著想
[00:03:08.200 --> 00:03:10.600]  我們也始終都為他們著想
[00:03:10.600 --> 00:03:11.800]  但我們基督徒呢
[00:03:11.800 --> 00:03:13.400]  那我們基督徒呢
[00:03:13.400 --> 00:03:14.800]  我們的主怎樣對我們
