
[00:00:00.000 --> 00:00:02.520]  今天我們繼續看
[00:00:02.520 --> 00:00:07.680]  《斐納比書》四章十到二十三節的段落
[00:00:07.680 --> 00:00:10.400]  相信這個書卷
[00:00:10.400 --> 00:00:12.880]  都是大家很熟悉的書卷
[00:00:12.880 --> 00:00:14.760]  今天所看的經文
[00:00:14.760 --> 00:00:18.240]  是全卷書最後的一段
[00:00:18.240 --> 00:00:22.960]  保羅在這裡向斐納比的信徒
[00:00:22.960 --> 00:00:26.120]  來表達他的謝意
[00:00:28.840 --> 00:00:36.120]  感謝他們一直以來用金錢來支持保羅
[00:00:36.120 --> 00:00:38.680]  和表達對保羅的關懷
[00:00:38.680 --> 00:00:42.320]  然後保羅就在這個段落裡面
[00:00:42.320 --> 00:00:49.000]  分享完他對斐納比信徒的欣賞之後
[00:00:49.000 --> 00:00:52.920]  他就將到他所學曉的生命秘訣
[00:00:52.920 --> 00:00:55.200]  來說出來
[00:00:55.200 --> 00:01:02.000]  並且肯定斐納比信徒這種用捐贈和金錢資助的方法
[00:01:02.000 --> 00:01:04.760]  是分擔著他的憂患
[00:01:04.760 --> 00:01:08.960]  是一件值得欣賞和極美的事
[00:01:08.960 --> 00:01:12.360]  其實在斐納比書開頭的時候
[00:01:12.360 --> 00:01:15.200]  保羅就形容到斐納比教會的信徒
[00:01:15.200 --> 00:01:18.000]  和他的關係是非比尋常
[00:01:18.000 --> 00:01:20.200]  他們是從頭一天開始
[00:01:20.200 --> 00:01:25.480]  就和保羅一起同心合意為福音齊心努力
[00:01:25.480 --> 00:01:30.280]  然後在這個四章的十五、十六節裡面
[00:01:30.280 --> 00:01:34.760]  他就更加提到斐納比教會對他的經濟資助
[00:01:34.760 --> 00:01:37.560]  不是一次單次的事件
[00:01:37.560 --> 00:01:42.120]  是由保羅在馬其頓的斐納比傳道開始
[00:01:42.120 --> 00:01:46.680]  斐納比的弟兄姊妹就在金錢上來資助他
[00:01:46.680 --> 00:01:49.840]  甚至在一些沒有人支持他的時候
[00:01:49.840 --> 00:01:53.280]  斐納比教會一直都用金錢的資助
[00:01:53.280 --> 00:01:57.040]  和他分擔傳福音的工作
[00:01:57.040 --> 00:02:01.880]  保羅多謝斐納比教會的慷慨支持
[00:02:01.880 --> 00:02:06.400]  更加惠著他們的關心
[00:02:06.400 --> 00:02:08.600]  來到他表達好欣慰
[00:02:08.600 --> 00:02:14.600]  然後他就講他對於金錢和物質的看法
[00:02:14.600 --> 00:02:19.200]  提出資助一個很重要的元素
[00:02:19.200 --> 00:02:22.200]  四章十一到十二節
[00:02:22.200 --> 00:02:23.720]  保羅是這樣講的
[00:02:23.720 --> 00:02:27.320]  他說「我並不是因缺乏說者說
[00:02:27.320 --> 00:02:29.600]  因為我已經學會
[00:02:29.600 --> 00:02:33.480]  無論在什麼的境況都可以資助
[00:02:33.480 --> 00:02:35.760]  我知道怎樣處悲戰
[00:02:35.760 --> 00:02:38.400]  也都知道怎樣處豐富
[00:02:38.400 --> 00:02:43.800]  或飽足或飢餓或有餘或缺乏
[00:02:43.800 --> 00:02:48.960]  任何事情任何境況我都得了被缺
[00:02:48.960 --> 00:02:51.840]  我靠著那家給我力量的
[00:02:51.840 --> 00:02:53.960]  凡事都能作」
[00:02:53.960 --> 00:02:57.880]  我今天定的講題是叫做「生命的被缺」
[00:02:57.880 --> 00:03:01.960]  因為這個被缺非常之重要
[00:03:01.960 --> 00:03:07.360]  不單止令到保羅他能夠得著力量
[00:03:07.360 --> 00:03:10.040]  完成上帝要他做的工作
[00:03:10.040 --> 00:03:12.160]  如果我們都曉得的話
[00:03:12.160 --> 00:03:16.880]  相信對我們跟隨主都是非常之重要
[00:03:16.880 --> 00:03:20.640]  保羅其實他學會了
[00:03:20.640 --> 00:03:24.640]  不將物質的供應和生活的享受
[00:03:24.640 --> 00:03:27.640]  成為他生命的必需
[00:03:27.640 --> 00:03:30.920]  他自己究竟開心還是不開心
[00:03:30.920 --> 00:03:34.000]  都不會被外面的環境和際遇
[00:03:34.000 --> 00:03:38.320]  或者物質的多寡來影響
[00:03:38.320 --> 00:03:40.520]  我認識一位年輕人
[00:03:40.520 --> 00:03:43.600]  他的父母都是專業人士
[00:03:43.600 --> 00:03:49.280]  所以他從小就在一個很豐富的環境裡長大
[00:03:49.280 --> 00:03:51.440]  有一次跟他閒談的時候
[00:03:51.440 --> 00:03:55.840]  他就說「我將來一定不可以沒錢的
[00:03:55.840 --> 00:03:59.520]  因為我很喜歡每年都出去
[00:03:59.520 --> 00:04:01.600]  去不同的地方旅遊
[00:04:01.600 --> 00:04:04.840]  還要我要住好一點
[00:04:04.840 --> 00:04:05.960]  吃好一點
[00:04:05.960 --> 00:04:08.720]  想買什麼都可以」
[00:04:08.720 --> 00:04:11.120]  這個是不是香港的文化
[00:04:11.120 --> 00:04:14.880]  香港我們生活在這裡是告訴我們
[00:04:14.880 --> 00:04:16.840]  錢雖然不是萬能
[00:04:16.840 --> 00:04:19.400]  不過沒錢就萬萬不能
[00:04:19.400 --> 00:04:21.160]  所以我們有很多人
[00:04:21.160 --> 00:04:26.240]  都是朝著賺錢的方向來努力
[00:04:26.240 --> 00:04:27.840]  我聽完他這樣說的時候
[00:04:27.840 --> 00:04:29.160]  我就發現
[00:04:29.160 --> 00:04:34.480]  哇 那如果你一定不可以沒錢的話
[00:04:34.480 --> 00:04:36.920]  那我很相信
[00:04:36.920 --> 00:04:40.760]  他會將他的生命方向和重心
[00:04:40.760 --> 00:04:45.920]  set起以錢為最重要的目標
[00:04:45.920 --> 00:04:52.240]  賺錢就會成為牽著他人生的方向
[00:04:52.240 --> 00:04:54.160]  其實我們跟隨主的人
[00:04:54.160 --> 00:04:55.600]  我們都會知道
[00:04:55.600 --> 00:04:58.560]  耶穌沒有叫我們放棄錢財
[00:04:58.560 --> 00:05:03.880]  沒有逼我們將財寶當為一份土
[00:05:03.880 --> 00:05:06.320]  但是耶穌是建議我們
[00:05:06.320 --> 00:05:09.280]  要用一個屬靈的眼光
[00:05:09.280 --> 00:05:14.080]  來認清楚什麼才是真正的財寶
[00:05:14.080 --> 00:05:16.400]  是能夠存到永恆
[00:05:16.400 --> 00:05:19.400]  不會敗壞的
[00:05:19.400 --> 00:05:22.480]  保羅在跟隨主之後
[00:05:22.480 --> 00:05:27.160]  他將知足成為了他追求的方向
[00:05:27.160 --> 00:05:30.280]  保羅說他無論在什麼樣的境況
[00:05:30.280 --> 00:05:32.600]  他都可以知足
[00:05:32.600 --> 00:05:36.920]  知足原文是簡單的「足夠」的意思
[00:05:36.920 --> 00:05:38.960]  在飽足的時候
[00:05:38.960 --> 00:05:39.880]  飽足的時候
[00:05:39.880 --> 00:05:41.080]  有餘的時候
[00:05:41.080 --> 00:05:42.720]  固然是「足夠」
[00:05:42.720 --> 00:05:43.840]  保羅甚至說
[00:05:43.840 --> 00:05:47.560]  當他面對飢餓和缺乏的時候
[00:05:47.560 --> 00:05:49.520]  也是「足夠」
[00:05:49.520 --> 00:05:51.240]  保羅所說的「足夠」
[00:05:51.240 --> 00:05:55.320]  不是因著外面的供應而覺得滿足
[00:05:55.320 --> 00:05:59.600]  而是他是一種不受外在環境影響
[00:05:59.600 --> 00:06:04.960]  就能夠覺得滿足的一個這樣的心態
[00:06:04.960 --> 00:06:11.080]  保羅其實在《貧乏太六》前書6-8節這樣說過
[00:06:11.080 --> 00:06:15.040]  他說其實敬錢加上知足就是大利
[00:06:15.040 --> 00:06:18.120]  因為我們沒有什麼帶到世上來
[00:06:18.120 --> 00:06:21.160]  也不能帶走什麼
[00:06:21.160 --> 00:06:23.120]  只要有衣有食
