
[00:00:00.000 --> 00:00:04.000]  大家好 主內平安
[00:00:04.000 --> 00:00:07.800]  很感恩今天可以在這裡跟大家一起敬拜
[00:00:07.800 --> 00:00:10.760]  也分享上主的道
[00:00:10.760 --> 00:00:13.280]  今日約翰福音的經課
[00:00:13.280 --> 00:00:17.960]  是我們大家都很熟悉的羊圈的比喻
[00:00:17.960 --> 00:00:23.520]  當中都包含了一句我們很喜歡的聖經章節
[00:00:23.520 --> 00:00:25.160]  一個應許
[00:00:25.160 --> 00:00:27.200]  就是主耶穌基督跟我們說
[00:00:27.200 --> 00:00:30.680]  我來了是要叫羊得生命
[00:00:30.680 --> 00:00:33.640]  並且得的更豐盛
[00:00:33.640 --> 00:00:38.760]  我相信沒有人不想擁有一個豐盛的生命
[00:00:38.760 --> 00:00:42.200]  特別我想在大學的環境當中
[00:00:42.200 --> 00:00:45.280]  很多人都假設
[00:00:45.280 --> 00:00:50.320]  認為我們應該有一個比別人更豐盛的生命
[00:00:50.320 --> 00:00:51.840]  為什麼呢
[00:00:51.840 --> 00:00:54.800]  首先我們在大學裡面
[00:00:54.800 --> 00:01:01.480]  我們都擁有比一般人更多的知識和智慧
[00:01:01.480 --> 00:01:04.920]  今天在這個知識型的經濟當中
[00:01:04.920 --> 00:01:07.720]  其實有知識有智慧
[00:01:07.720 --> 00:01:13.200]  其實就代表著有財富有經濟的能力
[00:01:13.200 --> 00:01:17.120]  當然我都知道現在在大學的環境裡面
[00:01:17.120 --> 00:01:18.920]  都競爭很大
[00:01:18.920 --> 00:01:22.600]  教席都是不容易的
[00:01:22.600 --> 00:01:25.840]  不過無論如何我都相信
[00:01:25.840 --> 00:01:29.000]  我們都是比一般人來說
[00:01:29.000 --> 00:01:33.640]  都是有一個相對穩定的經濟情況
[00:01:33.640 --> 00:01:35.760]  都算是OK
[00:01:35.760 --> 00:01:38.400]  起碼不會餓壞
[00:01:38.400 --> 00:01:42.160]  特別我想除了我們有知識
[00:01:42.160 --> 00:01:44.600]  有經濟的能力穩定之外
[00:01:44.600 --> 00:01:50.120]  更加重要我們是能夠得到別人的欣賞
[00:01:50.120 --> 00:01:51.760]  敬重
[00:01:51.760 --> 00:01:53.760]  其實這個都很重要
[00:01:53.760 --> 00:01:57.360]  在我們人生當中找到成就
[00:01:57.360 --> 00:01:59.360]  找到別人的喜愛
[00:01:59.360 --> 00:02:02.600]  其實這些都是豐盛生命
[00:02:02.600 --> 00:02:06.440]  很多人都以為是這樣
[00:02:06.440 --> 00:02:08.640]  但事實上
[00:02:08.640 --> 00:02:13.800]  大家覺得我們的生命是不是真的這麼豐盛呢
[00:02:13.800 --> 00:02:17.280]  如果是的話我就可以不用再講下去了
[00:02:17.280 --> 00:02:21.080]  因為大家都已經得到很豐盛的生命了
[00:02:21.080 --> 00:02:24.520]  不過有時候我們都會覺得有點疑惑
[00:02:24.520 --> 00:02:33.960]  好像知識、財富、地位、成就
[00:02:33.960 --> 00:02:35.640]  都似乎擁有
[00:02:35.640 --> 00:02:40.600]  不過好像還不是一個真正豐盛的生命
[00:02:40.600 --> 00:02:42.960]  為什麼呢
[00:02:42.960 --> 00:02:45.040]  我相信因為這套經文裡面
[00:02:45.040 --> 00:02:46.960]  耶穌講得很清楚
[00:02:46.960 --> 00:02:48.880]  或者說祂講得很特別
[00:02:48.880 --> 00:02:52.600]  祂說:我來了是要叫楊得生命
[00:02:52.600 --> 00:02:54.760]  並且得得更豐盛
[00:02:54.760 --> 00:02:57.360]  所以這裡是有一個先後次序的
[00:02:57.360 --> 00:02:59.680]  我們要先得到生命
[00:02:59.680 --> 00:03:03.160]  然後才繼續豐盛下去
[00:03:03.160 --> 00:03:08.840]  今天我們很多時候就是為了追求人生的豐盛
[00:03:08.840 --> 00:03:11.960]  有時候是反過來本末倒置了
[00:03:11.960 --> 00:03:16.600]  反而是失去了我們真正的生命
[00:03:16.600 --> 00:03:19.520]  因為這些屬世的豐盛
[00:03:19.520 --> 00:03:24.080]  其實和真正的生命可能是無關的
[00:03:24.080 --> 00:03:28.600]  甚至可能在我們不斷去追求成功
[00:03:28.600 --> 00:03:30.920]  不斷去追求豐盛的時候
[00:03:30.920 --> 00:03:35.080]  可能是失去了我們真正的生命
[00:03:35.080 --> 00:03:38.600]  究竟什麼才是真正的生命呢
[00:03:38.600 --> 00:03:41.480]  就讓我們再仔細去一起看
[00:03:41.480 --> 00:03:46.600]  《約翰福音》十章一至十節這一段經文
[00:03:46.600 --> 00:03:50.040]  我們首先要明白這個經文的背景
[00:03:50.040 --> 00:03:52.520]  其實就是第九章
[00:03:52.520 --> 00:03:58.920]  耶穌醫治了一個生出來是黑眼的孩子
[00:03:58.920 --> 00:04:01.720]  但是當日是在安息日當中
[00:04:01.720 --> 00:04:06.880]  所以就被很多的宗教領袖所排斥
[00:04:06.880 --> 00:04:09.720]  耶穌接著在第十章就講這個比喻
[00:04:09.720 --> 00:04:14.840]  其實就是想讓當時的門徒或者信徒知道
[00:04:14.840 --> 00:04:20.280]  其實信仰是否真的能夠帶給我們真正的生命呢
[00:04:20.280 --> 00:04:23.480]  都是有一些的巧妙之處
[00:04:23.480 --> 00:04:26.520]  因為在這個世界裏面有真的先知
[00:04:26.520 --> 00:04:28.760]  也有假的先知
[00:04:28.760 --> 00:04:34.000]  信仰其實都有真的信仰和假的信仰
[00:04:34.000 --> 00:04:38.000]  如果是虛假的信仰不能夠帶給我們真正的生命
[00:04:38.000 --> 00:04:42.160]  只有真正的信仰才能夠帶給我們真正的生命
[00:04:42.160 --> 00:04:45.320]  所以耶穌就在這段《約翰福音》的比喻當中
[00:04:45.320 --> 00:04:49.000]  告訴我們什麼才是真正的生命
[00:04:49.000 --> 00:04:51.680]  整段經文是很豐富的
[00:04:51.680 --> 00:04:54.360]  我只是抽了其中四個元素
[00:04:54.360 --> 00:04:57.480]  跟大家一起去思考
[00:04:57.480 --> 00:05:02.200]  首先耶穌說
[00:05:02.200 --> 00:05:08.560]  真正的牧羊人或者真正的信仰是必須從門進去的
[00:05:08.560 --> 00:05:12.160]  這道門就是耶穌基督祂自己
[00:05:12.160 --> 00:05:15.640]  我們當然也知道耶穌是好牧人
[00:05:15.640 --> 00:05:20.440]  為什麼突然間從好牧人又變成了羊的門呢?
[00:05:20.440 --> 00:05:25.320]  原來這個也是和當時的處境有關
[00:05:25.320 --> 00:05:29.160]  因為當這些牧羊人帶著羊到野外的地方
[00:05:29.160 --> 00:05:37.760]  晚上休息的時候他們沒有一些很正式的羊棚或羊圈
[00:05:37.760 --> 00:05:44.920]  只是在郊野地方有一些很簡陋的圍欄圍著羊
[00:05:44.920 --> 00:05:47.320]  甚至連門也沒有
[00:05:47.320 --> 00:05:54.440]  牧羊人就會躺在門口充當了這個羊圈的門
[00:05:54.440 --> 00:05:57.240]  所以耶穌說我是羊的門
[00:05:57.240 --> 00:06:01.600]  其實大家都明白當時的背景
[00:06:01.600 --> 00:06:03.520]  這裡的意思是什麼呢?
[00:06:03.520 --> 00:06:06.840]  原來耶穌就是說一個真正的信仰
[00:06:06.840 --> 00:06:13.480]  一個真正的生命必須要有一個重要的核心
[00:06:13.480 --> 00:06:19.560]  就是以耶穌基督以上帝為我們的核心
[00:06:19.560 --> 00:06:24.200]  正如在約翰一書五章十二節也這樣說
[00:06:24.200 --> 00:06:28.520]  約翰說有了上帝的兒子就有生命
[00:06:28.520 --> 00:06:33.680]  沒有上帝的兒子就沒有生命
[00:06:33.680 --> 00:06:37.960]  也相反的在馬太福音十六章二十五至二十六節
[00:06:37.960 --> 00:06:42.920]  耶穌基督說凡要救自己生命的就會喪失生命
[00:06:42.920 --> 00:06:46.880]  凡為我喪失生命的就會得著生命
[00:06:46.880 --> 00:06:51.760]  人又賺得全世界賠償自己生命有什麼益處呢?
[00:06:51.760 --> 00:06:55.800]  人還能夠拿什麼去換生命呢?
[00:06:55.800 --> 00:06:58.520]  所以在這裡耶穌再一次告訴我們
[00:06:58.520 --> 00:07:01.280]  當我們追求豐盛的時候
[00:07:01.280 --> 00:07:03.760]  其實我們要常常留心
[00:07:03.760 --> 00:07:04.880]  我們這個追求
[00:07:04.880 --> 00:07:09.960]  我們所做的一切其實是為了什麼而做的呢?
[00:07:09.960 --> 00:07:12.000]  很多時候我們沒有察覺
[00:07:12.000 --> 00:07:15.400]  甚至很多時候當我們埋頭苦幹的時候
[00:07:15.400 --> 00:07:18.880]  是會很容易迷失自己的
[00:07:18.880 --> 00:07:22.000]  我自己在教會裡面服侍
[00:07:22.000 --> 00:07:25.440]  經常都要為教會做一些很重要的決定
[00:07:25.440 --> 00:07:27.840]  一些很重要的事情
