
[00:00:00.000 --> 00:00:02.480]  各位弟兄姊妹,晚安!
[00:00:02.480 --> 00:00:07.500]  讓我們在靜悼開始之前,我們先一起祈禱
[00:00:07.500 --> 00:00:15.060]  主要多謝祢,因為祢的降生,讓我們的生命能夠得著更新
[00:00:15.060 --> 00:00:19.840]  主要容讓在我們進入這個普天同慶的日子的時候
[00:00:19.840 --> 00:00:25.480]  主要更重要的,讓我們更深的去明白祢降世的意義
[00:00:26.340 --> 00:00:30.700]  好讓我們生命藉著祢,去見證祢的命
[00:00:30.700 --> 00:00:36.040]  主要幫助我們,讓祢的話語去更新我們
[00:00:36.040 --> 00:00:42.240]  讓待會無論我們說的,聽的,都以祢的話語去改變我們的生命
[00:00:42.240 --> 00:00:46.440]  多謝主禱告奉靠主耶穌基督,得聖名致祈求,阿門
[00:00:46.440 --> 00:00:52.920]  在剛剛前幾天,我看了一套戲叫做《剛巨靈》
[00:00:52.920 --> 00:00:54.300]  不知道大家有沒有聽過
[00:00:56.540 --> 00:00:58.020]  還沒看是嗎?
[00:00:58.020 --> 00:01:05.220]  這套戲其實是講有關第二次世界大戰的真人真事
[00:01:05.220 --> 00:01:10.660]  故事描述了一個叫做大司蒙導師的人
[00:01:10.660 --> 00:01:16.620]  由於他出於保衛國家的心,而進入軍隊裡面
[00:01:16.620 --> 00:01:22.540]  但是他同時也是因為他是基督福林安息日會的信徒
[00:01:22.540 --> 00:01:28.500]  的嚴守安息日,也堅守人不能夠殺人的誡命
[00:01:28.500 --> 00:01:34.860]  所以他拒絕殺傷,甚至連碰一碰那些武器都不願意
[00:01:34.860 --> 00:01:42.340]  明顯他這個信仰的法則,和他在軍營裡面的法則形成很大的矛盾
[00:01:42.340 --> 00:01:46.480]  因為你進入軍營,不可能不碰一些武器
[00:01:46.480 --> 00:01:51.720]  而這兩個法則的衝突,不單止令他被一些長官
[00:01:51.720 --> 00:01:56.240]  和一些隊友視為膽小鬼,慘遭折磨
[00:01:56.240 --> 00:02:01.620]  更加令他被送上軍事法庭去受審判
[00:02:01.620 --> 00:02:06.640]  這套戲就是說,當他面臨這些矛盾的張力的時候
[00:02:06.640 --> 00:02:11.540]  他怎樣堅持自己的信仰,也不忘憐憫其他人
[00:02:11.540 --> 00:02:16.820]  更加在一場戰役裡面,獨力救出了75個傷兵
[00:02:16.820 --> 00:02:19.660]  創造了奇蹟
[00:02:19.660 --> 00:02:25.000]  我在想,如果我是他,我會不會有這份堅持呢?
[00:02:25.000 --> 00:02:28.080]  不過如果你看這套戲的主角
[00:02:28.080 --> 00:02:33.040]  甚至你知道這個戲外,這個真實的主人翁,這個導師
[00:02:33.040 --> 00:02:38.700]  你就會發現,他並非骨骼精奇,異於常人的勇者
[00:02:38.700 --> 00:02:41.460]  他很瘦削,又很平凡
[00:02:41.460 --> 00:02:45.820]  在人群裡面,根本上是一個一點都不突出的人
[00:02:45.820 --> 00:02:49.040]  可能你到處都會見到類似這樣的人
[00:02:49.040 --> 00:02:51.480]  但是他心中的...
[00:02:51.480 --> 00:02:57.060]  他只不過是一個平平無奇的平常人
[00:02:57.060 --> 00:03:00.200]  但是因為他的信念推動了他
[00:03:00.200 --> 00:03:06.860]  令到他心中的這個義,在這個平常人身上大放異彩
[00:03:06.860 --> 00:03:10.780]  所以他能夠成就這些
[00:03:10.780 --> 00:03:16.840]  他能夠成就這些事,不是因為他本身有多麼不平凡
[00:03:16.840 --> 00:03:22.040]  而是他如何看待上帝對他的吩咐
[00:03:22.040 --> 00:03:25.140]  令到別人看到這個常人的外表
[00:03:25.140 --> 00:03:28.600]  看到一些不一樣的生命力
[00:03:28.600 --> 00:03:30.880]  今日經文裡面有一個人
[00:03:30.880 --> 00:03:33.440]  他同樣是一個很平凡的人
[00:03:33.440 --> 00:03:35.880]  他是村裡的一個木匠
[00:03:35.880 --> 00:03:39.020]  又是一個正在等待結婚的新郎
[00:03:39.020 --> 00:03:42.180]  但是耶穌降生的這件事
[00:03:42.180 --> 00:03:46.000]  他卻成為了一個關鍵的人物
[00:03:46.000 --> 00:03:49.440]  今日講題是「義於常人」
[00:03:49.440 --> 00:03:54.880]  所講的就是這個義不是在一些非凡的人身上發生
[00:03:54.880 --> 00:03:57.680]  而是這個義能夠在你和我
[00:03:57.680 --> 00:04:01.940]  這些平常的基督徒生命裡面展現出來
[00:04:01.940 --> 00:04:06.720]  盼望我們藉著今日《馬太福音》一章十八至二十五節
[00:04:06.720 --> 00:04:09.160]  為我們帶來兩個提醒
[00:04:09.160 --> 00:04:12.960]  剛才已經讀過一次經文
[00:04:12.960 --> 00:04:15.760]  不過我想再讀多一次
[00:04:15.760 --> 00:04:21.880]  所以想我們一起讀出《馬太福音》第一章十八至二十五節
[00:04:21.880 --> 00:04:24.080]  我們一起讀吧
[00:04:24.080 --> 00:04:27.780]  耶穌基督降生的事記在下面
[00:04:27.780 --> 00:04:31.440]  他母親瑪利亞已經許配給約瑟
[00:04:31.440 --> 00:04:33.040]  還沒有迎娶
[00:04:33.040 --> 00:04:35.920]  瑪利亞就從聖靈懷了孕
[00:04:35.920 --> 00:04:38.520]  她丈夫約瑟是個義人
[00:04:38.520 --> 00:04:40.840]  不願意當眾羞辱她
[00:04:40.840 --> 00:04:43.480]  想要暗地裡把她幽了
[00:04:43.480 --> 00:04:45.980]  正考慮這些事的時候
[00:04:45.980 --> 00:04:50.680]  忽然主的使者在約瑟夢中向她顯現說
[00:04:50.680 --> 00:04:53.520]  「大衛的子孫約瑟,不要怕
[00:04:53.520 --> 00:04:56.200]  把你的妻子瑪利亞娶過來
[00:04:56.200 --> 00:04:59.840]  因她所懷的孕是從聖靈來的
[00:04:59.840 --> 00:05:02.440]  她將要生一個兒子
[00:05:02.440 --> 00:05:05.320]  你要給她起名叫耶穌
[00:05:05.320 --> 00:05:09.600]  因她要將自己的百姓從罪惡裡救出來
[00:05:09.600 --> 00:05:14.920]  或者整件事的發生是要應驗主席先知所說的話
[00:05:14.920 --> 00:05:17.440]  必有同女懷孕生子
[00:05:17.440 --> 00:05:20.480]  人要稱她的名為「爾瑪萊莉」
[00:05:20.480 --> 00:05:24.520]  「爾瑪萊莉」翻出來就是「神與我們同在」
[00:05:24.520 --> 00:05:30.400]  約瑟醒來就遵照主的使者的吩咐把妻子娶過來
[00:05:30.400 --> 00:05:32.480]  但是沒有和她同房
[00:05:32.480 --> 00:05:34.640]  直到她生了兒子
[00:05:34.640 --> 00:05:38.640]  就給她起名叫耶穌」
[00:05:38.640 --> 00:05:40.400]  在《馬太福音》一開頭
[00:05:40.400 --> 00:05:45.160]  其實如果你看18節之前
[00:05:45.160 --> 00:05:47.840]  一章開頭1至17節
[00:05:47.840 --> 00:05:53.280]  你會看到一開頭是以耶穌基督的家譜作開場白
[00:05:53.280 --> 00:05:57.360]  如果你有聖經可以打開來看一看
[00:05:57.360 --> 00:06:01.560]  在第一章裡面家譜的格式是
[00:06:01.560 --> 00:06:06.440]  某某生了某某
[00:06:06.440 --> 00:06:09.200]  這些看上去平平無奇的敘述
[00:06:09.200 --> 00:06:12.800]  其實蘊含著上帝在這個歷史之中
[00:06:12.800 --> 00:06:15.160]  他帶領著歷史的進程
[00:06:15.160 --> 00:06:17.400]  因為今天我們未能詳細說
[00:06:17.400 --> 00:06:19.080]  不過大概我們都知道
[00:06:19.080 --> 00:06:21.040]  藉著這個家譜我們知道
[00:06:21.040 --> 00:06:24.040]  上帝如何和祂的子民同在
[00:06:24.040 --> 00:06:26.040]  不過在結尾的時候
[00:06:26.040 --> 00:06:28.560]  卻突然有以下的記載
[00:06:28.560 --> 00:06:30.840]  就是一章16節這樣說
[00:06:30.840 --> 00:06:33.720]  「雅各申約翰就是瑪利亞的丈夫
[00:06:33.720 --> 00:06:37.840]  稱為基督的耶穌是從瑪利亞生的」
[00:06:37.840 --> 00:06:42.440]  這個描述其實打破了之前描述的格式
[00:06:42.440 --> 00:06:47.560]  這個其實意味著將有突破性的發展
[00:06:47.560 --> 00:06:51.440]  這個不單止要說耶穌是阿伯拉罕的後裔
[00:06:51.440 --> 00:06:54.520]  大衛的子孫更加是神的兒子
[00:06:54.520 --> 00:06:58.800]  並且神將要落實舊約的應許
[00:06:58.800 --> 00:07:02.840]  開始展開救恩的新階段
[00:07:02.840 --> 00:07:04.920]  在這個救恩的新階段
[00:07:04.920 --> 00:07:07.040]  主角其實一定是耶穌
[00:07:07.040 --> 00:07:09.360]  因為在一章18節這樣說
[00:07:09.360 --> 00:07:12.520]  耶穌基督降生的事記載在下面
[00:07:12.520 --> 00:07:16.000]  表示以下的內容其實是關乎於耶穌的
[00:07:16.000 --> 00:07:20.920]  不過馬太福音的基督降生的故事
[00:07:20.920 --> 00:07:23.640]  主角是哪一個?
[00:07:23.640 --> 00:07:24.600]  大家有沒有留意到
[00:07:24.600 --> 00:07:28.800]  剛才我們讀經文的時候有沒有留意到
[00:07:28.800 --> 00:07:32.680]  是約瑟還是瑪利亞?
[00:07:32.680 --> 00:07:33.600]  應該是約瑟
[00:07:33.600 --> 00:07:36.080]  因為你看看瑪利亞有沒有出過聲?
[00:07:36.080 --> 00:07:38.000]  沒有,好像沒有出過聲
[00:07:38.000 --> 00:07:40.680]  所以在馬太福音所說的
[00:07:40.680 --> 00:07:43.000]  有關耶穌降生的故事
[00:07:43.000 --> 00:07:46.000]  主角就是約瑟
[00:07:46.000 --> 00:07:49.920]  而經文又怎樣去形容約瑟這個人呢?
[00:07:49.920 --> 00:07:54.600]  讓我們一起去看一看經文
[00:07:54.600 --> 00:07:57.320]  在第一章第18節
[00:07:57.320 --> 00:08:00.640]  約瑟和瑪利亞其實已經訂婚了
[00:08:00.640 --> 00:08:02.920]  訂婚表示雖然未娶過門
