
[00:00:00.000 --> 00:00:04.700]  各位今天當我們看到我們生活周圍的環境
[00:00:04.700 --> 00:00:09.000]  我們真的看見這是一個充滿險惡的世代
[00:00:09.000 --> 00:00:11.400]  太多時候當我們面對
[00:00:11.400 --> 00:00:15.300]  這樣周圍的環境充滿動盪不安
[00:00:15.300 --> 00:00:18.100]  也面對我們自己在生活當中
[00:00:18.100 --> 00:00:21.000]  面對層出不窮的問題
[00:00:21.000 --> 00:00:24.600]  我們心中常常有一種無奈感
[00:00:24.600 --> 00:00:29.100]  而我們看見魔鬼撒旦常常就是藉著
[00:00:29.100 --> 00:00:33.500]  這些發生在我們身旁周圍的事情
[00:00:33.500 --> 00:00:35.600]  來迷惑我們
[00:00:35.600 --> 00:00:38.100]  叫我們的眼睛盲目
[00:00:38.100 --> 00:00:40.500]  我們看不見神的作為
[00:00:40.500 --> 00:00:43.200]  叫我們心中常常懷疑
[00:00:43.200 --> 00:00:46.000]  以致於我們不敢來信靠神
[00:00:46.000 --> 00:00:48.300]  叫我們心中恐懼
[00:00:48.300 --> 00:00:51.300]  叫我們不敢來跟隨神
[00:00:51.300 --> 00:00:52.900]  今天作為一個基督徒
[00:00:52.900 --> 00:00:55.400]  你真的要明白一件事情
[00:00:55.400 --> 00:00:59.500]  那就是無論你準備好與否
[00:00:59.500 --> 00:01:03.000]  當你成為基督徒那一天開始
[00:01:03.000 --> 00:01:05.300]  其實你就已經進入一場
[00:01:05.300 --> 00:01:09.500]  極其厲害的屬靈征戰當中
[00:01:09.500 --> 00:01:12.400]  這是一場厲害的屬靈征戰
[00:01:12.400 --> 00:01:14.600]  當然一方面我們需要明白
[00:01:14.600 --> 00:01:16.400]  在這場征戰當中
[00:01:16.400 --> 00:01:19.900]  耶穌基督已經為我們得勝了
[00:01:19.900 --> 00:01:21.100]  在十字架上
[00:01:21.100 --> 00:01:27.300]  耶穌基督已經我們斷開一切黑暗罪惡的詮釋
[00:01:27.300 --> 00:01:29.000]  但另一方面
[00:01:29.000 --> 00:01:32.700]  我們也需要明白到這個屬靈征戰
[00:01:32.700 --> 00:01:37.000]  在我們每天生活的真實性
[00:01:37.000 --> 00:01:39.100]  我們才不至於落入
[00:01:39.100 --> 00:01:44.100]  魔鬼撒旦一種欺騙的網羅裡面
[00:01:44.100 --> 00:01:46.600]  所以當我們面對生活當中
[00:01:46.600 --> 00:01:50.400]  各個階層各個層面的征戰的時候
[00:01:50.400 --> 00:01:53.700]  我們怎麼樣能夠來依靠主
[00:01:53.700 --> 00:01:58.000]  能夠經歷在征戰當中的得勝呢
[00:01:58.000 --> 00:02:00.600]  今天早上三方面跟大家一同來思想
[00:02:00.600 --> 00:02:01.800]  第一個
[00:02:01.800 --> 00:02:05.100]  你一定要先認識屬靈征戰的來源
[00:02:05.100 --> 00:02:07.100]  跟你老公說要認識屬靈征戰的來源
[00:02:07.100 --> 00:02:10.300]  跟他說
[00:02:10.300 --> 00:02:12.500]  到底什麼是屬靈征戰呢
[00:02:12.500 --> 00:02:17.900]  仇敵是怎麼在每天的生活當中來攻擊我們呢
[00:02:17.900 --> 00:02:21.900]  我們看見屬靈征戰的來源有三方面
[00:02:21.900 --> 00:02:23.000]  第一個
[00:02:23.000 --> 00:02:25.400]  是從人裡面的試探而來
[00:02:25.400 --> 00:02:29.700]  跟你們從人裡面的試探而來
[00:02:29.700 --> 00:02:35.400]  你知道魔鬼撒旦常常從我們裡面來試探我們
[00:02:35.400 --> 00:02:36.300]  事實上說
[00:02:36.300 --> 00:02:41.100]  試探是從人裡面的私慾而來的
[00:02:41.100 --> 00:02:43.400]  什麼叫私慾呢
[00:02:43.400 --> 00:02:47.400]  其實人本來有慾望是很正常的
[00:02:47.400 --> 00:02:49.300]  你肚子餓就要吃
[00:02:49.300 --> 00:02:51.200]  你渴了就要喝
[00:02:51.200 --> 00:02:52.900]  很正常
[00:02:52.900 --> 00:02:57.800]  但什麼時候在你裡面有一種心思意念
[00:02:57.800 --> 00:03:03.600]  叫你用不正當的一種方法來滿足你的慾望的時候
[00:03:03.600 --> 00:03:06.300]  那就叫做私慾了
[00:03:06.300 --> 00:03:06.900]  事實上說
[00:03:06.900 --> 00:03:11.200]  試探是從人裡面的私慾而來的
[00:03:11.200 --> 00:03:12.900]  雅各術第一章十五節
[00:03:12.900 --> 00:03:14.500]  我們一同來念來
[00:03:14.500 --> 00:03:18.200]  私慾既懷了胎就生出罪來
[00:03:18.200 --> 00:03:21.500]  罪既長成就生出死來
[00:03:21.500 --> 00:03:22.000]  換句話說
[00:03:22.000 --> 00:03:26.100]  私慾在我們裡面是會成長的
[00:03:26.100 --> 00:03:27.900]  今天魔鬼撒旦攻擊我們
[00:03:27.900 --> 00:03:32.000]  常常就是先從我們的心思意念開始
[00:03:32.000 --> 00:03:35.400]  先從一個念頭在我們裡面
[00:03:35.400 --> 00:03:39.700]  如果我們容許這個念頭在我們裡面停留的話
[00:03:39.700 --> 00:03:41.900]  這個念頭就會像胎兒一樣
[00:03:41.900 --> 00:03:44.400]  這裡說的像胎兒一樣
[00:03:44.400 --> 00:03:47.300]  會在我們裡面成長
[00:03:47.300 --> 00:03:50.900]  就好像魔鬼試探夏娃的時候一樣
[00:03:50.900 --> 00:03:53.600]  你知道當魔鬼試探夏娃的時候
[00:03:53.600 --> 00:03:58.500]  不是叫夏娃一下就把那個果子摘下來吃
[00:03:58.500 --> 00:04:04.500]  本來這個果子是神很清楚的吩咐不可吃的果子
[00:04:04.500 --> 00:04:07.800]  但我們看見魔鬼撒旦就把一個念頭
[00:04:07.800 --> 00:04:11.500]  想吃的念頭放在夏娃裡面
[00:04:11.500 --> 00:04:13.100]  為什麼不能吃呢
[00:04:13.100 --> 00:04:16.400]  一定很好吃所以就不叫我們吃吧
[00:04:16.400 --> 00:04:18.900]  這個念頭放在夏娃的裡面
[00:04:18.900 --> 00:04:23.900]  而夏娃就容許這個念頭停留在她裡面
[00:04:23.900 --> 00:04:26.400]  就讓這個念頭成長
[00:04:26.400 --> 00:04:29.200]  所以她越來越靠近那棵樹
[00:04:29.200 --> 00:04:31.800]  越看就越想
[00:04:31.800 --> 00:04:34.100]  越想就越好
[00:04:34.100 --> 00:04:37.800]  最後就把果子摘下來吃了
[00:04:37.800 --> 00:04:40.300]  這不就是廣告學的原理嗎
[00:04:40.300 --> 00:04:44.700]  廣告學的就叫你看想了就買嗎
[00:04:44.700 --> 00:04:46.100]  不是嗎就是這樣
[00:04:46.100 --> 00:04:48.600]  廣告就是這樣讓你看了就想
[00:04:48.600 --> 00:04:50.200]  想了就買
[00:04:50.200 --> 00:04:51.900]  私欲也是這樣
[00:04:51.900 --> 00:04:55.300]  私欲既懷了胎就生出罪來
[00:04:55.300 --> 00:04:59.200]  這裡所說的罪不見得什麼犯法的行為倒不是
[00:04:59.200 --> 00:05:02.000]  就是不正當的方法
[00:05:02.000 --> 00:05:04.700]  不順從神的一些行為
[00:05:04.700 --> 00:05:06.900]  而一旦我們犯了罪
[00:05:06.900 --> 00:05:11.100]  這個罪就會在我們裡面控制我們
[00:05:11.100 --> 00:05:14.200]  就像你喝海水一樣
[00:05:14.200 --> 00:05:17.000]  你喝過海水的經驗就知道
[00:05:17.000 --> 00:05:20.100]  海水是越喝越渴的
[00:05:20.100 --> 00:05:23.000]  你既沒有辦法滿足你的需要
[00:05:23.000 --> 00:05:24.600]  你也沒有辦法停止
[00:05:24.600 --> 00:05:26.500]  喝海水就是這樣
[00:05:26.500 --> 00:05:27.600]  它控制你
[00:05:27.600 --> 00:05:28.600]  這個時候我們看見
[00:05:28.600 --> 00:05:31.300]  當你開始讓私欲成長的時候
[00:05:31.300 --> 00:05:36.100]  罪就藉著人的慾望在我們裡面挾持我們
[00:05:36.100 --> 00:05:37.600]  我們看見這是
[00:05:37.600 --> 00:05:41.100]  魔鬼撒旦最常常攻擊我們的方式
[00:05:41.100 --> 00:05:43.300]  從裡面試探我們
[00:05:43.300 --> 00:05:44.700]  第二
[00:05:44.700 --> 00:05:47.600]  從外面的環境的攻擊而來
[00:05:47.600 --> 00:05:51.800]  跟你們說從外面環境的攻擊而來
[00:05:51.800 --> 00:05:55.000]  很多時候魔鬼撒旦不但從裡面攻擊
[00:05:55.000 --> 00:05:58.400]  也從外面的環境來攻擊我們
[00:05:58.400 --> 00:06:01.700]  叫我們懷疑神的美善
[00:06:01.700 --> 00:06:03.800]  就好像思喜約翰一樣
[00:06:03.800 --> 00:06:07.100]  你知道當思喜約翰被關在監獄裡面的時候
[00:06:07.100 --> 00:06:10.000]  西律王準備要殺他了
[00:06:10.000 --> 00:06:13.200]  這個時候他採檢他門徒去見耶穌
[00:06:13.200 --> 00:06:14.400]  見耶穌幹什麼
[00:06:14.400 --> 00:06:15.300]  就對耶穌說
[00:06:15.300 --> 00:06:16.700]  夫子啊
[00:06:16.700 --> 00:06:19.100]  那個要來的是你嗎
[00:06:19.100 --> 00:06:21.900]  還是我們要等候別人呢
[00:06:21.900 --> 00:06:22.600]  換句話說
[00:06:22.600 --> 00:06:25.600]  你難道沒看見我在監獄裡面嗎
[00:06:25.600 --> 00:06:27.900]  你難道沒看見很危險嗎
