
[00:00:00.000 --> 00:00:04.160]  開始的時候我想播放一張相片給大家看
[00:00:04.160 --> 00:00:06.660]  裏面有幾樣的物件
[00:00:06.660 --> 00:00:09.440]  那你看了之後,看看你第一個反應是怎樣
[00:00:09.440 --> 00:00:10.920]  準備好了沒?
[00:00:10.920 --> 00:00:16.460]  沒反應
[00:00:16.460 --> 00:00:18.840]  大家看到這個是什麼來的?
[00:00:18.840 --> 00:00:21.580]  五色暴徒法,是吧?
[00:00:21.580 --> 00:00:25.580]  有多少人是受過五色暴徒法的訓練的,請舉手給大家看
[00:00:25.580 --> 00:00:29.040]  其實有很多哦,你可以放膽說出來
[00:00:29.360 --> 00:00:32.320]  教會一直沿用五色暴徒法
[00:00:32.320 --> 00:00:35.720]  也有不少的會友接受了五色暴徒法的訓練
[00:00:35.720 --> 00:00:38.020]  和實踐這個暴徒法的工具
[00:00:38.020 --> 00:00:42.740]  五色暴徒法,甄其明就知道是用五種顏色,是吧?
[00:00:42.740 --> 00:00:47.960]  將五個很重要,而又很機要的真理連接在一起
[00:00:47.960 --> 00:00:51.120]  用一些這樣的工具,小飾物等等
[00:00:51.120 --> 00:00:54.660]  用五種顏色,好像打開一個話題那樣
[00:00:54.660 --> 00:00:57.100]  成爲傳福音的切入點
[00:00:57.100 --> 00:01:01.020]  讓講的人又容易,聽的人又聽得明白
[00:01:01.020 --> 00:01:04.160]  並且很活潑生動,又容易接受的
[00:01:04.160 --> 00:01:09.620]  剛纔主席爲大家讀出的《哥羅西書》一章二十八到二十九節
[00:01:09.620 --> 00:01:13.240]  原來保羅都提出了一個三色的暴徒法
[00:01:13.240 --> 00:01:16.520]  不過那三個色就不是顏色
[00:01:16.520 --> 00:01:17.820]  而是
[00:01:17.820 --> 00:01:20.860]  色,色色,就是三個色
[00:01:20.860 --> 00:01:22.760]  那究竟是哪三個色呢?
[00:01:22.760 --> 00:01:25.920]  是形式和方法
[00:01:25.920 --> 00:01:28.420]  是信息的內容
[00:01:28.420 --> 00:01:31.440]  和意識形態
[00:01:31.440 --> 00:01:33.980]  我們就一起來看看這段經文
[00:01:33.980 --> 00:01:36.920]  究竟保羅這個三色暴徒法呢
[00:01:36.920 --> 00:01:38.720]  給我們有什麼提醒
[00:01:38.720 --> 00:01:42.880]  我請你再一次打開剛纔所讀的一段經文
[00:01:42.880 --> 00:01:49.420]  記載在新一部份《哥羅西書》第一章二十八和二十九節
[00:01:49.420 --> 00:01:53.000]  在教會聖經第二百八十年
[00:01:55.920 --> 00:02:00.660]  第一,保羅提到一個全陽福音的形式和方法
[00:02:00.660 --> 00:02:03.420]  在一章二十八節上
[00:02:03.420 --> 00:02:06.940]  他說全陽他使用諸般的智慧
[00:02:06.940 --> 00:02:09.520]  勸戒各人,教導各人
[00:02:09.520 --> 00:02:13.200]  經文提醒我們全福音是要用諸般的智慧
[00:02:13.200 --> 00:02:16.480]  諸般的意思就是各樣的智慧
[00:02:16.480 --> 00:02:20.600]  意思是我們全福音不能夠一成不變
[00:02:20.600 --> 00:02:24.160]  我們對不同的人就用不同的形式
[00:02:24.160 --> 00:02:26.340]  方法或者策略
[00:02:26.340 --> 00:02:28.920]  能夠將福音傳遞
[00:02:28.920 --> 00:02:32.160]  當然,除了人自己的智慧
[00:02:32.160 --> 00:02:35.020]  我們也必須有屬神的智慧
[00:02:35.020 --> 00:02:39.140]  所以保羅在《哥羅西書》一章第九節裏他說
[00:02:39.140 --> 00:02:43.100]  他願你們在一切屬靈的智慧、悟性上
[00:02:43.100 --> 00:02:46.120]  滿心知道神的旨意
[00:02:46.120 --> 00:02:50.680]  是按着神的心意去傳講福音
[00:02:51.600 --> 00:02:54.680]  保羅在《哥倫多前書》曾經表示
[00:02:54.680 --> 00:02:56.680]  他說我爲了福音的緣故
[00:02:56.680 --> 00:02:58.680]  他願意放下自我
[00:02:58.680 --> 00:03:01.580]  放下一些固有自己的一些看法
[00:03:01.580 --> 00:03:05.060]  爲了與人同得福音的好處
[00:03:05.060 --> 00:03:07.060]  所以他在這段經文這樣說
[00:03:07.060 --> 00:03:09.060]  不如我們一起讀
[00:03:09.060 --> 00:03:12.120]  向軟弱的人,我就作軟弱的人
[00:03:12.120 --> 00:03:14.120]  爲要得軟弱的人
[00:03:14.120 --> 00:03:17.980]  向什麼樣的人,我就作什麼樣的人
[00:03:17.980 --> 00:03:21.640]  無論如何,總要救赦人
[00:03:21.640 --> 00:03:24.540]  在這段《哥倫多前書》九章二十二節裏
[00:03:24.540 --> 00:03:26.540]  很清楚保羅告訴我們
[00:03:26.540 --> 00:03:30.260]  他傳福音不是一成不變的
[00:03:30.260 --> 00:03:31.600]  是很多樣的
[00:03:31.600 --> 00:03:35.380]  見到軟弱的人,他就嘗試用軟弱的人那種
[00:03:35.380 --> 00:03:38.340]  的看法,那種的心懷意念
[00:03:38.340 --> 00:03:39.800]  來向他傳福音
[00:03:39.800 --> 00:03:42.800]  向不同的人,就用不同的方法去傳福音
[00:03:42.800 --> 00:03:45.300]  因爲保羅知道最重要的目的
[00:03:45.300 --> 00:03:50.560]  就是要與人同得福音的好處
[00:03:50.560 --> 00:03:53.860]  其實看我們教會,我們見證都按照
[00:03:53.860 --> 00:03:57.140]  保羅在這裏的教導,我們有很多樣化
[00:03:57.140 --> 00:03:59.940]  的傳福音的形式和方法
[00:03:59.940 --> 00:04:01.160]  大家數不數得到?
[00:04:01.160 --> 00:04:03.940]  剛纔就有這個五色報道法,對不對?
[00:04:03.940 --> 00:04:06.180]  又有這個三,是三什麼?
[00:04:06.180 --> 00:04:10.260]  三福報道,我們又有啓發課程
[00:04:10.260 --> 00:04:13.900]  福音午餐會,又有各類型的報道會
[00:04:13.900 --> 00:04:16.380]  各類型,包括我們邀請不同的講員
[00:04:16.380 --> 00:04:18.380]  有不同的風格的講員
[00:04:18.380 --> 00:04:20.880]  也包括各類型的
[00:04:20.880 --> 00:04:22.720]  有音樂形式的
[00:04:22.720 --> 00:04:24.980]  有話劇形式的報道會
[00:04:24.980 --> 00:04:28.980]  有對外,有對內的,有中西區的辯傳
[00:04:28.980 --> 00:04:32.660]  我們的報道也是針對不同的羣體
[00:04:32.660 --> 00:04:34.660]  包括有個人的
[00:04:34.660 --> 00:04:38.740]  也有家庭,也有特別是爲長者的
[00:04:38.740 --> 00:04:44.540]  也有爲一些患病的在醫院的報道
[00:04:44.540 --> 00:04:48.820]  也有一些是爲在囚犯監獄的囚友
[00:04:48.820 --> 00:04:51.340]  所舉行的報道會
[00:04:51.340 --> 00:04:55.660]  教會履行了保羅在這裏的教導
[00:04:55.660 --> 00:04:58.540]  我們用多樣、各樣的智慧
[00:04:58.540 --> 00:05:02.420]  務求將福音傳遞
[00:05:02.420 --> 00:05:04.860]  另外,保羅在短短的一節經文裏面
[00:05:04.860 --> 00:05:09.300]  第28節用了三次「各人」
[00:05:09.300 --> 00:05:12.860]  是包括勸戒「各人」、教導「各人」
[00:05:12.860 --> 00:05:15.140]  和要把「各人」
[00:05:15.140 --> 00:05:18.740]  新普及日本「各人」也就是每一個人
[00:05:18.740 --> 00:05:21.140]  英文是Everyone
[00:05:21.140 --> 00:05:23.420]  保羅所要傳福音的對象
[00:05:23.420 --> 00:05:26.740]  除了是那些猶太人,還有外邦人
[00:05:26.740 --> 00:05:29.220]  保羅對於傳福音不是單一性的
[00:05:29.220 --> 00:05:31.580]  只是向某一些人傳福音
[00:05:31.580 --> 00:05:33.060]  如果用經文去講
[00:05:33.060 --> 00:05:35.580]  每一個人,Everyone的時候
[00:05:35.580 --> 00:05:38.020]  就是說我們不會侷限了自己
[00:05:38.020 --> 00:05:39.820]  特別去對某一些人
[00:05:39.820 --> 00:05:42.460]  覺得那些人才要有傳福音
[00:05:42.460 --> 00:05:44.260]  只要他是未聽聞福音
[00:05:44.260 --> 00:05:45.940]  未確知、未相信的
[00:05:45.940 --> 00:05:50.300]  都是成爲我們傳福音的對象
[00:05:50.300 --> 00:05:52.180]  很多時候聽到弟兄姊妹和我說
[00:05:52.180 --> 00:05:56.660]  牧師,我昨天剛剛和一個人講福音
[00:05:56.660 --> 00:05:59.740]  我都猜不到他會相信
[00:05:59.740 --> 00:06:03.020]  你有沒有遇過這樣的情況?
[00:06:03.020 --> 00:06:07.140]  但是有些人,你說他都不相信,會這樣
[00:06:07.140 --> 00:06:09.860]  所以不要用我們的眼光
[00:06:09.860 --> 00:06:12.780]  用我們有限的眼光去過濾
[00:06:12.780 --> 00:06:15.740]  纔會覺得那些人看不起
[00:06:15.740 --> 00:06:17.940]  一看就知道他是相信的
[00:06:17.940 --> 00:06:19.940]  很多時候你是錯的
[00:06:19.940 --> 00:06:23.940]  因爲接受福音我覺得是聖靈的工作
[00:06:23.940 --> 00:06:27.340]  當然還須加上我們的努力
[00:06:27.340 --> 00:06:30.220]  不要用我們那種框架來框住
[00:06:30.220 --> 00:06:32.340]  就覺得那些人就會相信
[00:06:32.340 --> 00:06:34.900]  那些人不要和他傳福音
[00:06:34.900 --> 00:06:38.380]  他都不會相信了,浪費力氣了
[00:06:38.380 --> 00:06:39.900]  保羅在這裏教導我們
[00:06:39.900 --> 00:06:41.780]  是對各人
[00:06:41.780 --> 00:06:43.580]  對每一個人
[00:06:43.580 --> 00:06:45.060]  Everyone
[00:06:45.060 --> 00:06:48.020]  因爲我們不知道
[00:06:48.020 --> 00:06:49.740]  聖靈的工作是怎樣
[00:06:49.740 --> 00:06:52.700]  所以不要侷限了
[00:06:52.700 --> 00:06:56.060]  如果不是保羅或者宗使徒
[00:06:56.060 --> 00:06:59.660]  當時初期教會的弟兄姊妹
[00:06:59.660 --> 00:07:02.380]  對福音那種胸襟
[00:07:02.380 --> 00:07:05.980]  今天福音都不會傳來給我們
[00:07:05.980 --> 00:07:07.140]  是不是?
[00:07:07.140 --> 00:07:08.100]  不會傳到
[00:07:08.100 --> 00:07:12.260]  我們也沒有機會去聽福音
[00:07:12.260 --> 00:07:13.620]  這段經文
[00:07:13.620 --> 00:07:15.780]  又出現了三個動詞
[00:07:15.780 --> 00:07:16.820]  這三個動詞是
[00:07:16.820 --> 00:07:22.260]  傳揚、教導和勸戒
[00:07:22.260 --> 00:07:24.100]  傳揚是什麼呢?
[00:07:24.100 --> 00:07:27.580]  是指公開傳講基督和福音
[00:07:27.580 --> 00:07:29.660]  菲律賓書一章十七節裏說
[00:07:29.660 --> 00:07:31.660]  傳基督
[00:07:31.660 --> 00:07:34.660]  哥倫多前書九章十四節裏說
[00:07:34.660 --> 00:07:36.220]  傳福音
[00:07:36.220 --> 00:07:38.580]  都是用傳揚這個字
[00:07:38.580 --> 00:07:39.100]  是不是有意思?
[00:07:39.100 --> 00:07:41.420]  好像是一個公開的談論
[00:07:41.420 --> 00:07:46.380]  一個公開將福音傳遞的意思
[00:07:46.380 --> 00:07:48.740]  教導第二個動詞
[00:07:48.740 --> 00:07:50.300]  教導的意思就是
[00:07:50.300 --> 00:07:51.660]  去教他們
[00:07:51.660 --> 00:07:54.220]  用一些時間去教訓
[00:07:54.220 --> 00:07:56.260]  去將這個真理告訴他們
