
[00:00:00.000 --> 00:00:06.000]  福音書第五講:要發出基督喜悅的光芒
[00:00:06.000 --> 00:00:10.000]  保羅剛才講到要以基督的心為心
[00:00:10.000 --> 00:00:12.000]  我們有耶穌基督願意為世人謙卑
[00:00:12.000 --> 00:00:16.000]  謙卑到死,且釘在十字架上的心態
[00:00:16.000 --> 00:00:18.000]  但這個奮鬥是喜樂的
[00:00:18.000 --> 00:00:22.000]  保羅今天特別講到基督徒有一個很榮耀的奮鬥的生命
[00:00:22.000 --> 00:00:26.000]  這個榮耀的奮鬥要我們成為世上的光
[00:00:26.000 --> 00:00:29.000]  一個光明照亮世間的一個殺人
[00:00:29.000 --> 00:00:31.000]  一個很光明的使命
[00:00:31.000 --> 00:00:33.000]  這個光明的使命帶給我們一個生命
[00:00:33.000 --> 00:00:35.000]  一個很深層的喜樂
[00:00:35.000 --> 00:00:38.000]  無論遭遇什麼環境,能夠為主奮鬥
[00:00:38.000 --> 00:00:41.000]  有光明的使者積分,是一個很喜樂的生命
[00:00:41.000 --> 00:00:43.000]  基督徒有福音、有使命
[00:00:43.000 --> 00:00:46.000]  縱然什麼環境都可以喜樂
[00:00:46.000 --> 00:00:49.000]  我看今天經文,今天經文保羅講到
[00:00:49.000 --> 00:00:51.000]  其實基督徒有一種奮鬥的生命
[00:00:51.000 --> 00:00:54.000]  是何等榮耀、何等喜樂的奮鬥的生命
[00:00:54.000 --> 00:00:57.000]  所以一個好像耶穌基督謙卑
[00:00:57.000 --> 00:01:00.000]  甚至付出到死,且使十字架上的生命
[00:01:00.000 --> 00:01:05.000]  是一個何等有奮鬥,一個何等勤奮的生命
[00:01:05.000 --> 00:01:08.000]  所以保羅提醒他所愛的菲律賓教會
[00:01:08.000 --> 00:01:13.000]  不要因為他們所愛的,他們建立這個教會的使徒保羅
[00:01:13.000 --> 00:01:17.000]  經歷辛酸,經歷監牢裡面的辛酸和困境的時候
[00:01:17.000 --> 00:01:20.000]  他們灰心,不懂得奮鬥
[00:01:20.000 --> 00:01:23.000]  所以提醒他們,好像上文講到
[00:01:23.000 --> 00:01:27.000]  效法耶穌基督,付出,最後得到的結局
[00:01:27.000 --> 00:01:29.000]  是神將他升到至高
[00:01:29.000 --> 00:01:32.000]  所以我們在神裡面的奮鬥
[00:01:32.000 --> 00:01:34.000]  多少付出都是值得的
[00:01:34.000 --> 00:01:37.000]  而一個真正效法耶穌基督的謙卑人
[00:01:37.000 --> 00:01:39.000]  不只是心亂上他謙卑
[00:01:39.000 --> 00:01:42.000]  他心態上是尊重人、愛戴人
[00:01:42.000 --> 00:01:45.000]  看人是寶貴,願意為人付出
[00:01:45.000 --> 00:01:48.000]  這個奮鬥的人生是我們要學習的
[00:01:48.000 --> 00:01:49.000]  所以講完耶穌基督之後
[00:01:49.000 --> 00:01:52.000]  保羅在十二節就應用在信徒的生命上
[00:01:52.000 --> 00:01:55.000]  只因看來,我親愛的弟兄
[00:01:55.000 --> 00:01:59.000]  你們既是常馴服的,不但我在你們那裡
[00:01:59.000 --> 00:02:03.000]  就是我如今不在你們那裡,更是馴服的
[00:02:03.000 --> 00:02:07.000]  就當恐懼戰驚,造成你們得救的功夫
[00:02:07.000 --> 00:02:10.000]  這一節原文的直譯版本是
[00:02:10.000 --> 00:02:13.000]  只因看來,我所親愛的
[00:02:13.000 --> 00:02:15.000]  親愛的原文的意思是沒有分男女
[00:02:15.000 --> 00:02:17.000]  有時會說分男女,說弟兄
[00:02:17.000 --> 00:02:19.000]  因為弟兄是一家之主
[00:02:19.000 --> 00:02:20.000]  但有時是沒有分男女
[00:02:20.000 --> 00:02:22.000]  這裡有一眾人
[00:02:22.000 --> 00:02:27.000]  正如你們是曾在常馴服的,不單在我面前
[00:02:27.000 --> 00:02:31.000]  保羅所說,我以前去探你,去傳福音的時候
[00:02:31.000 --> 00:02:35.000]  在我面前,你很勤奮,很侍奉神,很熱心
[00:02:35.000 --> 00:02:37.000]  但今日我坐監,遠離你們的時候
[00:02:37.000 --> 00:02:42.000]  保羅說,但現在更多是當我不在你面前時
[00:02:42.000 --> 00:02:45.000]  見不到你的時候,你好像以前一樣勤奮
[00:02:45.000 --> 00:02:47.000]  以前很勤奮去敬畏神的話
[00:02:47.000 --> 00:02:50.000]  今日要繼續勤奮去敬畏神
[00:02:50.000 --> 00:02:52.000]  而這個敬畏態度,保羅所說
[00:02:52.000 --> 00:02:54.000]  就應帶著恐懼戰驚
[00:02:54.000 --> 00:02:57.000]  我們在神,榮耀的神面前服侍
[00:02:57.000 --> 00:03:02.000]  我們就要有戰驚恐懼和一個很認真的態度
[00:03:02.000 --> 00:03:04.000]  這個恐懼戰驚的時候
[00:03:04.000 --> 00:03:08.000]  保羅所說,努力達成你們的得救
[00:03:08.000 --> 00:03:10.000]  我有時所說的得救
[00:03:10.000 --> 00:03:12.000]  是我們信耶穌進入這個得救的門
[00:03:12.000 --> 00:03:14.000]  有時在地上的日子
[00:03:14.000 --> 00:03:16.000]  就是我們完成整個得救的過程
[00:03:16.000 --> 00:03:18.000]  所以聖經有一個很重要的教導
[00:03:18.000 --> 00:03:19.000]  就是忍耐到底
[00:03:19.000 --> 00:03:21.000]  保羅今日的表達就是
[00:03:21.000 --> 00:03:23.000]  要完成你的得救的努力
[00:03:23.000 --> 00:03:25.000]  你的得救是要直到地上
[00:03:25.000 --> 00:03:28.000]  一路一生的信,去完成你的得救
[00:03:28.000 --> 00:03:30.000]  所以經常說,信是一生的信
[00:03:30.000 --> 00:03:32.000]  侍奉是一生的侍奉
[00:03:32.000 --> 00:03:34.000]  為主奮鬥,為信仰奮鬥的人
[00:03:34.000 --> 00:03:36.000]  應該一生的奮鬥
[00:03:36.000 --> 00:03:38.000]  對現代人來說
[00:03:38.000 --> 00:03:39.000]  今日經文講到奮鬥
[00:03:39.000 --> 00:03:41.000]  但聖經裏面有兩邊的神學
[00:03:41.000 --> 00:03:43.000]  或者兩條線的神學,我喜歡講
[00:03:43.000 --> 00:03:45.000]  聖經裏面講到兩條線的神學
[00:03:45.000 --> 00:03:47.000]  對現代人來說有兩個挑戰
[00:03:47.000 --> 00:03:48.000]  一個挑戰就是
[00:03:48.000 --> 00:03:52.000]  現代人不懂得或不能夠休息
[00:03:52.000 --> 00:03:54.000]  很多年輕人
[00:03:54.000 --> 00:03:56.000]  功夫很忙,讀書很忙
[00:03:56.000 --> 00:03:59.000]  但到十一點就喜歡打機
[00:03:59.000 --> 00:04:01.000]  WhatsApp,兩三點不睡也有
[00:04:01.000 --> 00:04:03.000]  你很緊張可以早點睡
[00:04:03.000 --> 00:04:05.000]  他不懂得休息
[00:04:05.000 --> 00:04:07.000]  但有些人是不能休息
[00:04:07.000 --> 00:04:09.000]  即是你第一次做事的時候
[00:04:09.000 --> 00:04:11.000]  現在加班變得很必然
[00:04:11.000 --> 00:04:13.000]  好像你不加班就不行
[00:04:13.000 --> 00:04:15.000]  公司沒事做也要加班
[00:04:15.000 --> 00:04:17.000]  還有一些弟兄姐妹
[00:04:17.000 --> 00:04:18.000]  本來六點多沒事做
[00:04:18.000 --> 00:04:20.000]  但公司很多人還沒走
[00:04:20.000 --> 00:04:22.000]  結果六點多跟同事去吃東西
[00:04:22.000 --> 00:04:23.000]  吃到八點多,吃到八點多
[00:04:23.000 --> 00:04:25.000]  在公司只有一半個小時
[00:04:25.000 --> 00:04:27.000]  九點多,十點才走
[00:04:27.000 --> 00:04:29.000]  我想起日本那個時代也是這樣
[00:04:29.000 --> 00:04:31.000]  不可以回家
[00:04:31.000 --> 00:04:33.000]  十點也不可以回家
[00:04:33.000 --> 00:04:36.000]  把香港人像過勞一樣
[00:04:36.000 --> 00:04:38.000]  一個很大的困擾
[00:04:38.000 --> 00:04:41.000]  但你一極就有人不知為甚麼奮鬥
[00:04:41.000 --> 00:04:43.000]  也不知為誰奮鬥
[00:04:43.000 --> 00:04:46.000]  他沒有一個正確奮鬥的觀念
[00:04:46.000 --> 00:04:48.000]  所以在現代兩邊都有
[00:04:48.000 --> 00:04:51.000]  但今日經文特別講到這個奮鬥
[00:04:51.000 --> 00:04:53.000]  但在香港的處境
[00:04:53.000 --> 00:04:56.000]  我很擔心很多人過勞死
[00:04:56.000 --> 00:04:59.000]  我自己有個親友
[00:04:59.000 --> 00:05:01.000]  在辦公室暴斃的經歷
[00:05:01.000 --> 00:05:03.000]  所以對這個詞很深刻
[00:05:03.000 --> 00:05:04.000]  想起耶穌的教導
[00:05:04.000 --> 00:05:06.000]  人若賺得全世界
[00:05:06.000 --> 00:05:08.000]  賠償自己生命
[00:05:08.000 --> 00:05:10.000]  有甚麼益處呢
[00:05:10.000 --> 00:05:13.000]  最近自己填了一首詩
[00:05:13.000 --> 00:05:16.000]  叫《現代人的詩篇二十三篇》
[00:05:16.000 --> 00:05:18.000]  大家一起讀讀看感受如何
[00:05:18.000 --> 00:05:20.000]  一起讀,一二三
[00:05:20.000 --> 00:05:22.000]  時間是我的老闆
[00:05:22.000 --> 00:05:24.000]  我必不能休息
[00:05:24.000 --> 00:05:27.000]  它使我躺愛在耗盡之中
[00:05:27.000 --> 00:05:30.000]  令我進入憂鬱的深淵
[00:05:30.000 --> 00:05:32.000]  它使我的靈魂忙亂
[00:05:32.000 --> 00:05:36.000]  為成功的命引導我走崩潰之路
[00:05:36.000 --> 00:05:39.000]  我雖然墮入不斷加班的深淵
[00:05:39.000 --> 00:05:41.000]  也不能完成
[00:05:41.000 --> 00:05:44.000]  因為新的任務與我同在
[00:05:44.000 --> 00:05:48.000]  你的死線,你的期望都追逼我
[00:05:48.000 --> 00:05:50.000]  在我死線面前
[00:05:50.000 --> 00:05:53.000]  你為我擺設恐怖的筵席
[00:05:53.000 --> 00:05:56.000]  你用偏頭痛高了我的頭
[00:05:56.000 --> 00:05:59.000]  使我未完成的工作滿人
[00:05:59.000 --> 00:06:03.000]  我一生一世必有疲乏壓力隨著我
[00:06:03.000 --> 00:06:06.000]  我且要住在充滿煩惱的捆綁中
[00:06:06.000 --> 00:06:09.000]  直到永遠
[00:06:37.000 --> 00:06:39.000]  甚至是家庭的問題
[00:06:39.000 --> 00:06:44.000]  所以我說要打倒必然加班的怪獸
[00:06:44.000 --> 00:06:47.000]  所以今天我們討論奮鬥
[00:06:47.000 --> 00:06:49.000]  我看一看,奮鬥也要休息
[00:06:49.000 --> 00:06:54.000]  大家不要奮鬥,燃燒,過勞死
[00:06:54.000 --> 00:06:56.000]  但有些人就算奮鬥也好
[00:06:56.000 --> 00:06:58.000]  他不會得到別人的欣賞
[00:06:58.000 --> 00:07:01.000]  或者奮鬥的人不明白,不接納他的情況
[00:07:01.000 --> 00:07:03.000]  最近留意一個人物
[00:07:03.000 --> 00:07:08.000]  中國女排新的國家教練朗平
[00:07:08.000 --> 00:07:10.000]  自己讀書的時代剛好是中國女排
[00:07:10.000 --> 00:07:13.000]  所以看很多女排,朗平這個人也很熟悉
[00:07:13.000 --> 00:07:16.000]  這個人也有很艱難的故事
[00:07:16.000 --> 00:07:19.000]  她曾經因為丈夫跟她不合得來,離婚
[00:07:19.000 --> 00:07:22.000]  要養大一個女兒,一個單身的家庭
[00:07:22.000 --> 00:07:25.000]  後來要謀生,要去意大利做教練
[00:07:25.000 --> 00:07:28.000]  後來中國隊不太合得來
[00:07:28.000 --> 00:07:30.000]  後來美國隊請她
[00:07:30.000 --> 00:07:35.000]  在2008年的奧運,她帶著美國隊贏了中國隊
[00:07:35.000 --> 00:07:38.000]  有些人就說她賣國
[00:07:38.000 --> 00:07:41.000]  有些人就為她伸冤
[00:07:41.000 --> 00:07:45.000]  她為中國奮鬥的時候,全身都散了
[00:07:45.000 --> 00:07:51.000]  要看醫生的時候,醫藥費政府沒有給她
[00:07:51.000 --> 00:07:54.000]  到時美國就請她,有什麼奇怪呢
[00:07:54.000 --> 00:07:56.000]  她說她整個人生裡面,八年代
