
[00:00:00.000 --> 00:00:01.000]  雷雄使命平安
[00:00:01.000 --> 00:00:05.000]  不知道你有沒有發現
[00:00:05.000 --> 00:00:08.000]  現代手機的科技
[00:00:08.000 --> 00:00:11.000]  可以比誰都了解你的喜好
[00:00:11.000 --> 00:00:16.000]  只要看看你手機裡面最常出現的廣告是什麼
[00:00:16.000 --> 00:00:19.000]  就知道你最近想買什麼
[00:00:19.000 --> 00:00:24.000]  這種透過演算法的專屬信息推送能力
[00:00:24.000 --> 00:00:28.000]  每次我經歷都覺得十分的讚嘆
[00:00:29.000 --> 00:00:33.000]  但是現代的演算法在主耶穌的面前
[00:00:33.000 --> 00:00:35.000]  叫做小菜一碟
[00:00:35.000 --> 00:00:40.000]  因為耶穌早在兩千年前就做到這一點了
[00:00:40.000 --> 00:00:46.000]  他曾向使徒約翰啟示七封寫給當時教會的信
[00:00:46.000 --> 00:00:52.000]  而耶穌精準地指出每一間教會要面臨的內部問題
[00:00:52.000 --> 00:00:54.000]  外在挑戰
[00:00:54.000 --> 00:00:56.000]  還有預告可能的結果
[00:00:57.000 --> 00:01:00.000]  比起現代的演算法更厲害的地方是
[00:01:00.000 --> 00:01:07.000]  耶穌兩千多年前的信息對歷世歷代的每一間教會來說
[00:01:07.000 --> 00:01:10.000]  都是正確而有效的訊息
[00:01:10.000 --> 00:01:14.000]  我們將要繼續來看看七教會的信息
[00:01:14.000 --> 00:01:16.000]  之前我們提到了兩間教會
[00:01:16.000 --> 00:01:21.000]  第一間是擁有很強聖經跟神學裝備
[00:01:21.000 --> 00:01:24.000]  還開展很多的施工
[00:01:25.000 --> 00:01:30.000]  但是卻失去起初愛心的以福所教會
[00:01:30.000 --> 00:01:33.000]  第二間教會是雖然很貧窮
[00:01:33.000 --> 00:01:35.000]  但是鄰里很富足
[00:01:35.000 --> 00:01:40.000]  在逼迫當中致死忠心的施美拿教會
[00:01:40.000 --> 00:01:42.000]  今天是第三間教會
[00:01:42.000 --> 00:01:45.000]  這是一間困惑的教會
[00:01:45.000 --> 00:01:49.000]  他們的困惑不是來自於外在的逼迫
[00:01:49.000 --> 00:01:54.000]  而是來自於他們接受錯的人所講錯的教導
[00:01:55.000 --> 00:01:57.000]  所以當他們偏離了真理
[00:01:57.000 --> 00:02:00.000]  那個困惑就必然產生
[00:02:00.000 --> 00:02:04.000]  而這個也是我們今天所面對的世界不是嗎
[00:02:04.000 --> 00:02:09.000]  很多人是透過媒體所傳播錯的信息
[00:02:09.000 --> 00:02:11.000]  來選擇他們所相信的
[00:02:11.000 --> 00:02:16.000]  很多人不願意回到聖經當中去尋找答案
[00:02:16.000 --> 00:02:18.000]  而是人云亦云
[00:02:18.000 --> 00:02:24.000]  被刻意所製造的這些輿論的新聞就牽著鼻子跑
[00:02:25.000 --> 00:02:28.000]  但是我在說只要失去真理的標準
[00:02:28.000 --> 00:02:31.000]  人就一定會困惑
[00:02:31.000 --> 00:02:34.000]  因為魔鬼會用謊言來欺騙人
[00:02:34.000 --> 00:02:35.000]  讓人無所赤寵
[00:02:35.000 --> 00:02:37.000]  不知道哪一個是對的
[00:02:37.000 --> 00:02:40.000]  就像我們今天要看的別家魔教會
[00:02:40.000 --> 00:02:43.000]  我們來看其次第2章12到13節
[00:02:43.000 --> 00:02:48.000]  這邊說你要寫信給別家魔教會的使者說
[00:02:48.000 --> 00:02:50.000]  那有兩任利劍的說
[00:02:50.000 --> 00:02:54.000]  我知道你的居所就是有撒旦座位之處
[00:02:55.000 --> 00:02:58.000]  當我衷心的見證人安提帕在你們中間
[00:02:58.000 --> 00:03:02.000]  撒旦所住的地方被殺之時
[00:03:02.000 --> 00:03:08.000]  你還堅守我的名沒有棄絕我的道
[00:03:08.000 --> 00:03:12.000]  首先耶穌告訴別家魔教會一個重磅消息
[00:03:12.000 --> 00:03:18.000]  那就是他們所在之地有撒旦座位
[00:03:19.000 --> 00:03:25.000]  座位的意思就是王座或是寶座是權柄的所在
[00:03:25.000 --> 00:03:29.000]  所以撒旦的座位就是撒旦掌權的地方
[00:03:29.000 --> 00:03:32.000]  還記得我們教會的少羊弟兄
[00:03:32.000 --> 00:03:34.000]  他是Fremont的市議員
[00:03:34.000 --> 00:03:40.000]  他曾經介紹Fremont是全美最幸福的城市
[00:03:40.000 --> 00:03:48.000]  那麼我相信別家魔肯定是全世界最不幸的城市
[00:03:49.000 --> 00:03:51.000]  因為魔鬼的家就在那裡
[00:03:51.000 --> 00:03:57.000]  而別家魔教會就正處在魔鬼的家門口
[00:03:57.000 --> 00:04:00.000]  我們為別家魔教會要捏一把冷汗
[00:04:00.000 --> 00:04:02.000]  但也不要覺得我們很安全
[00:04:02.000 --> 00:04:06.000]  事實上矽谷的每一間教會
[00:04:06.000 --> 00:04:12.000]  也正如別家魔教會正處在魔鬼的家門口
[00:04:12.000 --> 00:04:14.000]  你知道嗎
[00:04:15.000 --> 00:04:19.000]  撒旦教最早的總部就在舊金山
[00:04:19.000 --> 00:04:22.000]  後來遷到紐約
[00:04:22.000 --> 00:04:24.000]  結果紐約倒楣了
[00:04:24.000 --> 00:04:26.000]  他們魔鬼的家遷到那裡
[00:04:26.000 --> 00:04:32.000]  但是另外一個教徒又在舊金山成立第一撒旦教會
[00:04:32.000 --> 00:04:35.000]  但是我們要知道
[00:04:35.000 --> 00:04:39.000]  不只是別家魔舊金山紐約有魔鬼的家
[00:04:39.000 --> 00:04:42.000]  有一本書書名很特別
[00:04:43.000 --> 00:04:46.000]  叫做《魔鬼在地球上還活著,很健康》
[00:04:46.000 --> 00:04:52.000]  這本書說明一個事實就是魔鬼至今還在工作
[00:04:52.000 --> 00:04:59.000]  他仍然企圖在許多的地方去建立他的王座
[00:04:59.000 --> 00:05:02.000]  包括在人的內心當中
[00:05:02.000 --> 00:05:06.000]  那麼魔鬼怎麼樣去建立他的王座呢
[00:05:06.000 --> 00:05:11.000]  魔鬼是透過謊言來建立他的王座
[00:05:12.000 --> 00:05:13.000]  耶穌的話告訴我們說
[00:05:13.000 --> 00:05:17.000]  雖然別家魔是身處在魔鬼的家門口
[00:05:17.000 --> 00:05:20.000]  有一個信徒叫安提帕
[00:05:20.000 --> 00:05:23.000]  他因為不屈服魔鬼而殉道
[00:05:23.000 --> 00:05:28.000]  教會沒有因為這樣就棄絕神的道
[00:05:28.000 --> 00:05:30.000]  所以我們看到剛開始的時候
[00:05:30.000 --> 00:05:34.000]  外面的逼迫沒有辦法擊倒別家魔教會
[00:05:34.000 --> 00:05:41.000]  但之後他們卻因為魔鬼的謊言就產生困惑了
[00:05:42.000 --> 00:05:47.000]  所以基督教作家沃倫威斯比曾經給了一個評價說
[00:05:47.000 --> 00:05:52.000]  撒旦未能以吼叫的獅子之姿摧毀他們
[00:05:52.000 --> 00:05:58.000]  但他正以欺騙的蛇之姿來滲透進來
[00:05:58.000 --> 00:06:00.000]  魔鬼有兩種形態
[00:06:00.000 --> 00:06:04.000]  第一種形態叫獅子的形態
[00:06:04.000 --> 00:06:10.000]  獅子展現力量 恐嚇 毀滅
[00:06:11.000 --> 00:06:13.000]  獅子的形態要製造恐懼
[00:06:13.000 --> 00:06:15.000]  讓人覺得無助跟絕望
[00:06:15.000 --> 00:06:19.000]  魔鬼的目的就是要讓人屈服他的權勢
[00:06:19.000 --> 00:06:24.000]  但這種形態對我們基督徒來講不怎麼管用
[00:06:24.000 --> 00:06:27.000]  因為魔鬼越恐嚇我們
[00:06:27.000 --> 00:06:29.000]  我們就越求靠神
[00:06:29.000 --> 00:06:32.000]  我們就抓住神 上帝趕快救我
[00:06:32.000 --> 00:06:35.000]  而這個不是魔鬼要的結果
[00:06:35.000 --> 00:06:37.000]  魔鬼不要人跟神親近
[00:06:38.000 --> 00:06:42.000]  所以魔鬼會用第二種形態叫蛇的形態
[00:06:42.000 --> 00:06:46.000]  透過狡猾誘惑跟隱秘的行動
[00:06:46.000 --> 00:06:52.000]  利用半真半假的謊言來引誘人離開神
[00:06:52.000 --> 00:06:56.000]  他會利用人的慾望提出一些好像對人有益
[00:06:56.000 --> 00:06:58.000]  但其實是有害的建議
[00:06:58.000 --> 00:07:01.000]  所以人就不知不覺陷入那個陷阱裡面
[00:07:01.000 --> 00:07:05.000]  魔鬼的謊言就像蛇的毒液一樣
[00:07:06.000 --> 00:07:10.000]  它會慢慢去腐蝕人的那個價值觀跟靈性
[00:07:10.000 --> 00:07:14.000]  讓人從裡面開始敗壞
[00:07:14.000 --> 00:07:17.000]  最後就導致毀滅
[00:07:17.000 --> 00:07:21.000]  這個就是別家魔教會所遭遇的事情
[00:07:21.000 --> 00:07:25.000]  他們不怕魔鬼獅子的咆哮
[00:07:25.000 --> 00:07:30.000]  但是卻中了蛇那個謊言的毒液
[00:07:30.000 --> 00:07:34.000]  而魔鬼在別家魔教會當中散佈了三個謊言
[00:07:35.000 --> 00:07:39.000]  這三個謊言到現在還是存在
[00:07:39.000 --> 00:07:41.000]  所以值得我們小心
[00:07:41.000 --> 00:07:43.000]  第一個謊言是什麼
[00:07:43.000 --> 00:07:46.000]  第一個謊言叫做你落伍了
[00:07:46.000 --> 00:07:48.000]  你落伍了
[00:07:48.000 --> 00:07:51.000]  回到這個啟示錄的背景
[00:07:51.000 --> 00:07:55.000]  耶穌說撒旦的座位
[00:07:55.000 --> 00:08:01.000]  是在警告當時那個流行文化對教會的威脅
[00:08:02.000 --> 00:08:05.000]  別家魔教會要面臨兩方面的文化威脅
[00:08:05.000 --> 00:08:08.000]  第一個叫做敬拜羅馬皇帝的文化
[00:08:08.000 --> 00:08:14.000]  當時每個人都要拿著香進到羅馬皇帝的神廟裡面獻祭
[00:08:14.000 --> 00:08:17.000]  然後公開承認羅馬皇帝是神
[00:08:17.000 --> 00:08:21.000]  否則就會被視為是叛國賊
[00:08:21.000 --> 00:08:25.000]  所以經文提到了訓道者安提帕
[00:08:25.000 --> 00:08:28.000]  可能就是拒絕崇拜皇帝就被處決了
