
[00:00:00.000 --> 00:00:02.000]  (主持人:好!大家節目平安!)
[00:00:02.000 --> 00:00:06.300]  (主持人:今日呢同大家一齊嚟到繼續會係睇詩篇)
[00:00:06.300 --> 00:00:11.100]  (主持人:我哋過去呢就睇咗詩篇23篇有幾次)
[00:00:11.100 --> 00:00:16.000]  (主持人:因為今個月係聖樂月啦)
[00:00:16.000 --> 00:00:20.000]  (主持人:其實亦係我覺得詩篇係一個好好嘅經文)
[00:00:20.000 --> 00:00:23.300]  (主持人:可以喺我哋嘅生活裏面呢)
[00:00:23.300 --> 00:00:26.000]  (主持人:俾我哋有好多唔同嘅體會)
[00:00:26.000 --> 00:00:29.000]  (主持人:所以我都想繼續同大家一齊嚟到睇詩篇)
[00:00:29.000 --> 00:00:33.000]  (主持人:當然一陣間仲有個原因我一陣間會再講多啲嘅)
[00:00:33.000 --> 00:00:36.000]  (主持人:詩篇19篇唔知大家對佢認識有幾多)
[00:00:36.000 --> 00:00:40.000]  (主持人:可能同詩篇23篇比較嘅話)
[00:00:40.000 --> 00:00:44.000]  (主持人:可能大家對19篇冇詩篇23篇咁熟悉)
[00:00:44.000 --> 00:00:50.000]  (主持人:我就畀佢嘅題目叫做世界真奇妙,妙在真言中)
[00:00:50.000 --> 00:00:54.000]  (主持人:可能係我哋呢首詩篇佢所表達嘅)
[00:00:54.000 --> 00:01:01.000]  (主持人:講到呢個世界,呢個被造嘅宇宙萬物係好奇妙)
[00:01:01.000 --> 00:01:05.000]  (主持人:但係更加奇妙嘅其實就係喺神嘅說話裏面)
[00:01:05.000 --> 00:01:09.000]  (主持人:所以我都希望能夠透過詩篇19篇都幫助我哋)
[00:01:09.000 --> 00:01:13.000]  (主持人:可以認識神嘅創造,更加能夠認識神嘅話)
[00:01:13.000 --> 00:01:19.000]  (主持人:讓我哋都能夠喺神嘅話裏面得到更多嘅恩典同埋祝福)
[00:01:19.000 --> 00:01:22.000]  (主持人:我同大家一齊嚟到去讀呢個詩篇)
[00:01:22.000 --> 00:01:24.000]  (主持人:可能有啲弟兄姊妹都比較少讀)
[00:01:24.000 --> 00:01:29.000]  (主持人:我哋試下將佢讀完一次,由第一節讀到第十四節)
[00:01:29.000 --> 00:01:32.000]  (主持人:稍為長咗少少啫,但係我諗係好好嘅經文)
[00:01:32.000 --> 00:01:36.000]  (主持人:能夠讓呢個經文傳喺我哋嘅心裏面)
[00:01:36.000 --> 00:01:39.000]  (主持人:如果你可以睇聖經,又可以睇我哋營光幕上高)
[00:01:39.000 --> 00:01:42.000]  (主持人:我哋一齊嚟到讀完詩篇19篇)
[00:01:42.000 --> 00:01:44.000]  (主持人:好,睇到嘅我哋一齊嚟讀,預備起)
[00:01:44.000 --> 00:01:53.000]  諸天述說神的榮耀,窮滄傳揚他的手段,這日到那日發出言語,
[00:01:53.000 --> 00:02:00.000]  這夜到那夜傳出知識,無言無語也無聲音可聽。
[00:02:00.000 --> 00:02:07.000]  他的量大通遍天下,他的言語傳到地極。
[00:02:07.000 --> 00:02:18.000]  神在其間為太陽安設障望,太陽如同新郎出洞房,猶如勇士歡言奔怒。
[00:02:18.000 --> 00:02:28.000]  他從天這邊出來,繞到天那邊,沒有一物被隱藏,不得他的熱氣。
[00:02:28.000 --> 00:02:33.000]  耶和華的律法傳避,能甦醒人心。
[00:02:33.000 --> 00:02:39.000]  耶和華的法道確定,能使於人有智慧。
[00:02:39.000 --> 00:02:44.000]  耶和華的訓辭正直,能快活人的心。
[00:02:44.000 --> 00:02:50.000]  耶和華的命令清潔,能明亮人的眼目。
[00:02:50.000 --> 00:02:55.000]  耶和華的道理潔淨,傳道永遠。
[00:02:55.000 --> 00:03:02.000]  耶和華的典章真實,傳言公義,都比今子可羨慕。
[00:03:02.000 --> 00:03:06.000]  且比極多的精金可羨慕。
[00:03:06.000 --> 00:03:11.000]  比麥金田,且比瘋狂下敵的麥金田。
[00:03:11.000 --> 00:03:19.000]  況且你的僕人因此受警戒,守著這些便有大賞。
[00:03:19.000 --> 00:03:22.000]  誰能知道自己的錯失呢?
[00:03:22.000 --> 00:03:27.000]  願你赦免我隱而未然的過錯。
[00:03:27.000 --> 00:03:32.000]  求你難阻僕人不犯任意妄為的罪。
[00:03:32.000 --> 00:03:39.000]  不容這罪核制我,我便完全免犯大罪。
[00:03:39.000 --> 00:03:43.000]  耶和華我的伴石,我的救贖主。
[00:03:43.000 --> 00:03:50.000]  願我口中的言語,心中裡的意念,在你面前無餘難。
[00:03:50.000 --> 00:03:57.000]  其實詩篇可以說是頗容易讀,有時又不太容易讀。
[00:03:57.000 --> 00:04:00.000]  但至少讀了詩篇23篇其實頗容易。
[00:04:00.000 --> 00:04:04.000]  詩篇19篇其實都可以幫助我們是甚麼呢?
[00:04:04.000 --> 00:04:08.000]  我們詩篇23篇的時候說到有兩個圖畫,
[00:04:08.000 --> 00:04:12.000]  一個就是牧羊人和羊的圖畫,
[00:04:12.000 --> 00:04:17.000]  一個就是王擺慶功宴和打仗有關的一個圖畫。
[00:04:17.000 --> 00:04:26.000]  所以其實詩篇裡面都有一些時候可以用一些比較圖畫的形象化來幫助我們認識。
[00:04:26.000 --> 00:04:31.000]  今天我想和大家看看詩篇19篇其實都可以有三個圖畫給我們看見。
[00:04:31.000 --> 00:04:36.000]  第一個就是大自然世界被造物,第一到第六節。
[00:04:36.000 --> 00:04:41.000]  如果大家剛才有留意,說到很多的豬天窮倉、太陽,
[00:04:41.000 --> 00:04:44.000]  這個就是大自然世界被造物。
[00:04:44.000 --> 00:04:47.000]  第二個就是說到神的話,
[00:04:47.000 --> 00:04:50.000]  有很多的命令、律法那些,
[00:04:50.000 --> 00:04:52.000]  我就叫它做真言,
[00:04:52.000 --> 00:04:59.000]  這個其實和我的題目就是世界真奇妙,妙在真言中。
[00:04:59.000 --> 00:05:04.000]  其實就是說到神的話,在真言書裡面就用到真言來講的,
[00:05:04.000 --> 00:05:06.000]  我們一會兒去看看。
[00:05:06.000 --> 00:05:10.000]  然後這個第三幅圖畫,詩篇19篇是說到一個個人的祈禱,
[00:05:10.000 --> 00:05:16.000]  一個人的回應、反省,都是個人的祈禱。
[00:05:16.000 --> 00:05:19.000]  可以看見三幅圖畫,
[00:05:19.000 --> 00:05:25.000]  在真言其實提到有真言這用的詞語,
[00:05:25.000 --> 00:05:31.000]  這個真言其實在不同的翻譯或者意思其實可以說是神諭,
[00:05:31.000 --> 00:05:34.000]  或者是上帝的默示,
[00:05:34.000 --> 00:05:37.000]  所以其實也是說到神的話,
[00:05:37.000 --> 00:05:43.000]  世界很奇妙,但是更加奇妙的是神的話是真言,是真理。
[00:05:43.000 --> 00:05:47.000]  詩篇19篇就提醒我們去怎樣形容神的話呢?
[00:05:47.000 --> 00:05:50.000]  剛才我們有印象就是說耶和華的律法,
[00:05:50.000 --> 00:05:51.000]  耶和華的法道,
[00:05:51.000 --> 00:05:52.000]  耶和華的命令,
[00:05:52.000 --> 00:05:56.000]  就是一直說了幾個介紹。
[00:05:56.000 --> 00:05:59.000]  我不知道大家對詩篇看過多少,
[00:05:59.000 --> 00:06:02.000]  或者有沒有機會看多一點。
[00:06:02.000 --> 00:06:06.000]  詩篇裡面有一個我們都覺得比較有印象,
[00:06:06.000 --> 00:06:09.000]  就是詩篇有一篇是最長的,
[00:06:09.000 --> 00:06:12.000]  一章的聖經或者一篇的聖經。
[00:06:12.000 --> 00:06:15.000]  有沒有人知道是第幾篇?
[00:06:15.000 --> 00:06:16.000]  有些人知道,
[00:06:16.000 --> 00:06:21.000]  你將19篇前面加多一字就變成119篇。
[00:06:21.000 --> 00:06:24.000]  詩篇119篇是很長的,
[00:06:24.000 --> 00:06:28.000]  但其實詩篇裡面我們通常說有三個詩篇,
[00:06:28.000 --> 00:06:30.000]  是特別說到神的話,
[00:06:30.000 --> 00:06:33.000]  讓我們認識神的話的重要性,
[00:06:33.000 --> 00:06:36.000]  神的話的功能,
[00:06:36.000 --> 00:06:37.000]  神的話的寶貴。
[00:06:37.000 --> 00:06:39.000]  所以詩篇19篇是其中一篇,
[00:06:39.000 --> 00:06:42.000]  119篇又是另外一篇。
[00:06:42.000 --> 00:06:44.000]  曾經有人接受了一個挑戰,
[00:06:44.000 --> 00:06:47.000]  就是將詩篇119篇背下去。
[00:06:47.000 --> 00:06:50.000]  大家如果知道詩篇119篇,
[00:06:50.000 --> 00:06:52.000]  不是詩篇19篇那麼短,
[00:06:52.000 --> 00:06:55.000]  詩篇119篇大概有多少節?
[00:06:55.000 --> 00:06:59.000]  176節。
[00:06:59.000 --> 00:07:03.000]  看看誰願意接受這個挑戰。
[00:07:03.000 --> 00:07:05.000]  背完之後你回來告訴我,
[00:07:05.000 --> 00:07:07.000]  我請你吃一頓飯,
[00:07:07.000 --> 00:07:08.000]  真的要,
[00:07:08.000 --> 00:07:09.000]  如果你背得到,
[00:07:09.000 --> 00:07:11.000]  有人真的很願意接受這個挑戰,
[00:07:11.000 --> 00:07:15.000]  他願意將神的話的寶貴藏在心裡面,
[00:07:15.000 --> 00:07:19.000]  希望以後我們有機會去看看這個詩篇。
[00:07:19.000 --> 00:07:21.000]  除了詩篇119篇、19篇之外,
[00:07:21.000 --> 00:07:23.000]  另外一個詩篇說神的話,
[00:07:23.000 --> 00:07:26.000]  也是提醒我們神話語的重要性。
[00:07:26.000 --> 00:07:28.000]  大家知道是哪一篇?
[00:07:28.000 --> 00:07:30.000]  將19篇的9字拿走了,
[00:07:30.000 --> 00:07:33.000]  就變成詩篇的第一篇。
[00:07:33.000 --> 00:07:35.000]  原來詩篇一開始的時候,
[00:07:35.000 --> 00:07:41.000]  第一篇就已經提醒我們耶和華律法神的話的重要性。
[00:07:41.000 --> 00:07:44.000]  為什麼我要稍微多一點介紹呢?
[00:07:44.000 --> 00:07:47.000]  其實我不知道大家還有沒有弟兄姊妹,
[00:07:47.000 --> 00:07:58.000]  你是跟隨著教會今年推動的樂享聖賢的讀經計劃運動可以跟得上的。
[00:07:58.000 --> 00:08:00.000]  不要舉手了,
[00:08:00.000 --> 00:08:02.000]  如果你跟得上就感謝主了。
[00:08:02.000 --> 00:08:04.000]  但是大家知不知道一開始的時候,
[00:08:04.000 --> 00:08:09.000]  有多少人立志去跟這個讀經計劃?
[00:08:09.000 --> 00:08:11.000]  還有沒有印象?
[00:08:11.000 --> 00:08:15.000]  我印象中有2200多位的弟兄姊妹,
[00:08:15.000 --> 00:08:17.000]  立志可以一起參與。
[00:08:17.000 --> 00:08:20.000]  當然一個像跑馬拉松那樣長,
[00:08:20.000 --> 00:08:22.000]  由1月去到10月,
[00:08:22.000 --> 00:08:24.000]  可能有些比較累,
[00:08:24.000 --> 00:08:25.000]  有不同的原因,
[00:08:25.000 --> 00:08:27.000]  可能已經跟不上,停不了。
[00:08:27.000 --> 00:08:31.000]  但我想今天講詩篇19篇的時候有一個開始,
[00:08:31.000 --> 00:08:32.000]  為什麼呢?
[00:08:32.000 --> 00:08:35.000]  因為樂享聖賢今天正在讀《使徒行傳》的28章,
[00:08:35.000 --> 00:08:38.000]  明天就會開始一個新的書卷,
[00:08:38.000 --> 00:08:41.000]  大家知不知道開始讀哪裡?
[00:08:41.000 --> 00:08:43.000]  詩篇,你真是很乖。
[00:08:43.000 --> 00:08:47.000]  我們的讀經計劃除了卡之外,
[00:08:47.000 --> 00:08:49.000]  教會這個周刊後面也有寫的,
[00:08:49.000 --> 00:08:50.000]  每天讀經。
[00:08:50.000 --> 00:08:52.000]  我們星期一明天開始,
[00:08:52.000 --> 00:08:54.000]  就會開始看詩篇,
[00:08:54.000 --> 00:08:56.000]  我們大概用一個月多一點,
[00:08:56.000 --> 00:08:57.000]  看到11月尾,
