
[00:00:00.000 --> 00:00:02.000]  各位弟兄姊妹,主內平安
[00:00:02.000 --> 00:00:05.120]  請我們再一次同心禱告
[00:00:05.120 --> 00:00:11.000]  天上的阿爸父,我們感謝你
[00:00:11.000 --> 00:00:18.000]  因為你連雀鳥、花草都無微不至地看顧
[00:00:18.000 --> 00:00:21.000]  我們既稱為你的兒女
[00:00:21.000 --> 00:00:29.000]  我們深信你對我們的愛顧是更遠勝花草和飛鳥
[00:00:29.000 --> 00:00:32.000]  願意我們就有一個全然信靠
[00:00:32.000 --> 00:00:36.000]  常常仰望你的心
[00:00:36.000 --> 00:00:40.000]  主又讓我們有個敞開的心去聆聽你的說話
[00:00:40.000 --> 00:00:45.000]  以上禱告,奉主耶穌基督的聖名祈求,阿們
[00:00:45.000 --> 00:00:49.000]  大家如果記得上個星期我們講壇
[00:00:49.000 --> 00:00:52.000]  是講到八福裏面的頭三個福
[00:00:52.000 --> 00:00:55.000]  今天我們會講第四到第六個福
[00:00:55.000 --> 00:00:57.000]  或者我們一起打開這段經文
[00:00:57.000 --> 00:01:05.000]  在大家手上的教會聖經的第五頁新約部分
[00:01:05.000 --> 00:01:10.000]  馬太福音第五章六至八節
[00:01:10.000 --> 00:01:16.000]  馬太福音第五章六到第八節
[00:01:16.000 --> 00:01:20.000]  找到的我們請一起讀於你的經文
[00:01:20.000 --> 00:01:21.000]  第六節請
[00:01:21.000 --> 00:01:27.000]  饑寒無虞的人有福了,因為他們必得飽足
[00:01:27.000 --> 00:01:32.000]  年戌人的人有福了,因為他們必蒙年戌
[00:01:32.000 --> 00:01:37.000]  清心的人有福了,因為他們必得見神
[00:01:37.000 --> 00:01:40.000]  曾錦發牧師在講論到八福的時候
[00:01:40.000 --> 00:01:45.000]  他將第四到第六的福稱之為聖潔之福
[00:01:45.000 --> 00:01:49.000]  這三個福,他說是有三個的向度
[00:01:49.000 --> 00:01:51.000]  第一個向度就是饑寒無虞
[00:01:51.000 --> 00:01:55.000]  就是人向上的一個向度
[00:01:55.000 --> 00:01:58.000]  是一個神和人之間的關係
[00:01:58.000 --> 00:02:01.000]  年戌人的人是一個向外的向度
[00:02:01.000 --> 00:02:04.000]  是人和人之間的關係
[00:02:04.000 --> 00:02:07.000]  至於清心的人就是一個向內
[00:02:07.000 --> 00:02:10.000]  是和自己的一個關係
[00:02:10.000 --> 00:02:12.000]  今天就讓我們一起去看看
[00:02:12.000 --> 00:02:14.000]  耶穌基督在這三個福裏面
[00:02:14.000 --> 00:02:17.000]  所帶給我們的教導和提醒
[00:02:17.000 --> 00:02:21.000]  第一個福是饑寒無虞的人
[00:02:21.000 --> 00:02:25.000]  如果我們看一看頭四個福的時候
[00:02:25.000 --> 00:02:28.000]  我們會看到當中那個緊扣的關係
[00:02:28.000 --> 00:02:32.000]  第一個福是虛心的人有福了
[00:02:32.000 --> 00:02:35.000]  虛心的人,聖經裏面亦都去形容是
[00:02:35.000 --> 00:02:38.000]  心靈疲乏的人
[00:02:38.000 --> 00:02:41.000]  心靈靈命破產的人
[00:02:41.000 --> 00:02:46.000]  原來先人在神的面前承認自己的靈命的破裂
[00:02:46.000 --> 00:02:50.000]  承認自己靈命的缺乏的時候
[00:02:50.000 --> 00:02:53.000]  人就會為自己的罪來哀動
[00:02:53.000 --> 00:02:56.000]  所以第二個福就是哀動的人有福
[00:02:56.000 --> 00:02:58.000]  又因著自己的罪
[00:02:58.000 --> 00:03:01.000]  人在神的面前是沒有什麼可以自誇
[00:03:01.000 --> 00:03:03.000]  所以他來到神的面前
[00:03:03.000 --> 00:03:05.000]  是溫柔的人去承認自己的罪
[00:03:05.000 --> 00:03:08.000]  並且謙卑在神面前
[00:03:08.000 --> 00:03:10.000]  經歷了謙卑
[00:03:10.000 --> 00:03:12.000]  人看到自己欠缺的時候
[00:03:12.000 --> 00:03:16.000]  所以人就會向神祈求
[00:03:16.000 --> 00:03:19.000]  饑渴無二
[00:03:19.000 --> 00:03:21.000]  彼此是有關連
[00:03:21.000 --> 00:03:24.000]  彼此是緊扣
[00:03:24.000 --> 00:03:26.000]  在這裏說的饑渴無二
[00:03:26.000 --> 00:03:28.000]  究竟二是什麼意思呢
[00:03:28.000 --> 00:03:29.000]  馬太福音裏面
[00:03:29.000 --> 00:03:31.000]  當我們翻查馬太福音的時候
[00:03:31.000 --> 00:03:35.000]  我們會發覺馬太福音曾經多次提及到二
[00:03:35.000 --> 00:03:39.000]  譬如耶穌基督受約翰洗浸禮之後
[00:03:39.000 --> 00:03:44.000]  祂說我這樣去做是盡諸般的義
[00:03:44.000 --> 00:03:46.000]  另外耶穌基督也提醒我們
[00:03:46.000 --> 00:03:51.000]  要先求祂的國和祂的義
[00:03:51.000 --> 00:03:55.000]  但究竟八福裏面的義是講什麼呢
[00:03:55.000 --> 00:03:57.000]  聖經學者說這裏應該是講
[00:03:57.000 --> 00:04:01.000]  祇討神喜悅的品格和行為
[00:04:01.000 --> 00:04:02.000]  為什麼這樣說呢
[00:04:02.000 --> 00:04:05.000]  因為當我們看前文後理的時候
[00:04:05.000 --> 00:04:08.000]  我們知道耶穌基督講完八福之後
[00:04:08.000 --> 00:04:09.000]  講完這個義之後
[00:04:09.000 --> 00:04:12.000]  祂就開始講將兩者比較
[00:04:12.000 --> 00:04:17.000]  是法利塞人和基督徒的比較
[00:04:17.000 --> 00:04:20.000]  是真正二人的比較
[00:04:20.000 --> 00:04:22.000]  在第五章第二十節裏說
[00:04:22.000 --> 00:04:25.000]  你們的義若不勝於民事和法利塞人
[00:04:25.000 --> 00:04:29.000]  斷不能進天國
[00:04:29.000 --> 00:04:32.000]  大家都知道福音書裏面所描述的法利塞人
[00:04:32.000 --> 00:04:35.000]  就是那些外表上敬虔的人
[00:04:35.000 --> 00:04:37.000]  只有凶外表的人
[00:04:37.000 --> 00:04:41.000]  只是在外表上遵守規則的人
[00:04:41.000 --> 00:04:44.000]  耶穌基督就希望在這裏做一個很清楚的比較
[00:04:44.000 --> 00:04:45.000]  這個比較就是講到
[00:04:45.000 --> 00:04:47.000]  原來耶穌基督對人的要求
[00:04:47.000 --> 00:04:50.000]  不單只是講外表的敬虔
[00:04:50.000 --> 00:04:53.000]  更重要是講一些心思上
[00:04:53.000 --> 00:04:58.000]  意念上動機上的義
[00:04:58.000 --> 00:05:03.000]  所以渴望義就是渴望好像神一樣
[00:05:03.000 --> 00:05:08.000]  渴望義就是渴望能夠行神所喜悅的事
[00:05:08.000 --> 00:05:09.000]  所以這裏的義
[00:05:09.000 --> 00:05:12.000]  不單止是包括沒有做錯事
[00:05:12.000 --> 00:05:16.000]  更是包含到我們的罪是蒙神的赦免
[00:05:16.000 --> 00:05:18.000]  蒙神的潔淨
[00:05:18.000 --> 00:05:21.000]  這個基渴無義最終的意義
[00:05:21.000 --> 00:05:22.000]  最終的目的
[00:05:22.000 --> 00:05:25.000]  就是希望我們能夠全然脫離罪惡
[00:05:25.000 --> 00:05:28.000]  全然脫開罪的困所
[00:05:28.000 --> 00:05:32.000]  全然將這些纏繞我們的罪
