
[00:00:00.000 --> 00:00:03.300]  菩薩師父讓我們先聽道義再和您討論
[00:00:03.300 --> 00:00:06.000]  聽道義怎麼樣?我們先聽道義再和您討論
[00:00:06.000 --> 00:00:12.000]  菩薩多謝祢讓我們作為中國人
[00:00:12.000 --> 00:00:15.000]  我們能夠有農曆新年的時間
[00:00:15.000 --> 00:00:20.000]  我們來到農曆年最後的時段
[00:00:20.000 --> 00:00:27.000]  讓我們學會如何在家人和朋友之間彼此相愛
[00:00:28.000 --> 00:00:32.000]  讓我們的關愛能夠成為一份動力
[00:00:32.000 --> 00:00:36.000]  去讓人看到我們怎樣蒙受主力的恩典
[00:00:36.000 --> 00:00:39.000]  求祢幫助我們
[00:00:39.000 --> 00:00:46.000]  讓今天的訊息能夠成為我們在預備農曆年期間
[00:00:46.000 --> 00:00:50.000]  去和更多的親人相見相會的時候
[00:00:50.000 --> 00:00:55.000]  可以更加彰顯我們在主力當中的關愛
[00:00:56.000 --> 00:00:59.000]  菩薩祖祢給我們能夠作為中國人
[00:00:59.000 --> 00:01:02.000]  我們可以有一個新年
[00:01:02.000 --> 00:01:05.000]  在每一個農曆年的時間
[00:01:05.000 --> 00:01:10.000]  讓我們也學習怎麼樣來到預備彼此相愛
[00:01:10.000 --> 00:01:15.000]  讓我們今天透過祢的經文來提醒我們
[00:01:15.000 --> 00:01:18.000]  好使我們當在農曆年期間
[00:01:18.000 --> 00:01:23.000]  我們跟更多的親友來到見面的時候
[00:01:23.000 --> 00:01:26.000]  彰顯出我們彼此相愛的心
[00:01:26.000 --> 00:01:27.000]  請祢的幫助
[00:01:27.000 --> 00:01:30.000]  我們到達公主耶穌的民族
[00:01:30.000 --> 00:01:31.000]  Amen
[00:01:31.000 --> 00:01:37.000]  在唐詩當中有一首詩是我很喜歡的
[00:01:37.000 --> 00:01:40.000]  有一首唐詩我非常喜歡的
[00:01:40.000 --> 00:01:42.000]  詩人的名字叫王維
[00:01:42.000 --> 00:01:44.000]  詩人的名字叫王維
[00:01:44.000 --> 00:01:48.000]  他那首詩的名字叫九月九日益山東兄弟
[00:01:48.000 --> 00:01:53.000]  他那首詩的名字叫九月九日益山東兄弟
[00:01:53.000 --> 00:01:55.000]  有沒有人讀過?應該讀過了
[00:01:55.000 --> 00:01:58.000]  沒讀過我也讀一次吧
[00:01:58.000 --> 00:02:00.000]  我相信大家都讀過
[00:02:00.000 --> 00:02:03.000]  這首詩的內容是這樣的
[00:02:03.000 --> 00:02:07.000]  讀在異鄉為異客
[00:02:07.000 --> 00:02:10.000]  每逢佳節會思親
[00:02:10.000 --> 00:02:13.000]  遙知兄弟登高處
[00:02:13.000 --> 00:02:16.000]  遍插諸於小一人
[00:02:16.000 --> 00:02:18.000]  讀在異鄉為異客
[00:02:18.000 --> 00:02:21.000]  每逢佳節會思親
[00:02:21.000 --> 00:02:23.000]  遙知兄弟登高處
[00:02:23.000 --> 00:02:25.000]  遍插諸於小一人
[00:02:25.000 --> 00:02:28.000]  這首詩其中最開頭的兩句
[00:02:28.000 --> 00:02:30.000]  我相信最能夠令我們這些
[00:02:30.000 --> 00:02:32.000]  活在他鄉的人產生共鳴的
[00:02:32.000 --> 00:02:35.000]  這詩的前兩句
[00:02:35.000 --> 00:02:40.000]  讓我們生活在異地他鄉的人產生共鳴
[00:02:40.000 --> 00:02:42.000]  一個人或者一家人
[00:02:42.000 --> 00:02:44.000]  只是自己住在外地
[00:02:44.000 --> 00:02:47.000]  一個人或者一家人住在外地
[00:02:47.000 --> 00:02:51.000]  每逢大時大節特別掛念家人
[00:02:51.000 --> 00:02:58.000]  每逢逢年過節都掛念遠在家鄉的親人
[00:02:58.000 --> 00:03:00.000]  我們不是唐朝人
[00:03:00.000 --> 00:03:02.000]  我們是現代人
[00:03:02.000 --> 00:03:03.000]  我們不是唐朝人
[00:03:03.000 --> 00:03:04.000]  但我們是現代人
[00:03:04.000 --> 00:03:06.000]  所以我們好一點
[00:03:06.000 --> 00:03:07.000]  我們現在好一點
[00:03:07.000 --> 00:03:08.000]  應該是好很多
[00:03:08.000 --> 00:03:10.000]  我們可以有互聯網
[00:03:10.000 --> 00:03:12.000]  我們可以有互聯網
[00:03:12.000 --> 00:03:17.000]  好容易和我們遠方的家人有接觸
[00:03:17.000 --> 00:03:23.000]  可以和遠在他鄉的親人立馬接觸
[00:03:23.000 --> 00:03:26.000]  寫詩的詩人他叫王維
[00:03:26.000 --> 00:03:28.000]  當時寫這首詩他才十七歲
[00:03:28.000 --> 00:03:32.000]  當時寫這首詩的時候只有十七歲
[00:03:32.000 --> 00:03:34.000]  我記得我十七歲的時候
[00:03:34.000 --> 00:03:35.000]  都寫了很多詩
[00:03:35.000 --> 00:03:38.000]  我知道我十七歲的時候也寫了很多詩
[00:03:38.000 --> 00:03:43.000]  但我不讓你知道因為太多多愁善感的詩
[00:03:43.000 --> 00:03:45.000]  有太多多愁善感的詩
[00:03:45.000 --> 00:03:48.000]  除非你是我好密室的兄弟姐妹
[00:03:48.000 --> 00:03:49.000]  我就讓你看看
[00:03:49.000 --> 00:03:51.000]  如果是我的密室兄弟姐妹
[00:03:51.000 --> 00:03:52.000]  我可以讓你看一下
[00:03:52.000 --> 00:03:54.000]  不過你可以看見詩人
[00:03:54.000 --> 00:03:57.000]  怎樣對他家人那份惦念之情
[00:03:57.000 --> 00:04:01.000]  可以看到詩人對他家人的這種惦念之情
[00:04:01.000 --> 00:04:05.000]  並且看見他怎樣去和他家人之間
[00:04:05.000 --> 00:04:08.000]  愛與被愛的關係上那份的密切
[00:04:08.000 --> 00:04:10.000]  就可以看到他和家人之間
[00:04:10.000 --> 00:04:13.000]  愛與被愛這種關係的密切
[00:04:13.000 --> 00:04:17.000]  其實在聖經也有類似的情形發生
[00:04:17.000 --> 00:04:19.000]  在聖經中也有類似的情形發生
[00:04:19.000 --> 00:04:20.000]  就是我們今天所看的
[00:04:20.000 --> 00:04:23.000]  菲律賓書第四章十至十四節的經文
[00:04:23.000 --> 00:04:28.000]  就在菲律賓書第四章十到十四節的經文
[00:04:28.000 --> 00:04:29.000]  為什麼我選這段聖經
[00:04:29.000 --> 00:04:31.000]  跟大家在今天講呢
[00:04:31.000 --> 00:04:34.000]  為什麼今天我挑選這個經文和大家來講呢
[00:04:34.000 --> 00:04:36.000]  因為我講過提託太前書
[00:04:36.000 --> 00:04:39.000]  李太都問我為什麼不是提託太前書
[00:04:39.000 --> 00:04:41.000]  本來我們是講提託太前書
[00:04:41.000 --> 00:04:43.000]  為什麼今天挑到菲律賓書呢
[00:04:43.000 --> 00:04:47.000]  就是我希望趁著農曆年快將來臨的時間
[00:04:47.000 --> 00:04:50.000]  我希望農曆年即將來臨之際
[00:04:50.000 --> 00:04:56.000]  在我們這些作為活在異鄉的一些移民身份
