
[00:00:00.000 --> 00:00:07.000]  好,弟兄姐妹平安,我今天在復活節的主日,恭祝大家靠著復活的大能,勝過一切。
[00:00:07.000 --> 00:00:13.000]  我們剛剛星期五晚上在受苦節的時候,已經去紀念了耶穌基督的受苦。
[00:00:13.000 --> 00:00:22.000]  但這個復活節整個的訊息是很完整的,是需要我們去紀念耶穌基督的受苦,被釘死,以及復活的大能。
[00:00:22.000 --> 00:00:34.000]  所以今天我們一起來看看我們剛才讀的經文,有點長的,不過因為是一個敘事式的經文,敘述整件事情的始末,實問下理我們都需要知道。
[00:00:34.000 --> 00:00:46.000]  我們一起來看看這段經文,首先我們思想一下在香港過去這兩年幾三年的疫情抗爭,我相信我們大多都非常疲勞,是不是?
[00:00:46.000 --> 00:01:05.000]  要戴口罩,要保持社交距離,又要用很多酒精洗手,又或者是很多清潔的一些步驟,等等等等,或者是我們總會很多時候都會擔心我們會不會染疫,如果染了疫之後會怎樣等等。
[00:01:05.000 --> 00:01:13.000]  所以其實很多時候我們都發覺我們是有一點招架不住,究竟我們哪裡才會有出路呢?
[00:01:13.000 --> 00:01:22.000]  其實我們回心一想,就算沒有疫情,人生又何嘗不是一場一連串的鬥爭、戰爭呢?
[00:01:22.000 --> 00:01:36.000]  我們其實就好像人生的戰士一樣,有很多人都說其實人生就好像一場又一場的戰爭,怎樣能夠在這些戰爭當中得勝有餘,成為生命的鬥士,人生的贏家呢?
[00:01:36.000 --> 00:01:47.000]  我相信關鍵就是這裡,大家看到嗎?我們一起來看看這裡,關鍵就是我們有沒有讓基督的復活大能在我們信徒身上來彰顯。
[00:01:47.000 --> 00:02:05.000]  如果有的話,我們就能夠勝過這一切的挑戰、苦難,甚至乎得勝有餘,什麼意思呢?就是說我們在這個過程當中,或者是這個試煉過後,我們是能夠仍然有喜樂,有盼望,好像剛才師哥裡面所提到一樣。
[00:02:05.000 --> 00:02:22.000]  我們主要來看看今天的經文,我們看一看今天的經文,我們從這一段的經文我們去看一看,有三個重點,第一個重點就是復活戰勝了恐懼,在第一節到第八節。
[00:02:22.000 --> 00:02:39.000]  在聖經剛才讀的經文第四到第五節裡面就是說,那石頭原來很大,他們抬頭一看,卻見石頭已經滾開了,他們進了墳墓,看見一個少年人坐在右邊,穿著白袍,就心驚恐。
[00:02:39.000 --> 00:02:55.000]  當然這一段的記載就是一些婦女去到耶穌基督安葬的墳墓的時候,竟然發覺那塊封住墳墓的大石頭滾開了。
[00:02:55.000 --> 00:03:22.000]  對於「封」這個字,我們現在很敏感,封城,封市,我們很緊張,要去入科,或者行動很不便,受很多影響,但這裡提到一個神蹟,耶穌基督被安葬的墳墓的大石頭,這個大石頭是很重的,可能是四五個大石頭才可以推開它。
[00:03:22.000 --> 00:03:29.000]  這樣的大石頭滾開了,你可以自由進入墳墓。
[00:03:29.000 --> 00:03:41.000]  這群婦女,這群門徒,看進去的時候,他們覺得很害怕,為什麼呢?因為這個墳墓裡面不見了耶穌基督的屍體。
[00:03:41.000 --> 00:03:52.000]  我們必須問一個問題,究竟這件事情是一件好事,還是一件壞事?我相信從不同的角度,會得出不同的結論。
[00:03:52.000 --> 00:04:15.000]  如果你從一個人的角度去看,這只是眼前難以置信的一個景象,或者你未經歷過的一件歧視,其實是一件神蹟的大事。你可能會覺得,哎呀,糟糕了,為什麼耶穌的屍體不見了呢?
[00:04:15.000 --> 00:04:27.000]  但其實,你知道很多的解經家講到這段經文的時候,都提出一個重點就是,正正就是耶穌基督的屍體不見了,在這個墳墓裡面消失了。
[00:04:27.000 --> 00:04:46.000]  這樣才能成就基督信仰的核心,就是復活。如果祂的屍體是放在墳墓裡面長眠,好像其他所謂宗教的創始人的屍體一樣的話,其實就不能夠證實復活這件神蹟歧視是真有其事。
[00:04:46.000 --> 00:04:58.000]  所以如果你單單從一個人的角度去看,沒有經歷過這件事情,或者是很稀有的,或者是十時之間被眼前的困境蒙蔽了我們的眼睛。
[00:04:58.000 --> 00:05:17.000]  今時今日,我們都有這樣的情況,我們面對的困境很多,可能是剛才講到簡單一點,在社交距離,之前不能夠外出吃飯,很快,21號,20號之後,即是21號,我們就可以有限度恢復一些社交的自由,可以這樣講。
[00:05:17.000 --> 00:05:28.000]  但是如果你從人的角度,耶穌的屍體不在墳墓裡面,你沒有想深一層,對你來說是一件壞的消息,是一件難以置信的消息。
[00:05:28.000 --> 00:05:42.000]  同樣的,如果我們看到我們眼前的困境,經歷我們眼前的困境,而沒有深思熟慮,沒有在靈裡面安靜的話,這些困苦的確是令我們非常痛苦的,甚至是絕望的。
[00:05:42.000 --> 00:05:48.000]  但是如果反過來說,我們能夠從神的角度去看的話,這件事情是一件好事。
[00:05:48.000 --> 00:06:07.000]  我們再看下去第六節,那少年人對他們說,不要驚恐,你們尋找那丁十字架的拿撒勒人耶穌,他已經復活了,不在這裏,請看安放他的地方。
[00:06:07.000 --> 00:06:17.000]  這個少年人,當然有些解經家認為他是天使,應該是的,不然就很特別了。
[00:06:17.000 --> 00:06:36.000]  但是同時,如果你能夠從神的角度去看的話,你就明白,天使在這裏將一個大喜的訊息報告給這些婦女知道,情況就像當日耶穌基督降世為人,瑪利亞童貞女,聖靈感恩,懷孕生子。
[00:06:36.000 --> 00:06:44.000]  天使同樣向瑪利亞顯然說,你不用怕,你現在懷孕的人就是從神而來的這個救主耶穌基督。
[00:06:44.000 --> 00:06:59.000]  所以同樣道理,當我們能夠從屬靈的角度,或者從安靜當中,我們就能夠看到神的角度,看到聖靈引領我們看到的角度,就是說,不用怕,為什麼?
[00:06:59.000 --> 00:07:14.000]  其實你現在見不到耶穌基督的屍體,反而是好事來的,為什麼?因為它裏面說到了,因為祂已經好像祂所預言的,好像在舊約裏面聖經所有先知所預言一樣,祂死而復活,所以不在這裏。
[00:07:14.000 --> 00:07:23.000]  這就是Good News,就是好消息。所以其實這件事是好事來的,只要我們從神的角度去看,耶穌已經復活了,哈利路亞,戰勝死亡。
[00:07:23.000 --> 00:07:33.000]  所以,領子妹,我們都要學習,或者我們要操練我們的靈性,當我們能夠更加多的從神的角度去看我們面對的任何事情,
[00:07:33.000 --> 00:07:43.000]  特別是一些艱難的事情,一些困境,一些逆境,在這個疫情當中,很多困難的事情,我們是意想得到的,或者意想不到的,
[00:07:43.000 --> 00:07:57.000]  但是如果能夠從神的角度,我們都能夠認定這些困境,第一,是短暫的,是終會在神的時間裏面會過去的,以及這些困境是神容許來討練我們的性格。
[00:07:57.000 --> 00:08:10.000]  正如在星期五晚上的受苦節崇拜我所講到的,就是這些苦難令到我們會新忍耐,然後新老練,讓我們的屬靈品格,是好像聖經所講的,能夠結出果子。
[00:08:10.000 --> 00:08:24.000]  因為果子,弟兄姐妹,其實是需要時間,以及需要養分,而苦難就是這些養分當中,其中一樣很重要的,很厲害的,很厲害的養分。
[00:08:24.000 --> 00:08:44.000]  當然這些養分有一點點辣的,令到我們領受的時候是不容易的,有些辛苦的,有些困難的,但是所謂疾風勁草,如果草沒有經過風的吹動的話,它永遠是溫室裏面的小草小花。
[00:08:44.000 --> 00:09:02.000]  但是如果經過一些狂風驟雨的吹動而能夠仍然抓緊泥土的話,它的根就能夠穩固。所以同樣,弟兄姐妹,神要我們歷練很多不同的人生的狀況,但是祂允許會讓我們同在,讓我們有出路的。
[00:09:02.000 --> 00:09:27.000]  第二點我們看看,復活戰勝了不信。來人最大的問題是什麼呢?或者信徒,信徒最大的問題是什麼呢?就是這兩個字,不信。這個不信不是說你不懂得讀聖經,你不懂得唱詩歌,你不懂得背金句,不是這些,我們都懂,但是我們背歸背,唱歸唱,但是其實我們不是這樣來相信。
[00:09:27.000 --> 00:09:53.000]  很多時候我一起敬拜,唱詩歌,特別是一些很厲害的詩歌,特別是有衛生,有擺相,需要放下自我,被塗造,塑造,整頓,改造的那些詩歌,我經常在想,弟兄姐妹唱得很興奮,很雀躍,那是好事來的,我經常在想,究竟你知道自己在唱什麼嗎?
[00:09:53.000 --> 00:10:22.000]  如果你知道的話,其實你唱的時候會不會略嫌過於開心呢?意思就是說,當你唱的時候,如果你明白歌詞,又真的好像歌詞那樣來做一個禱告,求神,來塑造你,改造你,對付你,以致你能夠成為更加好的人,更加好的信徒的話,我相信那個態度當然不至於愁眉苦臉,但是不一定一開始的時候是非常興奮,喜樂和雀躍,
[00:10:22.000 --> 00:10:51.000]  可能很謹慎的,可能很小心的,可能有些不解的,但是仍然懷著信心,牽著神的手,向前行,就是謹慎之餘,樂觀地謹慎,我們現在很流行說這句話,樂觀地謹慎,但是當然你是依靠神的恩手,神的恩典,而勝過一個又一個的困難挑戰,苦難的時候,你就能夠成為更加成熟,更加有同神,有一個同行經驗的信徒,
[00:10:51.000 --> 00:11:20.000]  當下一次再面對這些事情的時候,你這個人就淡定很多了,我們看看第11節怎麼說,第11節就形容當時那些門徒的反應,就是他們聽見耶穌復活了,被瑪利亞看見了,但是怎樣,他們信不信,卻是不信,不要忘記,這些不信的人是門徒,是曾經和耶穌基督,是同飲同食同住同喝,
[00:11:20.000 --> 00:11:48.000]  見過祂行神蹟,見過祂宣講天國真理,和祂一起經歷很多事情的門徒,竟然都很軟弱,卻是不信,第12第13節同樣的,這些事以後,門徒中間有兩個人往鄉下去了,走路的時候,耶穌出現了,耶穌變了形象,向他們顯現了,但是他們怎樣,就去告訴其餘的門徒,但其餘的門徒怎樣,其餘的門徒都是不信,
[00:11:48.000 --> 00:12:17.000]  所以當我們看到這些門徒軟弱的時候,包括之前,我們常常都很奇怪,為什麼耶穌被捕的時候,門徒四散,甚至彼得去到大祭司的後院,會三次不認主,可能你的信仰比較初淺,或者你是一個很自負自滿的基督徒,你就會說,彼得這麼差勁,門徒這麼差勁,如果是我呢,就不會了,
[00:12:17.000 --> 00:12:43.000]  不過第一次會停一停,想一想,你和我會不會真的不會跌倒,不會軟弱,不會不信呢,我相信我們是跟門徒一樣,甚至乎比他們更加軟弱,可能面對一點點的困難,可能趕不到班車,或者是工作上有一點點升不到職,又或者是生活上有一點點困難,可能我們都會容易埋怨,都未定,
[00:12:43.000 --> 00:12:58.000]  又或者我們自己祈禱,我們所想要的事情,按照我們時間表,不是按照我們時間表,神沒有給我們的話,可能我們都會有很多怨言,可能就懶惰了,可能就不靈修了,可能上教會都很不積極了,
[00:12:58.000 --> 00:13:27.000]  視乎交行課就算了,我們裡面有很多不信的,希伯來書十二章一節這樣說的,希伯來書十二章一節預備起,我們既有者許多的見證人,如同雲彩圍著我們,就當放下各樣的重擔,脫去容易纏累我們的罪,全心忍耐,不拿擺在我們前途的路程。
[00:13:27.000 --> 00:13:53.000]  有些信徒可能說,牧師,我都是一個很初淺的信徒,很多事我沒有經歷過,所以我就會略,我就會害怕,很正常而已,沒錯的,我們都會體諒的,有同理心的,不過聖經,很多地方,特別是像這裡的經文,希伯來書十二章一節提到我們說,雖然我們本人,我們自己沒有走過所有的苦路,面對過所有的困難,
[00:13:53.000 --> 00:14:20.000]  但是有其他的信徒走過,然後告訴我們,喂,其實當你面對前面有個危險,你要小心,但是當你面對可能無可避免的時候,你可以,step one就是這樣的,我也試過了,開始的時候是很疑惑的,不過不用怕,千萬不要放棄,然後安靜地祈禱,等候神的時間,然後神就會安慰我們,可能猜拍一個叭啦叭來安慰你,
[00:14:20.000 --> 00:14:49.000]  或者在崇拜當中,一首詩歌,一句經文,講道當中,一個重點,或者小組裡面,一句關懷問候的說話等等,所以其實如果你有些比你先行的前輩,或者甚至跟你是同年紀的,或者神父年紀小,你都未頂,但是他經歷過,你現在經歷的東西,他告訴你,他曾經走過的那段路是怎樣,正如你未去過我家,對不起,我經常說我家,現在有些人經常走,
[00:14:49.000 --> 00:14:52.160]  現在有些人經常走進來余景灣旅行
[00:14:52.160 --> 00:14:53.920]  弄得我們經常搭巴士很多人
[00:14:53.920 --> 00:14:55.280]  我舉個例子
[00:14:55.280 --> 00:14:57.120]  你沒來過,我介紹你來
[00:14:57.120 --> 00:14:58.120]  不一定要搭船的
[00:14:58.120 --> 00:14:59.160]  有些人經常問我
[00:14:59.160 --> 00:15:01.360]  牧師,你是不是經常要趕船回家?
[00:15:01.360 --> 00:15:02.720]  我說不用趕船的
[00:15:02.720 --> 00:15:04.960]  你去搭地鐵,去到恩惠站
[00:15:04.960 --> 00:15:07.000]  知不知道?就是東涌之前一個站
[00:15:07.000 --> 00:15:10.560]  然後下車轉那種特別去余景灣的巴士
[00:15:10.560 --> 00:15:12.880]  如果你是區外客就12元
[00:15:12.880 --> 00:15:15.120]  如果我們這些市民、居民
[00:15:15.120 --> 00:15:17.120]  有那個特別證就10元
[00:15:17.400 --> 00:15:19.040]  然後你過了這個隧道之後
[00:15:19.040 --> 00:15:20.840]  第三個站下車,我就在那裡等你
[00:15:20.840 --> 00:15:21.960]  譬如這樣說
[00:15:21.960 --> 00:15:23.520]  你不就放心了嗎?
[00:15:23.520 --> 00:15:26.000]  你不需要擔心,你不是去過
[00:15:26.000 --> 00:15:28.400]  但是有一個識途老馬告訴你
[00:15:28.400 --> 00:15:30.280]  所以其實另一個原因
[00:15:30.280 --> 00:15:33.400]  聖經說我們不可以做孤單基督徒
[00:15:33.400 --> 00:15:35.560]  需要跟其他基督徒在一個群體
[00:15:35.560 --> 00:15:36.800]  一個教會裡面
[00:15:36.800 --> 00:15:38.720]  一起聚集、一起生活
[00:15:38.720 --> 00:15:39.840]  互相的勉勵
[00:15:39.840 --> 00:15:41.520]  其實其中一個原因我相信就是
[00:15:41.520 --> 00:15:45.160]  我們能夠從其他的信徒的生活
[00:15:45.560 --> 00:15:47.560]  屬靈的歷練當中得著
[00:15:47.560 --> 00:15:50.320]  鼓勵、勉勵和經驗的傳承
[00:15:50.320 --> 00:15:51.640]  所以這裡說得很好
