
[00:00:00.000 --> 00:00:03.760]  對很多香港人而言
[00:00:03.760 --> 00:00:07.380]  我是不是很寂寞
[00:00:07.380 --> 00:00:11.440]  由2019年至2020年
[00:00:11.440 --> 00:00:17.340]  這一年裏不單單是經歷了很大的困難
[00:00:17.340 --> 00:00:21.520]  而且是一個翻天覆地的改變
[00:00:21.520 --> 00:00:25.120]  曾經有不止一個基督徒的朋友跟我這麼說
[00:00:25.120 --> 00:00:29.280]  他說在想都沒想過的情況之下
[00:00:29.280 --> 00:00:32.940]  在一切仍然還是很美好的時候
[00:00:32.940 --> 00:00:36.000]  在極短的時間當中
[00:00:36.000 --> 00:00:40.500]  香港經歷了一個前所未有的改變
[00:00:40.500 --> 00:00:41.680]  過去的香港
[00:00:41.680 --> 00:00:43.920]  他們所熟悉的香港
[00:00:43.920 --> 00:00:46.560]  都好像很快地逝去
[00:00:46.560 --> 00:00:48.800]  不能夠逆轉
[00:00:48.800 --> 00:00:50.840]  他們最不開心的是
[00:00:50.840 --> 00:00:52.240]  他們感覺到
[00:00:52.240 --> 00:00:54.140]  雖然他們願意努力
[00:00:54.140 --> 00:01:00.560]  但他們不能夠停止或者逆轉這個改變
[00:01:00.560 --> 00:01:03.640]  他們現在覺得前路茫茫
[00:01:03.640 --> 00:01:04.960]  對他們來說
[00:01:04.960 --> 00:01:08.520]  香港正面對一個無論在民生裏面
[00:01:08.520 --> 00:01:10.480]  無論在經濟環境
[00:01:10.480 --> 00:01:14.000]  或者在一個國際的視野裏面的時候
[00:01:14.000 --> 00:01:16.560]  都在走很快的下坡
[00:01:16.560 --> 00:01:20.120]  他們勾畫不到一個光明的前景
[00:01:20.120 --> 00:01:22.560]  也不知道出路在哪裏
[00:01:22.560 --> 00:01:24.280]  很多人不禁去問
[00:01:24.280 --> 00:01:26.540]  神究竟在哪裏
[00:01:26.540 --> 00:01:29.100]  究竟在我們的困局裏面
[00:01:29.100 --> 00:01:32.000]  神會不會幫助我們
[00:01:32.000 --> 00:01:35.900]  我們又應該怎樣去做呢
[00:01:35.900 --> 00:01:38.460]  但是日光之下並無新事
[00:01:38.460 --> 00:01:40.360]  其實在2600年前
[00:01:40.360 --> 00:01:42.760]  在哈巴菊先知的時代
[00:01:42.760 --> 00:01:46.240]  已經經歷過類似的困局
[00:01:46.240 --> 00:01:50.920]  所以今天我們想跟你一起探討哈巴菊書第三章
[00:01:50.920 --> 00:01:53.160]  第十六章第十九節
[00:01:53.160 --> 00:01:55.200]  看看哈巴菊先知
[00:01:55.200 --> 00:01:57.320]  在人生的困局裏面的時候
[00:01:57.320 --> 00:01:59.000]  他怎樣面對
[00:01:59.000 --> 00:02:01.760]  和重新得力
[00:02:01.760 --> 00:02:13.520]  我們現在讀一下哈巴菊書第三章第十六章第十九節
[00:02:13.520 --> 00:02:15.200]  聖經這樣說
[00:02:15.200 --> 00:02:17.000]  我聽見耶和華的聲音
[00:02:17.000 --> 00:02:18.760]  身體善敬
[00:02:18.760 --> 00:02:20.600]  嘴脣發賤
[00:02:20.600 --> 00:02:22.200]  骨中扭爛
[00:02:22.200 --> 00:02:24.680]  我在所立之處戰驚
[00:02:24.680 --> 00:02:28.640]  我只可以安靜等候災難之日臨到
[00:02:28.640 --> 00:02:30.880]  犯警之民上來
[00:02:30.880 --> 00:02:34.280]  雖然無花果樹不發黃
[00:02:34.280 --> 00:02:36.680]  葡萄樹不結果
[00:02:36.680 --> 00:02:39.360]  橄欖樹也不效力
[00:02:39.360 --> 00:02:41.880]  前地不出糧食
[00:02:41.880 --> 00:02:43.920]  圈中絕了羊
[00:02:43.920 --> 00:02:48.360]  棚裏面也沒有牛
[00:02:48.360 --> 00:02:51.160]  然而我要因爲耶和華歡音
[00:02:51.160 --> 00:02:53.440]  因爲救我的神喜樂
[00:02:53.440 --> 00:02:55.920]  主耶和華是我的力量
[00:02:55.920 --> 00:02:58.960]  祂使我的腳快如舞鹿的蹄
[00:02:58.960 --> 00:03:02.520]  又使我穩行在高處上
[00:03:02.520 --> 00:03:04.760]  這歌交予領長
[00:03:04.760 --> 00:03:09.320]  要用思源的樂器
[00:03:09.320 --> 00:03:12.720]  在哈巴菊先知寫書的時候
[00:03:12.720 --> 00:03:18.960]  是猶大王約西亞戰敗離世的時候
[00:03:18.960 --> 00:03:22.720]  他是猶大國最後一個好的王
[00:03:22.720 --> 00:03:24.760]  是一個敬畏神
[00:03:24.760 --> 00:03:29.920]  將他的百姓引導他們回到神面前的一個好的君王
[00:03:29.920 --> 00:03:31.680]  繼位的猶大王
[00:03:31.680 --> 00:03:34.720]  行瑤話眼中看爲惡的事
[00:03:34.720 --> 00:03:39.400]  國內充滿了不公義和不公平
[00:03:39.400 --> 00:03:42.800]  國力急速衰落
[00:03:42.800 --> 00:03:46.320]  更甚的是在周邊的環境
[00:03:46.320 --> 00:03:48.360]  一些很強大的外邦
[00:03:48.360 --> 00:03:51.200]  其實對猶大國虎視眈眈
[00:03:51.200 --> 00:03:53.960]  他積極整軍經武
[00:03:53.960 --> 00:03:56.360]  嘗試擴闊自己的疆界
[00:03:56.360 --> 00:03:58.440]  去併吞猶大
[00:03:58.440 --> 00:04:02.160]  猶大當時處於水深火熱
[00:04:02.160 --> 00:04:06.640]  也是內外交逼的情況下
[00:04:06.640 --> 00:04:09.400]  善治在這種情況下
[00:04:09.400 --> 00:04:12.360]  見到他所熟悉的家園
[00:04:12.360 --> 00:04:13.920]  所熱愛的家園
[00:04:13.920 --> 00:04:16.000]  很快地改變
[00:04:16.000 --> 00:04:19.280]  很急速的流勢不可以逆轉
[00:04:19.280 --> 00:04:22.080]  他爲此感到難過
[00:04:22.080 --> 00:04:27.400]  所以他在聖經裏面開始向神提問很多問題
[00:04:27.400 --> 00:04:30.440]  例如第一章裏面善治連接問道
[00:04:30.440 --> 00:04:32.920]  爲什麼會有罪惡
[00:04:32.920 --> 00:04:36.480]  爲什麼總是有不公義的事
[00:04:36.480 --> 00:04:39.040]  善治好像變成一個問題兒童
[00:04:39.040 --> 00:04:41.320]  將他所見到種種的現象
[00:04:41.320 --> 00:04:46.000]  很老實很誠實地帶到神面前去求問
[00:04:46.000 --> 00:04:47.680]  在這樣的情況下
[00:04:47.680 --> 00:04:51.480]  神就很清楚地去啓示善治
[00:04:51.480 --> 00:04:54.240]  有關猶大國的命運
[00:04:54.240 --> 00:04:56.840]  他的命運只會越來越差
[00:04:56.840 --> 00:04:59.840]  不會變得更加好
[00:04:59.840 --> 00:05:04.200]  外邦迦勒底人會上來侵略猶大
[00:05:04.200 --> 00:05:07.440]  而帶給猶大國一些很重要
[00:05:07.440 --> 00:05:11.400]  和想都想不到的災害
[00:05:11.400 --> 00:05:14.280]  這是神對猶大國的懲罰
[00:05:14.280 --> 00:05:16.400]  是因爲他們離棄了神
[00:05:16.400 --> 00:05:19.120]  也不可以再逆轉
[00:05:19.120 --> 00:05:23.320]  善治在接收到如此令人震驚的消息之下
[00:05:23.320 --> 00:05:26.760]  他就寫出了《哈巴谷書》第三章
[00:05:26.760 --> 00:05:29.840]  第十六至第十九節
[00:05:29.840 --> 00:05:32.400]  所以現在我們逐節看下去
[00:05:32.400 --> 00:05:35.560]  去看看先知了解了神的啓示之後
[00:05:35.560 --> 00:05:43.720]  如何去面對他自己的困局
[00:05:43.720 --> 00:05:48.760]  在《聖經》這樣說
[00:05:48.760 --> 00:05:51.120]  我們看看第十六節
[00:05:51.120 --> 00:05:54.120]  我聽見耶和華的聲音
[00:05:54.120 --> 00:05:56.480]  身體震驚
[00:05:56.480 --> 00:05:58.640]  嘴脣發赤
[00:05:58.640 --> 00:06:00.720]  骨中扭爛
[00:06:00.720 --> 00:06:03.160]  我在所立諸處戰經
[00:06:03.160 --> 00:06:07.520]  我只可安靜等候災難之臨到
[00:06:07.520 --> 00:06:11.240]  犯警之民上來
[00:06:11.240 --> 00:06:15.960]  話本的聖經是由希伯來原文的聖經譯出來
[00:06:15.960 --> 00:06:19.160]  但是另一個極有權威
[00:06:19.160 --> 00:06:22.960]  和希伯來聖經有同等權威的譯本
[00:06:22.960 --> 00:06:25.920]  是希列文七十事譯本
[00:06:25.920 --> 00:06:29.640]  也是耶穌基督當代用的聖經
[00:06:29.640 --> 00:06:34.240]  他的原文直譯就更加表白了當時的環境
[00:06:34.240 --> 00:06:39.520]  我們看看七十事譯本的譯法
[00:06:39.520 --> 00:06:42.120]  當中有少少不同
[00:06:42.120 --> 00:06:43.320]  他說
[00:06:43.320 --> 00:06:44.960]  我守望
[00:06:44.960 --> 00:06:46.680]  我的土福
[00:06:46.680 --> 00:06:48.080]  被我
[00:06:48.080 --> 00:06:51.440]  被由我嘴脣所發出討告的聲音
[00:06:51.440 --> 00:06:54.240]  嚇得呆了
[00:06:54.240 --> 00:06:57.040]  不能控制的戰鬥
