
[00:00:00.000 --> 00:00:03.800]  弟兄姊妹,今天我們講到《羅馬書》第十二章
[00:00:03.800 --> 00:00:09.800]  今天就是我們講《羅馬書》第十二章的第一和第二節
[00:00:09.800 --> 00:00:14.000]  可能之前大家都聽過或者都記得的話
[00:00:14.000 --> 00:00:18.160]  你都知道《羅馬書》基本上分為兩個大的部份
[00:00:18.160 --> 00:00:19.400]  《羅馬書》有十六章
[00:00:19.400 --> 00:00:22.000]  第一至第十一章
[00:00:22.000 --> 00:00:25.160]  基本上講到神的救恩計劃
[00:00:25.160 --> 00:00:29.000]  其實就是如果利用一個專有名詞來說
[00:00:29.000 --> 00:00:31.000]  比較教義性多一些
[00:00:31.000 --> 00:00:36.100]  就是講到神對人的救贖計劃
[00:00:36.100 --> 00:00:39.400]  如何在歷史當中展現出來呢?
[00:00:39.400 --> 00:00:41.400]  在第一至第十一章
[00:00:41.400 --> 00:00:45.200]  而去到第十二章開始至到結尾
[00:00:45.200 --> 00:00:55.200]  基本上就好像華語的口吻轉了一點
[00:00:55.200 --> 00:00:57.700]  或者那個探索的題目也轉了一點
[00:00:57.700 --> 00:01:01.200]  再不是探討那些比較教義的討論
[00:01:01.200 --> 00:01:09.200]  講到基督徒聽完那些這麼偉大的神的救贖計劃的時候
[00:01:09.200 --> 00:01:11.700]  其實我們要怎樣回應呢?
[00:01:11.700 --> 00:01:16.700]  而我們的回應的時候就是有些甚麼行動呢?
[00:01:16.700 --> 00:01:17.700]  基本上就是這樣
[00:01:17.700 --> 00:01:19.700]  其實本來很多的書信都是這樣的
[00:01:19.700 --> 00:01:20.700]  分為兩個大部份
[00:01:20.700 --> 00:01:24.700]  當它講完神的偉大的救贖計劃的時候
[00:01:24.700 --> 00:01:29.700]  它是希望我們不是單是停留在頭腦的思想
[00:01:29.700 --> 00:01:31.700]  它是希望我們有所回應
[00:01:31.700 --> 00:01:33.200]  所以一開始的時候
[00:01:33.200 --> 00:01:36.200]  在第十二章的時候那個轉折就是說
[00:01:36.200 --> 00:01:39.200]  「所以弟兄們,我以神的慈悲勸你們
[00:01:39.200 --> 00:01:41.700]  將身體獻上當作活祭
[00:01:41.700 --> 00:01:43.700]  是聖潔的、是神所喜悅的
[00:01:43.700 --> 00:01:46.700]  你們如此侍奉乃是理所當然的」
[00:01:46.700 --> 00:01:48.700]  一開始的時候它第一句的說話
[00:01:48.700 --> 00:01:50.700]  它就說「所以弟兄們」
[00:01:50.700 --> 00:01:53.200]  所以這個「所以」其實是甚麼「所以」呢?
[00:01:53.200 --> 00:01:57.700]  如果你小時候是學中文作文的時候
[00:01:57.700 --> 00:01:59.200]  或者作句的時候
[00:01:59.200 --> 00:02:02.700]  通常都說「因為…所以…」
[00:02:02.700 --> 00:02:05.200]  通常都是有一個原因
[00:02:05.200 --> 00:02:07.200]  然後才會有「所以」的嘛
[00:02:07.200 --> 00:02:09.200]  那這裡究竟保羅所說
[00:02:09.200 --> 00:02:13.200]  它說要將身體獻上當作活祭的時候
[00:02:13.200 --> 00:02:16.200]  但是一開始之前它就說「所以」
[00:02:16.200 --> 00:02:19.200]  究竟這個是一個甚麼「所以」呢?
[00:02:19.200 --> 00:02:21.700]  如果你推前一點點來看
[00:02:21.700 --> 00:02:23.700]  看得近一些
[00:02:23.700 --> 00:02:26.700]  前面在第十一章的結尾的時候
[00:02:26.700 --> 00:02:28.200]  你記得上一次就說到
[00:02:28.200 --> 00:02:31.700]  保羅他講完神的偉大的救贖計劃的時候
[00:02:31.700 --> 00:02:33.200]  他有一個讚嘆
[00:02:33.200 --> 00:02:35.700]  他說「心中是神豐富的智慧和知識
[00:02:35.700 --> 00:02:37.700]  祂的判斷何其難測
[00:02:37.700 --> 00:02:39.700]  祂的宗旨何其難尋
[00:02:39.700 --> 00:02:42.700]  誰知道主的心 誰作過祂的謀事
[00:02:42.700 --> 00:02:44.700]  誰是先給了祂 使祂後來上還
[00:02:44.700 --> 00:02:47.700]  因為萬有的是本於祂 依靠祂而歸於祂
[00:02:47.700 --> 00:02:49.700]  願榮耀歸給祂」
[00:02:49.700 --> 00:02:50.200]  是不是?
[00:02:50.200 --> 00:02:52.200]  這個就是近一些的「所以」
[00:02:52.200 --> 00:02:58.200]  就說到看完神的這麼偉大的救贖計劃的時候
[00:02:58.200 --> 00:03:00.200]  保羅就讚嘆
[00:03:00.200 --> 00:03:04.700]  他由心而出 由言而發的讚嘆
[00:03:04.700 --> 00:03:08.200]  這個救贖的計劃實在太偉大了
[00:03:08.200 --> 00:03:10.200]  但是這個這麼偉大的救贖計劃
[00:03:10.200 --> 00:03:13.200]  除了讚嘆神之外
[00:03:13.200 --> 00:03:16.200]  我們是要有所回應的
[00:03:16.200 --> 00:03:20.200]  作為這個救贖計劃的直接承受者
[00:03:20.200 --> 00:03:22.200]  就是基督徒 就是我們的時候
[00:03:22.200 --> 00:03:24.200]  我們是要有所回應的
[00:03:24.200 --> 00:03:25.200]  所以就是「所以」
[00:03:25.200 --> 00:03:28.200]  後面所講的那些就是怎樣要回應
[00:03:28.200 --> 00:03:30.200]  如果你講大一點
[00:03:30.200 --> 00:03:31.200]  不只是那個讚嘆的時候
[00:03:31.200 --> 00:03:32.700]  講大一點其實就是
[00:03:32.700 --> 00:03:35.200]  頭十一章整個救贖計劃
[00:03:35.200 --> 00:03:38.700]  其實都是我們今天要回應
[00:03:38.700 --> 00:03:42.700]  「所以」後面這一段的原因
[00:03:42.700 --> 00:03:47.700]  所以這一段你可以擴大一點來說
[00:03:47.700 --> 00:03:50.200]  就是頭十一章就是那個「因為」
[00:03:50.200 --> 00:03:52.700]  接著十二章到第十六章就是那個
[00:03:52.700 --> 00:03:56.200]  回應就是那個「所以」之後那些的內容
[00:03:56.200 --> 00:04:00.700]  我們每一個人知道神那個偉大救贖計劃
[00:04:00.700 --> 00:04:05.700]  這個不只是一個頭腦上的認知來的
[00:04:05.700 --> 00:04:08.200]  這個是我們直接承受的一部份的時候
[00:04:08.200 --> 00:04:10.200]  我們直接有份參與的一部份
[00:04:10.200 --> 00:04:14.700]  我們是有所回應的
[00:04:14.700 --> 00:04:16.700]  在聖經裏面講過一個故事
[00:04:16.700 --> 00:04:20.200]  就是講到雅各
[00:04:20.200 --> 00:04:23.200]  他就一直其實他失去了若瑟之後
[00:04:23.200 --> 00:04:24.700]  就很傷心
[00:04:24.700 --> 00:04:29.200]  其實他的心就好像已經哀莫大於心死
[00:04:29.200 --> 00:04:31.200]  很多事情都已經沒有
[00:04:31.200 --> 00:04:36.200]  他變得很冷漠、很冷淡
[00:04:36.200 --> 00:04:39.700]  後來你記得《藥創世紀》那個故事的時候
[00:04:39.700 --> 00:04:42.700]  就是那些兄弟後來就遇到若瑟
[00:04:42.700 --> 00:04:44.700]  然後走去跟雅各講
[00:04:44.700 --> 00:04:45.700]  回去跟雅各講
[00:04:45.700 --> 00:04:48.700]  「若瑟沒有死,若瑟在埃及」
[00:04:48.700 --> 00:04:51.700]  聖經裏面講到雅各初初聽到的時候
[00:04:51.700 --> 00:04:54.700]  那個回應他不以為然
[00:04:54.700 --> 00:04:56.200]  他沒有任何的反應
[00:04:56.200 --> 00:05:00.200]  為什麼?他的沒有反應
[00:05:00.200 --> 00:05:03.700]  就是代表其實他不相信他們所講的那些東西
[00:05:03.700 --> 00:05:09.700]  他覺得那些兒子現在去了兩次之後
[00:05:09.700 --> 00:05:15.200]  都不知道在心裏面想些什麼、搞什麼鬼
[00:05:15.200 --> 00:05:20.700]  那個時候他再講說若瑟都走了這麼多年了
[00:05:20.700 --> 00:05:22.700]  差不多十幾年了
[00:05:22.700 --> 00:05:27.200]  那時候還講這些東西的時候
[00:05:27.200 --> 00:05:29.700]  就開始不相信了
[00:05:29.700 --> 00:05:33.200]  其實基本上在雅各來說其實他不相信
[00:05:33.200 --> 00:05:38.200]  所以聖經就講到他沒有反應
[00:05:38.200 --> 00:05:42.700]  當然後來他見到那些瑟派來的禮物
[00:05:42.700 --> 00:05:43.700]  逐樣逐樣的東西
[00:05:43.700 --> 00:05:47.200]  那些僕人、牛羊那些各樣來的時候
[00:05:47.200 --> 00:05:49.200]  他見到似乎可能是真的
[00:05:49.200 --> 00:05:50.700]  於是他就相信了
[00:05:50.700 --> 00:05:54.200]  於是就跟他們起身去埃及諸如此類
[00:05:54.200 --> 00:05:56.200]  我想講一點就是說
[00:05:56.200 --> 00:06:01.200]  其實很多時候我們聽到一些
[00:06:01.200 --> 00:06:07.200]  可以這樣講令人讚嘆、令人驚喜神自己的作為
[00:06:07.200 --> 00:06:09.700]  我們之所以沒有反應
[00:06:09.700 --> 00:06:12.700]  其實會不會是在我們的心底裏面
[00:06:12.700 --> 00:06:18.700]  其實我們覺得那些東西都不太關我事
[00:06:18.700 --> 00:06:23.200]  第一 可能第一步有些人就可能懷疑究竟是不是真的
[00:06:23.200 --> 00:06:26.700]  當然我們做了基督徒我們可能未必這麼懷疑的
[00:06:26.700 --> 00:06:28.200]  我們都覺得是真的
[00:06:28.200 --> 00:06:32.700]  但是第二步就是我們可能覺得都不太關我事
[00:06:32.700 --> 00:06:35.200]  所以我的心無動於衷
[00:06:35.200 --> 00:06:41.700]  舉例來說有個人說中了一個抽獎
[00:06:41.700 --> 00:06:43.200]  中了一個大獎
[00:06:43.200 --> 00:06:48.700]  說整間屋送給你的 你聽到
[00:06:48.700 --> 00:06:50.700]  可能你都收過這樣的信
[00:06:50.700 --> 00:06:52.200]  有些人士都收過這樣的信
[00:06:52.200 --> 00:06:56.200]  有什麼遺箱有幾百萬的遺產
[00:06:56.200 --> 00:06:58.200]  接著你收到這樣的信
[00:06:58.200 --> 00:07:00.700]  接著就說現在想捐贈給你
[00:07:00.700 --> 00:07:05.700]  如果你是想要領受這些遺產
[00:07:05.700 --> 00:07:07.700]  你就要做什麼回應
[00:07:07.700 --> 00:07:09.700]  可能你都收過這樣的騙局
[00:07:09.700 --> 00:07:11.700]  這些騙人的信
[00:07:11.700 --> 00:07:14.200]  你通常不會有很驚喜的
[00:07:14.200 --> 00:07:16.700]  如果你看到讀完那封信
[00:07:16.700 --> 00:07:19.200]  有個什麼遺箱在不知道什麼國家
[00:07:19.200 --> 00:07:22.200]  非洲什麼國家有幾百萬遺產
[00:07:22.200 --> 00:07:26.200]  現在說可以去給你了 捐贈給你了
[00:07:26.200 --> 00:07:29.700]  正常來說如果你知道那些是真的
[00:07:29.700 --> 00:07:32.700]  你當然會很開心 開心到立刻流眼淚
[00:07:32.700 --> 00:07:35.700]  都可能都不止 是不是
[00:07:35.700 --> 00:07:39.200]  但是你不會的 你看完之後
[00:07:39.200 --> 00:07:42.200]  你將那封信可能放在一邊
[00:07:42.200 --> 00:07:44.200]  甚至立刻扔掉
[00:07:44.200 --> 00:07:47.200]  你不會開心 你不會有任何的感動
[00:07:47.200 --> 00:07:50.200]  你不會覺得要做什麼回應的
[00:07:50.200 --> 00:07:53.200]  根本那些是假的 你不相信
[00:07:53.200 --> 00:07:56.200]  你知道不會是真的 是不是
[00:07:56.200 --> 00:07:59.200]  但是你就問一點
[00:07:59.200 --> 00:08:02.200]  如果說完神那麼偉大的救贖計劃
[00:08:02.200 --> 00:08:04.200]  人本來犯罪墮落
[00:08:04.200 --> 00:08:08.700]  現在可以住在基督裡脫離罪惡的權勢
[00:08:08.700 --> 00:08:11.700]  承受著將來永恆的盼望
[00:08:11.700 --> 00:08:16.700]  領受著將來身體得贖 新天新地的時候
[00:08:16.700 --> 00:08:22.700]  與神一起作王的時候
[00:08:22.700 --> 00:08:27.700]  現在今時即是今生面對著無論什麼挑戰
[00:08:27.700 --> 00:08:30.700]  神的愛都不會和我們遠離
[00:08:30.700 --> 00:08:33.700]  那麼這些那麼好的信息
[00:08:33.700 --> 00:08:37.700]  那麼美好的盼望
[00:08:37.700 --> 00:08:42.700]  為什麼我們聽起來會無動於衷的呢?
[00:08:42.700 --> 00:08:45.700]  會不會歸根結底
[00:08:45.700 --> 00:08:48.700]  我們都不敢說自己不信的
[00:08:48.700 --> 00:08:54.700]  但是最低限度我們覺得這些都不關自己的事
[00:08:54.700 --> 00:08:56.700]  如果是這樣的時候
[00:08:56.700 --> 00:08:58.700]  等下我們真的要反省一下
[00:08:58.700 --> 00:09:01.700]  我們的信仰的基礎究竟在哪裡
[00:09:01.700 --> 00:09:05.700]  為什麼聖經說的話我們會不覺得關自己的事
[00:09:05.700 --> 00:09:11.700]  甚至濫抹到的地步和不信是沒有分別的呢?
[00:09:11.700 --> 00:09:14.700]  希伯來書的作者說
[00:09:14.700 --> 00:09:16.700]  我們要小心
[00:09:16.700 --> 00:09:19.700]  如果忽略那麼大的救恩
[00:09:19.700 --> 00:09:21.700]  將來怎麼能夠逃罪呢?
[00:09:21.700 --> 00:09:25.700]  怎麼能夠逃避神的責罰定罪呢?
[00:09:25.700 --> 00:09:27.700]  我們若忽略這麼大的救恩
[00:09:27.700 --> 00:09:29.700]  怎麼能逃罪呢?
[00:09:29.700 --> 00:09:33.700]  希伯來書第二章說
[00:09:33.700 --> 00:09:35.700]  求神幫助我們
[00:09:35.700 --> 00:09:39.700]  原來整個偉大的救贖計劃
[00:09:39.700 --> 00:09:42.700]  不是只是說給你旁邊的人聽的
[00:09:42.700 --> 00:09:46.700]  不是聽到的時候就只是說給坐在你旁邊的人聽的
[00:09:46.700 --> 00:09:48.700]  是說給你聽、說給我聽
[00:09:48.700 --> 00:09:51.700]  是直接跟我們有關係的
[00:09:51.700 --> 00:09:54.700]  我們不要存著不信的惡心
[00:09:54.700 --> 00:09:56.700]  因為這樣是難阻神的工作
[00:09:56.700 --> 00:09:58.700]  所以接著保羅就說
[00:09:58.700 --> 00:10:03.700]  可以呀,如果你覺得是跟你有關的時候你必然會回應
[00:10:03.700 --> 00:10:07.700]  我們是需要回應的
[00:10:07.700 --> 00:10:09.700]  我們是需要回應的
[00:10:09.700 --> 00:10:11.700]  剛才說的那個比喻來說
[00:10:11.700 --> 00:10:13.700]  你中了頭獎
[00:10:13.700 --> 00:10:15.700]  哇,有整層樓
[00:10:15.700 --> 00:10:17.700]  是送給你了
[00:10:17.700 --> 00:10:21.700]  如果是當是真的時候
[00:10:21.700 --> 00:10:23.700]  那你要有回應的
[00:10:23.700 --> 00:10:27.700]  那層樓送給你,你要上律師樓肯簽紙才行
[00:10:27.700 --> 00:10:29.700]  如果不是你不肯回應
[00:10:29.700 --> 00:10:32.700]  那層樓的名字永遠都轉不下來
[00:10:32.700 --> 00:10:35.700]  那怎樣才算是送層樓給你呢?
[00:10:35.700 --> 00:10:38.700]  我們是要有所回應
[00:10:38.700 --> 00:10:40.700]  保羅說做基督徒
[00:10:40.700 --> 00:10:42.700]  我們領受了神這麼偉大的救恩
[00:10:42.700 --> 00:10:44.700]  我們是要有回應的
[00:10:44.700 --> 00:10:46.700]  所以我們就要有回應
[00:10:46.700 --> 00:10:48.700]  那個回應是什麼呢?
[00:10:48.700 --> 00:10:50.700]  回應就是要將自己的身體獻上
[00:10:50.700 --> 00:10:53.700]  所以大兄們,我以神的慈悲勸你們
[00:10:53.700 --> 00:10:55.700]  將身體獻上
[00:10:55.700 --> 00:11:00.700]  就是將自己像一個祭物那樣獻上給神
[00:11:00.700 --> 00:11:04.700]  將自己像一個祭物那樣獻上給神
[00:11:04.700 --> 00:11:06.700]  這個就是我們的回應
[00:11:06.700 --> 00:11:08.700]  在舊約的時代
[00:11:08.700 --> 00:11:10.700]  他們以色列人領受了神的恩惠的時候
[00:11:10.700 --> 00:11:14.700]  我們就會將他們的祭物帶到會幕面前
[00:11:14.700 --> 00:11:16.700]  帶到聖殿面前來獻祭
[00:11:16.700 --> 00:11:18.700]  將他們的祭物獻上給神
[00:11:18.700 --> 00:11:21.700]  那個就是他們對神的回應
[00:11:21.700 --> 00:11:23.700]  在新約的時代
[00:11:23.700 --> 00:11:28.700]  我們不需要獻這些祭物
[00:11:28.700 --> 00:11:36.700]  因為牛羊、公牛、母牛羊、八甲這些祭物
[00:11:36.700 --> 00:11:38.700]  在新約的時代不需要了
[00:11:38.700 --> 00:11:41.700]  因為耶穌基督已經一次將自己獻上
[00:11:41.700 --> 00:11:43.700]  神要的祭物只是耶穌基督一個
[00:11:43.700 --> 00:11:48.700]  但是我們怎樣回應神的救贖計劃呢?
[00:11:48.700 --> 00:11:50.700]  保羅在這裡勸我們
[00:11:50.700 --> 00:11:53.700]  原來我們可以將自己像祭物那樣獻上
[00:11:53.700 --> 00:11:58.700]  我們不需要像舊約那樣用動物的祭
[00:11:58.700 --> 00:12:03.700]  但是神要我們將自己獻上給神
[00:12:03.700 --> 00:12:06.700]  我們自己就成為一個祭物
[00:12:06.700 --> 00:12:12.700]  其實聖經說耶穌基督是首先成為那個祭物的
[00:12:12.700 --> 00:12:15.700]  耶穌基督做了那個挽回祭
[00:12:15.700 --> 00:12:18.700]  在羅馬書之前說
[00:12:18.700 --> 00:12:21.700]  神的憤怒耶穌基督做了那個挽回祭
[00:12:21.700 --> 00:12:24.700]  但是現在我們信神、屬神的人
[00:12:24.700 --> 00:12:26.700]  我們現在在基督裡的時候
[00:12:26.700 --> 00:12:30.700]  我們自己因為神的偉大救贖計劃
[00:12:30.700 --> 00:12:35.700]  我們自己也好像一個輕香的祭物來獻給神
[00:12:35.700 --> 00:12:37.700]  將身體獻上的意思就是說
[00:12:37.700 --> 00:12:41.700]  我們將自己願意奉獻給神
[00:12:41.700 --> 00:12:45.700]  我們將自己奉獻給神
[00:12:45.700 --> 00:12:49.700]  奉獻給神的祭
[00:12:49.700 --> 00:12:53.700]  第一它這裡所說的是活祭
[00:12:53.700 --> 00:12:54.700]  活祭是什麼意思呢?
[00:12:54.700 --> 00:12:59.700]  活祭就是說這個祭物本身是活的
[00:12:59.700 --> 00:13:01.700]  不是死的
[00:13:01.700 --> 00:13:04.700]  舊約的祭物就殺了它就死了
[00:13:04.700 --> 00:13:05.700]  這樣來獻的
[00:13:05.700 --> 00:13:07.700]  但是神不要死的祭物
[00:13:07.700 --> 00:13:09.700]  神要活的祭物
[00:13:09.700 --> 00:13:12.700]  簡單來說我們將自己奉獻給神
[00:13:12.700 --> 00:13:16.700]  這個是我們每天去
[00:13:16.700 --> 00:13:21.700]  好像不是將自己怎樣獻人祭那些
[00:13:21.700 --> 00:13:23.700]  而是我們每天的生活
[00:13:23.700 --> 00:13:29.700]  好像一個祭物那樣去呈現在神的面前
[00:13:29.700 --> 00:13:31.700]  我們活祭的意思
[00:13:31.700 --> 00:13:36.700]  我們走路、我們工作、我們的講話
[00:13:36.700 --> 00:13:40.700]  一切我們所做的每一切
[00:13:40.700 --> 00:13:42.700]  生活的每一個舉動
[00:13:42.700 --> 00:13:45.700]  都好像呈現在神面前
[00:13:45.700 --> 00:13:47.700]  好像一個祭物一樣
[00:13:47.700 --> 00:13:49.700]  這個就是活祭的意思
[00:13:49.700 --> 00:13:51.700]  神不需要說
[00:13:51.700 --> 00:13:55.700]  一定要有很多犧牲才算是祭物
[00:13:55.700 --> 00:13:58.700]  那些舊約的祭就是殺了它
[00:13:58.700 --> 00:14:00.700]  就是為之祭物
[00:14:00.700 --> 00:14:02.700]  但是今天神要的活祭
[00:14:02.700 --> 00:14:04.700]  就是將我們的生活
[00:14:04.700 --> 00:14:06.700]  每一方面
[00:14:06.700 --> 00:14:12.700]  我們好像當作為獻給神而這樣來活
[00:14:12.700 --> 00:14:14.700]  這個就是活祭
[00:14:14.700 --> 00:14:19.700]  有一個聖徒他講過一個比喻
[00:14:19.700 --> 00:14:22.700]  或者一個意思其實很有意思
[00:14:22.700 --> 00:14:28.700]  他說一個將自己當作活祭獻給神的人
[00:14:28.700 --> 00:14:32.700]  他會看生活的每一個時刻
[00:14:32.700 --> 00:14:42.700]  都去珍惜為將自己與神拉近關係的機會
[00:14:42.700 --> 00:14:43.700]  再講多一次
