
[00:00:00.000 --> 00:00:04.000]  傳能堂的弟兄姐妹你們好
[00:00:04.000 --> 00:00:07.000]  願主的平安常常與你們同在
[00:00:07.000 --> 00:00:09.000]  今天我們要
[00:00:09.000 --> 00:00:12.000]  剛剛我們讀了聖經在格林多後書
[00:00:12.000 --> 00:00:15.000]  所以今天我們要分享一個題目
[00:00:15.000 --> 00:00:18.000]  就是說不盡的恩賜
[00:00:18.000 --> 00:00:24.000]  我預備這個信息的時候
[00:00:24.000 --> 00:00:26.000]  我想到就是傳能堂
[00:00:26.000 --> 00:00:30.000]  就是給我心裏頭很大的一個感受
[00:00:30.000 --> 00:00:34.000]  就是每一個弟兄姐妹跟我們的牧師
[00:00:34.000 --> 00:00:36.000]  不但是家牧師
[00:00:36.000 --> 00:00:38.000]  羅牧師跟師母
[00:00:38.000 --> 00:00:42.000]  都是一個很能夠很看開的人
[00:00:42.000 --> 00:00:45.000]  他們常常的服侍別人
[00:00:45.000 --> 00:00:48.000]  跟你們也是對教會
[00:00:48.000 --> 00:00:53.000]  對我們神的工作很大的奉獻
[00:00:53.000 --> 00:00:57.000]  所以我想到這個經文裏頭
[00:00:57.000 --> 00:01:00.000]  雖然我們看格林多後書
[00:01:00.000 --> 00:01:06.000]  保羅就是對格林多的教會很大的提醒
[00:01:06.000 --> 00:01:11.000]  而且他用第八章跟第九章兩章的聖經
[00:01:11.000 --> 00:01:14.000]  很隆重的很重要的
[00:01:14.000 --> 00:01:23.000]  重點的就是教會要有一份奉獻的能力
[00:01:23.000 --> 00:01:25.000]  在傳恩堂裏頭
[00:01:25.000 --> 00:01:28.000]  我想今天我們用這個題目
[00:01:28.000 --> 00:01:30.000]  我們再看一看
[00:01:30.000 --> 00:01:32.000]  今天我們教會
[00:01:32.000 --> 00:01:35.000]  我們爲我們所做的感謝神
[00:01:35.000 --> 00:01:39.000]  因爲神供應賜福給我們
[00:01:39.000 --> 00:01:42.000]  同樣我們在這個四方面的裏頭
[00:01:42.000 --> 00:01:45.000]  我們也好好地在學習
[00:01:45.000 --> 00:01:47.000]  在我們服侍神
[00:01:47.000 --> 00:01:51.000]  我們走人生奉獻的道路里頭
[00:01:51.000 --> 00:01:54.000]  神怎樣技術地引導我們
[00:01:54.000 --> 00:01:55.000]  好不好
[00:01:55.000 --> 00:01:56.000]  我們一起打高
[00:01:56.000 --> 00:01:58.000]  親愛主耶穌
[00:01:58.000 --> 00:02:00.000]  讓我們打開聖經
[00:02:00.000 --> 00:02:03.000]  禰的話語就在我們的心裏頭
[00:02:03.000 --> 00:02:06.000]  用禰聖靈的大能感動我們的心
[00:02:06.000 --> 00:02:09.000]  雖然我的普通話不是太好
[00:02:09.000 --> 00:02:14.000]  但是神禰的靈比我們所能夠奉獻的更多
[00:02:14.000 --> 00:02:16.000]  就好像禰的作回
[00:02:16.000 --> 00:02:20.000]  總是讓我們的軟弱裏頭
[00:02:20.000 --> 00:02:23.000]  禰顯露禰的大能
[00:02:23.000 --> 00:02:24.000]  所以主
[00:02:24.000 --> 00:02:26.000]  今天的時間就是禰的
[00:02:26.000 --> 00:02:28.000]  求禰引導我們
[00:02:28.000 --> 00:02:29.000]  聽我們的禱告
[00:02:29.000 --> 00:02:31.000]  侍奉主耶穌的名求
[00:02:31.000 --> 00:02:33.000]  Amen
[00:02:33.000 --> 00:02:37.000]  剛纔我說在哥林多後書
[00:02:37.000 --> 00:02:39.000]  你們第八章
[00:02:39.000 --> 00:02:43.000]  一進就有一個形容
[00:02:43.000 --> 00:02:45.000]  第八章裏頭我們看見
[00:02:45.000 --> 00:02:48.000]  哥林多教會
[00:02:48.000 --> 00:02:50.000]  保羅勸勉他們
[00:02:50.000 --> 00:02:53.000]  在這樣的事情上
[00:02:53.000 --> 00:02:57.000]  神要在我們的教會里頭做工
[00:02:57.000 --> 00:03:01.000]  他說神是教會的恩典很多
[00:03:01.000 --> 00:03:07.000]  而且他看見很多的事情都是神託付我們的
[00:03:07.000 --> 00:03:09.000]  神極大的恩賜
[00:03:09.000 --> 00:03:12.000]  就是一步一步的鼓勵我們
[00:03:12.000 --> 00:03:16.000]  所以剛剛我們讀到第九章第十五節
[00:03:16.000 --> 00:03:19.000]  十五節裏頭就是說感謝神
[00:03:19.000 --> 00:03:23.000]  祂的恩賜是難以形容的
[00:03:23.000 --> 00:03:25.000]  讓我們想一想
[00:03:25.000 --> 00:03:30.000]  當神用保羅勸勉他的門徒
[00:03:30.000 --> 00:03:36.000]  要在捐書的事情裏頭用力
[00:03:36.000 --> 00:03:40.000]  其實裏頭他說感謝神
[00:03:40.000 --> 00:03:44.000]  他說一切都是神的恩典
[00:03:44.000 --> 00:03:47.000]  所以我們來看看
[00:03:47.000 --> 00:03:50.000]  剛纔我們讀的聖經我不重複了
[00:03:50.000 --> 00:03:53.000]  因爲我們剛剛讀得很好
[00:03:53.000 --> 00:03:55.000]  哥林多後書九章
[00:03:55.000 --> 00:03:58.000]  小衆的小受多衆的多受
[00:03:58.000 --> 00:04:00.000]  裏頭再說
[00:04:00.000 --> 00:04:04.000]  神是給我們種子
[00:04:04.000 --> 00:04:06.000]  是祂賜給我們
[00:04:06.000 --> 00:04:10.000]  然後種子就成爲我們的果子
[00:04:10.000 --> 00:04:12.000]  然後他還再說
[00:04:12.000 --> 00:04:17.000]  這樣的事情我們可以將榮耀歸給神
[00:04:17.000 --> 00:04:20.000]  然後再說感謝神
[00:04:20.000 --> 00:04:26.000]  祂對祂的恩賜是難以形容的
[00:04:26.000 --> 00:04:28.000]  讓我們看看
[00:04:28.000 --> 00:04:30.000]  今天就用四方面
[00:04:30.000 --> 00:04:35.000]  看看神在我們捐獻的恩賜裏頭
[00:04:35.000 --> 00:04:40.000]  怎樣表現祂的恩惠是難以形容
[00:04:40.000 --> 00:04:42.000]  第一方面
[00:04:42.000 --> 00:04:44.000]  我們一起讀好不好
[00:04:44.000 --> 00:04:49.000]  請讀 守勤的奉授
[00:04:49.000 --> 00:04:54.000]  守勤的奉授
[00:04:54.000 --> 00:04:59.000]  哥林多後書剛剛讀的聖經說
[00:04:59.000 --> 00:05:03.000]  要記得小衆的小受
[00:05:03.000 --> 00:05:05.000]  然後怎樣說
[00:05:05.000 --> 00:05:08.000]  多衆的多受
[00:05:08.000 --> 00:05:12.000]  這個好像很明顯的道理
[00:05:12.000 --> 00:05:14.000]  人生就是如此的
[00:05:14.000 --> 00:05:17.000]  有一些事情你看見那個道理
[00:05:17.000 --> 00:05:21.000]  就是你做這個就有這個的果子
[00:05:21.000 --> 00:05:24.000]  神剛剛鼓勵我們
[00:05:24.000 --> 00:05:29.000]  多衆的祂會給我們多受
[00:05:29.000 --> 00:05:36.000]  我不知道你們喜不喜歡種小盆栽
[00:05:36.000 --> 00:05:42.000]  或是你們有一個大地方可以種很多的事情
[00:05:42.000 --> 00:05:48.000]  我搬到新界裏頭住三年
[00:05:48.000 --> 00:05:51.000]  這幾年的時間
[00:05:51.000 --> 00:05:54.000]  我個別的鄰居
[00:05:54.000 --> 00:05:58.000]  他真的有一個地方在更遠的地方
[00:05:58.000 --> 00:06:00.000]  就是一個農地
[00:06:00.000 --> 00:06:02.000]  所以我很有福
[00:06:02.000 --> 00:06:09.000]  因爲他有很多有機的果實
[00:06:09.000 --> 00:06:10.000]  就是給我
[00:06:10.000 --> 00:06:12.000]  有一次他給我一個南瓜
[00:06:12.000 --> 00:06:14.000]  就是很大的
[00:06:14.000 --> 00:06:16.000]  很新鮮
[00:06:16.000 --> 00:06:19.000]  那個時候我看很新鮮
[00:06:19.000 --> 00:06:23.000]  所以我放在臺面
[00:06:23.000 --> 00:06:26.000]  放了一個月
[00:06:26.000 --> 00:06:27.000]  我的女兒說
[00:06:27.000 --> 00:06:29.000]  媽媽會不會壞了
[00:06:29.000 --> 00:06:30.000]  我說沒啊
[00:06:30.000 --> 00:06:32.000]  我每天都看看他
[00:06:32.000 --> 00:06:34.000]  這是很新鮮的
[00:06:34.000 --> 00:06:35.000]  他說他怎樣
[00:06:35.000 --> 00:06:39.000]  他鄰居就是很努力的
[00:06:39.000 --> 00:06:40.000]  因爲他退休了
[00:06:40.000 --> 00:06:43.000]  所以他去租了一個地方
[00:06:43.000 --> 00:06:46.000]  用這個事情打發
[00:06:46.000 --> 00:06:49.000]  他的退休的時間
[00:06:49.000 --> 00:06:50.000]  他種了很多
[00:06:50.000 --> 00:06:53.000]  有時候他給我一個
[00:06:53.000 --> 00:06:54.000]  哪一次
[00:06:54.000 --> 00:06:57.000]  給我一個瓜
[00:06:57.000 --> 00:07:00.000]  其實是一個青瓜
[00:07:00.000 --> 00:07:02.000]  平常我們去街市
[00:07:02.000 --> 00:07:04.000]  買的就是這樣大
[00:07:04.000 --> 00:07:07.000]  他給我都這樣大
[00:07:07.000 --> 00:07:08.000]  很大
[00:07:08.000 --> 00:07:10.000]  很好喫
[00:07:10.000 --> 00:07:14.000]  甚至說以農業做那個比喻
[00:07:14.000 --> 00:07:18.000]  就是我們放下那個種子
[00:07:18.000 --> 00:07:20.000]  我們去澆灌
[00:07:20.000 --> 00:07:23.000]  我們去農作
[00:07:23.000 --> 00:07:26.000]  那個就會大起來
[00:07:26.000 --> 00:07:29.000]  他放的就是一個小小的種子
[00:07:29.000 --> 00:07:32.000]  但是他收的就是一個很大的
[00:07:32.000 --> 00:07:38.000]  可以分享給很多別人的一個果實
[00:07:38.000 --> 00:07:40.000]  甚至說你們要給人
[00:07:40.000 --> 00:07:45.000]  就必有給你們的
[00:07:45.000 --> 00:07:48.000]  傳揚堂就是這樣
[00:07:48.000 --> 00:07:50.000]  我很感謝你們
[00:07:50.000 --> 00:07:51.000]  因爲同福堂
[00:07:51.000 --> 00:07:53.000]  現在我們看見有一些學生
[00:07:53.000 --> 00:07:56.000]  大學生到我們的教會里頭
[00:07:56.000 --> 00:07:59.000]  是你們種的果子
[00:07:59.000 --> 00:08:02.000]  但是現在種的種子
[00:08:02.000 --> 00:08:06.000]  我們同福堂看見有一些大學生
[00:08:06.000 --> 00:08:08.000]  到我們的教會
[00:08:08.000 --> 00:08:10.000]  很奇妙
[00:08:10.000 --> 00:08:14.000]  你們種的就可以收穫
[00:08:14.000 --> 00:08:19.000]  我自己很喜歡天堂的故事
[00:08:19.000 --> 00:08:23.000]  其中有一個故事
[00:08:23.000 --> 00:08:26.000]  其實也是很多時候鼓勵我
[00:08:26.000 --> 00:08:28.000]  因爲我常常記得
[00:08:28.000 --> 00:08:31.000]  就是有一個傳說
[00:08:31.000 --> 00:08:35.000]  就是說我們每一個人回到天堂的時候
[00:08:35.000 --> 00:08:38.000]  我們不是第一個時間
[00:08:38.000 --> 00:08:40.000]  就是看見主耶穌
[00:08:40.000 --> 00:08:42.000]  那個傳說就是說
[00:08:42.000 --> 00:08:44.000]  我們第一個時間
[00:08:44.000 --> 00:08:47.000]  就是我們以前在人生的時候
[00:08:47.000 --> 00:08:49.000]  幫助過的
[00:08:49.000 --> 00:08:51.000]  幫助的人
[00:08:51.000 --> 00:08:53.000]  可能也是親人什麼事情
[00:08:53.000 --> 00:08:54.000]  什麼人
[00:08:54.000 --> 00:08:57.000]  來一步一步的歡迎我們
[00:08:57.000 --> 00:09:00.000]  然後帶領我們去見主耶穌
[00:09:00.000 --> 00:09:02.000]  有一個故事說
[00:09:02.000 --> 00:09:05.000]  有一個人就是一個老伯伯
[00:09:05.000 --> 00:09:07.000]  他回到天堂
[00:09:07.000 --> 00:09:09.000]  他就一想
[00:09:09.000 --> 00:09:12.000]  看見很多人差不多時間一起來的天堂
[00:09:12.000 --> 00:09:14.000]  有些人歡迎他
[00:09:14.000 --> 00:09:15.000]  他就想
[00:09:15.000 --> 00:09:17.000]  我是一個孤兒
[00:09:17.000 --> 00:09:18.000]  沒有父母
[00:09:18.000 --> 00:09:20.000]  我也不知道是誰
[00:09:20.000 --> 00:09:21.000]  也沒有太太
[00:09:21.000 --> 00:09:23.000]  沒有兒女
[00:09:23.000 --> 00:09:25.000]  所以我回到天堂
[00:09:25.000 --> 00:09:28.000]  可能沒有什麼人接待我
[00:09:28.000 --> 00:09:32.000]  所以他就一步一步的去找主耶穌
[00:09:32.000 --> 00:09:34.000]  他找了找了
[00:09:34.000 --> 00:09:36.000]  但是有一個人跑過來
[00:09:36.000 --> 00:09:38.000]  跟他說
[00:09:38.000 --> 00:09:40.000]  恩人恩人
[00:09:40.000 --> 00:09:43.000]  我來接待你的
[00:09:43.000 --> 00:09:45.000]  老伯伯說
[00:09:45.000 --> 00:09:47.000]  請問你是誰啊
[00:09:47.000 --> 00:09:50.000]  我不認得你
[00:09:50.000 --> 00:09:52.000]  那個青年就說
[00:09:52.000 --> 00:09:55.000]  你不認得我是正常的
[00:09:55.000 --> 00:09:58.000]  因爲你認得我的時候
[00:09:58.000 --> 00:09:59.000]  你幫助我的時候
[00:09:59.000 --> 00:10:02.000]  是我還在兩歲的時候
[00:10:02.000 --> 00:10:04.000]  原來這個年輕人
[00:10:04.000 --> 00:10:07.000]  他在戰亂的時候
[00:10:07.000 --> 00:10:09.000]  死在母親
[00:10:09.000 --> 00:10:10.000]  不是
[00:10:10.000 --> 00:10:12.000]  媽媽死的
[00:10:12.000 --> 00:10:13.000]  那個戰亂的時候
[00:10:13.000 --> 00:10:16.000]  但是那個孩子抱在他的懷中
[00:10:16.000 --> 00:10:21.000]  這個老伯伯就是走過那個路
[00:10:21.000 --> 00:10:23.000]  走去避難的時候
[00:10:23.000 --> 00:10:26.000]  看見有一個女人抱着一個孩子
[00:10:26.000 --> 00:10:28.000]  還生存
[00:10:28.000 --> 00:10:31.000]  所以他救了她
[00:10:31.000 --> 00:10:32.000]  帶到那個軍中
[00:10:32.000 --> 00:10:36.000]  帶到那個醫療的地方幫助她
[00:10:36.000 --> 00:10:39.000]  就是這個孩子慢慢長大
[00:10:39.000 --> 00:10:42.000]  然後回應迴護那個國家
[00:10:42.000 --> 00:10:45.000]  這樣的一個人生
[00:10:45.000 --> 00:10:48.000]  他說老伯伯
[00:10:48.000 --> 00:10:51.000]  是因爲你還在我兩歲
[00:10:51.000 --> 00:10:53.000]  在我沒有人幫助的時候
[00:10:53.000 --> 00:10:55.000]  你救了我
[00:10:55.000 --> 00:10:58.000]  所以你是我的恩人
[00:10:58.000 --> 00:11:00.000]  老伯伯說
[00:11:00.000 --> 00:11:05.000]  其實我也是隨我的心所做的
[00:11:05.000 --> 00:11:08.000]  我是隨心而做的
[00:11:08.000 --> 00:11:11.000]  不用謝不用謝
[00:11:11.000 --> 00:11:12.000]  然後呢
[00:11:12.000 --> 00:11:15.000]  他一直在找在跑
[00:11:15.000 --> 00:11:19.000]  他看見一半的非洲人跑過來
[00:11:19.000 --> 00:11:21.000]  他就說
[00:11:21.000 --> 00:11:22.000]  哎呀
[00:11:22.000 --> 00:11:26.000]  爲什麼你們又對着我跑
[00:11:26.000 --> 00:11:27.000]  我不是非洲人
[00:11:27.000 --> 00:11:29.000]  我也沒去過非洲
[00:11:29.000 --> 00:11:31.000]  爲什麼他們跑過來
[00:11:31.000 --> 00:11:33.000]  也是說恩人恩人
[00:11:33.000 --> 00:11:40.000]  請你受我們的接待
[00:11:40.000 --> 00:11:42.000]  他說老伯伯說
[00:11:42.000 --> 00:11:47.000]  我不知道你們是誰
[00:11:47.000 --> 00:11:51.000]  這個比較好就是天堂沒有言語的分別
[00:11:51.000 --> 00:11:53.000]  都是人明白的
[00:11:53.000 --> 00:11:56.000]  不讓他說非洲話
[00:11:56.000 --> 00:12:01.000]  他說國語就不能了
[00:12:01.000 --> 00:12:04.000]  然後這羣非洲人說
[00:12:04.000 --> 00:12:06.000]  不是你是我們的恩人
[00:12:06.000 --> 00:12:08.000]  因爲你在教會里頭
[00:12:08.000 --> 00:12:11.000]  你聽見服侍我們的雙教士
[00:12:11.000 --> 00:12:13.000]  那個分享以後
[00:12:13.000 --> 00:12:16.000]  你每個月都給我們一個奉獻
[00:12:16.000 --> 00:12:20.000]  那個錢到我們的非洲
[00:12:20.000 --> 00:12:24.000]  到我們的雙教士那個事故里頭
[00:12:24.000 --> 00:12:25.000]  你幫助了我們
[00:12:25.000 --> 00:12:27.000]  你看看這羣的人
[00:12:27.000 --> 00:12:31.000]  都是那個雙教士建立的教會里頭的人
[00:12:31.000 --> 00:12:35.000]  所以你是我們的恩人
[00:12:35.000 --> 00:12:38.000]  老伯伯回應說
[00:12:38.000 --> 00:12:41.000]  我也是隨心而做的
[00:12:41.000 --> 00:12:45.000]  不用謝不用謝
[00:12:45.000 --> 00:12:49.000]  老伯伯再往前跑
[00:12:49.000 --> 00:12:51.000]  然後他看見一個人
[00:12:51.000 --> 00:12:53.000]  他認得他
[00:12:53.000 --> 00:12:57.000]  那個人也是一面來接待他
[00:12:57.000 --> 00:13:00.000]  而且那個人不但自己來
[00:13:00.000 --> 00:13:01.000]  一羣人來
[00:13:01.000 --> 00:13:04.000]  好像是一個家庭來的
[00:13:04.000 --> 00:13:08.000]  那個青年就說恩人恩人
[00:13:08.000 --> 00:13:10.000]  老伯伯看見他就說
[00:13:10.000 --> 00:13:12.000]  你的腳好了
[00:13:12.000 --> 00:13:15.000]  你的身體比我以前在地下
[00:13:15.000 --> 00:13:18.000]  看面貌就不同了
[00:13:18.000 --> 00:13:21.000]  你整個人都是得一致的
[00:13:21.000 --> 00:13:25.000]  一個很好的面容
[00:13:25.000 --> 00:13:27.000]  那個青年說是啊
[00:13:27.000 --> 00:13:29.000]  因爲你的幫助
[00:13:29.000 --> 00:13:34.000]  我在現在我也得到神的恩典
[00:13:34.000 --> 00:13:35.000]  因爲你幫助我
[00:13:35.000 --> 00:13:38.000]  在我病的時候你探訪我
[00:13:38.000 --> 00:13:41.000]  然後你告訴我主耶穌的愛
[00:13:41.000 --> 00:13:45.000]  所以當我臨到死亡的邊緣的時候
[00:13:45.000 --> 00:13:49.000]  我就更學習你所說的
[00:13:49.000 --> 00:13:53.000]  主耶穌救我救我救我
[00:13:53.000 --> 00:13:55.000]  就是這樣的禱告
[00:13:55.000 --> 00:13:58.000]  然後我忽然醒過來
[00:13:58.000 --> 00:14:00.000]  我就告訴我的家人
[00:14:00.000 --> 00:14:02.000]  你們每一個都要信耶穌
[00:14:02.000 --> 00:14:06.000]  我們要到天堂的時候相聚
[00:14:06.000 --> 00:14:11.000]  這樣這個人就回到天堂
[00:14:11.000 --> 00:14:13.000]  所以這麼多年
[00:14:13.000 --> 00:14:17.000]  他的家人就是一個一個信耶穌
[00:14:17.000 --> 00:14:19.000]  都是因爲這個老伯伯
[00:14:19.000 --> 00:14:24.000]  他告訴這個病人你要信耶穌
[00:14:24.000 --> 00:14:29.000]  所以這個家庭就說恩人恩人
[00:14:29.000 --> 00:14:32.000]  請你受我們的接待
[00:14:32.000 --> 00:14:34.000]  老伯伯又是說
[00:14:34.000 --> 00:14:37.000]  我也是隨心而作的
[00:14:37.000 --> 00:14:40.000]  不謝不謝
[00:14:40.000 --> 00:14:44.000]  老伯伯然後回到神的面前
[00:14:44.000 --> 00:14:46.000]  他心裏頭很感恩
