
[00:00:00.000 --> 00:00:01.260]  各位觀眾姐妹,早安!
[00:00:01.260 --> 00:00:06.260]  元三一的上主賜給我們平安,讓我們先做一次同心的禱告。
[00:00:06.260 --> 00:00:15.560]  愛我們的上帝,我們向你獻上感恩。
[00:00:15.560 --> 00:00:21.460]  你招敘我們能夠平安在你的殿當中,去敬拜你。
[00:00:21.460 --> 00:00:25.260]  願你真的開我們的眼,看見你的榮光。
[00:00:26.640 --> 00:00:30.080]  開我們的耳,讓我們細心傾聽你的話語。
[00:00:30.080 --> 00:00:34.180]  由願僕人口中的言語,弟兄姐妹之間的心思意念,
[00:00:34.180 --> 00:00:39.160]  蒙聖靈的啟迪,蒙主,月立,我們禱告奉耶穌基督的名。
[00:00:39.160 --> 00:00:40.020]  阿們。
[00:00:40.020 --> 00:00:44.520]  今天想和大家去思考一個講題,
[00:00:44.520 --> 00:00:49.980]  這個講題說:「主啊,我怕,快來救我。」
[00:00:49.980 --> 00:00:54.220]  先和大家去想一下,怕是什麼?
[00:00:54.920 --> 00:00:58.140]  懼怕,怕是什麼呢?
[00:00:58.140 --> 00:01:00.700]  想大家先做一個活動好不好?
[00:01:00.700 --> 00:01:05.160]  我給30秒的時間,你和旁邊左右的弟兄姐妹說一下,
[00:01:05.160 --> 00:01:10.540]  這一刻你想到我最怕的事情,我最害怕的事情,我最恐懼的事情,
[00:01:10.540 --> 00:01:14.700]  好不好?好,給30秒時間和旁邊的弟兄姐妹說一下,我最懼怕的事情。
[00:01:25.240 --> 00:01:29.360]  好,30秒不是很長,其他事情可以在崇拜完結後慢慢說。
[00:01:29.360 --> 00:01:32.400]  好了,有什麼答案呢?先聽一下。
[00:01:32.400 --> 00:01:35.880]  你聽到,剛才你旁邊的弟兄姐妹,不是你自己是吧?
[00:01:35.880 --> 00:01:39.500]  聽到她說完之後,你說:「嘩,這件事真的很多人害怕,我也很害怕。」
[00:01:39.500 --> 00:01:42.460]  有什麼呢?先說來聽聽。
[00:01:42.460 --> 00:01:47.540]  老人家怕什麼?潘志明說。
[00:01:47.540 --> 00:01:51.120]  最怕腿痛不能走路,老人家是不是?
[00:01:51.120 --> 00:01:55.380]  是不是有很多長者頂尖的,是吧?還有沒有?
[00:01:55.380 --> 00:02:03.180]  怕小朋友生病,這個真是好的父親,是吧?怕小朋友生病。
[00:02:03.180 --> 00:02:08.240]  還有什麼怕?這邊呢?後面呢?
[00:02:08.240 --> 00:02:13.400]  聽不到,什麼話?
[00:02:13.400 --> 00:02:16.780]  大聲一點,大聲一點。
[00:02:16.780 --> 00:02:23.680]  大聲一點,大聲一點。怕身體不夠健康,是吧?怕身體不夠健康。
[00:02:23.680 --> 00:02:28.080]  怕老鼠,OK,怕老鼠。
[00:02:28.080 --> 00:02:35.160]  可能還有很多,一會兒有機會再討論,但是我們想起懼怕,可能想起很多事情,是吧?
[00:02:35.160 --> 00:02:44.120]  想起什麼?想起我們可能很怕窮,香港人是吧?怕沒錢開飯,怕生病,身體病了怎麼辦?
[00:02:44.120 --> 00:02:48.460]  特別是吧?可能有很多長者,每個星期回來教會,走這條長樓梯,
[00:02:48.460 --> 00:02:50.460]  你知不知道長樓梯有多少級?
[00:02:50.460 --> 00:02:54.180]  是的,184,是吧?
[00:02:54.180 --> 00:02:56.180]  當你知道多少級,即是代表什麼呢?
[00:02:56.180 --> 00:02:58.960]  即是代表每一級你都很辛苦,所以你數著它,是吧?
[00:02:58.960 --> 00:03:03.260]  我每次問年輕的弟兄姐妹,多少級不知道,總之一口氣跑上來,是吧?
[00:03:03.260 --> 00:03:06.300]  當你慢慢逐步,你就知道多少級了。
[00:03:06.300 --> 00:03:10.820]  再加上,當你每次走的時候想想,哎呀,腳痛回不了教會怎麼辦呢?
[00:03:10.820 --> 00:03:17.660]  可能你怕身體,是吧?可能你怕什麼呢?可能你怕你的子女,你的家人,怎麼辦呢?
[00:03:17.660 --> 00:03:25.300]  做爸爸的,做媽媽的,做長輩的,很怕小朋友不聽話,很怕小朋友生病,是吧?
[00:03:25.300 --> 00:03:32.960]  或者我們很怕什麼呢?做子女的,做後輩的,可能很怕爸爸媽媽很煩,是吧?
[00:03:32.960 --> 00:03:38.540]  很怕他們很憎恨,又或者我們很怕什麼呢?很怕辛苦,是吧?
[00:03:38.540 --> 00:03:43.860]  舒服一點就好了,可能很怕很熱,天氣這麼熱,進來教會沒有冷氣是不行的,是吧?
[00:03:43.860 --> 00:03:47.300]  當熱完之後,開了冷氣,又冷了,哎呀,又很怕冷。
[00:03:47.300 --> 00:03:53.260]  人生很多事都很怕的,是吧?怕完這樣,怕那樣,不知想起怕,你想起什麼呢?
[00:03:53.260 --> 00:03:58.360]  可能第一時間你想起,沒有辦法的,是吧?總之不要怕得太過分就行了。
[00:03:58.360 --> 00:04:03.740]  想起懼怕,我們就上網找很多資料看看,究竟那些人怕什麼呢?
[00:04:03.740 --> 00:04:08.440]  有些人就好像剛才分享的那樣,怕老鼠,怕蟑螂,怕蛇,怕蜘蛛那些。
[00:04:08.440 --> 00:04:10.440]  那些物件,動物,這樣。
[00:04:10.440 --> 00:04:16.940]  有些人怕什麼呢?怕孤獨,怕沒有人陪,怕沒有人理。
[00:04:16.940 --> 00:04:22.140]  有一些可能是怕物質的,怕自己生活比以前差了。
[00:04:22.140 --> 00:04:24.240]  原來我們生命裡面很多都怕的。
[00:04:24.240 --> 00:04:30.380]  中國人說,有些人怕到什麼地步呢?有傳統的故事說,有一個叫做幾人憂天的故事,有沒有聽過?
[00:04:30.380 --> 00:04:37.880]  有了,是吧?幾個有人憂天地崩墜,身亡所忌,廢寢食者。
[00:04:37.880 --> 00:04:44.240]  什麼呢?就是幾個傳統的故事說,幾個有一個人經常很怕,很怕什麼呢?
[00:04:44.240 --> 00:04:47.540]  很怕天塌下來,很怕天裂開。
[00:04:47.540 --> 00:04:52.280]  所以怎樣呢?吃又不安,睡又不安,整天看著天,很怕。
[00:04:52.280 --> 00:04:57.140]  還有,另一個說話就是說什麼呢?就是百慮就愁眠,有沒有聽過?
[00:04:57.140 --> 00:05:04.000]  百慮那些人是怎樣呢?就是一睡著覺就很難醒,可能睡很長時間。
[00:05:04.000 --> 00:05:11.000]  所以那些人就很怕,我睡了很長時間,會不會那些人以為我死了,撞了我就很麻煩,所以就不敢睡。
[00:05:11.000 --> 00:05:18.280]  結果睡一會兒就醒,睡一會兒就醒,睡一會兒都不敢睡,很怕一睡就睡不醒了。
[00:05:18.280 --> 00:05:21.780]  你是不是這樣的人?你怕不怕天塌下來?
[00:05:21.780 --> 00:05:25.480]  不會的,天怎麼會塌下來?我們有常識知道不會的。
[00:05:25.480 --> 00:05:29.940]  你怕不怕睡不醒?那也沒得怕了,是不是?都要睡的了。
[00:05:29.940 --> 00:05:32.940]  人生裡面有時候有些懼怕好像都合理的,是不是?
[00:05:32.940 --> 00:05:37.580]  月底了是不是?今天應該已經去到26號了,月底就要發工資了,是不是?
[00:05:37.580 --> 00:05:39.740]  怕不怕這個月沒工資發?
[00:05:39.740 --> 00:05:43.100]  怕不怕這個月沒家用?可能都怕的,是不是?
[00:05:43.100 --> 00:05:46.840]  或者怕不怕月底這幾天怎麼辦?哎呀,怎麼辦呢?
[00:05:46.840 --> 00:05:51.300]  無論如何,我們生命裡面有些東西可能是怕得不太合理的,是不是?
[00:05:51.300 --> 00:05:54.680]  幾人憂天,百慮愁眠都好,不太合理。
[00:05:54.680 --> 00:05:58.680]  但有些東西好像都很合理的,那沒辦法的,是不是?
[00:05:58.680 --> 00:06:04.400]  你說我努力練了很多年,每一次見到我最怕的動物可能是蟑螂、老鼠都好,
[00:06:04.400 --> 00:06:06.740]  我都盡量抑制自己,是不是?
[00:06:06.740 --> 00:06:11.660]  但下次見到的時候都會尖叫,都會跳上枱的,沒辦法的,控制不了的。
[00:06:11.660 --> 00:06:16.820]  人有很多個懼怕,到底懼怕我們可以怎麼面對呢?
[00:06:16.820 --> 00:06:22.120]  懼怕我們有什麼辦法去拿走它,或者怎麼可以沒有了呢?
[00:06:22.120 --> 00:06:25.500]  正經裡面,麥惠福剛才國泰幫我們讀這段經文,
[00:06:25.500 --> 00:06:30.060]  十四章裡面講一些關於懼怕的故事,我們看回這段聖經。
[00:06:30.060 --> 00:06:35.080]  一開始講耶穌吹門徒上船,第22節,
[00:06:35.080 --> 00:06:42.760]  他說當時耶穌先到對岸,就等他們叫眾人散去。
[00:06:42.760 --> 00:06:46.040]  給一點背景,你知道他們在發生什麼事。
[00:06:46.040 --> 00:06:49.980]  22節講一開始的時候,耶穌就吹門徒上船,
[00:06:49.980 --> 00:06:52.280]  為什麼要吹門徒上船呢?
[00:06:52.280 --> 00:06:58.820]  如果我們打開聖經,你會發現在這一段耶穌在水上走的神蹟的故事之前,
[00:06:58.820 --> 00:07:02.820]  第十四章的十三到二十一節,是一段我們很熟悉的經文。
[00:07:02.820 --> 00:07:05.800]  講什麼呢?
[00:07:05.800 --> 00:07:11.800]  沒錯,講耶穌用五塊餅,兩條魚餵飽了五千人。
[00:07:11.800 --> 00:07:14.920]  這個很厲害的神蹟,五塊餅魚餵飽了五千人,
[00:07:14.920 --> 00:07:21.320]  然後耶穌就吹門徒上船,先到對岸等人們走光。
[00:07:21.320 --> 00:07:26.360]  這個故事很有趣,一開始講的動作就是耶穌把門徒推上船,
[00:07:26.360 --> 00:07:29.800]  自己留在那裡,留在那裡做什麼呢?疏散人群。
[00:07:29.800 --> 00:07:37.200]  很有趣,我經常想疏散人群不是總務或管理或保安做的工作嗎?
[00:07:37.200 --> 00:07:39.400]  原來耶穌也做了,很有趣。
[00:07:39.400 --> 00:07:43.320]  為什麼耶穌會把門徒推上船呢?
[00:07:43.320 --> 00:07:50.200]  可能那群群眾很多,很煩惱,那群群眾可能有很多問題,
[00:07:50.200 --> 00:07:54.200]  可能進夜了,因為吃完晚餐之後,五塊餅魚之後都進夜了,
[00:07:54.200 --> 00:07:58.520]  那麼門徒要休息的,耶穌很想門徒有好一點的休息,
[00:07:58.520 --> 00:08:02.800]  因為如果在山頭裡面和那群幾千人一起,就肯定不用休息了。
[00:08:02.800 --> 00:08:05.000]  那幾千人都不會走的,為什麼呢?
[00:08:05.000 --> 00:08:09.040]  因為我們懼怕,其中一個怕什麼呢?怕餓,怕沒東西吃,
[00:08:09.040 --> 00:08:12.400]  那幾千人不怕的,為什麼呢?剛剛才講完。
[00:08:12.400 --> 00:08:14.960]  五塊餅魚魚神蹟餵飽幾千人,
[00:08:14.960 --> 00:08:18.360]  五塊餅魚魚神蹟都餵飽五千人的話,那當然不怕餓了,
[00:08:18.360 --> 00:08:20.400]  所以那群人就不會走的,就不怕餓了。
[00:08:20.400 --> 00:08:23.960]  耶穌可能用很多方法慢慢勸他們,回去拉夜了。
[00:08:23.960 --> 00:08:28.360]  所以耶穌先將門徒推上船,
[00:08:28.360 --> 00:08:31.720]  當耶穌將門徒推上船之後,眾人散開之後,
[00:08:31.720 --> 00:08:34.840]  耶穌就一個人上了山去祈禱。
[00:08:34.840 --> 00:08:39.920]  聖經裡面再一次講,到了晚上是一個人在那裡。
[00:08:39.920 --> 00:08:42.440]  剛才我說了,我們懼怕的除了沒東西吃,
[00:08:42.440 --> 00:08:45.360]  這裡門徒不用怕了,因為和耶穌一起。
[00:08:45.360 --> 00:08:47.440]  我們另一種懼怕就是孤獨,是不是?
[00:08:47.440 --> 00:08:48.760]  我們很怕一個人。
[00:08:48.760 --> 00:08:52.000]  耶穌就好像不是很怕,在山上一個人。
[00:08:52.000 --> 00:08:54.320]  門徒就不用怕了,因為門徒不是一個人,
[00:08:54.320 --> 00:08:56.920]  一群門徒一起,還在他熟悉的船上,
[00:08:56.920 --> 00:08:59.080]  因為門徒當中有很多是打魚的。
[00:08:59.080 --> 00:09:02.400]  所以就在船上,很安然地過了一晚。
