
[00:00:00.000 --> 00:00:04.520]  英雄姐妹早安
[00:00:04.520 --> 00:00:07.760]  今早我們的主席有點緊張 我也很緊張
[00:00:07.760 --> 00:00:11.820]  今天早上我們的主席有點緊張 我也蠻緊張的
[00:00:11.820 --> 00:00:16.460]  以往當我們提到宣教的時候
[00:00:16.460 --> 00:00:19.360]  我們立刻就會想起
[00:00:19.360 --> 00:00:23.100]  是那些白人的宣教士
[00:00:23.100 --> 00:00:25.340]  飄洋過海
[00:00:25.340 --> 00:00:28.160]  去到蠻荒的地方
[00:00:28.160 --> 00:00:32.000]  另一班信徒以為宣教一定到海外侍奉
[00:00:32.000 --> 00:00:35.620]  另一班信徒以為宣教一定到海外去侍奉
[00:00:35.620 --> 00:00:39.620]  每年不同的教會都有推行宣教的工作
[00:00:39.620 --> 00:00:42.720]  每年不同的教會也有推行宣教的工作
[00:00:42.720 --> 00:00:45.420]  但有多少人會想什麼是宣教呢?
[00:00:45.420 --> 00:00:49.120]  但是有多少人會去想宣教什麼是宣教呢?
[00:00:49.120 --> 00:00:52.460]  是不是一定要到海外呢?
[00:00:52.460 --> 00:00:55.720]  其實宣教其中一個意思
[00:00:55.720 --> 00:00:58.800]  就是我們要去到未得之地
[00:00:58.800 --> 00:01:00.940]  是我們要到未得之地
[00:01:00.940 --> 00:01:03.240]  耶穌基督未被傳開的地方
[00:01:03.240 --> 00:01:05.600]  耶穌基督未被傳開的地方
[00:01:05.600 --> 00:01:09.560]  有時可能指遠方的島嶼
[00:01:09.560 --> 00:01:13.080]  有時候是指一些遠方的島嶼
[00:01:13.080 --> 00:01:16.320]  森林 落後的民族
[00:01:16.320 --> 00:01:20.440]  但有時也是指我們身邊周圍的城市
[00:01:20.440 --> 00:01:24.240]  但是有時候也是指我們身邊旁邊的城市
[00:01:24.240 --> 00:01:27.040]  所以宣教是一個很廣闊的意思
[00:01:27.040 --> 00:01:29.480]  所以宣教是一個很廣闊的意思
[00:01:29.480 --> 00:01:30.680]  保羅也是一樣
[00:01:30.680 --> 00:01:31.520]  保羅也是一樣
[00:01:31.520 --> 00:01:33.520]  有時他去了很遙遠的地方
[00:01:33.520 --> 00:01:35.520]  有時候他去到很遙遠的地方
[00:01:35.520 --> 00:01:37.360]  斯托人傳 保羅說
[00:01:37.360 --> 00:01:38.600]  斯托人傳 保羅說
[00:01:38.600 --> 00:01:42.120]  我定義去到未得之地 西班牙
[00:01:42.120 --> 00:01:45.320]  他說我定義去到未得之地 西班牙
[00:01:45.320 --> 00:01:49.640]  但保羅有時也可能去到附近的城市做傳方工作
[00:01:49.640 --> 00:01:52.520]  但是有時候他也去到附近一些城市去做傳方工作
[00:01:52.520 --> 00:01:54.520]  今天早上跟大家一起去思想
[00:01:54.520 --> 00:01:55.960]  今天早上跟大家一起去思想
[00:01:55.960 --> 00:01:58.520]  保羅那種城市宣教的熱誠
[00:01:58.520 --> 00:02:00.640]  保羅那種城市宣教的熱誠
[00:02:00.640 --> 00:02:02.440]  還有他採取的行動
[00:02:02.440 --> 00:02:03.840]  還有他採取的行動
[00:02:03.840 --> 00:02:07.000]  我相信給你和我都有一些提醒和挑戰
[00:02:07.000 --> 00:02:10.280]  我相信會給你我有一些提醒還有很大的挑戰
[00:02:10.280 --> 00:02:13.560]  提到保羅去到希臘雅典
[00:02:13.560 --> 00:02:16.200]  這裡提到保羅去到希臘雅典
[00:02:16.200 --> 00:02:18.360]  當時雅典是一個文化
[00:02:18.360 --> 00:02:20.240]  當時雅典是一個文化
[00:02:20.240 --> 00:02:25.040]  思想、學問、藝術、戲劇都是集中的地方
[00:02:25.040 --> 00:02:25.040]  思想、學問、藝術、戲劇都是集中的地方
[00:02:25.040 --> 00:02:26.560]  都非常集中的地方
[00:02:26.560 --> 00:02:28.520]  保羅第一次來到這個城市
[00:02:28.520 --> 00:02:30.040]  保羅第一次來到這個城市
[00:02:30.040 --> 00:02:33.400]  司徒仁傳十七章十五節你可以告訴我們
[00:02:33.400 --> 00:02:33.400]  司徒仁傳十七章十五節你可以告訴我們
[00:02:33.400 --> 00:02:36.760]  在史中行傳十七章十五節告訴我們
[00:02:36.760 --> 00:02:38.640]  有人帶保羅去到雅典
[00:02:38.640 --> 00:02:40.520]  有人帶保羅帶到雅典
[00:02:40.520 --> 00:02:41.600]  然後就放下他
[00:02:41.600 --> 00:02:42.520]  然後就把他放下
[00:02:42.520 --> 00:02:46.240]  因為他們趕著回去接西拉和提摩太
