
[00:00:00.000 --> 00:00:07.000]  各位弟兄姊妹 平安聖經向你説話
[00:00:07.000 --> 00:00:10.000]  今天我要介紹的是猶太人裏面
[00:00:10.000 --> 00:00:15.000]  一本最偉大最經典的讚美詩集
[00:00:15.000 --> 00:00:18.000]  這個詩集很長
[00:00:18.000 --> 00:00:21.000]  而且這個詩集編輯的年代
[00:00:21.000 --> 00:00:25.000]  是有幾千年這麼長
[00:00:25.000 --> 00:00:33.000]  編輯書就是詩篇 詩篇被稱為讚美的詩集
[00:00:33.000 --> 00:00:40.000]  詩篇是一本搜集回來 搜羅回來的詩集
[00:00:40.000 --> 00:00:44.000]  因為由摩西作的詩開始
[00:00:44.000 --> 00:00:47.000]  一路一路一路 大衛等等
[00:00:47.000 --> 00:00:51.000]  去到秘魯歸回的時候的詩
[00:00:51.000 --> 00:00:57.000]  中間跨越了一兩千年這麼長的時間
[00:00:57.000 --> 00:01:01.000]  而且這本詩集可以說是很豐富
[00:01:01.000 --> 00:01:05.000]  因為有150篇這麼多
[00:01:05.000 --> 00:01:08.000]  詩篇怎樣分類呢
[00:01:08.000 --> 00:01:12.000]  有很多人將它分為五卷
[00:01:12.000 --> 00:01:17.000]  詩篇就捲一 捲二 捲三 捲四 捲五
[00:01:17.000 --> 00:01:23.000]  捲一是由第一篇一路到41篇
[00:01:23.000 --> 00:01:29.000]  捲一的詩以敬拜的詩歌為最主要的
[00:01:29.000 --> 00:01:37.000]  而作者大部分捲一的詩都是大衛所作的
[00:01:37.000 --> 00:01:41.000]  除了有幾篇是沒有出名之案
[00:01:41.000 --> 00:01:48.000]  捲二就由42篇一路到72篇
[00:01:48.000 --> 00:01:54.000]  作者包括有大衛然後有可拉的後裔
[00:01:54.000 --> 00:01:57.000]  可拉後裔都寫了很多的詩
[00:01:57.000 --> 00:02:03.000]  這個捲二的詩是比較多些講國家的
[00:02:03.000 --> 00:02:11.000]  而且也有關於頌讚的詩去讚頌臣的詩
[00:02:11.000 --> 00:02:18.000]  第三卷就由73篇到89篇
[00:02:18.000 --> 00:02:22.000]  作者以阿薩為主
[00:02:22.000 --> 00:02:26.000]  捲三的詩就沒有什麼特別的主題
[00:02:26.000 --> 00:02:29.000]  是稍為各樣的詩都有的
[00:02:29.000 --> 00:02:36.000]  然後捲四是由90篇一路到106篇
[00:02:36.000 --> 00:02:42.000]  捲四的詩作者大部分是沒有名字的
[00:02:42.000 --> 00:02:48.000]  而捲四的內容以讚美詩為主
[00:02:48.000 --> 00:02:53.000]  很多都是鄉紳 圈上重贊圈上讚美
[00:02:53.000 --> 00:03:00.000]  最後捲五就由107篇一路到150篇
[00:03:00.000 --> 00:03:04.000]  而大衛又是其中最主要的作者
[00:03:04.000 --> 00:03:10.000]  捲五的詩也是以讚美為主
[00:03:10.000 --> 00:03:12.000]  特別在結束的時候
[00:03:12.000 --> 00:03:17.000]  其實整卷的詩篇結束的十幾篇詩
[00:03:17.000 --> 00:03:19.000]  全部都是讚美詩
[00:03:19.000 --> 00:03:24.000]  可以說是將詩篇帶入一個高潮
[00:03:24.000 --> 00:03:29.000]  詩篇第一篇和第二篇可以說是一個序言
[00:03:29.000 --> 00:03:32.000]  然後捲一 捲二 捲三 捲四 捲五
[00:03:32.000 --> 00:03:35.000]  去到最後好像一個高峰
[00:03:35.000 --> 00:03:41.000]  將所有的讚美都歸給我們天上的父臣
[00:03:41.000 --> 00:03:44.000]  所以是一卷很吸引我們
[00:03:44.000 --> 00:03:46.000]  我知道對基督徒來說
[00:03:46.000 --> 00:03:49.000]  我們都很喜歡讀詩篇
[00:03:49.000 --> 00:03:55.000]  有人說如果你每一天讀五篇詩篇
[00:03:55.000 --> 00:04:01.000]  一個月就可以讀完整本的詩篇
[00:04:01.000 --> 00:04:06.000]  可以對我們來說是幫助我們認識讚美神
[00:04:06.000 --> 00:04:09.000]  幫助我們去祈禱
[00:04:09.000 --> 00:04:15.000]  幫助我們用情感去了解自己內心的感受
[00:04:15.000 --> 00:04:18.000]  特別對男性來說
[00:04:18.000 --> 00:04:23.000]  很多時候我們不懂得在情感上怎麼表達
[00:04:23.000 --> 00:04:25.000]  特別很多時候師母經常說
[00:04:25.000 --> 00:04:29.000]  你要說一下你心裡想什麼
[00:04:29.000 --> 00:04:32.000]  有時候好像畫不出來
[00:04:32.000 --> 00:04:35.000]  但是詩篇的詩人很多時候
[00:04:35.000 --> 00:04:39.000]  都是將內心世界剖白出來
[00:04:39.000 --> 00:04:41.000]  他說我的心憂悶
[00:04:41.000 --> 00:04:46.000]  你要渴慕神好像鹿渴慕溪水一樣
[00:04:46.000 --> 00:04:48.000]  你要渴想神
[00:04:48.000 --> 00:04:52.000]  所以這些都是教我們
[00:04:52.000 --> 00:04:56.000]  更多用我們的感性去體會神
[00:04:56.000 --> 00:04:57.000]  去讚美神
[00:04:57.000 --> 00:05:00.000]  去經歷神
[00:05:00.000 --> 00:05:04.000]  詩篇怎麼去解釋詩篇
[00:05:04.000 --> 00:05:06.000]  其中一個很重要的方法
[00:05:06.000 --> 00:05:10.000]  就是了解寫這首詩的時候
[00:05:10.000 --> 00:05:14.000]  有什麼歷史事件做背景
[00:05:14.000 --> 00:05:17.000]  特別在大衛的詩裡面
[00:05:17.000 --> 00:05:19.000]  有13篇
[00:05:19.000 --> 00:05:22.000]  在開頭那裡都註明
[00:05:22.000 --> 00:05:24.000]  大衛為什麼作這首詩呢
[00:05:24.000 --> 00:05:30.000]  原來他安排完安放完約會
[00:05:30.000 --> 00:05:31.000]  然後作一首詩
[00:05:31.000 --> 00:05:36.000]  有些就寫大衛跟拔絲包犯罪之後
[00:05:36.000 --> 00:05:39.000]  他作的悔罪詩等等
[00:05:39.000 --> 00:05:41.000]  所以你知道了背景
[00:05:41.000 --> 00:05:46.000]  你很自然對那首詩有更深的認識
[00:05:46.000 --> 00:05:47.000]  第二
[00:05:47.000 --> 00:05:51.000]  很多詩都是用一個敬拜
[00:05:51.000 --> 00:05:54.000]  或者一個特定的主題
[00:05:54.000 --> 00:05:58.000]  譬如那些詩叫做上行之詩
[00:05:58.000 --> 00:06:00.000]  一共有15首
[00:06:00.000 --> 00:06:05.000]  就是當那些以色列人離開自己的家鄉
[00:06:05.000 --> 00:06:08.000]  要去耶路撒冷朝聖的時候
[00:06:08.000 --> 00:06:11.000]  要去耶路撒冷守節的時候
[00:06:11.000 --> 00:06:13.000]  他們沿路上唱的詩
[00:06:13.000 --> 00:06:16.000]  也有人說那15首上行之詩
[00:06:16.000 --> 00:06:19.000]  是進入聖殿裡面
[00:06:19.000 --> 00:06:23.000]  由聖殿下面上到聖殿的台階
[00:06:23.000 --> 00:06:25.000]  一共有很多的樓梯
[00:06:25.000 --> 00:06:27.000]  走這些樓梯
[00:06:27.000 --> 00:06:29.000]  就好像一路向上走
[00:06:29.000 --> 00:06:32.000]  來唱這些詩
[00:06:32.000 --> 00:06:36.000]  也有一些詩是有特別的主題的
[00:06:36.000 --> 00:06:39.000]  譬如是被老龜回的時候
[00:06:39.000 --> 00:06:41.000]  他們唱的一些詩
[00:06:41.000 --> 00:06:46.000]  也有一些詩叫做尼塞亞詩
[00:06:46.000 --> 00:06:50.000]  就是預言關於基督的
[00:06:50.000 --> 00:06:51.000]  叫我們知道
[00:06:51.000 --> 00:06:53.000]  窗外有位的救主
[00:06:53.000 --> 00:06:55.000]  有位的尼塞亞
[00:06:55.000 --> 00:06:57.000]  他會來到
[00:06:57.000 --> 00:07:03.000]  整本詩篇的關鍵就是講敬拜
[00:07:03.000 --> 00:07:07.000]  也有人說145篇21節
[00:07:07.000 --> 00:07:10.000]  是其中很重要的一節聖經
[00:07:10.000 --> 00:07:11.000]  我讀一讀
[00:07:11.000 --> 00:07:16.000]  我的口要說出讚美耶和華的話
[00:07:16.000 --> 00:07:19.000]  唯願凡有血氣的
[00:07:19.000 --> 00:07:25.000]  都永永遠遠稱頌祂的聖名
[00:07:25.000 --> 00:07:29.000]  我的口要說出讚美耶和華的話
[00:07:29.000 --> 00:07:32.000]  唯願凡有血氣的
[00:07:32.000 --> 00:07:37.000]  都永永遠遠稱頌祂的聖名
[00:07:37.000 --> 00:07:39.000]  而詩篇100篇
[00:07:39.000 --> 00:07:44.000]  也可以說是很關鍵的一篇詩
[00:07:44.000 --> 00:07:48.000]  在詩篇裡面被稱為金詩
[00:07:48.000 --> 00:07:49.000]  黃金的金
[00:07:49.000 --> 00:07:52.000]  金詩有6篇
[00:07:52.000 --> 00:07:54.000]  上行之詩有15篇
[00:07:54.000 --> 00:07:55.000]  剛才介紹過
[00:07:55.000 --> 00:07:59.000]  然後字母詩有9篇
[00:07:59.000 --> 00:08:01.000]  什麼叫字母詩呢?
[00:08:01.000 --> 00:08:04.000]  希伯來文有22個字母
[00:08:04.000 --> 00:08:06.000]  這些字母詩就說
[00:08:06.000 --> 00:08:08.000]  好像由ABCDE那樣
[00:08:08.000 --> 00:08:09.000]  每一節
[00:08:09.000 --> 00:08:11.000]  開頭第一個字是A
[00:08:11.000 --> 00:08:13.000]  第二節就用B
[00:08:13.000 --> 00:08:15.000]  第三節就用C
[00:08:15.000 --> 00:08:18.000]  而字母詩裡面最出名的
[00:08:18.000 --> 00:08:21.000]  就是詩篇119篇
[00:08:21.000 --> 00:08:25.000]  也是最長的一篇詩
[00:08:25.000 --> 00:08:28.000]  希伯來文有22節
[00:08:28.000 --> 00:08:32.000]  他每一個字母就8節
[00:08:32.000 --> 00:08:36.000]  加起來一共176節
[00:08:36.000 --> 00:08:38.000]  所以很容易記
[00:08:38.000 --> 00:08:41.000]  詩篇119是最長的一篇詩
[00:08:41.000 --> 00:08:43.000]  這篇詩有多少節呢?
[00:08:43.000 --> 00:08:44.000]  176節
