
[00:00:00.000 --> 00:00:05.200]  大家好,我們放了一個禮拜之後又回來了
[00:00:05.200 --> 00:00:07.000]  我今晚都挺緊張的
[00:00:07.000 --> 00:00:10.300]  因為我覺得我今天在準備的時候
[00:00:10.300 --> 00:00:13.800]  其實發現了很多新的東西是我以前沒想過的
[00:00:13.800 --> 00:00:16.500]  所以我之前已經準備好了
[00:00:16.500 --> 00:00:18.700]  我已經覺得我有足夠的資料了
[00:00:18.700 --> 00:00:21.600]  接著慢慢在準備的時候看到很多新的東西
[00:00:21.600 --> 00:00:23.400]  我想掙扎就是
[00:00:23.400 --> 00:00:29.000]  第一我覺得今天身體狀況不是那麼好
[00:00:29.000 --> 00:00:32.000]  所以我也有一點自己覺得是軟弱的
[00:00:32.000 --> 00:00:33.900]  另外一個我也覺得
[00:00:33.900 --> 00:00:38.600]  也希望大家可以聚精會神的去聽
[00:00:38.600 --> 00:00:43.400]  因為可能跟你平時怎樣去想路德記第一章
[00:00:43.400 --> 00:00:45.400]  是有一點不同的
[00:00:45.400 --> 00:00:48.000]  也是因為我們中間斷了一個禮拜
[00:00:48.000 --> 00:00:51.900]  其實有很多東西需要去重新再
[00:00:51.900 --> 00:00:53.500]  好像放了暑假之後
[00:00:53.500 --> 00:00:55.500]  有很多東西要給老師了
[00:00:55.500 --> 00:00:57.800]  於是我們要重新複習一會兒
[00:00:57.800 --> 00:01:02.600]  才可以回到那種學習的態度
[00:01:02.600 --> 00:01:03.800]  所以我們開始的時候
[00:01:03.800 --> 00:01:06.600]  我們一起用心的在上帝面前祈禱
[00:01:06.600 --> 00:01:10.600]  我們的天父我們實在感謝你
[00:01:10.600 --> 00:01:13.600]  因為你將你的話語賜給我們
[00:01:13.600 --> 00:01:16.400]  你沒有只是給我們一本書
[00:01:16.400 --> 00:01:18.400]  你給了我們66本
[00:01:18.400 --> 00:01:22.100]  你沒有只是給了我們一張聖經
[00:01:22.100 --> 00:01:24.800]  然後說這個就是福音
[00:01:24.800 --> 00:01:28.300]  你給了一個很沉重的
[00:01:28.300 --> 00:01:30.300]  很豐富的一本書給我們
[00:01:30.300 --> 00:01:34.300]  有一千一百八十九章聖經裏面
[00:01:34.300 --> 00:01:36.800]  主要是幫助我們去擁抱你的話語
[00:01:36.800 --> 00:01:39.900]  幫助我們好像私人那樣說晝夜思想
[00:01:39.900 --> 00:01:42.400]  幫助我們去渴慕
[00:01:42.400 --> 00:01:47.000]  你在你話語裏面所啟示的
[00:01:47.000 --> 00:01:49.800]  你自己的真道
[00:01:49.800 --> 00:01:52.400]  主今天的教會需要你的真道
[00:01:52.400 --> 00:01:54.300]  每一個基督徒我們坐在這裏的
[00:01:54.300 --> 00:01:55.200]  弟兄姊妹
[00:01:55.200 --> 00:01:58.300]  我自己在內都是需要你的真道
[00:01:58.300 --> 00:02:04.300]  我們需要更深的去認識認知你的話語
[00:02:04.300 --> 00:02:06.800]  唯有這樣我們才可以
[00:02:06.800 --> 00:02:08.800]  觸到你福音的中心
[00:02:08.800 --> 00:02:11.800]  亦都可以有力量
[00:02:11.800 --> 00:02:15.800]  在一個黑暗半逆的世界裏面
[00:02:15.800 --> 00:02:18.800]  去過一個健健的人生
[00:02:18.800 --> 00:02:20.800]  亦都是正確的
[00:02:20.800 --> 00:02:23.800]  準確的去傳揚你的福音
[00:02:24.300 --> 00:02:25.300]  幫助我們
[00:02:25.300 --> 00:02:28.800]  今天我們來到一個又是很熟悉的故事裏面
[00:02:28.800 --> 00:02:31.300]  希望我們可以有新的體見
[00:02:31.300 --> 00:02:35.300]  希望我們有你打開我們的眼睛
[00:02:35.300 --> 00:02:36.800]  打開我們的心眼
[00:02:36.800 --> 00:02:42.300]  希望你用你的話語去滋潤我們的心靈
[00:02:42.300 --> 00:02:47.300]  甚至是眺望我們的心
[00:02:47.300 --> 00:02:48.800]  最後特別為我自己祈禱
[00:02:48.800 --> 00:02:54.300]  希望今晚可以很清晰地將你的話語講解
[00:02:54.300 --> 00:02:56.800]  亦都讓每一位弟兄姊妹
[00:02:56.800 --> 00:03:00.300]  無論他們是聆聽的時候或者小組的時候
[00:03:00.300 --> 00:03:02.800]  都可以不斷思考
[00:03:02.800 --> 00:03:05.800]  甚至完了之後
[00:03:05.800 --> 00:03:08.800]  這個很熟悉的故事
[00:03:08.800 --> 00:03:15.300]  都會不斷在我們的腦袋裏面去盤旋
[00:03:15.300 --> 00:03:19.300]  讓主耶穌基督的名在我們當中得到榮耀
[00:03:19.300 --> 00:03:20.300]  祝福我們一切的世界
[00:03:20.300 --> 00:03:22.300]  我們今天期待和主耶穌基督的名求
[00:03:22.300 --> 00:03:23.300]  阿們
[00:03:46.300 --> 00:03:50.300]  如果你有些問題想問我
[00:03:50.300 --> 00:03:52.300]  亦都可以電郵給我
