
[00:00:00.000 --> 00:00:02.560]  (主席) 今日我給大家的講題
[00:00:02.560 --> 00:00:06.600]  (主席) 無力的時代有力的信仰
[00:00:06.600 --> 00:00:12.880]  (主席) 其實是採取我剛剛出版的一本新書的題目
[00:00:12.880 --> 00:00:17.640]  (主席) 我並沒有什麼意思要出版任何的書籍
[00:00:17.640 --> 00:00:19.320]  (主席) 不過退休之後
[00:00:19.320 --> 00:00:23.480]  (主席) 去到不同的禮拜堂當中來到港島的時候
[00:00:23.480 --> 00:00:27.640]  (主席) 有些弟兄姊妹就說不如都想看看我的講章
[00:00:27.640 --> 00:00:31.960]  (主席) 於是我就將這些講章放在我的臉書上
[00:00:31.960 --> 00:00:37.200]  (主席) 讓弟兄姊妹可以再一次來看看
[00:00:37.200 --> 00:00:40.640]  (主席) 有一個出版社的社長他覺得
[00:00:40.640 --> 00:00:42.960]  (主席) 這些講章都很有意思
[00:00:42.960 --> 00:00:48.360]  (主席) 所以在去年就為我編輯好出版了一本書
[00:00:48.360 --> 00:00:51.120]  (主席) 《走進時代的信仰》
[00:00:51.120 --> 00:00:53.800]  (主席) 今年就出版了另外一本書就是
[00:00:53.800 --> 00:00:58.840]  (主席) 《無力的時代 有力的信仰》
[00:00:58.840 --> 00:01:01.280]  (主席) 這些書名不是我想出來的
[00:01:01.280 --> 00:01:06.160]  (主席) 是出版社的社長的心思
[00:01:06.160 --> 00:01:11.520]  (主席) 我想想其實書裡面都是一些很普通的講章
[00:01:11.520 --> 00:01:13.120]  (主席) 沒有什麼特別的內容
[00:01:13.120 --> 00:01:16.600]  (主席) 或者最吸引人的可能是書名
[00:01:16.600 --> 00:01:22.600]  (主席) 特別就是說是《無力的時代》
[00:01:22.600 --> 00:01:27.320]  (主席) 我相信這個的確可以說是今天很多香港人的一種感受
[00:01:27.320 --> 00:01:30.280]  (主席) 政治的是無力感
[00:01:30.280 --> 00:01:32.600]  (主席) 極權的是臨近
[00:01:32.600 --> 00:01:37.760]  (主席) 在前面好像只有黑暗
[00:01:37.760 --> 00:01:41.040]  (主席) 我記得有好幾次有不同的教會
[00:01:41.040 --> 00:01:43.400]  (主席) 請我來分享
[00:01:43.400 --> 00:01:48.160]  (主席) 說在這個政局的困境底下
[00:01:48.160 --> 00:01:54.320]  (主席) 可以有什麼出路 有什麼曙光呢?
[00:01:54.320 --> 00:01:56.320]  (主席) 當我去到這些教會去講的時候
[00:01:56.320 --> 00:01:59.240]  (主席) 我都發現很有困難去講
[00:01:59.240 --> 00:02:02.320]  (主席) 的確自己都心裡面去感受到
[00:02:02.320 --> 00:02:07.680]  (主席) 這個時代好像真的是無力一樣
[00:02:07.680 --> 00:02:11.160]  (主席) 狄庚斯在他的《明著雙城記》裡面
[00:02:11.160 --> 00:02:15.080]  (主席) 講了一句經典的名句
[00:02:15.080 --> 00:02:17.240]  (主席) 他說這個是一個好的時代
[00:02:17.240 --> 00:02:20.560]  (主席) 也是一個最壞的時代
[00:02:20.560 --> 00:02:23.160]  (主席) 什麼是最好的時代?
[00:02:23.160 --> 00:02:27.200]  (主席) 什麼時間是最壞的一個時代呢?
[00:02:27.200 --> 00:02:29.840]  (主席) 什麼時候是一個無力的時代?
[00:02:29.840 --> 00:02:33.120]  (主席) 什麼時候是有力的時代?
[00:02:33.120 --> 00:02:35.520]  (主席) 什麼時候是黑暗的時代?
[00:02:35.520 --> 00:02:40.360]  (主席) 什麼時候是光明的時刻呢?
[00:02:40.360 --> 00:02:43.280]  (主席) 在我那本書的序言當中
[00:02:43.280 --> 00:02:45.160]  (主席) 我就這麼說
[00:02:45.160 --> 00:02:47.800]  (主席) 好或壞
[00:02:47.800 --> 00:02:50.760]  (主席) 黑暗或光明
[00:02:50.760 --> 00:02:53.400]  (主席) 有力或無力
[00:02:53.400 --> 00:02:57.080]  (主席) 基本上不是受任何時間
[00:02:57.080 --> 00:03:00.440]  (主席) 或外在環境所影響
[00:03:00.440 --> 00:03:03.960]  (主席) 最重要的是自己
[00:03:03.960 --> 00:03:05.360]  (主席) 在好的時代
[00:03:05.360 --> 00:03:06.640]  (主席) 有力的時刻
[00:03:06.640 --> 00:03:08.680]  (主席) 光明的時刻當中
[00:03:08.680 --> 00:03:11.120]  (主席) 其實很可能是一個最壞
[00:03:11.120 --> 00:03:12.920]  (主席) 最無力
[00:03:12.920 --> 00:03:14.960]  (主席) 最黑暗的時代
[00:03:14.960 --> 00:03:18.000]  (主席) 因為往往在這些時刻當中
[00:03:18.000 --> 00:03:21.200]  (主席) 人很容易放鬆自己
[00:03:21.200 --> 00:03:24.440]  (主席) 沉醉在安逸之中
[00:03:24.440 --> 00:03:28.080]  (主席) 好的、有力的或光明的時刻
[00:03:28.080 --> 00:03:32.840]  (主席) 都變成了壞、無力和黑暗
[00:03:32.840 --> 00:03:38.040]  (主席) 當然在無力和黑暗當中
[00:03:38.040 --> 00:03:40.080]  (主席) 覺得這個時代真的很壞
[00:03:40.080 --> 00:03:42.160]  (主席) 無力、黑暗
[00:03:42.160 --> 00:03:45.680]  (主席) 於是就不思進取
[00:03:45.680 --> 00:03:48.720]  (主席) 當然也會令這個時代更加變成
[00:03:48.720 --> 00:03:52.600]  (主席) 很壞、無力和黑暗
[00:03:52.600 --> 00:03:55.480]  (主席) 但如果能夠在這個壞、無力
[00:03:55.480 --> 00:03:58.240]  (主席) 和黑暗的時刻當中
[00:03:58.240 --> 00:04:02.320]  (主席) 去反思過去的失敗
[00:04:02.320 --> 00:04:04.680]  (主席) 有一種進取的心
[00:04:04.680 --> 00:04:05.920]  (主席) 反而這個時候
[00:04:05.920 --> 00:04:08.720]  (主席) 正是一個最好、最有力
[00:04:08.720 --> 00:04:12.080]  (主席) 最光明的時刻
[00:04:12.080 --> 00:04:14.000]  (主席) 大家知道上個星期
[00:04:14.000 --> 00:04:19.080]  (主席) 九龍西進行了一場立法會的補選
[00:04:19.080 --> 00:04:21.880]  (主席) 大家也知道泛民敗選
[00:04:21.880 --> 00:04:25.280]  (主席) 敗選之後有很多不同的評語
[00:04:25.280 --> 00:04:26.640]  (主席) 罵哪些人不去投票
[00:04:26.640 --> 00:04:29.800]  (主席) 哪些人沒有支持等等
[00:04:29.800 --> 00:04:33.280]  (主席) 不過我覺得未必是一件壞事
[00:04:33.280 --> 00:04:37.160]  (主席) 失敗可能會讓我們更加反思
[00:04:37.160 --> 00:04:39.920]  (主席) 為甚麼會失敗
[00:04:39.920 --> 00:04:43.720]  (主席) 成功很多時候反而會令我們驕傲
[00:04:43.720 --> 00:04:48.040]  (主席) 而不自覺
[00:04:48.040 --> 00:04:50.360]  (主席) 不久之前
[00:04:50.360 --> 00:04:56.640]  (主席) 大學社會學系的講師陳建文教授
[00:04:56.640 --> 00:04:59.920]  (主席) 講了最後的一堂課
[00:04:59.920 --> 00:05:03.360]  (主席) 他說在黑暗的時候
[00:05:03.360 --> 00:05:06.440]  (主席) 才會看見星星
[00:05:06.440 --> 00:05:08.440]  (主席) 我相信這是很真實的
[00:05:08.440 --> 00:05:10.880]  (主席) 不過問題是
[00:05:10.880 --> 00:05:13.560]  (主席) 在黑暗的時刻當中
[00:05:13.560 --> 00:05:19.880]  (主席) 哪一個人願意成為星星呢?
[00:05:19.880 --> 00:05:24.160]  (主席) 主日我們所選讀的幾段經文
[00:05:24.160 --> 00:05:27.600]  (主席) 其實都是指向這個方向
[00:05:27.600 --> 00:05:32.640]  (主席) 要我們在壞、無力和黑暗的時刻當中
[00:05:32.640 --> 00:05:37.920]  (主席) 要存著盼望和信心
[00:05:37.920 --> 00:05:44.680]  (主席) 第一段經文《耶利米蘇》第33章14-16節
[00:05:44.680 --> 00:05:46.720]  (主席) 耶利米先知生活在主前
[00:05:46.720 --> 00:05:50.600]  (主席) 大概第七世紀末至第六世紀左右
[00:05:50.600 --> 00:05:55.880]  (主席) 這個可以說是由大國末期的時代
[00:05:55.880 --> 00:06:00.240]  (主席) 由大國先後受很多不同的國家所控制
[00:06:00.240 --> 00:06:05.720]  (主席) 包括了亞述、埃及和巴比倫
[00:06:05.720 --> 00:06:10.240]  (主席) 國王的無能、宗教信仰的敗壞
[00:06:10.240 --> 00:06:15.360]  (主席) 這個可以說是由大國最黑暗的時期
[00:06:15.360 --> 00:06:19.120]  (主席) 其實不單是由大國處於一個黑暗的當中
[00:06:19.120 --> 00:06:22.560]  (主席) 耶利米一生都是黑暗的
