
[00:00:00.000 --> 00:00:02.940]  親愛的姐妹平安
[00:00:02.940 --> 00:00:08.220]  無論是現場或是線上的朋友
[00:00:08.220 --> 00:00:11.100]  願主耶穌基督的恩惠及平安
[00:00:11.100 --> 00:00:14.440]  常與你及你一家同在
[00:00:14.440 --> 00:00:20.140]  上星期是一年一度的青少年主日
[00:00:20.140 --> 00:00:22.840]  在我們教會有兩位年青人
[00:00:22.840 --> 00:00:24.900]  馬善寧和方雅妍
[00:00:24.900 --> 00:00:29.080]  他們分別在週末敬拜及主日崇拜
[00:00:29.080 --> 00:00:31.080]  分享見證
[00:00:31.080 --> 00:00:32.860]  不知道大家有沒有留意到
[00:00:32.860 --> 00:00:36.020]  他們都分享了同一句金句
[00:00:36.020 --> 00:00:38.800]  就是《馬太福音》六章三十四節
[00:00:38.800 --> 00:00:41.880]  所以不要為明天憂慮
[00:00:41.880 --> 00:00:44.720]  因為明天自有明天的憂慮
[00:00:44.720 --> 00:00:48.520]  一天的難處一天當就夠了
[00:00:48.520 --> 00:00:50.820]  雖然他們沒有直接分享
[00:00:50.820 --> 00:00:53.520]  為什麼這麼喜歡這句經文
[00:00:53.520 --> 00:00:56.720]  但從他們提到考DSE
[00:00:56.720 --> 00:00:59.300]  或者選學生會時的憂慮
[00:00:59.300 --> 00:01:02.100]  我們至少能夠推斷到
[00:01:02.100 --> 00:01:05.640]  他們經歷這些憂慮及難處時
[00:01:05.640 --> 00:01:08.100]  這句金句或多或少
[00:01:08.100 --> 00:01:11.880]  都帶給他們一絲安慰
[00:01:11.880 --> 00:01:17.080]  然而又何止他們兩個有憂慮及難處
[00:01:17.080 --> 00:01:18.400]  在我來說
[00:01:18.400 --> 00:01:21.760]  我離開梁法堂去合一堂目會
[00:01:21.760 --> 00:01:30.640]  這兩年香港甚至全世界都發生了很多很大的變化
[00:01:30.640 --> 00:01:33.960]  無論是因著疫情或是因著政情
[00:01:33.960 --> 00:01:37.160]  我所牧養的青少年人或年輕夫婦
[00:01:37.160 --> 00:01:41.240]  他們的生活、生命都起了很大的變化
[00:01:41.240 --> 00:01:45.120]  大大地震動了他們的教會生活
[00:01:45.120 --> 00:01:46.520]  作為牧者的我
[00:01:46.520 --> 00:01:48.640]  除了聆聽他們的憂慮
[00:01:48.640 --> 00:01:51.120]  明白他們的難處之外
[00:01:51.120 --> 00:01:53.480]  亦都要嘗試引導他們
[00:01:53.480 --> 00:01:55.520]  在重重的困難當中
[00:01:55.520 --> 00:01:57.680]  仍然要堅守信仰
[00:01:57.680 --> 00:02:05.600]  不要輕易地將維持屬靈生命的元素斷捨離
[00:02:05.600 --> 00:02:07.800]  但是我絕對明白
[00:02:07.800 --> 00:02:09.800]  這樣談何容易
[00:02:09.800 --> 00:02:11.200]  在這個時代
[00:02:11.200 --> 00:02:14.400]  要去牧養青少年或年輕夫婦等等
[00:02:14.400 --> 00:02:17.960]  變得越來越困難
[00:02:17.960 --> 00:02:19.160]  親愛的弟姐妹
[00:02:19.160 --> 00:02:21.560]  這兩年你的生活
[00:02:21.560 --> 00:02:24.080]  有沒有起了很大的變化
[00:02:24.080 --> 00:02:28.320]  你的屬靈生命的光景又如何呢?
[00:02:28.320 --> 00:02:32.040]  希望今晚上帝透過這篇講道
[00:02:32.040 --> 00:02:34.160]  親自安慰我們
[00:02:34.160 --> 00:02:35.120]  激勵我們
[00:02:35.120 --> 00:02:36.640]  堅定我們
[00:02:36.640 --> 00:02:38.320]  讓無論聽的、說的
[00:02:38.320 --> 00:02:39.640]  都能夠同感一靈
[00:02:39.640 --> 00:02:41.440]  同德益全
[00:02:41.440 --> 00:02:43.440]  讓我們一起祈禱
[00:02:47.320 --> 00:02:49.320]  願我口中的言語
[00:02:49.320 --> 00:02:51.960]  頂姐妹的心思意念
[00:02:51.960 --> 00:02:53.960]  同蒙主的啟迪
[00:02:53.960 --> 00:02:55.840]  同蒙主的悅納
[00:02:55.840 --> 00:02:59.040]  祈禱奉主耶穌基督的聖名祈求
[00:02:59.040 --> 00:03:01.040]  阿門
[00:03:01.040 --> 00:03:06.640]  今日的講道經文是來自
[00:03:06.640 --> 00:03:10.440]  《哥羅西書》一章二十一至二十三節
[00:03:10.440 --> 00:03:12.920]  二十一節是這樣說的
[00:03:12.920 --> 00:03:15.320]  從前你們與上帝隔絕
[00:03:15.320 --> 00:03:17.440]  心思上與他為敵
[00:03:17.440 --> 00:03:20.280]  行為邪惡
[00:03:20.280 --> 00:03:22.280]  「隔絕」這個字
[00:03:22.280 --> 00:03:26.000]  原文不單只是說「隔開」
[00:03:26.000 --> 00:03:31.320]  更加有「不屬於」或者「完全無關係」的意思
[00:03:31.320 --> 00:03:36.080]  所以二十一節這裡是在表達人和上帝
[00:03:36.080 --> 00:03:38.600]  不只是在說「分開」或者「隔離」
[00:03:38.600 --> 00:03:41.400]  更加是在說我們從前
[00:03:41.400 --> 00:03:46.960]  因著我們邪惡的思想和行為已經不再屬於上帝
[00:03:46.960 --> 00:03:50.920]  以至我們與上帝已經斷絕了關係
[00:03:50.920 --> 00:03:53.920]  甚至乎與他為敵
[00:03:53.920 --> 00:03:55.640]  行為邪惡
[00:03:55.640 --> 00:03:59.520]  當然是指我們生活中的不良行為
[00:03:59.520 --> 00:04:01.320]  不要說聖經的標準
[00:04:01.320 --> 00:04:07.440]  就連世俗的所謂道德倫理的標準都不達標的行為
[00:04:07.440 --> 00:04:09.720]  這些就是惡行
[00:04:09.720 --> 00:04:12.440]  而心思上與上帝為敵
[00:04:12.440 --> 00:04:15.080]  就是表示邪念
[00:04:15.080 --> 00:04:17.840]  還未發展成惡行
[00:04:17.840 --> 00:04:21.560]  雖然世界的標準還接受有邪念
[00:04:21.560 --> 00:04:22.920]  但在上帝的眼中
[00:04:22.920 --> 00:04:27.800]  有邪念已經是與上帝為敵了
[00:04:27.800 --> 00:04:31.920]  這個對罪的神學思想很影響著我
[00:04:31.920 --> 00:04:37.160]  經常令我警醒和反思自己的心思意念
[00:04:37.160 --> 00:04:40.800]  或者世界會形容我這一群人
[00:04:40.800 --> 00:04:43.200]  就是道德塔利班
[00:04:43.200 --> 00:04:46.160]  就是那些道德主義氾濫
[00:04:46.160 --> 00:04:47.760]  矯枉過正的人
[00:04:47.760 --> 00:04:49.760]  但我絕對不介意
[00:04:49.760 --> 00:04:52.520]  我反問
[00:04:52.520 --> 00:04:58.480]  如果我們沒有一條由永久不變的真理拉出的紅線
[00:04:58.480 --> 00:05:01.960]  作為我們行事為人的指標的話
[00:05:01.960 --> 00:05:04.080]  如果我們只是單單靠那些
[00:05:04.080 --> 00:05:07.400]  可以因應時代環境而改變的道德倫理
[00:05:07.400 --> 00:05:10.680]  作為我們的準繩
[00:05:10.680 --> 00:05:12.160]  來做事的話
[00:05:12.160 --> 00:05:14.080]  我就會覺得很恐怖
[00:05:14.080 --> 00:05:15.680]  很邪惡
[00:05:15.680 --> 00:05:17.440]  我舉個例子
[00:05:17.440 --> 00:05:19.240]  三十年前
[00:05:19.240 --> 00:05:21.080]  還未撞車
[00:05:21.080 --> 00:05:24.760]  我去日本東京探望一個朋友
[00:05:24.760 --> 00:05:27.800]  我記得在某一座大佛前面
[00:05:27.800 --> 00:05:29.560]  拍了這張照片
[00:05:29.560 --> 00:05:32.760]  後面有一大堆中學生
[00:05:32.760 --> 00:05:37.720]  我坐車的時候就問我這位日籍的朋友George
[00:05:37.720 --> 00:05:42.080]  問他怎樣形容現在的日本年輕人
[00:05:42.080 --> 00:05:44.640]  說的是三十年前
[00:05:44.640 --> 00:05:46.600]  殊不知我一問之下
[00:05:46.600 --> 00:05:48.200]  他就回答我
[00:05:48.200 --> 00:05:49.240]  他說
[00:05:49.240 --> 00:05:52.200]  對日本的年輕人來說
[00:05:52.200 --> 00:05:54.960]  十八歲之前未失身
[00:05:54.960 --> 00:05:57.200]  是一件醜事
[00:05:57.200 --> 00:06:01.000]  因為代表了自己不吸引
[00:06:01.000 --> 00:06:02.360]  由於我成長的年代
[00:06:02.360 --> 00:06:07.800]  香港人對性的觀念算是保守的
[00:06:07.800 --> 00:06:10.760]  而當時的社會普遍都認為
[00:06:10.760 --> 00:06:13.520]  不應該有婚前性行為
[00:06:13.520 --> 00:06:16.520]  所以聽到George這樣形容日本的青少年
[00:06:16.520 --> 00:06:18.560]  就令我很驚訝
[00:06:18.560 --> 00:06:20.080]  更加很擔心
[00:06:20.080 --> 00:06:23.040]  究竟這種思想會不會在不久的將來
[00:06:23.040 --> 00:06:26.080]  就會摧襲香港呢
[00:06:26.080 --> 00:06:27.800]  寫這篇講章的時候
[00:06:27.800 --> 00:06:30.320]  我在網上看到一些討論區
[00:06:30.320 --> 00:06:32.240]  看到以下的分享
[00:06:32.240 --> 00:06:33.400]  有人說
[00:06:33.400 --> 00:06:35.520]  我雖然拍過拖
[00:06:35.520 --> 00:06:39.040]  但還是處女
[00:06:39.040 --> 00:06:40.680]  另一個又說
[00:06:40.680 --> 00:06:42.560]  我今年二十多歲
[00:06:42.560 --> 00:06:44.920]  都還沒有發生過性行為
[00:06:44.920 --> 00:06:46.920]  我是不是loser
[00:06:46.920 --> 00:06:49.080]  即是失敗者
[00:06:49.080 --> 00:06:50.720]  甚至傳媒會恭喜那些
[00:06:50.720 --> 00:06:52.800]  帶著肚子走婚禮的藝人
[00:06:52.800 --> 00:06:53.920]  恭喜他們
[00:06:53.920 --> 00:06:57.400]  雙喜臨門
[00:06:57.400 --> 00:06:59.920]  社會對性的道德觀念
[00:06:59.920 --> 00:07:02.520]  竟然在短短的十多二十年
[00:07:02.520 --> 00:07:04.920]  就瞬間變化
[00:07:04.920 --> 00:07:07.600]  完全反過來
[00:07:07.600 --> 00:07:09.520]  我希望這種思想
[00:07:09.520 --> 00:07:11.520]  還沒有入侵在座當中
[00:07:11.520 --> 00:07:15.400]  或者在網上直播的年輕人心中
[00:07:15.400 --> 00:07:17.240]  各位年輕人
[00:07:17.240 --> 00:07:19.760]  你們真的要潔身自愛
[00:07:19.760 --> 00:07:22.240]  不要在心思上
[00:07:22.240 --> 00:07:23.600]  與上帝為敵
[00:07:23.600 --> 00:07:27.360]  更加不要行為邪惡
[00:07:27.360 --> 00:07:28.520]  如果你說
[00:07:28.520 --> 00:07:30.400]  凱傑你放心
[00:07:30.400 --> 00:07:32.040]  我不會行為邪惡
[00:07:32.040 --> 00:07:35.240]  我一定不會做犯法的事
[00:07:35.240 --> 00:07:36.480]  我告訴你
[00:07:36.480 --> 00:07:41.160]  就算你的言行沒有觸犯法律
[00:07:41.160 --> 00:07:42.760]  在上帝的眼中
[00:07:42.760 --> 00:07:47.440]  你依然未必能夠做到無可指責
[00:07:47.440 --> 00:07:52.760]  因為法律可以因應某些原因而改變
[00:07:52.760 --> 00:07:54.560]  我又舉個例
[00:07:54.560 --> 00:07:56.480]  2003年之前
[00:07:56.480 --> 00:08:00.120]  在香港賭球是犯法的
[00:08:00.120 --> 00:08:03.760]  那一年立法會竟然通過了一條法案
[00:08:03.760 --> 00:08:05.680]  使賭球合法化
[00:08:05.680 --> 00:08:08.000]  或者叫規範化
[00:08:08.000 --> 00:08:11.000]  當我知道立法會通過這條議案的時候
[00:08:11.000 --> 00:08:13.480]  我非常生氣
[00:08:13.480 --> 00:08:17.920]  原來立法會通過的其中一個主要原因
[00:08:17.920 --> 00:08:21.600]  竟然是因為政府沒有稅
[00:08:21.600 --> 00:08:23.960]  稅收少了
[00:08:23.960 --> 00:08:26.840]  而通過了賭球規範化的話
[00:08:26.840 --> 00:08:31.120]  就能夠將這個計劃交給賽馬會去管理
[00:08:31.120 --> 00:08:33.600]  不單止能夠增加稅收
[00:08:33.600 --> 00:08:36.440]  能夠打擊非法外圍賭注集團
[00:08:36.440 --> 00:08:41.960]  也都能夠壯大馬會的慈善捐助
[00:08:41.960 --> 00:08:44.120]  但是可惜
[00:08:44.120 --> 00:08:46.000]  當你通過的時候
[00:08:46.000 --> 00:08:49.880]  卻是會同時助長了賭風
[00:08:49.880 --> 00:08:51.760]  使到賭博年輕化
[00:08:51.760 --> 00:08:55.560]  更加因而產生不少的病態賭徒
[00:08:55.560 --> 00:08:56.960]  這個改變
[00:08:56.960 --> 00:08:58.440]  18年後的今天
[00:08:58.440 --> 00:09:00.400]  大家有目共睹的
[00:09:00.400 --> 00:09:03.000]  你試試回到觀塘廣場下面
[00:09:03.000 --> 00:09:04.080]  投注站那裏
[00:09:04.080 --> 00:09:05.040]  你們停一停
[00:09:05.040 --> 00:09:06.680]  看一看
[00:09:06.680 --> 00:09:09.000]  你就會看到
[00:09:09.000 --> 00:09:14.880]  年輕人下注的比例上升了不少
[00:09:14.880 --> 00:09:17.760]  如果你用愛心提醒這班年輕人
[00:09:17.760 --> 00:09:19.400]  不要賭錢下去
[00:09:19.400 --> 00:09:22.600]  小心沉迷賭博
[00:09:22.600 --> 00:09:25.280]  他們可能跟你說
[00:09:25.280 --> 00:09:29.000]  沒所謂啦,我又沒有犯法
[00:09:29.000 --> 00:09:31.200]  賭波不犯法的啦
[00:09:31.200 --> 00:09:32.880]  沒所謂啦
[00:09:32.880 --> 00:09:34.520]  親愛的姐妹
[00:09:34.520 --> 00:09:36.320]  我們身處的香港
[00:09:36.320 --> 00:09:39.840]  原來只要有一班位高權重的人
[00:09:39.840 --> 00:09:41.200]  一起舉手的話
[00:09:41.200 --> 00:09:45.200]  原本犯法的事都可能變成合法
[00:09:45.200 --> 00:09:47.840]  原本市民能夠享受的自由
[00:09:47.840 --> 00:09:53.480]  亦都可以一瞬間因為這班人舉手而變成非法的行為
[00:09:53.480 --> 00:09:56.760]  所以我們更加要保守自己的言行
[00:09:56.760 --> 00:10:00.920]  不單止要行在律法之上
[00:10:00.920 --> 00:10:06.880]  更加要以聖經的真理為量度我們行事為人的準繩
[00:10:06.880 --> 00:10:12.400]  才能夠確保我們沒有跟上帝隔絕
