
[00:00:00.000 --> 00:00:04.400]  今天第一個主日我都要講什麼
[00:00:04.400 --> 00:00:08.560]  教會的意向是什麼
[00:00:08.560 --> 00:00:15.160]  積極恢復奮力更新
[00:00:15.160 --> 00:00:19.360]  我已經幾乎講了一年了
[00:00:19.360 --> 00:00:23.640]  我今天要講重新恢復再次更新
[00:00:23.640 --> 00:00:27.000]  這一兩年來
[00:00:28.120 --> 00:00:29.600]  During the pandemic
[00:00:29.600 --> 00:00:32.480]  聽說全世界的教會
[00:00:32.480 --> 00:00:36.720]  統統都受虧損
[00:00:36.720 --> 00:00:39.080]  是的
[00:00:39.080 --> 00:00:42.560]  唯一的一件事是Zoom大發歷史
[00:00:42.560 --> 00:00:44.480]  但是不管怎麼樣
[00:00:44.480 --> 00:00:49.040]  我們也進入一個嶄新的時代
[00:00:49.040 --> 00:00:54.000]  這一兩年許許多多的挫折
[00:00:54.000 --> 00:00:57.640]  所以我今天要跟各位來講
[00:00:57.640 --> 00:01:00.960]  重新恢復再次更新
[00:01:00.960 --> 00:01:11.200]  既然說這是我們教會第一個的主日
[00:01:11.200 --> 00:01:12.400]  我要講的信息
[00:01:12.400 --> 00:01:15.400]  我等一下要來跟各位講一下
[00:01:15.400 --> 00:01:20.760]  就是說我們過去講過哪些關於恢復更新的
[00:01:20.760 --> 00:01:26.280]  今天我們的經文是約爾書二章23到25集
[00:01:26.280 --> 00:01:29.000]  它是講說神要補還你
[00:01:29.000 --> 00:01:31.400]  如果你去看它的經文
[00:01:31.400 --> 00:01:41.880]  它講是說蝗蟲 螞蚱 藍子 還有繭蟲這四種
[00:01:41.880 --> 00:01:44.200]  蝗蟲有九十多種
[00:01:44.200 --> 00:01:45.480]  英文叫做Locust
[00:01:45.480 --> 00:01:48.400]  但是它特別提出來這四種
[00:01:48.400 --> 00:01:50.960]  等一下我稍微給你們解釋一下
[00:01:50.960 --> 00:01:54.880]  神要補還給我們
[00:01:54.880 --> 00:01:56.440]  但是我們要怎麼樣
[00:01:56.440 --> 00:01:59.320]  竭力走出陰霾
[00:01:59.320 --> 00:02:04.040]  我們不能夠再躺在死陰幽谷
[00:02:04.040 --> 00:02:06.440]  哎呦 神啊 我好可憐
[00:02:06.440 --> 00:02:08.960]  這一兩年我被打敗了
[00:02:08.960 --> 00:02:09.920]  No
[00:02:09.920 --> 00:02:13.480]  保羅說我被打倒
[00:02:13.480 --> 00:02:14.440]  但是我被打敗
[00:02:14.440 --> 00:02:15.920]  但是我沒打死
[00:02:15.920 --> 00:02:18.160]  我還可以站起來
[00:02:18.160 --> 00:02:21.280]  我還是要再一次的走出陰霾
[00:02:21.280 --> 00:02:23.600]  我還是要走出死陰幽谷
[00:02:24.400 --> 00:02:25.400]  另外我們要
[00:02:25.400 --> 00:02:28.440]  渴望復興與更新
[00:02:28.440 --> 00:02:29.880]  Hallelujah
[00:02:29.880 --> 00:02:32.240]  Restore and Renew
[00:02:32.240 --> 00:02:37.560]  另外最後我們要直奔神給我們的命定
[00:02:37.560 --> 00:02:39.560]  不是我的命定
[00:02:39.560 --> 00:02:41.080]  神給我的命定
[00:02:41.080 --> 00:02:43.800]  保羅說他的命定是
[00:02:43.800 --> 00:02:47.080]  忘記背後奴隸面前向着標杆直跑
[00:02:47.080 --> 00:02:48.920]  那麼
[00:02:48.920 --> 00:02:52.280]  我的命定就是在這地方
[00:02:53.160 --> 00:02:55.960]  來做這麼一點點的事情
[00:02:55.960 --> 00:02:57.080]  感謝神
[00:02:57.080 --> 00:02:59.960]  最後我們要再一次結論是說
[00:02:59.960 --> 00:03:02.800]  我們要依靠神復活的大門
[00:03:02.800 --> 00:03:06.160]  能夠活出精彩的人生
[00:03:06.160 --> 00:03:07.240]  感謝神
[00:03:07.240 --> 00:03:12.840]  我們過去講過恢復更新的事情
[00:03:12.840 --> 00:03:16.800]  我在一月份的時候我講叫除舊不新
[00:03:16.800 --> 00:03:20.000]  也就是說我們舊人有舊樣子
[00:03:20.000 --> 00:03:22.000]  新人有新樣子
[00:03:23.360 --> 00:03:25.480]  甚至於他有一個比喻是說
[00:03:25.480 --> 00:03:30.240]  舊的衣 舊的布 新的酒
[00:03:30.240 --> 00:03:35.840]  新舊酒還有新舊皮帶等等
[00:03:35.840 --> 00:03:40.160]  保羅是講得最明白
[00:03:40.160 --> 00:03:42.760]  他說我心中有兩個律
[00:03:42.760 --> 00:03:44.080]  一個是肢體的律
[00:03:44.080 --> 00:03:46.680]  一個是心中的律
[00:03:46.680 --> 00:03:49.720]  也就是說一個是老我 一個是聖靈
[00:03:49.720 --> 00:03:52.080]  這兩個律在動 在打
[00:03:53.440 --> 00:03:56.080]  所以他說保羅說我好苦
[00:03:56.080 --> 00:03:58.760]  想要做的做不出來
[00:03:58.760 --> 00:04:00.760]  不想做的仍然是在做
[00:04:00.760 --> 00:04:04.360]  另外剛纔我們講到說
[00:04:04.360 --> 00:04:07.040]  新布要補到新衣服上面
[00:04:07.040 --> 00:04:12.200]  新酒要裝在新皮帶裏面
[00:04:12.200 --> 00:04:15.640]  因爲你如果舊布補到新衣服上面
[00:04:15.640 --> 00:04:19.160]  新衣服一縮水就把舊布拉破了
[00:04:19.680 --> 00:04:24.840]  你如果把新酒裝到舊皮帶裏面
[00:04:24.840 --> 00:04:27.000]  那新酒會繼續發酵
[00:04:27.000 --> 00:04:29.040]  結果舊皮帶就破了
[00:04:29.040 --> 00:04:34.640]  保羅又講了一個最經典的一句話
[00:04:34.640 --> 00:04:38.000]  他說我們要脫去舊人 傳善新人
[00:04:38.000 --> 00:04:40.600]  哇 何等的美好
[00:04:40.600 --> 00:04:41.760]  是不是
[00:04:41.760 --> 00:04:42.880]  感謝神
[00:04:42.880 --> 00:04:44.080]  2月份
[00:04:44.080 --> 00:04:45.720]  我是說我們要
[00:04:45.720 --> 00:04:50.560]  expecting restoration and renewal
[00:04:50.560 --> 00:04:54.760]  要期待更新跟恢復
[00:04:54.760 --> 00:04:56.840]  因爲正好是牛年
[00:04:56.840 --> 00:04:59.000]  我還特別講說今年
[00:04:59.000 --> 00:05:00.880]  這個是bull market
[00:05:00.880 --> 00:05:02.520]  這個stock market
[00:05:02.520 --> 00:05:04.160]  不是bear market
[00:05:04.160 --> 00:05:05.560]  所以你看今年
[00:05:05.560 --> 00:05:07.000]  他已經衝破了
[00:05:07.000 --> 00:05:08.520]  超出了1萬多年
[00:05:08.520 --> 00:05:10.200]  都增加了這麼多
[00:05:10.200 --> 00:05:12.480]  我還以爲美國經濟要垮臺了
[00:05:12.480 --> 00:05:14.000]  還在衝着股票
[00:05:15.200 --> 00:05:16.400]  我們要恢復
[00:05:16.400 --> 00:05:18.520]  我們要更新就好像
[00:05:18.520 --> 00:05:20.360]  這一個新的年
[00:05:20.360 --> 00:05:24.280]  尤其我們進入5782年
[00:05:24.280 --> 00:05:27.440]  我們要just looking to the new stuff
[00:05:27.440 --> 00:05:28.880]  在這個以色拉記事裏面
[00:05:28.880 --> 00:05:29.800]  他說
[00:05:29.800 --> 00:05:30.840]  雅哈水滷王
[00:05:30.840 --> 00:05:32.000]  他有一天早上起來
[00:05:32.000 --> 00:05:33.280]  神激動他
[00:05:33.280 --> 00:05:35.120]  Stand up
[00:05:35.120 --> 00:05:37.200]  他就說你們猶大人要
[00:05:37.200 --> 00:05:38.480]  Rise up
[00:05:38.480 --> 00:05:40.640]  你們要站起來
[00:05:40.640 --> 00:05:43.800]  那麼我把我國庫
[00:05:43.800 --> 00:05:48.120]  尼布賈尼沙從聖殿擄來的金銀財寶
[00:05:48.120 --> 00:05:51.440]  什麼銀盤多少金盤多少
[00:05:51.440 --> 00:05:53.560]  等等我給你們帶回去
[00:05:53.560 --> 00:05:56.560]  你要重修聖城重修聖殿
[00:05:56.560 --> 00:06:02.080]  So go up and take out and brand up
[00:06:02.080 --> 00:06:06.160]  這是神使用外邦人
[00:06:06.160 --> 00:06:08.720]  又講到貝魯迴歸的事情
[00:06:08.720 --> 00:06:10.160]  好的
[00:06:10.160 --> 00:06:13.840]  同時呢
[00:06:13.840 --> 00:06:18.920]  三月份我講說我們要恢復跟更新
[00:06:18.920 --> 00:06:22.120]  就好像我們在手機呀
