
[00:00:00.000 --> 00:00:01.280]  丁師傅:丁師妹,早晨
[00:00:01.280 --> 00:00:02.240]  丁師妹:早晨
[00:00:02.240 --> 00:00:05.760]  丁師傅:在一起聽主的道理之前
[00:00:05.760 --> 00:00:06.240]  丁師妹:早晨
[00:00:06.240 --> 00:00:08.080]  丁師傅:又是一起透過禱告
[00:00:08.080 --> 00:00:10.320]  丁師妹:透過聖靈帶領我們明白他的心事意念
[00:00:10.320 --> 00:00:11.520]  丁師妹:用心低頭禱告
[00:00:11.520 --> 00:00:14.960]  丁師妹:父神,多謝祢
[00:00:14.960 --> 00:00:19.040]  丁師妹:讓我們仍然能夠踏足地上
[00:00:19.040 --> 00:00:26.000]  丁師妹:仍然讓我們可以經驗上帝祢創造的美麗
[00:00:26.000 --> 00:00:28.640]  丁師妹:祢讓我們能夠在地上
[00:00:28.640 --> 00:00:34.560]  丁師妹:不單止有四時的景象
[00:00:34.560 --> 00:00:39.040]  丁師妹:並且讓我們可以在不同的光景裏面
[00:00:39.040 --> 00:00:40.960]  丁師妹:能夠可以繼續的經驗
[00:00:40.960 --> 00:00:48.640]  丁師妹:如何在各式各樣的人生當中的精彩片段
[00:00:48.640 --> 00:00:50.960]  丁師妹:欣賞到祢和我們同在
[00:00:50.960 --> 00:00:53.600]  丁師妹:為獻上感恩
[00:00:53.600 --> 00:00:55.840]  丁師妹:求主祢的帶領
[00:00:55.840 --> 00:01:00.000]  丁師妹:讓我們能夠成為一個合主祢心意的人
[00:01:00.000 --> 00:01:03.680]  丁師妹:從心禱告,奉教主耶穌的德性的明智教
[00:01:03.680 --> 00:01:04.720]  丁師妹:阿們
[00:01:04.720 --> 00:01:10.240]  丁師妹:不知道大家有沒有去過一些主題公園
[00:01:10.240 --> 00:01:15.520]  丁師妹:或者去一些郊野公園旅行
[00:01:15.520 --> 00:01:21.680]  丁師妹:我很喜歡行山
[00:01:21.680 --> 00:01:26.000]  丁師妹:在加拿大來計算,行山是很好的機會
[00:01:26.000 --> 00:01:29.840]  丁師妹:因為當然有一條在你左邊
[00:01:29.840 --> 00:01:39.840]  丁師妹:去年我和家人說很久沒有去過主題公園
[00:01:39.840 --> 00:01:43.920]  丁師妹:其實我很怕去主題公園玩過山車
[00:01:43.920 --> 00:01:48.000]  丁師妹:因為我現在真的受不了
[00:01:48.000 --> 00:01:53.520]  丁師妹:因為年紀大了,受不了那種刺激的能力
[00:01:53.520 --> 00:01:56.000]  丁師妹:就是拋來拋去
[00:01:56.000 --> 00:01:58.720]  丁師妹:你看我的樣子也挺年輕
[00:01:58.720 --> 00:02:02.720]  丁師妹:自己明白自己的情況
[00:02:02.720 --> 00:02:04.960]  丁師妹:不過無論你是去一些主題公園也好
[00:02:04.960 --> 00:02:07.120]  丁師妹:或者去行山也好
[00:02:07.120 --> 00:02:10.880]  丁師妹:我想你一定會第一件事去做的就是
[00:02:10.880 --> 00:02:14.480]  丁師妹:要認識主題公園究竟有些什麼玩
[00:02:14.480 --> 00:02:18.880]  丁師妹:然後設計好路程應該怎麼走
[00:02:18.880 --> 00:02:22.240]  丁師妹:或者你去行山的話,比如在加拿大更好
[00:02:22.240 --> 00:02:27.520]  丁師妹:你一進去交野公園的散步徑的時候
[00:02:27.520 --> 00:02:33.920]  丁師妹:通常都會有一幅地圖掛在入口的地方
[00:02:33.920 --> 00:02:39.040]  丁師妹:現在我們很好,我們在這個年代可以用手機拍照
[00:02:39.040 --> 00:02:44.640]  丁師妹:大約知道路程會走多遠,去多遠,會經過什麼地方
[00:02:44.640 --> 00:02:51.040]  丁師妹:難度有多少,然後你自己預計可以走多遠
[00:02:51.040 --> 00:02:54.240]  丁師妹:不過無論你是去一個主題公園也好
[00:02:54.240 --> 00:02:57.200]  丁師妹:或者去一些交野公園也好
[00:02:57.200 --> 00:03:04.080]  丁師妹:為什麼我們要先有這個地圖去參考呢
[00:03:04.080 --> 00:03:06.800]  丁師妹:因為其中一個最主要的原因就是
[00:03:06.800 --> 00:03:12.160]  丁師妹:你不想錯過你能夠花的時間在這個公園
[00:03:12.160 --> 00:03:15.360]  丁師妹:或者這個主題公園裡面的活動
[00:03:15.360 --> 00:03:22.160]  丁師妹:特別你知道去旅行這件事是很巧妙和很吊詭的一件事
[00:03:22.160 --> 00:03:27.280]  丁師妹:吊詭是什麼意思,就是說有些事情好像做又不做
[00:03:27.280 --> 00:03:31.360]  丁師妹:不做又好像損失,但好像實質是沒有損失的
[00:03:31.360 --> 00:03:34.480]  丁師妹:因為很多時候你去一些主題公園
[00:03:34.480 --> 00:03:39.600]  丁師妹:就說你去玩什麼機動遊戲,看過什麼景點
[00:03:39.600 --> 00:03:41.520]  丁師妹:或者你去走一些山徑的時候
[00:03:41.520 --> 00:03:45.360]  丁師妹:有什麼自然的生態或者景象
[00:03:45.360 --> 00:03:47.280]  丁師妹:你不想錯過的
[00:03:47.280 --> 00:03:52.880]  丁師妹:這些地圖就可以幫助你去了解和預備
[00:03:52.880 --> 00:03:58.160]  丁師妹:保證你花的時間能夠看到這些景點
[00:03:58.160 --> 00:04:02.320]  丁師妹:在加拿大,如果大家對我認識多一點
[00:04:02.320 --> 00:04:07.680]  丁師妹:我就很喜歡去山洞和山徑
[00:04:07.680 --> 00:04:15.360]  丁師妹:早很多年前,我家裡曾經去旅行的時候
[00:04:15.360 --> 00:04:21.520]  丁師妹:師傅也不明白,為什麼我要開車兩三個小時去看山洞
[00:04:21.520 --> 00:04:25.600]  丁師妹:因為我讀書讀中學的時候在課本見過
[00:04:25.600 --> 00:04:29.600]  丁師妹:我知道在那裡,他們經常說看山洞有什麼好看的
[00:04:29.600 --> 00:04:33.120]  丁師妹:但是你去到那種震撼性,真的很不一樣
[00:04:33.120 --> 00:04:36.240]  丁師妹:或者去到新賓士特的時候
[00:04:36.240 --> 00:04:42.480]  丁師妹:大家有沒有去過一個地方叫做平衡石
[00:04:42.480 --> 00:04:45.280]  丁師妹:不用去了,大家以後都沒有了
[00:04:45.280 --> 00:04:50.080]  丁師妹:塌了,剛剛兩年前打大風塌了
[00:04:50.080 --> 00:04:54.720]  丁師妹:但是為了去到那個石頭,我們要開車兩個多小時
[00:04:54.720 --> 00:05:00.080]  丁師妹:我們要繞過新賓士特,從東岸繞向西岸
[00:05:00.080 --> 00:05:04.960]  丁師妹:然後進入一個小島,再走一條很長的山路
[00:05:04.960 --> 00:05:10.080]  丁師妹:因為那些地方是我們很想珍惜,很想去欣賞
[00:05:10.080 --> 00:05:15.840]  丁師妹:看到究竟上帝在那個地方做過什麼特殊功課
[00:05:15.840 --> 00:05:24.160]  丁師妹:這一點就引發我們今天去看作為信徒的人生了
[00:05:24.160 --> 00:05:30.560]  丁師妹:人生,上帝給我們不是很長的時間,是幾十年的時間
[00:05:30.560 --> 00:05:36.960]  丁師妹:有人在這個世界裡不斷重重複複去做很多他以為享受的事情
[00:05:36.960 --> 00:05:44.000]  丁師妹:但是我們作為信徒,我們在這個世界裡面就不只是享受的創造那麼簡單
[00:05:44.000 --> 00:05:47.200]  丁師妹:而是我們去看上帝為什麼在這條路程的上面
[00:05:47.200 --> 00:05:53.600]  丁師妹:預備我們進入永恆當中,應該有一個什麼樣式的生命
[00:05:53.600 --> 00:05:57.440]  丁師妹:去主題公園玩最多你就玩不到某些地方
[00:05:57.440 --> 00:06:00.880]  丁師妹:去這些郊野公園你最多看不到那個自然景象
[00:06:00.880 --> 00:06:05.760]  丁師妹:但是如果你在人生的路上面沒有那條準確的規劃
[00:06:05.760 --> 00:06:10.000]  丁師妹:你可能在人生上面甚至喪失你的永恆的生命
[00:06:10.000 --> 00:06:16.640]  丁師妹:這個就正正是今天我們一起去看這個經文的片段
[00:06:16.640 --> 00:06:22.000]  丁師妹:就是《馬太福音》第十三章,第三十六至四十三節的經文
[00:06:22.000 --> 00:06:26.880]  丁師妹:也是大家經常在教會裡面常常聽見的一段經文
[00:06:26.880 --> 00:06:30.320]  丁師妹:叫做《敗子的比喻》
[00:06:30.320 --> 00:06:34.800]  丁師妹:在這段經文裡面很多時候很多人都是看到
[00:06:34.800 --> 00:06:39.600]  丁師妹:是怎樣傳福音,傳福音的過程當中怎樣有些假信徒
[00:06:39.600 --> 00:06:42.480]  丁師妹:或者有些信信客又不是真的信的
[00:06:42.480 --> 00:06:45.280]  丁師妹:的人在我們的當中周圍
[00:06:45.280 --> 00:06:47.200]  丁師妹:但是我已經重複講過
[00:06:47.200 --> 00:06:52.240]  丁師妹:在《馬太福音》第十三章裡面其實不是用來傳福音
[00:06:52.240 --> 00:06:54.400]  丁師妹:哪些是真信徒哪些是假信徒
[00:06:54.400 --> 00:06:58.480]  丁師妹:而是在說上帝怎樣跟我們每一個屬於祂的子民
[00:06:58.480 --> 00:07:04.560]  丁師妹:有一個準確的交通和認識上帝的心思意念
[00:07:04.560 --> 00:07:07.360]  丁師妹:然後在過程裡面
[00:07:07.360 --> 00:07:09.440]  丁師妹:信徒怎樣走這條路
[00:07:09.440 --> 00:07:13.200]  丁師妹:不會走離開上帝的設計
[00:07:13.200 --> 00:07:17.520]  丁師妹:就好像我先前所說的虛擬網絡一樣
[00:07:17.520 --> 00:07:20.160]  丁師妹:上帝保持這條專有的通道
[00:07:20.160 --> 00:07:22.640]  丁師妹:跟我們去明白祂的心思意念
[00:07:22.640 --> 00:07:24.720]  丁師妹:然後走這條人生路
