
[00:00:00.000 --> 00:00:07.000]  以賽亞書,有幾段經文是大家比較熟悉的,而且很多人喜歡看
[00:00:07.000 --> 00:00:15.000]  其中一段就是第六章,剛才所讀的一段經文,一到八節
[00:00:15.000 --> 00:00:27.000]  這段經文出名的原因是因為它描寫一個罪人和榮耀上帝面對面相遇的經過
[00:00:27.000 --> 00:00:38.000]  這次相遇改變了以賽亞的一生,希望今天這段經文也改變了你的一生
[00:00:38.000 --> 00:00:47.000]  我希望上帝透過這段經文跟你相遇,以致你的人生不再一樣
[00:00:47.000 --> 00:00:54.000]  剛才這段經文有幾點是相當特別,我想跟大家一起分享
[00:00:54.000 --> 00:00:59.000]  第一點是說到第一節
[00:01:08.000 --> 00:01:23.000]  他說:烏西亞王去世那年,我看見主在在高高的寶座上,有解經家說這是以賽亞所見的異象,vision
[00:01:23.000 --> 00:01:27.000]  即是你看他旁邊是看不到的,是他看到的
[00:01:27.000 --> 00:01:36.000]  但有人說這不是異象,這是實景,因為他說我看見主在在高高的寶座上
[00:01:36.000 --> 00:01:46.000]  無論是異象還是實景也好,也不是最重要,最重要是以賽亞與上帝相遇
[00:01:46.000 --> 00:01:51.000]  第二點是在第八節
[00:01:51.000 --> 00:02:11.000]  上帝說我可以猜見誰,誰肯為我們去,這裏記載到三位一體的上帝彼此的對話,我就是上帝一個單屬,我們也是上帝,就是聖父、聖子、聖靈
[00:02:11.000 --> 00:02:22.000]  三位一體的聖父、聖子、聖靈互相對話其實是沒有以賽亞份的,不過他插了一把嘴進去說:我再借你去請妻
[00:02:22.000 --> 00:02:25.000]  這是第二點你要留意的
[00:02:25.000 --> 00:02:35.000]  第三點就是當以賽亞這樣說的時候,自動請嬰的時候,其實他不知道上帝叫他去哪裏
[00:02:35.000 --> 00:02:44.000]  我可以猜見誰,誰肯為我們去,去做什麼他不知道,他就說我在這裏,我願意去
[00:02:44.000 --> 00:02:51.000]  你看到第八節很多人停下來,有個感覺良好,以賽亞真偉大,我也想這樣
[00:02:51.000 --> 00:03:01.000]  但如果你再看下去,從第九節到第三節你就知道,原來以賽亞自動請嬰之後,上帝叫他做些什麼,做些很嚴重的事
[00:03:01.000 --> 00:03:11.000]  上帝就叫他跟猶太人說,你告訴他們知道,你們聽又聽,但是不明白,看完又看,但是不曉得
[00:03:11.000 --> 00:03:21.000]  我要叫這些子民的心思遲鈍,直到城一荒涼,無人居住,房屋空置無人,地土廢棄荒涼
[00:03:21.000 --> 00:03:34.000]  又說要把人遷到遠方,即是被擄去到遠方,在這境外必有很多被撇下的地土,境外剩下的人雖然剩下十分之一都要被消滅,即是沒有了
[00:03:34.000 --> 00:03:44.000]  上帝是要以賽亞講一些嚴重的警告和壞消息,好消息就容易講,恭喜發財,或者新年無福
[00:03:44.000 --> 00:03:57.000]  講壞消息今年應該好衰,人家罵你,但是上帝要以賽亞講真話,面對社會一個國家困難的罪惡指證
[00:03:57.000 --> 00:04:08.000]  這點值得我們基督徒警醒,我們見到社會上出現一些違反聖經教訓的事,我們是否側側駁不多割,還是站起來講真話呢
[00:04:08.000 --> 00:04:20.000]  當我們細心看這段經文時,我就想到一個核心問題,就是究竟什麼力量令到驅使以賽亞向上帝自動請應話
[00:04:20.000 --> 00:04:27.000]  我在這裏,我願意去,請差應我,去哪裏都不要緊,什麼力量令到他這樣做呢
[00:04:27.000 --> 00:04:40.000]  今天我要提這個問題,可能這個力量都會驅使你這樣做,首先我們看看歷史背景,以賽亞見到上帝的時候是烏西亞王死那一年
[00:04:40.000 --> 00:04:53.000]  是公元前739年,大約是所羅門死了之後200年,那時候以色列早已經分開南北兩國,北邊是以色列,南邊是猶大
[00:04:53.000 --> 00:05:03.000]  以色列當時已經日漸衰弱,而在再北一些的亞述國日漸強盛,過了17年就消滅了以色列
[00:05:03.000 --> 00:05:20.000]  不過猶大王,猶大這個國就好一些,烏西亞王是一個好皇帝,勵精圖治,所以猶太國再生存多150年,然後才被消滅,被巴比倫王攻陷
[00:05:20.000 --> 00:05:31.000]  那烏西亞王雖然是個好皇帝,在位52年,但是他晚年驕傲,就進了聖殿裡面,做了一些他不能做的事情
[00:05:31.000 --> 00:05:39.000]  他說皇帝有什麼不可以做,皇帝不可以做祭司的事情,在神面前供奉的祭司,皇帝不可以做他就做了
[00:05:39.000 --> 00:05:55.000]  上帝懲罰他,最後十幾年患了麻瘋病,由兒子代他執政,但是雖然是這樣,聖經都說他是一個好皇帝,行夜禍華,眼中看為正的事
[00:05:55.000 --> 00:06:03.000]  這句話,今日世界都很適用,有誰行夜禍華,眼中看為正的事,就是好皇帝
[00:06:03.000 --> 00:06:14.000]  哪個總統敢做就是好總統,現在你數落就不是很多個,世界上不是很多個皇帝總統政府行夜禍華,眼中看為正的事
[00:06:14.000 --> 00:06:28.000]  香港是不是,香港不是一個國家,香港都未必是,所以其實我們面臨現今的社會是一個邪惡社會
[00:06:28.000 --> 00:06:39.000]  在我們軍王政府做夜禍華,眼中看為惡的事,最後都要滅亡,最後都滅亡,我們要警醒
[00:06:39.000 --> 00:06:55.000]  以賽亞自己有皇室血統,他見到烏西亞王死了,好皇帝死了,而北邊就很危險,亞述國就快要吞滅以色列
[00:06:55.000 --> 00:07:08.000]  他很憂心,就在這時他看到上帝,他看到上帝坐在寶座上,這徹底改變他,我們看看他看到甚麼
[00:07:08.000 --> 00:07:30.000]  第一節他說我看見主在在高高的寶座上,這個主原文是Adonai,即是有主權的Sovereign,即是有主權的上帝,即是他話事的,他作主的,他話怎樣就怎樣
[00:07:30.000 --> 00:07:55.000]  有主權,他看到這個上帝有主權,第二在第三節,夜禍華這個字出現,形容這個上帝,夜禍華的原文是Yahwa,是自有永有的意思,是永恆的意思
[00:07:55.000 --> 00:08:16.000]  他看到這個上帝不單止有主權,而且是有永恆的,如果你看第三節,聖哉聖哉聖哉,萬君之夜禍華,他的榮光充滿全地,我夜禍華,永恆的神,他的榮光充滿全地
[00:08:16.000 --> 00:08:36.000]  還有他看到,上帝是一個超越的上帝,他第一節主在在高高的寶座上,這個高高是高到無法形容,這個上帝是一個超越的上帝
[00:08:36.000 --> 00:08:51.000]  是遠超過你和我所能想,所以我們不要將上帝放在一個盒裏面,我上帝應該對我好,我又奉獻十分一,我又上呼教旨,我又沒有對不起人
[00:08:51.000 --> 00:09:03.000]  上帝是超越你的,他的意念不同你的意念,他的道路不同你的道路,還有他看到上帝是一個威榮的上帝
[00:09:03.000 --> 00:09:15.000]  第一節說,他形容上帝的衣裳垂下充滿聖殿下,威榮英文是Majesty,一個有皇權威榮的上帝
[00:09:15.000 --> 00:09:35.000]  他的衣裳其實就是古代皇帝的皇袍有條很長的尾巴,就好像婚禮的新娘穿婚紗有條很長的尾巴,為什麼婚禮有這麼長的尾巴呢?
[00:09:35.000 --> 00:09:51.000]  古代西方的皇帝穿的龍袍就是這樣的,這個尾巴代表一個Majesty一個威榮的意思,他看到這個Majesty這個威榮是遮蓋聖殿
[00:09:51.000 --> 00:10:06.000]  新教本是充滿,和合本是遮蓋,整個聖殿被他蓋住,舊約聖殿,新約教會,上帝的衣裳,上帝的威榮充滿整個教會
[00:10:06.000 --> 00:10:21.000]  即是說這個教會很厲害,但不是的,牧師我來到教會總覺得人們不是很順眼,又不是彼此相愛,又不是真心侍奉,而且很多明爭暗鬥
[00:10:21.000 --> 00:10:36.000]  原來既然上帝的威榮蓋住他怎會搞成這樣,人是有罪,人有罪人,但就算他有罪也好,他仍然是上帝的威榮蓋住之下,上帝保護之下,上帝龍罩之下
[00:10:36.000 --> 00:10:56.000]  所以我們在教會裏面對弟兄姊妹要彼此相愛,互相忍讓,謙卑服侍,竭力保守聖靈所賜,合而為一的心,因為我們全部都是被上帝的威榮蓋住,全部都是上帝掌管保護之下
[00:10:56.000 --> 00:11:15.000]  還有他見到上帝是怎樣的呢?上帝的聖潔,如果我們看第二到第三節,在他上面有撒拉弗士納各有六個翅膀,用兩個翅膀遮臉,兩個翅膀遮腳,兩個翅膀飛翔
[00:11:15.000 --> 00:11:31.000]  然後聖哉聖哉聖哉,萬君之和華,他的榮光充滿全地,整本聖經裏面只有這裏描寫撒拉弗士納,撒拉弗士納是上帝特別做的天使,一個靈界受造之物
[00:11:31.000 --> 00:11:48.000]  他特別做的,他的工作是在寶座面前讚美上帝,和攔阻不潔的事和有罪的事,接近上帝的寶座,所以如果你想接近上帝,容易嗎?要撒拉弗士納阻你
[00:11:48.000 --> 00:12:06.000]  以賽見到這樣,他就有個先決不明的對比,上帝這麼威榮,這麼聖潔,撒拉弗士納在這裏,聖哉聖哉聖哉,Holy Holy Holy
[00:12:06.000 --> 00:12:23.000]  我有和,因為我是嘴唇不潔的人,住在嘴唇不潔的民眾,我有親眼見到萬君之和華,因為舊約裏面沒有人能夠見到神,見到神一定死
[00:12:23.000 --> 00:12:36.000]  但是他竟然見到,他就說我有和,所以有些解經家說這個不像是異象,這個可能是親,但是他不用死,他究竟見到的是誰呢?
[00:12:36.000 --> 00:12:53.000]  如果綜合來說,他見到的是有主權的,有永恆的,有超越的,有威榮的,有聖潔的,有恩慈的上帝
[00:12:53.000 --> 00:13:17.000]  為什麼有恩慈呢?因為上帝差派一個撒拉弗士納來到他那裏,用一手拿起一些火炭,碰一碰他的嘴唇,他說我用炭沾了你的嘴唇,你的罪孽就除掉了,你的罪惡就赦免了,這是上帝的恩慈
