
[00:00:00.000 --> 00:00:04.000]  其實整段聖經只是說了最重要的兩個人物
[00:00:04.000 --> 00:00:06.500]  其實這段聖經最主要是講兩個人
[00:00:06.500 --> 00:00:08.000]  帶著以色列民
[00:00:08.000 --> 00:00:09.000]  帶著以色列民
[00:00:09.000 --> 00:00:10.500]  去進入英許地
[00:00:10.500 --> 00:00:11.500]  到了英許地
[00:00:11.500 --> 00:00:12.500]  一個叫摩西
[00:00:12.500 --> 00:00:14.500]  一個叫約書亞
[00:00:14.500 --> 00:00:15.500]  一個叫約書亞
[00:00:15.500 --> 00:00:16.500]  摩西
[00:00:16.500 --> 00:00:20.500]  就在約旦河以東的地區
[00:00:20.500 --> 00:00:23.000]  摩西是在約旦河以東的地區
[00:00:23.000 --> 00:00:26.500]  就幫兩個半支派拿了他們的地業
[00:00:26.500 --> 00:00:29.500]  幫兩個半支派拿到了他們的地
[00:00:29.500 --> 00:00:32.000]  約書亞就幫了九個半支派
[00:00:32.000 --> 00:00:34.000]  約書亞就幫九個半支派
[00:00:34.000 --> 00:00:35.500]  就在約旦河以西
[00:00:35.500 --> 00:00:36.500]  在約旦河以西
[00:00:36.500 --> 00:00:38.000]  就拿了他們的地
[00:00:38.000 --> 00:00:39.000]  就拿到了他們的地
[00:00:39.000 --> 00:00:40.000]  分給他們
[00:00:40.000 --> 00:00:42.000]  分給他們
[00:00:42.000 --> 00:00:45.000]  成為這九個半支派的產業
[00:00:45.000 --> 00:00:47.500]  就成為這九個半支派的產業
[00:00:47.500 --> 00:00:49.000]  這段聖經有什麼好說的
[00:00:49.000 --> 00:00:50.500]  這一段有什麼好說的
[00:00:50.500 --> 00:00:51.000]  有
[00:00:51.000 --> 00:00:52.000]  有
[00:00:52.000 --> 00:00:56.000]  這段聖經第一樣要跟我們說的東西
[00:00:56.000 --> 00:00:58.000]  這段聖經第一點
[00:00:58.000 --> 00:00:59.500]  讓我們所講的
[00:00:59.500 --> 00:01:02.000]  就是要勸我們
[00:01:02.000 --> 00:01:02.500]  勸我們
[00:01:02.500 --> 00:01:03.500]  或者提醒我們
[00:01:03.500 --> 00:01:04.000]  提醒我們
[00:01:04.000 --> 00:01:09.000]  我們要好好把握一些得來不易的機遇
[00:01:09.000 --> 00:01:13.000]  就讓我們好好把握得來不易的機遇
[00:01:13.000 --> 00:01:17.000]  我們不是很容易得到一個機會
[00:01:17.000 --> 00:01:20.000]  可以去給我們去發展
[00:01:20.000 --> 00:01:22.500]  我們很不容易得到一個機會
[00:01:22.500 --> 00:01:24.000]  讓我們有很好的發展
[00:01:24.000 --> 00:01:27.000]  而在屬靈生命的上面
[00:01:27.000 --> 00:01:28.500]  特別是在屬靈生命上
[00:01:28.500 --> 00:01:32.000]  也都不是那麼容易給我們有機會
[00:01:32.000 --> 00:01:35.500]  可以去運用我們的恩賜的
[00:01:35.500 --> 00:01:40.500]  也是很難得有這種機會來運用我們的恩賜
[00:01:40.500 --> 00:01:43.500]  當我們有一個這樣的機會的時候
[00:01:43.500 --> 00:01:45.000]  當我們有這個機會的時候
[00:01:45.000 --> 00:01:46.500]  就要好好地把握
[00:01:46.500 --> 00:01:48.000]  就應該好好地把握
[00:01:48.000 --> 00:01:49.000]  不然的話
[00:01:49.000 --> 00:01:50.500]  不然的話
[00:01:50.500 --> 00:01:52.000]  機會錯過了
[00:01:52.000 --> 00:01:53.000]  機會錯過了
[00:01:53.000 --> 00:01:54.500]  就未必有第二次了
[00:01:54.500 --> 00:01:56.000]  就沒有第二次了
[00:01:56.000 --> 00:01:59.000]  為什麼我這樣說呢
[00:01:59.000 --> 00:02:02.000]  在第十二章的裏面
[00:02:02.000 --> 00:02:04.000]  我們剛剛看到
[00:02:04.000 --> 00:02:08.000]  他們得到很多不同的城鎮
[00:02:08.000 --> 00:02:10.000]  特別我們可以看到
[00:02:10.000 --> 00:02:15.000]  他們總共打贏了多少個王呢
[00:02:15.000 --> 00:02:17.000]  我們就已經明白到
[00:02:17.000 --> 00:02:21.000]  其實這些的過程不是容易的事
[00:02:21.000 --> 00:02:22.000]  所以從這裏我們就看到
[00:02:22.000 --> 00:02:24.000]  這個過程是非常不容易的
[00:02:24.000 --> 00:02:26.000]  聖經問答
[00:02:26.000 --> 00:02:27.000]  聖經問答
[00:02:27.000 --> 00:02:30.000]  以色列總共打贏了多少個王
[00:02:30.000 --> 00:02:32.000]  在這段聖經裏記載
[00:02:32.000 --> 00:02:34.000]  以色列王在這個裏面打
[00:02:34.000 --> 00:02:36.000]  總共打敗了多少王呢
[00:02:36.000 --> 00:02:37.000]  請舉手
[00:02:37.000 --> 00:02:38.000]  31個
[00:02:38.000 --> 00:02:39.000]  請舉手
[00:02:39.000 --> 00:02:40.000]  31個
[00:02:40.000 --> 00:02:42.000]  舉手那些就錯了
[00:02:42.000 --> 00:02:43.000]  第二
[00:02:43.000 --> 00:02:44.000]  32個的請舉手
[00:02:44.000 --> 00:02:45.000]  32個的
[00:02:45.000 --> 00:02:46.000]  有人舉手
[00:02:46.000 --> 00:02:47.000]  不過都是錯的
[00:02:47.000 --> 00:02:49.000]  也錯了
[00:02:49.000 --> 00:02:51.000]  如果33個呢
[00:02:51.000 --> 00:02:52.000]  請舉手
[00:02:52.000 --> 00:02:54.000]  只有一部分
[00:02:54.000 --> 00:02:55.000]  你們就對了
[00:02:55.000 --> 00:02:56.000]  那你就對了
[00:02:56.000 --> 00:02:59.000]  他們總共打贏了33個王
[00:02:59.000 --> 00:03:01.000]  他總共打贏了33個王
[00:03:01.000 --> 00:03:04.000]  而且打這場仗的過程當中
[00:03:04.000 --> 00:03:06.000]  而且打這場仗的過程當中
[00:03:06.000 --> 00:03:08.000]  絕非容易的事
[00:03:08.000 --> 00:03:09.000]  絕非容易的事
[00:03:09.000 --> 00:03:13.000]  當我們去看看這段聖經的前一點點
[00:03:13.000 --> 00:03:15.000]  當我們看這段聖經的前面一點點
[00:03:15.000 --> 00:03:17.000]  第十一章的時候呢
[00:03:17.000 --> 00:03:20.000]  我們會留意到第十一章最後尾一句
[00:03:20.000 --> 00:03:22.000]  第十一章的最後一句
[00:03:22.000 --> 00:03:24.000]  最後一句是什麼呢
[00:03:24.000 --> 00:03:26.000]  不如我讀給大家聽
[00:03:26.000 --> 00:03:27.000]  牧師讀一下
[00:03:27.000 --> 00:03:33.000]  這樣約書照著耶和華所吩咐摩西的一切華
[00:03:33.000 --> 00:03:36.000]  奪了那全地
[00:03:36.000 --> 00:03:40.000]  就按著以色列支派的宗族
[00:03:40.000 --> 00:03:42.000]  將地分給他們為業
[00:03:42.000 --> 00:03:45.000]  於是國中太平
[00:03:45.000 --> 00:03:47.000]  沒有爭戰了
[00:03:47.000 --> 00:03:52.000]  這樣約書照著耶和華所吩咐摩西的一切華
[00:03:52.000 --> 00:03:53.000]  奪了那全地
[00:03:53.000 --> 00:03:56.000]  就按著以色列支派的宗族
[00:03:56.000 --> 00:03:59.000]  將地分給他們為業
[00:03:59.000 --> 00:04:00.000]  於是國中太平
[00:04:00.000 --> 00:04:02.000]  沒有戰爭了
[00:04:02.000 --> 00:04:04.000]  第十一章的最後尾話
[00:04:04.000 --> 00:04:06.000]  他們分到地
[00:04:06.000 --> 00:04:08.000]  國中太平
[00:04:08.000 --> 00:04:10.000]  第十一章最後一句話說
[00:04:10.000 --> 00:04:11.000]  他們分到了地
[00:04:11.000 --> 00:04:12.000]  國中太平
[00:04:12.000 --> 00:04:15.000]  是不是真的國中完全沒有問題
[00:04:15.000 --> 00:04:17.000]  沒有其他族裔在其間呢
[00:04:17.000 --> 00:04:21.000]  是不是在這國家裡真的太平
[00:04:21.000 --> 00:04:23.000]  沒有其他族裔在裡面了呢
[00:04:23.000 --> 00:04:24.000]  當我們看第十三章
[00:04:24.000 --> 00:04:27.000]  我們已經知道原來不是全部城與城之間
[00:04:27.000 --> 00:04:29.000]  都是以色列民的
[00:04:29.000 --> 00:04:32.000]  當我們看十三章的時候就發現
[00:04:32.000 --> 00:04:35.000]  他這個地理並不是全城都是以色列
[00:04:35.000 --> 00:04:37.000]  他當中還有很多其他的民
[00:04:37.000 --> 00:04:40.000]  是隱藏在英許地之內
[00:04:40.000 --> 00:04:43.000]  在這個地方還有其他的民族
[00:04:43.000 --> 00:04:46.000]  都隱藏在這個允許之地
[00:04:46.000 --> 00:04:49.000]  他們經過了三十三場的戰爭
[00:04:49.000 --> 00:04:51.000]  他們經過了三十三場的戰爭
[00:04:51.000 --> 00:04:53.000]  才稍微可以在聖經說
[00:04:53.000 --> 00:04:57.000]  國中太平沒有征戰
[00:04:57.000 --> 00:05:00.000]  才稍有國中太平沒有征戰
[00:05:00.000 --> 00:05:01.000]  是因為什麼原因呢
[00:05:01.000 --> 00:05:02.000]  因為什麼原因呢
[00:05:02.000 --> 00:05:03.000]  以色列人厲害一點
[00:05:03.000 --> 00:05:05.000]  以色列人很棒嗎
[00:05:05.000 --> 00:05:08.000]  不是
[00:05:08.000 --> 00:05:09.000]  不是
[00:05:10.000 --> 00:05:13.000]  他們能夠戰勝這三十三個王
[00:05:13.000 --> 00:05:16.000]  他們能夠戰勝這三十三個王
[00:05:16.000 --> 00:05:18.000]  完全是因為一個原因
[00:05:18.000 --> 00:05:20.000]  完全是因為一個原因
[00:05:20.000 --> 00:05:22.000]  是上帝
[00:05:22.000 --> 00:05:23.000]  是上帝
[00:05:23.000 --> 00:05:26.000]  如果沒有上帝的話
[00:05:26.000 --> 00:05:27.000]  如果沒有上帝的話
[00:05:27.000 --> 00:05:32.000]  根本他們沒有可能戰勝三十三場戰爭
[00:05:32.000 --> 00:05:36.000]  他們根本沒有可能打贏這三十三場戰爭
[00:05:36.000 --> 00:05:38.000]  利穆斯你怎麼知道
[00:05:38.000 --> 00:05:41.000]  利穆斯你怎麼知道呢
[00:05:41.000 --> 00:05:43.000]  我們說約旦河東
[00:05:43.000 --> 00:05:45.000]  我們講到
[00:05:45.000 --> 00:05:46.000]  約旦河東
[00:05:46.000 --> 00:05:47.000]  約旦河東
[00:05:47.000 --> 00:05:48.000]  我們曾經講過
[00:05:48.000 --> 00:05:51.000]  摩西在那裡打贏了兩個王
[00:05:51.000 --> 00:05:53.000]  我們曾經講過摩西打贏了兩個王
[00:05:53.000 --> 00:05:55.000]  一個叫阿摩利王西雲
[00:05:55.000 --> 00:05:56.000]  一個是阿摩利王
[00:05:56.000 --> 00:05:59.000]  一個叫利弗欽人的巴山王岳
[00:05:59.000 --> 00:06:03.000]  第二個叫巴山王
[00:06:04.000 --> 00:06:08.000]  究竟這兩個王怎麼和摩西打仗
[00:06:08.000 --> 00:06:11.000]  究竟這兩個王怎麼和摩西打仗
[00:06:11.000 --> 00:06:15.000]  是不是很容易打這場仗
[00:06:15.000 --> 00:06:16.000]  是不是很容易打這場戰爭
[00:06:16.000 --> 00:06:17.000]  不是
[00:06:17.000 --> 00:06:20.000]  等於我們去看文數記
[00:06:20.000 --> 00:06:22.000]  二十一章
[00:06:22.000 --> 00:06:25.000]  在裡面我們已經知道
[00:06:25.000 --> 00:06:28.000]  摩西要打這兩個王
[00:06:28.000 --> 00:06:30.000]  摩西要打這兩個王
