
[00:00:00.000 --> 00:00:02.000]  早晨,丹尖妹
[00:00:02.000 --> 00:00:04.000]  今天下雨
[00:00:04.000 --> 00:00:06.000]  希望大家來到沒有問題
[00:00:06.000 --> 00:00:08.000]  我們開始一個新的系列
[00:00:08.000 --> 00:00:10.000]  是叫做Providence
[00:00:10.000 --> 00:00:12.000]  上主的護理
[00:00:12.000 --> 00:00:14.000]  God's Providence
[00:00:14.000 --> 00:00:16.000]  我們會看
[00:00:16.000 --> 00:00:18.000]  很多的聖經
[00:00:18.000 --> 00:00:20.000]  看特別是創世紀
[00:00:20.000 --> 00:00:22.000]  約瑟的故事
[00:00:22.000 --> 00:00:24.000]  Joseph的Story
[00:00:24.000 --> 00:00:26.000]  我希望這個講道
[00:00:26.000 --> 00:00:28.000]  這個系列能夠幫助大家
[00:00:28.000 --> 00:00:30.000]  思想一下我們人生每一個的階段
[00:00:30.000 --> 00:00:32.000]  我們經過的每一步
[00:00:32.000 --> 00:00:34.000]  很重要,聖經裡面有一個很寶貴的教導
[00:00:34.000 --> 00:00:36.000]  我們將他的內容
[00:00:36.000 --> 00:00:38.000]  括起來的話
[00:00:38.000 --> 00:00:40.000]  就是叫Providence
[00:00:40.000 --> 00:00:42.000]  Providence是什麼意思呢?
[00:00:42.000 --> 00:00:44.000]  Providerate
[00:00:44.000 --> 00:00:46.000]  Pro就是說
[00:00:46.000 --> 00:00:48.000]  I had的意思
[00:00:48.000 --> 00:00:50.000]  預先,之前
[00:00:50.000 --> 00:00:52.000]  視先
[00:00:52.000 --> 00:00:54.000]  Viderate就是to see的意思
[00:00:54.000 --> 00:00:56.000]  拉丁文來的
[00:00:56.000 --> 00:00:58.000]  Seeing, Vision
[00:00:58.000 --> 00:01:00.000]  這個教義
[00:01:00.000 --> 00:01:02.000]  或者聖經裡面的教導
[00:01:02.000 --> 00:01:04.000]  告訴我們上主
[00:01:04.000 --> 00:01:06.000]  上帝
[00:01:06.000 --> 00:01:08.000]  是去看著
[00:01:08.000 --> 00:01:10.000]  預先看到
[00:01:10.000 --> 00:01:12.000]  我們走的每一步
[00:01:12.000 --> 00:01:14.000]  這個教義
[00:01:14.000 --> 00:01:16.000]  是一個很寶貴的教導
[00:01:16.000 --> 00:01:18.000]  告訴我們上帝
[00:01:18.000 --> 00:01:20.000]  不單是創造萬有
[00:01:20.000 --> 00:01:22.000]  他也是護理著
[00:01:22.000 --> 00:01:24.000]  去照顧著
[00:01:24.000 --> 00:01:26.000]  天下的萬無What so ever
[00:01:26.000 --> 00:01:28.000]  所有都
[00:01:28.000 --> 00:01:30.000]  在上帝的視覺裡面
[00:01:30.000 --> 00:01:32.000]  或者在上帝自己的
[00:01:32.000 --> 00:01:34.000]  管理裡面
[00:01:34.000 --> 00:01:36.000]  這個就叫Providence
[00:01:36.000 --> 00:01:38.000]  所以我們思想一下
[00:01:38.000 --> 00:01:40.000]  這個主題跟我們有什麼關係
[00:01:40.000 --> 00:01:42.000]  神的護理,上帝的護理
[00:01:42.000 --> 00:01:44.000]  很多時候舊有的翻譯
[00:01:44.000 --> 00:01:46.000]  中文的翻譯Providence
[00:01:46.000 --> 00:01:48.000]  翻譯成天明
[00:01:48.000 --> 00:01:50.000]  有沒有聽過?天明
[00:01:50.000 --> 00:01:52.000]  因為有一點點像
[00:01:52.000 --> 00:01:54.000]  華人有一個很重的意識
[00:01:54.000 --> 00:01:56.000]  就是天命宿命
[00:01:56.000 --> 00:01:58.000]  就是每樣東西
[00:01:58.000 --> 00:02:00.000]  都是set死了
[00:02:00.000 --> 00:02:02.000]  是吧
[00:02:02.000 --> 00:02:04.000]  等於我們廣東話會說什麼
[00:02:04.000 --> 00:02:06.000]  整定是吧
[00:02:06.000 --> 00:02:08.000]  什麼叫整定
[00:02:08.000 --> 00:02:10.000]  吃多少穿多少是怎樣
[00:02:10.000 --> 00:02:12.000]  整定的
[00:02:12.000 --> 00:02:14.000]  吃多少穿多少是整定的
[00:02:14.000 --> 00:02:16.000]  就是每樣東西安排好
[00:02:16.000 --> 00:02:18.000]  命運裡面安排好等等
[00:02:18.000 --> 00:02:20.000]  譬如說緣分的東西
[00:02:20.000 --> 00:02:22.000]  為什麼
[00:02:22.000 --> 00:02:24.000]  整定了是吧
[00:02:24.000 --> 00:02:26.000]  你急也沒用是吧
[00:02:26.000 --> 00:02:28.000]  有些東西是整定的
[00:02:28.000 --> 00:02:30.000]  有一種這樣的
[00:02:30.000 --> 00:02:32.000]  概念
[00:02:32.000 --> 00:02:34.000]  或者我們廣東話說
[00:02:34.000 --> 00:02:36.000]  剛剛
[00:02:36.000 --> 00:02:38.000]  剛剛這句話挺好用的
[00:02:38.000 --> 00:02:40.000]  剛剛
[00:02:40.000 --> 00:02:42.000]  就是剛剛
[00:02:42.000 --> 00:02:44.000]  剛剛可以說
[00:02:44.000 --> 00:02:46.000]  少少數量
[00:02:46.000 --> 00:02:48.000]  剛剛到位
[00:02:48.000 --> 00:02:50.000]  或者
[00:02:50.000 --> 00:02:52.000]  天下萬無你所遇見的東西
[00:02:52.000 --> 00:02:54.000]  剛剛線
[00:02:54.000 --> 00:02:56.000]  剛剛這樣
[00:02:56.000 --> 00:02:58.000]  不過我想說一說
[00:02:58.000 --> 00:03:00.000]  聖經裡面所說的
[00:03:00.000 --> 00:03:02.000]  和華人的傳統思想有點不同
[00:03:02.000 --> 00:03:04.000]  因為它說整定
[00:03:04.000 --> 00:03:06.000]  命運
[00:03:06.000 --> 00:03:08.000]  命生成這樣等等
[00:03:08.000 --> 00:03:12.000]  和聖經裡面所說的不同
[00:03:12.000 --> 00:03:14.000]  因為命運不會跟你說話
[00:03:14.000 --> 00:03:16.000]  是吧
