
[00:00:00.000 --> 00:00:03.040]  《羅馬書》第九章
[00:00:30.000 --> 00:00:33.800]  否釋到要靠著聖靈的大能
[00:00:33.800 --> 00:00:35.720]  我們在看下去的時候
[00:00:35.720 --> 00:00:37.880]  保羅不得不回應一個問題
[00:00:37.880 --> 00:00:43.280]  就是一直以律法引以為傲的猶太民族
[00:00:43.280 --> 00:00:44.520]  現在在這一刻
[00:00:44.520 --> 00:00:46.320]  被保羅宣告
[00:00:46.320 --> 00:00:48.400]  原來人不能夠靠律法而得救
[00:00:48.400 --> 00:00:51.920]  人也不能夠靠行律法被稱為義的時候
[00:00:51.920 --> 00:00:54.440]  猶太民族這樣還有沒有得救呢?
[00:00:54.440 --> 00:00:56.720]  原本一個充滿了盼望
[00:00:56.720 --> 00:00:59.240]  自誇自傲的民族
[00:00:59.240 --> 00:01:02.400]  在這一刻被保羅當頭叛漢
[00:01:02.400 --> 00:01:05.000]  是不是到了這麼絕境的時刻呢?
[00:01:05.000 --> 00:01:06.440]  保羅在這一刻
[00:01:06.440 --> 00:01:09.920]  在《羅馬書》第九章開始就已經提到
[00:01:09.920 --> 00:01:14.040]  我在基督裏面說真的話並不謊言
[00:01:14.040 --> 00:01:15.680]  有我良心被聖靈感動
[00:01:15.680 --> 00:01:16.520]  給我作見證
[00:01:16.520 --> 00:01:17.960]  我是大有憂愁
[00:01:17.960 --> 00:01:19.960]  心裡時常傷痛
[00:01:19.960 --> 00:01:21.360]  為我的弟兄
[00:01:21.360 --> 00:01:22.360]  我骨肉之親
[00:01:22.360 --> 00:01:23.600]  就是自己被咒咒
[00:01:23.600 --> 00:01:24.440]  與基督分離
[00:01:24.440 --> 00:01:25.480]  我也願意
[00:01:25.480 --> 00:01:27.920]  保羅那種愛民族的情懷
[00:01:27.920 --> 00:01:30.080]  就好像昔日摩西一樣
[00:01:30.080 --> 00:01:32.960]  摩西帶領二百萬的以色列人出埃及
[00:01:32.960 --> 00:01:34.920]  三十八年漂流在曠野裏面
[00:01:34.920 --> 00:01:36.040]  每天要跟他們解決
[00:01:36.040 --> 00:01:36.760]  喫的問題
[00:01:36.760 --> 00:01:37.760]  喝水的問題
[00:01:37.760 --> 00:01:39.520]  諸如此類等等的問題
[00:01:39.520 --> 00:01:41.280]  但是這一羣人
[00:01:41.280 --> 00:01:42.600]  並不是一羣順民
[00:01:42.600 --> 00:01:46.000]  其中有一批叫可拉一黨的刁民
[00:01:46.000 --> 00:01:48.240]  是挑戰摩西的權威
[00:01:48.240 --> 00:01:51.000]  甚至要殺死摩西
[00:01:51.000 --> 00:01:51.760]  有一天
[00:01:51.760 --> 00:01:53.040]  上帝跟摩西說
[00:01:53.040 --> 00:01:53.720]  摩西 摩西
[00:01:53.720 --> 00:01:54.600]  不如這一羣人
[00:01:54.600 --> 00:01:56.080]  我一天之間殺光他們
[00:01:56.080 --> 00:01:58.960]  然後等你和你的家族可以入迦南地
[00:01:58.960 --> 00:02:00.480]  不要忘記
[00:02:00.480 --> 00:02:02.560]  當時這二百萬的猶太人
[00:02:02.560 --> 00:02:04.760]  並不是一個可愛的人
[00:02:04.760 --> 00:02:05.800]  跟你加拿大人說一聲
[00:02:05.800 --> 00:02:07.400]  你都不是很可愛而已
[00:02:07.400 --> 00:02:12.360]  摩西竟然向上帝求情
[00:02:12.360 --> 00:02:13.240]  他說上帝
[00:02:13.240 --> 00:02:14.520]  為了你明的緣故
[00:02:14.520 --> 00:02:16.440]  你怎能這樣做呢
[00:02:16.440 --> 00:02:17.960]  讓你的子民
[00:02:17.960 --> 00:02:21.320]  能夠在這個地上存活吧
[00:02:21.320 --> 00:02:23.040]  到新約裏面
[00:02:23.040 --> 00:02:24.440]  保羅同樣的情懷
[00:02:24.440 --> 00:02:25.760]  就是對他民族的情懷
[00:02:25.760 --> 00:02:26.560]  但不要忘記
[00:02:26.560 --> 00:02:27.680]  在新約裏面的猶太人
[00:02:27.680 --> 00:02:30.040]  都是不可愛的
[00:02:30.040 --> 00:02:32.280]  我強調這件事是甚麼原因呢
[00:02:32.280 --> 00:02:33.280]  弟兄姊妹
[00:02:33.280 --> 00:02:35.720]  今日民族的情
[00:02:35.720 --> 00:02:40.040]  不是因為民族或國家可不可愛
[00:02:40.040 --> 00:02:42.360]  所以我愛它
[00:02:42.360 --> 00:02:44.280]  現在一個很錯誤的思想
[00:02:44.280 --> 00:02:46.160]  甚至是離經背道
[00:02:46.160 --> 00:02:47.640]  甚至是將中國文化
[00:02:47.640 --> 00:02:50.360]  毀於一旦的一羣人
[00:02:50.360 --> 00:02:56.320]  那種論述是令人覺得可怕的
[00:02:56.320 --> 00:03:00.440]  國家不會因為某些人是好
[00:03:00.440 --> 00:03:02.040]  某些人是不好
[00:03:02.040 --> 00:03:03.320]  哪些人執政
[00:03:03.320 --> 00:03:04.600]  哪些人不執政
[00:03:04.600 --> 00:03:07.560]  都知道人民是否承認自己
[00:03:07.560 --> 00:03:11.000]  是否那個民族
[00:03:11.000 --> 00:03:12.360]  跟你隔壁那人說
[00:03:12.360 --> 00:03:15.600]  你是中國人
[00:03:15.600 --> 00:03:16.720]  你承不承認也好
[00:03:16.720 --> 00:03:18.240]  你認不認同也好
[00:03:18.240 --> 00:03:19.960]  你是流著中國人的血
[00:03:19.960 --> 00:03:21.520]  林書豪那麼出名
[00:03:21.520 --> 00:03:23.160]  在美國居住
[00:03:23.160 --> 00:03:29.240]  都稱為美國籍的華裔人士
[00:03:29.240 --> 00:03:31.600]  他永遠不會是美籍美人
[00:03:31.600 --> 00:03:32.840]  對不起
[00:03:32.840 --> 00:03:34.880]  他是美籍的華裔
[00:03:34.880 --> 00:03:37.400]  他的血統是華裔
[00:03:37.400 --> 00:03:38.800]  我們很清楚
[00:03:38.800 --> 00:03:40.120]  這種民族的情懷
[00:03:40.120 --> 00:03:41.120]  在這一代來說
[00:03:41.120 --> 00:03:42.560]  要宣講不容易
[00:03:42.560 --> 00:03:43.280]  這一代
[00:03:43.280 --> 00:03:44.320]  你問我出現了問題
[00:03:44.320 --> 00:03:45.800]  當然是教育出現了問題
[00:03:45.800 --> 00:03:47.480]  你問我
[00:03:47.480 --> 00:03:49.680]  不會因為國家好不好
[00:03:49.680 --> 00:03:50.960]  在這裡特別做老師的
[00:03:50.960 --> 00:03:53.240]  在第三堂的聚會裏面
[00:03:53.240 --> 00:03:55.240]  做老師的一班弟兄姊妹
[00:03:55.240 --> 00:03:56.840]  我希望你做基督徒的老師
[00:03:56.840 --> 00:04:00.720]  要承擔起基督徒老師的責任
[00:04:00.720 --> 00:04:02.400]  教導那班學生
[00:04:02.400 --> 00:04:05.960]  應該有正確的思想
[00:04:05.960 --> 00:04:08.320]  不會因為國家好
[00:04:08.320 --> 00:04:10.360]  我就愛那個國家
[00:04:10.360 --> 00:04:13.080]  那些叫做貪慕虛榮
[00:04:13.080 --> 00:04:14.520]  那麼多人喜歡美國
[00:04:14.520 --> 00:04:15.960]  是去美國拿東西
[00:04:15.960 --> 00:04:18.960]  不是要貢獻給美國
[00:04:18.960 --> 00:04:21.120]  國家好不好
[00:04:21.120 --> 00:04:22.840]  我們都是中國人
[00:04:22.840 --> 00:04:26.480]  無論拿到哪一個護照
[00:04:26.480 --> 00:04:29.000]  你都是華人
[00:04:29.000 --> 00:04:30.480]  再一次跟你隔壁的弟兄說一聲
[00:04:30.480 --> 00:04:32.720]  你是中國人
[00:04:32.720 --> 00:04:34.040]  你喜不喜歡聽
[00:04:34.040 --> 00:04:35.840]  你也是
[00:04:35.840 --> 00:04:37.600]  就算你回去丟掉護照
[00:04:37.600 --> 00:04:40.720]  剪掉回鄉證
[00:04:40.720 --> 00:04:42.920]  你也是
[00:04:42.920 --> 00:04:44.040]  你不會走到全世界
[00:04:44.040 --> 00:04:45.480]  然後告訴別人
[00:04:45.480 --> 00:04:49.360]  我是地地道道的美國人
[00:04:49.360 --> 00:04:51.360]  美國人坐在這裏都傻
[00:04:51.360 --> 00:04:52.440]  你有居英權
[00:04:52.440 --> 00:04:53.440]  去到英國
[00:04:53.440 --> 00:04:56.520]  你都是英國華人
[00:04:56.520 --> 00:05:00.480]  這個是不可以磨滅的事實
[00:05:00.480 --> 00:05:03.080]  當保羅說他們是以色列人
[00:05:03.080 --> 00:05:05.040]  是他的兒子的名分
[00:05:05.040 --> 00:05:07.440]  榮耀諸約律法禮儀
[00:05:07.440 --> 00:05:09.000]  應許都是他們的
[00:05:09.000 --> 00:05:10.320]  列祖是他們的祖先
[00:05:10.320 --> 00:05:11.120]  按肉體說
[00:05:11.120 --> 00:05:13.120]  基督也是從他們出來的
[00:05:13.120 --> 00:05:18.280]  他是萬有之上永遠可稱頌的神
[00:05:18.280 --> 00:05:19.840]  按肉體來說
[00:05:19.840 --> 00:05:22.120]  基督也是從猶太民族出來的
[00:05:22.120 --> 00:05:23.520]  基督也是猶太人
[00:05:23.520 --> 00:05:25.280]  按肉體來說
[00:05:25.280 --> 00:05:30.640]  但是保羅在這裏沒有試圖扭曲舊約來遷就新約
[00:05:30.640 --> 00:05:34.600]  今天有些解經家是要扭曲聖經去遷就自己的思想
[00:05:34.600 --> 00:05:36.480]  但是保羅從來沒有這樣做過
[00:05:36.480 --> 00:05:38.320]  他說反而在他的思考裏面
[00:05:38.320 --> 00:05:39.360]  他得到一個結論
[00:05:39.360 --> 00:05:41.280]  上帝在舊約怎樣做事
[00:05:41.280 --> 00:05:42.080]  在新約怎樣做事
[00:05:42.080 --> 00:05:43.200]  將來都是這樣做的
[00:05:43.200 --> 00:05:44.360]  上帝的原則是不會改變的
[00:05:44.360 --> 00:05:45.360]  同理大人說
[00:05:45.360 --> 00:05:46.960]  上帝的原則是不會改變的
[00:05:46.960 --> 00:05:51.240]  保羅思考了兩個問題
[00:05:51.240 --> 00:05:52.120]  都是從
[00:05:52.120 --> 00:05:55.360]  他說猶太人會不斷地號稱
[00:05:55.360 --> 00:05:57.680]  耶和華是阿巴拉罕的神
[00:05:57.680 --> 00:05:58.520]  以撒的神
[00:05:58.520 --> 00:05:59.520]  瓦國的神
[00:05:59.520 --> 00:06:00.520]  但是我們看看
[00:06:00.520 --> 00:06:02.600]  誰纔是真正的阿巴拉罕的後裔呢
[00:06:02.600 --> 00:06:05.280]  是不是阿巴拉罕生的就是阿巴拉罕的後裔呢
[00:06:05.280 --> 00:06:06.040]  當然不是
[00:06:06.040 --> 00:06:07.040]  同樣在新約裏面
[00:06:07.040 --> 00:06:07.840]  他會理解到
[00:06:07.840 --> 00:06:09.960]  是不是以色列人所生的就是以色列人呢
[00:06:09.960 --> 00:06:11.080]  肉體上是
[00:06:11.440 --> 00:06:13.440]  但是屬靈上不是
[00:06:13.440 --> 00:06:14.560]  我們看看
[00:06:14.560 --> 00:06:16.440]  以撒是英許之子
[00:06:16.440 --> 00:06:19.160]  以撒之前有一個兒子出世的叫做以撒瑪利
[00:06:19.160 --> 00:06:19.640]  是不是
[00:06:19.640 --> 00:06:20.840]  還記得他的歷史
[00:06:20.840 --> 00:06:23.040]  但是以撒瑪利不是英許之子
[00:06:23.040 --> 00:06:25.520]  縱使是阿巴拉罕的有血緣關係
[00:06:25.520 --> 00:06:27.640]  但是他並沒有承繼權
[00:06:27.640 --> 00:06:30.800]  直到以撒這個英許之子出世之後
[00:06:30.800 --> 00:06:32.480]  他才擁有這個承繼權
[00:06:32.480 --> 00:06:33.560]  換句話說
[00:06:33.560 --> 00:06:34.320]  保羅說
[00:06:34.320 --> 00:06:35.000]  在舊約裏面
[00:06:35.000 --> 00:06:35.840]  神的原則沒有改變
[00:06:35.840 --> 00:06:36.840]  到新約也沒有改變
[00:06:36.840 --> 00:06:38.000]  按肉體所說的
[00:06:38.000 --> 00:06:39.960]  以撒瑪利是阿巴拉罕的後裔
[00:06:39.960 --> 00:06:43.160]  但是按屬靈的一種承繼權來說
[00:06:43.160 --> 00:06:44.560]  以撒纔是
[00:06:44.560 --> 00:06:46.080]  所以他的結論就是
[00:06:46.080 --> 00:06:48.080]  凡是以色列人所生的
[00:06:48.080 --> 00:06:50.560]  都不是全部都是以色列人
[00:06:50.560 --> 00:06:53.200]  唯有是直著信
