
[00:00:00.000 --> 00:00:05.860]  好 今天的題目叫《牧者告白:他自己的宣告》
[00:00:05.860 --> 00:00:10.220]  《經文》記載了前書第五章第一到第四節
[00:00:10.220 --> 00:00:12.620]  我想講一講今天我查這篇《經文》
[00:00:12.620 --> 00:00:14.320]  有一個很大的感受
[00:00:14.320 --> 00:00:16.460]  當然我是不斷重複再去看
[00:00:16.460 --> 00:00:18.700]  我只是今天已經看了兩次了
[00:00:18.700 --> 00:00:21.480]  這也是給我自己對自己的一個審視
[00:00:21.480 --> 00:00:22.920]  因為為什麼呢?
[00:00:22.920 --> 00:00:25.580]  我神學學士畢業的時候
[00:00:25.580 --> 00:00:27.580]  是1979年
[00:00:27.580 --> 00:00:30.460]  我們有畢業刊
[00:00:30.460 --> 00:00:32.400]  每一個人都會在畢業刊裡面
[00:00:32.400 --> 00:00:34.820]  選擇一節他自己很重要的《經文》
[00:00:34.820 --> 00:00:36.560]  以及寫一些感受
[00:00:36.560 --> 00:00:41.700]  我就選擇了給了前書第五章裡面其中的一段
[00:00:41.700 --> 00:00:45.000]  到了1986年我碩士畢業
[00:00:45.000 --> 00:00:48.380]  然後我就離開一間很有錢的教會
[00:00:48.380 --> 00:00:50.760]  就去建立冥恩堂
[00:00:50.760 --> 00:00:53.040]  我都是用這一節的《經文》
[00:00:53.040 --> 00:00:54.840]  重複都是用這一節的《經文》
[00:00:54.840 --> 00:00:56.600]  是沒有變的
[00:00:56.600 --> 00:01:00.560]  直到1999年我碩士畢業的時候
[00:01:00.560 --> 00:01:01.900]  我就沒有用這一節的《經文》
[00:01:01.900 --> 00:01:04.100]  但其實我的原則是沒有變的
[00:01:04.100 --> 00:01:07.580]  因為當天我考這個學位的時候
[00:01:07.580 --> 00:01:08.420]  我就跟神講
[00:01:08.420 --> 00:01:11.140]  神我求祢給我一節的《經文》
[00:01:11.140 --> 00:01:13.380]  或者一些的金句
[00:01:13.380 --> 00:01:15.960]  祢給我有能力去面對前面
[00:01:15.960 --> 00:01:19.340]  這個都很重的學習
[00:01:19.340 --> 00:01:21.180]  神就給了我一句《經文》
[00:01:21.180 --> 00:01:22.340]  沒有打出來的
[00:01:22.340 --> 00:01:25.220]  是哥倫多後書第三章第五節
[00:01:25.220 --> 00:01:30.580]  都是我今天一個很重要得到能力的一個幫助
[00:01:30.580 --> 00:01:34.700]  他說並不是我們憑自己能夠承擔什麼事
[00:01:34.700 --> 00:01:38.020]  我們所能承擔的乃是出於神
[00:01:38.020 --> 00:01:39.940]  結果就很感恩
[00:01:39.940 --> 00:01:43.760]  我在1999年的時候我就畢業了
[00:01:43.760 --> 00:01:47.140]  雖然我在建築神學院是一個比較頑皮的學生
[00:01:47.140 --> 00:01:49.060]  但是都感恩的
[00:01:49.060 --> 00:01:51.140]  神都沒有放棄我
[00:01:51.140 --> 00:01:54.260]  我是建築神學院裡面
[00:01:54.260 --> 00:01:57.780]  第一個也都是那一屆唯一的博士畢業生
[00:01:57.780 --> 00:01:59.700]  我平時完全沒有說這些的
[00:01:59.700 --> 00:02:02.780]  但是我想說原來不是靠我自己
[00:02:02.780 --> 00:02:06.940]  但是靠著神給我有這個力量去承擔的
[00:02:06.940 --> 00:02:08.820]  都為我祈禱
[00:02:08.820 --> 00:02:13.100]  2月17日星期六
[00:02:13.100 --> 00:02:17.620]  我就要幫建築神學院有一個講座
[00:02:17.620 --> 00:02:22.340]  就是講海外華人教會怎麼去牧養弟兄姊妹
[00:02:22.340 --> 00:02:24.580]  我也鼓勵大家可以給我意見
[00:02:24.580 --> 00:02:26.460]  你班警教會的
[00:02:26.460 --> 00:02:28.700]  你覺得教會可以怎麼牧養你呢
[00:02:28.700 --> 00:02:29.860]  你給我資料
[00:02:29.860 --> 00:02:32.460]  我雖然剛剛做好了我的講章
[00:02:32.460 --> 00:02:34.460]  但是我也想收集多一些的
[00:02:34.460 --> 00:02:35.980]  希望大家幫助我
[00:02:35.980 --> 00:02:40.420]  好了 今天彼得書裡面看到
[00:02:40.420 --> 00:02:42.420]  他用了很長的篇幅
[00:02:42.420 --> 00:02:45.700]  教導信徒怎麼去面對苦難
[00:02:45.700 --> 00:02:49.940]  就是在彼得前書的第一章到第四章
[00:02:49.940 --> 00:02:55.180]  那時候他告訴我們 我們為主受苦是必然的
[00:02:55.180 --> 00:02:58.180]  這個是我們一路所看的主題
[00:02:58.180 --> 00:03:01.660]  但是隨即在第五章
[00:03:01.660 --> 00:03:03.900]  你記住 其實原本沒有分章節的
[00:03:03.900 --> 00:03:09.340]  它就關於教會的領導者、侍奉者和長老
[00:03:09.340 --> 00:03:12.820]  我們看看這段經文先講些什麼
[00:03:12.820 --> 00:03:16.140]  就是彼得前書第五章第一到第四節
[00:03:16.140 --> 00:03:18.380]  麻煩Yvonne跟我們讀出來
[00:03:18.380 --> 00:03:22.420]  我者作長老 作基督受苦的見證
[00:03:22.420 --> 00:03:25.460]  同享後來所要顯現之榮耀的
[00:03:25.460 --> 00:03:29.260]  勸你們中間與我同作長老的人
[00:03:29.260 --> 00:03:32.740]  無要牧養在你們中間神的群羊
[00:03:32.740 --> 00:03:35.260]  按照神旨意照管他們
[00:03:35.260 --> 00:03:38.300]  不是出於勉強 乃是出於甘心
[00:03:38.300 --> 00:03:42.220]  也不是因為貪財 乃是出於樂意
[00:03:42.220 --> 00:03:44.780]  也不是合祭所託付你們的
[00:03:44.780 --> 00:03:46.980]  乃是作群羊的榜樣
[00:03:46.980 --> 00:03:49.180]  到了牧長顯現的時侯
[00:03:49.180 --> 00:03:53.180]  你們必得那永不衰殘的榮耀半面
[00:03:53.180 --> 00:03:59.060]  好了 這個就是彼得教導那幫教會的領袖
[00:03:59.060 --> 00:04:01.460]  那麼 神的僕人
[00:04:01.460 --> 00:04:03.580]  我就用了第二、第三節
[00:04:03.580 --> 00:04:06.860]  那三個的「不」和三個的「是」
[00:04:06.860 --> 00:04:10.420]  作為我兩個學位畢業的時候
[00:04:10.420 --> 00:04:14.140]  畢業行裡面所登的我自己一些心聲
[00:04:14.140 --> 00:04:18.500]  好了 我們先去了解什麼是長老
[00:04:18.500 --> 00:04:20.580]  那麼 記住
[00:04:20.580 --> 00:04:23.620]  長老和元老是不同的
[00:04:23.620 --> 00:04:26.660]  元老可以是很小的
[00:04:26.660 --> 00:04:28.340]  很簡單舉個例子
[00:04:28.340 --> 00:04:31.700]  我一開始就創立了命運堂
[00:04:31.700 --> 00:04:34.180]  第一批來的人
[00:04:34.180 --> 00:04:36.540]  可能就是小學生
[00:04:36.540 --> 00:04:38.140]  可能就是初中生
[00:04:38.140 --> 00:04:39.900]  當然也有婦女
[00:04:39.900 --> 00:04:44.460]  在我們教會裡面30年都沒有走的時候
[00:04:44.460 --> 00:04:46.820]  那些就是教會元老
[00:04:46.820 --> 00:04:48.620]  但可能很小
[00:04:48.620 --> 00:04:50.900]  當年我的兒子是四歲
[00:04:50.900 --> 00:04:52.660]  我就建立了命運堂
[00:04:52.660 --> 00:04:55.700]  他也是教會元老 你想想是不是
[00:04:55.700 --> 00:05:00.220]  所以你留意到元老和長老是不同的
[00:05:00.220 --> 00:05:04.300]  長老也不一定是高齡人士
[00:05:04.300 --> 00:05:05.700]  不一定是伯伯
[00:05:05.700 --> 00:05:08.900]  可能有些教會你們的體制裡面有長老
[00:05:08.900 --> 00:05:09.980]  命運堂又沒有
[00:05:09.980 --> 00:05:12.660]  例如禮賢會有些我知道有長老的
[00:05:12.660 --> 00:05:14.740]  有些長老還是終身制的
[00:05:14.740 --> 00:05:17.700]  但長老就不一定是老的
[00:05:17.700 --> 00:05:23.580]  長老和監督就是初期教會裡面的領袖
[00:05:23.580 --> 00:05:27.180]  耶穌基督的門徒就被稱為仕徒
[00:05:27.180 --> 00:05:30.980]  特別是跟隨耶穌和耶穌一起生活過的那些
[00:05:30.980 --> 00:05:35.180]  那11個不當是猶大
[00:05:35.180 --> 00:05:36.500]  那就叫仕徒
[00:05:36.500 --> 00:05:39.220]  當然後來保羅就被稱為仕徒
[00:05:39.220 --> 00:05:43.380]  去到某一個地方就建立了教會
[00:05:43.380 --> 00:05:45.700]  然後他建立了教會之後
[00:05:45.700 --> 00:05:47.780]  可能就會去別的地方
[00:05:47.780 --> 00:05:49.220]  保羅就是這樣
[00:05:49.220 --> 00:05:54.100]  他就要在當地的教會裡面選召一些人
[00:05:54.100 --> 00:05:56.180]  然後委以重任
[00:05:56.180 --> 00:05:57.740]  就是託付給他們
[00:05:57.740 --> 00:06:02.420]  你們要好好的去關心牧羊那些人
[00:06:02.420 --> 00:06:06.380]  建立這些人的時候就稱為長老
[00:06:06.380 --> 00:06:08.940]  要他們繼續帶領教會
[00:06:08.940 --> 00:06:10.660]  我們看看《仕徒行傳》
[00:06:10.660 --> 00:06:13.780]  第14章的第13節
[00:06:13.780 --> 00:06:16.700]  二人在各教會中選立了長老
[00:06:16.700 --> 00:06:18.220]  又禁食禱告
[00:06:18.220 --> 00:06:22.340]  就把他們交託所信的主
[00:06:22.340 --> 00:06:24.700]  當仕徒要再去別的地方裡面
[00:06:24.700 --> 00:06:28.060]  去做宣教工作的建立教會的時候
[00:06:28.060 --> 00:06:31.060]  他們就找一些人出來做長老
[00:06:31.060 --> 00:06:32.300]  所以記住了
[00:06:32.300 --> 00:06:36.260]  那時候的長老不一定是七八十歲以上的人
[00:06:36.260 --> 00:06:38.460]  跟年齡是沒有關係的
[00:06:38.460 --> 00:06:40.500]  只是一個職份而已
[00:06:40.500 --> 00:06:42.020]  教會的領導者
[00:06:42.020 --> 00:06:45.540]  就是今天教會的傳道人
[00:06:45.540 --> 00:06:48.380]  甚至可以說是教會的執事
[00:06:48.380 --> 00:06:50.340]  都可以被視之為
[00:06:50.340 --> 00:06:54.260]  是教會裡面這裡所稱的長老
[00:06:54.260 --> 00:06:56.260]  好了 那我們就看看彼得
[00:06:56.260 --> 00:06:58.820]  他怎樣來稱呼自己
[00:06:58.820 --> 00:07:02.820]  很少很少彼得是這樣稱呼自己的
[00:07:02.820 --> 00:07:05.220]  我再看第一節
[00:07:05.220 --> 00:07:07.820]  我藉我者作長老
[00:07:07.820 --> 00:07:09.820]  作基督受苦的見證
[00:07:09.820 --> 00:07:12.660]  同享後來所要顯現之榮耀的
[00:07:12.660 --> 00:07:16.380]  勸你們中間與我同作長老的人
[00:07:16.380 --> 00:07:18.180]  很清楚
[00:07:18.180 --> 00:07:20.660]  彼得在這個時候稱自己為什麼
[00:07:20.660 --> 00:07:22.260]  長老
[00:07:22.260 --> 00:07:23.100]  但是如果你記得
[00:07:23.100 --> 00:07:24.820]  彼得前書一開始的時候
[00:07:24.820 --> 00:07:26.660]  彼得怎樣來稱呼自己
[00:07:26.660 --> 00:07:31.260]  他說我作耶穌基督的仕徒
[00:07:31.260 --> 00:07:34.220]  那究竟作為一個仕徒
[00:07:34.220 --> 00:07:36.060]  又或者作為一個長老
[00:07:36.060 --> 00:07:38.180]  兩者有沒有分別呢
[00:07:38.180 --> 00:07:40.740]  事實上 剛才我已經說了
[00:07:40.740 --> 00:07:44.580]  彼得就是耶穌十二門徒之首
[00:07:44.580 --> 00:07:46.500]  所以被稱為仕徒
[00:07:46.500 --> 00:07:49.860]  而且他是帶領著其他的門徒
[00:07:49.860 --> 00:07:51.820]  一起建立教會
[00:07:51.820 --> 00:07:53.580]  其實某個程度
[00:07:53.580 --> 00:07:56.140]  他的地位是非常高的
[00:07:56.140 --> 00:07:58.780]  但是現在在這個時候
[00:07:58.780 --> 00:08:00.260]  他又稱自己是長老
[00:08:00.260 --> 00:08:02.460]  某個程度都是對的
[00:08:02.460 --> 00:08:05.020]  他都是一個長老的身份
[00:08:05.020 --> 00:08:06.940]  因為他是教會的領導者
[00:08:06.940 --> 00:08:09.460]  也是福音的傳遞者
[00:08:09.460 --> 00:08:10.820]  但是不要忘記
[00:08:10.820 --> 00:08:13.500]  他都怎樣去說呢
[00:08:13.500 --> 00:08:16.580]  他說 我是要作什麼呢
[00:08:16.580 --> 00:08:19.380]  就是為基督受苦
[00:08:19.380 --> 00:08:21.060]  要做見證的
[00:08:21.060 --> 00:08:22.580]  長老原來就是為主
[00:08:22.580 --> 00:08:24.620]  作見證服侍主人
[00:08:24.620 --> 00:08:26.380]  那稍後我們會再探討這句話
[00:08:26.380 --> 00:08:27.380]  受苦
[00:08:27.380 --> 00:08:30.180]  但是將來就會顯於
[00:08:30.180 --> 00:08:32.780]  在眼前很大的榮耀
[00:08:32.780 --> 00:08:34.500]  這是一個事實
[00:08:34.500 --> 00:08:37.140]  彼得不是只是說的
[00:08:37.140 --> 00:08:38.580]  他曾經因為傳福音
[00:08:38.580 --> 00:08:40.140]  記得嗎 在聖誕村裡面
[00:08:40.140 --> 00:08:41.660]  被捉拿
[00:08:41.660 --> 00:08:43.300]  被凌辱
[00:08:43.300 --> 00:08:45.460]  被欺壓
[00:08:45.460 --> 00:08:48.540]  他一一經歷過
[00:08:48.540 --> 00:08:50.020]  看在眼內
[00:08:50.020 --> 00:08:51.060]  但是也看到
[00:08:51.060 --> 00:08:54.660]  其實他所跟隨的主
[00:08:54.660 --> 00:08:56.460]  比他更加厲害
[00:08:56.460 --> 00:08:58.860]  他看到主耶穌被人侮辱
[00:08:58.860 --> 00:09:00.660]  被彼得去鞭打
[00:09:00.660 --> 00:09:02.500]  被人不公義的審判
[00:09:02.500 --> 00:09:04.300]  最終是被釘十字架
[00:09:04.300 --> 00:09:05.860]  至少他寫這段的時候
[00:09:05.860 --> 00:09:08.740]  他還沒有被釘十字架
[00:09:08.740 --> 00:09:13.180]  所以彼得是一個確實的見證人
[00:09:13.180 --> 00:09:16.340]  他親眼見證到主的受苦
[00:09:16.340 --> 00:09:19.500]  而且他不只是一個旁觀者
[00:09:19.500 --> 00:09:22.060]  他是一個具體的參與者
[00:09:22.060 --> 00:09:23.300]  聖經裡面
[00:09:23.300 --> 00:09:24.860]  如何彼得去說呢
[00:09:24.860 --> 00:09:27.420]  馬丁堡第十章的二十四節
[00:09:27.420 --> 00:09:29.420]  學生不能高過先生
[00:09:29.420 --> 00:09:31.740]  僕人不能高過主人
[00:09:31.740 --> 00:09:34.860]  他說學生絕對不能夠高過先生
[00:09:34.860 --> 00:09:37.660]  僕人不能夠高過主人
[00:09:37.660 --> 00:09:39.420]  當然了
[00:09:39.420 --> 00:09:40.900]  我們不可以來搏了
[00:09:40.900 --> 00:09:41.860]  不是的
[00:09:41.860 --> 00:09:44.100]  有些學生後來學有所成
[00:09:44.100 --> 00:09:46.420]  說他繼續去深造
[00:09:46.420 --> 00:09:48.180]  可能會搏蝕學位
[00:09:48.180 --> 00:09:50.500]  他不是水平高過老師嗎
[00:09:50.500 --> 00:09:51.620]  那個僕人可能辭了工
[00:09:51.620 --> 00:09:53.700]  將來他投資更加厲害的時候
[00:09:53.700 --> 00:09:56.420]  正如他前兩天買股票
[00:09:56.420 --> 00:09:58.780]  今天香港股市升了五百多點
[00:09:58.780 --> 00:10:00.500]  他賺了很多錢
[00:10:00.500 --> 00:10:02.660]  他不就比主人厲害了嗎
[00:10:02.660 --> 00:10:04.300]  不是這個意思
[00:10:04.300 --> 00:10:07.660]  至少那個是學生的時候
[00:10:07.660 --> 00:10:10.060]  他還在受教育的時候
[00:10:10.060 --> 00:10:12.700]  老師的水平一定比他高
[00:10:12.700 --> 00:10:14.460]  意思是什麼呢
[00:10:14.460 --> 00:10:17.100]  他說主耶穌的受苦這麼深
