
[00:00:00.000 --> 00:00:03.960]  開始的時候我們其實需要回答一個問題
[00:00:03.960 --> 00:00:09.240]  就是為什麼尼哥底姆在夜晚來找耶穌
[00:00:09.240 --> 00:00:10.960]  有沒有想過這個問題?
[00:00:10.960 --> 00:00:13.760]  以前小時候去不同的營
[00:00:13.760 --> 00:00:17.000]  有時候人們都會做不同的揣測
[00:00:17.000 --> 00:00:21.760]  因為有時候我們都要做一個演繹
[00:00:21.760 --> 00:00:25.560]  有人說他可能是一個神學家
[00:00:25.560 --> 00:00:27.200]  他是以色人的老師
[00:00:27.200 --> 00:00:30.760]  耶穌在小學還沒有畢業
[00:00:30.760 --> 00:00:33.240]  他有一些神學問題想問耶穌
[00:00:33.240 --> 00:00:35.560]  不好意思在早上來
[00:00:35.560 --> 00:00:37.840]  沒有面子 於是晚上來
[00:00:37.840 --> 00:00:39.360]  這是其中一個可能
[00:00:39.360 --> 00:00:43.560]  另外一些可能是可能他做了一些陰側的事情
[00:00:43.560 --> 00:00:47.120]  自己知道自己沒辦法進入上帝的國
[00:00:47.120 --> 00:00:49.960]  於是向耶穌求救
[00:00:49.960 --> 00:00:53.640]  看看有沒有可能罪可以得到赦免
[00:00:53.640 --> 00:00:55.000]  還有一些很奇怪的
[00:00:55.000 --> 00:00:58.120]  譬如說他可能有一個私生子
[00:00:58.120 --> 00:01:00.640]  有一種怪病需要耶穌醫治
[00:01:00.640 --> 00:01:02.640]  於是他來問耶穌
[00:01:02.640 --> 00:01:05.520]  你說他媽媽也可以
[00:01:05.520 --> 00:01:08.360]  總之他家人有需要來找耶穌
[00:01:08.360 --> 00:01:09.760]  為什麼來找耶穌呢?
[00:01:09.760 --> 00:01:15.000]  其實最簡單的答案可能是最正確的答案
[00:01:15.000 --> 00:01:18.800]  就是雖然耶穌在早上是很忙的
[00:01:18.800 --> 00:01:22.600]  所以他需要一個很長的時間
[00:01:22.600 --> 00:01:27.480]  去和耶穌談一些很重要很深奧的事情
[00:01:27.480 --> 00:01:29.240]  於是選擇晚上來
[00:01:29.240 --> 00:01:32.080]  我們今天讀的東西
[00:01:32.080 --> 00:01:33.560]  他們的對話很短的
[00:01:33.560 --> 00:01:34.920]  兩分鐘就讀完了
[00:01:34.920 --> 00:01:40.600]  但其實我們通常相信是他們談了一整晚
[00:01:40.600 --> 00:01:47.160]  只是這幾句話是約翰後來對這句對話的一個總結
[00:01:47.160 --> 00:01:48.840]  所以不如這樣
[00:01:48.840 --> 00:01:51.120]  我們暫且放過他
[00:01:51.120 --> 00:01:54.600]  當他正正常常、正正當當來找耶穌
[00:01:54.600 --> 00:01:57.600]  是沒有自己私人的問題的
[00:01:57.600 --> 00:01:59.640]  待會你讀到裡面
[00:01:59.640 --> 00:02:02.000]  你會知道我會怎麼演繹
[00:02:02.000 --> 00:02:03.520]  究竟他為什麼來找耶穌
[00:02:03.520 --> 00:02:05.320]  他為什麼來找耶穌
[00:02:05.320 --> 00:02:10.000]  是整篇講到的最重要的關鍵
[00:02:10.000 --> 00:02:11.880]  你怎樣去明白這段聖經
[00:02:11.880 --> 00:02:17.920]  更重要的是你會怎樣去明白重生
[00:02:17.920 --> 00:02:21.120]  歡迎大家來到我們的《周六崇拜》
[00:02:21.120 --> 00:02:25.200]  兩個半月前我們開始了一個新的講道系列
[00:02:25.200 --> 00:02:29.320]  我們要宣講的是《新約聖經》裡面的約翰福音
[00:02:29.320 --> 00:02:33.600]  我們要宣講的題目是「榮耀君王」
[00:02:33.600 --> 00:02:37.200]  系列開始的時候我們花了三篇的講道
[00:02:37.200 --> 00:02:41.240]  去研讀約翰偉大的罪言
[00:02:41.240 --> 00:02:44.320]  之後我們又用了兩篇講道
[00:02:44.320 --> 00:02:48.400]  來研讀施洗約翰的見證
[00:02:48.400 --> 00:02:50.080]  施洗約翰見證完之後
[00:02:50.080 --> 00:02:55.640]  耶穌就開始呼召、選召他的門徒
[00:02:55.640 --> 00:03:00.240]  然後耶穌帶他們去到迦拿的婚宴
[00:03:00.240 --> 00:03:04.480]  在迦拿的婚宴裡面將水變為酒
[00:03:04.480 --> 00:03:07.280]  但是耶穌所行的其實不是神蹟
[00:03:07.280 --> 00:03:08.720]  而是記號
[00:03:08.720 --> 00:03:11.240]  是一個天國的記號
[00:03:11.240 --> 00:03:15.040]  水變酒是啟示了他降生的使命
[00:03:15.040 --> 00:03:22.120]  他來是要用他的補血洗淨世人的罪
[00:03:22.120 --> 00:03:23.760]  這個是第一個記號
[00:03:23.760 --> 00:03:25.680]  第一個記號的原筆
[00:03:25.680 --> 00:03:30.640]  帶我們去到第二個記號的開始
[00:03:30.640 --> 00:03:31.680]  第二個記號
[00:03:31.680 --> 00:03:35.280]  耶穌帶著他的門徒來到耶路撒冷
[00:03:35.280 --> 00:03:38.920]  他好像在結證一個聖殿
[00:03:38.920 --> 00:03:43.240]  但其實他心裡焦急如同火燒
[00:03:43.240 --> 00:03:45.240]  第四篇第69篇
[00:03:45.240 --> 00:03:50.600]  是因為公牛和山羊的羊不能除罪
[00:03:50.600 --> 00:03:52.720]  於是耶穌回答他們說
[00:03:52.720 --> 00:03:54.680]  這門拆毀者殿
[00:03:54.680 --> 00:03:58.320]  我三天內要把它重建
[00:03:58.320 --> 00:04:02.800]  我要重建一個以上帝羔羊為重心
[00:04:02.800 --> 00:04:09.040]  真正能赦免罪孽的永恆的聖殿
[00:04:09.040 --> 00:04:10.800]  有趣的是
[00:04:10.800 --> 00:04:15.040]  需要重建的原來不單止是聖殿
[00:04:15.040 --> 00:04:18.560]  連聖殿裡面的以色列人的老師
[00:04:18.560 --> 00:04:21.520]  和前來聖殿裡面的敬拜人
[00:04:21.520 --> 00:04:23.440]  所有的人
[00:04:23.440 --> 00:04:24.720]  包括你和我
[00:04:24.720 --> 00:04:27.040]  都需要在這個聖殿裡面
[00:04:27.040 --> 00:04:31.600]  被上帝的靈所徹底的重建
[00:04:31.600 --> 00:04:35.360]  所以帶我們來到《約翰福音》第三章
[00:04:35.360 --> 00:04:37.680]  第二章說的是聖殿的重建
[00:04:37.680 --> 00:04:43.680]  第三章說的是敬拜者每一個人的重建
[00:04:43.680 --> 00:04:46.400]  第三章的訊息和我們每一個人
[00:04:46.400 --> 00:04:48.560]  都息息相關
[00:04:48.560 --> 00:04:49.760]  生死攸關
[00:04:49.760 --> 00:04:52.240]  所以如果我們明天沒辦法聚會的時候
[00:04:52.240 --> 00:04:54.240]  下個星期我要重複
[00:04:54.240 --> 00:04:55.680]  再說這一篇
[00:04:55.680 --> 00:05:00.240]  因為我覺得我們不可能不可以錯過這個
[00:05:00.240 --> 00:05:02.480]  重要息息相關
[00:05:02.480 --> 00:05:05.120]  生死攸關的訊息
[00:05:05.120 --> 00:05:09.680]  這個訊息是關於聖靈重生的教導
[00:05:09.680 --> 00:05:12.000]  在我們進入彌哥底母
[00:05:12.000 --> 00:05:13.840]  夜訪耶穌這個護士之前
[00:05:13.840 --> 00:05:15.440]  我想和你看一下
[00:05:15.440 --> 00:05:21.120]  《約翰福音》第二章至第四章的寫作架構
[00:05:21.120 --> 00:05:23.040]  聖經學者告訴我們
[00:05:23.040 --> 00:05:28.400]  第二章至第四章是一個精心編排的整體
[00:05:28.400 --> 00:05:31.760]  你要看的時候第一章是自己的獨立的
[00:05:31.760 --> 00:05:34.480]  接著第二章第三章第四章
[00:05:34.480 --> 00:05:39.760]  是呈現了一個ABCCBA前後呼應的結構
[00:05:39.760 --> 00:05:43.200]  你說我怎麼知道第二章到第四章是一個整體呢
[00:05:43.200 --> 00:05:45.600]  你看看第二章開始的時候
[00:05:45.600 --> 00:05:47.440]  是迦納的神蹟
[00:05:47.440 --> 00:05:49.360]  第四章結束的時候
[00:05:49.360 --> 00:05:52.000]  又是另外一個迦納神蹟
[00:05:52.000 --> 00:05:55.360]  第二章開始的時候是第一件神蹟
[00:05:55.360 --> 00:05:59.840]  去到第四章最後的故事他說是第二件神蹟
[00:05:59.840 --> 00:06:04.080]  不是第二件 是第二件在迦納所行的神蹟
[00:06:04.080 --> 00:06:06.400]  但是這樣寫很明顯
[00:06:06.400 --> 00:06:15.200]  要將你將A1和A2包住中間這三章的聖經
[00:06:15.200 --> 00:06:17.520]  A1是第一件神蹟
[00:06:17.520 --> 00:06:19.760]  是婚宴裡面隨便走
[00:06:19.760 --> 00:06:22.640]  其實是一個十字架的記號
[00:06:22.640 --> 00:06:25.920]  去到A2 遲些我們有機會一起看
[00:06:25.920 --> 00:06:29.920]  大神的兒子活了是一個復活的記號
[00:06:29.920 --> 00:06:32.240]  於是一個是受死一個是復活
[00:06:32.240 --> 00:06:34.080]  受死加復活
[00:06:34.080 --> 00:06:38.000]  是耶穌基督救贖的倚天劍屠龍刀
[00:06:38.000 --> 00:06:39.360]  雙劍合璧
[00:06:39.360 --> 00:06:46.240]  才可以使我們有得救重生的可能性
[00:06:46.240 --> 00:06:47.600]  這個是A1和A2
[00:06:47.600 --> 00:06:50.640]  接著你看看B1和B2
[00:06:50.640 --> 00:06:53.520]  又是一對的 B1就是我們上個星期看過的
[00:06:53.520 --> 00:06:56.480]  耶穌去到耶路撒冷的聖殿裡面
[00:06:56.480 --> 00:06:58.720]  祂為聖殿著急
[00:06:58.720 --> 00:07:00.720]  要建一個聖殿
[00:07:00.720 --> 00:07:03.120]  當時引用的是詩篇69篇
[00:07:03.120 --> 00:07:05.600]  詩篇69篇是大衛的詩篇
[00:07:05.600 --> 00:07:06.560]  耶穌是誰?
[00:07:06.560 --> 00:07:09.440]  耶穌是建聖殿的大衛之後
[00:07:09.440 --> 00:07:12.320]  耶穌是猶太人的君王
[00:07:12.320 --> 00:07:13.840]  這個很重要的
[00:07:13.840 --> 00:07:16.320]  接著我們遲些幾個星期之後
[00:07:16.320 --> 00:07:17.360]  不知道什麼時候
[00:07:17.360 --> 00:07:19.120]  去到B2的時候
[00:07:19.120 --> 00:07:20.480]  一個很熟悉的故事
[00:07:20.480 --> 00:07:22.480]  在雅各的井篷
[00:07:22.480 --> 00:07:24.960]  另一個很重要的地方
[00:07:24.960 --> 00:07:28.080]  耶穌說祂是永生的活傳
[00:07:28.080 --> 00:07:30.720]  祂和一個撒瑪利亞的婦人講道
[00:07:30.720 --> 00:07:32.320]  談了很久
[00:07:32.320 --> 00:07:34.960]  最後的終結是
[00:07:34.960 --> 00:07:39.360]  撒瑪利亞人說祂是世界的救主
[00:07:39.360 --> 00:07:43.200]  所以B1和B2加起來
[00:07:43.200 --> 00:07:45.920]  是在回答耶穌是誰的問題
[00:07:45.920 --> 00:07:46.720]  耶穌是誰?
[00:07:46.720 --> 00:07:49.840]  祂是猶太人的王
[00:07:49.840 --> 00:07:52.240]  大衛之後
[00:07:52.240 --> 00:07:54.480]  要完成大衛的心願
[00:07:54.480 --> 00:07:56.000]  就是建那座聖殿
[00:07:56.000 --> 00:07:57.280]  第二 耶穌是誰?
[00:07:57.280 --> 00:08:00.480]  祂是全人類的救主
[00:08:00.480 --> 00:08:03.360]  所以有A、A、B、B
[00:08:03.360 --> 00:08:06.720]  到架構的中間有兩個有名的
[00:08:06.720 --> 00:08:10.480]  以色列人的老師和先知
[00:08:10.480 --> 00:08:12.640]  其中一個是負面的人物
[00:08:12.640 --> 00:08:14.880]  另一個是正面的人物
[00:08:14.880 --> 00:08:18.000]  負面的人物叫尼哥德姆
[00:08:18.000 --> 00:08:21.440]  在珍光耶穌給他的訊息裡面
[00:08:21.440 --> 00:08:25.360]  我們知道儘管他是以色列人的老師
[00:08:25.360 --> 00:08:30.240]  但是他其實不在上帝的國之中
[00:08:30.240 --> 00:08:31.440]  哇 真是厲害了
[00:08:31.440 --> 00:08:35.280]  因為原文說他不是以色列其中一個老師
[00:08:35.280 --> 00:08:37.840]  他是他的老師
[00:08:37.840 --> 00:08:39.280]  他是首屈一指
[00:08:39.280 --> 00:08:43.280]  他是以色列人當中的首席老師
[00:08:43.280 --> 00:08:48.080]  然而這個首席老師竟然是不認識上帝
[00:08:48.080 --> 00:08:51.040]  和上帝的天國無緣
[00:08:51.040 --> 00:08:54.480]  於是耶穌跟他說你必須要重生
[00:08:54.480 --> 00:08:56.560]  才可以看見
[00:08:56.560 --> 00:08:58.480]  經歷上帝的國
[00:08:58.480 --> 00:09:00.560]  這是一個很負面的例子
[00:09:00.560 --> 00:09:01.760]  一會兒我們會讀
[00:09:01.760 --> 00:09:05.920]  接著有另一個正面的人物是施洗約翰
[00:09:05.920 --> 00:09:10.480]  下星期回來我們如無意外會講施洗約翰
[00:09:10.480 --> 00:09:15.040]  他是以色列四百年來的第一個真心之人
[00:09:15.040 --> 00:09:17.200]  他為耶穌作見誠
[00:09:17.200 --> 00:09:18.960]  他苦苦敬拜耶穌
[00:09:18.960 --> 00:09:21.760]  他歡欣地迎接耶穌
[00:09:21.760 --> 00:09:24.320]  他開心地離場
[00:09:24.320 --> 00:09:25.680]  有人問他
[00:09:25.680 --> 00:09:28.400]  現在跟耶穌會的人多過跟你那些
[00:09:28.400 --> 00:09:29.200]  怎麼辦?
[00:09:29.200 --> 00:09:30.080]  他的回答是
[00:09:30.080 --> 00:09:35.280]  他必興旺 我必衰微
[00:09:35.280 --> 00:09:37.520]  無論是正面的去看
[00:09:37.520 --> 00:09:39.280]  或者是負面的去看
[00:09:39.280 --> 00:09:42.240]  我們見到一個很重要的訊息就是
[00:09:42.240 --> 00:09:44.080]  耶穌是高人一等的
[00:09:44.080 --> 00:09:48.080]  耶穌遠遠超越了以色列人的先知
[00:09:48.080 --> 00:09:51.760]  超越了以色列人的老師
[00:09:51.760 --> 00:09:53.360]  講到這裡
[00:09:53.360 --> 00:09:55.920]  如果你看著我現在畫的這個圖
[00:09:55.920 --> 00:09:56.720]  一定會有人問我
[00:09:56.720 --> 00:10:01.920]  林牧師還有三格空白的地方是什麼?
[00:10:01.920 --> 00:10:04.080]  但是你看的時候會發現
[00:10:04.080 --> 00:10:08.480]  約翰自己留了三個格給自己填的
[00:10:08.480 --> 00:10:12.560]  是他作為約翰福音的原作
[00:10:12.560 --> 00:10:15.680]  他留一些空格給自己做一些
[00:10:15.680 --> 00:10:18.400]  有趣的解說
