
[00:00:00.000 --> 00:00:03.500]  我們過年常常都會講祝福的說話
[00:00:03.500 --> 00:00:08.020]  但是賀年我就心裏有些迷思
[00:00:08.020 --> 00:00:10.020]  什麼叫迷思呢?
[00:00:10.020 --> 00:00:14.120]  第一個難處就是我常常都不知道祝福別人什麼好
[00:00:14.120 --> 00:00:17.020]  最順口的就是恭喜發財
[00:00:17.020 --> 00:00:20.720]  但是我覺得發財好像基督徒一樣
[00:00:20.720 --> 00:00:22.420]  好像很是悔
[00:00:22.420 --> 00:00:25.720]  但是我要知道對方有什麼需要
[00:00:25.720 --> 00:00:26.720]  然後我祝福他
[00:00:26.720 --> 00:00:28.220]  我又會覺得有些難處
[00:00:28.220 --> 00:00:29.720]  我記得我剛剛結婚的時候
[00:00:29.720 --> 00:00:31.720]  我夫家有很多親戚
[00:00:31.720 --> 00:00:33.720]  很多阿姨、姨丈
[00:00:33.720 --> 00:00:37.220]  其實我都搞不清他們是誰打誰
[00:00:37.220 --> 00:00:38.720]  誰在做什麼
[00:00:38.720 --> 00:00:39.720]  誰已經結了婚
[00:00:39.720 --> 00:00:41.220]  誰是誰
[00:00:41.220 --> 00:00:42.220]  搞不清的
[00:00:42.220 --> 00:00:44.220]  那個情景通常都是
[00:00:44.220 --> 00:00:46.220]  你一進去拜年
[00:00:46.220 --> 00:00:48.220]  去到老爺、奶奶那裏拜年
[00:00:48.220 --> 00:00:50.220]  已經高堂滿座了
[00:00:50.220 --> 00:00:52.220]  嫂子來了
[00:00:52.220 --> 00:00:54.720]  很多人已經說恭喜恭喜
[00:00:54.720 --> 00:00:57.720]  然後我就說他是誰呢?
[00:00:57.720 --> 00:00:59.220]  搞不清
[00:00:59.220 --> 00:01:01.220]  然後他們一卵嘴的祝福我
[00:01:01.220 --> 00:01:03.220]  我都不知道祝福他什麼好
[00:01:03.220 --> 00:01:05.220]  我都不知道他有什麼需要
[00:01:05.220 --> 00:01:09.220]  所以我永遠都是祝福這四個字的
[00:01:09.220 --> 00:01:11.220]  身體健康
[00:01:11.220 --> 00:01:13.220]  不是
[00:01:13.220 --> 00:01:15.220]  又不是萬事勝意
[00:01:15.220 --> 00:01:16.220]  他祝福我
[00:01:16.220 --> 00:01:18.220]  我就說恭喜恭喜
[00:01:18.220 --> 00:01:22.220]  大家這樣說
[00:01:22.220 --> 00:01:24.220]  這樣我就灑過去了
[00:01:24.220 --> 00:01:28.220]  有什麼人需要我們祝福呢?
[00:01:28.220 --> 00:01:31.220]  第二個我的迷思就是
[00:01:31.220 --> 00:01:35.220]  其實我信不信我的祝福是有效的呢?
[00:01:35.220 --> 00:01:38.220]  我祝福他步步高升
[00:01:38.220 --> 00:01:40.220]  那他是不是真的會步步高升呢?
[00:01:40.220 --> 00:01:42.220]  我祝福他學業進步
[00:01:42.220 --> 00:01:45.220]  那他就會學業進步了
[00:01:45.220 --> 00:01:47.220]  不要說你自己不相信
[00:01:47.220 --> 00:01:50.220]  聽過的都不相信
[00:01:50.220 --> 00:01:53.220]  就算他真的步步高升了
[00:01:53.220 --> 00:01:54.220]  他會不會
[00:01:54.220 --> 00:01:58.220]  哎呀我今年可以加薪升職
[00:01:58.220 --> 00:02:00.220]  一定是過年的時候
[00:02:00.220 --> 00:02:03.220]  伯母祝福了我步步高升
[00:02:03.220 --> 00:02:04.220]  真的感謝他
[00:02:04.220 --> 00:02:05.220]  會不會呢?
[00:02:05.220 --> 00:02:06.220]  不會
[00:02:06.220 --> 00:02:07.220]  根本不會想起你
[00:02:07.220 --> 00:02:09.220]  因為你根本就不會記得
[00:02:09.220 --> 00:02:11.220]  誰祝福過你什麼
[00:02:11.220 --> 00:02:13.220]  你說的那個又不相信
[00:02:13.220 --> 00:02:15.220]  聽的那個也不太相信
[00:02:15.220 --> 00:02:17.220]  那你說來幹什麼呢?
[00:02:17.220 --> 00:02:21.220]  所以我今天就想一下
[00:02:21.220 --> 00:02:25.220]  今天的題目叫做「祝福由心而發」
[00:02:25.220 --> 00:02:31.220]  我們從聖經裡面去祝福的經文裡面
[00:02:31.220 --> 00:02:33.220]  去反思一下這個題目
[00:02:33.220 --> 00:02:36.220]  究竟我們需要什麼樣的祝福呢?
[00:02:36.220 --> 00:02:38.220]  究竟怎樣才能夠祝福我們呢?
[00:02:38.220 --> 00:02:45.220]  這個經文記載在一個我們很少讀的書卷裡面
[00:02:45.220 --> 00:02:48.220]  是全本聖經最短的書卷
[00:02:48.220 --> 00:02:51.220]  叫做《約翰三書》
[00:02:51.220 --> 00:02:56.220]  《約翰三書》當然是約翰寫的
[00:02:56.220 --> 00:02:58.220]  這本書是寫給誰的呢?
[00:02:58.220 --> 00:02:59.220]  他也是這麼說的
[00:02:59.220 --> 00:03:03.220]  他說「著長老的寫信給親愛的戈尤
[00:03:03.220 --> 00:03:06.220]  就是我誠心所愛的」
[00:03:06.220 --> 00:03:08.220]  很簡單
[00:03:08.220 --> 00:03:10.220]  開章明義你就知道
[00:03:10.220 --> 00:03:12.220]  收信人叫做戈尤
[00:03:12.220 --> 00:03:18.220]  是仕途約翰很疼他很愛他
[00:03:18.220 --> 00:03:20.220]  為什麼這麼疼他這麼愛他
[00:03:20.220 --> 00:03:21.220]  他做了什麼呢?
[00:03:21.220 --> 00:03:23.220]  聖經是沒有記載的
[00:03:23.220 --> 00:03:25.220]  不過有記載的是什麼呢?
[00:03:25.220 --> 00:03:26.220]  他怎樣稱讚他
[00:03:26.220 --> 00:03:28.220]  聖經裡面稱讚戈尤
[00:03:28.220 --> 00:03:30.220]  是會有真理在他的心
[00:03:30.220 --> 00:03:33.220]  不僅有真理還要行真理
[00:03:33.220 --> 00:03:36.220]  又有信心又有愛心
[00:03:36.220 --> 00:03:37.220]  他做了什麼呢?
[00:03:37.220 --> 00:03:41.220]  他就經常接待遠方來的弟兄姊妹
[00:03:41.220 --> 00:03:43.220]  可能那些是宣教士
[00:03:43.220 --> 00:03:45.220]  他就接待他們
[00:03:45.220 --> 00:03:47.220]  整本書就是鼓勵他們
[00:03:47.220 --> 00:03:48.220]  你們真的做得好
[00:03:48.220 --> 00:03:49.220]  繼續做
[00:03:49.220 --> 00:03:50.220]  記住繼續做
[00:03:50.220 --> 00:03:51.220]  就是這樣
[00:03:51.220 --> 00:03:52.220]  所以很短
[00:03:52.220 --> 00:03:55.220]  所以我們很少查經會查約翰三書
[00:03:55.220 --> 00:03:58.220]  不過約翰三書裡面有一句話
[00:03:58.220 --> 00:03:59.220]  有很多人
[00:03:59.220 --> 00:04:02.220]  如果要講約翰三書就會講這句
[00:04:02.220 --> 00:04:04.220]  就是這句是第一節
[00:04:04.220 --> 00:04:06.220]  因為他只有一章
[00:04:06.220 --> 00:04:08.220]  所以約翰三書的第一節是這樣
[00:04:08.220 --> 00:04:11.220]  第二節就是今天的金句
[00:04:11.220 --> 00:04:12.220]  你們讀吧
[00:04:12.220 --> 00:04:13.220]  好不好?
[00:04:13.220 --> 00:04:15.220]  一二三
[00:04:15.220 --> 00:04:26.220]  第一個要提的就是
[00:04:26.220 --> 00:04:28.220]  我祝福你
[00:04:28.220 --> 00:04:29.220]  祝福他
[00:04:29.220 --> 00:04:31.220]  但英文你會看到
[00:04:31.220 --> 00:04:32.220]  是什麼?
[00:04:32.220 --> 00:04:33.220]  祝福是什麼?
[00:04:33.220 --> 00:04:34.220]  I pray
[00:04:34.220 --> 00:04:37.220]  不是我們有什麼能力去祝福別人
[00:04:37.220 --> 00:04:40.220]  因為我祈禱神可以祝福
[00:04:40.220 --> 00:04:42.220]  阿蓋尤
[00:04:42.220 --> 00:04:43.220]  OK?
[00:04:43.220 --> 00:04:46.220]  祂祝福了他三樣東西
[00:04:46.220 --> 00:04:48.220]  第一樣是什麼?
[00:04:48.220 --> 00:04:49.220]  身體健壯
[00:04:49.220 --> 00:04:50.220]  很容易明白
[00:04:50.220 --> 00:04:51.220]  身體健康
[00:04:51.220 --> 00:04:53.220]  剛剛大家站在那裡
[00:04:53.220 --> 00:04:54.220]  誰說
[00:04:54.220 --> 00:04:57.220]  神啊祢祝福我身體健康的
[00:04:57.220 --> 00:04:58.220]  有沒有?
[00:04:58.220 --> 00:04:59.220]  好啊
[00:04:59.220 --> 00:05:00.220]  這麼少?
[00:05:00.220 --> 00:05:01.220]  不是吧
[00:05:01.220 --> 00:05:04.220]  我覺得每個人都很著重身體健康
[00:05:04.220 --> 00:05:07.220]  不要緊
[00:05:07.220 --> 00:05:08.220]  聖經很落地
[00:05:08.220 --> 00:05:10.220]  祂都知道我們要身體健康
[00:05:10.220 --> 00:05:12.220]  第二樣祂祝福我們的
[00:05:12.220 --> 00:05:15.220]  約翰祝福阿蓋尤的
[00:05:15.220 --> 00:05:17.220]  就是叫他凡事興盛
[00:05:17.220 --> 00:05:19.220]  接著祂就祝福他
[00:05:19.220 --> 00:05:21.220]  靈魂要興盛
[00:05:21.220 --> 00:05:24.220]  很簡單的一句經文
[00:05:24.220 --> 00:05:26.220]  雖然簡單
[00:05:26.220 --> 00:05:28.220]  我們有些字都要解釋
[00:05:28.220 --> 00:05:30.220]  什麼叫做興盛?
[00:05:30.220 --> 00:05:32.220]  興盛
[00:05:32.220 --> 00:05:34.220]  英文叫做prosper
[00:05:34.220 --> 00:05:36.220]  prosperity
[00:05:36.220 --> 00:05:39.220]  發達、興旺、茂盛
[00:05:39.220 --> 00:05:45.220]  原文叫做You are dull
[00:05:45.220 --> 00:05:47.220]  為什麼我要想一想呢?
[00:05:47.220 --> 00:05:49.220]  我要想一想我怎樣記住祂怎麼讀
[00:05:49.220 --> 00:05:50.220]  我怎樣記呢?
[00:05:50.220 --> 00:05:51.220]  You are dull
[00:05:51.220 --> 00:05:52.220]  即是你很悶
[00:05:52.220 --> 00:05:54.220]  千萬不要那麼悶
[00:05:54.220 --> 00:05:56.220]  講到要很興奮一點
[00:05:56.220 --> 00:05:57.220]  You are dull
[00:05:57.220 --> 00:05:59.220]  這個原文
[00:05:59.220 --> 00:06:01.220]  當翻譯成為聖經裡面
[00:06:01.220 --> 00:06:03.220]  在不同的地方
[00:06:03.220 --> 00:06:06.220]  會有不同的意思
[00:06:06.220 --> 00:06:09.220]  包括亨通
[00:06:09.220 --> 00:06:11.220]  順利
[00:06:11.220 --> 00:06:13.220]  包括
[00:06:13.220 --> 00:06:15.220]  我看不到那些字
[00:06:15.220 --> 00:06:17.220]  因為下次那些字會大一點
[00:06:17.220 --> 00:06:19.220]  我這樣看不到
[00:06:19.220 --> 00:06:20.220]  成功
[00:06:20.220 --> 00:06:27.220]  不過最貼切的翻譯
[00:06:27.220 --> 00:06:32.220]  就是有一條很容易走很平坦的路
[00:06:32.220 --> 00:06:34.220]  那個就叫做You are dull
[00:06:34.220 --> 00:06:36.220]  那個就叫做豐盛
[00:06:36.220 --> 00:06:38.220]  就是說祝福他
[00:06:38.220 --> 00:06:41.220]  凡事都可以去到他的目標
[00:06:41.220 --> 00:06:43.220]  做的時候很容易
[00:06:43.220 --> 00:06:44.220]  沒什麼阻滯
[00:06:44.220 --> 00:06:45.220]  就叫做You are dull
[00:06:45.220 --> 00:06:47.220]  就是順利、亨通
[00:06:47.220 --> 00:06:49.220]  所以在不同的經文裡面
[00:06:49.220 --> 00:06:53.220]  譬如在創世紀24章
[00:06:53.220 --> 00:06:55.220]  出現過You are dull這個字
[00:06:55.220 --> 00:06:57.220]  這個字是說
[00:06:57.220 --> 00:06:58.220]  阿伯拉罕年老的時候
[00:06:58.220 --> 00:07:00.220]  他的兒子沒有老婆
[00:07:00.220 --> 00:07:02.220]  於是他就派了一個僕人
[00:07:02.220 --> 00:07:04.220]  去遠方跟他娶老婆回來
[00:07:04.220 --> 00:07:06.220]  那個僕人就覺得
[00:07:06.220 --> 00:07:08.220]  這件事很難
[00:07:08.220 --> 00:07:10.220]  無端端找一個女人回來嫁你兒子
[00:07:10.220 --> 00:07:12.220]  你想一下那個
[00:07:12.220 --> 00:07:14.220]  mission impossible
[00:07:14.220 --> 00:07:16.220]  但是他真的去了
[00:07:16.220 --> 00:07:18.220]  真的按著神的帶領
[00:07:18.220 --> 00:07:20.220]  他真的見到尼伯加
[00:07:20.220 --> 00:07:22.220]  見到那個女孩又漂亮又好
[00:07:22.220 --> 00:07:25.220]  就很適合條件
[00:07:25.220 --> 00:07:27.220]  這句就是他見到尼伯加
[00:07:27.220 --> 00:07:29.220]  下一句他就這麼說
[00:07:29.220 --> 00:07:31.220]  那個人哪人
[00:07:31.220 --> 00:07:33.220]  定睛看他
[00:07:33.220 --> 00:07:35.220]  哪人就是那個僕人
[00:07:35.220 --> 00:07:37.220]  眼金金的看著尼伯加
[00:07:37.220 --> 00:07:39.220]  一句話都不說
[00:07:39.220 --> 00:07:41.220]  要曉得耶和華
[00:07:41.220 --> 00:07:44.220]  似他通達的道路沒有
[00:07:44.220 --> 00:07:46.220]  那個通達的道路
[00:07:46.220 --> 00:07:48.220]  就是說看看神給不給他
[00:07:48.220 --> 00:07:50.220]  很順利
[00:07:50.220 --> 00:07:52.220]  娶了他回來
[00:07:52.220 --> 00:07:54.220]  帶了他回去
[00:07:54.220 --> 00:07:56.220]  給他的主人
[00:07:56.220 --> 00:07:58.220]  做媳婦
[00:07:58.220 --> 00:08:00.220]  另外一節就是
[00:08:00.220 --> 00:08:02.220]  約書亞記
[00:08:02.220 --> 00:08:04.220]  約書亞記就是摩西
[00:08:04.220 --> 00:08:06.220]  臨死之前他吩咐約書亞
[00:08:06.220 --> 00:08:08.220]  叫他你要進入江南
[00:08:08.220 --> 00:08:10.220]  你要剛強壯膽
[00:08:10.220 --> 00:08:12.220]  其中有一句
[00:08:12.220 --> 00:08:14.220]  他勉勵他的說話
[00:08:14.220 --> 00:08:16.220]  你記住要守神的律法
[00:08:16.220 --> 00:08:18.220]  不可以離開你的口
[00:08:18.220 --> 00:08:20.220]  要有思想要跟著你走
[00:08:20.220 --> 00:08:22.220]  如果是這樣
[00:08:22.220 --> 00:08:24.220]  你的道路就可以
[00:08:24.220 --> 00:08:26.220]  亨通
[00:08:26.220 --> 00:08:28.220]  你的路就很容易走
[00:08:28.220 --> 00:08:30.220]  會很順利
[00:08:30.220 --> 00:08:32.220]  凡事順利
[00:08:32.220 --> 00:08:34.220]  這個就是
[00:08:34.220 --> 00:08:36.220]  輕王輕聖
[00:08:36.220 --> 00:08:38.220]  背後的意思
[00:08:38.220 --> 00:08:40.220]  ok
[00:08:40.220 --> 00:08:42.220]  第二個想和大家說
[00:08:42.220 --> 00:08:44.220]  的詞語就是靈魂
[00:08:44.220 --> 00:08:46.220]  靈魂其實我們
[00:08:46.220 --> 00:08:48.220]  虐莫都知道
[00:08:48.220 --> 00:08:50.220]  為什麼
[00:08:50.220 --> 00:08:52.220]  虐莫之餘也有些模糊
[00:08:52.220 --> 00:08:54.220]  什麼是靈?什麼是魂?
[00:08:54.220 --> 00:08:56.220]  這個詞語
[00:08:56.220 --> 00:08:58.220]  原文就是黑色那個
