
[00:00:00.000 --> 00:00:01.380]  各位丁姐妹
[00:00:01.380 --> 00:00:05.180]  可能你是第一次來播福堂
[00:00:05.180 --> 00:00:07.180]  或是未信主的朋友
[00:00:07.180 --> 00:00:11.880]  但我們今天有機會一起去崇拜裡面
[00:00:11.880 --> 00:00:13.380]  一起聽神的話語
[00:00:13.380 --> 00:00:16.800]  我們願意先安靜自己的心
[00:00:16.800 --> 00:00:19.420]  我們一起在上帝面前禱告
[00:00:19.420 --> 00:00:21.920]  天主上我們感謝祢
[00:00:21.920 --> 00:00:23.920]  讓祢開我們的眼睛
[00:00:23.920 --> 00:00:25.920]  讓我們明白祢的說話
[00:00:25.920 --> 00:00:27.320]  開我們的心
[00:00:27.320 --> 00:00:29.820]  讓我們能夠接受神的救恩
[00:00:29.820 --> 00:00:32.420]  多謝祢祈禱奉耶穌的聖名
[00:00:32.420 --> 00:00:33.420]  阿門
[00:00:33.420 --> 00:00:34.920]  今天是福音主日
[00:00:34.920 --> 00:00:37.420]  我知道有些未信的朋友
[00:00:37.420 --> 00:00:40.420]  在我們當中或在網上
[00:00:40.420 --> 00:00:43.420]  剛才讀這段經文
[00:00:43.420 --> 00:00:47.920]  我相信信主的朋友應該很熟悉
[00:00:47.920 --> 00:00:49.920]  如果你第一次聽的時候
[00:00:49.920 --> 00:00:53.700]  可能會覺得很悲
[00:00:53.700 --> 00:00:55.420]  是不是?
[00:00:55.420 --> 00:00:57.920]  你讀到第五到第十節的時候
[00:00:57.920 --> 00:00:59.920]  詩人說人生短暫
[00:00:59.920 --> 00:01:01.920]  充滿了愁煩
[00:01:01.920 --> 00:01:03.920]  其實你想想
[00:01:03.920 --> 00:01:05.920]  只是稍有人生經驗的人
[00:01:05.920 --> 00:01:07.920]  都會看到這些事
[00:01:07.920 --> 00:01:10.920]  詩人說人生短暫
[00:01:10.920 --> 00:01:14.920]  古今中外大把人說過人生如夢
[00:01:14.920 --> 00:01:16.920]  人生如朝露
[00:01:16.920 --> 00:01:20.920]  不是什麼重大發現
[00:01:20.920 --> 00:01:23.920]  如果說到人生的勞苦愁煩
[00:01:23.920 --> 00:01:25.920]  轉眼即逝
[00:01:25.920 --> 00:01:27.920]  佛家都說人生有八苦
[00:01:27.920 --> 00:01:29.920]  比你更多
[00:01:29.920 --> 00:01:31.920]  如果說人生的受煩
[00:01:31.920 --> 00:01:32.920]  說真的
[00:01:32.920 --> 00:01:35.920]  我們看看今天的時局
[00:01:35.920 --> 00:01:37.920]  我們就知道了
[00:01:37.920 --> 00:01:39.920]  我們用不著看聖經
[00:01:39.920 --> 00:01:41.920]  所以說
[00:01:41.920 --> 00:01:43.920]  發現人生有這些問題
[00:01:43.920 --> 00:01:46.920]  其實是智慧嗎?
[00:01:46.920 --> 00:01:50.920]  我十年前
[00:01:50.920 --> 00:01:53.920]  發現這個位置
[00:01:53.920 --> 00:01:55.920]  甲狀腺有癌症
[00:01:55.920 --> 00:01:57.920]  首先是頸部的淋巴腫了
[00:01:57.920 --> 00:01:59.920]  找任何醫生去看
[00:01:59.920 --> 00:02:01.920]  都看到這個症狀
[00:02:01.920 --> 00:02:03.920]  是腫了
[00:02:03.920 --> 00:02:05.920]  但是
[00:02:05.920 --> 00:02:07.920]  知不知道為什麼會腫
[00:02:07.920 --> 00:02:09.920]  究竟是什麼問題
[00:02:09.920 --> 00:02:11.920]  看到病徵
[00:02:11.920 --> 00:02:13.920]  能夠判斷真正的病因
[00:02:13.920 --> 00:02:15.920]  又能夠準確的對症效藥
[00:02:15.920 --> 00:02:17.920]  醫到你的
[00:02:17.920 --> 00:02:19.920]  才重要
[00:02:19.920 --> 00:02:22.920]  斷錯症真的很大件事
[00:02:22.920 --> 00:02:24.920]  是嗎?
[00:02:24.920 --> 00:02:28.920]  斷錯症不止治療方向都錯
[00:02:28.920 --> 00:02:30.920]  醫不好不止
[00:02:30.920 --> 00:02:33.920]  過了治療的黃金時間
[00:02:33.920 --> 00:02:35.920]  明明救得到的
[00:02:35.920 --> 00:02:37.920]  都變成沒得醫
[00:02:37.920 --> 00:02:40.920]  身體問題是這樣
[00:02:40.920 --> 00:02:42.920]  人生的問題
[00:02:42.920 --> 00:02:45.920]  其實更加是這樣
[00:02:45.920 --> 00:02:47.920]  你若有不同的判斷
[00:02:47.920 --> 00:02:49.920]  看人生的問題
[00:02:49.920 --> 00:02:52.920]  有不同的判斷就有不同的方向
[00:02:52.920 --> 00:02:54.920]  如果你認為
[00:02:54.920 --> 00:02:56.920]  你的人生很苦
[00:02:56.920 --> 00:02:58.920]  事事都很不願意
[00:02:58.920 --> 00:02:59.920]  為什麼?
[00:02:59.920 --> 00:03:01.920]  因為你的命不好
[00:03:01.920 --> 00:03:03.920]  你定性為這件事
[00:03:03.920 --> 00:03:06.920]  你整個人生去追逐算命
[00:03:06.920 --> 00:03:07.920]  看運程
[00:03:07.920 --> 00:03:08.920]  擺風水陣
[00:03:08.920 --> 00:03:09.920]  吹吉避凶
[00:03:09.920 --> 00:03:11.920]  搞這些事
[00:03:11.920 --> 00:03:13.920]  如果你判斷你的問題
[00:03:13.920 --> 00:03:15.920]  是出於你的出身不夠好
[00:03:15.920 --> 00:03:17.920]  輸在起跑線
[00:03:17.920 --> 00:03:19.920]  就拼命賺錢
[00:03:19.920 --> 00:03:22.920]  哪個碼頭夠穩固就拍下去
[00:03:22.920 --> 00:03:24.920]  崇拜權力
[00:03:24.920 --> 00:03:27.920]  或者怨恨你的父母
[00:03:27.920 --> 00:03:30.920]  如果你認為社會對你不公道
[00:03:30.920 --> 00:03:32.920]  社會的錯
[00:03:32.920 --> 00:03:34.920]  你明明憤世嫉俗
[00:03:34.920 --> 00:03:37.920]  反社會甚至向社會報復
[00:03:37.920 --> 00:03:41.920]  原來我們對我們人生不同的斷症
[00:03:41.920 --> 00:03:44.920]  影響可以很大
[00:03:44.920 --> 00:03:46.920]  聖經又怎麼看呢?
[00:03:46.920 --> 00:03:48.920]  今天這段經文
[00:03:48.920 --> 00:03:50.920]  就讓我們一齊思考
[00:03:50.920 --> 00:03:54.920]  人生為什麼是這樣的?
[00:03:54.920 --> 00:03:55.920]  還有
[00:03:55.920 --> 00:03:57.920]  是不是一定要這樣?
[00:03:57.920 --> 00:03:59.920]  有沒有其他可能性?
[00:03:59.920 --> 00:04:01.920]  打出來的詩歌
[00:04:01.920 --> 00:04:03.920]  可能大家看不到
[00:04:03.920 --> 00:04:04.920]  其實在聖經裡
[00:04:04.920 --> 00:04:06.920]  有一個小標題
[00:04:06.920 --> 00:04:08.920]  是摩西的祈禱
[00:04:08.920 --> 00:04:10.920]  不少學者都認為
[00:04:10.920 --> 00:04:11.920]  是摩西晚年的作品
[00:04:11.920 --> 00:04:14.920]  摩西是誰呢?
[00:04:14.920 --> 00:04:17.920]  這首詩寫成前400年
[00:04:17.920 --> 00:04:19.920]  巴勒斯坦一帶
[00:04:19.920 --> 00:04:21.920]  發生了嚴重的饑荒
[00:04:21.920 --> 00:04:24.920]  在埃及做宰相的約瑟
[00:04:24.920 --> 00:04:26.920]  就接了他爸爸以色列
[00:04:26.920 --> 00:04:29.920]  和他全家去埃及
[00:04:29.920 --> 00:04:31.920]  400年過去了
[00:04:31.920 --> 00:04:34.920]  以色列由一個家族
[00:04:34.920 --> 00:04:36.920]  發展成一個民族
[00:04:36.920 --> 00:04:39.920]  埃及法老王就非常受威脅
[00:04:39.920 --> 00:04:42.920]  於是就重重奴役以色列人
[00:04:42.920 --> 00:04:46.920]  以色列人在痛苦裡呼求上帝
[00:04:46.920 --> 00:04:48.920]  神就揀選摩西
[00:04:48.920 --> 00:04:50.920]  帶他們離開埃及
[00:04:50.920 --> 00:04:53.920]  還為他們預備了一個應許之地
[00:04:53.920 --> 00:04:56.920]  其實在離開埃及的過程當中
[00:04:56.920 --> 00:04:58.920]  以色列人經過了多次
[00:04:58.920 --> 00:05:02.920]  經歷上帝的拯救和保護
[00:05:02.920 --> 00:05:04.920]  可能你會聽過
[00:05:04.920 --> 00:05:07.920]  就算你不是基督徒的時候
[00:05:07.920 --> 00:05:10.920]  以色列人曾經去到前無去路
[00:05:10.920 --> 00:05:12.920]  是有追兵的海邊
[00:05:12.920 --> 00:05:14.920]  神是為他們開路
[00:05:14.920 --> 00:05:16.920]  將海水分開
[00:05:16.920 --> 00:05:20.920]  用海水去淹沒要追殺他們的法老大軍
[00:05:20.920 --> 00:05:26.920]  但是在神帶他們進入應許之地的過程當中
[00:05:26.920 --> 00:05:30.920]  以色列人是不斷的背叛上帝
[00:05:30.920 --> 00:05:33.920]  當他們在路上面對困難的時候
[00:05:33.920 --> 00:05:35.920]  被人追殺的時候
[00:05:35.920 --> 00:05:36.920]  就埋怨神
[00:05:36.920 --> 00:05:38.920]  比如文素記說到
[00:05:38.920 --> 00:05:40.920]  我們寧願死在埃及
[00:05:40.920 --> 00:05:42.920]  你為什麼要帶我們出來這個地方
[00:05:42.920 --> 00:05:43.920]  埋怨上帝
[00:05:43.920 --> 00:05:46.920]  不如我們選一個領袖帶我們回去更好
[00:05:46.920 --> 00:05:49.920]  更加荒謬的是
[00:05:49.920 --> 00:05:52.920]  當我們經歷上帝在紅海裡的神蹟
[00:05:52.920 --> 00:05:54.920]  去到西奈半島
[00:05:54.920 --> 00:05:59.920]  而摩西在西奈山一段長時間不下來的時候
[00:05:59.920 --> 00:06:01.920]  他們竟然另起爐灶
[00:06:01.920 --> 00:06:04.920]  為自己製造一隻金牛神像
[00:06:04.920 --> 00:06:06.920]  然後大聲說
[00:06:06.920 --> 00:06:11.920]  以色列,這就是領你出埃及的神明
[00:06:11.920 --> 00:06:15.920]  原來人真的可以這麼忘恩負義
[00:06:15.920 --> 00:06:20.920]  以色列人一次又一次的藐視創造他們的神
[00:06:20.920 --> 00:06:24.920]  責怪上帝拯救他們
[00:06:24.920 --> 00:06:27.920]  惹來上帝憤怒
[00:06:27.920 --> 00:06:37.920]  最終只有約書亞和迦勒這兩個人
[00:06:37.920 --> 00:06:40.920]  進入迦勒美地
[00:06:40.920 --> 00:06:48.920]  其他的人都在四十年的抗日漂流中死在抗日
[00:06:48.920 --> 00:06:52.920]  當晚年的摩西回望這些經歷
[00:06:52.920 --> 00:06:55.920]  他看到人一代一代怎樣犯罪
[00:06:55.920 --> 00:06:57.920]  怎樣背棄上帝
[00:06:57.920 --> 00:06:59.920]  所以這個祈禱文
[00:06:59.920 --> 00:07:04.920]  他在當中慨嘆人生的短暫渺小
[00:07:04.920 --> 00:07:09.920]  更加可悲的是人生的愚昧和頑固
[00:07:09.920 --> 00:07:11.920]  他認清了一件事
[00:07:11.920 --> 00:07:13.920]  什麼才是人生的出路
[00:07:13.920 --> 00:07:15.920]  所以這首詩
[00:07:15.920 --> 00:07:18.920]  對我們人生也非常有指導性
[00:07:18.920 --> 00:07:20.920]  這首詩一開始
[00:07:20.920 --> 00:07:25.920]  主下世世代代你是我們的居所
[00:07:25.920 --> 00:07:27.920]  詩人告訴我們
[00:07:27.920 --> 00:07:31.920]  原來這個世界有一位主宰
[00:07:31.920 --> 00:07:33.920]  居所是什麼意思
[00:07:33.920 --> 00:07:37.920]  居所就是安穩保護的意思
[00:07:37.920 --> 00:07:41.920]  對於在抗日漂流幾十年的以色列人來說
[00:07:41.920 --> 00:07:43.920]  居所是他們夢寐以求
[00:07:43.920 --> 00:07:45.920]  我相信今天對香港人也是
[00:07:45.920 --> 00:07:47.920]  有安穩居所你就可以安居
[00:07:47.920 --> 00:07:51.920]  不需要被人迫遷不需要被人壓著來交鐘
[00:07:51.920 --> 00:07:53.920]  而摩西說的居所是什麼呢
[00:07:53.920 --> 00:07:55.920]  更厲害
[00:07:55.920 --> 00:07:57.920]  他說是創造世界的神
[00:07:57.920 --> 00:08:02.920]  親自成為保護人的居所
[00:08:02.920 --> 00:08:04.920]  究竟這個神是一個什麼神呢
[00:08:04.920 --> 00:08:07.920]  這個主是一個什麼主呢
[00:08:07.920 --> 00:08:09.920]  他說朱砂未曾生出
[00:08:09.920 --> 00:08:11.920]  地於西加里未曾造成
[00:08:11.920 --> 00:08:14.920]  從耿古到永遠你就是神
[00:08:14.920 --> 00:08:16.920]  言下之意是什麼呢
[00:08:16.920 --> 00:08:20.920]  神竟然造這個世界出來
[00:08:20.920 --> 00:08:24.920]  祂的存在一定在世界存在千年
[00:08:24.920 --> 00:08:26.920]  祂都是什麼呢
[00:08:26.920 --> 00:08:28.920]  耿古到永遠
[00:08:28.920 --> 00:08:32.920]  祂是看千年如二過的昨日
[00:08:32.920 --> 00:08:35.920]  好像我們看耶誕節一更這麼短
[00:08:35.920 --> 00:08:38.920]  唯有一個這樣的神
[00:08:38.920 --> 00:08:43.920]  祂才可以世世代代造人的居所
[00:08:43.920 --> 00:08:46.920]  唯有一個這樣的神
[00:08:46.920 --> 00:08:49.920]  祂才能成為祂子民的永遠而堅固的保障
[00:08:49.920 --> 00:08:51.920]  是最穩定的
[00:08:51.920 --> 00:08:54.920]  不單止世界是神造的
[00:08:54.920 --> 00:08:56.920]  還有我們人都是神造的
[00:08:56.920 --> 00:08:58.920]  為什麼呢
[00:08:58.920 --> 00:09:01.920]  他說你使人歸於塵土
[00:09:01.920 --> 00:09:03.920]  其實歸於塵土是什麼意思呢
[00:09:03.920 --> 00:09:05.920]  就是說我們本質是塵土
[00:09:05.920 --> 00:09:07.920]  為什麼我們本質是塵土呢
[00:09:07.920 --> 00:09:10.920]  這就和上帝的創造有關係
[00:09:10.920 --> 00:09:12.920]  創世紀二章說什麼呢
[00:09:12.920 --> 00:09:17.920]  就是用地上的塵土造人
[00:09:17.920 --> 00:09:20.920]  塵土是我們的硬件
[00:09:20.920 --> 00:09:22.920]  而上帝將他的生命之氣
[00:09:22.920 --> 00:09:25.920]  吹進塵土裏面的時候
[00:09:25.920 --> 00:09:28.920]  加上生命之氣的軟件的話
[00:09:28.920 --> 00:09:32.920]  人才成為有靈的活人
[00:09:32.920 --> 00:09:37.920]  所以人是應該有上帝那種特質的
[00:09:37.920 --> 00:09:42.920]  更加應該和上帝有生命上的聯繫
[00:09:42.920 --> 00:09:45.920]  生命之氣在我們裏面
[00:09:45.920 --> 00:09:48.920]  司祭開始的時候
[00:09:48.920 --> 00:09:50.920]  摩西展現了一個上帝
[00:09:50.920 --> 00:09:52.920]  就是創造世界的神
[00:09:52.920 --> 00:09:54.920]  是一個創造我們的神
[00:09:54.920 --> 00:09:56.920]  是我們的主宰
[00:09:56.920 --> 00:09:59.920]  祂超越時間空間
[00:09:59.920 --> 00:10:03.920]  還有祂是愛一手所創造的人
[00:10:03.920 --> 00:10:05.920]  願意世世代代
[00:10:05.920 --> 00:10:07.920]  作祂指紋的居所
[00:10:07.920 --> 00:10:09.920]  做祂的保障
[00:10:09.920 --> 00:10:11.920]  原來聖經告訴我們
[00:10:11.920 --> 00:10:13.920]  這個世界有一個這樣的神
[00:10:13.920 --> 00:10:16.920]  既然有一個這樣的神的時候
[00:10:16.920 --> 00:10:20.920]  人是不是應該很幸福呢?
[00:10:20.920 --> 00:10:22.920]  但摩西同時又看到
