
[00:00:00.000 --> 00:00:01.900]  好,我們一起禱告
[00:00:01.900 --> 00:00:05.380]  我們在天上的父神,我們滿心的感謝祢
[00:00:05.380 --> 00:00:09.000]  感謝祢,祢是我們的主,我們的好處不在祢以外
[00:00:09.000 --> 00:00:11.920]  我們每個主日來到這裡
[00:00:11.920 --> 00:00:16.300]  若不是靠著祢的恩典,我們也沒有辦法一起在這裡敬拜
[00:00:16.300 --> 00:00:19.580]  主,我們謝謝祢,因為祢自己為我們所成就的事情
[00:00:19.580 --> 00:00:21.640]  我們相信祢為我們所做的
[00:00:21.640 --> 00:00:24.940]  主,我們就能夠在主裡面合而為一
[00:00:24.940 --> 00:00:26.940]  我們在主裡面結為一體
[00:00:26.940 --> 00:00:28.940]  主,我們為此獻上感謝
[00:00:28.940 --> 00:00:31.680]  我們把今天這段時間仰望在祢的手中
[00:00:31.680 --> 00:00:35.320]  主,祢自己的話在我們心裡面紮根建造
[00:00:35.320 --> 00:00:38.580]  我們謝謝祢,禱告奉耶穌基督的聖名
[00:00:38.580 --> 00:00:43.140]  今天我們要談到的是第25節
[00:00:43.140 --> 00:00:46.840]  所以你們要拒絕謊言,個人與靈社說實話
[00:00:46.840 --> 00:00:50.040]  因為我們是互相為肢體說謊
[00:00:50.040 --> 00:00:53.460]  或者是講真話
[00:00:53.460 --> 00:00:56.900]  那麼我們開始的時候我們要想一下
[00:00:56.900 --> 00:00:58.900]  說謊是從哪裡來的?
[00:00:58.900 --> 00:01:00.900]  弟兄姊妹,我不知道你還記不記得
[00:01:00.900 --> 00:01:03.900]  你第一次說謊是什麼時候?
[00:01:03.900 --> 00:01:06.900]  有沒有哪一個人記得?
[00:01:06.900 --> 00:01:10.900]  說的太多了,所以不記得是哪一次了
[00:01:10.900 --> 00:01:13.900]  我不是說你們,我說我自己
[00:01:13.900 --> 00:01:15.900]  那麼我們要思想一件事情
[00:01:15.900 --> 00:01:18.900]  我們中間很多父母,我們要思想一件事情
[00:01:18.900 --> 00:01:20.900]  小孩子說謊是從哪裡學來的?
[00:01:20.900 --> 00:01:22.900]  弟兄姊妹,你們有沒有注意到
[00:01:22.900 --> 00:01:24.900]  小孩子說謊是從哪裡學來的?
[00:01:24.900 --> 00:01:26.900]  是父母教的嗎?
[00:01:26.900 --> 00:01:28.900]  我相信所有的父母都不承認這件事情
[00:01:28.900 --> 00:01:31.900]  因為很多父母都不喜歡小孩子說謊
[00:01:31.900 --> 00:01:33.900]  我有時候看到以前
[00:01:33.900 --> 00:01:36.900]  看到年輕的父母親小孩子說謊的時候
[00:01:36.900 --> 00:01:39.900]  那種氣得臉紅脖子粗的
[00:01:39.900 --> 00:01:41.900]  然後把小孩子罵得簡直是
[00:01:41.900 --> 00:01:44.900]  我們很多父母都不喜歡小孩子說謊話
[00:01:44.900 --> 00:01:46.900]  當他說謊話的時候
[00:01:46.900 --> 00:01:48.900]  我們總是很嚴厲的去處罰他們
[00:01:48.900 --> 00:01:49.900]  對不對?
[00:01:49.900 --> 00:01:52.900]  做父母的同意不同意,同意舉手
[00:01:52.900 --> 00:01:54.900]  我們就是這個樣子
[00:01:54.900 --> 00:01:55.900]  但是很奇怪的
[00:01:55.900 --> 00:01:57.900]  可是小孩子仍然繼續說謊
[00:01:57.900 --> 00:01:58.900]  對不對?
[00:01:58.900 --> 00:02:01.900]  那麼不但他們說謊
[00:02:01.900 --> 00:02:02.900]  我們呢
[00:02:02.900 --> 00:02:04.900]  也繼續的說謊,對不對?
[00:02:04.900 --> 00:02:07.900]  我們雖然脫離了小孩子的年紀
[00:02:07.900 --> 00:02:09.900]  但是我們仍然繼續的說謊
[00:02:09.900 --> 00:02:11.900]  那麼說謊
[00:02:11.900 --> 00:02:13.900]  就像那個骨牌效用一樣
[00:02:13.900 --> 00:02:15.900]  一開始就會繼續下去
[00:02:15.900 --> 00:02:17.900]  說了第一個謊
[00:02:17.900 --> 00:02:18.900]  如果沒有被拆穿
[00:02:18.900 --> 00:02:20.900]  你就要說第二個謊來補他
[00:02:20.900 --> 00:02:22.900]  來掩護他
[00:02:22.900 --> 00:02:24.900]  然後說了第二個謊之後
[00:02:24.900 --> 00:02:26.900]  要接著第三個、第四個
[00:02:26.900 --> 00:02:28.900]  所以我們的人生
[00:02:28.900 --> 00:02:30.900]  讓我們人生就好像
[00:02:30.900 --> 00:02:32.900]  由謊言而編織而成的
[00:02:32.900 --> 00:02:33.900]  對不對?
[00:02:33.900 --> 00:02:35.900]  男女生談戀愛的時候
[00:02:35.900 --> 00:02:37.900]  有的時候你會覺得這是謊言
[00:02:37.900 --> 00:02:38.900]  是不是?
[00:02:38.900 --> 00:02:41.900]  什麼海事山盟
[00:02:41.900 --> 00:02:42.900]  水枯石爛
[00:02:42.900 --> 00:02:43.900]  這些東西
[00:02:43.900 --> 00:02:44.900]  對不對?
[00:02:44.900 --> 00:02:46.900]  我們看見很多婚姻
[00:02:46.900 --> 00:02:48.900]  就是這樣子失敗了
[00:02:48.900 --> 00:02:50.900]  那麼他有沒有講那些
[00:02:50.900 --> 00:02:51.900]  其實有講
[00:02:51.900 --> 00:02:52.900]  其實真的是
[00:02:52.900 --> 00:02:54.900]  我們如果仔細想一想
[00:02:54.900 --> 00:02:55.900]  其實人生
[00:02:55.900 --> 00:02:59.900]  就是由一個謊言所編織而成的
[00:02:59.900 --> 00:03:01.900]  那麼有一個人
[00:03:01.900 --> 00:03:02.900]  他講了
[00:03:02.900 --> 00:03:06.900]  他說說謊是人的第二天性
[00:03:06.900 --> 00:03:07.900]  說謊是人的第二天性
[00:03:07.900 --> 00:03:09.900]  我不知道你們同意不同意
[00:03:09.900 --> 00:03:11.900]  但是我也不知道是誰說的
[00:03:11.900 --> 00:03:13.900]  不過他這樣子的說法
[00:03:13.900 --> 00:03:17.900]  真的是值得我們好好的去想一想
[00:03:17.900 --> 00:03:19.900]  那麼所以今天我們要思想
[00:03:19.900 --> 00:03:21.900]  因為這是當我們以前講了
[00:03:21.900 --> 00:03:23.900]  從十七節一直到二十四節
[00:03:23.900 --> 00:03:25.900]  講到我們在主裡面是一個心造的人
[00:03:25.900 --> 00:03:28.900]  我們在基督裡面是一個心造的人
[00:03:28.900 --> 00:03:31.900]  那麼今天我們就來看二十五節
[00:03:31.900 --> 00:03:34.900]  他說所以你們要棄絕謊言
[00:03:34.900 --> 00:03:37.900]  因為個人要與靈社說實話
[00:03:37.900 --> 00:03:40.900]  因為我們是互相為肢體
