
[00:00:00.000 --> 00:00:04.000]  有一個律法師來試探耶穌
[00:00:04.000 --> 00:00:05.000]  律法師是什麼?
[00:00:05.000 --> 00:00:09.000]  律法師就是一個對聖經舊約
[00:00:09.000 --> 00:00:11.000]  我們叫做是有這個舊約
[00:00:11.000 --> 00:00:14.000]  就是耶穌的時代還在說話的時候
[00:00:14.000 --> 00:00:16.000]  還沒有新約的
[00:00:16.000 --> 00:00:19.000]  是當耶穌死了
[00:00:19.000 --> 00:00:20.000]  復活升天之後
[00:00:20.000 --> 00:00:24.000]  那些門徒就將耶穌的事跡
[00:00:24.000 --> 00:00:26.000]  才寫了《馬太·馬可·路加》約翰出來
[00:00:26.000 --> 00:00:28.000]  接著後來就慢慢的
[00:00:28.000 --> 00:00:30.000]  有保羅信主
[00:00:30.000 --> 00:00:32.000]  接著有保羅書信
[00:00:32.000 --> 00:00:33.000]  接著有雅各書
[00:00:33.000 --> 00:00:37.000]  又有啟示錄諸如此類
[00:00:37.000 --> 00:00:39.000]  所以這個律法師
[00:00:39.000 --> 00:00:41.000]  他是對舊約聖經
[00:00:41.000 --> 00:00:42.000]  他是律法
[00:00:42.000 --> 00:00:44.000]  舊約聖經是很熟悉的
[00:00:44.000 --> 00:00:46.000]  正如一個律師最擅長的是什麼?
[00:00:46.000 --> 00:00:47.000]  法律
[00:00:47.000 --> 00:00:49.000]  一個醫師最擅長的是什麼?
[00:00:49.000 --> 00:00:50.000]  就應該是醫學
[00:00:50.000 --> 00:00:52.000]  一個建築師最擅長的是什麼?
[00:00:52.000 --> 00:00:53.000]  當然是建築
[00:00:53.000 --> 00:00:54.000]  全部都有個C字
[00:00:54.000 --> 00:00:56.000]  那牧師呢?
[00:00:56.000 --> 00:00:58.000]  牧師應該都要熟悉聖經
[00:00:58.000 --> 00:01:01.000]  還有要去牧養教會
[00:01:01.000 --> 00:01:02.000]  應該就是這樣
[00:01:02.000 --> 00:01:03.000]  所以有個C字
[00:01:03.000 --> 00:01:06.000]  就是那樣是他專門的東西
[00:01:06.000 --> 00:01:08.000]  那麼這個律法師呢
[00:01:08.000 --> 00:01:10.000]  他就來試探耶穌
[00:01:10.000 --> 00:01:12.000]  那麼我看《馬太·馬可·路加》書呢
[00:01:12.000 --> 00:01:13.000]  就有些呢
[00:01:13.000 --> 00:01:14.000]  就是你知道見仁見智
[00:01:14.000 --> 00:01:15.000]  有些就說
[00:01:15.000 --> 00:01:18.000]  這個人是特地來試探耶穌
[00:01:18.000 --> 00:01:20.000]  有沒有實力的
[00:01:20.000 --> 00:01:21.000]  有些就說
[00:01:21.000 --> 00:01:22.000]  不是
[00:01:22.000 --> 00:01:23.000]  這個試探這個字呢
[00:01:23.000 --> 00:01:26.000]  其實就是有個含意
[00:01:26.000 --> 00:01:27.000]  就是想
[00:01:27.000 --> 00:01:29.000]  真的很想看看他
[00:01:29.000 --> 00:01:31.000]  究竟他是
[00:01:31.000 --> 00:01:37.000]  能不能回答他心目中的一個
[00:01:37.000 --> 00:01:39.000]  很自己想知道的問題
[00:01:39.000 --> 00:01:42.000]  他很自己想知道的問題是什麼呢?
[00:01:42.000 --> 00:01:44.000]  今天我們剛才清泉小組呢
[00:01:44.000 --> 00:01:46.000]  我們就說到錢
[00:01:46.000 --> 00:01:49.000]  有些人就覺得錢是很重要的
[00:01:49.000 --> 00:01:50.000]  錢不是萬難
[00:01:50.000 --> 00:01:51.000]  接著那句是什麼
[00:01:51.000 --> 00:01:53.000]  每個人都知道的
[00:01:53.000 --> 00:01:54.000]  是的
[00:01:54.000 --> 00:01:55.000]  你看
[00:01:55.000 --> 00:01:57.000]  所以律師就馬上就
[00:01:57.000 --> 00:02:00.000]  就在這裡表現出他律師的風範
[00:02:00.000 --> 00:02:01.000]  但是呢
[00:02:01.000 --> 00:02:03.000]  有一個姐妹呢
[00:02:03.000 --> 00:02:04.000]  我知道她對錢呢
[00:02:04.000 --> 00:02:06.000]  真的不是很緊張的
[00:02:06.000 --> 00:02:07.000]  因為有一次呢
[00:02:07.000 --> 00:02:08.000]  她要奉獻
[00:02:08.000 --> 00:02:10.000]  我就收到一張奉獻的時候
[00:02:10.000 --> 00:02:11.000]  我就給回你
[00:02:11.000 --> 00:02:13.000]  你寫太多零在這裡了
[00:02:13.000 --> 00:02:14.000]  那麼
[00:02:14.000 --> 00:02:15.000]  結果呢
[00:02:15.000 --> 00:02:17.000]  她說我真的要奉獻這個的
[00:02:17.000 --> 00:02:18.000]  因為呢
[00:02:18.000 --> 00:02:19.000]  我家人對我很好
[00:02:19.000 --> 00:02:20.000]  給了錢我儲起來了
[00:02:20.000 --> 00:02:21.000]  我有需要
[00:02:21.000 --> 00:02:22.000]  我就是要這樣奉獻
[00:02:22.000 --> 00:02:23.000]  我還跟她的家人說
[00:02:23.000 --> 00:02:24.000]  喂
[00:02:24.000 --> 00:02:29.000]  你媽媽是不是寫多了幾個零啊
[00:02:29.000 --> 00:02:30.000]  那麼她呢
[00:02:30.000 --> 00:02:31.000]  對錢不重要
[00:02:31.000 --> 00:02:32.000]  但是她說她最重要的是什麼呢
[00:02:32.000 --> 00:02:33.000]  是健康
[00:02:33.000 --> 00:02:34.000]  是不是
[00:02:34.000 --> 00:02:35.000]  是健康的
[00:02:35.000 --> 00:02:36.000]  那麼有些人說
[00:02:36.000 --> 00:02:37.000]  健康是無價的
[00:02:37.000 --> 00:02:38.000]  是不是
[00:02:38.000 --> 00:02:39.000]  最貴的床是什麼床
[00:02:39.000 --> 00:02:40.000]  大家知不知道
[00:02:40.000 --> 00:02:42.000]  是的
[00:02:42.000 --> 00:02:45.000]  醫院那張病床是最昂貴的
[00:02:45.000 --> 00:02:46.000]  那麼這個律法師呢
[00:02:46.000 --> 00:02:47.000]  他們呢
[00:02:47.000 --> 00:02:49.000]  為什麼這麼多人不去找耶穌呢
[00:02:49.000 --> 00:02:50.000]  耶穌是
[00:02:50.000 --> 00:02:51.000]  第一
[00:02:51.000 --> 00:02:55.000]  他是沒有什麼跟人去學的
[00:02:55.000 --> 00:02:58.000]  好像保羅有個老師
[00:02:58.000 --> 00:02:59.000]  是出名的
[00:02:59.000 --> 00:03:00.000]  保羅的老師是誰
[00:03:00.000 --> 00:03:03.000]  是大師傅
[00:03:03.000 --> 00:03:04.000]  保羅的老師是誰
[00:03:04.000 --> 00:03:05.000]  知不知道
[00:03:05.000 --> 00:03:06.000]  之前有說過
[00:03:06.000 --> 00:03:08.000]  是加瑪列
[00:03:08.000 --> 00:03:11.000]  保羅是加瑪列的門下
[00:03:11.000 --> 00:03:12.000]  厲不厲害
[00:03:12.000 --> 00:03:13.000]  如果你學功夫
[00:03:13.000 --> 00:03:15.000]  我是黃飛鴻的徒弟
[00:03:15.000 --> 00:03:16.000]  哇
[00:03:16.000 --> 00:03:17.000]  那就林世榮了
[00:03:17.000 --> 00:03:18.000]  是不是
[00:03:18.000 --> 00:03:19.000]  很厲害
[00:03:19.000 --> 00:03:20.000]  那麼你說
[00:03:20.000 --> 00:03:21.000]  我師父是誰
[00:03:21.000 --> 00:03:22.000]  是葉問
[00:03:22.000 --> 00:03:23.000]  哇
[00:03:23.000 --> 00:03:24.000]  葉問
[00:03:24.000 --> 00:03:25.000]  厲不厲害
[00:03:25.000 --> 00:03:26.000]  是詠春的
[00:03:26.000 --> 00:03:28.000]  很厲害的祖師
[00:03:28.000 --> 00:03:29.000]  不要叫祖師
[00:03:29.000 --> 00:03:30.000]  是大師
[00:03:30.000 --> 00:03:33.000]  但是耶穌的老師是誰
[00:03:33.000 --> 00:03:38.000]  他沒有什麼
[00:03:38.000 --> 00:03:40.000]  回答不了一個老師
[00:03:40.000 --> 00:03:41.000]  但是呢
[00:03:41.000 --> 00:03:43.000]  他能夠去說話的時候
[00:03:43.000 --> 00:03:45.000]  多少人跟著聽他說話
[00:03:45.000 --> 00:03:47.000]  當然他能夠行神蹟騎士
[00:03:47.000 --> 00:03:48.000]  當然很厲害
[00:03:48.000 --> 00:03:49.000]  如果假設有個牧師
[00:03:49.000 --> 00:03:50.000]  能夠行神蹟騎士
[00:03:50.000 --> 00:03:51.000]  而是真的
[00:03:51.000 --> 00:03:53.000]  我可以告訴你
[00:03:53.000 --> 00:03:54.000]  你那個禮拜堂
[00:03:54.000 --> 00:03:56.000]  三千個位都不夠坐
[00:03:56.000 --> 00:03:57.000]  分分鐘
[00:03:57.000 --> 00:03:59.000]  每個人是慕名而來的
[00:03:59.000 --> 00:04:02.000]  但是律法師覺得
[00:04:02.000 --> 00:04:03.000]  耶穌厲害
[00:04:03.000 --> 00:04:05.000]  他又真的行神蹟又騎士
[00:04:05.000 --> 00:04:06.000]  不是一個人見
[00:04:06.000 --> 00:04:07.000]  不是兩個人的
[00:04:07.000 --> 00:04:09.000]  是很多人都見過聽過
[00:04:09.000 --> 00:04:10.000]  對不對
[00:04:10.000 --> 00:04:11.000]  所以他就來
[00:04:11.000 --> 00:04:12.000]  看看你
[00:04:12.000 --> 00:04:13.000]  真的有一點
[00:04:13.000 --> 00:04:14.000]  看看你有什麼料
[00:04:14.000 --> 00:04:15.000]  律法師就說
[00:04:15.000 --> 00:04:17.000]  老師
[00:04:17.000 --> 00:04:18.000]  他很尊重他
[00:04:18.000 --> 00:04:19.000]  老師呢
[00:04:19.000 --> 00:04:20.000]  在猶太人來說
[00:04:20.000 --> 00:04:21.000]  就叫Rabbi
[00:04:21.000 --> 00:04:24.000]  是一個很尊重的叫法
[00:04:24.000 --> 00:04:29.000]  我認識一些教會的來賓
[00:04:29.000 --> 00:04:31.000]  他從來不叫我牧師
[00:04:31.000 --> 00:04:32.000]  梁先生
[00:04:32.000 --> 00:04:34.000]  我說我是牧師
[00:04:34.000 --> 00:04:35.000]  梁先生
[00:04:35.000 --> 00:04:36.000]  那我不會再說了
