
[00:00:00.000 --> 00:00:01.520]  各位大嬸姊妹,早安!
[00:00:30.000 --> 00:00:34.040]  去到快要滅亡的自己的猶大國裡面
[00:00:34.040 --> 00:00:37.400]  以色列書頭那三十二章
[00:00:37.400 --> 00:00:39.320]  是講到神的審判
[00:00:39.320 --> 00:00:40.880]  因為當時的領袖
[00:00:40.880 --> 00:00:44.640]  當時的君王沒有好好地遵照神的吩咐
[00:00:44.640 --> 00:00:47.000]  來去輕忽子民
[00:00:47.000 --> 00:00:50.720]  他們對神的教導來到嗤之以鼻
[00:00:50.720 --> 00:00:53.760]  結果後來他們面對亡國
[00:00:53.760 --> 00:00:56.560]  但是第三十三章開始到結尾
[00:00:56.560 --> 00:00:58.440]  是一個復興的訊息
[00:00:58.440 --> 00:01:00.800]  神不單單會有審判
[00:01:00.800 --> 00:01:03.800]  也會有祝福
[00:01:03.800 --> 00:01:05.480]  在第三十三章一開始
[00:01:05.480 --> 00:01:07.800]  神就再提醒以西傑
[00:01:07.800 --> 00:01:10.400]  你是一位守望者
[00:01:10.400 --> 00:01:13.440]  你個人的責任是影響了群體
[00:01:13.440 --> 00:01:15.880]  你絕對不可以輕率
[00:01:15.880 --> 00:01:17.360]  個人而影響群體
[00:01:17.360 --> 00:01:19.640]  在上一次裡面跟大家分享過
[00:01:19.640 --> 00:01:21.880]  大家可以上網聽聽
[00:01:21.880 --> 00:01:23.200]  但是一個最實質的例子
[00:01:23.200 --> 00:01:24.800]  大家就會明白
[00:01:24.800 --> 00:01:28.160]  你怎麼可能會相信一個年輕人
[00:01:28.160 --> 00:01:30.760]  在台灣殺了他的女朋友
[00:01:30.760 --> 00:01:32.880]  跟我們好像沒有關係
[00:01:32.880 --> 00:01:35.680]  但是影響了我們今天香港的情況
[00:01:35.680 --> 00:01:38.240]  所以原來一個人的行為
[00:01:38.240 --> 00:01:41.600]  是直接影響整個的群體
[00:01:41.600 --> 00:01:43.600]  所以我們要很小心
[00:01:43.600 --> 00:01:45.880]  好了,第三十四章
[00:01:45.880 --> 00:01:51.040]  就講到神是譴責當時的牧羊人
[00:01:51.040 --> 00:01:53.440]  覺得他們做得非常不好
[00:01:53.440 --> 00:01:55.560]  然後神親自宣告
[00:01:55.560 --> 00:01:58.400]  我要做你們的牧者
[00:01:58.400 --> 00:01:59.600]  所以對當時的人來說
[00:01:59.600 --> 00:02:01.600]  是一個很大的福氣
[00:02:01.600 --> 00:02:02.880]  一講到牧羊人
[00:02:02.880 --> 00:02:05.760]  很自然地我們就會想起宗教的領袖
[00:02:05.760 --> 00:02:08.080]  可能是當時的祭司先知
[00:02:08.080 --> 00:02:09.360]  又或者我們會對照
[00:02:09.360 --> 00:02:12.160]  今天的傳道人牧師
[00:02:12.160 --> 00:02:12.840]  如果是這樣的話
[00:02:12.840 --> 00:02:15.080]  我們就跳了一步
[00:02:15.080 --> 00:02:18.360]  我們的解釋會有偏差
[00:02:18.360 --> 00:02:21.160]  原來聖經裡面所講的牧羊人
[00:02:21.160 --> 00:02:26.400]  不是單單指到神的牧人宗教的領袖
[00:02:26.400 --> 00:02:28.360]  是指到君王
[00:02:28.360 --> 00:02:31.040]  是指到政治上的領袖
[00:02:31.040 --> 00:02:33.400]  我再要去了解一下牧羊人
[00:02:33.400 --> 00:02:36.600]  牧羊的羊不一定是牠自己的
[00:02:36.600 --> 00:02:37.760]  很簡單舉個例子
[00:02:37.760 --> 00:02:39.360]  很熟悉的雅各
[00:02:39.360 --> 00:02:42.800]  雅各要逃避哥哥的追殺
[00:02:42.800 --> 00:02:46.120]  後來他就投靠舅父拉班
[00:02:46.120 --> 00:02:48.640]  但是他就要為拉班帶去工作
[00:02:48.640 --> 00:02:51.920]  牧養拉班的羊
[00:02:51.920 --> 00:02:55.720]  摩西也是逃避埃及王的追殺
[00:02:55.720 --> 00:02:57.920]  後來他娶了一個人
[00:02:57.920 --> 00:02:59.720]  在很遠的地方
[00:02:59.720 --> 00:03:02.480]  但是就為他的岳父葉的羅
[00:03:02.480 --> 00:03:04.760]  帶去看羊
[00:03:04.760 --> 00:03:06.080]  君王大衛
[00:03:06.080 --> 00:03:07.880]  他之前是做牧童的
[00:03:07.880 --> 00:03:09.720]  他是牧養羊群
[00:03:09.720 --> 00:03:12.520]  但是那些羊是屬於他爸爸的
[00:03:12.520 --> 00:03:15.000]  所以某個程度他們是故宮
[00:03:15.000 --> 00:03:15.840]  雖然是故宮
[00:03:15.840 --> 00:03:20.400]  但是都需要很用心地去牧養
[00:03:20.400 --> 00:03:22.040]  我們會看到
[00:03:22.040 --> 00:03:27.200]  我說君王和牧人原來是同一個身份
[00:03:27.200 --> 00:03:29.760]  神在第三十四章裡面譴責這些領袖
[00:03:29.760 --> 00:03:31.160]  你們做得不好
[00:03:31.160 --> 00:03:34.240]  神說我會親自做你們的牧羊人
[00:03:34.240 --> 00:03:35.560]  然後也說
[00:03:35.560 --> 00:03:39.440]  我會有大衛的苗語
[00:03:39.440 --> 00:03:41.720]  來做你們的牧者
[00:03:41.720 --> 00:03:43.400]  但他也是君王
[00:03:43.400 --> 00:03:47.080]  我們一起來看
[00:03:47.080 --> 00:03:51.960]  《約爾西傑書》第三十四章的二十四兩節
[00:03:51.960 --> 00:03:54.760]  我們一起讀出二十三、二十四兩節
[00:03:54.760 --> 00:03:58.120]  「我必立一牧人照管他們
[00:03:58.120 --> 00:03:59.640]  牧養他們
[00:03:59.640 --> 00:04:02.360]  就是我的服人大衛
[00:04:02.360 --> 00:04:04.280]  他必牧養他們
[00:04:04.280 --> 00:04:06.160]  作他們的服人
[00:04:06.160 --> 00:04:09.240]  我耶和華必作他們的神
[00:04:09.240 --> 00:04:13.480]  我的服人大衛必在他們中間作王
[00:04:13.480 --> 00:04:15.400]  這是耶和華說的」
[00:04:15.400 --> 00:04:17.640]  這裡很清楚說到大衛的苗語
[00:04:17.640 --> 00:04:19.320]  會做他的牧人
[00:04:19.320 --> 00:04:22.040]  但是這個牧人也是君王
[00:04:22.040 --> 00:04:25.800]  所以我們應該要很清楚知道
[00:04:25.800 --> 00:04:27.560]  原來神譴責的
[00:04:27.560 --> 00:04:31.920]  就是當時裡面那群國家的領袖
[00:04:31.920 --> 00:04:34.200]  我們用這方面來解釋
[00:04:34.200 --> 00:04:35.960]  到了現代應用的時候
[00:04:35.960 --> 00:04:36.840]  我們才會對照
[00:04:36.840 --> 00:04:39.080]  今天我們牧者應該要做些什麼
[00:04:39.080 --> 00:04:41.800]  這群牧人有什麼錯呢?
[00:04:41.800 --> 00:04:45.320]  他們最大的錯誤就是利用自己的權勢
[00:04:45.320 --> 00:04:47.240]  來自肥
[00:04:47.240 --> 00:04:49.320]  為自己建立利益
[00:04:49.320 --> 00:04:54.280]  而沒有好好地照顧他們那群子民
[00:04:54.280 --> 00:04:58.280]  我們一起讀三十四章的第一到第二節
[00:04:58.280 --> 00:05:00.120]  第一到第二節
[00:05:00.120 --> 00:05:02.880]  「耶和華的話臨到我說
[00:05:02.880 --> 00:05:04.000]  人子啊
[00:05:04.000 --> 00:05:07.440]  你要向以色列的牧人白羽賢
[00:05:07.440 --> 00:05:09.360]  攻擊他們說
[00:05:09.360 --> 00:05:11.600]  主耶和華如此說
[00:05:11.600 --> 00:05:12.560]  和哉
[00:05:12.560 --> 00:05:16.080]  以色列的牧人只知牧養自己
[00:05:16.080 --> 00:05:19.440]  牧人豈不當牧養群羊嗎?」
[00:05:19.440 --> 00:05:20.600]  這裡很清楚說到
[00:05:20.600 --> 00:05:24.520]  這群牧人只是牧養自己
[00:05:24.520 --> 00:05:26.400]  他們是有權力
[00:05:26.400 --> 00:05:28.160]  他們利用他們的權勢
[00:05:28.160 --> 00:05:30.800]  來為自己謀取很多的利益
[00:05:30.800 --> 00:05:32.800]  積蓄自己的財富
[00:05:32.800 --> 00:05:35.000]  而不理會民間疾苦
[00:05:35.000 --> 00:05:36.200]  甚至因為他們有權
[00:05:36.200 --> 00:05:38.640]  所以他們可以制定一些法例
[00:05:38.640 --> 00:05:41.480]  令到不合法的事情成為合法
[00:05:41.480 --> 00:05:42.760]  正正因為這樣的緣故
[00:05:42.760 --> 00:05:46.400]  令到社會之間的貧富懸殊有很大的差距
[00:05:46.400 --> 00:05:49.960]  不公義的事情不斷地出現
[00:05:49.960 --> 00:05:50.760]  這樣的時候
[00:05:50.760 --> 00:05:51.840]  社會不公不義
[00:05:51.840 --> 00:05:54.840]  令到社會面臨崩潰
[00:05:54.840 --> 00:05:57.440]  但是他們只會了顧著
[00:05:57.440 --> 00:06:00.360]  鞏固自己的地位
[00:06:00.360 --> 00:06:02.200]  接著神就指出
[00:06:02.200 --> 00:06:03.800]  他們犯什麼錯呢?
[00:06:03.800 --> 00:06:07.360]  「你們吃豬油穿羊毛摘肥皂的
[00:06:07.360 --> 00:06:10.160]  卻不牧養群羊」
[00:06:10.160 --> 00:06:12.120]  吃豬油
[00:06:12.120 --> 00:06:16.680]  原來油是動物裡面最寶貴的一件事
[00:06:16.680 --> 00:06:19.320]  所以吃肥的東西有時候是好的
[00:06:19.320 --> 00:06:21.880]  不過聖經很清楚地說
